""	"ID"	"Description"	"Count"	"GeneRatio"	"geneID"
"GO:0140651"	"GO:0140651"	"futile creatine cycle"	0	"0/139"	""
"GO:1901275"	"GO:1901275"	"tartrate metabolic process"	0	"0/139"	""
"GO:1901286"	"GO:1901286"	"iron-sulfur-molybdenum cofactor metabolic process"	0	"0/139"	""
"GO:1901764"	"GO:1901764"	"phosphinothricin metabolic process"	0	"0/139"	""
"GO:1901902"	"GO:1901902"	"tyrocidine metabolic process"	0	"0/139"	""
"GO:1902421"	"GO:1902421"	"hydrogen metabolic process"	0	"0/139"	""
"GO:1990845"	"GO:1990845"	"adaptive thermogenesis"	0	"0/139"	""
"GO:0000920"	"GO:0000920"	"septum digestion after cytokinesis"	0	"0/139"	""
"GO:0001775"	"GO:0001775"	"cell activation"	0	"0/139"	""
"GO:0001906"	"GO:0001906"	"cell killing"	0	"0/139"	""
"GO:0006276"	"GO:0006276"	"plasmid maintenance"	0	"0/139"	""
"GO:0006457"	"GO:0006457"	"protein folding"	51	"51/139"	"103646716/103646716/103646716/103646716/103646716/103646716/103646716/103646716/103646716/103646716/542723/542723/542723/542723/542723/542723/542723/542723/542723/100279586/100279586/100279586/100279586/100277775/100277775/100277775/100277775/100277775/100277775/100283766/100283766/100283766/100283766/100283766/100283766/100283766/100283766/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928"
"GO:0006903"	"GO:0006903"	"vesicle targeting"	0	"0/139"	""
"GO:0006949"	"GO:0006949"	"syncytium formation"	0	"0/139"	""
"GO:0007017"	"GO:0007017"	"microtubule-based process"	0	"0/139"	""
"GO:0007049"	"GO:0007049"	"cell cycle"	0	"0/139"	""
"GO:0007154"	"GO:0007154"	"cell communication"	42	"42/139"	"100274370/100274370/100274370/100274370/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100273598/100273598/100273598/100273598/100273598/100273598/100273598/100273598/100273598/100273598"
"GO:0007155"	"GO:0007155"	"cell adhesion"	0	"0/139"	""
"GO:0007163"	"GO:0007163"	"establishment or maintenance of cell polarity"	0	"0/139"	""
"GO:0007165"	"GO:0007165"	"signal transduction"	42	"42/139"	"100274370/100274370/100274370/100274370/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100273598/100273598/100273598/100273598/100273598/100273598/100273598/100273598/100273598/100273598"
"GO:0007272"	"GO:0007272"	"ensheathment of neurons"	0	"0/139"	""
"GO:0008037"	"GO:0008037"	"cell recognition"	0	"0/139"	""
"GO:0008207"	"GO:0008207"	"C21-steroid hormone metabolic process"	0	"0/139"	""
"GO:0008212"	"GO:0008212"	"mineralocorticoid metabolic process"	0	"0/139"	""
"GO:0008219"	"GO:0008219"	"cell death"	0	"0/139"	""
"GO:0008283"	"GO:0008283"	"cell population proliferation"	0	"0/139"	""
"GO:0009292"	"GO:0009292"	"horizontal gene transfer"	0	"0/139"	""
"GO:0010118"	"GO:0010118"	"stomatal movement"	0	"0/139"	""
"GO:0010496"	"GO:0010496"	"intercellular transport"	0	"0/139"	""
"GO:0016037"	"GO:0016037"	"light absorption"	0	"0/139"	""
"GO:0016049"	"GO:0016049"	"cell growth"	0	"0/139"	""
"GO:0016192"	"GO:0016192"	"vesicle-mediated transport"	0	"0/139"	""
"GO:0019835"	"GO:0019835"	"cytolysis"	0	"0/139"	""
"GO:0022402"	"GO:0022402"	"cell cycle process"	0	"0/139"	""
"GO:0022406"	"GO:0022406"	"membrane docking"	0	"0/139"	""
"GO:0022412"	"GO:0022412"	"cellular process involved in reproduction in multicellular organism"	0	"0/139"	""
"GO:0030029"	"GO:0030029"	"actin filament-based process"	0	"0/139"	""
"GO:0032196"	"GO:0032196"	"transposition"	0	"0/139"	""
"GO:0033059"	"GO:0033059"	"cellular pigmentation"	0	"0/139"	""
"GO:0034337"	"GO:0034337"	"RNA folding"	0	"0/139"	""
"GO:0035212"	"GO:0035212"	"cell competition in a multicellular organism"	0	"0/139"	""
"GO:0036166"	"GO:0036166"	"phenotypic switching"	0	"0/139"	""
"GO:0043335"	"GO:0043335"	"protein unfolding"	0	"0/139"	""
"GO:0044068"	"GO:0044068"	"modulation by symbiont of host cellular process"	0	"0/139"	""
"GO:0044663"	"GO:0044663"	"establishment or maintenance of cell type involved in phenotypic switching"	0	"0/139"	""
"GO:0045103"	"GO:0045103"	"intermediate filament-based process"	0	"0/139"	""
"GO:0048489"	"GO:0048489"	"synaptic vesicle transport"	0	"0/139"	""
"GO:0048522"	"GO:0048522"	"positive regulation of cellular process"	0	"0/139"	""
"GO:0048523"	"GO:0048523"	"negative regulation of cellular process"	0	"0/139"	""
"GO:0048869"	"GO:0048869"	"cellular developmental process"	0	"0/139"	""
"GO:0048870"	"GO:0048870"	"cell motility"	0	"0/139"	""
"GO:0050794"	"GO:0050794"	"regulation of cellular process"	95	"95/139"	"100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100274370/100274370/100274370/100274370/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/103626984/103626984/100501680/100501680/100273598/100273598/100273598/100273598/100273598/100273598/100273598/100273598/100273598/100273598/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100192099/100192099/100192099/100192099/100192099/100192099/100284818/100284818/100284818/100284818/100284818/100284818/100284818/100284818"
"GO:0051301"	"GO:0051301"	"cell division"	0	"0/139"	""
"GO:0051641"	"GO:0051641"	"cellular localization"	0	"0/139"	""
"GO:0051651"	"GO:0051651"	"maintenance of location in cell"	0	"0/139"	""
"GO:0051674"	"GO:0051674"	"localization of cell"	0	"0/139"	""
"GO:0051716"	"GO:0051716"	"cellular response to stimulus"	100	"100/139"	"100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100274370/100274370/100274370/100274370/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100274648/100273598/100273598/100273598/100273598/100273598/100273598/100273598/100273598/100273598/100273598/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928"
"GO:0055085"	"GO:0055085"	"transmembrane transport"	28	"28/139"	"100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/103627571/103627571/103627571/103627571/103627571/103627571/103627571/103627571/103627571/103627571/103627571"
"GO:0060352"	"GO:0060352"	"cell adhesion molecule production"	0	"0/139"	""
"GO:0061842"	"GO:0061842"	"microtubule organizing center localization"	0	"0/139"	""
"GO:0061919"	"GO:0061919"	"process utilizing autophagic mechanism"	0	"0/139"	""
"GO:0071554"	"GO:0071554"	"cell wall organization or biogenesis"	42	"42/139"	"541908/541908/541908/541908/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/542059/542059/542059/542059/542059/542059/542059/542059/542059/542059/542059/542059/542059/542059/542059/542059"
"GO:0071840"	"GO:0071840"	"cellular component organization or biogenesis"	91	"91/139"	"541908/541908/541908/541908/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/542723/542723/542723/542723/542723/542723/542723/542723/542723/100277775/100277775/100277775/100277775/100277775/100277775/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/100283766/100283766/100283766/100283766/100283766/100283766/100283766/100283766/542059/542059/542059/542059/542059/542059/542059/542059/542059/542059/542059/542059/542059/542059/542059/542059"
"GO:0090618"	"GO:0090618"	"DNA clamp unloading"	0	"0/139"	""
"GO:0097194"	"GO:0097194"	"execution phase of apoptosis"	0	"0/139"	""
"GO:0097528"	"GO:0097528"	"execution phase of necroptosis"	0	"0/139"	""
"GO:0098743"	"GO:0098743"	"cell aggregation"	0	"0/139"	""
"GO:0120312"	"GO:0120312"	"ciliary basal body segregation"	0	"0/139"	""
"GO:0140029"	"GO:0140029"	"exocytic process"	0	"0/139"	""
"GO:0140253"	"GO:0140253"	"cell-cell fusion"	0	"0/139"	""
"GO:0140352"	"GO:0140352"	"export from cell"	17	"17/139"	"100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056"
"GO:1990748"	"GO:1990748"	"cellular detoxification"	1	"1/139"	"100274648"
"GO:0019042"	"GO:0019042"	"viral latency"	0	"0/139"	""
"GO:0019043"	"GO:0019043"	"establishment of viral latency"	0	"0/139"	""
"GO:0019044"	"GO:0019044"	"maintenance of viral latency"	0	"0/139"	""
"GO:0019045"	"GO:0019045"	"latent virus replication"	0	"0/139"	""
"GO:0019046"	"GO:0019046"	"release from viral latency"	0	"0/139"	""
"GO:0019048"	"GO:0019048"	"modulation by virus of host process"	0	"0/139"	""
"GO:0019058"	"GO:0019058"	"viral life cycle"	0	"0/139"	""
"GO:0019061"	"GO:0019061"	"uncoating of virus"	0	"0/139"	""
"GO:0019068"	"GO:0019068"	"virion assembly"	0	"0/139"	""
"GO:0019069"	"GO:0019069"	"viral capsid assembly"	0	"0/139"	""
"GO:0019070"	"GO:0019070"	"viral genome maturation"	0	"0/139"	""
"GO:0019072"	"GO:0019072"	"viral genome packaging"	0	"0/139"	""
"GO:0019075"	"GO:0019075"	"virus maturation"	0	"0/139"	""
"GO:0019076"	"GO:0019076"	"viral release from host cell"	0	"0/139"	""
"GO:0019079"	"GO:0019079"	"viral genome replication"	0	"0/139"	""
"GO:0019080"	"GO:0019080"	"viral gene expression"	0	"0/139"	""
"GO:0019081"	"GO:0019081"	"viral translation"	0	"0/139"	""
"GO:0019082"	"GO:0019082"	"viral protein processing"	0	"0/139"	""
"GO:0019083"	"GO:0019083"	"viral transcription"	0	"0/139"	""
"GO:0039663"	"GO:0039663"	"membrane fusion involved in viral entry into host cell"	0	"0/139"	""
"GO:0039664"	"GO:0039664"	"lysis of host organelle involved in viral entry into host cell"	0	"0/139"	""
"GO:0039665"	"GO:0039665"	"permeabilization of host organelle membrane involved in viral entry into host cell"	0	"0/139"	""
"GO:0039698"	"GO:0039698"	"polyadenylation of viral mRNA by polymerase stuttering"	0	"0/139"	""
"GO:0039700"	"GO:0039700"	"fusion of viral membrane with host outer nuclear membrane"	0	"0/139"	""
"GO:0039707"	"GO:0039707"	"pore formation by virus in membrane of host cell"	0	"0/139"	""
"GO:0044793"	"GO:0044793"	"negative regulation by host of viral process"	0	"0/139"	""
"GO:0044794"	"GO:0044794"	"positive regulation by host of viral process"	0	"0/139"	""
"GO:0044826"	"GO:0044826"	"viral genome integration into host DNA"	0	"0/139"	""
"GO:0046745"	"GO:0046745"	"viral capsid secondary envelopment"	0	"0/139"	""
"GO:0046755"	"GO:0046755"	"viral budding"	0	"0/139"	""
"GO:0046786"	"GO:0046786"	"viral replication complex formation and maintenance"	0	"0/139"	""
"GO:0046787"	"GO:0046787"	"viral DNA repair"	0	"0/139"	""
"GO:0046794"	"GO:0046794"	"transport of virus"	0	"0/139"	""
"GO:0046799"	"GO:0046799"	"recruitment of helicase-primase complex to DNA lesions"	0	"0/139"	""
"GO:0046807"	"GO:0046807"	"viral scaffold assembly and maintenance"	0	"0/139"	""
"GO:0048524"	"GO:0048524"	"positive regulation of viral process"	0	"0/139"	""
"GO:0048525"	"GO:0048525"	"negative regulation of viral process"	0	"0/139"	""
"GO:0050792"	"GO:0050792"	"regulation of viral process"	0	"0/139"	""
"GO:0075522"	"GO:0075522"	"IRES-dependent viral translational initiation"	0	"0/139"	""
"GO:0075523"	"GO:0075523"	"viral translational frameshifting"	0	"0/139"	""
"GO:0075524"	"GO:0075524"	"ribosomal skipping"	0	"0/139"	""
"GO:0075525"	"GO:0075525"	"viral translational termination-reinitiation"	0	"0/139"	""
"GO:0075526"	"GO:0075526"	"cap snatching"	0	"0/139"	""
"GO:0075527"	"GO:0075527"	"viral RNA editing"	0	"0/139"	""
"GO:0098003"	"GO:0098003"	"viral tail assembly"	0	"0/139"	""
"GO:0098004"	"GO:0098004"	"virus tail fiber assembly"	0	"0/139"	""
"GO:0098005"	"GO:0098005"	"viral head-tail joining"	0	"0/139"	""
"GO:0098045"	"GO:0098045"	"virus baseplate assembly"	0	"0/139"	""
"GO:0098669"	"GO:0098669"	"superinfection exclusion"	0	"0/139"	""
"GO:0098677"	"GO:0098677"	"virion maturation"	0	"0/139"	""
"GO:0098678"	"GO:0098678"	"viral tropism switching"	0	"0/139"	""
"GO:0098689"	"GO:0098689"	"latency-replication decision"	0	"0/139"	""
"GO:0099009"	"GO:0099009"	"viral genome circularization"	0	"0/139"	""
"GO:0000742"	"GO:0000742"	"karyogamy involved in conjugation with cellular fusion"	0	"0/139"	""
"GO:0000743"	"GO:0000743"	"nuclear migration involved in conjugation with cellular fusion"	0	"0/139"	""
"GO:0000744"	"GO:0000744"	"karyogamy involved in conjugation with mutual genetic exchange"	0	"0/139"	""
"GO:0000745"	"GO:0000745"	"nuclear migration involved in conjugation with mutual genetic exchange"	0	"0/139"	""
"GO:0000752"	"GO:0000752"	"agglutination involved in conjugation with cellular fusion"	0	"0/139"	""
"GO:0000761"	"GO:0000761"	"conjugant formation"	0	"0/139"	""
"GO:0002077"	"GO:0002077"	"acrosome matrix dispersal"	0	"0/139"	""
"GO:0003006"	"GO:0003006"	"developmental process involved in reproduction"	25	"25/139"	"100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803"
"GO:0007117"	"GO:0007117"	"budding cell bud growth"	0	"0/139"	""
"GO:0007300"	"GO:0007300"	"ovarian nurse cell to oocyte transport"	0	"0/139"	""
"GO:0007316"	"GO:0007316"	"pole plasm RNA localization"	0	"0/139"	""
"GO:0007340"	"GO:0007340"	"acrosome reaction"	0	"0/139"	""
"GO:0007343"	"GO:0007343"	"egg activation"	0	"0/139"	""
"GO:0007344"	"GO:0007344"	"pronuclear fusion"	0	"0/139"	""
"GO:0007534"	"GO:0007534"	"gene conversion at mating-type locus"	0	"0/139"	""
"GO:0007543"	"GO:0007543"	"sex determination, somatic-gonadal interaction"	0	"0/139"	""
"GO:0007566"	"GO:0007566"	"embryo implantation"	0	"0/139"	""
"GO:0009566"	"GO:0009566"	"fertilization"	0	"0/139"	""
"GO:0009846"	"GO:0009846"	"pollen germination"	0	"0/139"	""
"GO:0009856"	"GO:0009856"	"pollination"	0	"0/139"	""
"GO:0009859"	"GO:0009859"	"pollen hydration"	0	"0/139"	""
"GO:0009865"	"GO:0009865"	"pollen tube adhesion"	0	"0/139"	""
"GO:0009875"	"GO:0009875"	"pollen-pistil interaction"	0	"0/139"	""
"GO:0009876"	"GO:0009876"	"pollen adhesion"	0	"0/139"	""
"GO:0010069"	"GO:0010069"	"zygote asymmetric cytokinesis in embryo sac"	0	"0/139"	""
"GO:0010183"	"GO:0010183"	"pollen tube guidance"	0	"0/139"	""
"GO:0010344"	"GO:0010344"	"seed oilbody biogenesis"	0	"0/139"	""
"GO:0010483"	"GO:0010483"	"pollen tube reception"	0	"0/139"	""
"GO:0010588"	"GO:0010588"	"cotyledon vascular tissue pattern formation"	0	"0/139"	""
"GO:0018985"	"GO:0018985"	"pronuclear envelope synthesis"	0	"0/139"	""
"GO:0019098"	"GO:0019098"	"reproductive behavior"	0	"0/139"	""
"GO:0022413"	"GO:0022413"	"reproductive process in single-celled organism"	0	"0/139"	""
"GO:0022602"	"GO:0022602"	"ovulation cycle process"	0	"0/139"	""
"GO:0030709"	"GO:0030709"	"border follicle cell delamination"	0	"0/139"	""
"GO:0031619"	"GO:0031619"	"homologous chromosome orientation in meiotic metaphase I"	0	"0/139"	""
"GO:0032219"	"GO:0032219"	"cell wall macromolecule catabolic process involved in cytogamy"	0	"0/139"	""
"GO:0032220"	"GO:0032220"	"plasma membrane fusion involved in cytogamy"	0	"0/139"	""
"GO:0034408"	"GO:0034408"	"ascospore wall beta-glucan metabolic process"	0	"0/139"	""
"GO:0035036"	"GO:0035036"	"sperm-egg recognition"	0	"0/139"	""
"GO:0035037"	"GO:0035037"	"sperm entry"	0	"0/139"	""
"GO:0035038"	"GO:0035038"	"female pronucleus assembly"	0	"0/139"	""
"GO:0035039"	"GO:0035039"	"male pronucleus assembly"	0	"0/139"	""
"GO:0035040"	"GO:0035040"	"sperm nuclear envelope removal"	0	"0/139"	""
"GO:0035041"	"GO:0035041"	"sperm DNA decondensation"	0	"0/139"	""
"GO:0035044"	"GO:0035044"	"sperm aster formation"	0	"0/139"	""
"GO:0035046"	"GO:0035046"	"pronuclear migration"	0	"0/139"	""
"GO:0035471"	"GO:0035471"	"luteinizing hormone signaling pathway involved in ovarian follicle development"	0	"0/139"	""
"GO:0042628"	"GO:0042628"	"mating plug formation"	0	"0/139"	""
"GO:0043093"	"GO:0043093"	"FtsZ-dependent cytokinesis"	0	"0/139"	""
"GO:0044703"	"GO:0044703"	"multi-organism reproductive process"	0	"0/139"	""
"GO:0045729"	"GO:0045729"	"respiratory burst at fertilization"	0	"0/139"	""
"GO:0046595"	"GO:0046595"	"establishment of pole plasm mRNA localization"	0	"0/139"	""
"GO:0048359"	"GO:0048359"	"mucilage metabolic process involved in seed coat development"	0	"0/139"	""
"GO:0048497"	"GO:0048497"	"maintenance of floral organ identity"	0	"0/139"	""
"GO:0048573"	"GO:0048573"	"photoperiodism, flowering"	25	"25/139"	"100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803"
"GO:0048609"	"GO:0048609"	"multicellular organismal reproductive process"	0	"0/139"	""
"GO:0051037"	"GO:0051037"	"regulation of transcription involved in meiotic cell cycle"	0	"0/139"	""
"GO:0051321"	"GO:0051321"	"meiotic cell cycle"	0	"0/139"	""
"GO:0051663"	"GO:0051663"	"oocyte nucleus localization involved in oocyte dorsal/ventral axis specification"	0	"0/139"	""
"GO:0060011"	"GO:0060011"	"Sertoli cell proliferation"	0	"0/139"	""
"GO:0060321"	"GO:0060321"	"acceptance of pollen"	0	"0/139"	""
"GO:0060466"	"GO:0060466"	"activation of meiosis involved in egg activation"	0	"0/139"	""
"GO:0060468"	"GO:0060468"	"prevention of polyspermy"	0	"0/139"	""
"GO:0060470"	"GO:0060470"	"positive regulation of cytosolic calcium ion concentration involved in egg activation"	0	"0/139"	""
"GO:0060471"	"GO:0060471"	"cortical granule exocytosis"	0	"0/139"	""
"GO:0060474"	"GO:0060474"	"positive regulation of flagellated sperm motility involved in capacitation"	0	"0/139"	""
"GO:0060476"	"GO:0060476"	"protein localization involved in acrosome reaction"	0	"0/139"	""
"GO:0060478"	"GO:0060478"	"acrosomal vesicle exocytosis"	0	"0/139"	""
"GO:0060518"	"GO:0060518"	"cell migration involved in prostatic bud elongation"	0	"0/139"	""
"GO:0060519"	"GO:0060519"	"cell adhesion involved in prostatic bud elongation"	0	"0/139"	""
"GO:0060738"	"GO:0060738"	"epithelial-mesenchymal signaling involved in prostate gland development"	0	"0/139"	""
"GO:0060739"	"GO:0060739"	"mesenchymal-epithelial cell signaling involved in prostate gland development"	0	"0/139"	""
"GO:0060767"	"GO:0060767"	"epithelial cell proliferation involved in prostate gland development"	0	"0/139"	""
"GO:0060781"	"GO:0060781"	"mesenchymal cell proliferation involved in prostate gland development"	0	"0/139"	""
"GO:0060783"	"GO:0060783"	"mesenchymal smoothened signaling pathway involved in prostate gland development"	0	"0/139"	""
"GO:0060858"	"GO:0060858"	"vesicle-mediated transport involved in floral organ abscission"	0	"0/139"	""
"GO:0060869"	"GO:0060869"	"transmembrane receptor protein serine/threonine kinase signaling pathway involved in floral organ abscission"	0	"0/139"	""
"GO:0060870"	"GO:0060870"	"cell wall disassembly involved in floral organ abscission"	0	"0/139"	""
"GO:0061363"	"GO:0061363"	"negative regulation of progesterone biosynthesis involved in luteolysis"	0	"0/139"	""
"GO:0061450"	"GO:0061450"	"trophoblast cell migration"	0	"0/139"	""
"GO:0061948"	"GO:0061948"	"premature acrosome loss"	0	"0/139"	""
"GO:0070871"	"GO:0070871"	"cell wall organization involved in conjugation with cellular fusion"	0	"0/139"	""
"GO:0071171"	"GO:0071171"	"site-specific DNA replication termination at RTS1 barrier"	0	"0/139"	""
"GO:0071507"	"GO:0071507"	"pheromone response MAPK cascade"	0	"0/139"	""
"GO:0071835"	"GO:0071835"	"mating pheromone secretion involved in regulation of conjugation with cellular fusion"	0	"0/139"	""
"GO:0072000"	"GO:0072000"	"extracellular polysaccharide catabolic process involved in ascospore release from ascus"	0	"0/139"	""
"GO:0080112"	"GO:0080112"	"seed growth"	0	"0/139"	""
"GO:0090220"	"GO:0090220"	"chromosome localization to nuclear envelope involved in homologous chromosome segregation"	0	"0/139"	""
"GO:0097722"	"GO:0097722"	"sperm motility"	0	"0/139"	""
"GO:0110134"	"GO:0110134"	"meiotic drive"	0	"0/139"	""
"GO:0140547"	"GO:0140547"	"acquisition of seed longevity"	0	"0/139"	""
"GO:1903046"	"GO:1903046"	"meiotic cell cycle process"	0	"0/139"	""
"GO:1905261"	"GO:1905261"	"regulation of meiotic DNA double-strand break formation involved in reciprocal meiotic recombination"	0	"0/139"	""
"GO:1990109"	"GO:1990109"	"rejection of pollen from other species"	0	"0/139"	""
"GO:2000241"	"GO:2000241"	"regulation of reproductive process"	25	"25/139"	"100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803"
"GO:2000242"	"GO:2000242"	"negative regulation of reproductive process"	0	"0/139"	""
"GO:2000243"	"GO:2000243"	"positive regulation of reproductive process"	0	"0/139"	""
"GO:0001503"	"GO:0001503"	"ossification"	0	"0/139"	""
"GO:0001763"	"GO:0001763"	"morphogenesis of a branching structure"	0	"0/139"	""
"GO:0001816"	"GO:0001816"	"cytokine production"	0	"0/139"	""
"GO:0002532"	"GO:0002532"	"production of molecular mediator involved in inflammatory response"	0	"0/139"	""
"GO:0003008"	"GO:0003008"	"system process"	0	"0/139"	""
"GO:0003053"	"GO:0003053"	"circadian regulation of heart rate"	0	"0/139"	""
"GO:0007275"	"GO:0007275"	"multicellular organism development"	30	"30/139"	"100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/103630699/103630699/103630699/103630699/103630699"
"GO:0007389"	"GO:0007389"	"pattern specification process"	0	"0/139"	""
"GO:0007585"	"GO:0007585"	"respiratory gaseous exchange by respiratory system"	0	"0/139"	""
"GO:0007586"	"GO:0007586"	"digestion"	0	"0/139"	""
"GO:0007610"	"GO:0007610"	"behavior"	0	"0/139"	""
"GO:0008340"	"GO:0008340"	"determination of adult lifespan"	0	"0/139"	""
"GO:0009561"	"GO:0009561"	"megagametogenesis"	0	"0/139"	""
"GO:0009791"	"GO:0009791"	"post-embryonic development"	30	"30/139"	"100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/103630699/103630699/103630699/103630699/103630699"
"GO:0009845"	"GO:0009845"	"seed germination"	0	"0/139"	""
"GO:0010022"	"GO:0010022"	"meristem determinacy"	0	"0/139"	""
"GO:0010073"	"GO:0010073"	"meristem maintenance"	0	"0/139"	""
"GO:0010162"	"GO:0010162"	"seed dormancy process"	0	"0/139"	""
"GO:0016203"	"GO:0016203"	"muscle attachment"	0	"0/139"	""
"GO:0019827"	"GO:0019827"	"stem cell population maintenance"	0	"0/139"	""
"GO:0022004"	"GO:0022004"	"midbrain-hindbrain boundary maturation during brain development"	0	"0/139"	""
"GO:0022005"	"GO:0022005"	"midbrain-hindbrain boundary maturation during neural plate development"	0	"0/139"	""
"GO:0022404"	"GO:0022404"	"molting cycle process"	0	"0/139"	""
"GO:0022608"	"GO:0022608"	"multicellular organism adhesion"	0	"0/139"	""
"GO:0030431"	"GO:0030431"	"sleep"	0	"0/139"	""
"GO:0030588"	"GO:0030588"	"pseudocleavage"	0	"0/139"	""
"GO:0031424"	"GO:0031424"	"keratinization"	0	"0/139"	""
"GO:0032898"	"GO:0032898"	"neurotrophin production"	0	"0/139"	""
"GO:0032941"	"GO:0032941"	"secretion by tissue"	0	"0/139"	""
"GO:0033555"	"GO:0033555"	"multicellular organismal response to stress"	0	"0/139"	""
"GO:0034381"	"GO:0034381"	"plasma lipoprotein particle clearance"	0	"0/139"	""
"GO:0035073"	"GO:0035073"	"pupariation"	0	"0/139"	""
"GO:0035074"	"GO:0035074"	"pupation"	0	"0/139"	""
"GO:0035264"	"GO:0035264"	"multicellular organism growth"	0	"0/139"	""
"GO:0035265"	"GO:0035265"	"organ growth"	0	"0/139"	""
"GO:0035314"	"GO:0035314"	"scab formation"	0	"0/139"	""
"GO:0035889"	"GO:0035889"	"otolith tethering"	0	"0/139"	""
"GO:0042303"	"GO:0042303"	"molting cycle"	0	"0/139"	""
"GO:0043480"	"GO:0043480"	"pigment accumulation in tissues"	0	"0/139"	""
"GO:0044706"	"GO:0044706"	"multi-multicellular organism process"	0	"0/139"	""
"GO:0045056"	"GO:0045056"	"transcytosis"	0	"0/139"	""
"GO:0045494"	"GO:0045494"	"photoreceptor cell maintenance"	0	"0/139"	""
"GO:0048647"	"GO:0048647"	"polyphenic determination"	0	"0/139"	""
"GO:0048771"	"GO:0048771"	"tissue remodeling"	0	"0/139"	""
"GO:0048871"	"GO:0048871"	"multicellular organismal-level homeostasis"	0	"0/139"	""
"GO:0050817"	"GO:0050817"	"coagulation"	0	"0/139"	""
"GO:0050879"	"GO:0050879"	"multicellular organismal movement"	0	"0/139"	""
"GO:0051239"	"GO:0051239"	"regulation of multicellular organismal process"	5	"5/139"	"103630699/103630699/103630699/103630699/103630699"
"GO:0051240"	"GO:0051240"	"positive regulation of multicellular organismal process"	0	"0/139"	""
"GO:0051241"	"GO:0051241"	"negative regulation of multicellular organismal process"	0	"0/139"	""
"GO:0055046"	"GO:0055046"	"microgametogenesis"	0	"0/139"	""
"GO:0055127"	"GO:0055127"	"vibrational conductance of sound to the inner ear"	0	"0/139"	""
"GO:0060384"	"GO:0060384"	"innervation"	0	"0/139"	""
"GO:0071684"	"GO:0071684"	"organism emergence from protective structure"	0	"0/139"	""
