""	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0016836"	"GO:0016836"	"hydro-lyase activity"	"1/219"	"47/8845"	0.693172967029362	0.993975064102469	0.908749131993856	"LOC100283280"	1
"GO:0070001"	"GO:0070001"	"aspartic-type peptidase activity"	"1/219"	"47/8845"	0.693172967029362	0.993975064102469	0.908749131993856	"LOC100382179"	1
"GO:0003724"	"GO:0003724"	"RNA helicase activity"	"1/219"	"48/8845"	0.700810511951	0.993975064102469	0.908749131993856	"LOC103640803"	1
"GO:0008186"	"GO:0008186"	"ATP-dependent activity, acting on RNA"	"1/219"	"48/8845"	0.700810511951	0.993975064102469	0.908749131993856	"LOC103640803"	1
"GO:0051287"	"GO:0051287"	"NAD binding"	"1/219"	"48/8845"	0.700810511951	0.993975064102469	0.908749131993856	"LOC100217128"	1
"GO:0016887"	"GO:0016887"	"ATP hydrolysis activity"	"4/219"	"191/8845"	0.701173339567472	0.993975064102469	0.908749131993856	"LOC103646883/LOC103648227/LOC541712/LOC100196928"	4
"GO:0016747"	"GO:0016747"	"acyltransferase activity, transferring groups other than amino-acyl groups"	"4/219"	"199/8845"	0.731243050677965	0.993975064102469	0.908749131993856	"LOC103639152/LOC103644167/LOC103646871/LOC100284673"	4
"GO:0016757"	"GO:0016757"	"glycosyltransferase activity"	"8/219"	"384/8845"	0.741143575162536	0.993975064102469	0.908749131993856	"LOC100194192/LOC100274523/LOC103653257/LOC100281608/LOC542714/LOC100217220/LOC100280187/LOC542059"	8
"GO:0003779"	"GO:0003779"	"actin binding"	"1/219"	"55/8845"	0.74922744858618	0.993975064102469	0.908749131993856	"LOC103651040"	1
"GO:0008047"	"GO:0008047"	"enzyme activator activity"	"1/219"	"56/8845"	0.755475365396149	0.993975064102469	0.908749131993856	"LOC541712"	1
"GO:0016763"	"GO:0016763"	"pentosyltransferase activity"	"1/219"	"56/8845"	0.755475365396149	0.993975064102469	0.908749131993856	"LOC542714"	1
"GO:0061630"	"GO:0061630"	"ubiquitin protein ligase activity"	"2/219"	"109/8845"	0.756876250429635	0.993975064102469	0.908749131993856	"LOC100286280/LOC100282035"	2
"GO:0008237"	"GO:0008237"	"metallopeptidase activity"	"1/219"	"57/8845"	0.761568310552395	0.993975064102469	0.908749131993856	"LOC100381889"	1
"GO:0008270"	"GO:0008270"	"zinc ion binding"	"6/219"	"302/8845"	0.764227024905473	0.993975064102469	0.908749131993856	"LOC100383648/LOC103643889/LOC103653365/LOC100273263/LOC100281114/LOC542294"	6
"GO:0015318"	"GO:0015318"	"inorganic molecular entity transmembrane transporter activity"	"4/219"	"209/8845"	0.765589846234332	0.993975064102469	0.908749131993856	"LOC103647293/LOC103626569/LOC541897/LOC100193679"	4
"GO:0008135"	"GO:0008135"	"translation factor activity, RNA binding"	"2/219"	"111/8845"	0.765747988635194	0.993975064102469	0.908749131993856	"LOC103644301/LOC100285098"	2
"GO:0061659"	"GO:0061659"	"ubiquitin-like protein ligase activity"	"2/219"	"111/8845"	0.765747988635194	0.993975064102469	0.908749131993856	"LOC100286280/LOC100282035"	2
"GO:0090079"	"GO:0090079"	"translation regulator activity, nucleic acid binding"	"2/219"	"111/8845"	0.765747988635194	0.993975064102469	0.908749131993856	"LOC103644301/LOC100285098"	2
"GO:0052689"	"GO:0052689"	"carboxylic ester hydrolase activity"	"1/219"	"59/8845"	0.773304498550377	0.993975064102469	0.908749131993856	"LOC100273985"	1
"GO:0005509"	"GO:0005509"	"calcium ion binding"	"3/219"	"164/8845"	0.777022805452331	0.993975064102469	0.908749131993856	"LOC100304375/LOC103649719/LOC103654233"	3
"GO:0045182"	"GO:0045182"	"translation regulator activity"	"2/219"	"114/8845"	0.778530131745871	0.993975064102469	0.908749131993856	"LOC103644301/LOC100285098"	2
"GO:1901702"	"GO:1901702"	"salt transmembrane transporter activity"	"2/219"	"114/8845"	0.778530131745871	0.993975064102469	0.908749131993856	"LOC103647293/LOC541897"	2
"GO:0003712"	"GO:0003712"	"transcription coregulator activity"	"1/219"	"60/8845"	0.778955114851022	0.993975064102469	0.908749131993856	"LOC103638672"	1
"GO:0008234"	"GO:0008234"	"cysteine-type peptidase activity"	"1/219"	"60/8845"	0.778955114851022	0.993975064102469	0.908749131993856	"LOC113604962"	1
"GO:0016810"	"GO:0016810"	"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"	"1/219"	"61/8845"	0.784465510963444	0.993975064102469	0.908749131993856	"LOC100383761"	1
"GO:0030234"	"GO:0030234"	"enzyme regulator activity"	"4/219"	"216/8845"	0.787542488825834	0.993975064102469	0.908749131993856	"LOC103631780/LOC541712/LOC103654233/LOC103632160"	4
"GO:0019843"	"GO:0019843"	"rRNA binding"	"1/219"	"63/8845"	0.795079413435785	0.993975064102469	0.908749131993856	"LOC103654685"	1
"GO:0016788"	"GO:0016788"	"hydrolase activity, acting on ester bonds"	"9/219"	"454/8845"	0.799119704835347	0.993975064102469	0.908749131993856	"LOC100285685/LOC100217152/LOC103647672/LOC100273985/shbp1/LOC100384405/LOC103626757/LOC100384133/LOC100285398"	9
"GO:0140677"	"GO:0140677"	"molecular function activator activity"	"1/219"	"65/8845"	0.805172908154187	0.993975064102469	0.908749131993856	"LOC541712"	1
"GO:0016462"	"GO:0016462"	"pyrophosphatase activity"	"7/219"	"372/8845"	0.820935884994805	0.993975064102469	0.908749131993856	"LOC103644301/LOC100285098/LOC103646883/LOC103648227/LOC541712/LOC542686/LOC100196928"	7
"GO:0009055"	"GO:0009055"	"electron transfer activity"	"1/219"	"69/8845"	0.823899058291983	0.993975064102469	0.908749131993856	"LOC103644215"	1
"GO:0016818"	"GO:0016818"	"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"	"7/219"	"378/8845"	0.833223095371834	0.993975064102469	0.908749131993856	"LOC103644301/LOC100285098/LOC103646883/LOC103648227/LOC541712/LOC542686/LOC100196928"	7
"GO:0098772"	"GO:0098772"	"molecular function regulator activity"	"4/219"	"234/8845"	0.836524159322351	0.993975064102469	0.908749131993856	"LOC103631780/LOC541712/LOC103654233/LOC103632160"	4
"GO:0017111"	"GO:0017111"	"ribonucleoside triphosphate phosphatase activity"	"6/219"	"333/8845"	0.838701393327037	0.993975064102469	0.908749131993856	"LOC103644301/LOC100285098/LOC103646883/LOC103648227/LOC541712/LOC100196928"	6
"GO:0016817"	"GO:0016817"	"hydrolase activity, acting on acid anhydrides"	"7/219"	"381/8845"	0.839114058780403	0.993975064102469	0.908749131993856	"LOC103644301/LOC100285098/LOC103646883/LOC103648227/LOC541712/LOC542686/LOC100196928"	7
"GO:0060089"	"GO:0060089"	"molecular transducer activity"	"1/219"	"74/8845"	0.844806475593142	0.993975064102469	0.908749131993856	"LOC100281022"	1
"GO:0051536"	"GO:0051536"	"iron-sulfur cluster binding"	"1/219"	"76/8845"	0.85246009814607	0.993975064102469	0.908749131993856	"LOC100284383"	1
"GO:0051540"	"GO:0051540"	"metal cluster binding"	"1/219"	"76/8845"	0.85246009814607	0.993975064102469	0.908749131993856	"LOC100284383"	1
"GO:0008236"	"GO:0008236"	"serine-type peptidase activity"	"1/219"	"77/8845"	0.856144810029524	0.993975064102469	0.908749131993856	"LOC103627890"	1
"GO:0017171"	"GO:0017171"	"serine hydrolase activity"	"1/219"	"77/8845"	0.856144810029524	0.993975064102469	0.908749131993856	"LOC103627890"	1
"GO:0042626"	"GO:0042626"	"ATPase-coupled transmembrane transporter activity"	"1/219"	"77/8845"	0.856144810029524	0.993975064102469	0.908749131993856	"LOC103636060"	1
"GO:0005543"	"GO:0005543"	"phospholipid binding"	"1/219"	"79/8845"	0.863241660897925	0.993975064102469	0.908749131993856	"LOC103649719"	1
"GO:0140101"	"GO:0140101"	"catalytic activity, acting on a tRNA"	"1/219"	"80/8845"	0.866658279225937	0.993975064102469	0.908749131993856	"LOC103654058"	1
"GO:0003924"	"GO:0003924"	"GTPase activity"	"2/219"	"143/8845"	0.873683941197992	0.993975064102469	0.908749131993856	"LOC103644301/LOC100285098"	2
"GO:0140657"	"GO:0140657"	"ATP-dependent activity"	"7/219"	"402/8845"	0.875860434454817	0.993975064102469	0.908749131993856	"LOC103646883/LOC103648227/LOC541712/LOC100280907/LOC103636060/LOC103640803/LOC100196928"	7
"GO:0044877"	"GO:0044877"	"protein-containing complex binding"	"2/219"	"147/8845"	0.883375601536743	0.993975064102469	0.908749131993856	"LOC103644301/LOC100285098"	2
"GO:0015399"	"GO:0015399"	"primary active transmembrane transporter activity"	"1/219"	"90/8845"	0.896481360430309	0.993975064102469	0.908749131993856	"LOC103636060"	1
"GO:0004175"	"GO:0004175"	"endopeptidase activity"	"2/219"	"153/8845"	0.896634544942809	0.993975064102469	0.908749131993856	"LOC103627890/LOC100382179"	2
"GO:0016853"	"GO:0016853"	"isomerase activity"	"2/219"	"153/8845"	0.896634544942809	0.993975064102469	0.908749131993856	"LOC103634611/LOC103646716"	2
"GO:0004386"	"GO:0004386"	"helicase activity"	"1/219"	"92/8845"	0.901595763726562	0.993975064102469	0.908749131993856	"LOC103640803"	1
"GO:0016746"	"GO:0016746"	"acyltransferase activity"	"7/219"	"425/8845"	0.907891983966462	0.993975064102469	0.908749131993856	"LOC103639152/LOC103644167/LOC103646871/LOC100284125/LOC100286280/LOC100282035/LOC100284673"	7
"GO:0000976"	"GO:0000976"	"transcription cis-regulatory region binding"	"2/219"	"159/8845"	0.908484773670924	0.993975064102469	0.908749131993856	"LOC100280131/LOC100383076"	2
"GO:0001067"	"GO:0001067"	"transcription regulatory region nucleic acid binding"	"2/219"	"159/8845"	0.908484773670924	0.993975064102469	0.908749131993856	"LOC100280131/LOC100383076"	2
"GO:1990837"	"GO:1990837"	"sequence-specific double-stranded DNA binding"	"2/219"	"165/8845"	0.919059053302709	0.993975064102469	0.908749131993856	"LOC100280131/LOC100383076"	2
"GO:0019899"	"GO:0019899"	"enzyme binding"	"1/219"	"101/8845"	0.921669785113586	0.993975064102469	0.908749131993856	"LOC100281022"	1
"GO:0046873"	"GO:0046873"	"metal ion transmembrane transporter activity"	"1/219"	"104/8845"	0.927409764455362	0.993975064102469	0.908749131993856	"LOC103626569"	1
"GO:0008233"	"GO:0008233"	"peptidase activity"	"4/219"	"288/8845"	0.930488092741203	0.993975064102469	0.908749131993856	"LOC113604962/LOC103627890/LOC100381889/LOC100382179"	4
"GO:0003729"	"GO:0003729"	"mRNA binding"	"3/219"	"236/8845"	0.935517052977983	0.993975064102469	0.908749131993856	"LOC100283893/LOC100285398/LOC100192099"	3
"GO:0005525"	"GO:0005525"	"GTP binding"	"2/219"	"188/8845"	0.949876690994557	0.993975064102469	0.908749131993856	"LOC103644301/LOC100285098"	2
"GO:0019001"	"GO:0019001"	"guanyl nucleotide binding"	"2/219"	"188/8845"	0.949876690994557	0.993975064102469	0.908749131993856	"LOC103644301/LOC100285098"	2
"GO:0032561"	"GO:0032561"	"guanyl ribonucleotide binding"	"2/219"	"188/8845"	0.949876690994557	0.993975064102469	0.908749131993856	"LOC103644301/LOC100285098"	2
"GO:0004842"	"GO:0004842"	"ubiquitin-protein transferase activity"	"2/219"	"192/8845"	0.953943237322481	0.993975064102469	0.908749131993856	"LOC100286280/LOC100282035"	2
"GO:0003690"	"GO:0003690"	"double-stranded DNA binding"	"2/219"	"196/8845"	0.957694509547834	0.993975064102469	0.908749131993856	"LOC100280131/LOC100383076"	2
"GO:0019787"	"GO:0019787"	"ubiquitin-like protein transferase activity"	"2/219"	"200/8845"	0.961153306666664	0.993975064102469	0.908749131993856	"LOC100286280/LOC100282035"	2
"GO:0016755"	"GO:0016755"	"aminoacyltransferase activity"	"2/219"	"203/8845"	0.963568359662901	0.993975064102469	0.908749131993856	"LOC100286280/LOC100282035"	2
"GO:0140098"	"GO:0140098"	"catalytic activity, acting on RNA"	"2/219"	"218/8845"	0.973639035396935	0.993975064102469	0.908749131993856	"LOC103654058/LOC103640803"	2
"GO:0043565"	"GO:0043565"	"sequence-specific DNA binding"	"4/219"	"348/8845"	0.975610435386921	0.993975064102469	0.908749131993856	"LOC100280131/LOC103644933/LOC100383076/LOC100284818"	4
"GO:0008289"	"GO:0008289"	"lipid binding"	"1/219"	"149/8845"	0.976893815524405	0.993975064102469	0.908749131993856	"LOC103649719"	1
"GO:0016874"	"GO:0016874"	"ligase activity"	"2/219"	"227/8845"	0.978333384585658	0.993975064102469	0.908749131993856	"LOC103654058/LOC100282035"	2
"GO:0022890"	"GO:0022890"	"inorganic cation transmembrane transporter activity"	"1/219"	"155/8845"	0.980173557851846	0.993975064102469	0.908749131993856	"LOC103626569"	1
"GO:0008092"	"GO:0008092"	"cytoskeletal protein binding"	"1/219"	"159/8845"	0.982098201932255	0.993975064102469	0.908749131993856	"LOC103651040"	1
"GO:0008324"	"GO:0008324"	"monoatomic cation transmembrane transporter activity"	"1/219"	"165/8845"	0.984641964909019	0.993975064102469	0.908749131993856	"LOC103626569"	1
"GO:0015075"	"GO:0015075"	"monoatomic ion transmembrane transporter activity"	"1/219"	"199/8845"	0.99356906369196	0.997984129343434	0.912414449856858	"LOC103626569"	1
"GO:0140640"	"GO:0140640"	"catalytic activity, acting on a nucleic acid"	"2/219"	"332/8845"	0.997984129343434	0.997984129343434	0.912414449856858	"LOC103654058/LOC103640803"	2
