""	"ensembl_gene_id"	"ensembl_transcript_id"	"ensembl_peptide_id"	"start_position"	"end_position"	"gene_biotype"	"source"	"refseq_dna"	"entrezgene_id"	"go_id"
"557"	"Zm00001eb122110"	"Zm00001eb122110_T001"	"Zm00001eb122110_P001"	9233897	9245310	"protein_coding"	"ensembl"	"NM_001147256.2"	100272803	"GO:2000028"
"558"	"Zm00001eb122110"	"Zm00001eb122110_T004"	"Zm00001eb122110_P004"	9233897	9245310	"protein_coding"	"ensembl"	"XM_008674153.1"	100272803	"GO:2000028"
"559"	"Zm00001eb122110"	"Zm00001eb122110_T004"	"Zm00001eb122110_P004"	9233897	9245310	"protein_coding"	"ensembl"	"XM_008674155.1"	100272803	"GO:2000028"
"560"	"Zm00001eb122110"	"Zm00001eb122110_T004"	"Zm00001eb122110_P004"	9233897	9245310	"protein_coding"	"ensembl"	"XM_008674154.1"	100272803	"GO:2000028"
"561"	"Zm00001eb122110"	"Zm00001eb122110_T004"	"Zm00001eb122110_P004"	9233897	9245310	"protein_coding"	"ensembl"	"NM_001147256.2"	100272803	"GO:2000028"
"562"	"Zm00001eb122110"	"Zm00001eb122110_T003"	"Zm00001eb122110_P003"	9233897	9245310	"protein_coding"	"ensembl"	"XM_008674153.1"	100272803	"GO:2000028"
"563"	"Zm00001eb122110"	"Zm00001eb122110_T003"	"Zm00001eb122110_P003"	9233897	9245310	"protein_coding"	"ensembl"	"XM_008674153.1"	100272803	"GO:0005634"
"564"	"Zm00001eb122110"	"Zm00001eb122110_T003"	"Zm00001eb122110_P003"	9233897	9245310	"protein_coding"	"ensembl"	"XM_008674153.1"	100272803	"GO:0042752"
"565"	"Zm00001eb122110"	"Zm00001eb122110_T003"	"Zm00001eb122110_P003"	9233897	9245310	"protein_coding"	"ensembl"	"XM_008674153.1"	100272803	"GO:0048586"
"566"	"Zm00001eb122110"	"Zm00001eb122110_T003"	"Zm00001eb122110_P003"	9233897	9245310	"protein_coding"	"ensembl"	"XM_008674155.1"	100272803	"GO:2000028"
"567"	"Zm00001eb122110"	"Zm00001eb122110_T003"	"Zm00001eb122110_P003"	9233897	9245310	"protein_coding"	"ensembl"	"XM_008674155.1"	100272803	"GO:0005634"
"568"	"Zm00001eb122110"	"Zm00001eb122110_T003"	"Zm00001eb122110_P003"	9233897	9245310	"protein_coding"	"ensembl"	"XM_008674155.1"	100272803	"GO:0042752"
"569"	"Zm00001eb122110"	"Zm00001eb122110_T003"	"Zm00001eb122110_P003"	9233897	9245310	"protein_coding"	"ensembl"	"XM_008674155.1"	100272803	"GO:0048586"
"570"	"Zm00001eb122110"	"Zm00001eb122110_T003"	"Zm00001eb122110_P003"	9233897	9245310	"protein_coding"	"ensembl"	"XM_008674154.1"	100272803	"GO:2000028"
"571"	"Zm00001eb122110"	"Zm00001eb122110_T003"	"Zm00001eb122110_P003"	9233897	9245310	"protein_coding"	"ensembl"	"XM_008674154.1"	100272803	"GO:0005634"
"572"	"Zm00001eb122110"	"Zm00001eb122110_T003"	"Zm00001eb122110_P003"	9233897	9245310	"protein_coding"	"ensembl"	"XM_008674154.1"	100272803	"GO:0042752"
"573"	"Zm00001eb122110"	"Zm00001eb122110_T003"	"Zm00001eb122110_P003"	9233897	9245310	"protein_coding"	"ensembl"	"XM_008674154.1"	100272803	"GO:0048586"
"574"	"Zm00001eb122110"	"Zm00001eb122110_T003"	"Zm00001eb122110_P003"	9233897	9245310	"protein_coding"	"ensembl"	"NM_001147256.2"	100272803	"GO:2000028"
"575"	"Zm00001eb122110"	"Zm00001eb122110_T003"	"Zm00001eb122110_P003"	9233897	9245310	"protein_coding"	"ensembl"	"NM_001147256.2"	100272803	"GO:0005634"
"576"	"Zm00001eb122110"	"Zm00001eb122110_T003"	"Zm00001eb122110_P003"	9233897	9245310	"protein_coding"	"ensembl"	"NM_001147256.2"	100272803	"GO:0042752"
"577"	"Zm00001eb122110"	"Zm00001eb122110_T003"	"Zm00001eb122110_P003"	9233897	9245310	"protein_coding"	"ensembl"	"NM_001147256.2"	100272803	"GO:0048586"
"578"	"Zm00001eb122110"	"Zm00001eb122110_T002"	"Zm00001eb122110_P002"	9233897	9245310	"protein_coding"	"ensembl"	""	100272803	"GO:2000028"
"579"	"Zm00001eb123400"	"Zm00001eb123400_T002"	"Zm00001eb123400_P002"	14127165	14128985	"protein_coding"	"ensembl"	""	103649719	"GO:0005509"
"580"	"Zm00001eb123400"	"Zm00001eb123400_T002"	"Zm00001eb123400_P002"	14127165	14128985	"protein_coding"	"ensembl"	""	103649719	"GO:0005544"
"581"	"Zm00001eb123400"	"Zm00001eb123400_T001"	"Zm00001eb123400_P001"	14127165	14128985	"protein_coding"	"ensembl"	"XM_008675454.1"	103649719	"GO:0005509"
"582"	"Zm00001eb123400"	"Zm00001eb123400_T001"	"Zm00001eb123400_P001"	14127165	14128985	"protein_coding"	"ensembl"	"XM_008675454.1"	103649719	"GO:0005544"
"583"	"Zm00001eb123400"	"Zm00001eb123400_T001"	"Zm00001eb123400_P001"	14127165	14128985	"protein_coding"	"ensembl"	"XM_008675454.1"	103649719	"GO:0005737"
"584"	"Zm00001eb123400"	"Zm00001eb123400_T001"	"Zm00001eb123400_P001"	14127165	14128985	"protein_coding"	"ensembl"	"XM_008675454.1"	103649719	"GO:0006950"
"585"	"Zm00001eb126130"	"Zm00001eb126130_T002"	"Zm00001eb126130_P002"	27618766	27621198	"protein_coding"	"ensembl"	""	100283255	"GO:0022857"
"586"	"Zm00001eb126130"	"Zm00001eb126130_T002"	"Zm00001eb126130_P002"	27618766	27621198	"protein_coding"	"ensembl"	""	100283255	"GO:0016020"
"587"	"Zm00001eb126130"	"Zm00001eb126130_T001"	"Zm00001eb126130_P001"	27618766	27621198	"protein_coding"	"ensembl"	"NM_001156157.1"	100283255	"GO:0016021"
"588"	"Zm00001eb126130"	"Zm00001eb126130_T001"	"Zm00001eb126130_P001"	27618766	27621198	"protein_coding"	"ensembl"	"NM_001156157.1"	100283255	"GO:0005886"
"589"	"Zm00001eb126130"	"Zm00001eb126130_T001"	"Zm00001eb126130_P001"	27618766	27621198	"protein_coding"	"ensembl"	"NM_001156157.1"	100283255	"GO:0022857"
"590"	"Zm00001eb126130"	"Zm00001eb126130_T001"	"Zm00001eb126130_P001"	27618766	27621198	"protein_coding"	"ensembl"	"NM_001156157.1"	100283255	"GO:0016020"
"591"	"Zm00001eb126130"	"Zm00001eb126130_T001"	"Zm00001eb126130_P001"	27618766	27621198	"protein_coding"	"ensembl"	"NM_001156157.1"	100283255	"GO:0055085"
"592"	"Zm00001eb126130"	"Zm00001eb126130_T004"	"Zm00001eb126130_P004"	27618766	27621198	"protein_coding"	"ensembl"	""	100283255	"GO:0022857"
"593"	"Zm00001eb126130"	"Zm00001eb126130_T004"	"Zm00001eb126130_P004"	27618766	27621198	"protein_coding"	"ensembl"	""	100283255	"GO:0016020"
"594"	"Zm00001eb126130"	"Zm00001eb126130_T003"	"Zm00001eb126130_P003"	27618766	27621198	"protein_coding"	"ensembl"	""	100283255	"GO:0022857"
"595"	"Zm00001eb126130"	"Zm00001eb126130_T003"	"Zm00001eb126130_P003"	27618766	27621198	"protein_coding"	"ensembl"	""	100283255	"GO:0016020"
"596"	"Zm00001eb126130"	"Zm00001eb126130_T003"	"Zm00001eb126130_P003"	27618766	27621198	"protein_coding"	"ensembl"	""	100283255	"GO:0055085"
"597"	"Zm00001eb128310"	"Zm00001eb128310_T001"	"Zm00001eb128310_P001"	40536825	40541068	"protein_coding"	"ensembl"	""	NA	"GO:0005634"
"598"	"Zm00001eb128310"	"Zm00001eb128310_T001"	"Zm00001eb128310_P001"	40536825	40541068	"protein_coding"	"ensembl"	""	NA	"GO:0006355"
"599"	"Zm00001eb128310"	"Zm00001eb128310_T001"	"Zm00001eb128310_P001"	40536825	40541068	"protein_coding"	"ensembl"	""	NA	"GO:0003677"
"600"	"Zm00001eb128310"	"Zm00001eb128310_T001"	"Zm00001eb128310_P001"	40536825	40541068	"protein_coding"	"ensembl"	""	NA	"GO:0003700"
"601"	"Zm00001eb128610"	"Zm00001eb128610_T002"	"Zm00001eb128610_P002"	41764463	41766522	"protein_coding"	"ensembl"	""	NA	""
"602"	"Zm00001eb128610"	"Zm00001eb128610_T001"	"Zm00001eb128610_P001"	41764463	41766522	"protein_coding"	"ensembl"	""	NA	"GO:0016301"
"603"	"Zm00001eb128610"	"Zm00001eb128610_T001"	"Zm00001eb128610_P001"	41764463	41766522	"protein_coding"	"ensembl"	""	NA	"GO:0016310"
"604"	"Zm00001eb128610"	"Zm00001eb128610_T001"	"Zm00001eb128610_P001"	41764463	41766522	"protein_coding"	"ensembl"	""	NA	"GO:0046854"
"605"	"Zm00001eb128610"	"Zm00001eb128610_T001"	"Zm00001eb128610_P001"	41764463	41766522	"protein_coding"	"ensembl"	""	NA	"GO:0004430"
"606"	"Zm00001eb130790"	"Zm00001eb130790_T001"	"Zm00001eb130790_P001"	58671476	58672284	"protein_coding"	"ensembl"	""	NA	"GO:0016020"
"607"	"Zm00001eb131090"	"Zm00001eb131090_T005"	"Zm00001eb131090_P005"	60809615	60812630	"protein_coding"	"ensembl"	""	NA	"GO:0005975"
"608"	"Zm00001eb131090"	"Zm00001eb131090_T005"	"Zm00001eb131090_P005"	60809615	60812630	"protein_coding"	"ensembl"	""	NA	"GO:0004650"
"609"	"Zm00001eb131090"	"Zm00001eb131090_T005"	"Zm00001eb131090_P005"	60809615	60812630	"protein_coding"	"ensembl"	""	NA	"GO:0005618"
"610"	"Zm00001eb131090"	"Zm00001eb131090_T005"	"Zm00001eb131090_P005"	60809615	60812630	"protein_coding"	"ensembl"	""	NA	"GO:0016787"
"611"	"Zm00001eb131090"	"Zm00001eb131090_T005"	"Zm00001eb131090_P005"	60809615	60812630	"protein_coding"	"ensembl"	""	NA	"GO:0016798"
"612"	"Zm00001eb131090"	"Zm00001eb131090_T005"	"Zm00001eb131090_P005"	60809615	60812630	"protein_coding"	"ensembl"	""	NA	"GO:0008152"
"613"	"Zm00001eb131090"	"Zm00001eb131090_T005"	"Zm00001eb131090_P005"	60809615	60812630	"protein_coding"	"ensembl"	""	NA	"GO:0004553"
"614"	"Zm00001eb131090"	"Zm00001eb131090_T004"	"Zm00001eb131090_P004"	60809615	60812630	"protein_coding"	"ensembl"	""	NA	"GO:0005975"
"615"	"Zm00001eb131090"	"Zm00001eb131090_T004"	"Zm00001eb131090_P004"	60809615	60812630	"protein_coding"	"ensembl"	""	NA	"GO:0004650"
"616"	"Zm00001eb131090"	"Zm00001eb131090_T004"	"Zm00001eb131090_P004"	60809615	60812630	"protein_coding"	"ensembl"	""	NA	"GO:0016787"
"617"	"Zm00001eb131090"	"Zm00001eb131090_T004"	"Zm00001eb131090_P004"	60809615	60812630	"protein_coding"	"ensembl"	""	NA	"GO:0016798"
"618"	"Zm00001eb131090"	"Zm00001eb131090_T004"	"Zm00001eb131090_P004"	60809615	60812630	"protein_coding"	"ensembl"	""	NA	"GO:0008152"
"619"	"Zm00001eb131090"	"Zm00001eb131090_T004"	"Zm00001eb131090_P004"	60809615	60812630	"protein_coding"	"ensembl"	""	NA	"GO:0016829"
"620"	"Zm00001eb131090"	"Zm00001eb131090_T004"	"Zm00001eb131090_P004"	60809615	60812630	"protein_coding"	"ensembl"	""	NA	"GO:0004553"
"621"	"Zm00001eb131090"	"Zm00001eb131090_T001"	"Zm00001eb131090_P001"	60809615	60812630	"protein_coding"	"ensembl"	""	NA	"GO:0005975"
"622"	"Zm00001eb131090"	"Zm00001eb131090_T001"	"Zm00001eb131090_P001"	60809615	60812630	"protein_coding"	"ensembl"	""	NA	"GO:0004650"
"623"	"Zm00001eb131090"	"Zm00001eb131090_T003"	"Zm00001eb131090_P003"	60809615	60812630	"protein_coding"	"ensembl"	""	NA	"GO:0005975"
"624"	"Zm00001eb131090"	"Zm00001eb131090_T003"	"Zm00001eb131090_P003"	60809615	60812630	"protein_coding"	"ensembl"	""	NA	"GO:0004650"
"625"	"Zm00001eb131090"	"Zm00001eb131090_T003"	"Zm00001eb131090_P003"	60809615	60812630	"protein_coding"	"ensembl"	""	NA	"GO:0005618"
"626"	"Zm00001eb131090"	"Zm00001eb131090_T003"	"Zm00001eb131090_P003"	60809615	60812630	"protein_coding"	"ensembl"	""	NA	"GO:0016787"
"627"	"Zm00001eb131090"	"Zm00001eb131090_T003"	"Zm00001eb131090_P003"	60809615	60812630	"protein_coding"	"ensembl"	""	NA	"GO:0016798"
"628"	"Zm00001eb131090"	"Zm00001eb131090_T003"	"Zm00001eb131090_P003"	60809615	60812630	"protein_coding"	"ensembl"	""	NA	"GO:0008152"
"629"	"Zm00001eb131090"	"Zm00001eb131090_T003"	"Zm00001eb131090_P003"	60809615	60812630	"protein_coding"	"ensembl"	""	NA	"GO:0004553"
"630"	"Zm00001eb131090"	"Zm00001eb131090_T002"	"Zm00001eb131090_P002"	60809615	60812630	"protein_coding"	"ensembl"	""	NA	"GO:0005975"
"631"	"Zm00001eb131090"	"Zm00001eb131090_T002"	"Zm00001eb131090_P002"	60809615	60812630	"protein_coding"	"ensembl"	""	NA	"GO:0004650"
"632"	"Zm00001eb131090"	"Zm00001eb131090_T002"	"Zm00001eb131090_P002"	60809615	60812630	"protein_coding"	"ensembl"	""	NA	"GO:0005618"
"633"	"Zm00001eb131090"	"Zm00001eb131090_T002"	"Zm00001eb131090_P002"	60809615	60812630	"protein_coding"	"ensembl"	""	NA	"GO:0016020"
"634"	"Zm00001eb131090"	"Zm00001eb131090_T002"	"Zm00001eb131090_P002"	60809615	60812630	"protein_coding"	"ensembl"	""	NA	"GO:0016787"
"635"	"Zm00001eb131090"	"Zm00001eb131090_T002"	"Zm00001eb131090_P002"	60809615	60812630	"protein_coding"	"ensembl"	""	NA	"GO:0016798"
"636"	"Zm00001eb131090"	"Zm00001eb131090_T002"	"Zm00001eb131090_P002"	60809615	60812630	"protein_coding"	"ensembl"	""	NA	"GO:0008152"
"637"	"Zm00001eb131090"	"Zm00001eb131090_T002"	"Zm00001eb131090_P002"	60809615	60812630	"protein_coding"	"ensembl"	""	NA	"GO:0003824"
"638"	"Zm00001eb131090"	"Zm00001eb131090_T002"	"Zm00001eb131090_P002"	60809615	60812630	"protein_coding"	"ensembl"	""	NA	"GO:0004553"
"639"	"Zm00001eb135130"	"Zm00001eb135130_T001"	"Zm00001eb135130_P001"	115530858	115534811	"protein_coding"	"ensembl"	""	NA	"GO:0004518"
"640"	"Zm00001eb135130"	"Zm00001eb135130_T003"	"Zm00001eb135130_P003"	115530858	115534811	"protein_coding"	"ensembl"	""	NA	"GO:0004518"
"641"	"Zm00001eb135130"	"Zm00001eb135130_T002"	"Zm00001eb135130_P002"	115530858	115534811	"protein_coding"	"ensembl"	""	NA	"GO:0004518"
"642"	"Zm00001eb135130"	"Zm00001eb135130_T002"	"Zm00001eb135130_P002"	115530858	115534811	"protein_coding"	"ensembl"	""	NA	"GO:0005634"
"643"	"Zm00001eb135130"	"Zm00001eb135130_T002"	"Zm00001eb135130_P002"	115530858	115534811	"protein_coding"	"ensembl"	""	NA	"GO:0016567"
"644"	"Zm00001eb135130"	"Zm00001eb135130_T002"	"Zm00001eb135130_P002"	115530858	115534811	"protein_coding"	"ensembl"	""	NA	"GO:0030891"
"645"	"Zm00001eb135430"	"Zm00001eb135430_T001"	"Zm00001eb135430_P001"	117762007	117762879	"protein_coding"	"ensembl"	""	NA	""
"646"	"Zm00001eb138510"	"Zm00001eb138510_T001"	"Zm00001eb138510_P001"	139336315	139337594	"protein_coding"	"ensembl"	"NM_001150036.2"	100276191	""
"647"	"Zm00001eb138650"	"Zm00001eb138650_T002"	"Zm00001eb138650_P002"	140058652	140060117	"protein_coding"	"ensembl"	"XM_008676196.1"	NA	"GO:0009507"
"648"	"Zm00001eb138650"	"Zm00001eb138650_T002"	"Zm00001eb138650_P002"	140058652	140060117	"protein_coding"	"ensembl"	"XM_008676196.1"	NA	"GO:0015979"
"649"	"Zm00001eb138650"	"Zm00001eb138650_T002"	"Zm00001eb138650_P002"	140058652	140060117	"protein_coding"	"ensembl"	"XM_008676196.1"	NA	"GO:0009522"
"650"	"Zm00001eb138650"	"Zm00001eb138650_T001"	"Zm00001eb138650_P001"	140058652	140060117	"protein_coding"	"ensembl"	"XM_008676196.1"	NA	"GO:0009507"
"651"	"Zm00001eb138650"	"Zm00001eb138650_T001"	"Zm00001eb138650_P001"	140058652	140060117	"protein_coding"	"ensembl"	"XM_008676196.1"	NA	"GO:0015979"
"652"	"Zm00001eb138650"	"Zm00001eb138650_T001"	"Zm00001eb138650_P001"	140058652	140060117	"protein_coding"	"ensembl"	"XM_008676196.1"	NA	"GO:0009522"
"653"	"Zm00001eb138650"	"Zm00001eb138650_T001"	"Zm00001eb138650_P001"	140058652	140060117	"protein_coding"	"ensembl"	"XM_008676196.1"	NA	"GO:0016020"
"654"	"Zm00001eb138650"	"Zm00001eb138650_T001"	"Zm00001eb138650_P001"	140058652	140060117	"protein_coding"	"ensembl"	"XM_008676196.1"	NA	"GO:0009536"
"655"	"Zm00001eb138650"	"Zm00001eb138650_T001"	"Zm00001eb138650_P001"	140058652	140060117	"protein_coding"	"ensembl"	"XM_008676196.1"	NA	"GO:0009579"
"656"	"Zm00001eb138650"	"Zm00001eb138650_T001"	"Zm00001eb138650_P001"	140058652	140060117	"protein_coding"	"ensembl"	"XM_008676196.1"	NA	"GO:0009535"
"657"	"Zm00001eb138650"	"Zm00001eb138650_T001"	"Zm00001eb138650_P001"	140058652	140060117	"protein_coding"	"ensembl"	"XM_008676196.1"	NA	"GO:0030093"
"658"	"Zm00001eb139500"	"Zm00001eb139500_T001"	"Zm00001eb139500_P001"	144668810	144669933	"protein_coding"	"ensembl"	""	NA	""
"659"	"Zm00001eb139500"	"Zm00001eb139500_T002"	"Zm00001eb139500_P002"	144668810	144669933	"protein_coding"	"ensembl"	""	NA	""
"660"	"Zm00001eb139740"	"Zm00001eb139740_T001"	"Zm00001eb139740_P001"	145834988	145837139	"protein_coding"	"ensembl"	""	NA	"GO:0005515"
"661"	"Zm00001eb139740"	"Zm00001eb139740_T002"	"Zm00001eb139740_P002"	145834988	145837139	"protein_coding"	"ensembl"	""	NA	"GO:0005515"
"662"	"Zm00001eb139740"	"Zm00001eb139740_T003"	"Zm00001eb139740_P003"	145834988	145837139	"protein_coding"	"ensembl"	""	NA	"GO:0005515"
"663"	"Zm00001eb139740"	"Zm00001eb139740_T003"	"Zm00001eb139740_P003"	145834988	145837139	"protein_coding"	"ensembl"	""	NA	"GO:0016740"
"664"	"Zm00001eb139830"	"Zm00001eb139830_T001"	"Zm00001eb139830_P001"	146721958	146723091	"protein_coding"	"ensembl"	""	NA	"GO:0005634"
"665"	"Zm00001eb139830"	"Zm00001eb139830_T001"	"Zm00001eb139830_P001"	146721958	146723091	"protein_coding"	"ensembl"	""	NA	"GO:0006355"
"666"	"Zm00001eb139830"	"Zm00001eb139830_T001"	"Zm00001eb139830_P001"	146721958	146723091	"protein_coding"	"ensembl"	""	NA	"GO:0003677"
"667"	"Zm00001eb139830"	"Zm00001eb139830_T001"	"Zm00001eb139830_P001"	146721958	146723091	"protein_coding"	"ensembl"	""	NA	"GO:0003700"
"668"	"Zm00001eb141540"	"Zm00001eb141540_T001"	"Zm00001eb141540_P001"	154099387	154100765	"protein_coding"	"ensembl"	"NM_001112264.2"	100037765	"GO:0005975"
"669"	"Zm00001eb141540"	"Zm00001eb141540_T001"	"Zm00001eb141540_P001"	154099387	154100765	"protein_coding"	"ensembl"	"NM_001112264.2"	100037765	"GO:0046658"
"670"	"Zm00001eb141540"	"Zm00001eb141540_T001"	"Zm00001eb141540_P001"	154099387	154100765	"protein_coding"	"ensembl"	"NM_001112264.2"	100037765	"GO:0004553"
"671"	"Zm00001eb141540"	"Zm00001eb141540_T001"	"Zm00001eb141540_P001"	154099387	154100765	"protein_coding"	"ensembl"	"NM_001112264.2"	100037765	"GO:0016787"
"672"	"Zm00001eb141540"	"Zm00001eb141540_T001"	"Zm00001eb141540_P001"	154099387	154100765	"protein_coding"	"ensembl"	"NM_001112264.2"	100037765	"GO:0006952"
"673"	"Zm00001eb141540"	"Zm00001eb141540_T001"	"Zm00001eb141540_P001"	154099387	154100765	"protein_coding"	"ensembl"	"NM_001112264.2"	100037765	"GO:0005576"
"674"	"Zm00001eb141540"	"Zm00001eb141540_T001"	"Zm00001eb141540_P001"	154099387	154100765	"protein_coding"	"ensembl"	"NM_001112264.2"	100037765	"GO:0016798"
"675"	"Zm00001eb141540"	"Zm00001eb141540_T001"	"Zm00001eb141540_P001"	154099387	154100765	"protein_coding"	"ensembl"	"NM_001112264.2"	100037765	"GO:0008152"
"676"	"Zm00001eb141540"	"Zm00001eb141540_T001"	"Zm00001eb141540_P001"	154099387	154100765	"protein_coding"	"ensembl"	"NM_001112264.2"	100037765	"GO:0042973"
"677"	"Zm00001eb141540"	"Zm00001eb141540_T001"	"Zm00001eb141540_P001"	154099387	154100765	"protein_coding"	"ensembl"	"NM_001112264.2"	100037765	"GO:0005615"
"678"	"Zm00001eb145080"	"Zm00001eb145080_T001"	"Zm00001eb145080_P001"	173658878	173662031	"protein_coding"	"ensembl"	""	NA	"GO:0016787"
"679"	"Zm00001eb145080"	"Zm00001eb145080_T001"	"Zm00001eb145080_P001"	173658878	173662031	"protein_coding"	"ensembl"	""	NA	"GO:0071555"
"680"	"Zm00001eb145080"	"Zm00001eb145080_T001"	"Zm00001eb145080_P001"	173658878	173662031	"protein_coding"	"ensembl"	""	NA	"GO:0005576"
"681"	"Zm00001eb145080"	"Zm00001eb145080_T002"	"Zm00001eb145080_P002"	173658878	173662031	"protein_coding"	"ensembl"	""	NA	"GO:0016787"
"682"	"Zm00001eb145080"	"Zm00001eb145080_T002"	"Zm00001eb145080_P002"	173658878	173662031	"protein_coding"	"ensembl"	""	NA	"GO:0071555"
"683"	"Zm00001eb145080"	"Zm00001eb145080_T002"	"Zm00001eb145080_P002"	173658878	173662031	"protein_coding"	"ensembl"	""	NA	"GO:0005576"
"684"	"Zm00001eb147750"	"Zm00001eb147750_T001"	"Zm00001eb147750_P001"	183845653	183850280	"protein_coding"	"ensembl"	"NM_001154930.1"	100282017	"GO:0046872"
"685"	"Zm00001eb147750"	"Zm00001eb147750_T001"	"Zm00001eb147750_P001"	183845653	183850280	"protein_coding"	"ensembl"	"NM_001154930.1"	100282017	"GO:0005975"
"686"	"Zm00001eb147750"	"Zm00001eb147750_T001"	"Zm00001eb147750_P001"	183845653	183850280	"protein_coding"	"ensembl"	"NM_001154930.1"	100282017	"GO:0016791"
"687"	"Zm00001eb147750"	"Zm00001eb147750_T001"	"Zm00001eb147750_P001"	183845653	183850280	"protein_coding"	"ensembl"	"NM_001154930.1"	100282017	"GO:0042578"
"688"	"Zm00001eb147750"	"Zm00001eb147750_T001"	"Zm00001eb147750_P001"	183845653	183850280	"protein_coding"	"ensembl"	"NM_001154930.1"	100282017	"GO:0016787"
"689"	"Zm00001eb147750"	"Zm00001eb147750_T001"	"Zm00001eb147750_P001"	183845653	183850280	"protein_coding"	"ensembl"	"NM_001154930.1"	100282017	"GO:0005737"
"690"	"Zm00001eb147750"	"Zm00001eb147750_T001"	"Zm00001eb147750_P001"	183845653	183850280	"protein_coding"	"ensembl"	"NM_001154930.1"	100282017	"GO:0030388"
"691"	"Zm00001eb147750"	"Zm00001eb147750_T001"	"Zm00001eb147750_P001"	183845653	183850280	"protein_coding"	"ensembl"	"NM_001154930.1"	100282017	"GO:0006094"
"692"	"Zm00001eb147750"	"Zm00001eb147750_T001"	"Zm00001eb147750_P001"	183845653	183850280	"protein_coding"	"ensembl"	"NM_001154930.1"	100282017	"GO:0042132"
"693"	"Zm00001eb147750"	"Zm00001eb147750_T001"	"Zm00001eb147750_P001"	183845653	183850280	"protein_coding"	"ensembl"	"NM_001154930.1"	100282017	"GO:0005986"
"694"	"Zm00001eb147750"	"Zm00001eb147750_T001"	"Zm00001eb147750_P001"	183845653	183850280	"protein_coding"	"ensembl"	"NM_001154930.1"	100282017	"GO:0006000"
"695"	"Zm00001eb147750"	"Zm00001eb147750_T001"	"Zm00001eb147750_P001"	183845653	183850280	"protein_coding"	"ensembl"	"NM_001154930.1"	100282017	"GO:0006002"
"696"	"Zm00001eb148040"	"Zm00001eb148040_T001"	"Zm00001eb148040_P001"	184794115	184794761	"protein_coding"	"ensembl"	"NM_001149251.1"	100275056	""
"697"	"Zm00001eb148070"	"Zm00001eb148070_T001"	"Zm00001eb148070_P001"	184849049	184857048	"protein_coding"	"ensembl"	""	NA	"GO:0005737"
"698"	"Zm00001eb148070"	"Zm00001eb148070_T001"	"Zm00001eb148070_P001"	184849049	184857048	"protein_coding"	"ensembl"	""	NA	"GO:0061630"
"699"	"Zm00001eb148070"	"Zm00001eb148070_T001"	"Zm00001eb148070_P001"	184849049	184857048	"protein_coding"	"ensembl"	""	NA	"GO:0006511"
"700"	"Zm00001eb148070"	"Zm00001eb148070_T001"	"Zm00001eb148070_P001"	184849049	184857048	"protein_coding"	"ensembl"	""	NA	"GO:0016567"
"701"	"Zm00001eb149500"	"Zm00001eb149500_T001"	"Zm00001eb149500_P001"	189592275	189593400	"protein_coding"	"ensembl"	""	NA	"GO:0016021"
"702"	"Zm00001eb149500"	"Zm00001eb149500_T001"	"Zm00001eb149500_P001"	189592275	189593400	"protein_coding"	"ensembl"	""	NA	"GO:0006511"
"703"	"Zm00001eb149500"	"Zm00001eb149500_T001"	"Zm00001eb149500_P001"	189592275	189593400	"protein_coding"	"ensembl"	""	NA	"GO:0061630"
"704"	"Zm00001eb149500"	"Zm00001eb149500_T001"	"Zm00001eb149500_P001"	189592275	189593400	"protein_coding"	"ensembl"	""	NA	"GO:0016020"
"705"	"Zm00001eb150500"	"Zm00001eb150500_T001"	"Zm00001eb150500_P001"	192616685	192618063	"protein_coding"	"ensembl"	""	NA	"GO:0019898"
"706"	"Zm00001eb150500"	"Zm00001eb150500_T001"	"Zm00001eb150500_P001"	192616685	192618063	"protein_coding"	"ensembl"	""	NA	"GO:0005509"
"707"	"Zm00001eb150500"	"Zm00001eb150500_T001"	"Zm00001eb150500_P001"	192616685	192618063	"protein_coding"	"ensembl"	""	NA	"GO:0009570"
"708"	"Zm00001eb150500"	"Zm00001eb150500_T001"	"Zm00001eb150500_P001"	192616685	192618063	"protein_coding"	"ensembl"	""	NA	"GO:0015979"
"709"	"Zm00001eb150500"	"Zm00001eb150500_T001"	"Zm00001eb150500_P001"	192616685	192618063	"protein_coding"	"ensembl"	""	NA	"GO:0009523"
"710"	"Zm00001eb150500"	"Zm00001eb150500_T001"	"Zm00001eb150500_P001"	192616685	192618063	"protein_coding"	"ensembl"	""	NA	"GO:0031977"
"711"	"Zm00001eb150500"	"Zm00001eb150500_T001"	"Zm00001eb150500_P001"	192616685	192618063	"protein_coding"	"ensembl"	""	NA	"GO:0009654"
"712"	"Zm00001eb150500"	"Zm00001eb150500_T001"	"Zm00001eb150500_P001"	192616685	192618063	"protein_coding"	"ensembl"	""	NA	"GO:0009534"
"713"	"Zm00001eb153570"	"Zm00001eb153570_T001"	"Zm00001eb153570_P001"	204267608	204269447	"protein_coding"	"ensembl"	"NM_001153941.1"	100281022	"GO:0009736"
"714"	"Zm00001eb153570"	"Zm00001eb153570_T001"	"Zm00001eb153570_P001"	204267608	204269447	"protein_coding"	"ensembl"	"NM_001153941.1"	100281022	"GO:0009927"
"715"	"Zm00001eb153570"	"Zm00001eb153570_T001"	"Zm00001eb153570_P001"	204267608	204269447	"protein_coding"	"ensembl"	"NM_001153941.1"	100281022	"GO:0000160"
