""	"ID"	"Description"	"Count"	"GeneRatio"	"geneID"
"GO:0098021"	"GO:0098021"	"viral capsid, decoration"	0	"0/139"	""
"GO:0098023"	"GO:0098023"	"virus tail, tip"	0	"0/139"	""
"GO:0098024"	"GO:0098024"	"virus tail, fiber"	0	"0/139"	""
"GO:0098025"	"GO:0098025"	"virus tail, baseplate"	0	"0/139"	""
"GO:0098026"	"GO:0098026"	"virus tail, tube"	0	"0/139"	""
"GO:0098027"	"GO:0098027"	"virus tail, sheath"	0	"0/139"	""
"GO:0098028"	"GO:0098028"	"virus tail, shaft"	0	"0/139"	""
"GO:0098029"	"GO:0098029"	"icosahedral viral capsid, spike"	0	"0/139"	""
"GO:0098030"	"GO:0098030"	"icosahedral viral capsid, neck"	0	"0/139"	""
"GO:0098031"	"GO:0098031"	"icosahedral viral capsid, collar"	0	"0/139"	""
"GO:0098061"	"GO:0098061"	"viral capsid, internal space"	0	"0/139"	""
"GO:0000242"	"GO:0000242"	"pericentriolar material"	0	"0/139"	""
"GO:0000399"	"GO:0000399"	"cellular bud neck septin structure"	0	"0/139"	""
"GO:0000407"	"GO:0000407"	"phagophore assembly site"	0	"0/139"	""
"GO:0000800"	"GO:0000800"	"lateral element"	0	"0/139"	""
"GO:0000801"	"GO:0000801"	"central element"	0	"0/139"	""
"GO:0000802"	"GO:0000802"	"transverse filament"	0	"0/139"	""
"GO:0000922"	"GO:0000922"	"spindle pole"	0	"0/139"	""
"GO:0000943"	"GO:0000943"	"retrotransposon nucleocapsid"	0	"0/139"	""
"GO:0001400"	"GO:0001400"	"mating projection base"	0	"0/139"	""
"GO:0001650"	"GO:0001650"	"fibrillar center"	0	"0/139"	""
"GO:0001651"	"GO:0001651"	"dense fibrillar component"	0	"0/139"	""
"GO:0001652"	"GO:0001652"	"granular component"	0	"0/139"	""
"GO:0001750"	"GO:0001750"	"photoreceptor outer segment"	0	"0/139"	""
"GO:0001772"	"GO:0001772"	"immunological synapse"	0	"0/139"	""
"GO:0001891"	"GO:0001891"	"phagocytic cup"	0	"0/139"	""
"GO:0001917"	"GO:0001917"	"photoreceptor inner segment"	0	"0/139"	""
"GO:0002139"	"GO:0002139"	"stereocilia coupling link"	0	"0/139"	""
"GO:0002177"	"GO:0002177"	"manchette"	0	"0/139"	""
"GO:0005576"	"GO:0005576"	"extracellular region"	87	"87/139"	"541908/541908/541908/541908/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100194192/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100191769/100191769/100191769/100191769/100191769/100191769/100191769/100191769/100191769/100191153/100191153/100191153/100191153/100191153/100191153/100191153/100191153/100191153/100191153/100191153/542059/542059/542059/542059/542059/542059/542059/542059/542059/542059/542059/542059/542059/542059/542059/542059/103641262/103641262/103641262/103641262"
"GO:0005615"	"GO:0005615"	"extracellular space"	4	"4/139"	"103641262/103641262/103641262/103641262"
"GO:0005621"	"GO:0005621"	"cellular bud scar"	0	"0/139"	""
"GO:0005622"	"GO:0005622"	"intracellular anatomical structure"	755	"755/139"	"100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100383648/100383648/100383648/100383648/103644933/103644933/103644933/103644933/103644933/103644933/100192597/100192597/100192597/100274380/100274380/100274380/100274380/100274380/100274380/100274380/100274380/100274380/103643889/103643889/103643889/103643889/103643889/103643889/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100274370/100274370/100274370/100274370/103646716/103646716/103646716/103646716/103646716/103646716/103646716/103646716/103646716/103646716/100285458/100285458/100285458/100285458/100285458/100285458/100285458/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/103504712/103504712/103504712/103504712/103504712/103504712/103504712/103504712/103504712/103504712/103504712/103504712/103504712/103504712/103504712/100282976/100282976/100282976/100282976/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/542320/542320/542320/542320/542320/542320/542320/542320/542320/542320/542320/542320/542320/542320/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100277775/100277775/100277775/100277775/100277775/100277775/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100284383/100284383/100284383/100284383/100284383/100284383/100284383/541897/541897/541897/541897/541897/541897/541897/541897/541897/541897/541897/541897/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100272749/100273598/100273598/100273598/100273598/100273598/100273598/100273598/100273598/100273598/100273598/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/542632/542632/542632/542632/542632/542632/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638138/103638672/103638672/103638672/103638672/103638672/103638672/103638672/103638672/100285610/100285610/100192099/100192099/100192099/100192099/100192099/100192099/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/100284818/100284818/100284818/100284818/100284818/100284818/100284818/100284818/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928"
"GO:0005630"	"GO:0005630"	"dityrosine layer of spore wall"	0	"0/139"	""
"GO:0005631"	"GO:0005631"	"chitosan layer of spore wall"	0	"0/139"	""
"GO:0005632"	"GO:0005632"	"inner layer of spore wall"	0	"0/139"	""
"GO:0005652"	"GO:0005652"	"nuclear lamina"	0	"0/139"	""
"GO:0005654"	"GO:0005654"	"nucleoplasm"	0	"0/139"	""
"GO:0005657"	"GO:0005657"	"replication fork"	0	"0/139"	""
"GO:0005702"	"GO:0005702"	"polytene chromosome weak point"	0	"0/139"	""
"GO:0005706"	"GO:0005706"	"polytene chromosome ectopic fiber"	0	"0/139"	""
"GO:0005712"	"GO:0005712"	"chiasma"	0	"0/139"	""
"GO:0005713"	"GO:0005713"	"recombination nodule"	0	"0/139"	""
"GO:0005726"	"GO:0005726"	"perichromatin fibrils"	0	"0/139"	""
"GO:0005737"	"GO:0005737"	"cytoplasm"	452	"452/139"	"100192597/100192597/100192597/100274380/100274380/100274380/100274380/100274380/100274380/100274380/100274380/100274380/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/103646716/103646716/103646716/103646716/103646716/103646716/103646716/103646716/103646716/103646716/100285458/100285458/100285458/100285458/100285458/100285458/100285458/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100282976/100282976/100282976/100282976/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/542320/542320/542320/542320/542320/542320/542320/542320/542320/542320/542320/542320/542320/542320/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100277775/100277775/100277775/100277775/100277775/100277775/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100282845/100284383/100284383/100284383/100284383/100284383/100284383/100284383/541897/541897/541897/541897/541897/541897/541897/541897/541897/541897/541897/541897/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/103633249/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/542632/542632/542632/542632/542632/542632/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/100285610/100285610/100192099/100192099/100192099/100192099/100192099/100192099/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928"
"GO:0005815"	"GO:0005815"	"microtubule organizing center"	0	"0/139"	""
"GO:0005821"	"GO:0005821"	"intermediate layer of spindle pole body"	0	"0/139"	""
"GO:0005822"	"GO:0005822"	"inner plaque of spindle pole body"	0	"0/139"	""
"GO:0005823"	"GO:0005823"	"central plaque of spindle pole body"	0	"0/139"	""
"GO:0005824"	"GO:0005824"	"outer plaque of spindle pole body"	0	"0/139"	""
"GO:0005825"	"GO:0005825"	"half bridge of spindle pole body"	0	"0/139"	""
"GO:0005829"	"GO:0005829"	"cytosol"	79	"79/139"	"100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/100272845/542632/542632/542632/542632/542632/542632/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928"
"GO:0005930"	"GO:0005930"	"axoneme"	0	"0/139"	""
"GO:0005933"	"GO:0005933"	"cellular bud"	0	"0/139"	""
"GO:0009295"	"GO:0009295"	"nucleoid"	0	"0/139"	""
"GO:0009418"	"GO:0009418"	"pilus shaft"	0	"0/139"	""
"GO:0009419"	"GO:0009419"	"pilus tip"	0	"0/139"	""
"GO:0009420"	"GO:0009420"	"bacterial-type flagellum filament"	0	"0/139"	""
"GO:0009421"	"GO:0009421"	"bacterial-type flagellum filament cap"	0	"0/139"	""
"GO:0009422"	"GO:0009422"	"bacterial-type flagellum hook-filament junction"	0	"0/139"	""
"GO:0009424"	"GO:0009424"	"bacterial-type flagellum hook"	0	"0/139"	""
"GO:0009425"	"GO:0009425"	"bacterial-type flagellum basal body"	0	"0/139"	""
"GO:0009426"	"GO:0009426"	"bacterial-type flagellum basal body, distal rod"	0	"0/139"	""
"GO:0009427"	"GO:0009427"	"bacterial-type flagellum basal body, distal rod, L ring"	0	"0/139"	""
"GO:0009428"	"GO:0009428"	"bacterial-type flagellum basal body, distal rod, P ring"	0	"0/139"	""
"GO:0009429"	"GO:0009429"	"bacterial-type flagellum basal body, proximal rod"	0	"0/139"	""
"GO:0009431"	"GO:0009431"	"bacterial-type flagellum basal body, MS ring"	0	"0/139"	""
"GO:0009433"	"GO:0009433"	"bacterial-type flagellum basal body, C ring"	0	"0/139"	""
"GO:0009504"	"GO:0009504"	"cell plate"	0	"0/139"	""
"GO:0009510"	"GO:0009510"	"plasmodesmatal desmotubule"	0	"0/139"	""
"GO:0009524"	"GO:0009524"	"phragmoplast"	0	"0/139"	""
"GO:0009525"	"GO:0009525"	"phragmosome"	0	"0/139"	""
"GO:0009532"	"GO:0009532"	"plastid stroma"	86	"86/139"	"541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/541712/100277775/100277775/100277775/100277775/100277775/100277775/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686"
"GO:0009541"	"GO:0009541"	"etioplast prolamellar body"	0	"0/139"	""
"GO:0009542"	"GO:0009542"	"granum"	0	"0/139"	""
"GO:0009546"	"GO:0009546"	"plasmodesmatal cytoplasmic sleeve"	0	"0/139"	""
"GO:0009548"	"GO:0009548"	"plasmodesmatal plasma membrane"	0	"0/139"	""
"GO:0009549"	"GO:0009549"	"cellulose microfibril"	0	"0/139"	""
"GO:0009574"	"GO:0009574"	"preprophase band"	0	"0/139"	""
"GO:0009930"	"GO:0009930"	"longitudinal side of cell surface"	0	"0/139"	""
"GO:0009986"	"GO:0009986"	"cell surface"	0	"0/139"	""
"GO:0010287"	"GO:0010287"	"plastoglobule"	35	"35/139"	"542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686/542686"
"GO:0010319"	"GO:0010319"	"stromule"	23	"23/139"	"542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714"
"GO:0010339"	"GO:0010339"	"external side of cell wall"	0	"0/139"	""
"GO:0012505"	"GO:0012505"	"endomembrane system"	33	"33/139"	"100192597/100192597/100192597/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100282976/100282976/100282976/100282976/100284383/100284383/100284383/100284383/100284383/100284383/100284383/100285610/100285610"
"GO:0014705"	"GO:0014705"	"C zone"	0	"0/139"	""
"GO:0014801"	"GO:0014801"	"longitudinal sarcoplasmic reticulum"	0	"0/139"	""
"GO:0016020"	"GO:0016020"	"membrane"	278	"278/139"	"100285458/100285458/100285458/100285458/100285458/100285458/100285458/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/103647730/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/100283255/100283255/100283255/100283255/100283255/100283255/100283255/100283255/100283255/100283255/100283255/100283255/100281786/100281786/100281786/100281786/100281786/100281786/100281786/100281786/100281786/100281786/100281786/100281786/100281786/100281786/100281786/542320/542320/542320/542320/542320/542320/542320/542320/542320/542320/542320/542320/542320/542320/100273307/100273307/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/100286280/100286280/100286280/100286280/103627571/103627571/103627571/103627571/103627571/103627571/103627571/103627571/103627571/103627571/103627571/103627767/103627767/103627767/103627767/103627767/103627767/103627767/103627767/103627767/103627796/103627796/103627796/103627796/103627796/103627796/103627796/103627796/100279973/100279973/100279973/100279973/100279973/100279973/100279973/100279973/100279973/100279973/541897/541897/541897/541897/541897/541897/541897/541897/541897/541897/541897/541897/100272958/100272958/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/103634748/103634748/100285398/100285398/100285398/100285398/100285398/100285398/100285398/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100282035/100282035/100282035/100282035/100282035/100280539/100280539/100280539/100280539/100280539/100280539/100280539/100280539/100280539/100280539/100280539/100280539/100280539/100280539/100280539/100280539/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928"
"GO:0016328"	"GO:0016328"	"lateral plasma membrane"	0	"0/139"	""
"GO:0016363"	"GO:0016363"	"nuclear matrix"	0	"0/139"	""
"GO:0016604"	"GO:0016604"	"nuclear body"	0	"0/139"	""
"GO:0018995"	"GO:0018995"	"host cellular component"	0	"0/139"	""
"GO:0019898"	"GO:0019898"	"extrinsic component of membrane"	0	"0/139"	""
"GO:0020007"	"GO:0020007"	"apical complex"	0	"0/139"	""
"GO:0020008"	"GO:0020008"	"rhoptry"	0	"0/139"	""
"GO:0020010"	"GO:0020010"	"conoid"	0	"0/139"	""
"GO:0020016"	"GO:0020016"	"ciliary pocket"	0	"0/139"	""
"GO:0020023"	"GO:0020023"	"kinetoplast"	0	"0/139"	""
"GO:0020031"	"GO:0020031"	"polar ring of apical complex"	0	"0/139"	""
"GO:0020032"	"GO:0020032"	"basal ring of apical complex"	0	"0/139"	""
"GO:0020038"	"GO:0020038"	"subpellicular network"	0	"0/139"	""
"GO:0020039"	"GO:0020039"	"pellicle"	0	"0/139"	""
"GO:0030017"	"GO:0030017"	"sarcomere"	0	"0/139"	""
"GO:0030018"	"GO:0030018"	"Z disc"	0	"0/139"	""
"GO:0030054"	"GO:0030054"	"cell junction"	0	"0/139"	""
"GO:0030061"	"GO:0030061"	"mitochondrial crista"	0	"0/139"	""
"GO:0030312"	"GO:0030312"	"external encapsulating structure"	11	"11/139"	"100191153/100191153/100191153/100191153/100191153/100191153/100191153/100191153/100191153/100191153/100191153"
"GO:0030315"	"GO:0030315"	"T-tubule"	0	"0/139"	""
"GO:0030427"	"GO:0030427"	"site of polarized growth"	0	"0/139"	""
"GO:0030428"	"GO:0030428"	"cell septum"	0	"0/139"	""
"GO:0030478"	"GO:0030478"	"actin cap"	0	"0/139"	""
"GO:0030486"	"GO:0030486"	"smooth muscle dense body"	0	"0/139"	""
"GO:0030496"	"GO:0030496"	"midbody"	0	"0/139"	""
"GO:0030694"	"GO:0030694"	"bacterial-type flagellum basal body, rod"	0	"0/139"	""
"GO:0030874"	"GO:0030874"	"nucleolar chromatin"	0	"0/139"	""
"GO:0030875"	"GO:0030875"	"rDNA protrusion"	0	"0/139"	""
"GO:0031252"	"GO:0031252"	"cell leading edge"	0	"0/139"	""
"GO:0031254"	"GO:0031254"	"cell trailing edge"	0	"0/139"	""
"GO:0031256"	"GO:0031256"	"leading edge membrane"	0	"0/139"	""
"GO:0031257"	"GO:0031257"	"cell trailing edge membrane"	0	"0/139"	""
"GO:0031430"	"GO:0031430"	"M band"	0	"0/139"	""
"GO:0031592"	"GO:0031592"	"centrosomal corona"	0	"0/139"	""
"GO:0031672"	"GO:0031672"	"A band"	0	"0/139"	""
"GO:0031673"	"GO:0031673"	"H zone"	0	"0/139"	""
"GO:0031674"	"GO:0031674"	"I band"	0	"0/139"	""
"GO:0031910"	"GO:0031910"	"cytostome"	0	"0/139"	""
"GO:0031911"	"GO:0031911"	"cytoproct"	0	"0/139"	""
"GO:0031912"	"GO:0031912"	"oral apparatus"	0	"0/139"	""
"GO:0031974"	"GO:0031974"	"membrane-enclosed lumen"	8	"8/139"	"103638672/103638672/103638672/103638672/103638672/103638672/103638672/103638672"
"GO:0031975"	"GO:0031975"	"envelope"	104	"104/139"	"100285458/100285458/100285458/100285458/100285458/100285458/100285458/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542320/542320/542320/542320/542320/542320/542320/542320/542320/542320/542320/542320/542320/542320/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453"
"GO:0031977"	"GO:0031977"	"thylakoid lumen"	0	"0/139"	""
"GO:0031984"	"GO:0031984"	"organelle subcompartment"	0	"0/139"	""
"GO:0032123"	"GO:0032123"	"deep fiber"	0	"0/139"	""
"GO:0032126"	"GO:0032126"	"eisosome"	0	"0/139"	""
"GO:0032153"	"GO:0032153"	"cell division site"	0	"0/139"	""
"GO:0032158"	"GO:0032158"	"septin band"	0	"0/139"	""
"GO:0032161"	"GO:0032161"	"cleavage apparatus septin structure"	0	"0/139"	""
"GO:0032178"	"GO:0032178"	"medial membrane band"	0	"0/139"	""
"GO:0032179"	"GO:0032179"	"germ tube"	0	"0/139"	""
"GO:0032426"	"GO:0032426"	"stereocilium tip"	0	"0/139"	""
"GO:0032432"	"GO:0032432"	"actin filament bundle"	0	"0/139"	""
"GO:0032433"	"GO:0032433"	"filopodium tip"	0	"0/139"	""
"GO:0032437"	"GO:0032437"	"cuticular plate"	0	"0/139"	""
"GO:0032579"	"GO:0032579"	"apical lamina of hyaline layer"	0	"0/139"	""
"GO:0032584"	"GO:0032584"	"growth cone membrane"	0	"0/139"	""
"GO:0033012"	"GO:0033012"	"porosome"	0	"0/139"	""
"GO:0033101"	"GO:0033101"	"cellular bud membrane"	0	"0/139"	""
"GO:0033150"	"GO:0033150"	"cytoskeletal calyx"	0	"0/139"	""
"GO:0033172"	"GO:0033172"	"gas vesicle shell"	0	"0/139"	""
"GO:0033268"	"GO:0033268"	"node of Ranvier"	0	"0/139"	""
"GO:0033269"	"GO:0033269"	"internode region of axon"	0	"0/139"	""
"GO:0033270"	"GO:0033270"	"paranode region of axon"	0	"0/139"	""
"GO:0033774"	"GO:0033774"	"basal labyrinth"	0	"0/139"	""
"GO:0034399"	"GO:0034399"	"nuclear periphery"	0	"0/139"	""
"GO:0034451"	"GO:0034451"	"centriolar satellite"	0	"0/139"	""
"GO:0034646"	"GO:0034646"	"organelle-enclosing lipid monolayer"	0	"0/139"	""
"GO:0034992"	"GO:0034992"	"microtubule organizing center attachment site"	0	"0/139"	""
"GO:0035182"	"GO:0035182"	"female germline ring canal outer rim"	0	"0/139"	""
"GO:0035183"	"GO:0035183"	"female germline ring canal inner rim"	0	"0/139"	""
"GO:0035253"	"GO:0035253"	"ciliary rootlet"	0	"0/139"	""
"GO:0035686"	"GO:0035686"	"sperm fibrous sheath"	0	"0/139"	""
"GO:0035748"	"GO:0035748"	"myelin sheath abaxonal region"	0	"0/139"	""
"GO:0035749"	"GO:0035749"	"myelin sheath adaxonal region"	0	"0/139"	""
"GO:0035843"	"GO:0035843"	"endonuclear canal"	0	"0/139"	""
"GO:0035869"	"GO:0035869"	"ciliary transition zone"	0	"0/139"	""
"GO:0036007"	"GO:0036007"	"scintillon"	0	"0/139"	""
"GO:0036063"	"GO:0036063"	"acroblast"	0	"0/139"	""
"GO:0036117"	"GO:0036117"	"hyaluranon cable"	0	"0/139"	""
"GO:0036224"	"GO:0036224"	"pairing center"	0	"0/139"	""
"GO:0036379"	"GO:0036379"	"myofilament"	0	"0/139"	""
"GO:0036457"	"GO:0036457"	"keratohyalin granule"	0	"0/139"	""
