""	"V1"
"Zm00001eb380810"	0.187329176390539
"Zm00001eb382320"	0.187349889177802
"Zm00001eb425550"	0.187401247245005
"Zm00001eb348770"	0.18740323959388
"Zm00001eb095480"	0.187428010660646
"Zm00001eb090170"	0.187460995952921
"Zm00001eb080780"	0.187468679240442
"Zm00001eb226780"	0.187530469319477
"Zm00001eb137200"	0.1877336889566
"Zm00001eb158090"	0.187832099827088
"Zm00001eb094570"	0.187849081270631
"Zm00001eb010610"	0.187858554799908
"Zm00001eb387160"	0.187965072741017
"Zm00001eb074690"	0.188024039974051
"Zm00001eb238380"	0.188066214374419
"Zm00001eb351520"	0.188136313551545
"Zm00001eb250100"	0.188182920005407
"Zm00001eb374580"	0.188208788870072
"Zm00001eb226990"	0.188223379309582
"Zm00001eb306430"	0.188341619935722
"Zm00001eb199110"	0.188527765780619
"Zm00001eb298020"	0.188612763539611
"Zm00001eb070230"	0.188808756650717
"Zm00001eb253410"	0.188916267232873
"Zm00001eb131440"	0.188965110337289
"Zm00001eb041160"	0.189009554732245
"Zm00001eb362250"	0.189043168928998
"Zm00001eb404040"	0.189142367367892
"Zm00001eb421120"	0.189258744936916
"Zm00001eb316800"	0.1892624757695
"Zm00001eb005000"	0.189340492523737
"Zm00001eb233640"	0.18936551106725
"Zm00001eb189190"	0.189442420476626
"Zm00001eb176040"	0.189585598264823
"Zm00001eb212460"	0.18958716618124
"Zm00001eb319000"	0.189641116051419
"Zm00001eb327930"	0.189664824596353
"Zm00001eb226310"	0.189685402165402
"Zm00001eb287410"	0.189717266616827
"Zm00001eb068720"	0.189792397978766
"Zm00001eb000990"	0.189805882695034
"Zm00001eb268980"	0.189974256313415
"Zm00001eb110370"	0.190023615021598
"Zm00001eb271490"	0.190188329375416
"Zm00001eb098670"	0.190211252644007
"Zm00001eb035650"	0.190215439189334
"Zm00001eb260210"	0.190215965376718
"Zm00001eb246340"	0.19032021150379
"Zm00001eb352400"	0.190358591763565
"Zm00001eb312450"	0.190477483895204
"Zm00001eb208570"	0.190499163876012
"Zm00001eb416180"	0.190584554197915
"Zm00001eb225970"	0.190621653033818
"Zm00001eb245460"	0.1906638909972
"Zm00001eb001370"	0.190670802516017
"Zm00001eb335650"	0.190678760252558
"Zm00001eb271010"	0.190740449937236
"Zm00001eb379070"	0.190747494139847
"Zm00001eb016960"	0.190807054155663
"Zm00001eb097670"	0.190864434583887
"Zm00001eb337950"	0.190868564079871
"Zm00001eb329270"	0.190905648096352
"Zm00001eb149540"	0.190978800812677
"Zm00001eb039770"	0.190992406193011
"Zm00001eb017180"	0.191015508828405
"Zm00001eb409430"	0.191063272212844
"Zm00001eb274840"	0.191064491378667
"Zm00001eb216130"	0.191114328191242
"Zm00001eb271810"	0.191163902191057
"Zm00001eb271620"	0.19116959352125
"Zm00001eb379510"	0.191207988510888
"Zm00001eb157070"	0.191221520837684
"Zm00001eb116350"	0.191232401782546
"Zm00001eb089010"	0.19126093610238
"Zm00001eb246540"	0.191266800935466
"Zm00001eb108930"	0.19128361239472
"Zm00001eb148330"	0.1913008409179
"Zm00001eb349880"	0.191316820255069
"Zm00001eb243910"	0.191363872991196
"Zm00001eb210370"	0.191377511672702
"Zm00001eb370300"	0.191381300387364
"Zm00001eb100860"	0.191407461236678
"Zm00001eb427870"	0.191422395474298
"Zm00001eb123720"	0.191434344480965
"Zm00001eb404250"	0.191456431353709
"Zm00001eb392600"	0.191467464411742
"Zm00001eb058640"	0.191497279536579
"Zm00001eb271450"	0.191508613811222
"Zm00001eb186620"	0.191536539603235
"Zm00001eb234530"	0.191558182110321
"Zm00001eb134010"	0.19157577590725
"Zm00001eb260380"	0.191637561898791
"Zm00001eb214070"	0.191641803679419
"Zm00001eb363420"	0.191644190998687
"Zm00001eb302330"	0.191726255788031
"Zm00001eb051500"	0.191768329296153
"Zm00001eb280130"	0.191774547485377
"Zm00001eb390100"	0.191793006558831
"Zm00001eb400240"	0.191796348986485
"Zm00001eb061370"	0.191847082973827
"Zm00001eb333570"	0.191913363419937
"Zm00001eb433460"	0.191922368078266
"Zm00001eb260150"	0.191967363908345
"Zm00001eb239530"	0.19200560606016
"Zm00001eb283890"	0.192007270411486
"Zm00001eb020870"	0.19204399763613
"Zm00001eb033330"	0.192067906684854
"Zm00001eb256460"	0.192089703523493
"Zm00001eb345110"	0.192127202814931
"Zm00001eb041910"	0.1921465103261
"Zm00001eb202670"	0.192208397700839
"Zm00001eb158740"	0.192241375778795
"Zm00001eb068710"	0.192285069296892
"Zm00001eb328410"	0.192329210943238
"Zm00001eb051150"	0.192397364941985
"Zm00001eb107280"	0.192407249137206
"Zm00001eb129740"	0.192465850209209
"Zm00001eb327170"	0.192500423110782
"Zm00001eb282060"	0.192682900695026
"Zm00001eb218680"	0.192733089834717
"Zm00001eb075300"	0.192747595287889
"Zm00001eb339270"	0.19275800754345
"Zm00001eb327250"	0.192759918420817
"Zm00001eb191680"	0.192783159249563
"Zm00001eb071770"	0.192816027969345
"Zm00001eb367450"	0.192870451986386
"Zm00001eb359500"	0.192927034791862
"Zm00001eb243290"	0.192938596812464
"Zm00001eb356480"	0.19295509952569
"Zm00001eb189120"	0.193068894571
"Zm00001eb028610"	0.193069789582044
"Zm00001eb093630"	0.193115279667097
"Zm00001eb333990"	0.193152886082236
"Zm00001eb158640"	0.193185866134765
"Zm00001eb216640"	0.193199647682921
"Zm00001eb066850"	0.193211270409676
"Zm00001eb300250"	0.193236642487509
"Zm00001eb217020"	0.193317877046574
"Zm00001eb370470"	0.193337207897954
"Zm00001eb192920"	0.193354317744862
"Zm00001eb348670"	0.193405101907573
"Zm00001eb032010"	0.193464598987781
"Zm00001eb353580"	0.193493910089705
"Zm00001eb096080"	0.193498119216674
"Zm00001eb399030"	0.193642457712151
"Zm00001eb408640"	0.193662566822017
"Zm00001eb065320"	0.193681340311692
"Zm00001eb030590"	0.193746701147808
"Zm00001eb013190"	0.193788498037544
"Zm00001eb131030"	0.193873715686507
"Zm00001eb288720"	0.193911562521922
"Zm00001eb094480"	0.193939260385661
"Zm00001eb365790"	0.193950522246779
"Zm00001eb110590"	0.193978788207467
"Zm00001eb395320"	0.193990598841919
"Zm00001eb140430"	0.19405254132545
"Zm00001eb331940"	0.194069319737299
"Zm00001eb108680"	0.194091060670939
"Zm00001eb063390"	0.19410104587404
"Zm00001eb378870"	0.194102512338311
"Zm00001eb173630"	0.194114624255345
"Zm00001eb378550"	0.194135280327599
"Zm00001eb290370"	0.194196309162805
"Zm00001eb023890"	0.194203674832
"Zm00001eb223630"	0.194313601853592
"Zm00001eb066690"	0.19431377211577
"Zm00001eb413850"	0.194375245172749
"Zm00001eb377010"	0.194414150451525
"Zm00001eb191560"	0.194425977494824
"Zm00001eb216430"	0.194453373854738
"Zm00001eb358340"	0.194472793900278
"Zm00001eb061820"	0.194476616508123
"Zm00001eb296090"	0.194504991981113
"Zm00001eb155160"	0.194567699367873
"Zm00001eb120080"	0.194653100040054
"Zm00001eb384160"	0.194675661223166
"Zm00001eb231540"	0.19468582843625
"Zm00001eb073430"	0.194693129723036
"Zm00001eb317790"	0.194714582658987
"Zm00001eb331170"	0.194739412345954
"Zm00001eb391600"	0.194772768009735
"Zm00001eb039880"	0.194855035136583
"Zm00001eb370910"	0.194896749129684
"Zm00001eb433060"	0.194978236578613
"Zm00001eb080280"	0.195014929221111
"Zm00001eb172030"	0.195207908373553
"Zm00001eb353910"	0.195229778110561
"Zm00001eb273760"	0.195235757162023
"Zm00001eb183740"	0.195270383556005
"Zm00001eb000660"	0.195285205937093
"Zm00001eb046040"	0.195299384859132
"Zm00001eb397370"	0.195319228587914
"Zm00001eb094310"	0.195369282376865
"Zm00001eb370000"	0.195384675262595
"Zm00001eb178930"	0.195409269536345
"Zm00001eb003730"	0.19543155705729
"Zm00001eb082820"	0.19545438265575
"Zm00001eb196830"	0.195477422307882
"Zm00001eb193620"	0.195546048029505
"Zm00001eb212550"	0.195569371302481
"Zm00001eb349430"	0.195581747660623
"Zm00001eb413010"	0.195754383952239
"Zm00001eb046910"	0.195755387881953
"Zm00001eb164360"	0.195758755137783
"Zm00001eb313030"	0.195781773849779
"Zm00001eb429860"	0.195832749567562
"Zm00001eb087090"	0.195869162278022
"Zm00001eb394410"	0.195918749158048
"Zm00001eb222890"	0.195930634046912
"Zm00001eb124370"	0.195943670662618
"Zm00001eb298010"	0.195958482337136
"Zm00001eb222900"	0.196012504784671
"Zm00001eb135270"	0.196014282560831
"Zm00001eb013980"	0.196034405623728
"Zm00001eb246000"	0.196084510746508
"Zm00001eb298540"	0.196093596053427
"Zm00001eb173640"	0.196188588917729
"Zm00001eb273020"	0.196288898420305
"Zm00001eb214500"	0.19632583579397
"Zm00001eb070310"	0.196372400558757
"Zm00001eb046020"	0.196388254486033
"Zm00001eb211920"	0.196405826943135
"Zm00001eb074360"	0.196429435682177
"Zm00001eb193820"	0.196434486164438
"Zm00001eb273960"	0.196449994292405
"Zm00001eb071030"	0.196480054571466
"Zm00001eb289850"	0.196483386961615
"Zm00001eb384600"	0.196497043129462
"Zm00001eb405990"	0.196497598043957
"Zm00001eb311780"	0.19658385477405
"Zm00001eb267620"	0.196662108814024
"Zm00001eb351970"	0.196721027552944
"Zm00001eb417620"	0.196771260055146
"Zm00001eb011280"	0.196791685634318
"Zm00001eb318230"	0.196813220696928
"Zm00001eb386410"	0.1968146344827
"Zm00001eb106470"	0.196970208387745
"Zm00001eb346210"	0.196982150957599
"Zm00001eb193240"	0.197001642820226
"Zm00001eb411490"	0.197034206750969
"Zm00001eb145600"	0.197120701968861
"Zm00001eb056350"	0.197123331490282
"Zm00001eb216970"	0.197129617542773
"Zm00001eb314820"	0.197171193629423
"Zm00001eb071090"	0.197212850158319
"Zm00001eb342850"	0.197239241539634
"Zm00001eb400190"	0.197251408593694
"Zm00001eb013000"	0.197418361483223
"Zm00001eb067690"	0.197467832949437
"Zm00001eb233630"	0.197471364382614
"Zm00001eb401920"	0.197585303964763
"Zm00001eb089020"	0.197622861495331
"Zm00001eb406400"	0.19764646598465
"Zm00001eb053150"	0.197666509360604
"Zm00001eb110610"	0.197783261288998
"Zm00001eb222220"	0.197829426942227
"Zm00001eb090200"	0.197863514713465
"Zm00001eb110100"	0.197901983094147
"Zm00001eb076780"	0.197928780027988
"Zm00001eb168730"	0.19798453393352
"Zm00001eb038880"	0.198070733842236
"Zm00001eb153570"	0.198089723908448
"Zm00001eb419400"	0.198193090939396
"Zm00001eb151850"	0.198253551011226
"Zm00001eb258580"	0.198280100331847
"Zm00001eb095660"	0.198284662186045
"Zm00001eb222860"	0.198317819736976
"Zm00001eb097790"	0.198368617501991
"Zm00001eb425800"	0.198460014809422
"Zm00001eb094630"	0.19847263625794
"Zm00001eb339260"	0.198556875758045
"Zm00001eb228550"	0.198651488355297
"Zm00001eb058050"	0.198655627492987
"Zm00001eb369590"	0.198724781209605
"Zm00001eb393490"	0.198737144877242
"Zm00001eb339000"	0.198739195444666
"Zm00001eb093160"	0.198762988340046
"Zm00001eb322400"	0.198795629636107
"Zm00001eb363720"	0.198805948349252
"Zm00001eb068620"	0.198843457497467
"Zm00001eb079640"	0.198885597742367
"Zm00001eb237700"	0.198929114636752
"Zm00001eb292490"	0.198962205829516
"Zm00001eb376130"	0.198990436058162
"Zm00001eb031940"	0.199013442300142
"Zm00001eb039750"	0.19901736740141
"Zm00001eb042060"	0.199027750305907
"Zm00001eb319790"	0.199031678758025
"Zm00001eb231170"	0.19903431358131
"Zm00001eb161350"	0.199053805414962
"Zm00001eb381250"	0.199059839404884
"Zm00001eb334390"	0.199088481717775
"Zm00001eb110820"	0.19911975618168
"Zm00001eb420880"	0.199119950429949
"Zm00001eb355030"	0.199153651292644
"Zm00001eb029220"	0.199166212980307
"Zm00001eb423330"	0.199172026821355
"Zm00001eb308470"	0.199266253620322
"Zm00001eb041940"	0.19927295041731
"Zm00001eb013070"	0.199303093558822
"Zm00001eb367160"	0.199385408659539
"Zm00001eb014460"	0.19941934743493
"Zm00001eb379160"	0.19942802286428
"Zm00001eb247390"	0.199451392513667
"Zm00001eb258180"	0.19964278168899
"Zm00001eb104220"	0.199669872917879
"Zm00001eb000580"	0.199688378142493
"Zm00001eb179470"	0.199722769115594
"Zm00001eb160620"	0.199751020945093
"Zm00001eb212480"	0.19975497964573
"Zm00001eb331750"	0.199811578032074
"Zm00001eb169970"	0.199889740731607
"Zm00001eb317380"	0.199945777763387
"Zm00001eb176170"	0.199952657949047
"Zm00001eb421330"	0.200014293337124
"Zm00001eb309600"	0.200218729010766
"Zm00001eb280780"	0.200263657925204
"Zm00001eb424490"	0.200357624187471
"Zm00001eb391630"	0.200363311312517
"Zm00001eb035370"	0.200366286625108
"Zm00001eb365700"	0.200424826089856
"Zm00001eb348230"	0.200477991016897
"Zm00001eb143140"	0.200618870115205
"Zm00001eb131020"	0.200626515265574
"Zm00001eb289500"	0.200721779989964
"Zm00001eb160070"	0.200723181148048
"Zm00001eb057350"	0.200797764266797
"Zm00001eb186540"	0.200798348749581
"Zm00001eb048800"	0.200802322172496
"Zm00001eb023380"	0.200851829354163
"Zm00001eb411870"	0.200873101027999
"Zm00001eb259680"	0.200889103757668
"Zm00001eb069310"	0.20089200045307
"Zm00001eb124010"	0.200928301337819
"Zm00001eb379260"	0.200937296170351
"Zm00001eb362020"	0.20093806651175
"Zm00001eb023120"	0.200948222674972
"Zm00001eb318870"	0.200973557678874
"Zm00001eb405030"	0.200996752815314
"Zm00001eb346930"	0.201019150498846
"Zm00001eb294500"	0.201032702665155
"Zm00001eb237230"	0.201036825592725
"Zm00001eb106640"	0.201066952181818
"Zm00001eb047270"	0.201160848220664
"Zm00001eb248360"	0.201167428111868
"Zm00001eb173700"	0.201170963565473
"Zm00001eb057260"	0.201291419935505
"Zm00001eb134690"	0.201313730041063
"Zm00001eb181970"	0.201339022347879
"Zm00001eb428370"	0.201354190447737
"Zm00001eb329630"	0.201392633791244
"Zm00001eb294550"	0.201410116443875
"Zm00001eb370850"	0.20142373239914
"Zm00001eb430380"	0.201435170959627
"Zm00001eb078280"	0.201474425793918
"Zm00001eb098460"	0.20151308701861
"Zm00001eb336140"	0.201551451519964
"Zm00001eb106180"	0.201554463612438
"Zm00001eb426730"	0.201592892841544
"Zm00001eb020470"	0.201618892523779
"Zm00001eb373110"	0.201629565859399
"Zm00001eb359140"	0.201674073761594
"Zm00001eb432020"	0.201680567093392
"Zm00001eb104110"	0.201713212113767
"Zm00001eb166240"	0.201754261719366
"Zm00001eb234500"	0.201874341153349
"Zm00001eb131630"	0.201946489788337
"Zm00001eb283950"	0.201953938202442
"Zm00001eb240120"	0.202119010982494
"Zm00001eb115030"	0.202159720746366
"Zm00001eb023500"	0.202177862236276
"Zm00001eb392740"	0.202208667649161
"Zm00001eb215910"	0.202267981999288
"Zm00001eb277950"	0.202383728263799
"Zm00001eb117080"	0.202432266102164
"Zm00001eb235050"	0.202435232054846
"Zm00001eb256290"	0.202438642526306
"Zm00001eb361960"	0.202592734483676
"Zm00001eb010480"	0.202632730358336
"Zm00001eb362090"	0.202751113293177
"Zm00001eb244920"	0.202779518033162
"Zm00001eb299420"	0.202834206857413
"Zm00001eb311730"	0.202843454402365
"Zm00001eb244470"	0.202847812584659
"Zm00001eb273840"	0.202914663170825
"Zm00001eb278140"	0.202930422292827
"Zm00001eb317470"	0.20293277413329
"Zm00001eb030470"	0.202991423366856
"Zm00001eb318570"	0.20299419145181
"Zm00001eb285370"	0.203008595096509
"Zm00001eb428540"	0.203045284758631
"Zm00001eb319230"	0.203061681168481
"Zm00001eb094380"	0.203114263222103
"Zm00001eb103080"	0.203150291039019
"Zm00001eb252250"	0.203212772372987
"Zm00001eb322480"	0.20323092536554
"Zm00001eb364230"	0.203238243297849
"Zm00001eb416900"	0.203266463173675
"Zm00001eb061800"	0.203276172864612
"Zm00001eb205990"	0.203289673925787
"Zm00001eb189050"	0.203312683667335
"Zm00001eb348950"	0.203398307433705
"Zm00001eb373700"	0.203405589652446
"Zm00001eb412930"	0.203435537976912
"Zm00001eb177580"	0.20348588221643
"Zm00001eb126430"	0.203518882096066
"Zm00001eb212250"	0.203528138578077
"Zm00001eb016780"	0.203583690416509
"Zm00001eb079490"	0.203606236488855
"Zm00001eb387140"	0.20364373122367
"Zm00001eb364100"	0.203661252934824
"Zm00001eb420560"	0.203713332134792
"Zm00001eb247310"	0.203763733960232
"Zm00001eb282770"	0.203763890608462
"Zm00001eb014490"	0.203863543399377
"Zm00001eb148210"	0.203949863225179
"Zm00001eb222910"	0.204046525511553
"Zm00001eb354870"	0.204054969937228
"Zm00001eb323120"	0.204131212216684
"Zm00001eb154260"	0.204161789532101
"Zm00001eb353930"	0.204201985488552
"Zm00001eb113030"	0.204219052058111
"Zm00001eb232390"	0.204241662771439
"Zm00001eb063300"	0.204421909160615
"Zm00001eb240100"	0.204446938507989
"Zm00001eb332780"	0.204459182403926
"Zm00001eb434170"	0.204475607210002
"Zm00001eb344150"	0.204510022187924
"Zm00001eb294390"	0.204703281644489
"Zm00001eb316100"	0.204741426722788
"Zm00001eb280040"	0.204779523960378
"Zm00001eb098100"	0.20478211690503
"Zm00001eb193810"	0.204826394342753
"Zm00001eb013020"	0.204994962577216
"Zm00001eb264360"	0.205045366778879
"Zm00001eb148040"	0.205057945824797
"Zm00001eb210000"	0.205075292281614
"Zm00001eb217420"	0.20508139931949
"Zm00001eb052810"	0.205137361375697
"Zm00001eb026900"	0.205213701882839
"Zm00001eb280490"	0.205297125618602
"Zm00001eb056920"	0.205469529110268
"Zm00001eb064370"	0.205491242789574
"Zm00001eb345450"	0.205507162361007
"Zm00001eb272690"	0.205516271868157
"Zm00001eb098840"	0.20551813781755
"Zm00001eb243440"	0.205665749688597
"Zm00001eb364290"	0.205728753299319
"Zm00001eb296520"	0.205735772616539
"Zm00001eb137960"	0.205739718385804
"Zm00001eb281100"	0.205741347534673
"Zm00001eb104130"	0.205748014812906
"Zm00001eb363800"	0.20575177635198
"Zm00001eb428840"	0.205785241032699
"Zm00001eb085040"	0.205848426068807
"Zm00001eb225250"	0.205883959268886
"Zm00001eb216810"	0.205887835367942
"Zm00001eb431820"	0.206059051240611
"Zm00001eb251020"	0.206064805179227
"Zm00001eb420190"	0.206195892414345
"Zm00001eb369060"	0.206227162572542
"Zm00001eb000900"	0.206267922980923
"Zm00001eb397060"	0.206372625030095
"Zm00001eb346250"	0.206431753629012
"Zm00001eb139980"	0.206441061428032
"Zm00001eb154820"	0.206465771564294
"Zm00001eb366770"	0.206511732935475
"Zm00001eb188370"	0.206520428061589
"Zm00001eb422340"	0.206542854873983
"Zm00001eb327710"	0.206549545542008
"Zm00001eb149000"	0.206627565376881
"Zm00001eb289070"	0.206671575680056
"Zm00001eb149670"	0.206729683037678
"Zm00001eb035080"	0.206773350748464
"Zm00001eb231800"	0.206887283868972
"Zm00001eb288750"	0.206911419103217
"Zm00001eb271600"	0.206939860168571
"Zm00001eb192970"	0.207009889348167
"Zm00001eb230090"	0.207043160810482
"Zm00001eb261380"	0.20708669913146
"Zm00001eb283820"	0.207105668692571
"Zm00001eb229400"	0.207170795680685
"Zm00001eb417450"	0.207257073211455
"Zm00001eb365120"	0.207322116286569
"Zm00001eb004600"	0.207339173356688
"Zm00001eb351870"	0.207347384713232
"Zm00001eb293200"	0.207374967210236
"Zm00001eb232970"	0.207390696986107
"Zm00001eb028760"	0.207425946312045
"Zm00001eb350150"	0.20749030591553
"Zm00001eb168880"	0.207497743037767
"Zm00001eb077060"	0.207623254143787
"Zm00001eb000390"	0.207623744301009
"Zm00001eb099980"	0.207785077919237
"Zm00001eb200120"	0.207832547555176
"Zm00001eb404270"	0.207837091196989
"Zm00001eb340430"	0.207897882956515
"Zm00001eb067630"	0.207909931315145
"Zm00001eb010550"	0.207951970322189
"Zm00001eb117980"	0.207999511086538
"Zm00001eb290670"	0.208115646732714
"Zm00001eb259170"	0.208254452065393
"Zm00001eb344910"	0.208276039075387
"Zm00001eb218470"	0.208289009610301
"Zm00001eb315650"	0.208305761285522
"Zm00001eb218820"	0.208315046639705
"Zm00001eb364410"	0.208377363398895
"Zm00001eb026690"	0.208377876845955
"Zm00001eb292950"	0.208427571389239
"Zm00001eb002790"	0.208448695145781
"Zm00001eb182620"	0.208489905293165
"Zm00001eb403430"	0.208505647299723
"Zm00001eb230750"	0.208620194124295
"Zm00001eb330100"	0.208708103564994
"Zm00001eb156220"	0.208715642115444
"Zm00001eb343270"	0.208765526022648
"Zm00001eb197550"	0.208779818430705
"Zm00001eb253140"	0.208817314976283
"Zm00001eb000420"	0.208849753715729
"Zm00001eb176030"	0.208872456646612
"Zm00001eb068400"	0.208921538359398
"Zm00001eb192680"	0.208958898344601
"Zm00001eb416420"	0.208960538570036
"Zm00001eb050910"	0.209037812552076
"Zm00001eb352680"	0.209169227115313
"Zm00001eb197500"	0.209170091852664
"Zm00001eb308360"	0.209173512447274
"Zm00001eb332380"	0.209195950373377
"Zm00001eb348360"	0.209221722467969
"Zm00001eb040070"	0.209292160549714
"Zm00001eb208430"	0.209327452386481
"Zm00001eb324100"	0.209327908605181
"Zm00001eb393000"	0.209365163921093
"Zm00001eb294600"	0.20938446990042
"Zm00001eb385240"	0.209401003556344
"Zm00001eb289360"	0.209403873910291
"Zm00001eb321120"	0.209497902282908
"Zm00001eb212470"	0.209636105330737
"Zm00001eb183400"	0.209643957782329
"Zm00001eb291430"	0.209679467102903
"Zm00001eb130260"	0.209684372629297
"Zm00001eb322880"	0.209757673002641
"Zm00001eb209910"	0.20978781888002
"Zm00001eb108670"	0.209792277186934
"Zm00001eb342550"	0.209815522247153
"Zm00001eb005970"	0.209823515527571
"Zm00001eb270460"	0.209844193905636
"Zm00001eb398120"	0.209865350704098
"Zm00001eb064100"	0.209930701845347
"Zm00001eb106910"	0.20995603403829
"Zm00001eb416550"	0.209957107286222
"Zm00001eb045420"	0.210015507121402
"Zm00001eb009170"	0.210016676378442
"Zm00001eb289860"	0.21002342245774
"Zm00001eb169100"	0.210044990369978
"Zm00001eb386230"	0.210064536248061
"Zm00001eb152160"	0.210069500797323
"Zm00001eb379940"	0.210070126778329
"Zm00001eb370790"	0.210076848885616
"Zm00001eb281710"	0.210091372457558
"Zm00001eb222750"	0.210107607113276
"Zm00001eb046620"	0.210140654593512
"Zm00001eb220760"	0.210149575768862
"Zm00001eb253850"	0.21019609099051
"Zm00001eb388270"	0.210196748870985
"Zm00001eb125290"	0.210197816021693
"Zm00001eb015190"	0.210212107133623
"Zm00001eb317450"	0.210231303426278
"Zm00001eb201100"	0.210266154544687
"Zm00001eb109510"	0.210348826656066
"Zm00001eb101510"	0.210407665812465
"Zm00001eb052800"	0.210559117230157
"Zm00001eb302270"	0.210675129058357
"Zm00001eb333520"	0.210725624642547
"Zm00001eb304260"	0.210738162342669
"Zm00001eb178590"	0.210782403254367
"Zm00001eb207990"	0.210805404671215
"Zm00001eb224570"	0.210824760003585
"Zm00001eb405200"	0.210869379153536
"Zm00001eb345530"	0.210945857687824
"Zm00001eb084240"	0.211038553266901
"Zm00001eb358930"	0.211161344638441
"Zm00001eb401200"	0.211225477094041
"Zm00001eb404870"	0.211271286004709
"Zm00001eb343820"	0.211386834600017
"Zm00001eb289030"	0.211411037070491
"Zm00001eb151650"	0.211577344200775
"Zm00001eb404390"	0.211601464235876
"Zm00001eb009900"	0.211606270675865
"Zm00001eb123370"	0.211614090271583
"Zm00001eb221420"	0.21162500777517
"Zm00001eb053960"	0.211634986851256
"Zm00001eb339300"	0.211679445439681
"Zm00001eb401000"	0.211752891612204
"Zm00001eb233920"	0.211764769101625
"Zm00001eb122190"	0.211772822794318
"Zm00001eb332530"	0.211856206129962
"Zm00001eb106160"	0.211882939257008
"Zm00001eb359320"	0.211952871909456
"Zm00001eb260480"	0.211990164413582
"Zm00001eb395810"	0.212019087551992
"Zm00001eb112720"	0.212036636146075
"Zm00001eb263090"	0.212124248325951
"Zm00001eb154580"	0.212288924951939
"Zm00001eb403310"	0.21230637127765
"Zm00001eb088250"	0.212348095746029
"Zm00001eb003630"	0.212366542935343
"Zm00001eb114860"	0.212499083987487
"Zm00001eb264150"	0.21251661748079
"Zm00001eb285090"	0.212608757217151
"Zm00001eb106580"	0.212664216104077
"Zm00001eb276250"	0.212721554377737
"Zm00001eb250970"	0.212753032964788
"Zm00001eb402940"	0.212786135488558
"Zm00001eb379210"	0.212821878994569
"Zm00001eb315200"	0.212887559718466
"Zm00001eb095620"	0.212887855383028
"Zm00001eb329860"	0.21294350024911
"Zm00001eb219270"	0.213016453552461
"Zm00001eb030880"	0.213087081403353
"Zm00001eb399340"	0.213168994422394
"Zm00001eb210470"	0.213174247344011
"Zm00001eb187450"	0.213299118763722
"Zm00001eb173560"	0.213312700573686
"Zm00001eb171020"	0.213325799417546
"Zm00001eb345540"	0.213329061471108
"Zm00001eb275250"	0.213353218339994
"Zm00001eb181530"	0.213358401816441
"Zm00001eb408600"	0.213363409636458
"Zm00001eb259220"	0.213364334815079
"Zm00001eb094170"	0.213428605641475
"Zm00001eb060980"	0.213484286548454
"Zm00001eb002190"	0.213545596744667
"Zm00001eb317720"	0.21356266614348
"Zm00001eb012690"	0.213670648880792
"Zm00001eb001650"	0.213676281041613
"Zm00001eb244550"	0.213722050006147
"Zm00001eb400320"	0.213761114905024
"Zm00001eb018560"	0.213816417126449
"Zm00001eb335070"	0.213866195148837
"Zm00001eb277860"	0.213871558292185
"Zm00001eb266890"	0.213953824956545
"Zm00001eb337590"	0.213994092112486
"Zm00001eb208510"	0.214034378425019
"Zm00001eb339860"	0.214113311193691
"Zm00001eb188800"	0.214185252459743
"Zm00001eb366950"	0.21426268394963
"Zm00001eb146740"	0.21429260753114
"Zm00001eb174880"	0.214309271827715
"Zm00001eb294520"	0.214346948072246
"Zm00001eb343410"	0.214376539553961
"Zm00001eb274080"	0.214432468609417
"Zm00001eb217590"	0.214436831011154
"Zm00001eb017290"	0.214446438959151
"Zm00001eb151770"	0.214448558916469
"Zm00001eb127430"	0.214501554545479
"Zm00001eb017690"	0.214503175828344
"Zm00001eb265860"	0.214527425234742
"Zm00001eb127240"	0.214537860331901
"Zm00001eb204590"	0.214540721077084
"Zm00001eb249590"	0.21464684075544
"Zm00001eb231860"	0.214679009034449
"Zm00001eb434240"	0.214747574832527
"Zm00001eb420400"	0.214782909463568
"Zm00001eb099250"	0.214794942653249
"Zm00001eb147070"	0.214836772880886
"Zm00001eb036790"	0.214897588256907
"Zm00001eb075360"	0.214926482056649
"Zm00001eb217550"	0.214955661123929
"Zm00001eb190870"	0.214986238503476
"Zm00001eb380550"	0.21500707403888
"Zm00001eb320640"	0.215044352230682
"Zm00001eb116310"	0.215070740069523
"Zm00001eb152030"	0.215108188545037
"Zm00001eb279120"	0.215120145196368
"Zm00001eb339490"	0.215199770470284
"Zm00001eb227950"	0.215207369996758
"Zm00001eb102220"	0.215213820807076
"Zm00001eb235490"	0.215217373574976
"Zm00001eb149800"	0.215255068257505
"Zm00001eb124080"	0.215270367057047
"Zm00001eb395410"	0.21527296514543
"Zm00001eb432840"	0.21530900868002
"Zm00001eb333100"	0.215397937092834
"Zm00001eb252590"	0.215423552788601
"Zm00001eb222730"	0.215516830233256
"Zm00001eb363630"	0.215586328234232
"Zm00001eb211660"	0.215612535801813
"Zm00001eb322150"	0.215646504068915
"Zm00001eb377860"	0.215659102304154
"Zm00001eb003750"	0.215659142808922
"Zm00001eb307510"	0.215670081946725
"Zm00001eb424750"	0.215734175566968
"Zm00001eb348540"	0.215876408316304
"Zm00001eb055980"	0.215885592786224
"Zm00001eb315950"	0.215891639140261
"Zm00001eb138710"	0.215945050203527
"Zm00001eb096790"	0.216155529185793
"Zm00001eb390550"	0.216163832185795
