""	"bwnet_30$colors"
"Zm00001eb023810"	"blue"
"Zm00001eb025210"	"black"
"Zm00001eb124510"	"blue"
"Zm00001eb196640"	"midnightblue"
"Zm00001eb118540"	"blue"
"Zm00001eb395490"	"brown"
"Zm00001eb000970"	"yellow"
"Zm00001eb066650"	"yellow"
"Zm00001eb268420"	"darkred"
"Zm00001eb333460"	"yellow"
"Zm00001eb380200"	"magenta"
"Zm00001eb421690"	"brown"
"Zm00001eb336850"	"green"
"Zm00001eb358310"	"turquoise"
"Zm00001eb427610"	"blue"
"Zm00001eb433410"	"turquoise"
"Zm00001eb353510"	"red"
"Zm00001eb286340"	"bisque4"
"Zm00001eb181530"	"greenyellow"
"Zm00001eb423440"	"red"
"Zm00001eb062460"	"darkred"
"Zm00001eb425570"	"darkgrey"
"Zm00001eb312630"	"brown"
"Zm00001eb176340"	"tan"
"Zm00001eb010620"	"black"
"Zm00001eb280080"	"salmon"
"Zm00001eb077230"	"yellow"
"Zm00001eb062530"	"brown"
"Zm00001eb346590"	"brown"
"Zm00001eb020370"	"lightyellow"
"Zm00001eb055430"	"violet"
"Zm00001eb215010"	"mediumpurple3"
"Zm00001eb089670"	"salmon"
"Zm00001eb153800"	"yellow"
"Zm00001eb060430"	"brown"
"Zm00001eb251010"	"midnightblue"
"Zm00001eb032500"	"midnightblue"
"Zm00001eb211400"	"purple"
"Zm00001eb083310"	"blue"
"Zm00001eb105610"	"black"
"Zm00001eb050870"	"black"
"Zm00001eb226740"	"yellow"
"Zm00001eb041730"	"brown"
"Zm00001eb327160"	"royalblue"
"Zm00001eb349170"	"darkgrey"
"Zm00001eb211150"	"turquoise"
"Zm00001eb348580"	"black"
"Zm00001eb393720"	"blue"
"Zm00001eb343470"	"turquoise"
"Zm00001eb229050"	"red"
"Zm00001eb284320"	"red"
"Zm00001eb318800"	"yellow"
"Zm00001eb346380"	"green"
"Zm00001eb279450"	"skyblue"
"Zm00001eb254540"	"red"
"Zm00001eb073200"	"red"
"Zm00001eb382730"	"black"
"Zm00001eb190990"	"red"
"Zm00001eb315240"	"blue"
"Zm00001eb063500"	"brown"
"Zm00001eb127990"	"red"
"Zm00001eb128690"	"yellow"
"Zm00001eb042050"	"red"
"Zm00001eb102210"	"magenta"
"Zm00001eb286120"	"blue"
"Zm00001eb411420"	"red"
"Zm00001eb254410"	"tan"
"Zm00001eb277940"	"midnightblue"
"Zm00001eb433050"	"red"
"Zm00001eb226230"	"brown"
"Zm00001eb319000"	"yellow"
"Zm00001eb312810"	"brown"
"Zm00001eb324720"	"yellow"
"Zm00001eb005020"	"black"
"Zm00001eb138270"	"yellow"
"Zm00001eb370460"	"red"
"Zm00001eb128990"	"brown"
"Zm00001eb185610"	"royalblue"
"Zm00001eb427430"	"green"
"Zm00001eb290550"	"yellow"
"Zm00001eb249250"	"turquoise"
"Zm00001eb053780"	"cyan"
"Zm00001eb082680"	"turquoise"
"Zm00001eb082720"	"darkorange"
"Zm00001eb259360"	"brown"
"Zm00001eb216550"	"turquoise"
"Zm00001eb050460"	"turquoise"
"Zm00001eb130810"	"green"
"Zm00001eb236140"	"grey60"
"Zm00001eb214720"	"darkturquoise"
"Zm00001eb331790"	"turquoise"
"Zm00001eb278400"	"red"
"Zm00001eb289580"	"pink"
"Zm00001eb147550"	"red"
"Zm00001eb209950"	"yellow"
"Zm00001eb252100"	"magenta"
"Zm00001eb203960"	"magenta"
"Zm00001eb206240"	"skyblue3"
"Zm00001eb416800"	"plum1"
"Zm00001eb143670"	"blue"
"Zm00001eb200130"	"lightgreen"
"Zm00001eb233640"	"brown"
"Zm00001eb102970"	"yellow"
"Zm00001eb246620"	"grey"
"Zm00001eb065630"	"green"
"Zm00001eb363840"	"blue"
"Zm00001eb346580"	"pink"
"Zm00001eb251100"	"paleturquoise"
"Zm00001eb155350"	"midnightblue"
"Zm00001eb058100"	"cyan"
"Zm00001eb031400"	"grey"
"Zm00001eb101100"	"green"
"Zm00001eb066690"	"black"
"Zm00001eb006920"	"red"
"Zm00001eb038920"	"black"
"Zm00001eb071140"	"purple"
"Zm00001eb293660"	"brown"
"Zm00001eb175490"	"brown"
"Zm00001eb095270"	"lightsteelblue1"
"Zm00001eb103730"	"grey"
"Zm00001eb327010"	"yellow"
"Zm00001eb064450"	"turquoise"
"Zm00001eb110250"	"brown"
"Zm00001eb200590"	"green"
"Zm00001eb253030"	"brown"
"Zm00001eb122410"	"blue"
"Zm00001eb162890"	"turquoise"
"Zm00001eb019420"	"tan"
"Zm00001eb434400"	"pink"
"Zm00001eb394360"	"brown"
"Zm00001eb113490"	"purple"
"Zm00001eb244130"	"lightgreen"
"Zm00001eb376730"	"magenta"
"Zm00001eb434370"	"green"
"Zm00001eb073880"	"magenta"
"Zm00001eb146660"	"blue"
"Zm00001eb013130"	"brown"
"Zm00001eb210120"	"turquoise"
"Zm00001eb384030"	"brown"
"Zm00001eb092840"	"turquoise"
"Zm00001eb423600"	"yellow"
"Zm00001eb430250"	"red"
"Zm00001eb186240"	"blue"
"Zm00001eb183320"	"yellow"
"Zm00001eb080780"	"green"
"Zm00001eb427480"	"green"
"Zm00001eb016250"	"darkred"
"Zm00001eb157580"	"turquoise"
"Zm00001eb026680"	"turquoise"
"Zm00001eb091620"	"red"
"Zm00001eb103560"	"yellow"
"Zm00001eb225500"	"salmon"
"Zm00001eb091640"	"skyblue"
"Zm00001eb161420"	"turquoise"
"Zm00001eb012040"	"brown"
"Zm00001eb067180"	"blue"
"Zm00001eb214950"	"orange"
"Zm00001eb358100"	"darkturquoise"
"Zm00001eb421340"	"blue"
"Zm00001eb232660"	"yellow"
"Zm00001eb291660"	"darkturquoise"
"Zm00001eb027880"	"violet"
"Zm00001eb273690"	"black"
"Zm00001eb004090"	"yellow"
"Zm00001eb217550"	"green"
"Zm00001eb102740"	"red"
"Zm00001eb294570"	"tan"
"Zm00001eb434470"	"skyblue3"
"Zm00001eb306680"	"blue"
"Zm00001eb201260"	"turquoise"
"Zm00001eb260870"	"yellow"
"Zm00001eb334910"	"blue"
"Zm00001eb023420"	"red"
"Zm00001eb042700"	"turquoise"
"Zm00001eb162030"	"brown"
"Zm00001eb015900"	"turquoise"
"Zm00001eb155280"	"yellow"
"Zm00001eb254590"	"brown"
"Zm00001eb032800"	"green"
"Zm00001eb221860"	"darkgreen"
"Zm00001eb096510"	"yellow"
"Zm00001eb357250"	"turquoise"
"Zm00001eb320810"	"plum2"
"Zm00001eb157540"	"turquoise"
"Zm00001eb239170"	"darkgreen"
"Zm00001eb127490"	"lightyellow"
"Zm00001eb179940"	"brown"
"Zm00001eb309160"	"green"
"Zm00001eb244770"	"grey"
"Zm00001eb298230"	"turquoise"
"Zm00001eb393660"	"yellow"
"Zm00001eb421930"	"black"
"Zm00001eb081120"	"yellow"
"Zm00001eb385980"	"darkolivegreen"
"Zm00001eb169360"	"greenyellow"
"Zm00001eb185340"	"red"
"Zm00001eb208190"	"green"
"Zm00001eb398220"	"black"
"Zm00001eb409630"	"turquoise"
"Zm00001eb399270"	"red"
"Zm00001eb363590"	"green"
"Zm00001eb015840"	"yellow"
"Zm00001eb199150"	"blue"
"Zm00001eb167230"	"red"
"Zm00001eb077870"	"grey60"
"Zm00001eb334260"	"grey"
"Zm00001eb407860"	"yellow"
"Zm00001eb146730"	"brown"
"Zm00001eb377000"	"pink"
"Zm00001eb405650"	"turquoise"
"Zm00001eb224360"	"darkslateblue"
"Zm00001eb403710"	"green"
"Zm00001eb205580"	"grey"
"Zm00001eb389830"	"sienna3"
"Zm00001eb012890"	"white"
"Zm00001eb015920"	"pink"
"Zm00001eb045200"	"green"
"Zm00001eb013240"	"turquoise"
"Zm00001eb137760"	"turquoise"
"Zm00001eb269870"	"turquoise"
"Zm00001eb051040"	"salmon"
"Zm00001eb389650"	"brown"
"Zm00001eb339190"	"blue"
"Zm00001eb003840"	"green"
"Zm00001eb398070"	"brown"
"Zm00001eb221740"	"turquoise"
"Zm00001eb327250"	"black"
"Zm00001eb136890"	"green"
"Zm00001eb186330"	"red"
"Zm00001eb042300"	"turquoise"
"Zm00001eb284200"	"green"
"Zm00001eb418860"	"blue"
"Zm00001eb426420"	"brown"
"Zm00001eb194220"	"turquoise"
"Zm00001eb369950"	"lightsteelblue1"
"Zm00001eb058970"	"green"
"Zm00001eb408640"	"turquoise"
"Zm00001eb054950"	"blue"
"Zm00001eb281490"	"yellow"
"Zm00001eb102050"	"darkturquoise"
"Zm00001eb053520"	"blue"
"Zm00001eb003540"	"black"
"Zm00001eb215000"	"black"
"Zm00001eb207060"	"grey"
"Zm00001eb046100"	"royalblue"
"Zm00001eb209490"	"pink"
"Zm00001eb292060"	"brown"
"Zm00001eb085760"	"brown"
"Zm00001eb159670"	"brown"
"Zm00001eb226040"	"lightcyan"
"Zm00001eb017000"	"lightyellow"
"Zm00001eb132300"	"pink"
"Zm00001eb205140"	"pink"
"Zm00001eb112630"	"blue"
"Zm00001eb149610"	"lightyellow"
"Zm00001eb386550"	"brown"
"Zm00001eb222060"	"brown"
"Zm00001eb264910"	"blue"
"Zm00001eb216610"	"salmon4"
"Zm00001eb143700"	"turquoise"
"Zm00001eb385870"	"brown"
"Zm00001eb382900"	"brown"
"Zm00001eb314840"	"greenyellow"
"Zm00001eb394430"	"yellow"
"Zm00001eb397650"	"cyan"
"Zm00001eb229410"	"red"
"Zm00001eb009510"	"grey"
"Zm00001eb393280"	"floralwhite"
"Zm00001eb115010"	"yellow"
"Zm00001eb023020"	"red"
"Zm00001eb225620"	"turquoise"
"Zm00001eb276520"	"brown"
"Zm00001eb151630"	"red"
"Zm00001eb282290"	"green"
"Zm00001eb425660"	"blue"
"Zm00001eb355540"	"yellow"
"Zm00001eb332710"	"brown"
"Zm00001eb187000"	"turquoise"
"Zm00001eb189860"	"brown"
"Zm00001eb427720"	"pink"
"Zm00001eb353700"	"black"
"Zm00001eb301140"	"darkred"
"Zm00001eb163130"	"pink"
"Zm00001eb242230"	"red"
"Zm00001eb289870"	"brown"
"Zm00001eb006180"	"royalblue"
"Zm00001eb075730"	"brown"
"Zm00001eb402460"	"red"
"Zm00001eb368030"	"green"
"Zm00001eb091420"	"purple"
"Zm00001eb287110"	"brown"
"Zm00001eb319350"	"midnightblue"
"Zm00001eb361410"	"plum1"
"Zm00001eb271220"	"brown"
"Zm00001eb093590"	"green"
"Zm00001eb110020"	"turquoise"
"Zm00001eb210860"	"turquoise"
"Zm00001eb145970"	"brown"
"Zm00001eb239070"	"magenta"
"Zm00001eb111960"	"tan"
"Zm00001eb238660"	"blue"
"Zm00001eb207120"	"grey"
"Zm00001eb324640"	"turquoise"
"Zm00001eb013870"	"turquoise"
"Zm00001eb200070"	"green"
"Zm00001eb084180"	"turquoise"
"Zm00001eb318150"	"grey"
"Zm00001eb109190"	"green"
"Zm00001eb103300"	"red"
"Zm00001eb144740"	"green"
"Zm00001eb064920"	"blue"
"Zm00001eb145640"	"brown"
"Zm00001eb212720"	"brown"
"Zm00001eb331000"	"brown"
"Zm00001eb198280"	"darkred"
"Zm00001eb189190"	"blue"
"Zm00001eb160600"	"midnightblue"
"Zm00001eb234920"	"blue"
"Zm00001eb149520"	"black"
"Zm00001eb195420"	"skyblue"
"Zm00001eb386640"	"yellow"
"Zm00001eb167300"	"white"
"Zm00001eb129710"	"bisque4"
"Zm00001eb198720"	"brown"
"Zm00001eb082860"	"magenta"
"Zm00001eb085680"	"brown"
"Zm00001eb238080"	"magenta"
"Zm00001eb352890"	"lightyellow"
"Zm00001eb173360"	"black"
"Zm00001eb190620"	"tan"
"Zm00001eb042120"	"turquoise"
"Zm00001eb052740"	"brown"
"Zm00001eb030640"	"black"
"Zm00001eb227090"	"black"
"Zm00001eb174310"	"green"
"Zm00001eb041240"	"grey"
"Zm00001eb128220"	"turquoise"
"Zm00001eb424420"	"blue"
"Zm00001eb108310"	"darkolivegreen"
"Zm00001eb402550"	"red"
"Zm00001eb284910"	"salmon"
"Zm00001eb049140"	"yellow"
"Zm00001eb080950"	"green"
"Zm00001eb353840"	"brown"
"Zm00001eb389190"	"brown"
"Zm00001eb156060"	"red"
"Zm00001eb224940"	"steelblue"
"Zm00001eb256880"	"black"
"Zm00001eb064140"	"brown"
"Zm00001eb363960"	"blue"
"Zm00001eb101380"	"purple"
"Zm00001eb331520"	"green"
"Zm00001eb276870"	"yellowgreen"
"Zm00001eb210630"	"turquoise"
"Zm00001eb199160"	"black"
"Zm00001eb129960"	"brown"
"Zm00001eb172580"	"blue"
"Zm00001eb001880"	"turquoise"
"Zm00001eb071490"	"darkgreen"
"Zm00001eb307290"	"grey"
"Zm00001eb006880"	"blue"
"Zm00001eb326330"	"darkturquoise"
"Zm00001eb230300"	"black"
"Zm00001eb350910"	"blue"
"Zm00001eb433440"	"green"
"Zm00001eb028280"	"yellow"
"Zm00001eb225020"	"turquoise"
"Zm00001eb063890"	"salmon"
"Zm00001eb044090"	"grey60"
"Zm00001eb380180"	"lightgreen"
"Zm00001eb398120"	"blue"
"Zm00001eb109660"	"brown"
"Zm00001eb226730"	"magenta"
"Zm00001eb329410"	"yellow"
"Zm00001eb227950"	"yellow"
"Zm00001eb151770"	"darkred"
"Zm00001eb408280"	"yellow"
"Zm00001eb044710"	"green"
"Zm00001eb016780"	"green"
"Zm00001eb270250"	"brown"
"Zm00001eb010070"	"sienna3"
"Zm00001eb294900"	"brown"
"Zm00001eb431710"	"red"
"Zm00001eb056960"	"yellow"
"Zm00001eb252660"	"yellow"
"Zm00001eb220090"	"brown"
"Zm00001eb341790"	"lightcyan"
"Zm00001eb325220"	"lightcyan"
"Zm00001eb130190"	"saddlebrown"
"Zm00001eb283890"	"orange"
"Zm00001eb034850"	"turquoise"
"Zm00001eb184930"	"red"
"Zm00001eb013980"	"black"
"Zm00001eb266020"	"lightyellow"
"Zm00001eb386560"	"red"
"Zm00001eb304110"	"brown"
"Zm00001eb029710"	"yellow"
"Zm00001eb273870"	"yellow"
"Zm00001eb182330"	"red"
"Zm00001eb021600"	"blue"
"Zm00001eb042760"	"brown"
"Zm00001eb310520"	"brown"
"Zm00001eb155950"	"darkturquoise"
"Zm00001eb171780"	"blue"
"Zm00001eb126980"	"magenta"
"Zm00001eb006870"	"blue"
"Zm00001eb042590"	"blue"
"Zm00001eb038670"	"blue"
"Zm00001eb311180"	"black"
"Zm00001eb294790"	"turquoise"
"Zm00001eb364680"	"green"
"Zm00001eb020330"	"purple"
"Zm00001eb278610"	"grey"
"Zm00001eb270080"	"green"
"Zm00001eb223490"	"green"
"Zm00001eb256960"	"black"
"Zm00001eb327110"	"pink"
"Zm00001eb067210"	"green"
"Zm00001eb258290"	"blue"
"Zm00001eb345060"	"black"
"Zm00001eb076640"	"blue"
"Zm00001eb070940"	"sienna3"
"Zm00001eb087950"	"blue"
"Zm00001eb073350"	"lightgreen"
"Zm00001eb290980"	"green"
"Zm00001eb297120"	"purple"
"Zm00001eb190960"	"brown"
"Zm00001eb176900"	"brown"
"Zm00001eb231570"	"orangered4"
"Zm00001eb338460"	"turquoise"
"Zm00001eb243750"	"darkmagenta"
"Zm00001eb258860"	"royalblue"
"Zm00001eb195600"	"grey"
"Zm00001eb351930"	"blue"
"Zm00001eb238800"	"black"
"Zm00001eb350280"	"black"
"Zm00001eb308770"	"tan"
"Zm00001eb043540"	"pink"
"Zm00001eb208840"	"green"
"Zm00001eb252840"	"turquoise"
"Zm00001eb285900"	"red"
"Zm00001eb309110"	"pink"
"Zm00001eb319730"	"darkred"
"Zm00001eb409770"	"turquoise"
"Zm00001eb028680"	"black"
"Zm00001eb176090"	"green"
"Zm00001eb184310"	"darkgreen"
"Zm00001eb317350"	"cyan"
"Zm00001eb309520"	"grey60"
"Zm00001eb343780"	"green"
"Zm00001eb094340"	"tan"
"Zm00001eb353760"	"turquoise"
"Zm00001eb375140"	"green"
"Zm00001eb317140"	"blue"
"Zm00001eb295460"	"turquoise"
"Zm00001eb224230"	"blue"
"Zm00001eb157150"	"pink"
"Zm00001eb107720"	"turquoise"
"Zm00001eb281450"	"plum1"
"Zm00001eb063430"	"steelblue"
"Zm00001eb267700"	"pink"
"Zm00001eb333380"	"blue"
"Zm00001eb139410"	"red"
"Zm00001eb211470"	"turquoise"
"Zm00001eb207450"	"royalblue"
"Zm00001eb045670"	"royalblue"
"Zm00001eb257120"	"turquoise"
"Zm00001eb153490"	"green"
"Zm00001eb344790"	"tan"
"Zm00001eb375710"	"red"
"Zm00001eb031340"	"green"
"Zm00001eb257290"	"yellow"
"Zm00001eb083200"	"green"
"Zm00001eb306220"	"yellow"
"Zm00001eb108220"	"brown4"
"Zm00001eb190150"	"yellow"
"Zm00001eb211480"	"brown4"
"Zm00001eb234190"	"green"
"Zm00001eb210350"	"sienna3"
"Zm00001eb434430"	"green"
"Zm00001eb418340"	"turquoise"
"Zm00001eb144250"	"purple"
"Zm00001eb242490"	"purple"
"Zm00001eb159160"	"black"
"Zm00001eb143150"	"yellow"
"Zm00001eb149420"	"green"
"Zm00001eb364070"	"grey"
"Zm00001eb337550"	"lightcyan"
"Zm00001eb343660"	"turquoise"
"Zm00001eb082220"	"blue"
"Zm00001eb125200"	"red"
"Zm00001eb159570"	"yellow"
"Zm00001eb183490"	"green"
"Zm00001eb258870"	"brown"
"Zm00001eb326610"	"lightyellow"
"Zm00001eb206350"	"turquoise"
"Zm00001eb041230"	"blue"
"Zm00001eb067730"	"pink"
"Zm00001eb066420"	"blue"
"Zm00001eb321200"	"lightyellow"
"Zm00001eb314020"	"darkgreen"
"Zm00001eb055640"	"green"
"Zm00001eb248950"	"plum2"
"Zm00001eb316620"	"blue"
"Zm00001eb023880"	"turquoise"
"Zm00001eb143890"	"red"
"Zm00001eb267090"	"red"
"Zm00001eb094350"	"tan"
"Zm00001eb354420"	"blue"
"Zm00001eb400160"	"black"
"Zm00001eb077550"	"blue"
"Zm00001eb169340"	"pink"
"Zm00001eb028420"	"greenyellow"
"Zm00001eb060730"	"grey"
"Zm00001eb068710"	"lightgreen"
"Zm00001eb278450"	"black"
"Zm00001eb267600"	"yellow"
"Zm00001eb279900"	"pink"
"Zm00001eb166800"	"green"
"Zm00001eb227760"	"brown"
"Zm00001eb188900"	"brown"
"Zm00001eb331340"	"brown"
"Zm00001eb049250"	"grey60"
"Zm00001eb061960"	"blue"
"Zm00001eb336900"	"green"
"Zm00001eb317990"	"yellow"
"Zm00001eb340490"	"lightyellow"
"Zm00001eb078100"	"brown"
"Zm00001eb131130"	"royalblue"
"Zm00001eb279210"	"turquoise"
"Zm00001eb394750"	"green"
"Zm00001eb175430"	"black"
"Zm00001eb419480"	"tan"
"Zm00001eb051170"	"green"
"Zm00001eb068620"	"purple"
"Zm00001eb275770"	"grey"
"Zm00001eb295910"	"brown"
"Zm00001eb420220"	"red"
"Zm00001eb133060"	"turquoise"
"Zm00001eb276590"	"salmon4"
"Zm00001eb345510"	"greenyellow"
"Zm00001eb098040"	"darkturquoise"
"Zm00001eb218140"	"green"
"Zm00001eb358690"	"black"
"Zm00001eb194690"	"darkturquoise"
"Zm00001eb315410"	"magenta"
"Zm00001eb107810"	"salmon"
"Zm00001eb370320"	"yellow"
"Zm00001eb434550"	"salmon"
"Zm00001eb022930"	"magenta"
"Zm00001eb248290"	"blue"
"Zm00001eb253500"	"black"
"Zm00001eb384280"	"turquoise"
"Zm00001eb125450"	"turquoise"
"Zm00001eb374150"	"magenta"
"Zm00001eb294640"	"thistle1"
"Zm00001eb312440"	"turquoise"
"Zm00001eb408960"	"blue"
"Zm00001eb039650"	"yellow"
"Zm00001eb236900"	"purple"
"Zm00001eb282410"	"yellow"
"Zm00001eb012710"	"red"
"Zm00001eb289450"	"salmon"
"Zm00001eb397550"	"turquoise"
"Zm00001eb321710"	"red"
"Zm00001eb041990"	"grey60"
"Zm00001eb110820"	"grey60"
"Zm00001eb230820"	"green"
"Zm00001eb173050"	"black"
"Zm00001eb287630"	"blue"
"Zm00001eb320430"	"pink"
"Zm00001eb078900"	"pink"
"Zm00001eb213190"	"midnightblue"
"Zm00001eb206030"	"turquoise"
"Zm00001eb360690"	"red"
"Zm00001eb077400"	"turquoise"
"Zm00001eb111360"	"green"
"Zm00001eb010360"	"violet"
"Zm00001eb230870"	"skyblue"
"Zm00001eb012920"	"lightgreen"
"Zm00001eb415450"	"magenta"
"Zm00001eb139400"	"magenta"
"Zm00001eb117070"	"lightyellow"
"Zm00001eb391630"	"orange"
"Zm00001eb259900"	"grey"
"Zm00001eb397290"	"brown"
"Zm00001eb106660"	"blue"
"Zm00001eb253200"	"ivory"
"Zm00001eb075740"	"black"
"Zm00001eb055650"	"turquoise"
"Zm00001eb425560"	"magenta"
"Zm00001eb003470"	"yellow"
"Zm00001eb066660"	"green"
"Zm00001eb150100"	"turquoise"
"Zm00001eb171410"	"turquoise"
"Zm00001eb305460"	"skyblue"
"Zm00001eb122990"	"saddlebrown"
"Zm00001eb427460"	"lightcyan1"
"Zm00001eb162800"	"turquoise"
"Zm00001eb303770"	"turquoise"
"Zm00001eb268080"	"lightcyan"
"Zm00001eb398830"	"darkred"
"Zm00001eb122040"	"greenyellow"
"Zm00001eb407800"	"yellow"
"Zm00001eb122960"	"black"
"Zm00001eb249130"	"darkorange"
"Zm00001eb221340"	"turquoise"
"Zm00001eb370650"	"yellow"
"Zm00001eb111810"	"red"
"Zm00001eb352700"	"ivory"
"Zm00001eb008650"	"black"
"Zm00001eb352250"	"grey60"
"Zm00001eb048800"	"purple"
"Zm00001eb064210"	"yellow"
"Zm00001eb224250"	"brown"
"Zm00001eb056510"	"brown"
"Zm00001eb065770"	"pink"
"Zm00001eb225030"	"plum1"
"Zm00001eb317460"	"pink"
"Zm00001eb428220"	"white"
"Zm00001eb361460"	"magenta"
"Zm00001eb266860"	"royalblue"
"Zm00001eb277410"	"darkorange"
"Zm00001eb253180"	"green"
"Zm00001eb347620"	"blue"
"Zm00001eb041250"	"grey"
"Zm00001eb388190"	"blue"
"Zm00001eb312260"	"darkorange"
"Zm00001eb150740"	"yellow"
"Zm00001eb170740"	"cyan"
"Zm00001eb389850"	"brown"
"Zm00001eb375250"	"yellow"
"Zm00001eb228070"	"brown"
"Zm00001eb126930"	"greenyellow"
"Zm00001eb010280"	"blue"
"Zm00001eb055230"	"grey"
"Zm00001eb286030"	"yellow"
"Zm00001eb335560"	"turquoise"
"Zm00001eb018670"	"red"
"Zm00001eb055210"	"green"
"Zm00001eb301430"	"pink"
"Zm00001eb017430"	"thistle2"
"Zm00001eb403920"	"green"
"Zm00001eb033440"	"black"
"Zm00001eb303380"	"red"
"Zm00001eb332870"	"turquoise"
"Zm00001eb008920"	"yellow"
"Zm00001eb256270"	"brown"
"Zm00001eb000190"	"green"
"Zm00001eb134290"	"brown"
"Zm00001eb135750"	"lightyellow"
"Zm00001eb357200"	"midnightblue"
"Zm00001eb356420"	"darkgreen"
"Zm00001eb033600"	"green"
"Zm00001eb228680"	"darkgrey"
"Zm00001eb067160"	"brown"
"Zm00001eb279860"	"turquoise"
"Zm00001eb328350"	"purple"
"Zm00001eb348400"	"brown"
"Zm00001eb363720"	"green"
"Zm00001eb397980"	"midnightblue"
"Zm00001eb410030"	"black"
"Zm00001eb067920"	"pink"
"Zm00001eb021760"	"brown"
"Zm00001eb115110"	"mediumpurple3"
"Zm00001eb326520"	"brown"
"Zm00001eb395750"	"plum2"
"Zm00001eb306360"	"brown"
"Zm00001eb013460"	"brown"
"Zm00001eb163260"	"green"
"Zm00001eb255680"	"darkred"
"Zm00001eb428080"	"greenyellow"
"Zm00001eb386190"	"turquoise"
"Zm00001eb051840"	"turquoise"
"Zm00001eb162920"	"green"
"Zm00001eb430470"	"blue"
"Zm00001eb394520"	"blue"
"Zm00001eb328460"	"brown"
"Zm00001eb282390"	"magenta"
"Zm00001eb004790"	"floralwhite"
"Zm00001eb175810"	"green"
"Zm00001eb176360"	"brown"
"Zm00001eb209380"	"brown"
"Zm00001eb003070"	"blue"
"Zm00001eb318710"	"red"
"Zm00001eb336810"	"magenta"
"Zm00001eb287500"	"green"
"Zm00001eb250300"	"brown"
"Zm00001eb148890"	"darkturquoise"
"Zm00001eb384690"	"turquoise"
"Zm00001eb243060"	"yellow"
"Zm00001eb243610"	"lightyellow"
"Zm00001eb055080"	"skyblue3"
"Zm00001eb321340"	"lightyellow"
"Zm00001eb005530"	"turquoise"
"Zm00001eb170240"	"brown"
"Zm00001eb233940"	"lightgreen"
"Zm00001eb168440"	"brown"
"Zm00001eb052260"	"brown"
"Zm00001eb350340"	"green"
"Zm00001eb411910"	"turquoise"
"Zm00001eb223050"	"red"
"Zm00001eb184540"	"blue"
"Zm00001eb209850"	"grey"
"Zm00001eb089650"	"yellow"
"Zm00001eb100310"	"yellow"
"Zm00001eb124800"	"skyblue"
"Zm00001eb172780"	"turquoise"
"Zm00001eb251930"	"turquoise"
"Zm00001eb066830"	"paleturquoise"
"Zm00001eb020170"	"red"
"Zm00001eb389870"	"black"
"Zm00001eb109960"	"grey"
"Zm00001eb258070"	"salmon"
"Zm00001eb384820"	"red"
"Zm00001eb044860"	"greenyellow"
"Zm00001eb237430"	"brown"
"Zm00001eb087090"	"darkgreen"
"Zm00001eb350710"	"pink"
"Zm00001eb220340"	"grey"
"Zm00001eb273360"	"black"
"Zm00001eb389440"	"red"
"Zm00001eb432950"	"darkorange2"
"Zm00001eb021260"	"turquoise"
"Zm00001eb237680"	"red"
"Zm00001eb260230"	"blue"
"Zm00001eb322440"	"brown"
"Zm00001eb171230"	"purple"
"Zm00001eb203990"	"red"
"Zm00001eb061610"	"magenta"
"Zm00001eb352870"	"brown"
"Zm00001eb140280"	"tan"
"Zm00001eb076160"	"red"
"Zm00001eb154220"	"pink"
"Zm00001eb003170"	"yellow"
"Zm00001eb345620"	"yellow"
"Zm00001eb212180"	"red"
"Zm00001eb377750"	"red"
"Zm00001eb063680"	"turquoise"
"Zm00001eb290360"	"darkred"
"Zm00001eb180790"	"tan"
"Zm00001eb206380"	"greenyellow"
"Zm00001eb433610"	"purple"
"Zm00001eb202130"	"blue"
"Zm00001eb029020"	"royalblue"
"Zm00001eb138710"	"blue"
"Zm00001eb349430"	"turquoise"
"Zm00001eb114970"	"blue"
"Zm00001eb172640"	"red"
"Zm00001eb141940"	"green"
"Zm00001eb394940"	"turquoise"
"Zm00001eb280980"	"grey"
"Zm00001eb366430"	"red"
"Zm00001eb294280"	"turquoise"
"Zm00001eb204230"	"skyblue"
"Zm00001eb214610"	"red"
"Zm00001eb279970"	"turquoise"
"Zm00001eb397260"	"magenta"
"Zm00001eb184450"	"blue"
"Zm00001eb378430"	"red"
"Zm00001eb418980"	"yellow"
"Zm00001eb230740"	"tan"
"Zm00001eb138080"	"turquoise"
"Zm00001eb113140"	"blue"
"Zm00001eb148620"	"black"
"Zm00001eb221130"	"darkred"
"Zm00001eb347670"	"blue"
"Zm00001eb350660"	"black"
"Zm00001eb224770"	"white"
"Zm00001eb380650"	"royalblue"
"Zm00001eb334480"	"greenyellow"
"Zm00001eb124960"	"purple"
"Zm00001eb207080"	"blue"
"Zm00001eb279290"	"cyan"
"Zm00001eb285640"	"black"
"Zm00001eb302370"	"grey"
"Zm00001eb021530"	"red"
"Zm00001eb007170"	"red"
"Zm00001eb064640"	"turquoise"
"Zm00001eb179660"	"lightgreen"
"Zm00001eb058470"	"black"
"Zm00001eb421940"	"brown"
"Zm00001eb145730"	"brown"
"Zm00001eb169050"	"blue"
"Zm00001eb334740"	"grey60"
"Zm00001eb280200"	"turquoise"
"Zm00001eb208060"	"grey60"
"Zm00001eb219300"	"turquoise"
"Zm00001eb324300"	"lightyellow"
"Zm00001eb378990"	"blue"
"Zm00001eb325810"	"green"
"Zm00001eb335820"	"darkturquoise"
"Zm00001eb045660"	"yellow"
