ENSEMBL_GeneID,C_6_Tol_1,C_6_Tol_2,T_6_Tol_1,T_6_Tol_2
Zm00001eb064100,695,739,1196,1162
Zm00001eb064110,6,8,10,6
Zm00001eb064120,3180,3214,3124,3080
Zm00001eb064130,67,78,67,68
Zm00001eb064140,374,408,654,654
Zm00001eb064160,1,1,0,0
Zm00001eb064170,3,3,1,8
Zm00001eb064180,116,114,92,109
Zm00001eb064190,209,213,175,176
Zm00001eb064200,1,1,0,3
Zm00001eb064210,516,523,565,601
Zm00001eb064230,74,81,73,82
Zm00001eb064240,0,0,0,0
Zm00001eb064260,0,0,0,0
Zm00001eb064270,162,193,221,203
Zm00001eb064300,486,454,496,528
Zm00001eb064310,1142,1108,2068,2131
Zm00001eb064320,0,0,0,0
Zm00001eb064330,0,0,4,0
Zm00001eb064340,157,192,186,210
Zm00001eb064350,163,145,66,63
Zm00001eb064360,1,1,2,2
Zm00001eb064370,0,5,9,6
Zm00001eb064380,175,180,303,308
Zm00001eb064390,840,836,1057,1048
Zm00001eb064400,1386,1312,1638,1619
Zm00001eb064410,115,104,111,115
Zm00001eb064420,301,299,358,340
Zm00001eb064430,0,0,0,0
Zm00001eb064440,65,65,57,46
Zm00001eb064450,736,770,1065,1001
Zm00001eb064460,151,131,234,238
Zm00001eb064470,157,128,212,181
Zm00001eb064480,190,184,132,124
Zm00001eb064490,0,0,0,0
Zm00001eb064500,0,0,0,0
Zm00001eb064510,25,25,8,18
Zm00001eb064520,139,155,143,137
Zm00001eb064530,419,421,620,636
Zm00001eb064540,262,294,171,182
Zm00001eb064550,340,307,197,231
Zm00001eb064560,11,6,6,1
Zm00001eb064570,1072,1059,1931,1874
Zm00001eb064580,1478,1544,2517,2361
Zm00001eb064590,209,198,288,304
Zm00001eb064600,607,598,902,876
Zm00001eb064610,16,21,14,17
Zm00001eb064620,901,1044,912,943
Zm00001eb064630,240,247,118,134
Zm00001eb064640,362,347,234,248
Zm00001eb064650,912,872,789,811
Zm00001eb064660,33,42,16,21
Zm00001eb064670,179,163,154,184
Zm00001eb064680,1217,1167,1529,1476
Zm00001eb064690,289,294,151,178
Zm00001eb064700,5,5,1,3
Zm00001eb064710,372,355,466,447
Zm00001eb064730,78,74,75,70
Zm00001eb064740,172,190,112,148
Zm00001eb064750,61,71,55,61
Zm00001eb064770,418,471,661,664
Zm00001eb064780,40,54,79,76
Zm00001eb064790,242,220,330,312
Zm00001eb064800,226,214,130,142
Zm00001eb064810,458,517,975,977
Zm00001eb064820,8,7,5,4
Zm00001eb064830,682,659,1313,1315
Zm00001eb064840,248,232,415,418
Zm00001eb064850,804,752,1022,992
Zm00001eb064860,696,687,1127,1169
Zm00001eb064870,451,437,393,445
Zm00001eb064880,6,10,3,8
Zm00001eb064890,121,142,83,83
Zm00001eb064900,0,0,0,0
Zm00001eb064910,135,104,61,61
Zm00001eb064920,602,578,910,926
Zm00001eb064930,338,332,410,444
Zm00001eb064940,305,359,273,322
Zm00001eb064950,0,0,0,0
Zm00001eb064960,0,0,0,0
Zm00001eb064970,0,0,0,0
Zm00001eb064980,0,0,0,0
Zm00001eb064990,94,89,96,105
Zm00001eb065000,170,160,227,195
Zm00001eb065010,25,25,20,24
Zm00001eb065020,1,12,6,3
Zm00001eb065030,39,35,48,53
Zm00001eb065040,0,0,0,0
Zm00001eb065050,3,1,0,0
Zm00001eb065070,9,7,9,7
Zm00001eb065080,1499,1569,1696,1620
Zm00001eb065090,319,297,399,344
Zm00001eb065100,41,43,19,24
Zm00001eb065120,479,467,72,92
Zm00001eb065130,139,135,141,166
Zm00001eb065140,66,62,78,68
Zm00001eb065150,2,1,1,5
Zm00001eb065160,860,856,673,681
Zm00001eb065170,0,0,0,0
Zm00001eb065180,0,0,0,0
Zm00001eb065190,0,0,1,3
Zm00001eb065200,0,0,0,0
Zm00001eb065210,412,399,19,14
Zm00001eb065250,57,69,57,64
Zm00001eb065260,4,6,8,1
Zm00001eb065270,0,2,1,0
Zm00001eb065280,419,453,469,482
Zm00001eb065290,2,2,6,6
Zm00001eb065300,1368,1306,1237,1263
Zm00001eb065310,105,98,84,84
Zm00001eb065320,24,27,20,13
Zm00001eb065330,22,13,32,38
Zm00001eb065340,620,666,461,451
Zm00001eb065350,0,0,0,0
Zm00001eb065360,148,152,170,188
Zm00001eb065370,0,0,0,0
Zm00001eb065380,591,635,906,918
Zm00001eb065390,861,897,1344,1278
Zm00001eb065400,1,4,3,4
Zm00001eb065410,2,0,0,0
Zm00001eb065420,66,72,77,93
Zm00001eb065430,0,0,0,0
Zm00001eb065440,0,0,0,0
Zm00001eb065450,68,69,62,67
Zm00001eb065460,434,397,470,496
Zm00001eb065470,0,0,0,0
Zm00001eb065490,0,0,0,0
Zm00001eb065500,1,0,0,0
Zm00001eb065510,321,360,414,411
Zm00001eb065520,657,625,798,817
Zm00001eb065530,0,0,0,0
Zm00001eb065540,9,7,3,1
Zm00001eb065550,272,265,261,250
Zm00001eb065560,177,153,149,174
Zm00001eb065570,924,898,939,917
Zm00001eb065580,324,318,374,375
Zm00001eb065590,0,0,0,0
Zm00001eb065610,116,113,131,135
Zm00001eb065620,31,37,24,14
Zm00001eb065630,582,590,462,431
Zm00001eb065640,0,0,0,0
Zm00001eb065650,12,18,9,12
Zm00001eb065660,19,14,7,2
Zm00001eb065670,0,0,0,0
Zm00001eb065680,0,0,0,0
Zm00001eb065690,0,0,0,0
Zm00001eb065700,0,0,0,0
Zm00001eb065710,187,201,313,310
Zm00001eb065720,824,826,1066,1077
Zm00001eb065730,28,36,32,25
Zm00001eb065740,57,59,26,17
Zm00001eb065750,1401,1387,2055,2159
Zm00001eb065760,322,284,260,269
Zm00001eb065770,510,490,694,669
Zm00001eb065780,1097,1112,1333,1325
Zm00001eb065790,917,926,1405,1333
Zm00001eb065800,471,469,636,555
Zm00001eb065810,92,96,64,71
Zm00001eb065820,46,46,25,26
Zm00001eb065830,0,0,0,0
Zm00001eb065850,198,201,299,307
Zm00001eb065860,141,156,283,285
Zm00001eb065870,689,649,751,687
Zm00001eb065890,1206,1215,1585,1467
Zm00001eb065900,72,79,78,83
Zm00001eb065910,0,1,1,7
Zm00001eb065920,60,67,49,51
Zm00001eb065930,109,102,102,125
Zm00001eb065940,464,415,428,424
Zm00001eb065950,550,563,387,395
Zm00001eb065970,129,114,130,142
Zm00001eb065980,0,0,0,0
Zm00001eb066000,208,190,167,129
Zm00001eb066010,161,136,164,156
Zm00001eb066020,118,125,123,133
Zm00001eb066030,27,21,40,62
Zm00001eb066050,15,13,11,15
Zm00001eb066060,0,0,0,0
Zm00001eb066070,0,0,0,0
Zm00001eb066080,1,1,0,0
Zm00001eb066090,1,1,1,0
Zm00001eb066100,12,8,31,28
Zm00001eb066110,174,140,218,260
Zm00001eb066120,1,0,0,1
Zm00001eb066130,92,76,63,45
Zm00001eb066140,287,255,233,195
Zm00001eb066150,1217,1317,1164,1084
Zm00001eb066160,15,10,16,3
Zm00001eb066180,178,191,257,261
Zm00001eb066190,668,695,750,699
Zm00001eb066210,96,97,92,95
Zm00001eb066220,1,1,0,0
Zm00001eb066230,1291,1255,1776,1705
Zm00001eb066250,106,81,133,121
Zm00001eb066260,403,402,420,443
Zm00001eb066270,67,67,77,64
Zm00001eb066290,0,0,0,0
Zm00001eb066300,0,0,0,0
Zm00001eb066310,14,8,6,14
Zm00001eb066320,78,80,53,66
Zm00001eb066330,240,264,298,287
Zm00001eb066340,11,12,8,13
Zm00001eb066350,797,866,930,941
Zm00001eb066360,124,109,108,124
Zm00001eb066370,5704,5752,4611,4768
Zm00001eb066380,0,3,0,1
Zm00001eb066390,0,0,0,0
Zm00001eb066400,3,7,5,6
Zm00001eb066410,1,1,3,3
Zm00001eb066420,559,544,608,603
Zm00001eb066430,0,0,0,0
Zm00001eb066440,8,5,17,10
Zm00001eb066460,133,102,104,109
Zm00001eb066470,251,276,268,248
Zm00001eb066480,445,424,99,125
Zm00001eb066490,16,5,6,5
Zm00001eb066500,0,0,0,0
Zm00001eb066510,708,737,885,929
Zm00001eb066520,14,10,37,23
Zm00001eb066530,225,221,274,269
Zm00001eb066540,84,85,104,108
Zm00001eb066550,91,84,60,43
Zm00001eb066560,125,146,152,146
Zm00001eb066570,18,29,20,22
Zm00001eb066580,297,330,434,481
Zm00001eb066590,482,512,719,690
Zm00001eb066600,55,57,32,48
Zm00001eb066610,343,335,228,258
Zm00001eb066620,131,133,142,148
Zm00001eb066630,184,175,143,169
Zm00001eb066640,935,953,1596,1519
Zm00001eb066650,426,379,688,749
Zm00001eb066660,619,608,420,446
Zm00001eb066670,1194,1092,1892,1919
Zm00001eb066680,1146,1149,721,675
Zm00001eb066690,675,652,722,734
Zm00001eb066700,0,0,0,0
Zm00001eb066710,0,0,0,0
Zm00001eb066720,1,0,1,5
Zm00001eb066730,58,51,65,54
Zm00001eb066740,0,0,0,0
Zm00001eb066750,0,0,0,0
Zm00001eb066760,4,3,0,1
Zm00001eb066770,15,16,18,15
Zm00001eb066780,987,942,1051,1013
Zm00001eb066790,947,909,1092,1085
Zm00001eb066800,68,82,87,85
Zm00001eb066810,735,718,1039,1134
Zm00001eb066820,340,325,578,635
Zm00001eb066830,497,538,545,588
Zm00001eb066840,464,498,815,850
Zm00001eb066850,24,27,14,21
Zm00001eb066860,385,362,352,358
Zm00001eb066870,173,138,224,232
Zm00001eb066880,3,0,0,2
Zm00001eb066890,66,60,109,126
Zm00001eb066900,150,151,216,218
Zm00001eb066910,59,51,55,53
Zm00001eb066920,201,176,207,216
Zm00001eb066930,0,0,1,0
Zm00001eb066940,4412,4297,5671,5805
Zm00001eb066950,451,449,272,288
Zm00001eb066960,496,502,472,485
Zm00001eb066970,66,69,39,30
Zm00001eb066980,219,175,321,338
Zm00001eb066990,216,173,274,276
Zm00001eb067000,66,47,88,91
Zm00001eb067010,216,213,362,419
Zm00001eb067030,4,2,0,1
Zm00001eb067040,91,73,156,149
Zm00001eb067060,0,0,3,0
Zm00001eb067080,586,561,604,553
Zm00001eb067090,38,32,54,28
Zm00001eb067110,1,0,1,0
Zm00001eb067120,0,0,0,0
Zm00001eb067130,750,683,1364,1270
Zm00001eb067140,2,5,9,10
Zm00001eb067150,338,331,440,445
Zm00001eb067160,416,397,635,662
Zm00001eb067170,1,0,1,1
Zm00001eb067180,662,650,851,871
Zm00001eb067190,23,13,28,22
Zm00001eb067200,228,231,189,220
Zm00001eb067210,503,465,716,749
Zm00001eb067220,206,187,317,320
Zm00001eb067230,299,291,339,338
Zm00001eb067240,0,0,0,0
Zm00001eb067250,23,16,18,19
Zm00001eb067260,6,11,19,15
Zm00001eb067270,147,143,126,127
Zm00001eb067280,445,406,441,484
Zm00001eb067290,117,110,65,82
Zm00001eb067310,1,1,0,2
Zm00001eb067320,89,94,65,76
Zm00001eb067330,22,32,29,32
Zm00001eb067340,232,199,329,317
Zm00001eb067350,1366,1481,1740,1842
Zm00001eb067360,0,0,0,1
Zm00001eb067370,1084,1190,1236,1213
Zm00001eb067380,372,338,4,3
Zm00001eb067390,0,0,0,0
Zm00001eb067400,0,0,0,0
Zm00001eb067410,1263,1252,1508,1499
Zm00001eb067420,42,43,48,56
Zm00001eb067430,73,98,78,61
Zm00001eb067440,1162,1076,1661,1692
Zm00001eb067450,419,464,635,648
Zm00001eb067460,253,288,167,206
Zm00001eb067470,3,10,8,2
Zm00001eb067480,90,86,98,108
Zm00001eb067490,121,112,122,148
Zm00001eb067500,129,134,167,194
Zm00001eb067510,0,4,3,1
Zm00001eb067520,0,0,0,0
Zm00001eb067530,1394,1397,1414,1427
Zm00001eb067540,15,11,27,30
Zm00001eb067550,1407,1467,1833,1825
Zm00001eb067560,148,136,158,138
Zm00001eb067570,98,108,161,165
Zm00001eb067580,376,374,496,475
Zm00001eb067590,236,216,228,226
Zm00001eb067600,126,99,100,96
Zm00001eb067610,814,741,885,971
Zm00001eb067620,505,453,811,761
Zm00001eb067630,6,7,3,7
Zm00001eb067640,3,3,2,2
Zm00001eb067650,128,148,153,149
Zm00001eb067660,70,70,87,101
Zm00001eb067680,5,3,4,1
Zm00001eb067690,68,73,62,74
Zm00001eb067700,2106,2138,2642,2654
Zm00001eb067710,1461,1487,1577,1535
Zm00001eb067720,867,840,760,650
Zm00001eb067730,389,423,787,785
Zm00001eb067740,0,9,1,7
Zm00001eb067750,5591,5648,4553,4446
Zm00001eb067760,0,0,0,0
Zm00001eb067770,0,0,0,0
Zm00001eb067780,0,0,0,0
Zm00001eb067790,0,0,0,0
Zm00001eb067800,6,3,1,1
Zm00001eb067810,286,312,295,305
Zm00001eb067820,25,20,11,11
Zm00001eb067840,7,9,9,6
Zm00001eb067850,0,0,3,0
Zm00001eb067860,64,53,19,34
Zm00001eb067870,1,0,2,1
Zm00001eb067880,36,28,42,34
Zm00001eb067890,13,20,31,43
Zm00001eb067900,83,65,39,30
Zm00001eb067910,296,336,187,214
Zm00001eb067920,609,590,545,540
Zm00001eb067930,0,0,0,0
Zm00001eb067940,0,0,0,0
Zm00001eb067950,0,0,3,2
Zm00001eb067960,2707,2682,3296,3292
Zm00001eb067970,0,0,0,0
Zm00001eb067980,122,108,162,180
Zm00001eb067990,0,0,0,0
Zm00001eb068000,220,237,216,248
Zm00001eb068020,790,772,1265,1275
Zm00001eb068030,5,6,1,2
Zm00001eb068040,1606,1583,2471,2453
Zm00001eb068050,458,486,620,577
Zm00001eb068060,0,0,0,0
Zm00001eb068070,0,0,0,0
Zm00001eb068080,0,0,0,0
Zm00001eb068100,237,229,335,379
Zm00001eb068110,821,825,1363,1414
Zm00001eb068120,391,367,848,818
Zm00001eb068130,229,202,339,344
Zm00001eb068140,1,0,2,0
Zm00001eb068150,0,0,0,0
Zm00001eb068160,112,128,125,120
Zm00001eb068170,1,4,1,3
Zm00001eb068210,13,7,6,5
Zm00001eb068220,0,0,0,0
Zm00001eb068230,0,0,0,0
Zm00001eb068240,560,533,533,490
Zm00001eb068250,0,0,0,0
Zm00001eb068260,0,0,0,0
Zm00001eb068270,906,893,1063,1111
Zm00001eb068280,437,423,418,420
Zm00001eb068290,218,262,338,332
Zm00001eb068300,46,44,29,22
Zm00001eb068310,11,12,1,1
Zm00001eb068320,4,2,1,2
Zm00001eb068330,59,63,116,102
Zm00001eb068340,97,119,120,136
Zm00001eb068350,108,109,277,271
Zm00001eb068360,3,2,0,2
Zm00001eb068370,73,70,49,43
Zm00001eb068380,0,0,0,0
Zm00001eb068390,277,252,326,284
Zm00001eb068400,6794,6628,5352,5355
Zm00001eb068410,385,394,325,326
Zm00001eb068420,0,0,0,0
Zm00001eb068430,0,0,0,0
Zm00001eb068440,169,174,122,139
Zm00001eb068460,397,359,613,595
Zm00001eb068470,17,12,54,54
Zm00001eb068480,4,1,28,27
Zm00001eb068500,0,1,0,0
Zm00001eb068510,12,20,8,9
Zm00001eb068520,154,135,235,262
Zm00001eb068530,283,314,959,940
Zm00001eb068540,572,567,821,801
Zm00001eb068550,108,84,131,107
Zm00001eb068560,12,17,26,24
Zm00001eb068570,169,147,161,152
Zm00001eb068580,372,427,293,324
Zm00001eb068590,55,63,67,94
Zm00001eb068600,377,410,333,335
Zm00001eb068610,2,3,3,4
Zm00001eb068620,654,707,405,432
Zm00001eb068630,192,182,243,280
Zm00001eb068640,250,300,338,363
Zm00001eb068650,69,63,24,23
Zm00001eb068660,464,480,690,673
Zm00001eb068670,112,115,96,115
Zm00001eb068680,24,17,61,59
Zm00001eb068700,1,2,0,0
Zm00001eb068710,580,595,687,666
Zm00001eb068720,20,18,5,5
Zm00001eb068730,15,15,24,23
Zm00001eb068750,0,0,0,0
Zm00001eb068760,305,331,382,307
Zm00001eb068770,679,638,713,669
Zm00001eb068780,1492,1510,2152,2104
Zm00001eb068790,0,0,1,1
Zm00001eb068810,0,0,0,0
Zm00001eb068820,6,9,9,9
Zm00001eb068830,19,18,14,14
Zm00001eb068840,1,3,1,2
Zm00001eb068850,2,5,8,6
Zm00001eb068860,199,195,339,319
Zm00001eb068870,0,0,0,0
Zm00001eb068880,310,363,207,202
Zm00001eb068890,15,8,6,10
Zm00001eb068900,9,3,1,2
Zm00001eb068910,953,1042,1061,1024
Zm00001eb068930,0,1,3,6
Zm00001eb068940,0,0,0,0
Zm00001eb068950,0,0,1,0
Zm00001eb068960,912,937,1070,1076
Zm00001eb068970,0,0,0,0
Zm00001eb068980,500,466,435,436
Zm00001eb068990,7,16,14,13
Zm00001eb069000,125,136,140,145
Zm00001eb069010,72,71,60,69
Zm00001eb069020,29,26,14,27
Zm00001eb069030,0,0,0,0
Zm00001eb069040,215,221,332,335
Zm00001eb069050,39,37,43,44
Zm00001eb069060,0,0,3,0
Zm00001eb069070,210,196,231,225
Zm00001eb069080,32,19,47,40
Zm00001eb069090,13,17,39,33
Zm00001eb069100,0,0,0,0
Zm00001eb069110,0,0,0,0
Zm00001eb069120,257,253,253,262
Zm00001eb069130,932,920,969,957
Zm00001eb069140,203,217,214,223
Zm00001eb069150,9,6,4,7
Zm00001eb069160,266,261,505,498
Zm00001eb069180,3,7,17,20
Zm00001eb069190,48,50,42,49
Zm00001eb069200,448,465,505,538
Zm00001eb069210,91,89,105,133
Zm00001eb069220,249,288,359,358
Zm00001eb069230,0,0,0,0
Zm00001eb069240,0,1,0,0
Zm00001eb069250,0,0,0,0
Zm00001eb069260,287,290,270,277
Zm00001eb069270,104,140,136,129
Zm00001eb069280,1279,1221,2070,2101
Zm00001eb069290,408,483,522,524
Zm00001eb069300,9,13,3,5
Zm00001eb069310,357,393,41,38
Zm00001eb069320,498,514,60,79
Zm00001eb069330,1795,1647,1070,1088
Zm00001eb069350,290,310,447,430
Zm00001eb069360,67,69,33,32
Zm00001eb069370,28,26,26,22
Zm00001eb069380,49,62,42,43
Zm00001eb069390,968,946,999,981
Zm00001eb069400,9,10,12,13
Zm00001eb069410,8,12,4,2
Zm00001eb069420,832,926,786,821
Zm00001eb069440,8,2,15,27
Zm00001eb069450,8,1,2,1
Zm00001eb069460,13,10,8,11
Zm00001eb069470,0,0,0,0
Zm00001eb069480,1,0,0,0
Zm00001eb069490,13,24,22,34
Zm00001eb069500,578,640,761,786
Zm00001eb069510,1,0,0,0
Zm00001eb069520,16,14,9,2
Zm00001eb069530,5,15,3,7
Zm00001eb069540,6,1,10,3
Zm00001eb069550,0,2,0,0
Zm00001eb069560,0,0,0,0
Zm00001eb069570,207,218,195,181
Zm00001eb069580,165,153,272,230
Zm00001eb069590,0,0,0,0
Zm00001eb069600,1043,1058,1370,1411
Zm00001eb069610,9,9,12,10
Zm00001eb069620,501,547,764,701
Zm00001eb069630,177,177,507,516
Zm00001eb069640,201,198,254,291
Zm00001eb069650,0,0,0,0
Zm00001eb069670,1,4,0,1
Zm00001eb069680,0,0,0,0
Zm00001eb069690,2,1,1,1
Zm00001eb069700,257,301,353,377
Zm00001eb069710,0,0,0,0
Zm00001eb069720,0,0,0,0
Zm00001eb069730,0,0,0,0
Zm00001eb069740,0,0,0,0
Zm00001eb069750,0,0,0,0
Zm00001eb069770,7,5,1,2
Zm00001eb069780,0,0,3,0
Zm00001eb069790,0,0,0,0
Zm00001eb069800,0,0,0,0
Zm00001eb069810,0,0,0,0
Zm00001eb069820,2,0,1,1
Zm00001eb069840,2,3,1,0
Zm00001eb069850,0,0,0,0
Zm00001eb069860,0,0,1,4
Zm00001eb069870,0,1,0,0
Zm00001eb069880,9,8,4,1
Zm00001eb069890,4,7,1,0
Zm00001eb069900,0,0,0,0
Zm00001eb069910,0,0,0,0
Zm00001eb069920,0,0,0,0
Zm00001eb069930,1,0,1,0
Zm00001eb069940,0,0,0,0
Zm00001eb069950,0,0,0,0
Zm00001eb069960,0,0,0,0
Zm00001eb069970,0,0,0,0
Zm00001eb069980,0,0,0,0
Zm00001eb069990,0,0,0,0
Zm00001eb070000,3,1,0,0
Zm00001eb070010,0,0,0,0
Zm00001eb070020,1,1,2,0
Zm00001eb070030,3,4,4,6
Zm00001eb070040,10,10,9,12
Zm00001eb070050,156,163,170,175
Zm00001eb070060,448,428,349,392
Zm00001eb070070,0,0,0,0
Zm00001eb070080,0,0,0,0
Zm00001eb070100,501,520,468,436
Zm00001eb070110,197,149,289,272
Zm00001eb070120,302,294,439,509
Zm00001eb070130,2304,2238,3725,3739
Zm00001eb070140,0,0,1,2
Zm00001eb070150,759,822,1011,992
Zm00001eb070160,0,0,1,0
Zm00001eb070170,12,9,26,18
Zm00001eb070180,1184,1207,1364,1359
Zm00001eb070190,321,298,295,307
Zm00001eb070200,1092,1117,1709,1618
Zm00001eb070220,13,19,27,28
Zm00001eb070230,294,293,319,292
Zm00001eb070240,1170,1114,1283,1246
Zm00001eb070250,1521,1584,1699,1703
Zm00001eb070260,428,467,738,772
Zm00001eb070270,209,195,189,184
Zm00001eb070280,2146,2157,2585,2621
Zm00001eb070290,1,2,2,1
Zm00001eb070300,0,0,0,0
Zm00001eb070310,1696,1668,1395,1463
Zm00001eb070320,73,72,48,44
Zm00001eb070330,0,0,2,2
Zm00001eb070340,6,7,13,3
Zm00001eb070350,3,5,8,8
Zm00001eb070360,1238,1209,2030,2086
Zm00001eb070390,235,233,290,295
Zm00001eb070400,6715,6613,9104,9305
Zm00001eb070410,77,73,101,89
Zm00001eb070420,2,4,3,13
Zm00001eb070430,1049,1165,1861,1845
Zm00001eb070440,0,0,0,0
Zm00001eb070450,135,119,99,78
Zm00001eb070460,45,29,19,24
Zm00001eb070480,415,417,541,541
Zm00001eb070490,17,7,8,23
Zm00001eb070500,61,50,75,76
Zm00001eb070510,122,106,72,62
Zm00001eb070520,92,113,89,97
Zm00001eb070540,0,1,2,1
Zm00001eb070550,802,805,905,931
Zm00001eb070560,9,7,13,20
Zm00001eb070570,304,310,380,422
Zm00001eb070580,0,0,2,2
Zm00001eb070600,49,57,29,20
Zm00001eb070610,0,0,0,0
Zm00001eb070620,0,0,0,0
Zm00001eb070630,0,0,0,0
Zm00001eb070640,0,0,1,0
Zm00001eb070660,1,0,0,3
Zm00001eb070670,0,0,1,0
Zm00001eb070680,1,4,0,1
Zm00001eb070690,0,0,0,0
Zm00001eb070700,31,36,29,28
Zm00001eb070720,34,27,35,23
Zm00001eb070730,510,468,497,493
Zm00001eb070740,75,81,127,138
Zm00001eb070750,105,103,70,65
Zm00001eb070760,98,91,87,90
Zm00001eb070770,116,98,83,78
Zm00001eb070780,308,304,567,560
Zm00001eb070790,813,783,782,752
Zm00001eb070800,0,0,0,0
Zm00001eb070810,23,22,24,21
Zm00001eb070820,920,968,758,787
Zm00001eb070830,9,10,7,8
Zm00001eb070840,3427,3508,5434,5489
Zm00001eb070860,1226,1186,2135,2047
Zm00001eb070880,2,1,1,1
Zm00001eb070890,66,59,90,88
Zm00001eb070900,129,146,134,133
Zm00001eb070910,157,138,217,226
Zm00001eb070920,1040,1091,1197,1214
Zm00001eb070930,0,7,3,2
Zm00001eb070940,574,602,725,740
Zm00001eb070950,4348,4226,8757,8479
Zm00001eb070960,453,406,497,489
Zm00001eb070970,82,94,125,103
Zm00001eb070980,661,684,892,855
Zm00001eb071010,15,18,5,6
Zm00001eb071020,365,381,611,626
Zm00001eb071030,66,60,57,54
Zm00001eb071040,681,650,501,426
Zm00001eb071050,254,229,82,63
Zm00001eb071060,20,25,29,37
Zm00001eb071070,144,166,144,149
Zm00001eb071080,2,4,5,8
Zm00001eb071090,6,1,0,1
Zm00001eb071100,234,256,473,429
Zm00001eb071110,3318,3365,2469,2494
Zm00001eb071120,136,145,198,218
Zm00001eb071130,63,45,85,79
Zm00001eb071140,802,724,543,501
Zm00001eb071150,406,419,417,481
Zm00001eb071160,10,12,3,11
Zm00001eb071170,205,188,204,169
Zm00001eb071180,1,2,2,1
Zm00001eb071190,38,45,52,68
Zm00001eb071200,0,0,0,0
Zm00001eb071210,1066,1054,1065,1028
Zm00001eb071220,0,0,0,0
Zm00001eb071230,6,8,3,4
Zm00001eb071240,224,203,221,246
Zm00001eb071250,139,132,114,106
Zm00001eb071280,320,281,341,320
Zm00001eb071290,26,22,32,31
Zm00001eb071300,1386,1335,2210,2150
Zm00001eb071310,5,15,24,33
Zm00001eb071320,0,0,0,0
Zm00001eb071330,0,0,0,0
Zm00001eb071340,0,0,0,0
Zm00001eb071350,12,8,17,13
Zm00001eb071360,362,343,400,388
Zm00001eb071370,42,52,150,146
Zm00001eb071380,0,0,0,0
Zm00001eb071390,220,232,292,293
Zm00001eb071400,153,152,173,152
Zm00001eb071410,0,0,0,0
Zm00001eb071420,0,0,0,0
Zm00001eb071430,86,56,62,56
Zm00001eb071440,76,77,93,106
Zm00001eb071460,526,507,839,814
Zm00001eb071470,136,132,108,107
Zm00001eb071480,1079,1055,1846,1711
Zm00001eb071490,453,472,648,634
Zm00001eb071500,716,786,1184,1184
Zm00001eb071510,23,21,10,16
Zm00001eb071530,3,4,4,4
Zm00001eb071540,1430,1397,3175,3101
Zm00001eb071550,314,294,234,215
Zm00001eb071570,9,12,2,2
Zm00001eb071580,37,49,49,50
Zm00001eb071590,233,229,211,236
Zm00001eb071600,131,152,285,262
Zm00001eb071610,0,0,0,0
Zm00001eb071620,1,0,0,0
Zm00001eb071630,0,2,5,4
Zm00001eb071640,37,30,53,48
Zm00001eb071650,203,186,555,561
Zm00001eb071660,10,8,7,13
Zm00001eb071670,0,0,0,0
Zm00001eb071680,0,0,0,0
Zm00001eb071700,20,21,0,6
Zm00001eb071710,30,55,74,76
Zm00001eb071720,1164,1169,1336,1323
Zm00001eb071730,145,184,324,380
Zm00001eb071740,86,97,129,130
Zm00001eb071750,30,19,19,24
Zm00001eb071760,379,395,469,444
Zm00001eb071770,144,127,142,151
Zm00001eb071780,11,7,21,8
Zm00001eb071790,1,0,1,3
Zm00001eb071800,626,581,419,368
Zm00001eb071810,0,0,0,0
Zm00001eb071820,460,470,569,580
Zm00001eb071830,303,246,378,388
Zm00001eb071850,7,8,11,13
Zm00001eb071860,479,449,649,601
Zm00001eb071870,17,21,47,47
Zm00001eb071880,18,20,14,9
Zm00001eb071890,105,102,119,112
Zm00001eb071900,5,4,2,5
Zm00001eb071910,16,12,24,23
Zm00001eb071920,35,28,22,32
Zm00001eb071930,1262,1320,1401,1436
Zm00001eb071940,162,111,132,120
Zm00001eb071950,0,2,2,3
Zm00001eb071960,102,85,55,57
Zm00001eb071970,279,276,214,238
Zm00001eb071980,2,2,3,6
Zm00001eb071990,21,20,32,16
Zm00001eb072000,1376,1361,2299,2376
Zm00001eb072020,44,55,125,159
Zm00001eb072030,20,28,40,35
Zm00001eb072040,54,46,60,78
Zm00001eb072050,268,284,369,458
Zm00001eb072060,86,77,73,75
Zm00001eb072070,0,0,0,0
Zm00001eb072080,178,235,287,341
Zm00001eb072090,6,3,3,1
Zm00001eb072100,376,383,274,284
Zm00001eb072110,2,2,0,0
Zm00001eb072120,35,36,51,37
Zm00001eb072130,1,1,0,1
Zm00001eb072140,7,17,4,10
Zm00001eb072150,0,0,0,0
Zm00001eb072160,0,0,0,0
Zm00001eb072170,0,5,0,0
Zm00001eb072180,2,3,3,6
Zm00001eb072190,234,233,282,301
Zm00001eb072200,80,83,100,82
Zm00001eb072210,0,0,1,0
Zm00001eb072220,417,397,651,692
Zm00001eb072230,27,41,28,18
Zm00001eb072240,29,23,20,10
Zm00001eb072250,34,28,44,34
Zm00001eb072260,1,0,2,0
Zm00001eb072270,186,179,356,335
Zm00001eb072290,551,532,639,678
Zm00001eb072300,0,0,0,0
Zm00001eb072310,316,286,294,242
Zm00001eb072320,0,1,3,2
Zm00001eb072330,296,303,176,182
Zm00001eb072350,4,4,4,4
Zm00001eb072360,673,605,569,581
Zm00001eb072370,70,70,107,98
Zm00001eb072380,1,0,0,1
Zm00001eb072390,65,69,50,40
Zm00001eb072400,0,0,0,0
