ENSEMBL_GeneID,C_6_Susc_1,C_6_Susc_2,T_6_Susc_1,T_6_Susc_2
Zm00001eb122280,680,680,890,922
Zm00001eb122290,381,430,578,568
Zm00001eb122300,912,861,408,420
Zm00001eb122320,965,915,786,850
Zm00001eb122330,400,361,428,433
Zm00001eb122340,106,98,230,209
Zm00001eb122350,48,34,23,19
Zm00001eb122360,273,234,392,347
Zm00001eb122370,212,209,282,267
Zm00001eb122380,135,121,428,337
Zm00001eb122390,0,0,0,0
Zm00001eb122400,0,0,0,0
Zm00001eb122410,669,619,1119,1120
Zm00001eb122420,303,331,361,399
Zm00001eb122440,68,72,82,89
Zm00001eb122450,86,102,51,63
Zm00001eb122460,203,220,114,126
Zm00001eb122470,2686,2609,1624,1645
Zm00001eb122480,0,0,0,0
Zm00001eb122490,35,41,36,31
Zm00001eb122500,299,317,604,596
Zm00001eb122510,3,5,4,3
Zm00001eb122520,0,0,0,0
Zm00001eb122530,105,98,147,199
Zm00001eb122550,50,65,60,85
Zm00001eb122560,96,103,306,297
Zm00001eb122570,38,54,20,42
Zm00001eb122580,20,8,11,9
Zm00001eb122590,78,91,44,70
Zm00001eb122600,138,139,83,91
Zm00001eb122610,28,26,17,15
Zm00001eb122620,350,376,815,793
Zm00001eb122630,47,54,52,53
Zm00001eb122640,3,1,1,0
Zm00001eb122650,0,0,0,0
Zm00001eb122660,8,3,4,3
Zm00001eb122670,92,100,66,82
Zm00001eb122680,239,265,956,1028
Zm00001eb122690,1610,1610,1516,1557
Zm00001eb122700,61,77,280,331
Zm00001eb122710,0,0,0,0
Zm00001eb122720,1356,1316,2051,1968
Zm00001eb122730,59,48,94,120
Zm00001eb122740,215,251,618,615
Zm00001eb122750,402,409,759,819
Zm00001eb122760,5,2,2,10
Zm00001eb122770,0,0,1,1
Zm00001eb122780,185,193,242,251
Zm00001eb122800,0,1,1,0
Zm00001eb122810,218,192,232,248
Zm00001eb122820,6,4,15,11
Zm00001eb122830,6,8,12,7
Zm00001eb122840,381,352,275,260
Zm00001eb122860,5244,5073,5990,5916
Zm00001eb122880,1227,1304,1549,1567
Zm00001eb122890,341,298,413,485
Zm00001eb122900,368,376,395,436
Zm00001eb122910,408,374,349,333
Zm00001eb122920,366,321,260,271
Zm00001eb122930,0,0,0,0
Zm00001eb122940,0,0,0,0
Zm00001eb122950,138,139,156,145
Zm00001eb122960,345,376,715,733
Zm00001eb122970,180,218,198,165
Zm00001eb122980,268,253,124,142
Zm00001eb122990,527,560,715,754
Zm00001eb123000,179,184,30,38
Zm00001eb123010,0,0,0,1
Zm00001eb123030,0,0,0,0
Zm00001eb123040,141,146,90,73
Zm00001eb123050,467,514,470,485
Zm00001eb123060,182,190,93,107
Zm00001eb123070,28,23,13,10
Zm00001eb123080,0,0,0,0
Zm00001eb123090,30,43,35,43
Zm00001eb123110,71,50,36,45
Zm00001eb123120,0,0,0,0
Zm00001eb123130,3,2,12,16
Zm00001eb123140,242,255,174,182
Zm00001eb123150,1322,1254,1217,1215
Zm00001eb123160,264,256,219,244
Zm00001eb123170,331,314,157,148
Zm00001eb123180,0,0,0,0
Zm00001eb123190,177,159,124,133
Zm00001eb123200,202,228,258,257
Zm00001eb123210,107,104,95,99
Zm00001eb123220,453,452,594,621
Zm00001eb123230,47,48,41,35
Zm00001eb123240,281,262,71,86
Zm00001eb123250,83,95,47,52
Zm00001eb123260,898,1001,1240,1276
Zm00001eb123270,482,443,766,772
Zm00001eb123280,488,522,451,460
Zm00001eb123290,1,5,1,2
Zm00001eb123300,16,7,0,2
Zm00001eb123330,337,357,247,244
Zm00001eb123340,415,384,456,460
Zm00001eb123350,302,293,315,329
Zm00001eb123360,801,870,939,948
Zm00001eb123370,759,787,1658,1668
Zm00001eb123380,936,859,729,718
Zm00001eb123390,0,0,0,0
Zm00001eb123400,132,155,10,14
Zm00001eb123410,365,361,577,537
Zm00001eb123420,19,15,23,19
Zm00001eb123430,23,25,16,19
Zm00001eb123440,0,2,1,0
Zm00001eb123450,151,160,166,181
Zm00001eb123460,70,50,146,140
Zm00001eb123470,856,878,1080,1006
Zm00001eb123480,23,29,16,9
Zm00001eb123490,1,0,6,4
Zm00001eb123500,0,0,0,0
Zm00001eb123510,380,406,370,385
Zm00001eb123520,62,59,46,46
Zm00001eb123530,10,2,6,2
Zm00001eb123540,1768,1846,3159,3132
Zm00001eb123550,1,4,6,6
Zm00001eb123560,79,54,47,30
Zm00001eb123570,23,36,8,15
Zm00001eb123580,0,0,0,0
Zm00001eb123590,0,0,0,0
Zm00001eb123610,0,0,0,0
Zm00001eb123620,528,496,402,433
Zm00001eb123630,248,242,440,434
Zm00001eb123650,0,0,0,0
Zm00001eb123660,0,0,0,1
Zm00001eb123670,6,4,0,0
Zm00001eb123680,0,0,0,0
Zm00001eb123690,657,647,581,542
Zm00001eb123700,0,0,1,1
Zm00001eb123710,313,326,370,382
Zm00001eb123720,37,20,26,13
Zm00001eb123730,3,6,4,5
Zm00001eb123750,1,3,0,0
Zm00001eb123760,0,0,1,0
Zm00001eb123770,0,0,0,0
Zm00001eb123780,549,560,420,446
Zm00001eb123790,583,574,510,484
Zm00001eb123800,439,442,226,225
Zm00001eb123820,1,0,0,0
Zm00001eb123830,1058,1036,2045,2004
Zm00001eb123840,0,0,0,0
Zm00001eb123850,0,0,0,0
Zm00001eb123870,10,10,2,3
Zm00001eb123880,0,0,0,0
Zm00001eb123890,0,0,0,0
Zm00001eb123900,0,0,0,0
Zm00001eb123910,79,72,51,42
Zm00001eb123920,0,0,0,0
Zm00001eb123930,0,0,0,0
Zm00001eb123940,1,7,2,2
Zm00001eb123950,0,0,0,0
Zm00001eb123960,0,0,0,0
Zm00001eb123970,118,133,123,122
Zm00001eb123980,0,0,0,0
Zm00001eb123990,0,0,0,0
Zm00001eb124000,0,0,0,2
Zm00001eb124010,12,14,9,7
Zm00001eb124020,449,418,523,530
Zm00001eb124030,0,1,1,0
Zm00001eb124040,0,0,0,1
Zm00001eb124050,0,0,0,0
Zm00001eb124060,99,97,60,69
Zm00001eb124070,0,0,0,0
Zm00001eb124080,58,69,38,55
Zm00001eb124100,47,42,18,30
Zm00001eb124110,43,43,6,11
Zm00001eb124120,67,49,73,78
Zm00001eb124130,0,0,0,0
Zm00001eb124150,22,14,17,21
Zm00001eb124160,0,0,0,0
Zm00001eb124170,820,756,644,706
Zm00001eb124180,0,0,0,0
Zm00001eb124190,5,2,0,0
Zm00001eb124200,246,245,257,265
Zm00001eb124210,964,1017,1126,1083
Zm00001eb124220,0,0,0,0
Zm00001eb124230,0,0,0,0
Zm00001eb124240,0,0,0,0
Zm00001eb124250,0,0,0,0
Zm00001eb124260,0,0,0,0
Zm00001eb124270,1312,1358,970,909
Zm00001eb124280,0,0,0,0
Zm00001eb124290,323,291,195,179
Zm00001eb124300,214,211,251,251
Zm00001eb124320,377,322,337,323
Zm00001eb124330,0,0,1,3
Zm00001eb124340,2325,2333,2662,2582
Zm00001eb124350,291,271,358,328
Zm00001eb124370,46,52,75,61
Zm00001eb124380,253,239,206,234
Zm00001eb124390,3682,3606,4362,4273
Zm00001eb124400,0,0,0,0
Zm00001eb124410,6633,6643,8584,8560
Zm00001eb124420,133,96,314,323
Zm00001eb124430,86,74,73,92
Zm00001eb124440,237,296,273,251
Zm00001eb124450,313,310,410,378
Zm00001eb124460,0,0,0,0
Zm00001eb124470,224,199,184,203
Zm00001eb124480,104,91,121,116
Zm00001eb124490,0,3,0,0
Zm00001eb124500,281,265,274,257
Zm00001eb124510,863,836,834,863
Zm00001eb124520,414,397,291,212
Zm00001eb124530,622,633,600,689
Zm00001eb124550,210,229,232,264
Zm00001eb124560,820,761,1704,1596
Zm00001eb124570,110,94,99,102
Zm00001eb124580,40,52,69,42
Zm00001eb124590,10,22,13,13
Zm00001eb124600,0,0,0,0
Zm00001eb124620,157,124,431,446
Zm00001eb124630,235,253,229,230
Zm00001eb124640,1,0,0,1
Zm00001eb124650,0,0,0,0
Zm00001eb124660,0,0,0,1
Zm00001eb124670,300,296,397,402
Zm00001eb124680,138,140,160,142
Zm00001eb124690,305,340,383,447
Zm00001eb124710,0,0,0,0
Zm00001eb124730,1082,1081,636,648
Zm00001eb124740,134,129,65,65
Zm00001eb124750,2986,2971,6248,6105
Zm00001eb124780,116,140,175,181
Zm00001eb124790,43,52,26,26
Zm00001eb124800,632,580,473,441
Zm00001eb124810,1168,1078,856,780
Zm00001eb124820,205,218,198,206
Zm00001eb124830,95,89,242,290
Zm00001eb124840,26,26,16,13
Zm00001eb124850,0,0,0,0
Zm00001eb124860,0,0,1,0
Zm00001eb124870,1,0,0,0
Zm00001eb124880,17,26,4,2
Zm00001eb124890,0,1,0,0
Zm00001eb124900,49,65,77,44
Zm00001eb124910,19,11,10,8
Zm00001eb124920,321,331,185,205
Zm00001eb124930,30,24,19,15
Zm00001eb124940,154,153,67,66
Zm00001eb124950,317,345,91,80
Zm00001eb124960,512,534,99,117
Zm00001eb124970,2,0,0,1
Zm00001eb124980,0,0,0,0
Zm00001eb124990,0,0,0,0
Zm00001eb125000,128,163,104,120
Zm00001eb125010,0,0,0,0
Zm00001eb125020,0,0,0,0
Zm00001eb125030,13,16,9,6
Zm00001eb125040,1,2,0,0
Zm00001eb125050,55,38,80,68
Zm00001eb125060,366,403,258,269
Zm00001eb125070,681,657,813,844
Zm00001eb125080,183,193,116,87
Zm00001eb125090,0,0,0,0
Zm00001eb125100,21,23,30,45
Zm00001eb125110,0,0,2,2
Zm00001eb125120,258,264,172,187
Zm00001eb125130,1839,1874,1516,1481
Zm00001eb125140,119,132,128,121
Zm00001eb125150,358,364,402,386
Zm00001eb125170,3,4,1,3
Zm00001eb125180,0,0,0,0
Zm00001eb125190,5,1,25,9
Zm00001eb125200,897,836,650,627
Zm00001eb125210,333,298,379,318
Zm00001eb125220,0,0,0,0
Zm00001eb125230,204,192,192,225
Zm00001eb125240,445,460,481,501
Zm00001eb125250,4,3,3,2
Zm00001eb125260,0,0,0,0
Zm00001eb125270,34,35,13,18
Zm00001eb125280,0,0,0,0
Zm00001eb125290,12,15,7,5
Zm00001eb125300,125,104,111,103
Zm00001eb125310,49,47,38,44
Zm00001eb125320,0,0,0,0
Zm00001eb125330,1275,1300,2063,2057
Zm00001eb125340,530,623,575,755
Zm00001eb125350,59,58,165,192
Zm00001eb125360,1138,1158,1834,1805
Zm00001eb125380,0,0,0,0
Zm00001eb125390,41,48,113,101
Zm00001eb125400,35,38,72,67
Zm00001eb125410,35,32,31,23
Zm00001eb125420,1,2,4,6
Zm00001eb125430,89,67,73,84
Zm00001eb125440,0,0,0,1
Zm00001eb125450,721,724,688,716
Zm00001eb125460,2605,2538,3926,4018
Zm00001eb125470,69,57,57,63
Zm00001eb125480,27,33,30,37
Zm00001eb125490,0,0,0,0
Zm00001eb125500,0,0,1,0
Zm00001eb125510,0,0,0,0
Zm00001eb125520,11,6,0,2
Zm00001eb125530,64,67,87,88
Zm00001eb125540,30,28,24,31
Zm00001eb125550,0,0,0,0
Zm00001eb125560,5759,5865,6627,6434
Zm00001eb125590,0,0,3,1
Zm00001eb125600,14,7,8,18
Zm00001eb125610,0,0,0,0
Zm00001eb125620,0,1,1,0
Zm00001eb125630,229,277,94,106
Zm00001eb125640,0,5,0,3
Zm00001eb125650,0,0,0,0
Zm00001eb125660,0,0,0,0
Zm00001eb125670,357,402,425,429
Zm00001eb125680,0,0,0,0
Zm00001eb125690,0,0,0,0
Zm00001eb125700,465,462,677,621
Zm00001eb125730,137,137,220,212
Zm00001eb125740,0,1,1,0
Zm00001eb125750,0,0,0,0
Zm00001eb125760,0,0,0,1
Zm00001eb125770,0,0,0,0
Zm00001eb125780,7,2,4,8
Zm00001eb125790,0,0,0,0
Zm00001eb125800,0,0,0,0
Zm00001eb125810,143,154,222,223
Zm00001eb125820,49,62,123,122
Zm00001eb125830,9,10,13,18
Zm00001eb125850,136,156,200,229
Zm00001eb125860,720,684,699,669
Zm00001eb125870,32,47,61,60
Zm00001eb125880,865,859,419,384
Zm00001eb125890,9,12,17,13
Zm00001eb125900,576,595,270,265
Zm00001eb125920,717,822,1019,972
Zm00001eb125930,1104,1194,815,869
Zm00001eb125940,0,0,0,0
Zm00001eb125950,18,18,20,17
Zm00001eb125960,0,0,0,0
Zm00001eb125970,0,0,0,0
Zm00001eb125980,2740,2579,1382,1444
Zm00001eb125990,317,298,557,512
Zm00001eb126000,11,16,21,17
Zm00001eb126010,0,0,0,0
Zm00001eb126020,0,0,0,0
Zm00001eb126030,0,0,0,0
Zm00001eb126040,0,0,0,0
Zm00001eb126050,0,0,0,0
Zm00001eb126060,0,0,0,0
Zm00001eb126070,647,624,595,606
Zm00001eb126080,2198,2240,2608,2547
Zm00001eb126090,1,0,0,0
Zm00001eb126110,0,0,0,0
Zm00001eb126120,0,0,0,0
Zm00001eb126130,7,17,160,127
Zm00001eb126140,459,525,709,611
Zm00001eb126150,205,209,69,82
Zm00001eb126160,3,1,2,4
Zm00001eb126170,51,29,3,7
Zm00001eb126190,0,0,0,0
Zm00001eb126200,0,1,1,2
Zm00001eb126210,0,0,0,0
Zm00001eb126220,0,0,0,0
Zm00001eb126230,292,329,542,516
Zm00001eb126240,2,4,0,0
Zm00001eb126250,41,33,41,33
Zm00001eb126260,13,4,8,11
Zm00001eb126270,335,338,246,238
Zm00001eb126280,31,37,30,33
Zm00001eb126290,0,0,0,0
Zm00001eb126300,0,0,1,8
Zm00001eb126310,64,80,52,46
Zm00001eb126320,5,5,1,2
Zm00001eb126330,184,198,152,135
Zm00001eb126340,133,117,127,141
Zm00001eb126350,20,36,34,28
Zm00001eb126360,1389,1290,1736,1858
Zm00001eb126370,211,208,196,173
Zm00001eb126380,115,73,120,99
Zm00001eb126390,205,232,97,91
Zm00001eb126400,82,56,78,65
Zm00001eb126420,28,23,12,34
Zm00001eb126430,170,145,212,221
Zm00001eb126440,34,35,43,32
Zm00001eb126450,0,0,2,0
Zm00001eb126460,4,2,1,2
Zm00001eb126470,0,0,1,3
Zm00001eb126480,0,0,0,0
Zm00001eb126490,8,6,11,3
Zm00001eb126500,737,699,1140,1131
Zm00001eb126510,38,72,37,45
Zm00001eb126540,0,0,0,0
Zm00001eb126550,0,0,0,0
Zm00001eb126560,88,94,158,157
Zm00001eb126580,0,0,0,0
Zm00001eb126590,0,0,0,0
Zm00001eb126600,0,0,0,0
Zm00001eb126610,0,0,0,0
Zm00001eb126620,1,3,23,26
Zm00001eb126630,351,369,375,390
Zm00001eb126640,218,231,191,216
Zm00001eb126650,412,409,322,369
Zm00001eb126660,8,12,12,11
Zm00001eb126670,536,560,548,547
Zm00001eb126680,371,363,231,219
Zm00001eb126690,972,1015,1154,1097
Zm00001eb126700,1035,979,1281,1213
Zm00001eb126710,591,566,1096,1091
Zm00001eb126720,0,0,0,0
Zm00001eb126740,195,198,266,245
Zm00001eb126750,0,0,0,0
Zm00001eb126760,107,115,118,112
Zm00001eb126770,64,66,95,113
Zm00001eb126780,720,620,888,900
Zm00001eb126790,459,475,432,479
Zm00001eb126800,0,0,0,0
Zm00001eb126810,0,0,0,0
Zm00001eb126820,775,744,519,546
Zm00001eb126830,207,176,189,199
Zm00001eb126840,22,19,33,22
Zm00001eb126860,0,2,4,4
Zm00001eb126880,221,214,255,244
Zm00001eb126890,0,0,0,0
Zm00001eb126900,13023,13028,6336,6595
Zm00001eb126920,1097,993,1020,977
Zm00001eb126930,630,628,527,523
Zm00001eb126940,5,2,5,0
Zm00001eb126950,233,257,147,141
Zm00001eb126960,118,101,64,59
Zm00001eb126970,13,18,15,12
Zm00001eb126980,701,757,403,411
Zm00001eb126990,124,101,276,288
Zm00001eb127000,124,113,34,29
Zm00001eb127010,375,340,466,442
Zm00001eb127020,289,301,521,545
Zm00001eb127030,77,84,38,39
Zm00001eb127040,7,3,3,1
Zm00001eb127050,0,0,0,0
Zm00001eb127060,0,0,0,0
Zm00001eb127070,0,0,0,0
Zm00001eb127080,1001,992,741,638
Zm00001eb127090,96,96,165,181
Zm00001eb127100,28,21,76,96
Zm00001eb127110,726,718,441,382
Zm00001eb127120,175,190,157,190
Zm00001eb127130,311,343,281,284
Zm00001eb127140,0,0,0,0
Zm00001eb127150,285,314,247,257
Zm00001eb127160,194,188,191,206
Zm00001eb127170,0,0,0,0
Zm00001eb127180,50,74,114,118
Zm00001eb127190,161,174,119,158
Zm00001eb127200,491,493,459,452
Zm00001eb127210,644,703,680,627
Zm00001eb127220,0,0,0,0
Zm00001eb127230,458,442,321,315
Zm00001eb127240,26,32,18,29
Zm00001eb127250,0,0,0,0
Zm00001eb127270,0,0,0,0
Zm00001eb127280,5,6,9,5
Zm00001eb127290,0,0,0,0
Zm00001eb127300,702,650,672,598
Zm00001eb127310,52,57,47,39
Zm00001eb127340,148,158,77,111
Zm00001eb127350,0,0,0,0
Zm00001eb127360,1,2,1,0
Zm00001eb127370,71,76,153,154
Zm00001eb127390,0,0,0,0
Zm00001eb127400,1,1,0,0
Zm00001eb127410,4,3,1,3
Zm00001eb127420,34,33,14,14
Zm00001eb127430,1999,1972,4210,4160
Zm00001eb127440,1,0,1,0
Zm00001eb127450,407,393,397,375
Zm00001eb127460,2778,2978,5355,5359
Zm00001eb127470,0,0,0,0
Zm00001eb127480,0,0,0,0
Zm00001eb127490,541,525,1199,1155
Zm00001eb127500,0,0,2,2
Zm00001eb127510,15,14,14,9
Zm00001eb127520,0,3,2,0
Zm00001eb127540,134,126,80,72
Zm00001eb127550,330,366,476,510
Zm00001eb127560,0,0,0,0
Zm00001eb127570,4,4,6,4
Zm00001eb127580,481,452,555,500
Zm00001eb127590,10,5,3,0
Zm00001eb127600,0,0,0,0
Zm00001eb127610,0,0,0,0
Zm00001eb127620,1,2,0,0
Zm00001eb127630,1193,1177,1272,1269
Zm00001eb127640,220,217,281,272
Zm00001eb127650,264,236,541,539
Zm00001eb127660,0,0,1,3
Zm00001eb127670,265,249,213,208
Zm00001eb127680,1888,1931,1219,1246
Zm00001eb127690,1194,1231,2570,2447
Zm00001eb127700,0,0,0,0
Zm00001eb127710,68,60,52,42
Zm00001eb127720,673,777,812,877
Zm00001eb127740,0,0,0,0
Zm00001eb127750,404,390,368,345
Zm00001eb127760,589,525,608,618
Zm00001eb127770,5303,5379,4363,4338
Zm00001eb127780,62,65,125,93
Zm00001eb127790,133,157,273,237
Zm00001eb127810,1211,1287,1073,1106
Zm00001eb127820,83,84,54,56
Zm00001eb127830,0,0,0,0
Zm00001eb127840,499,434,701,755
Zm00001eb127850,486,472,442,436
Zm00001eb127860,62,72,85,71
Zm00001eb127870,14,4,8,6
Zm00001eb127880,318,317,737,727
Zm00001eb127890,267,266,170,149
Zm00001eb127900,266,317,449,467
Zm00001eb127920,82,79,54,64
Zm00001eb127930,548,602,777,799
Zm00001eb127940,228,229,278,268
Zm00001eb127960,5,2,7,9
Zm00001eb127970,307,294,458,514
Zm00001eb127990,467,455,797,748
Zm00001eb128000,159,163,252,285
Zm00001eb128010,280,278,218,218
Zm00001eb128020,275,241,312,260
Zm00001eb128040,1945,1908,2819,2790
Zm00001eb128050,0,0,0,0
Zm00001eb128060,0,0,0,0
Zm00001eb128070,348,325,254,244
Zm00001eb128080,0,0,0,0
Zm00001eb128090,11,2,14,11
Zm00001eb128100,1,0,0,3
Zm00001eb128110,254,296,289,254
Zm00001eb128120,14,14,27,41
Zm00001eb128130,1723,1670,2765,2689
Zm00001eb128140,13,11,53,52
Zm00001eb128150,481,441,1217,1199
Zm00001eb128160,930,908,1148,1175
Zm00001eb128180,320,320,363,388
Zm00001eb128190,314,293,300,288
Zm00001eb128200,652,669,493,491
Zm00001eb128210,116,97,153,170
Zm00001eb128220,510,532,664,614
Zm00001eb128230,0,0,0,0
Zm00001eb128240,0,0,1,1
Zm00001eb128250,420,410,314,278
Zm00001eb128260,659,705,825,852
Zm00001eb128270,4,9,14,17
Zm00001eb128280,0,0,0,0
Zm00001eb128290,984,958,963,953
Zm00001eb128300,105,111,209,181
Zm00001eb128310,1,5,78,70
Zm00001eb128320,71,87,61,78
Zm00001eb128330,4226,4177,4204,4163
Zm00001eb128340,101,108,163,121
Zm00001eb128360,0,0,0,0
Zm00001eb128380,0,0,0,0
Zm00001eb128390,9,8,9,4
Zm00001eb128400,1,3,5,3
Zm00001eb128410,396,333,388,408
Zm00001eb128420,255,298,179,161
Zm00001eb128430,3,0,0,0
Zm00001eb128450,66,67,127,98
Zm00001eb128460,0,0,0,0
Zm00001eb128470,145,147,448,449
Zm00001eb128480,0,2,4,3
Zm00001eb128490,248,281,156,184
Zm00001eb128510,0,0,0,0
Zm00001eb128520,0,0,0,0
Zm00001eb128530,294,304,961,1014
Zm00001eb128540,0,0,0,0
Zm00001eb128550,1,1,1,2
Zm00001eb128560,1,2,0,0
Zm00001eb128570,57,60,106,101
Zm00001eb128580,0,0,0,2
Zm00001eb128590,165,171,207,212
Zm00001eb128600,0,0,0,0
Zm00001eb128610,5,4,6,4
Zm00001eb128620,1345,1370,2021,2034
Zm00001eb128630,0,0,0,0
Zm00001eb128640,8,7,12,17
Zm00001eb128650,0,0,0,0
Zm00001eb128660,0,0,0,0
Zm00001eb128670,425,429,514,480
Zm00001eb128680,118,118,243,189
Zm00001eb128690,627,605,683,669
Zm00001eb128700,3,5,1,5
Zm00001eb128710,2,1,1,0
Zm00001eb128720,441,462,899,927
Zm00001eb128730,6703,6841,7622,7754
Zm00001eb128750,0,0,1,0
Zm00001eb128760,0,0,0,0
Zm00001eb128770,0,0,0,0
Zm00001eb128780,568,551,950,985
Zm00001eb128790,18,21,19,16
Zm00001eb128800,56,60,44,47
Zm00001eb128810,1008,992,1315,1328
Zm00001eb128820,0,0,2,0
Zm00001eb128830,1089,1056,1107,1129
Zm00001eb128840,0,0,2,3
Zm00001eb128850,433,424,483,461
Zm00001eb128860,64,77,64,87
Zm00001eb128870,0,0,0,0
Zm00001eb128880,260,282,257,217
Zm00001eb128890,1625,1694,2569,2582
Zm00001eb128910,159,156,144,174
Zm00001eb128920,5,1,3,3
Zm00001eb128930,108,115,79,97
Zm00001eb128940,335,352,251,283
Zm00001eb128950,0,0,0,0
Zm00001eb128960,510,575,624,667
Zm00001eb128970,0,0,0,0
Zm00001eb128980,0,0,0,0
Zm00001eb128990,528,558,774,755
Zm00001eb129000,106,119,54,72
Zm00001eb129010,6,13,7,3
Zm00001eb129020,210,185,178,184
Zm00001eb129030,816,882,1380,1413
Zm00001eb129040,104,103,119,116
Zm00001eb129050,49,42,112,121
Zm00001eb129070,0,0,0,0
Zm00001eb129080,2186,2214,2088,2132
Zm00001eb129090,350,375,661,634
Zm00001eb129100,804,840,560,558
Zm00001eb129110,12,13,18,24
Zm00001eb129120,3,2,0,7
Zm00001eb129130,0,0,0,0
Zm00001eb129140,1,1,2,0
Zm00001eb129150,0,1,0,0
Zm00001eb129160,0,4,0,1
Zm00001eb129170,0,1,0,0
Zm00001eb129190,1,0,0,0
Zm00001eb129200,0,1,1,0
Zm00001eb129210,0,0,0,0
Zm00001eb129220,0,0,0,0
Zm00001eb129230,85,56,53,55
Zm00001eb129240,0,0,0,0
Zm00001eb129260,0,0,0,0
Zm00001eb129270,0,0,0,0
Zm00001eb129280,1,2,4,5
Zm00001eb129290,16,26,31,28
Zm00001eb129300,0,0,0,0
Zm00001eb129310,0,0,2,1
Zm00001eb129320,1963,1994,2888,2842
Zm00001eb129330,1543,1636,1308,1261
Zm00001eb129340,0,0,0,0
Zm00001eb129350,0,0,0,0
Zm00001eb129360,8427,8266,9566,9764
Zm00001eb129370,100,74,84,61
Zm00001eb129380,1320,1347,1917,1791
Zm00001eb129390,0,0,0,0
Zm00001eb129400,0,0,0,0
Zm00001eb129410,0,0,0,0
Zm00001eb129420,1,3,3,5
Zm00001eb129430,91,83,35,27
Zm00001eb129440,5261,5440,6163,6238
Zm00001eb129450,0,0,2,1
Zm00001eb129460,0,0,0,0
Zm00001eb129470,7,15,11,11
Zm00001eb129480,30,31,151,152
Zm00001eb129490,1094,1069,1828,1814
Zm00001eb129500,94,121,97,116
Zm00001eb129510,287,254,296,243
Zm00001eb129520,629,654,849,871
Zm00001eb129530,0,0,0,0
Zm00001eb129540,0,0,0,0
Zm00001eb129550,33,33,18,22
Zm00001eb129560,16,14,13,18
Zm00001eb129570,106,135,232,241
Zm00001eb129580,34,20,24,19
Zm00001eb129590,0,0,0,0
Zm00001eb129600,304,285,535,532
Zm00001eb129610,0,0,0,0
Zm00001eb129620,0,0,0,0
Zm00001eb129630,0,0,0,0
Zm00001eb129640,0,0,0,0
Zm00001eb129650,0,0,0,0
Zm00001eb129660,0,0,0,0
Zm00001eb129670,2,1,0,0
Zm00001eb129680,0,0,3,3
Zm00001eb129690,51,33,43,46
Zm00001eb129710,715,739,647,623
Zm00001eb129720,0,0,0,0
Zm00001eb129730,1563,1491,939,901
Zm00001eb129740,1750,1727,1185,1165
Zm00001eb129750,0,0,1,0
Zm00001eb129760,1941,1741,1222,1268
Zm00001eb129770,1474,1528,967,949
Zm00001eb129790,1703,1816,2326,2435
Zm00001eb129800,0,0,0,0
Zm00001eb129810,0,0,0,0
Zm00001eb129820,1571,1645,2610,2689
Zm00001eb129830,6,2,3,6
Zm00001eb129840,224,257,135,124
Zm00001eb129850,1,0,0,1
Zm00001eb129860,223,189,252,290
Zm00001eb129880,0,0,0,0
Zm00001eb129890,5,5,3,3
Zm00001eb129900,4,13,23,18
Zm00001eb129910,1007,975,1059,1053
Zm00001eb129920,99,76,136,109
Zm00001eb129930,0,0,0,0
Zm00001eb129940,0,3,1,2
Zm00001eb129950,0,0,0,0
Zm00001eb129960,447,455,788,819
Zm00001eb129970,11,10,19,16
Zm00001eb129980,2,1,1,1
Zm00001eb130000,11,15,10,17
Zm00001eb130010,0,0,1,0
Zm00001eb130020,7,10,3,4
Zm00001eb130030,1,0,0,0
Zm00001eb130040,316,288,420,397
Zm00001eb130050,92,73,59,71
Zm00001eb130060,433,493,379,384
Zm00001eb130070,0,0,1,0
Zm00001eb130080,503,531,840,907
Zm00001eb130100,0,0,0,0
Zm00001eb130120,0,0,0,0
Zm00001eb130130,475,529,436,407
Zm00001eb130150,0,0,0,0
Zm00001eb130160,0,0,0,0
Zm00001eb130170,5,3,1,1
Zm00001eb130180,471,473,455,486
Zm00001eb130190,626,609,752,803
Zm00001eb130200,284,355,558,543
Zm00001eb130210,144,148,172,178
Zm00001eb130220,3525,3553,6734,6678
Zm00001eb130250,0,0,1,1
Zm00001eb130260,112,106,245,225
Zm00001eb130270,13,3,20,22
Zm00001eb130280,67,67,124,120
Zm00001eb130290,1,0,1,0
Zm00001eb130300,98,88,168,147
Zm00001eb130310,0,0,0,0
Zm00001eb130330,18,21,8,14
Zm00001eb130340,312,268,347,367
Zm00001eb130350,0,0,1,0
Zm00001eb130370,12,20,4,6
Zm00001eb130380,88,67,51,48
Zm00001eb130390,121,129,75,85
Zm00001eb130400,4,3,0,0
Zm00001eb130410,38,30,13,20
Zm00001eb130420,0,0,0,0
Zm00001eb130430,25,34,19,23
Zm00001eb130440,1,0,2,0
Zm00001eb130450,321,302,549,514
Zm00001eb130460,0,0,0,0
Zm00001eb130470,413,367,264,276
Zm00001eb130480,0,0,0,0
Zm00001eb130490,0,0,0,0
Zm00001eb130500,2375,2500,2076,2090
Zm00001eb130510,27,38,33,21
Zm00001eb130520,0,0,0,0
Zm00001eb130530,14,15,11,15
Zm00001eb130540,0,0,0,0
Zm00001eb130550,548,500,345,319
Zm00001eb130560,0,0,0,0
Zm00001eb130570,106,108,194,201
Zm00001eb130580,358,375,574,604
Zm00001eb130590,0,0,0,0
Zm00001eb130600,336,358,421,447
Zm00001eb130610,334,345,289,301
Zm00001eb130620,444,477,449,444
Zm00001eb130630,2,1,0,0
