ENSEMBL_GeneID,C_24_Tol_1,C_24_Tol_2,T_24_Tol_1,T_24_Tol_2
Zm00001eb096980,1980,2038,1027,1034
Zm00001eb096990,349,381,131,130
Zm00001eb097000,216,237,126,126
Zm00001eb097010,0,0,0,0
Zm00001eb097020,0,0,0,0
Zm00001eb097030,78,81,43,31
Zm00001eb097040,411,378,327,346
Zm00001eb097050,127,147,73,76
Zm00001eb097060,0,0,0,0
Zm00001eb097070,706,795,583,595
Zm00001eb097080,499,553,437,443
Zm00001eb097100,1680,1635,1381,1364
Zm00001eb097110,0,0,0,0
Zm00001eb097120,22,21,19,24
Zm00001eb097130,193,208,99,107
Zm00001eb097140,35,33,13,19
Zm00001eb097150,105,106,74,46
Zm00001eb097160,36,29,10,14
Zm00001eb097180,2633,2574,2951,2832
Zm00001eb097190,0,0,0,0
Zm00001eb097200,1008,1018,640,733
Zm00001eb097210,0,0,0,0
Zm00001eb097220,379,315,243,209
Zm00001eb097230,278,280,228,239
Zm00001eb097240,266,262,246,253
Zm00001eb097250,1,1,0,0
Zm00001eb097260,0,1,0,0
Zm00001eb097270,0,0,0,0
Zm00001eb097280,0,0,0,0
Zm00001eb097290,200,187,147,135
Zm00001eb097300,1890,1917,1860,1886
Zm00001eb097310,240,292,201,193
Zm00001eb097330,116,134,100,119
Zm00001eb097340,9,15,11,4
Zm00001eb097360,859,809,596,593
Zm00001eb097370,15,16,13,12
Zm00001eb097380,4,13,3,12
Zm00001eb097390,625,672,599,595
Zm00001eb097400,284,270,207,219
Zm00001eb097410,0,0,0,0
Zm00001eb097420,0,0,0,1
Zm00001eb097480,33,40,19,27
Zm00001eb097490,0,0,0,0
Zm00001eb097500,0,0,0,0
Zm00001eb097510,3,3,0,0
Zm00001eb097520,0,0,0,0
Zm00001eb097530,0,0,0,0
Zm00001eb097540,0,0,0,1
Zm00001eb097550,277,275,189,212
Zm00001eb097570,0,0,1,1
Zm00001eb097580,550,518,441,418
Zm00001eb097590,89,129,90,102
Zm00001eb097610,0,0,0,1
Zm00001eb097650,161,210,113,105
Zm00001eb097670,438,408,382,345
Zm00001eb097680,0,0,0,0
Zm00001eb097690,2520,2591,2230,2167
Zm00001eb097710,157,108,76,76
Zm00001eb097720,2,1,1,1
Zm00001eb097730,1686,1722,1821,1857
Zm00001eb097740,263,256,188,199
Zm00001eb097750,39,42,36,56
Zm00001eb097760,0,0,0,0
Zm00001eb097770,0,0,0,0
Zm00001eb097780,10,16,11,22
Zm00001eb097790,1005,1021,1038,1046
Zm00001eb097800,0,0,0,0
Zm00001eb097820,0,0,0,0
Zm00001eb097830,104,102,162,136
Zm00001eb097840,0,0,0,0
Zm00001eb097850,10,13,10,15
Zm00001eb097860,1,0,0,0
Zm00001eb097870,0,0,0,0
Zm00001eb097880,376,365,111,97
Zm00001eb097890,533,571,517,449
Zm00001eb097900,0,0,0,0
Zm00001eb097910,0,0,0,0
Zm00001eb097920,32,30,8,4
Zm00001eb097930,8,12,40,43
Zm00001eb097940,634,626,551,508
Zm00001eb097950,109,100,141,138
Zm00001eb097960,6,1,14,7
Zm00001eb097980,119,82,46,76
Zm00001eb097990,131,159,110,109
Zm00001eb098010,0,0,0,0
Zm00001eb098030,318,293,213,254
Zm00001eb098040,744,673,485,539
Zm00001eb098050,0,0,0,0
Zm00001eb098060,0,0,0,0
Zm00001eb098070,571,574,356,372
Zm00001eb098080,66,59,102,110
Zm00001eb098100,335,396,147,143
Zm00001eb098110,48,41,13,17
Zm00001eb098120,28,31,47,54
Zm00001eb098130,0,0,0,0
Zm00001eb098140,2,2,0,0
Zm00001eb098150,9,16,50,29
Zm00001eb098160,0,0,0,0
Zm00001eb098170,0,0,2,0
Zm00001eb098180,1,1,0,0
Zm00001eb098190,0,0,1,2
Zm00001eb098200,1,1,4,1
Zm00001eb098210,0,0,0,0
Zm00001eb098220,206,211,146,146
Zm00001eb098230,116,148,118,112
Zm00001eb098240,0,0,0,0
Zm00001eb098250,274,320,268,291
Zm00001eb098270,0,0,0,0
Zm00001eb098280,199,185,122,138
Zm00001eb098300,0,0,1,2
Zm00001eb098320,18,12,20,19
Zm00001eb098330,231,271,213,186
Zm00001eb098340,242,206,539,529
Zm00001eb098370,1425,1454,753,726
Zm00001eb098380,25,33,18,21
Zm00001eb098390,168,165,102,88
Zm00001eb098400,20,23,6,5
Zm00001eb098410,8,10,11,8
Zm00001eb098420,31,22,12,22
Zm00001eb098430,168,148,105,141
Zm00001eb098450,1636,1658,1674,1654
Zm00001eb098460,627,603,570,581
Zm00001eb098470,4,7,4,2
Zm00001eb098480,1,0,0,0
Zm00001eb098490,651,650,396,422
Zm00001eb098500,188,189,73,72
Zm00001eb098510,3018,3062,2873,2891
Zm00001eb098520,424,440,499,527
Zm00001eb098530,0,0,0,0
Zm00001eb098540,217,191,192,189
Zm00001eb098550,0,0,0,0
Zm00001eb098560,27,30,51,42
Zm00001eb098570,20,20,2,1
Zm00001eb098580,2741,2755,2332,2283
Zm00001eb098590,186,161,180,182
Zm00001eb098600,0,0,0,0
Zm00001eb098610,360,355,249,256
Zm00001eb098620,46,39,20,42
Zm00001eb098630,2,1,0,2
Zm00001eb098640,65,68,27,30
Zm00001eb098650,70,50,43,42
Zm00001eb098660,3,2,5,13
Zm00001eb098670,36,44,19,21
Zm00001eb098680,300,303,257,282
Zm00001eb098700,52,42,20,19
Zm00001eb098710,0,0,0,0
Zm00001eb098720,0,0,0,0
Zm00001eb098730,120,125,45,40
Zm00001eb098740,0,0,0,0
Zm00001eb098750,0,0,0,0
Zm00001eb098760,4,3,2,5
Zm00001eb098770,1345,1440,1349,1262
Zm00001eb098780,0,0,0,0
Zm00001eb098810,0,0,0,0
Zm00001eb098820,4,1,1,5
Zm00001eb098830,13,21,1,4
Zm00001eb098840,142,128,44,52
Zm00001eb098850,17,27,19,20
Zm00001eb098860,452,415,277,250
Zm00001eb098880,573,521,189,241
Zm00001eb098900,72,94,83,53
Zm00001eb098910,896,867,1014,1049
Zm00001eb098920,0,0,0,0
Zm00001eb098930,0,0,0,0
Zm00001eb098940,230,235,74,72
Zm00001eb098950,7,3,5,2
Zm00001eb098960,72,83,33,37
Zm00001eb098970,92,69,24,36
Zm00001eb098980,319,326,183,175
Zm00001eb098990,637,620,626,609
Zm00001eb099000,340,366,202,202
Zm00001eb099010,1,4,0,0
Zm00001eb099020,0,0,0,0
Zm00001eb099030,7,6,0,0
Zm00001eb099040,0,0,0,0
Zm00001eb099050,0,0,0,1
Zm00001eb099060,3,1,2,1
Zm00001eb099070,179,194,72,70
Zm00001eb099080,497,508,259,248
Zm00001eb099090,156,155,64,65
Zm00001eb099100,147,124,70,71
Zm00001eb099110,0,0,0,0
Zm00001eb099120,1308,1234,840,864
Zm00001eb099130,3,7,5,2
Zm00001eb099150,12,18,6,1
Zm00001eb099160,46,40,9,8
Zm00001eb099170,193,206,82,100
Zm00001eb099180,0,0,0,0
Zm00001eb099190,1,0,2,0
Zm00001eb099200,4,6,5,4
Zm00001eb099210,2,7,0,2
Zm00001eb099220,0,0,0,0
Zm00001eb099230,0,0,1,0
Zm00001eb099240,498,476,405,422
Zm00001eb099250,35,39,29,34
Zm00001eb099260,0,0,0,0
Zm00001eb099270,0,0,0,0
Zm00001eb099280,1333,1336,1126,1064
Zm00001eb099290,0,2,0,3
Zm00001eb099300,0,0,0,0
Zm00001eb099310,0,0,0,0
Zm00001eb099320,9,3,0,0
Zm00001eb099340,20,12,14,24
Zm00001eb099350,24,34,29,22
Zm00001eb099360,31,27,33,44
Zm00001eb099370,2,2,0,0
Zm00001eb099380,0,0,0,0
Zm00001eb099390,53,48,22,26
Zm00001eb099400,1,1,0,0
Zm00001eb099410,14,6,1,1
Zm00001eb099420,10,13,1,3
Zm00001eb099430,0,0,0,0
Zm00001eb099440,353,376,146,176
Zm00001eb099450,0,0,0,0
Zm00001eb099460,3,1,5,3
Zm00001eb099470,89,127,121,122
Zm00001eb099480,312,378,307,332
Zm00001eb099490,310,299,173,137
Zm00001eb099500,0,0,0,0
Zm00001eb099520,255,274,209,239
Zm00001eb099530,615,630,417,475
Zm00001eb099540,0,0,0,0
Zm00001eb099550,0,0,0,0
Zm00001eb099560,0,0,0,0
Zm00001eb099570,103,130,106,121
Zm00001eb099580,808,698,531,486
Zm00001eb099590,88,133,52,38
Zm00001eb099600,448,471,364,326
Zm00001eb099610,180,173,114,102
Zm00001eb099620,134,145,85,72
Zm00001eb099640,205,194,128,120
Zm00001eb099650,17,14,5,4
Zm00001eb099660,0,0,0,0
Zm00001eb099670,137,156,106,136
Zm00001eb099680,0,1,0,0
Zm00001eb099690,1,1,1,0
Zm00001eb099710,1164,1200,564,516
Zm00001eb099720,90,78,34,34
Zm00001eb099730,58,77,38,37
Zm00001eb099740,5,1,0,0
Zm00001eb099750,17,13,8,9
Zm00001eb099760,8,9,6,7
Zm00001eb099770,0,0,0,0
Zm00001eb099780,3,4,0,0
Zm00001eb099790,0,0,0,0
Zm00001eb099800,4,1,1,1
Zm00001eb099810,36,30,10,12
Zm00001eb099820,115,114,40,41
Zm00001eb099830,8,9,8,7
Zm00001eb099850,179,188,157,159
Zm00001eb099870,0,0,0,0
Zm00001eb099880,5,3,0,0
Zm00001eb099890,0,0,0,0
Zm00001eb099900,8,11,4,4
Zm00001eb099910,3046,3120,2423,2438
Zm00001eb099920,851,890,192,195
Zm00001eb099930,6114,6218,4355,4386
Zm00001eb099940,0,0,0,0
Zm00001eb099960,704,676,518,489
Zm00001eb099970,503,488,579,595
Zm00001eb099980,3667,3476,8838,8750
Zm00001eb099990,11,5,4,4
Zm00001eb100000,89,76,29,23
Zm00001eb100010,34,28,19,41
Zm00001eb100020,172,149,1100,1136
Zm00001eb100030,19,19,22,13
Zm00001eb100050,20,29,6,7
Zm00001eb100060,529,494,756,730
Zm00001eb100070,7,5,7,5
Zm00001eb100090,30,44,9,11
Zm00001eb100100,1393,1323,881,873
Zm00001eb100110,586,565,359,334
Zm00001eb100130,163,201,134,95
Zm00001eb100140,276,251,83,81
Zm00001eb100150,0,0,0,0
Zm00001eb100160,250,271,294,270
Zm00001eb100170,614,628,375,383
Zm00001eb100180,2559,2598,2396,2387
Zm00001eb100190,196,202,87,100
Zm00001eb100200,0,0,0,0
Zm00001eb100210,1789,1827,397,379
Zm00001eb100220,155,139,2,6
Zm00001eb100230,130,134,112,119
Zm00001eb100250,187,165,94,94
Zm00001eb100260,106,138,96,61
Zm00001eb100280,9,5,6,3
Zm00001eb100290,5,9,4,6
Zm00001eb100300,90,81,296,332
Zm00001eb100310,486,487,529,548
Zm00001eb100320,7,9,7,7
Zm00001eb100330,0,0,0,0
Zm00001eb100340,860,850,718,685
Zm00001eb100350,74,88,88,75
Zm00001eb100360,2,5,4,3
Zm00001eb100370,0,0,0,0
Zm00001eb100380,142,136,29,35
Zm00001eb100400,0,0,0,0
Zm00001eb100410,413,464,216,289
Zm00001eb100420,0,1,0,0
Zm00001eb100430,191,183,98,85
Zm00001eb100440,150,142,156,191
Zm00001eb100450,329,351,324,345
Zm00001eb100460,0,0,0,0
Zm00001eb100470,2,3,4,0
Zm00001eb100480,0,0,0,0
Zm00001eb100490,70,75,64,50
Zm00001eb100520,0,0,0,0
Zm00001eb100530,475,471,337,328
Zm00001eb100540,1,1,0,0
Zm00001eb100550,387,376,336,361
Zm00001eb100560,0,0,0,0
Zm00001eb100570,69,58,31,36
Zm00001eb100580,0,0,0,0
Zm00001eb100590,0,0,0,0
Zm00001eb100600,254,249,172,207
Zm00001eb100610,45,50,69,51
Zm00001eb100620,246,259,145,163
Zm00001eb100630,49,59,29,22
Zm00001eb100650,5,15,2,12
Zm00001eb100660,113,122,63,63
Zm00001eb100670,43,35,19,16
Zm00001eb100680,55,58,36,33
Zm00001eb100690,3,4,2,11
Zm00001eb100700,0,0,0,0
Zm00001eb100710,14,15,7,13
Zm00001eb100720,435,403,410,415
Zm00001eb100730,1,1,3,0
Zm00001eb100740,0,0,0,0
Zm00001eb100750,132,113,76,97
Zm00001eb100770,387,379,204,190
Zm00001eb100780,45,38,9,14
Zm00001eb100790,5,3,4,4
Zm00001eb100800,1,5,0,0
Zm00001eb100810,0,0,0,0
Zm00001eb100820,807,748,536,527
Zm00001eb100830,90,99,127,103
Zm00001eb100840,378,407,314,305
Zm00001eb100860,22,19,26,42
Zm00001eb100880,93,93,40,21
Zm00001eb100890,244,245,175,189
Zm00001eb100900,108,126,23,29
Zm00001eb100910,0,0,0,0
Zm00001eb100920,1263,1321,917,912
Zm00001eb100930,51,36,3,4
Zm00001eb100940,18,13,15,12
Zm00001eb100950,624,601,455,466
Zm00001eb100960,102,92,76,63
Zm00001eb100970,11,17,18,11
Zm00001eb100980,257,299,152,142
Zm00001eb100990,0,0,0,0
Zm00001eb101000,0,0,0,0
Zm00001eb101010,252,288,81,94
Zm00001eb101030,0,0,0,0
Zm00001eb101040,54,61,25,21
Zm00001eb101050,274,305,337,350
Zm00001eb101060,0,0,0,0
Zm00001eb101070,0,0,0,0
Zm00001eb101080,129,146,115,130
Zm00001eb101090,1386,1408,1210,1301
Zm00001eb101100,962,872,1000,1055
Zm00001eb101110,0,0,0,0
Zm00001eb101120,206,230,109,107
Zm00001eb101130,9,13,2,3
Zm00001eb101150,28,21,5,7
Zm00001eb101160,3,1,1,2
Zm00001eb101170,70,68,15,20
Zm00001eb101180,40,36,66,72
Zm00001eb101190,158,156,224,173
Zm00001eb101200,49,46,45,46
Zm00001eb101210,0,0,0,0
Zm00001eb101220,434,503,192,208
Zm00001eb101230,284,327,141,170
Zm00001eb101250,6,0,3,3
Zm00001eb101270,198,225,117,117
Zm00001eb101280,533,489,316,364
Zm00001eb101290,2,1,0,0
Zm00001eb101300,0,0,0,0
Zm00001eb101310,11,11,7,5
Zm00001eb101320,945,890,870,895
Zm00001eb101330,80,71,52,38
Zm00001eb101340,156,152,78,81
Zm00001eb101350,21,26,11,17
Zm00001eb101360,123,131,51,75
Zm00001eb101370,7,6,1,2
Zm00001eb101380,933,981,677,710
Zm00001eb101390,0,0,0,0
Zm00001eb101400,0,1,0,0
Zm00001eb101410,1064,1042,541,570
Zm00001eb101420,57,44,17,15
Zm00001eb101440,210,222,106,105
Zm00001eb101450,0,1,0,0
Zm00001eb101460,0,0,0,0
Zm00001eb101470,232,253,208,236
Zm00001eb101480,1650,1663,1608,1621
Zm00001eb101500,458,434,213,259
Zm00001eb101510,6,13,32,39
Zm00001eb101520,213,233,82,76
Zm00001eb101530,204,224,187,221
Zm00001eb101540,0,1,5,1
Zm00001eb101550,24,18,18,21
Zm00001eb101560,113,93,103,113
Zm00001eb101580,23,16,7,9
Zm00001eb101600,0,0,0,0
Zm00001eb101610,5,0,0,0
Zm00001eb101620,0,0,0,0
Zm00001eb101630,12,14,3,2
Zm00001eb101640,588,545,461,421
Zm00001eb101660,271,259,15,38
Zm00001eb101670,873,826,1684,1804
Zm00001eb101680,491,469,385,381
Zm00001eb101690,3,1,0,0
Zm00001eb101700,468,389,320,336
Zm00001eb101710,69,89,31,32
Zm00001eb101720,0,0,0,0
Zm00001eb101730,0,0,0,0
Zm00001eb101740,0,0,0,0
Zm00001eb101750,12981,13016,10297,10502
Zm00001eb101760,49,63,15,19
Zm00001eb101770,13516,13586,10824,10844
Zm00001eb101780,133,129,73,85
Zm00001eb101800,0,2,7,2
Zm00001eb101810,17,8,12,17
Zm00001eb101820,10,5,20,23
Zm00001eb101840,893,901,802,818
Zm00001eb101850,15,15,19,13
Zm00001eb101860,514,495,285,235
Zm00001eb101870,37,55,34,31
Zm00001eb101880,561,492,344,355
Zm00001eb101890,80,75,40,34
Zm00001eb101900,126,158,124,112
Zm00001eb101910,8,13,10,8
Zm00001eb101920,14,15,12,8
Zm00001eb101930,98,118,51,35
Zm00001eb101940,561,518,487,500
Zm00001eb101950,25,36,32,34
Zm00001eb101960,159,181,130,147
Zm00001eb101970,44,42,18,17
Zm00001eb101980,1180,1161,1708,1627
Zm00001eb101990,4608,4600,3710,3825
Zm00001eb102000,9,12,7,5
Zm00001eb102030,1033,1059,1771,1647
Zm00001eb102050,655,678,657,569
Zm00001eb102060,2,0,3,0
Zm00001eb102070,82,84,37,43
Zm00001eb102080,21,25,12,5
Zm00001eb102090,1342,1277,830,820
Zm00001eb102100,0,0,8,2
Zm00001eb102110,0,0,1,0
Zm00001eb102120,652,621,677,641
Zm00001eb102130,15,10,2,1
Zm00001eb102140,211,159,163,176
Zm00001eb102150,912,943,870,831
Zm00001eb102160,97,88,91,96
Zm00001eb102170,31,33,27,18
Zm00001eb102180,190,191,111,144
Zm00001eb102190,0,0,0,0
Zm00001eb102200,1043,1056,878,919
Zm00001eb102210,481,505,979,1030
Zm00001eb102220,73,83,27,43
Zm00001eb102230,132,116,150,132
Zm00001eb102240,17,16,20,23
Zm00001eb102250,882,895,691,660
Zm00001eb102260,228,211,89,91
Zm00001eb102270,1,1,1,1
Zm00001eb102280,17,15,9,6
Zm00001eb102290,18,15,25,13
Zm00001eb102300,354,384,238,293
Zm00001eb102310,151,145,105,112
Zm00001eb102320,14,13,4,6
Zm00001eb102330,1,2,0,0
Zm00001eb102340,0,0,0,0
Zm00001eb102350,570,528,487,466
Zm00001eb102360,508,533,404,387
Zm00001eb102370,2,5,1,0
Zm00001eb102380,1756,1697,1742,1780
Zm00001eb102400,2119,2165,2265,2404
Zm00001eb102410,0,0,0,0
Zm00001eb102420,117,91,55,68
Zm00001eb102430,200,178,89,86
Zm00001eb102440,26,29,17,10
Zm00001eb102450,4,7,1,1
Zm00001eb102460,740,746,497,492
Zm00001eb102470,427,398,293,242
Zm00001eb102480,1081,1088,814,823
Zm00001eb102490,31,28,12,17
Zm00001eb102500,1700,1753,1631,1570
Zm00001eb102510,37,43,13,12
Zm00001eb102520,214,182,183,203
Zm00001eb102530,446,404,379,388
Zm00001eb102540,22,13,10,13
Zm00001eb102550,1070,999,1322,1268
Zm00001eb102560,827,752,692,680
Zm00001eb102570,7,6,8,11
Zm00001eb102580,113,86,72,86
Zm00001eb102590,5698,5703,3699,3706
Zm00001eb102600,145,154,80,73
Zm00001eb102610,440,471,293,297
Zm00001eb102620,17,13,3,1
Zm00001eb102630,21,37,10,5
Zm00001eb102640,147,139,84,96
Zm00001eb102650,43,47,19,16
Zm00001eb102660,3,3,0,0
Zm00001eb102670,6,7,0,0
Zm00001eb102680,4,6,0,0
Zm00001eb102690,24,19,3,4
Zm00001eb102710,437,443,327,329
Zm00001eb102720,440,380,441,432
Zm00001eb102730,1,4,1,2
Zm00001eb102740,659,705,800,763
Zm00001eb102760,874,902,821,775
Zm00001eb102770,213,197,197,162
Zm00001eb102780,326,264,172,149
Zm00001eb102790,529,567,334,332
Zm00001eb102800,120,118,77,76
Zm00001eb102810,3,7,5,2
Zm00001eb102820,0,0,0,0
Zm00001eb102830,826,763,580,586
Zm00001eb102840,148,121,62,71
Zm00001eb102850,180,209,165,213
Zm00001eb102860,0,0,0,0
Zm00001eb102870,3,6,0,1
Zm00001eb102880,1,0,0,0
Zm00001eb102890,0,0,0,0
Zm00001eb102900,2,4,1,0
Zm00001eb102910,0,0,0,0
Zm00001eb102920,779,757,1032,999
Zm00001eb102930,149,117,119,123
Zm00001eb102940,0,0,0,0
Zm00001eb102950,0,0,0,0
Zm00001eb102960,2,4,3,0
Zm00001eb102970,523,568,833,791
Zm00001eb102980,33,38,14,17
Zm00001eb102990,0,0,0,0
Zm00001eb103000,0,0,0,0
Zm00001eb103010,291,292,690,673
Zm00001eb103020,89,88,74,89
Zm00001eb103030,2513,2490,1629,1617
Zm00001eb103040,0,0,0,0
Zm00001eb103050,88,82,89,89
Zm00001eb103060,24,24,12,12
Zm00001eb103070,1331,1311,742,725
Zm00001eb103080,1072,1113,910,888
Zm00001eb103090,158,123,72,65
Zm00001eb103100,0,0,0,0
Zm00001eb103110,1,4,0,0
Zm00001eb103120,0,0,0,0
Zm00001eb103130,0,0,0,0
Zm00001eb103140,128,110,117,103
Zm00001eb103150,0,0,0,0
Zm00001eb103160,427,437,320,337
Zm00001eb103170,424,397,410,401
Zm00001eb103180,191,171,92,115
Zm00001eb103190,378,411,389,345
Zm00001eb103200,39,57,37,30
Zm00001eb103210,111,87,35,58
Zm00001eb103220,67,83,46,46
Zm00001eb103240,204,208,159,169
Zm00001eb103250,203,224,116,132
Zm00001eb103260,2297,2232,1581,1528
Zm00001eb103270,0,0,0,0
Zm00001eb103280,0,0,0,0
Zm00001eb103290,0,0,0,0
Zm00001eb103300,788,771,692,632
Zm00001eb103310,41,45,45,60
Zm00001eb103320,469,436,422,365
Zm00001eb103330,849,872,920,821
Zm00001eb103340,631,592,591,522
Zm00001eb103350,0,0,0,0
Zm00001eb103360,0,0,0,0
Zm00001eb103370,289,213,232,239
Zm00001eb103380,297,298,86,79
Zm00001eb103390,22,35,6,19
Zm00001eb103400,399,443,332,291
Zm00001eb103410,88,92,24,24
Zm00001eb103420,1,0,0,0
Zm00001eb103430,0,0,0,0
Zm00001eb103450,0,0,0,0
Zm00001eb103460,12,14,2,1
Zm00001eb103470,26,27,14,13
Zm00001eb103480,191,136,38,43
Zm00001eb103490,48,82,437,413
Zm00001eb103500,9500,9518,9127,9049
Zm00001eb103510,1264,1324,892,817
Zm00001eb103520,0,0,0,0
Zm00001eb103530,0,0,0,0
Zm00001eb103540,131,130,114,100
Zm00001eb103550,0,0,0,0
Zm00001eb103560,623,731,602,622
Zm00001eb103570,498,538,435,443
Zm00001eb103580,1068,1097,961,1007
Zm00001eb103590,3,3,0,0
Zm00001eb103600,0,0,0,0
Zm00001eb103610,365,380,314,303
Zm00001eb103630,409,460,357,379
Zm00001eb103650,0,0,0,0
Zm00001eb103660,0,0,0,0
Zm00001eb103670,0,0,0,0
Zm00001eb103680,34,48,1,4
Zm00001eb103700,94,103,112,92
Zm00001eb103710,1,0,0,0
Zm00001eb103720,1299,1337,1098,1202
Zm00001eb103730,722,725,508,451
Zm00001eb103740,0,0,0,0
Zm00001eb103750,718,740,656,676
Zm00001eb103760,1813,1892,1448,1433
Zm00001eb103780,0,0,0,0
Zm00001eb103800,672,702,707,734
Zm00001eb103810,55,49,24,24
Zm00001eb103820,56,45,42,36
Zm00001eb103830,6,8,5,6
Zm00001eb103840,24,23,2,3
Zm00001eb103860,0,0,0,0
Zm00001eb103870,2,1,1,1
Zm00001eb103880,27,22,13,15
Zm00001eb103890,224,196,112,119
Zm00001eb103900,1272,1120,1366,1293
Zm00001eb103910,0,0,1,0
Zm00001eb103920,1,0,2,2
Zm00001eb103930,1,1,1,4
Zm00001eb103940,21,18,5,7
Zm00001eb103950,0,0,0,0
Zm00001eb103960,15,11,12,8
Zm00001eb103980,288,276,194,172
Zm00001eb103990,76,85,23,46
Zm00001eb104000,2,2,1,1
Zm00001eb104010,0,0,1,0
Zm00001eb104020,5,7,2,1
Zm00001eb104040,364,362,287,253
Zm00001eb104050,352,340,189,209
Zm00001eb104060,164,178,148,146
Zm00001eb104070,791,840,648,615
Zm00001eb104080,0,0,0,0
Zm00001eb104090,53,51,85,76
Zm00001eb104100,40,41,104,108
Zm00001eb104110,43,59,32,33
Zm00001eb104120,29,55,53,62
Zm00001eb104130,32,46,57,57
Zm00001eb104140,4,11,1,2
Zm00001eb104150,0,0,0,0
Zm00001eb104160,37,37,43,38
Zm00001eb104170,0,0,0,0
Zm00001eb104180,0,0,0,0
Zm00001eb104190,23,36,47,54
Zm00001eb104210,275,227,137,151
Zm00001eb104220,5592,5564,5671,5649
Zm00001eb104230,2,2,0,0
Zm00001eb104240,0,4,2,0
Zm00001eb104250,62,38,12,11
Zm00001eb104260,274,332,103,85
Zm00001eb104270,80,75,54,53
Zm00001eb104280,316,312,269,218
Zm00001eb104290,1898,2013,2043,1990
Zm00001eb104300,118,121,57,42
Zm00001eb104320,66,64,24,28
Zm00001eb104330,24,22,10,12
Zm00001eb104340,4,1,2,1
Zm00001eb104350,107,90,42,35
Zm00001eb104360,231,240,199,177
Zm00001eb104370,18,25,5,7
Zm00001eb104380,82,67,49,43
Zm00001eb104400,3664,3578,3575,3649
Zm00001eb104410,465,507,275,301
Zm00001eb104420,216,234,126,113
Zm00001eb104430,394,374,262,300
Zm00001eb104440,0,0,0,0
Zm00001eb104450,0,0,0,0
Zm00001eb104460,85,90,118,107
Zm00001eb104470,7,1,1,3
Zm00001eb104480,759,731,729,691
Zm00001eb104490,3,0,0,0
Zm00001eb104510,627,625,463,480
Zm00001eb104520,373,372,245,277
Zm00001eb104530,453,504,312,380
Zm00001eb104540,2866,2827,1462,1478
Zm00001eb104550,61,70,61,55
Zm00001eb104560,112,133,67,50
Zm00001eb104570,13,8,2,3
Zm00001eb104590,704,743,566,609
Zm00001eb104610,440,532,437,456
Zm00001eb104630,153,133,59,70
Zm00001eb104640,41,46,52,36
Zm00001eb104650,1,1,3,6
Zm00001eb104660,240,239,193,187
Zm00001eb104670,77,111,53,64
Zm00001eb104680,664,680,589,619
Zm00001eb104690,655,680,718,648
Zm00001eb104700,0,1,0,1
Zm00001eb104710,211,192,174,164
Zm00001eb104720,7,5,6,3
Zm00001eb104730,1121,1169,901,915
Zm00001eb104740,13,5,7,13
Zm00001eb104750,1123,1088,980,985
Zm00001eb104760,207,230,132,155
Zm00001eb104770,0,0,0,0
Zm00001eb104780,604,496,592,624
Zm00001eb104790,472,445,507,477
Zm00001eb104800,0,0,0,0
Zm00001eb104810,456,453,359,363
Zm00001eb104820,3,2,2,2
Zm00001eb104830,71,84,58,61
Zm00001eb104840,167,150,140,91
Zm00001eb104850,489,444,338,333
Zm00001eb104860,687,746,474,525
Zm00001eb104870,55,48,32,53
Zm00001eb104880,1360,1397,832,831
Zm00001eb104900,128,125,106,112
Zm00001eb104920,121,154,151,122
Zm00001eb104930,965,1013,360,410
Zm00001eb104940,0,0,0,0
Zm00001eb104950,469,493,253,264
Zm00001eb104960,1183,1268,1231,1148
Zm00001eb104970,384,345,170,158
Zm00001eb104980,230,241,211,208
Zm00001eb104990,163,183,107,100
Zm00001eb105000,1349,1498,1250,1266
Zm00001eb105010,4,8,4,1
Zm00001eb105020,952,976,596,637
Zm00001eb105030,1372,1411,762,786
Zm00001eb105040,4,2,1,2
Zm00001eb105050,0,0,0,0
Zm00001eb105060,451,435,269,296
Zm00001eb105070,164,148,98,112
Zm00001eb105090,192,189,112,106
Zm00001eb105100,0,0,1,0
Zm00001eb105110,2,3,2,1
Zm00001eb105120,4207,4272,4869,4787
Zm00001eb105130,238,225,75,104
Zm00001eb105150,0,0,0,0
Zm00001eb105160,0,0,0,0
Zm00001eb105170,0,0,0,0
Zm00001eb105180,0,0,0,0
Zm00001eb105190,0,0,0,0
Zm00001eb105200,2,2,3,1
Zm00001eb105210,2,1,0,0
Zm00001eb105220,21,14,17,17
Zm00001eb105230,473,432,309,338
Zm00001eb105240,0,0,0,0
Zm00001eb105250,3,3,3,1
Zm00001eb105260,0,0,0,0
Zm00001eb105270,0,0,0,1
Zm00001eb105280,0,0,0,0
Zm00001eb105290,210,217,146,136
Zm00001eb105300,261,287,221,238
Zm00001eb105310,507,465,443,431
Zm00001eb105320,1,2,0,0
Zm00001eb105340,360,442,354,328
Zm00001eb105350,11,8,4,5
Zm00001eb105360,16,20,10,7
Zm00001eb105390,65,38,59,50
Zm00001eb105400,28,36,13,16
Zm00001eb105410,1539,1518,1476,1480
Zm00001eb105420,810,823,477,490
Zm00001eb105440,0,0,0,0
Zm00001eb105450,0,1,0,0
Zm00001eb105460,6,7,5,4
Zm00001eb105480,576,576,350,353
Zm00001eb105490,551,619,481,450
Zm00001eb105500,13,17,62,49
Zm00001eb105510,1482,1510,1488,1496
Zm00001eb105520,0,0,0,0
Zm00001eb105530,0,0,0,0
Zm00001eb105540,1393,1399,1265,1318
