ENSEMBL_GeneID,C_24_Susc_1,C_24_Susc_2,T_24_Susc_1,T_24_Susc_2
Zm00001eb045790,8047,8148,8229,8490
Zm00001eb045800,207,173,89,69
Zm00001eb045810,1052,1031,911,881
Zm00001eb045840,0,0,0,0
Zm00001eb045860,827,811,357,338
Zm00001eb045870,1465,1467,1144,1147
Zm00001eb045880,164,121,65,69
Zm00001eb045890,673,645,794,768
Zm00001eb045900,11,10,7,1
Zm00001eb045910,556,608,405,429
Zm00001eb045930,274,273,131,147
Zm00001eb045940,1,0,0,0
Zm00001eb045950,57,79,62,56
Zm00001eb045960,634,687,458,469
Zm00001eb045970,1,2,0,0
Zm00001eb045980,6,10,2,1
Zm00001eb045990,30,27,4,4
Zm00001eb046010,8,4,1,3
Zm00001eb046020,9,6,4,2
Zm00001eb046030,0,0,0,0
Zm00001eb046040,1110,1048,825,802
Zm00001eb046050,377,383,233,267
Zm00001eb046060,0,0,0,0
Zm00001eb046070,56,52,51,40
Zm00001eb046080,126,102,32,32
Zm00001eb046090,35,41,22,24
Zm00001eb046100,642,680,588,582
Zm00001eb046110,439,436,434,358
Zm00001eb046120,837,922,755,812
Zm00001eb046130,3,12,2,0
Zm00001eb046150,1,5,0,0
Zm00001eb046160,316,328,455,462
Zm00001eb046170,18,19,14,20
Zm00001eb046180,0,0,0,0
Zm00001eb046190,0,0,0,0
Zm00001eb046200,19,15,11,17
Zm00001eb046210,114,123,84,95
Zm00001eb046220,11,14,4,2
Zm00001eb046230,0,0,0,0
Zm00001eb046240,0,0,0,0
Zm00001eb046250,0,0,0,0
Zm00001eb046260,606,608,814,897
Zm00001eb046270,5,2,8,8
Zm00001eb046280,79,65,122,150
Zm00001eb046290,0,0,0,0
Zm00001eb046300,7,7,5,3
Zm00001eb046310,143,118,116,102
Zm00001eb046320,2,1,0,0
Zm00001eb046330,0,1,0,0
Zm00001eb046340,2960,3091,2932,2898
Zm00001eb046350,242,220,215,197
Zm00001eb046360,0,0,0,0
Zm00001eb046370,1167,1130,1137,1097
Zm00001eb046380,0,0,0,0
Zm00001eb046390,5,12,8,3
Zm00001eb046400,112,98,105,88
Zm00001eb046420,238,253,357,329
Zm00001eb046430,1323,1357,1665,1803
Zm00001eb046440,1090,1076,975,1007
Zm00001eb046450,0,3,1,3
Zm00001eb046460,0,0,0,0
Zm00001eb046470,0,0,0,0
Zm00001eb046480,0,0,0,0
Zm00001eb046490,0,0,0,0
Zm00001eb046510,279,297,243,215
Zm00001eb046520,5,6,4,1
Zm00001eb046530,0,0,0,0
Zm00001eb046540,0,0,0,0
Zm00001eb046550,0,8,2,1
Zm00001eb046560,106,95,50,38
Zm00001eb046570,48,41,166,173
Zm00001eb046580,2044,2067,1545,1615
Zm00001eb046590,254,265,123,143
Zm00001eb046600,6,7,1,1
Zm00001eb046610,39,29,16,20
Zm00001eb046620,23,24,3,7
Zm00001eb046630,35,33,4,7
Zm00001eb046640,0,0,0,0
Zm00001eb046650,480,448,446,495
Zm00001eb046660,0,0,0,0
Zm00001eb046670,199,201,108,119
Zm00001eb046680,313,284,204,209
Zm00001eb046690,168,164,85,95
Zm00001eb046700,316,263,296,285
Zm00001eb046710,120,134,69,56
Zm00001eb046720,51,43,103,98
Zm00001eb046740,388,388,704,694
Zm00001eb046750,201,204,570,612
Zm00001eb046760,0,0,0,0
Zm00001eb046770,7,16,3,12
Zm00001eb046780,0,0,0,0
Zm00001eb046790,677,674,437,438
Zm00001eb046810,0,0,0,0
Zm00001eb046820,0,0,0,0
Zm00001eb046830,0,0,0,0
Zm00001eb046840,1963,1830,1825,1601
Zm00001eb046850,0,0,0,0
Zm00001eb046860,320,292,187,215
Zm00001eb046870,0,0,0,0
Zm00001eb046880,0,0,0,0
Zm00001eb046890,29,34,23,25
Zm00001eb046900,123,154,83,87
Zm00001eb046910,14,30,34,14
Zm00001eb046920,4,4,2,4
Zm00001eb046930,0,0,0,0
Zm00001eb046940,0,0,0,0
Zm00001eb046950,0,1,0,0
Zm00001eb046960,17,11,3,3
Zm00001eb046970,0,0,0,0
Zm00001eb046980,235,227,183,192
Zm00001eb046990,115,147,93,76
Zm00001eb047000,0,1,0,0
Zm00001eb047010,23,22,10,11
Zm00001eb047020,6,6,6,18
Zm00001eb047030,69,78,48,51
Zm00001eb047040,13,16,4,10
Zm00001eb047050,0,1,0,0
Zm00001eb047060,47,57,160,131
Zm00001eb047070,220,243,92,106
Zm00001eb047100,1,1,0,0
Zm00001eb047110,382,409,292,306
Zm00001eb047120,61,62,22,25
Zm00001eb047140,208,221,86,92
Zm00001eb047150,130,141,237,260
Zm00001eb047160,117,141,31,33
Zm00001eb047170,3656,3660,3974,3862
Zm00001eb047190,0,0,0,0
Zm00001eb047200,402,450,790,819
Zm00001eb047210,0,0,0,0
Zm00001eb047230,1,1,1,0
Zm00001eb047240,176,221,206,213
Zm00001eb047250,16,13,16,8
Zm00001eb047260,72,89,89,115
Zm00001eb047270,44,43,60,71
Zm00001eb047280,278,252,261,279
Zm00001eb047290,0,0,0,0
Zm00001eb047300,0,0,0,0
Zm00001eb047310,294,316,298,295
Zm00001eb047320,1,6,5,8
Zm00001eb047330,47,54,34,36
Zm00001eb047350,25,34,42,44
Zm00001eb047360,80,61,87,100
Zm00001eb047370,52,49,75,85
Zm00001eb047390,30,32,6,6
Zm00001eb047400,54,50,56,49
Zm00001eb047410,4,4,1,0
Zm00001eb047420,56,47,65,74
Zm00001eb047430,57,45,36,32
Zm00001eb047450,173,172,120,109
Zm00001eb047460,129,152,91,121
Zm00001eb047470,46,31,29,17
Zm00001eb047480,0,0,0,0
Zm00001eb047490,118,152,141,134
Zm00001eb047500,889,898,680,620
Zm00001eb047510,321,307,185,231
Zm00001eb047520,281,278,296,271
Zm00001eb047530,0,0,0,0
Zm00001eb047540,0,0,0,0
Zm00001eb047550,51,35,47,46
Zm00001eb047560,165,169,119,127
Zm00001eb047570,13,18,1,4
Zm00001eb047580,215,204,305,275
Zm00001eb047590,1,0,1,4
Zm00001eb047600,3,1,1,2
Zm00001eb047610,671,675,922,886
Zm00001eb047620,1,0,0,0
Zm00001eb047630,6,7,0,0
Zm00001eb047640,0,0,0,0
Zm00001eb047650,6,7,12,14
Zm00001eb047660,120,127,118,122
Zm00001eb047670,166,167,56,42
Zm00001eb047690,0,2,0,2
Zm00001eb047710,0,0,0,0
Zm00001eb047720,0,0,0,0
Zm00001eb047730,0,0,0,0
Zm00001eb047740,26,35,0,0
Zm00001eb047750,16,34,12,9
Zm00001eb047760,812,800,132,124
Zm00001eb047770,167,199,131,158
Zm00001eb047780,185,216,68,64
Zm00001eb047790,0,0,0,0
Zm00001eb047800,0,0,0,0
Zm00001eb047810,333,309,166,158
Zm00001eb047820,252,232,273,245
Zm00001eb047830,874,869,585,598
Zm00001eb047840,51,55,16,21
Zm00001eb047860,26,20,17,15
Zm00001eb047870,0,1,0,8
Zm00001eb047880,34,32,25,15
Zm00001eb047890,160,131,133,130
Zm00001eb047910,1,0,0,1
Zm00001eb047920,146,151,76,74
Zm00001eb047930,190,190,82,93
Zm00001eb047940,33,50,49,60
Zm00001eb047970,628,570,371,347
Zm00001eb047980,2410,2406,2686,2717
Zm00001eb047990,2245,2241,929,934
Zm00001eb048000,1045,1130,692,627
Zm00001eb048010,0,0,0,0
Zm00001eb048020,299,259,101,93
Zm00001eb048030,11,26,8,12
Zm00001eb048040,0,0,0,0
Zm00001eb048050,0,0,0,0
Zm00001eb048060,0,0,0,0
Zm00001eb048070,13,8,9,7
Zm00001eb048080,6,0,3,1
Zm00001eb048090,231,211,176,168
Zm00001eb048110,2,1,3,1
Zm00001eb048120,82,104,102,102
Zm00001eb048130,27,17,17,19
Zm00001eb048140,628,595,413,434
Zm00001eb048150,669,696,452,364
Zm00001eb048160,195,206,162,161
Zm00001eb048180,0,0,0,0
Zm00001eb048190,8,12,4,5
Zm00001eb048200,0,0,0,0
Zm00001eb048210,130,127,112,89
Zm00001eb048220,1041,991,840,894
Zm00001eb048230,58,74,18,15
Zm00001eb048240,0,0,0,0
Zm00001eb048250,5,7,2,2
Zm00001eb048260,0,0,4,0
Zm00001eb048270,466,465,415,397
Zm00001eb048280,140,115,73,45
Zm00001eb048290,502,499,513,488
Zm00001eb048300,0,0,1,2
Zm00001eb048310,90,76,60,57
Zm00001eb048320,2,3,4,9
Zm00001eb048330,6,8,5,4
Zm00001eb048340,319,346,233,244
Zm00001eb048360,0,1,1,1
Zm00001eb048370,253,259,152,154
Zm00001eb048390,211,239,96,127
Zm00001eb048410,15,14,10,10
Zm00001eb048420,297,306,294,294
Zm00001eb048430,0,0,0,0
Zm00001eb048440,571,598,355,444
Zm00001eb048460,1,2,0,0
Zm00001eb048470,0,0,1,1
Zm00001eb048480,138,138,157,139
Zm00001eb048490,0,0,0,0
Zm00001eb048500,2,2,1,2
Zm00001eb048510,174,184,213,252
Zm00001eb048520,27,27,16,26
Zm00001eb048530,0,0,0,0
Zm00001eb048540,0,0,0,0
Zm00001eb048550,165,173,125,98
Zm00001eb048560,36,28,128,164
Zm00001eb048580,44,81,27,27
Zm00001eb048600,1053,1112,1027,1036
Zm00001eb048610,0,0,0,0
Zm00001eb048620,0,0,0,0
Zm00001eb048640,46,42,8,7
Zm00001eb048660,1359,1323,1341,1267
Zm00001eb048670,266,221,72,91
Zm00001eb048680,932,876,1550,1583
Zm00001eb048690,0,0,0,0
Zm00001eb048700,60,43,90,81
Zm00001eb048710,4263,4367,2991,3092
Zm00001eb048720,422,453,383,372
Zm00001eb048730,6,14,4,2
Zm00001eb048740,2,0,0,1
Zm00001eb048760,1,2,1,0
Zm00001eb048770,10,18,54,34
Zm00001eb048780,47,54,56,65
Zm00001eb048790,1,0,0,0
Zm00001eb048800,541,570,634,638
Zm00001eb048810,210,249,291,299
Zm00001eb048820,603,639,328,339
Zm00001eb048830,36,55,37,39
Zm00001eb048840,489,488,332,314
Zm00001eb048850,97,84,69,66
Zm00001eb048860,211,211,113,99
Zm00001eb048870,179,186,30,28
Zm00001eb048880,0,0,0,0
Zm00001eb048890,98,96,84,79
Zm00001eb048900,0,0,0,0
Zm00001eb048910,0,0,0,0
Zm00001eb048920,80,86,27,29
Zm00001eb048930,14,19,4,7
Zm00001eb048940,0,0,0,0
Zm00001eb048950,8,5,3,0
Zm00001eb048960,3,1,5,14
Zm00001eb048970,0,0,1,0
Zm00001eb048990,21,15,3,4
Zm00001eb049000,4,15,2,3
Zm00001eb049010,21,20,8,10
Zm00001eb049020,0,0,0,0
Zm00001eb049030,2,0,0,0
Zm00001eb049040,7,6,4,5
Zm00001eb049060,2,2,0,0
Zm00001eb049070,139,122,80,92
Zm00001eb049080,226,226,72,105
Zm00001eb049090,15,17,5,5
Zm00001eb049100,162,154,145,162
Zm00001eb049110,146,159,28,24
Zm00001eb049120,274,230,115,122
Zm00001eb049140,831,850,979,928
Zm00001eb049150,35,46,25,30
Zm00001eb049160,13,9,20,16
Zm00001eb049170,177,203,131,128
Zm00001eb049180,4,8,2,0
Zm00001eb049190,113,112,233,246
Zm00001eb049200,268,249,264,250
Zm00001eb049210,0,0,1,0
Zm00001eb049220,0,0,0,0
Zm00001eb049230,0,0,0,0
Zm00001eb049240,920,897,1042,1060
Zm00001eb049250,741,708,391,376
Zm00001eb049260,4,3,0,0
Zm00001eb049270,149,131,95,91
Zm00001eb049290,1348,1455,1095,1079
Zm00001eb049300,281,300,183,182
Zm00001eb049310,210,183,141,142
Zm00001eb049320,351,316,232,273
Zm00001eb049330,846,912,647,667
Zm00001eb049340,0,0,0,0
Zm00001eb049370,50,46,27,23
Zm00001eb049380,28,30,11,13
Zm00001eb049390,0,0,0,0
Zm00001eb049400,21,25,26,21
Zm00001eb049410,0,0,0,0
Zm00001eb049420,0,0,0,0
Zm00001eb049430,9,11,4,11
Zm00001eb049440,0,0,0,0
Zm00001eb049460,1,0,0,1
Zm00001eb049470,0,0,0,0
Zm00001eb049480,0,0,0,0
Zm00001eb049490,3,0,0,0
Zm00001eb049500,15,8,1,5
Zm00001eb049510,0,0,0,0
Zm00001eb049520,0,0,0,0
Zm00001eb049540,5,12,14,11
Zm00001eb049550,0,2,1,0
Zm00001eb049560,12,13,2,2
Zm00001eb049570,4367,4378,4546,4508
Zm00001eb049580,25,22,23,21
Zm00001eb049590,11,12,12,11
Zm00001eb049600,3,6,10,5
Zm00001eb049610,443,488,410,408
Zm00001eb049620,0,0,0,0
Zm00001eb049630,4,3,0,0
Zm00001eb049640,3,6,3,1
Zm00001eb049650,45,29,13,34
Zm00001eb049660,2,7,3,0
Zm00001eb049670,1,0,0,0
Zm00001eb049680,0,0,0,0
Zm00001eb049690,0,0,0,0
Zm00001eb049700,0,0,0,0
Zm00001eb049710,0,0,0,1
Zm00001eb049720,3045,3083,3345,3184
Zm00001eb049730,38,43,20,31
Zm00001eb049740,1,1,2,6
Zm00001eb049750,188,175,118,148
Zm00001eb049770,474,434,220,240
Zm00001eb049780,456,453,395,354
Zm00001eb049790,170,187,86,100
Zm00001eb049800,208,203,254,277
Zm00001eb049810,310,343,152,149
Zm00001eb049820,0,0,0,0
Zm00001eb049830,125,121,52,38
Zm00001eb049840,225,218,190,216
Zm00001eb049850,181,175,374,422
Zm00001eb049860,10,5,15,10
Zm00001eb049870,3,6,3,5
Zm00001eb049880,16,19,2,0
Zm00001eb049890,592,587,477,480
Zm00001eb049910,292,264,242,223
Zm00001eb049920,212,169,100,95
Zm00001eb049930,79,62,34,25
Zm00001eb049940,38,48,36,42
Zm00001eb049950,324,281,112,121
Zm00001eb049960,1,2,1,0
Zm00001eb049970,67,73,82,58
Zm00001eb049980,120,93,54,74
Zm00001eb049990,1,0,1,2
Zm00001eb050000,0,0,0,0
Zm00001eb050010,85,99,91,85
Zm00001eb050020,3,1,3,2
Zm00001eb050030,11,8,9,1
Zm00001eb050040,281,288,174,166
Zm00001eb050050,0,0,0,0
Zm00001eb050060,2275,2320,2239,2216
Zm00001eb050070,279,338,235,206
Zm00001eb050080,0,0,0,0
Zm00001eb050090,0,0,0,0
Zm00001eb050100,148,131,93,95
Zm00001eb050110,101,74,67,72
Zm00001eb050120,23,32,6,0
Zm00001eb050130,77,84,55,67
Zm00001eb050140,1429,1418,1783,1804
Zm00001eb050150,0,0,0,0
Zm00001eb050160,0,0,0,0
Zm00001eb050170,0,0,0,0
Zm00001eb050180,0,0,0,0
Zm00001eb050200,0,0,0,0
Zm00001eb050220,170,133,121,103
Zm00001eb050230,49,56,25,25
Zm00001eb050240,3,2,3,5
Zm00001eb050250,0,0,0,0
Zm00001eb050260,4,1,1,0
Zm00001eb050270,0,0,0,2
Zm00001eb050280,10102,9815,6093,6039
Zm00001eb050290,578,641,242,267
Zm00001eb050310,822,817,627,654
Zm00001eb050320,35,33,27,31
Zm00001eb050330,134,129,77,81
Zm00001eb050340,265,268,297,255
Zm00001eb050350,814,781,417,459
Zm00001eb050360,0,0,0,0
Zm00001eb050370,68,64,36,42
Zm00001eb050400,27,33,21,19
Zm00001eb050410,412,394,300,325
Zm00001eb050420,0,0,0,0
Zm00001eb050430,0,2,0,0
Zm00001eb050440,0,0,0,0
Zm00001eb050450,0,0,0,1
Zm00001eb050460,806,853,578,594
Zm00001eb050470,1,3,4,2
Zm00001eb050480,8,22,6,6
Zm00001eb050490,51,67,33,31
Zm00001eb050500,66,82,47,40
Zm00001eb050510,89,84,53,57
Zm00001eb050520,0,0,0,0
Zm00001eb050530,2,3,1,1
Zm00001eb050550,0,1,0,2
Zm00001eb050560,0,0,0,0
Zm00001eb050570,8,5,5,2
Zm00001eb050580,60,88,27,20
Zm00001eb050590,0,0,0,0
Zm00001eb050600,115,107,87,68
Zm00001eb050610,469,513,334,355
Zm00001eb050630,86,75,95,87
Zm00001eb050650,163,161,106,114
Zm00001eb050660,1139,1117,757,670
Zm00001eb050670,619,646,364,338
Zm00001eb050680,800,750,712,678
Zm00001eb050690,0,0,0,0
Zm00001eb050700,418,484,913,952
Zm00001eb050710,367,326,391,398
Zm00001eb050720,0,0,0,0
Zm00001eb050730,1,6,0,0
Zm00001eb050740,366,308,207,231
Zm00001eb050760,316,331,291,269
Zm00001eb050770,2,3,0,1
Zm00001eb050780,0,2,0,0
Zm00001eb050790,215,233,153,123
Zm00001eb050810,1,0,0,0
Zm00001eb050830,6,3,1,0
Zm00001eb050840,448,504,400,426
Zm00001eb050850,325,337,152,176
Zm00001eb050860,7,9,12,4
Zm00001eb050870,600,602,658,712
Zm00001eb050880,1476,1501,1871,1893
Zm00001eb050890,0,0,0,0
Zm00001eb050900,0,0,0,0
Zm00001eb050910,298,315,129,145
Zm00001eb050930,67,75,34,30
Zm00001eb050950,19,20,37,37
Zm00001eb050970,29,31,21,25
Zm00001eb050980,0,0,0,0
Zm00001eb050990,201,187,215,198
Zm00001eb051000,14,12,7,5
Zm00001eb051010,0,0,0,0
Zm00001eb051020,0,0,0,0
Zm00001eb051030,0,0,0,0
Zm00001eb051040,613,645,577,603
Zm00001eb051050,58,79,57,63
Zm00001eb051060,1174,1141,834,839
Zm00001eb051070,374,367,196,218
Zm00001eb051080,476,417,484,454
Zm00001eb051090,151,144,236,221
Zm00001eb051100,207,215,72,63
Zm00001eb051110,486,551,369,386
Zm00001eb051120,295,296,366,374
Zm00001eb051130,755,781,1054,1184
Zm00001eb051140,232,232,139,121
Zm00001eb051150,560,554,968,998
Zm00001eb051160,150,149,139,129
Zm00001eb051170,611,695,610,652
Zm00001eb051180,0,0,0,0
Zm00001eb051190,0,0,0,0
Zm00001eb051200,47,52,14,16
Zm00001eb051220,1691,1715,1474,1365
Zm00001eb051230,0,0,0,0
Zm00001eb051240,24,29,15,14
Zm00001eb051250,0,0,0,0
Zm00001eb051260,0,0,0,0
Zm00001eb051280,0,0,0,0
Zm00001eb051290,67,66,53,69
Zm00001eb051300,1157,1208,1179,1056
Zm00001eb051310,25,24,2,7
Zm00001eb051330,2,2,0,0
Zm00001eb051340,4,2,1,4
Zm00001eb051350,40,39,12,15
Zm00001eb051360,45,29,10,23
Zm00001eb051370,220,206,105,121
Zm00001eb051380,21,22,32,26
Zm00001eb051390,0,0,0,0
Zm00001eb051400,2,3,0,0
Zm00001eb051410,757,771,482,448
Zm00001eb051420,0,0,0,0
Zm00001eb051430,0,0,0,0
Zm00001eb051440,0,0,0,0
Zm00001eb051450,6,5,1,6
Zm00001eb051460,54,71,34,33
Zm00001eb051470,251,253,128,109
Zm00001eb051480,24,15,19,28
Zm00001eb051490,121,155,111,123
Zm00001eb051500,461,431,344,399
Zm00001eb051510,277,282,204,199
Zm00001eb051520,4,6,3,2
Zm00001eb051530,0,0,0,0
Zm00001eb051540,0,0,0,0
Zm00001eb051550,0,0,0,0
Zm00001eb051560,0,0,0,0
Zm00001eb051570,0,0,0,1
Zm00001eb051580,52,64,97,93
Zm00001eb051590,0,0,0,0
Zm00001eb051600,696,643,637,683
Zm00001eb051610,268,308,397,448
Zm00001eb051620,17,9,7,11
Zm00001eb051630,0,0,0,0
Zm00001eb051640,0,0,0,0
Zm00001eb051650,7,18,6,7
Zm00001eb051660,0,0,2,0
Zm00001eb051670,0,1,0,0
Zm00001eb051680,8,5,0,1
Zm00001eb051690,0,0,0,0
Zm00001eb051700,0,0,0,0
Zm00001eb051710,1,0,1,1
Zm00001eb051720,63,75,128,130
Zm00001eb051730,0,0,1,0
Zm00001eb051740,20,15,5,7
Zm00001eb051750,85,103,101,125
Zm00001eb051760,63,87,53,57
Zm00001eb051770,219,235,123,122
Zm00001eb051780,791,737,805,771
Zm00001eb051790,1,1,0,0
Zm00001eb051800,2322,2305,1993,2066
Zm00001eb051810,927,959,122,110
Zm00001eb051830,181,180,142,158
Zm00001eb051840,821,840,711,614
Zm00001eb051850,0,0,0,0
Zm00001eb051860,189,182,184,177
Zm00001eb051870,1041,1036,838,856
Zm00001eb051880,1,1,1,3
Zm00001eb051890,9,9,5,6
Zm00001eb051900,1128,1139,1362,1365
Zm00001eb051910,20,33,13,7
Zm00001eb051920,0,0,0,0
Zm00001eb051930,137,144,78,105
Zm00001eb051940,113,107,72,76
Zm00001eb051950,532,579,343,306
Zm00001eb051970,13,19,33,49
Zm00001eb051980,279,328,236,229
Zm00001eb051990,353,303,311,338
Zm00001eb052000,87,105,114,110
Zm00001eb052010,10,11,25,21
Zm00001eb052020,784,786,1215,1278
Zm00001eb052030,2,2,3,5
Zm00001eb052040,0,0,0,0
Zm00001eb052050,11,5,2,0
Zm00001eb052070,77,75,76,78
Zm00001eb052080,184,176,58,86
Zm00001eb052100,192,186,92,89
Zm00001eb052110,57,69,17,27
Zm00001eb052120,1,0,0,0
Zm00001eb052130,769,751,1269,1182
Zm00001eb052140,0,0,0,0
Zm00001eb052150,237,263,382,430
Zm00001eb052160,0,0,0,0
Zm00001eb052180,0,0,0,0
Zm00001eb052190,0,0,0,0
Zm00001eb052200,124,134,152,131
Zm00001eb052210,4,1,0,2
Zm00001eb052220,407,393,358,378
Zm00001eb052230,55,53,31,27
Zm00001eb052250,131,106,153,132
Zm00001eb052260,687,668,488,562
Zm00001eb052270,732,722,283,291
Zm00001eb052280,0,0,0,0
Zm00001eb052290,1409,1426,1095,1112
Zm00001eb052300,1110,1083,791,845
Zm00001eb052320,0,0,0,0
Zm00001eb052330,0,1,1,1
Zm00001eb052350,0,0,0,0
Zm00001eb052360,0,0,0,0
Zm00001eb052370,0,0,0,0
Zm00001eb052380,0,0,0,0
Zm00001eb052390,0,0,0,0
Zm00001eb052400,0,0,0,0
Zm00001eb052410,0,0,0,0
Zm00001eb052420,0,0,0,0
Zm00001eb052430,0,0,0,0
Zm00001eb052440,0,0,7,2
Zm00001eb052450,148,141,151,194
Zm00001eb052460,141,130,140,149
Zm00001eb052470,264,244,196,194
Zm00001eb052500,6,7,8,7
Zm00001eb052510,492,484,452,477
Zm00001eb052520,401,405,57,48
Zm00001eb052530,117,109,111,97
Zm00001eb052540,1688,1627,1534,1529
Zm00001eb052550,55,52,93,78
Zm00001eb052570,0,0,0,0
Zm00001eb052580,0,0,2,1
Zm00001eb052590,7,9,29,25
Zm00001eb052600,8,3,0,0
Zm00001eb052610,206,235,155,193
Zm00001eb052620,1,5,1,2
Zm00001eb052630,336,292,510,498
Zm00001eb052640,510,512,346,360
Zm00001eb052650,103,114,97,101
Zm00001eb052660,0,0,0,0
Zm00001eb052670,10,22,70,81
Zm00001eb052680,255,273,409,393
Zm00001eb052690,279,290,287,258
Zm00001eb052700,47,28,26,28
Zm00001eb052720,319,366,307,308
Zm00001eb052730,190,162,143,164
Zm00001eb052740,713,711,671,660
Zm00001eb052750,4709,4626,5860,5801
Zm00001eb052760,0,0,1,2
Zm00001eb052770,0,2,0,1
Zm00001eb052780,5,7,8,12
Zm00001eb052790,0,0,0,0
Zm00001eb052800,154,149,112,104
Zm00001eb052810,384,427,345,326
Zm00001eb052820,8,7,1,2
Zm00001eb052830,0,0,0,1
Zm00001eb052840,0,0,0,0
Zm00001eb052850,250,269,106,123
Zm00001eb052860,241,218,67,72
Zm00001eb052870,929,884,1044,994
Zm00001eb052880,23,36,17,16
Zm00001eb052890,0,0,0,0
Zm00001eb052900,0,0,0,0
Zm00001eb052910,45,51,31,21
Zm00001eb052920,0,0,0,0
Zm00001eb052930,0,0,0,0
Zm00001eb052940,443,433,407,438
Zm00001eb052950,131,109,196,199
Zm00001eb052960,176,196,283,280
Zm00001eb052970,261,281,273,268
Zm00001eb052980,10,7,33,24
Zm00001eb053000,2,0,0,0
Zm00001eb053010,316,315,266,247
Zm00001eb053020,105,106,107,110
Zm00001eb053030,0,0,0,0
Zm00001eb053040,69,80,41,36
Zm00001eb053050,0,0,0,0
Zm00001eb053060,0,0,0,0
Zm00001eb053070,1,0,4,0
Zm00001eb053090,441,457,258,270
Zm00001eb053110,31,29,51,30
Zm00001eb053120,0,0,0,0
Zm00001eb053130,1,1,0,3
Zm00001eb053140,0,0,0,0
Zm00001eb053150,23,16,0,0
Zm00001eb053160,671,613,414,425
Zm00001eb053170,99,69,92,125
Zm00001eb053180,0,0,0,0
Zm00001eb053190,227,235,159,150
Zm00001eb053200,59,81,30,38
Zm00001eb053210,257,248,124,101
Zm00001eb053220,914,965,2009,2029
Zm00001eb053230,35,22,31,23
Zm00001eb053240,2,9,9,5
Zm00001eb053250,0,4,10,6
Zm00001eb053260,2458,2412,2364,2301
Zm00001eb053270,0,0,0,0
Zm00001eb053280,358,359,318,343
Zm00001eb053290,121,113,100,86
Zm00001eb053300,223,198,155,132
Zm00001eb053310,287,275,250,228
Zm00001eb053320,2148,2269,2767,2803
Zm00001eb053330,662,696,669,697
Zm00001eb053340,387,398,313,339
Zm00001eb053350,78,93,66,55
Zm00001eb053360,22,24,59,63
Zm00001eb053370,35,34,37,30
Zm00001eb053390,127,148,203,157
Zm00001eb053400,5,13,14,5
Zm00001eb053410,369,379,394,484
Zm00001eb053420,567,564,563,574
Zm00001eb053440,255,271,57,72
Zm00001eb053450,0,0,0,0
Zm00001eb053460,171,144,161,192
Zm00001eb053470,492,470,464,500
Zm00001eb053480,0,5,2,2
Zm00001eb053490,523,501,310,321
Zm00001eb053500,1163,1140,883,876
Zm00001eb053510,550,507,437,466
Zm00001eb053520,680,646,489,469
Zm00001eb053530,1004,1113,1098,1070
Zm00001eb053540,183,195,103,120
Zm00001eb053550,9,11,4,1
Zm00001eb053560,21,23,5,3
Zm00001eb053570,133,124,62,56
Zm00001eb053580,78,75,69,55
Zm00001eb053590,3,0,0,1
Zm00001eb053600,0,0,0,0
Zm00001eb053610,88,124,61,61
Zm00001eb053620,8,9,2,2
Zm00001eb053630,1435,1463,1860,1864
Zm00001eb053650,432,415,372,324
Zm00001eb053660,6,9,1,2
Zm00001eb053670,41,32,74,43
Zm00001eb053680,84,90,53,64
Zm00001eb053690,0,0,0,0
Zm00001eb053700,6964,6976,6323,6475
Zm00001eb053710,198,177,254,285
Zm00001eb053720,0,0,0,0
Zm00001eb053730,133,150,197,174
Zm00001eb053740,233,206,128,150
Zm00001eb053750,1534,1586,713,682
Zm00001eb053760,18,26,21,18
Zm00001eb053770,105,107,88,82
Zm00001eb053780,579,598,495,450
Zm00001eb053790,1395,1342,1300,1330
Zm00001eb053800,492,451,332,358
Zm00001eb053810,33,42,22,13
Zm00001eb053820,1,0,0,0
Zm00001eb053830,297,295,208,202
Zm00001eb053840,67,65,8,6
Zm00001eb053850,230,227,126,125
Zm00001eb053860,66,67,67,74
Zm00001eb053870,222,201,181,215
Zm00001eb053880,773,840,636,646
Zm00001eb053890,0,0,0,0
Zm00001eb053900,0,0,0,0
Zm00001eb053910,3,6,3,5
Zm00001eb053920,10,14,5,2
Zm00001eb053930,52,54,22,33
Zm00001eb053940,129,140,87,68
Zm00001eb053960,1133,1250,1061,1012
Zm00001eb053970,2,1,1,0
Zm00001eb053980,0,0,0,0
Zm00001eb053990,1,2,0,0
Zm00001eb054000,212,219,79,92
Zm00001eb054010,749,701,438,380
Zm00001eb054020,191,150,155,148
Zm00001eb054040,3684,3551,1953,2008
Zm00001eb054050,376,385,328,343
Zm00001eb054060,416,409,274,290
Zm00001eb054090,292,325,385,376
Zm00001eb054100,728,687,890,977
Zm00001eb054110,63,57,45,34
Zm00001eb054120,163,156,78,72
Zm00001eb054130,283,264,121,120
Zm00001eb054140,873,854,599,625
Zm00001eb054150,339,342,211,215
Zm00001eb054160,543,556,544,511
Zm00001eb054170,811,837,889,958
Zm00001eb054180,9,10,4,5
Zm00001eb054190,454,488,387,426
Zm00001eb054200,444,468,332,297
Zm00001eb054210,1737,1876,1744,1650
Zm00001eb054220,292,287,214,241
Zm00001eb054230,11625,11738,12386,12166
Zm00001eb054240,161,190,116,123
Zm00001eb054250,1187,1135,1384,1349
Zm00001eb054260,346,338,326,357
