ENSEMBL_GeneID	cut_c_6_iii	cut_t_6_iii
Zm00001eb088350	5	4
Zm00001eb088360	0	0
Zm00001eb088370	22	29
Zm00001eb088380	0	0
Zm00001eb088390	10	12
Zm00001eb088400	1	0
Zm00001eb088410	41	28
Zm00001eb088420	0	0
Zm00001eb088430	0	0
Zm00001eb088440	0	0
Zm00001eb088450	3	1
Zm00001eb088460	1	3
Zm00001eb088470	4	10
Zm00001eb088480	0	2
Zm00001eb088490	0	0
Zm00001eb088500	30	31
Zm00001eb088510	0	0
Zm00001eb088520	0	4
Zm00001eb088530	0	6
Zm00001eb088540	0	0
Zm00001eb088550	0	0
Zm00001eb088560	2	2
Zm00001eb088570	0	0
Zm00001eb088580	0	0
Zm00001eb088590	0	0
Zm00001eb088610	0	0
Zm00001eb088630	2	3
Zm00001eb088640	0	0
Zm00001eb088650	0	0
Zm00001eb088660	0	0
Zm00001eb088680	0	0
Zm00001eb088690	0	0
Zm00001eb088700	0	3
Zm00001eb088730	0	0
Zm00001eb088740	9	6
Zm00001eb088780	0	0
Zm00001eb088790	0	0
Zm00001eb088800	2	3
Zm00001eb088810	1	1
Zm00001eb088820	0	0
Zm00001eb088830	9	6
Zm00001eb088840	0	0
Zm00001eb088850	0	0
Zm00001eb088860	0	1
Zm00001eb088870	0	0
Zm00001eb088880	3	5
Zm00001eb088890	0	0
Zm00001eb088900	0	0
Zm00001eb088910	8	13
Zm00001eb088920	0	0
Zm00001eb088930	0	5
Zm00001eb088940	17	28
Zm00001eb088950	7	22
Zm00001eb088960	1	1
Zm00001eb088970	1	1
Zm00001eb088980	0	0
Zm00001eb088990	0	0
Zm00001eb089000	0	0
Zm00001eb089010	25	15
Zm00001eb089020	28	48
Zm00001eb089030	0	0
Zm00001eb089060	0	5
Zm00001eb089070	2	1
Zm00001eb089080	0	0
Zm00001eb089090	7	11
Zm00001eb089100	0	0
Zm00001eb089110	37	39
Zm00001eb089120	0	0
Zm00001eb089130	19	17
Zm00001eb089160	2	0
Zm00001eb089170	0	0
Zm00001eb089180	0	0
Zm00001eb089190	16	19
Zm00001eb089200	0	0
Zm00001eb089210	0	0
Zm00001eb089220	0	0
Zm00001eb089230	3	6
Zm00001eb089240	0	3
Zm00001eb089250	0	2
Zm00001eb089260	3	7
Zm00001eb089270	0	0
Zm00001eb089280	0	0
Zm00001eb089290	0	0
Zm00001eb089300	0	0
Zm00001eb089310	0	0
Zm00001eb089330	0	0
Zm00001eb089340	3	0
Zm00001eb089350	0	0
Zm00001eb089360	57	32
Zm00001eb089370	5	3
Zm00001eb089380	4	3
Zm00001eb089390	7	19
Zm00001eb089400	0	0
Zm00001eb089410	10	6
Zm00001eb089420	6	3
Zm00001eb089450	0	0
Zm00001eb089460	0	0
Zm00001eb089470	1	0
Zm00001eb089480	6	5
Zm00001eb089490	3	6
Zm00001eb089500	0	0
Zm00001eb089510	1	0
Zm00001eb089520	0	1
Zm00001eb089530	0	0
Zm00001eb089540	2	0
Zm00001eb089550	0	0
Zm00001eb089560	15	7
Zm00001eb089570	0	0
Zm00001eb089580	11	42
Zm00001eb089590	37	38
Zm00001eb089600	1	3
Zm00001eb089610	2	1
Zm00001eb089620	2	1
Zm00001eb089630	0	0
Zm00001eb089650	21	9
Zm00001eb089660	22	15
Zm00001eb089670	19	10
Zm00001eb089680	0	2
Zm00001eb089700	2	0
Zm00001eb089710	0	0
Zm00001eb089720	0	2
Zm00001eb089730	0	0
Zm00001eb089740	24	17
Zm00001eb089770	0	0
Zm00001eb089790	3	7
Zm00001eb089800	24	32
Zm00001eb089820	0	0
Zm00001eb089840	8	10
Zm00001eb089850	0	0
Zm00001eb089860	8	6
Zm00001eb089870	0	0
Zm00001eb089880	0	0
Zm00001eb089890	0	1
Zm00001eb089900	0	0
Zm00001eb089910	0	0
Zm00001eb089930	0	0
Zm00001eb089940	0	0
Zm00001eb089950	0	0
Zm00001eb089960	1	2
Zm00001eb089970	0	1
Zm00001eb089980	19	21
Zm00001eb089990	0	0
Zm00001eb090000	0	0
Zm00001eb090010	0	0
Zm00001eb090020	0	0
Zm00001eb090030	0	0
Zm00001eb090050	0	0
Zm00001eb090060	2	1
Zm00001eb090070	0	0
Zm00001eb090080	2	0
Zm00001eb090090	2	0
Zm00001eb090100	2	0
Zm00001eb090110	10	16
Zm00001eb090120	0	1
Zm00001eb090130	0	0
Zm00001eb090140	0	0
Zm00001eb090160	36	26
Zm00001eb090170	20	17
Zm00001eb090190	0	0
Zm00001eb090200	0	0
Zm00001eb090210	0	1
Zm00001eb090220	0	0
Zm00001eb090230	0	2
Zm00001eb090260	5	0
Zm00001eb090270	0	0
Zm00001eb090290	0	0
Zm00001eb090310	0	0
Zm00001eb090320	0	0
Zm00001eb090330	0	0
Zm00001eb090340	0	0
Zm00001eb090350	5	6
Zm00001eb090360	0	1
Zm00001eb090370	1	2
Zm00001eb090390	1	1
Zm00001eb090410	0	0
Zm00001eb090420	0	0
Zm00001eb090430	4	8
Zm00001eb090440	0	0
Zm00001eb090450	0	0
Zm00001eb090480	0	0
Zm00001eb090490	0	0
Zm00001eb090500	0	0
Zm00001eb090510	11	8
Zm00001eb090520	0	0
Zm00001eb090530	0	0
Zm00001eb090540	9	8
Zm00001eb090570	0	0
Zm00001eb090590	23	24
Zm00001eb090610	0	2
Zm00001eb090620	8	6
Zm00001eb090640	0	0
Zm00001eb090650	0	0
Zm00001eb090670	16	19
Zm00001eb090690	0	0
Zm00001eb090700	1	0
Zm00001eb090710	0	0
Zm00001eb090720	0	1
Zm00001eb090730	119	128
Zm00001eb090740	0	0
Zm00001eb090750	3	0
Zm00001eb090760	0	0
Zm00001eb090780	0	0
Zm00001eb090820	20	13
Zm00001eb090830	1586	1144
Zm00001eb090840	0	0
Zm00001eb090850	0	2
Zm00001eb090870	0	1
Zm00001eb090880	0	0
Zm00001eb090890	0	0
Zm00001eb090900	0	0
Zm00001eb090910	1	8
Zm00001eb090920	32	25
Zm00001eb090960	0	0
Zm00001eb090970	0	0
Zm00001eb090980	7	2
Zm00001eb090990	2	2
Zm00001eb091000	5	5
Zm00001eb091010	7	8
Zm00001eb091020	0	0
Zm00001eb091030	0	0
Zm00001eb091040	0	0
Zm00001eb091050	0	0
Zm00001eb091060	5	6
Zm00001eb091070	1	0
Zm00001eb091080	0	0
Zm00001eb091090	0	0
Zm00001eb091100	3	4
Zm00001eb091110	0	0
Zm00001eb091120	0	0
Zm00001eb091130	0	1
Zm00001eb091140	0	0
Zm00001eb091160	0	0
Zm00001eb091170	0	0
Zm00001eb091180	0	0
Zm00001eb091190	0	0
Zm00001eb091200	19	30
Zm00001eb091210	2	0
Zm00001eb091220	0	0
Zm00001eb091230	4	2
Zm00001eb091240	23	31
Zm00001eb091250	0	0
Zm00001eb091260	13	13
Zm00001eb091270	18	34
Zm00001eb091280	0	0
Zm00001eb091290	0	0
Zm00001eb091300	1	2
Zm00001eb091310	0	0
Zm00001eb091340	0	0
Zm00001eb091350	1	4
Zm00001eb091360	13	14
Zm00001eb091370	0	0
Zm00001eb091380	0	0
Zm00001eb091390	1	0
Zm00001eb091400	22	27
Zm00001eb091410	0	0
Zm00001eb091420	12	17
Zm00001eb091430	0	0
Zm00001eb091460	0	0
Zm00001eb091470	5	7
Zm00001eb091480	0	0
Zm00001eb091490	0	2
Zm00001eb091500	3	3
Zm00001eb091510	2	0
Zm00001eb091520	0	0
Zm00001eb091530	4	8
Zm00001eb091540	9	5
Zm00001eb091550	0	0
Zm00001eb091560	5	2
Zm00001eb091570	4	8
Zm00001eb091580	4	7
Zm00001eb091590	0	0
Zm00001eb091600	0	0
Zm00001eb091610	0	0
Zm00001eb091620	11	14
Zm00001eb091630	0	0
Zm00001eb091640	15	15
Zm00001eb091650	0	0
Zm00001eb091660	0	0
Zm00001eb091670	22	10
Zm00001eb091680	0	0
Zm00001eb091690	0	0
Zm00001eb091700	14	13
Zm00001eb091710	9	7
Zm00001eb091720	0	0
Zm00001eb091730	0	0
Zm00001eb091740	11	10
Zm00001eb091750	0	0
Zm00001eb091760	0	0
Zm00001eb091770	1	0
Zm00001eb091780	42	54
Zm00001eb091800	0	1
Zm00001eb091810	3	1
Zm00001eb091820	0	0
Zm00001eb091830	0	0
Zm00001eb091840	0	0
Zm00001eb091850	13	17
Zm00001eb091870	25	76
Zm00001eb091890	0	0
Zm00001eb091900	40	84
Zm00001eb091910	0	0
Zm00001eb091920	360	143
Zm00001eb091930	0	0
Zm00001eb091940	0	0
Zm00001eb091960	0	0
Zm00001eb091980	2	2
Zm00001eb092000	0	0
Zm00001eb092010	0	0
Zm00001eb092020	0	0
Zm00001eb092030	0	0
Zm00001eb092040	3	2
Zm00001eb092050	0	0
Zm00001eb092060	0	0
Zm00001eb092070	20	47
Zm00001eb092080	1	5
Zm00001eb092090	5	10
Zm00001eb092100	8	1
Zm00001eb092110	0	0
Zm00001eb092120	0	0
Zm00001eb092130	0	0
Zm00001eb092140	0	0
Zm00001eb092150	0	0
Zm00001eb092160	0	0
Zm00001eb092170	0	0
Zm00001eb092180	0	4
Zm00001eb092190	0	0
Zm00001eb092200	0	0
Zm00001eb092210	0	0
Zm00001eb092220	1	0
Zm00001eb092230	9	3
Zm00001eb092240	1	0
Zm00001eb092250	0	0
Zm00001eb092260	1	0
Zm00001eb092270	0	0
Zm00001eb092280	4	3
Zm00001eb092300	1	1
Zm00001eb092310	0	0
Zm00001eb092320	0	0
Zm00001eb092330	0	0
Zm00001eb092340	0	0
Zm00001eb092350	0	0
Zm00001eb092360	0	0
Zm00001eb092370	0	0
Zm00001eb092380	0	0
Zm00001eb092390	0	0
Zm00001eb092400	0	0
Zm00001eb092410	0	0
Zm00001eb092430	0	0
Zm00001eb092440	0	0
Zm00001eb092450	5	13
Zm00001eb092460	0	0
Zm00001eb092470	0	0
Zm00001eb092480	0	0
Zm00001eb092490	2	0
Zm00001eb092500	0	0
Zm00001eb092510	0	0
Zm00001eb092520	0	0
Zm00001eb092530	0	0
Zm00001eb092540	1	2
Zm00001eb092550	1	0
Zm00001eb092570	7	9
Zm00001eb092580	0	0
Zm00001eb092590	4	15
Zm00001eb092600	0	0
Zm00001eb092610	0	0
Zm00001eb092620	0	0
Zm00001eb092630	0	0
Zm00001eb092640	1	0
Zm00001eb092650	0	0
Zm00001eb092660	0	0
Zm00001eb092670	0	0
Zm00001eb092690	1	2
Zm00001eb092700	0	2
Zm00001eb092710	1	0
Zm00001eb092720	0	3
Zm00001eb092730	6	1
Zm00001eb092750	2	0
Zm00001eb092770	4	6
Zm00001eb092780	0	0
Zm00001eb092790	0	0
Zm00001eb092800	1	0
Zm00001eb092810	5	19
Zm00001eb092830	0	0
Zm00001eb092840	22	17
Zm00001eb092850	2	1
Zm00001eb092870	7	12
Zm00001eb092880	8	9
Zm00001eb092890	2	4
Zm00001eb092900	0	4
Zm00001eb092910	0	0
Zm00001eb092920	0	0
Zm00001eb092940	0	0
Zm00001eb092950	0	0
Zm00001eb092960	0	0
Zm00001eb092970	0	0
Zm00001eb092980	0	0
Zm00001eb092990	0	0
Zm00001eb093000	0	0
Zm00001eb093010	0	0
Zm00001eb093020	0	1
Zm00001eb093040	0	0
Zm00001eb093050	0	0
Zm00001eb093060	0	0
Zm00001eb093070	0	0
Zm00001eb093090	0	0
Zm00001eb093110	0	0
Zm00001eb093120	5	9
Zm00001eb093130	6	6
Zm00001eb093140	9	0
Zm00001eb093150	1	2
Zm00001eb093160	6	7
Zm00001eb093170	0	0
Zm00001eb093180	0	0
Zm00001eb093190	0	0
Zm00001eb093200	0	0
Zm00001eb093210	5	4
Zm00001eb093230	0	0
Zm00001eb093240	0	0
Zm00001eb093250	13	16
Zm00001eb093260	8	6
Zm00001eb093270	1	6
Zm00001eb093280	20	39
Zm00001eb093290	13	20
Zm00001eb093300	1	0
Zm00001eb093320	5	2
Zm00001eb093330	0	0
Zm00001eb093340	0	0
Zm00001eb093350	0	0
Zm00001eb093360	0	0
Zm00001eb093370	0	0
Zm00001eb093380	6	15
Zm00001eb093390	3	6
Zm00001eb093400	2	10
Zm00001eb093410	3	1
Zm00001eb093420	1	0
Zm00001eb093430	0	0
Zm00001eb093440	0	0
Zm00001eb093450	0	0
Zm00001eb093460	16	48
Zm00001eb093480	0	0
Zm00001eb093490	7	11
Zm00001eb093500	1	0
Zm00001eb093510	1	1
Zm00001eb093520	0	0
Zm00001eb093540	19	8
Zm00001eb093550	17	14
Zm00001eb093560	6	12
Zm00001eb093570	0	0
Zm00001eb093580	1	2
Zm00001eb093590	8	19
Zm00001eb093600	0	0
Zm00001eb093610	47	59
Zm00001eb093620	0	0
Zm00001eb093630	1	2
Zm00001eb093640	55	44
Zm00001eb093650	4	4
Zm00001eb093670	4	3
Zm00001eb093680	0	0
Zm00001eb093690	0	0
Zm00001eb093700	0	0
Zm00001eb093710	1	0
Zm00001eb093730	4	7
Zm00001eb093750	26	25
Zm00001eb093770	1	1
Zm00001eb093780	0	1
Zm00001eb093790	0	0
Zm00001eb093800	0	0
Zm00001eb093810	0	0
Zm00001eb093820	0	0
Zm00001eb093830	0	0
Zm00001eb093840	0	0
Zm00001eb093870	0	0
Zm00001eb093880	0	0
Zm00001eb093890	1	4
Zm00001eb093900	3	9
Zm00001eb093910	0	0
Zm00001eb093920	0	0
Zm00001eb093930	0	0
Zm00001eb093940	0	0
Zm00001eb093950	0	0
Zm00001eb093970	11	5
Zm00001eb093980	14	18
Zm00001eb094000	12	8
Zm00001eb094010	0	0
Zm00001eb094020	0	0
Zm00001eb094030	0	0
Zm00001eb094040	3	0
Zm00001eb094050	1	0
Zm00001eb094060	0	0
Zm00001eb094070	0	0
Zm00001eb094080	0	0
Zm00001eb094090	0	0
Zm00001eb094100	0	0
Zm00001eb094110	0	0
Zm00001eb094120	0	0
Zm00001eb094130	0	0
Zm00001eb094140	0	0
Zm00001eb094150	0	0
Zm00001eb094160	3	4
Zm00001eb094170	0	0
Zm00001eb094180	1	1
Zm00001eb094190	0	0
Zm00001eb094200	0	0
Zm00001eb094210	0	0
Zm00001eb094220	52	53
Zm00001eb094230	0	0
Zm00001eb094240	3	5
Zm00001eb094250	75	103
Zm00001eb094260	0	0
Zm00001eb094270	0	0
Zm00001eb094300	3	2
Zm00001eb094310	1	0
Zm00001eb094320	3	4
Zm00001eb094330	0	0
Zm00001eb094340	8	21
Zm00001eb094350	2	13
Zm00001eb094360	0	0
Zm00001eb094370	7	13
Zm00001eb094380	11	11
Zm00001eb094390	24	19
Zm00001eb094400	22	22
Zm00001eb094410	4	2
Zm00001eb094420	7	12
Zm00001eb094430	0	0
Zm00001eb094440	0	0
Zm00001eb094450	0	0
Zm00001eb094460	4	1
Zm00001eb094480	12	11
Zm00001eb094490	0	0
Zm00001eb094510	0	0
Zm00001eb094520	94	90
Zm00001eb094540	6	8
Zm00001eb094550	2	2
Zm00001eb094560	2	3
Zm00001eb094570	0	0
Zm00001eb094580	24	13
Zm00001eb094590	0	0
Zm00001eb094600	0	0
Zm00001eb094610	104	104
Zm00001eb094620	24	19
Zm00001eb094630	0	2
Zm00001eb094640	7	1
Zm00001eb094650	0	1
Zm00001eb094660	0	0
Zm00001eb094670	10	12
Zm00001eb094680	0	0
Zm00001eb094690	5	5
Zm00001eb094700	13	12
Zm00001eb094710	0	0
Zm00001eb094720	0	0
Zm00001eb094730	42	43
Zm00001eb094740	6	1
Zm00001eb094750	0	0
Zm00001eb094760	0	0
Zm00001eb094770	17	17
Zm00001eb094780	0	0
Zm00001eb094790	0	0
Zm00001eb094810	0	0
Zm00001eb094830	0	0
Zm00001eb094840	7	10
Zm00001eb094850	0	0
Zm00001eb094860	0	0
Zm00001eb094870	16	8
Zm00001eb094880	3	3
Zm00001eb094890	4	0
Zm00001eb094900	0	0
Zm00001eb094910	6	3
Zm00001eb094930	0	1
Zm00001eb094940	28	23
Zm00001eb094950	0	0
Zm00001eb094960	13	18
Zm00001eb094970	2	1
Zm00001eb094980	0	0
Zm00001eb094990	1	2
Zm00001eb095000	5	12
Zm00001eb095010	0	0
Zm00001eb095020	3	3
Zm00001eb095030	14	9
Zm00001eb095040	0	0
Zm00001eb095050	0	0
Zm00001eb095060	0	0
Zm00001eb095070	3	2
Zm00001eb095080	19	38
Zm00001eb095100	6	4
Zm00001eb095110	0	0
Zm00001eb095120	0	0
Zm00001eb095130	0	0
Zm00001eb095150	0	0
Zm00001eb095160	0	0
Zm00001eb095170	0	0
Zm00001eb095180	0	0
Zm00001eb095190	3	10
Zm00001eb095200	7	1
Zm00001eb095210	0	0
Zm00001eb095220	0	0
Zm00001eb095230	52	76
Zm00001eb095240	28	36
Zm00001eb095250	0	0
Zm00001eb095260	5	6
Zm00001eb095270	6	8
Zm00001eb095280	2	3
Zm00001eb095290	5	11
Zm00001eb095300	0	0
Zm00001eb095310	0	0
Zm00001eb095320	0	0
Zm00001eb095330	27	26
Zm00001eb095340	0	0
Zm00001eb095350	136	150
Zm00001eb095360	6	31
Zm00001eb095370	0	3
Zm00001eb095390	10	28
Zm00001eb095400	0	0
Zm00001eb095410	9	2
Zm00001eb095420	0	0
Zm00001eb095430	0	0
Zm00001eb095440	12	15
Zm00001eb095450	0	0
Zm00001eb095460	0	0
Zm00001eb095470	0	0
Zm00001eb095480	5	7
Zm00001eb095500	3	7
Zm00001eb095510	31	48
Zm00001eb095520	0	0
Zm00001eb095530	7	2
Zm00001eb095540	113	199
Zm00001eb095550	0	2
Zm00001eb095560	8	8
Zm00001eb095570	0	0
Zm00001eb095580	0	1
Zm00001eb095600	0	0
Zm00001eb095610	0	0
Zm00001eb095620	5	3
Zm00001eb095630	2	10
Zm00001eb095640	3	3
Zm00001eb095650	0	0
Zm00001eb095660	4	7
Zm00001eb095670	0	0
Zm00001eb095680	0	0
Zm00001eb095690	0	1
Zm00001eb095700	2	3
Zm00001eb095710	1	5
Zm00001eb095720	0	0
Zm00001eb095730	3	8
Zm00001eb095740	0	0
Zm00001eb095750	1	0
Zm00001eb095760	0	0
Zm00001eb095770	3	1
Zm00001eb095780	0	0
Zm00001eb095790	10	10
Zm00001eb095800	1	1
Zm00001eb095810	0	0
Zm00001eb095830	0	0
Zm00001eb095840	0	0
Zm00001eb095850	0	0
Zm00001eb095860	0	0
Zm00001eb095870	0	0
Zm00001eb095880	16	37
Zm00001eb095890	0	1
Zm00001eb095900	0	0
Zm00001eb095910	0	0
Zm00001eb095920	1	1
Zm00001eb095930	14	2
Zm00001eb095940	1	0
Zm00001eb095950	0	0
Zm00001eb095960	52	122
Zm00001eb095970	1	0
Zm00001eb095980	14	8
Zm00001eb095990	0	0
Zm00001eb096000	0	0
Zm00001eb096030	51	29
Zm00001eb096040	26	14
Zm00001eb096050	0	0
Zm00001eb096060	7	7
Zm00001eb096070	167	174
Zm00001eb096080	8	10
Zm00001eb096090	0	0
Zm00001eb096100	5	9
Zm00001eb096110	0	1
Zm00001eb096120	0	0
Zm00001eb096130	38	66
Zm00001eb096140	3	1
Zm00001eb096160	0	0
Zm00001eb096170	8	9
Zm00001eb096180	0	0
Zm00001eb096190	0	0
Zm00001eb096200	0	0
Zm00001eb096210	0	0
Zm00001eb096220	0	0
Zm00001eb096230	0	0
Zm00001eb096240	0	0
Zm00001eb096250	0	0
Zm00001eb096260	1	0
Zm00001eb096270	0	0
Zm00001eb096280	2	8
Zm00001eb096290	20	27
Zm00001eb096310	3	3
Zm00001eb096320	0	0
Zm00001eb096330	0	2
Zm00001eb096340	9	10
Zm00001eb096350	0	0
Zm00001eb096360	0	0
Zm00001eb096370	0	0
Zm00001eb096380	0	0
Zm00001eb096390	0	0
Zm00001eb096400	2	0
Zm00001eb096410	0	0
Zm00001eb096420	0	0
Zm00001eb096430	0	0
Zm00001eb096440	0	0
Zm00001eb096450	0	0
Zm00001eb096460	0	0
Zm00001eb096470	0	0
Zm00001eb096480	17	9
Zm00001eb096490	10	10
Zm00001eb096500	2	6
Zm00001eb096510	19	11
Zm00001eb096520	4	13
Zm00001eb096530	4	14
Zm00001eb096540	0	0
Zm00001eb096550	0	0
Zm00001eb096560	0	0
Zm00001eb096580	3	4
Zm00001eb096590	6	14
Zm00001eb096600	0	0
Zm00001eb096610	1	2
Zm00001eb096620	1	6
Zm00001eb096640	0	0
Zm00001eb096680	82	175
Zm00001eb096690	15	9
Zm00001eb096700	0	0
Zm00001eb096710	0	0
Zm00001eb096720	3	0
Zm00001eb096730	0	4
Zm00001eb096740	0	0
Zm00001eb096750	3	3
Zm00001eb096760	4	0
Zm00001eb096770	0	0
Zm00001eb096780	0	0
Zm00001eb096790	0	0
Zm00001eb096800	0	0
Zm00001eb096810	0	0
Zm00001eb096820	0	0
Zm00001eb096830	0	1
Zm00001eb096840	0	0
Zm00001eb096850	10	3
Zm00001eb096860	2	3
Zm00001eb096870	14	6
Zm00001eb096890	9	8
Zm00001eb096900	60	65
Zm00001eb096920	62	51
Zm00001eb096930	391	203
Zm00001eb096940	0	1
Zm00001eb096950	3	0
Zm00001eb096960	0	0
Zm00001eb096970	9	15
Zm00001eb096980	13	39
Zm00001eb096990	14	3
Zm00001eb097000	5	7
Zm00001eb097010	0	0
Zm00001eb097020	0	0
Zm00001eb097030	1	2
Zm00001eb097040	11	5
Zm00001eb097050	0	1
Zm00001eb097060	0	0
Zm00001eb097070	32	33
Zm00001eb097080	2	10
Zm00001eb097100	29	56
Zm00001eb097110	0	0
Zm00001eb097120	0	0
Zm00001eb097130	3	3
Zm00001eb097140	0	0
Zm00001eb097150	2	3
Zm00001eb097160	0	6
Zm00001eb097180	25	42
Zm00001eb097190	0	0
Zm00001eb097200	26	16
Zm00001eb097210	0	0
Zm00001eb097220	1	5
Zm00001eb097230	6	10
Zm00001eb097240	2	8
Zm00001eb097250	0	0
Zm00001eb097260	0	0
Zm00001eb097270	0	0
Zm00001eb097280	0	0
Zm00001eb097290	3	4
Zm00001eb097300	30	52
Zm00001eb097310	3	8
Zm00001eb097330	2	1
Zm00001eb097340	1	0
Zm00001eb097360	18	15
Zm00001eb097370	2	0
Zm00001eb097380	0	0
Zm00001eb097390	8	11
Zm00001eb097400	1	10
Zm00001eb097410	0	0
Zm00001eb097420	0	0
Zm00001eb097480	0	0
Zm00001eb097490	0	0
Zm00001eb097500	0	0
Zm00001eb097510	0	0
Zm00001eb097520	0	0
Zm00001eb097530	0	0
Zm00001eb097540	0	0
Zm00001eb097550	1	5
Zm00001eb097570	0	0
Zm00001eb097580	0	5
Zm00001eb097590	3	1
Zm00001eb097610	2	0
Zm00001eb097650	2	1
Zm00001eb097670	7	15
Zm00001eb097680	0	0
Zm00001eb097690	22	70
Zm00001eb097710	1	4
Zm00001eb097720	0	0
Zm00001eb097730	28	35
Zm00001eb097740	6	2
Zm00001eb097750	6	1
Zm00001eb097760	0	0
Zm00001eb097770	0	0
Zm00001eb097780	0	0
Zm00001eb097790	21	28
Zm00001eb097800	0	0
Zm00001eb097820	0	0
Zm00001eb097830	1	4
Zm00001eb097840	0	0
Zm00001eb097850	0	0
Zm00001eb097860	0	0
Zm00001eb097870	0	0
Zm00001eb097880	24	16
Zm00001eb097890	9	13
Zm00001eb097900	0	0
Zm00001eb097910	0	0
Zm00001eb097920	0	0
Zm00001eb097930	1	1
Zm00001eb097940	5	4
Zm00001eb097950	4	6
Zm00001eb097960	0	0
Zm00001eb097980	0	0
Zm00001eb097990	2	5
Zm00001eb098010	0	0
Zm00001eb098030	11	2
Zm00001eb098040	12	14
Zm00001eb098050	0	0
Zm00001eb098060	0	0
Zm00001eb098070	4	7
Zm00001eb098080	1	0
Zm00001eb098100	4	5
Zm00001eb098110	0	1
Zm00001eb098120	1	0
Zm00001eb098130	0	0
Zm00001eb098140	0	0
Zm00001eb098150	0	3
Zm00001eb098160	0	0
Zm00001eb098170	0	0
Zm00001eb098180	0	0
Zm00001eb098190	0	0
Zm00001eb098200	0	0
Zm00001eb098210	0	0
Zm00001eb098220	2	12
Zm00001eb098230	1	1
Zm00001eb098240	0	0
Zm00001eb098250	4	7
Zm00001eb098270	0	0
Zm00001eb098280	4	6
Zm00001eb098300	0	0
Zm00001eb098320	0	0
Zm00001eb098330	5	3
Zm00001eb098340	8	9
Zm00001eb098370	22	15
Zm00001eb098380	2	0
Zm00001eb098390	3	1
Zm00001eb098400	0	0
Zm00001eb098410	0	0
Zm00001eb098420	0	0
Zm00001eb098430	2	1
Zm00001eb098450	39	37
Zm00001eb098460	9	11
Zm00001eb098470	0	0
Zm00001eb098480	0	0
Zm00001eb098490	11	15
Zm00001eb098500	2	0
Zm00001eb098510	28	35
Zm00001eb098520	5	6
Zm00001eb098530	0	0
Zm00001eb098540	2	10
Zm00001eb098550	1	0
Zm00001eb098560	0	2
Zm00001eb098570	0	0
Zm00001eb098580	31	54
Zm00001eb098590	2	3
Zm00001eb098600	0	0
Zm00001eb098610	13	3
Zm00001eb098620	0	0
Zm00001eb098630	0	0
Zm00001eb098640	2	3
Zm00001eb098650	1	4
Zm00001eb098660	0	0
Zm00001eb098670	0	2
Zm00001eb098680	8	7
Zm00001eb098700	0	0
Zm00001eb098710	0	0
Zm00001eb098720	0	0
Zm00001eb098730	2	2
Zm00001eb098740	0	0
Zm00001eb098750	0	0
Zm00001eb098760	0	2
Zm00001eb098770	25	36
Zm00001eb098780	0	0
Zm00001eb098810	0	0
Zm00001eb098820	0	0
Zm00001eb098830	0	0
Zm00001eb098840	4	1
Zm00001eb098850	0	0
Zm00001eb098860	18	10
Zm00001eb098880	5	9
Zm00001eb098900	0	1
Zm00001eb098910	15	12
Zm00001eb098920	0	0
Zm00001eb098930	0	0
Zm00001eb098940	1	1
Zm00001eb098950	0	0
Zm00001eb098960	0	0
Zm00001eb098970	1	1
Zm00001eb098980	2	3
Zm00001eb098990	7	10
Zm00001eb099000	3	8
Zm00001eb099010	0	0
Zm00001eb099020	0	0
Zm00001eb099030	0	0
Zm00001eb099040	0	0
Zm00001eb099050	0	0
Zm00001eb099060	0	0
Zm00001eb099070	0	1
Zm00001eb099080	6	10
Zm00001eb099090	5	4
Zm00001eb099100	0	5
Zm00001eb099110	0	0
Zm00001eb099120	6	21
Zm00001eb099130	0	0
Zm00001eb099150	0	0
Zm00001eb099160	0	0
Zm00001eb099170	4	2
Zm00001eb099180	0	0
Zm00001eb099190	0	0
Zm00001eb099200	0	0
Zm00001eb099210	0	0
Zm00001eb099220	1	1
Zm00001eb099230	0	0
Zm00001eb099240	7	49
Zm00001eb099250	1	1
Zm00001eb099260	0	0
Zm00001eb099270	0	0
Zm00001eb099280	14	16
Zm00001eb099290	0	0
Zm00001eb099300	0	0
Zm00001eb099310	0	0
Zm00001eb099320	0	0
Zm00001eb099340	2	0
Zm00001eb099350	1	0
Zm00001eb099360	5	0
Zm00001eb099370	0	0
Zm00001eb099380	0	0
Zm00001eb099390	0	0
Zm00001eb099400	0	0
Zm00001eb099410	0	0
Zm00001eb099420	0	0
Zm00001eb099430	0	0
Zm00001eb099440	4	5
Zm00001eb099450	0	0
Zm00001eb099460	0	0
Zm00001eb099470	3	0
Zm00001eb099480	9	13
Zm00001eb099490	1	3
Zm00001eb099500	0	0
Zm00001eb099520	4	5
Zm00001eb099530	3	18
Zm00001eb099540	0	0
Zm00001eb099550	0	0
Zm00001eb099560	0	0
Zm00001eb099570	3	3
Zm00001eb099580	9	6
Zm00001eb099590	2	0
Zm00001eb099600	9	13
Zm00001eb099610	9	4
Zm00001eb099620	2	0
Zm00001eb099640	0	1
Zm00001eb099650	0	0
Zm00001eb099660	0	0
Zm00001eb099670	1	2
Zm00001eb099680	0	0
Zm00001eb099690	0	0
Zm00001eb099710	16	12
Zm00001eb099720	1	0
Zm00001eb099730	0	0
Zm00001eb099740	17	6
Zm00001eb099750	5	6
Zm00001eb099760	20	6
Zm00001eb099770	11	5
