ENSEMBL_GeneID	name_C_24_III	name_C_6_II	name_C_6_III	name_T_24_II	name_T_24_III	name_T_6_II	name_T_6_III
Zm00001eb075610	10	12	12	18	15	20	20
Zm00001eb075620	0	3	3	0	3	6	6
Zm00001eb075630	2313	1613	1613	1986	2280	2486	2486
Zm00001eb075640	4	3	3	2	0	10	10
Zm00001eb075650	0	0	0	0	0	0	0
Zm00001eb075660	86	118	118	73	33	59	59
Zm00001eb075670	795	386	386	280	403	334	334
Zm00001eb075700	789	930	930	496	1035	778	778
Zm00001eb075710	138	214	214	152	208	156	156
Zm00001eb075720	0	0	0	0	0	0	0
Zm00001eb075730	1092	1980	1980	875	837	1450	1450
Zm00001eb075740	1243	1290	1290	1014	1216	1111	1111
Zm00001eb075750	0	0	0	0	2	0	0
Zm00001eb075760	427	742	742	360	351	863	863
Zm00001eb075770	0	2	2	3	7	3	3
Zm00001eb075780	247	238	238	295	210	311	311
Zm00001eb075800	1205	938	938	513	963	700	700
Zm00001eb075810	590	96	96	131	226	117	117
Zm00001eb075820	0	0	0	0	0	1	1
Zm00001eb075830	11	19	19	12	17	10	10
Zm00001eb075840	341	403	403	211	406	280	280
Zm00001eb075850	1191	1267	1267	1844	1695	1788	1788
Zm00001eb075900	14	23	23	0	29	8	8
Zm00001eb075910	268	233	233	261	347	294	294
Zm00001eb075920	243	206	206	228	130	359	359
Zm00001eb075930	46	59	59	73	48	112	112
Zm00001eb075940	1686	3077	3077	2852	1532	2118	2118
Zm00001eb075960	520	431	431	566	423	401	401
Zm00001eb075970	0	0	0	0	0	0	0
Zm00001eb075980	590	238	238	224	395	226	226
Zm00001eb075990	1417	1099	1099	1399	1238	1437	1437
Zm00001eb076010	405	402	402	530	269	654	654
Zm00001eb076020	128	7	7	12	112	12	12
Zm00001eb076030	1396	1199	1199	2484	1244	2338	2338
Zm00001eb076040	39	52	52	77	63	65	65
Zm00001eb076050	157	148	148	102	116	121	121
Zm00001eb076060	0	0	0	0	0	0	0
Zm00001eb076070	64	135	135	65	10	182	182
Zm00001eb076080	0	4	4	1	0	0	0
Zm00001eb076090	0	0	0	0	0	0	0
Zm00001eb076100	0	0	0	0	0	0	0
Zm00001eb076110	0	0	0	0	0	0	0
Zm00001eb076120	6270	4778	4778	5339	6739	7055	7055
Zm00001eb076130	0	0	0	0	2	0	0
Zm00001eb076140	220	324	324	307	142	302	302
Zm00001eb076150	33	18	18	26	42	15	15
Zm00001eb076160	1119	881	881	1554	1573	1026	1026
Zm00001eb076170	2229	6035	6035	4458	3826	7512	7512
Zm00001eb076180	314	740	740	571	333	741	741
Zm00001eb076190	5429	7059	7059	8379	5482	12843	12843
Zm00001eb076200	63	105	105	29	58	29	29
Zm00001eb076210	5	62	62	63	1	96	96
Zm00001eb076220	7	7	7	1	5	3	3
Zm00001eb076230	199	210	210	207	161	251	251
Zm00001eb076240	553	655	655	455	550	543	543
Zm00001eb076250	0	0	0	0	0	0	0
Zm00001eb076260	0	0	0	0	0	0	0
Zm00001eb076270	0	0	0	0	0	0	0
Zm00001eb076280	0	0	0	0	0	0	0
Zm00001eb076290	0	0	0	0	0	0	0
Zm00001eb076300	0	2	2	0	0	0	0
Zm00001eb076310	6	4	4	0	13	1	1
Zm00001eb076320	0	0	0	0	0	0	0
Zm00001eb076340	1391	1267	1267	1298	1143	1671	1671
Zm00001eb076350	0	0	0	0	0	0	0
Zm00001eb076360	1	0	0	0	2	0	0
Zm00001eb076370	0	0	0	0	0	0	0
Zm00001eb076380	101	125	125	122	134	178	178
Zm00001eb076390	2051	1941	1941	1853	1901	2232	2232
Zm00001eb076400	38	34	34	29	17	23	23
Zm00001eb076410	3	0	0	2	1	0	0
Zm00001eb076420	11	16	16	19	19	10	10
Zm00001eb076440	0	39	39	58	0	54	54
Zm00001eb076450	19	0	0	0	37	2	2
Zm00001eb076460	379	556	556	305	221	413	413
Zm00001eb076470	47	15	15	16	48	38	38
Zm00001eb076480	2	0	0	1	0	0	0
Zm00001eb076490	2409	2563	2563	2613	2474	3283	3283
Zm00001eb076500	1	101	101	159	0	116	116
Zm00001eb076510	5	82	82	54	0	68	68
Zm00001eb076520	612	343	343	403	472	422	422
Zm00001eb076530	588	658	658	470	324	504	504
Zm00001eb076540	889	2269	2269	1166	1346	1336	1336
Zm00001eb076550	1674	2794	2794	2455	1622	2798	2798
Zm00001eb076560	1290	1020	1020	1579	1110	1745	1745
Zm00001eb076570	1841	1087	1087	907	1628	897	897
Zm00001eb076580	0	0	0	0	0	0	0
Zm00001eb076590	436	1350	1350	984	286	1144	1144
Zm00001eb076600	3596	7349	7349	2743	4875	4784	4784
Zm00001eb076610	2917	2235	2235	2363	2235	2849	2849
Zm00001eb076630	279	190	190	195	203	248	248
Zm00001eb076640	1674	719	719	889	1627	1045	1045
Zm00001eb076650	991	1025	1025	787	793	976	976
Zm00001eb076660	0	1	1	0	0	5	5
Zm00001eb076670	395	440	440	299	237	341	341
Zm00001eb076680	0	0	0	1	0	1	1
Zm00001eb076690	78	36	36	73	44	79	79
Zm00001eb076700	524	523	523	459	294	499	499
Zm00001eb076710	143	62	62	56	93	84	84
Zm00001eb076720	8	0	0	0	0	1	1
Zm00001eb076730	599	415	415	737	1306	448	448
Zm00001eb076740	759	539	539	303	400	817	817
Zm00001eb076750	110	22	22	8	93	48	48
Zm00001eb076760	93	168	168	210	180	225	225
Zm00001eb076770	701	451	451	806	872	709	709
Zm00001eb076780	1868	1698	1698	2958	2168	2859	2859
Zm00001eb076790	2	0	0	0	0	1	1
Zm00001eb076800	0	1	1	2	0	3	3
Zm00001eb076810	643	535	535	415	333	472	472
Zm00001eb076820	772	770	770	1101	914	1098	1098
Zm00001eb076830	48	39	39	72	63	116	116
Zm00001eb076840	339	274	274	224	200	297	297
Zm00001eb076850	89	349	349	546	200	548	548
Zm00001eb076870	297	76	76	114	238	75	75
Zm00001eb076880	0	0	0	0	0	4	4
Zm00001eb076890	19	2	2	0	11	2	2
Zm00001eb076900	214	91	91	15	58	156	156
Zm00001eb076910	0	0	0	0	0	0	0
Zm00001eb076920	0	0	0	0	0	0	0
Zm00001eb076930	682	541	541	578	550	704	704
Zm00001eb076940	5	47	47	17	0	35	35
Zm00001eb076950	211	225	225	200	147	228	228
Zm00001eb076960	0	1	1	0	2	0	0
Zm00001eb076970	0	0	0	0	0	0	0
Zm00001eb076980	0	0	0	0	2	2	2
Zm00001eb076990	24	37	37	39	82	18	18
Zm00001eb077000	1	8	8	2	0	1	1
Zm00001eb077010	1751	717	717	702	1021	920	920
Zm00001eb077030	64	31	31	105	61	70	70
Zm00001eb077040	0	0	0	0	0	0	0
Zm00001eb077050	0	0	0	0	0	1	1
Zm00001eb077060	30	16	16	37	66	39	39
Zm00001eb077070	0	0	0	0	3	0	0
Zm00001eb077080	79	56	56	113	573	286	286
Zm00001eb077090	0	3	3	0	0	0	0
Zm00001eb077100	426	313	313	278	288	258	258
Zm00001eb077110	36	27	27	59	19	45	45
Zm00001eb077120	159	194	194	237	128	168	168
Zm00001eb077130	6710	4846	4846	1990	7533	3087	3087
Zm00001eb077140	961	727	727	761	670	1008	1008
Zm00001eb077150	0	0	0	0	1	0	0
Zm00001eb077160	648	317	317	798	863	745	745
Zm00001eb077170	0	0	0	0	0	0	0
Zm00001eb077180	737	639	639	484	727	879	879
Zm00001eb077200	0	1	1	4	5	9	9
Zm00001eb077210	974	491	491	665	882	795	795
Zm00001eb077220	2176	2050	2050	1432	4847	1573	1573
Zm00001eb077230	869	2132	2132	1359	660	1555	1555
Zm00001eb077240	5	44	44	13	4	26	26
Zm00001eb077250	627	302	302	395	267	387	387
Zm00001eb077260	0	4	4	0	1	1	1
Zm00001eb077270	3	92	92	18	3	35	35
Zm00001eb077280	0	0	0	0	0	0	0
Zm00001eb077290	1	1	1	0	0	0	0
Zm00001eb077300	2	0	0	0	1	0	0
Zm00001eb077310	42	104	104	34	7	70	70
Zm00001eb077320	0	1	1	0	0	2	2
Zm00001eb077330	0	82	82	31	2	65	65
Zm00001eb077340	36	35	35	23	41	37	37
Zm00001eb077350	15	35	35	23	22	60	60
Zm00001eb077360	1	0	0	0	0	6	6
Zm00001eb077370	56	41	41	32	41	34	34
Zm00001eb077380	621	647	647	564	429	593	593
Zm00001eb077390	740	652	652	853	674	1066	1066
Zm00001eb077400	1559	526	526	482	1548	932	932
Zm00001eb077410	8	21	21	18	3	44	44
Zm00001eb077420	0	0	0	0	0	0	0
Zm00001eb077430	652	227	227	478	428	626	626
Zm00001eb077440	110	268	268	135	76	249	249
Zm00001eb077450	756	752	752	805	482	1122	1122
Zm00001eb077470	105	269	269	50	33	133	133
Zm00001eb077480	0	2	2	1	0	4	4
Zm00001eb077490	121	130	130	39	47	50	50
Zm00001eb077500	1	0	0	0	0	0	0
Zm00001eb077510	2	0	0	0	1	0	0
Zm00001eb077520	19	0	0	0	3	0	0
Zm00001eb077530	211	206	206	257	174	246	246
Zm00001eb077540	348	217	217	205	669	341	341
Zm00001eb077550	1056	1239	1239	1181	989	1492	1492
Zm00001eb077560	113	94	94	59	93	93	93
Zm00001eb077570	29	14	14	9	9	14	14
Zm00001eb077580	45	21	21	3	16	23	23
Zm00001eb077600	0	25	25	16	0	34	34
Zm00001eb077610	240	98	98	184	128	195	195
Zm00001eb077630	1047	290	290	269	832	403	403
Zm00001eb077640	87	84	84	64	32	44	44
Zm00001eb077650	1	0	0	1	0	1	1
Zm00001eb077660	0	0	0	0	0	0	0
Zm00001eb077670	1463	554	554	1018	1195	1024	1024
Zm00001eb077700	355	395	395	329	360	308	308
Zm00001eb077710	280	143	143	185	179	112	112
Zm00001eb077720	991	186	186	163	583	89	89
Zm00001eb077740	0	0	0	0	1	0	0
Zm00001eb077750	0	2	2	1	0	0	0
Zm00001eb077760	319	236	236	327	347	410	410
Zm00001eb077770	386	437	437	518	377	439	439
Zm00001eb077780	2233	13	13	3	1971	4	4
Zm00001eb077790	879	510	510	659	756	773	773
Zm00001eb077800	0	0	0	0	0	0	0
Zm00001eb077810	0	0	0	0	0	0	0
Zm00001eb077820	0	1	1	0	0	0	0
Zm00001eb077830	0	0	0	0	1	0	0
Zm00001eb077840	7929	5524	5524	7512	6626	8640	8640
Zm00001eb077850	0	2	2	0	0	0	0
Zm00001eb077860	1048	782	782	1156	983	1052	1052
Zm00001eb077870	1492	1148	1148	1176	929	1408	1408
Zm00001eb077880	995	572	572	429	453	397	397
Zm00001eb077890	38	38	38	27	31	36	36
Zm00001eb077900	3035	2958	2958	2591	2987	3178	3178
Zm00001eb077910	98	37	37	30	16	55	55
Zm00001eb077920	334	520	520	546	267	475	475
Zm00001eb077930	487	109	109	156	419	262	262
Zm00001eb077940	0	0	0	0	0	0	0
Zm00001eb077950	0	0	0	0	0	0	0
Zm00001eb077960	278	222	222	157	122	211	211
Zm00001eb077980	1898	1490	1490	1674	1316	2030	2030
Zm00001eb077990	276	309	309	171	438	274	274
Zm00001eb078000	75	149	149	99	115	133	133
Zm00001eb078010	1702	1383	1383	556	538	1369	1369
Zm00001eb078030	0	1	1	0	0	1	1
Zm00001eb078040	6048	5220	5220	6705	6362	7112	7112
Zm00001eb078050	0	0	0	0	0	0	0
Zm00001eb078060	0	0	0	0	0	0	0
Zm00001eb078070	66	39	39	37	47	42	42
Zm00001eb078080	531	644	644	483	241	635	635
Zm00001eb078090	187	262	262	178	167	280	280
Zm00001eb078100	1428	1162	1162	1102	824	1029	1029
Zm00001eb078110	363	276	276	218	257	321	321
Zm00001eb078120	805	1042	1042	633	898	1275	1275
Zm00001eb078130	73	68	68	182	78	183	183
Zm00001eb078140	946	1040	1040	1305	993	1310	1310
Zm00001eb078150	61	46	46	31	34	36	36
Zm00001eb078160	0	0	0	0	0	0	0
Zm00001eb078170	637	744	744	585	323	624	624
Zm00001eb078190	275	157	157	202	242	126	126
Zm00001eb078200	343	224	224	247	250	363	363
Zm00001eb078210	12094	8924	8924	12699	9928	14506	14506
Zm00001eb078220	868	707	707	1115	2003	1084	1084
Zm00001eb078230	0	0	0	0	0	0	0
Zm00001eb078240	0	0	0	0	0	0	0
Zm00001eb078250	3	2	2	5	1	5	5
Zm00001eb078280	29	2	2	1	1	2	2
Zm00001eb078290	314	382	382	205	48	131	131
Zm00001eb078300	0	0	0	0	4	0	0
Zm00001eb078320	36	496	496	80	34	273	273
Zm00001eb078330	4	5	5	4	2	6	6
Zm00001eb078340	2161	1998	1998	399	674	723	723
Zm00001eb078350	4278	4867	4867	7260	4651	7462	7462
Zm00001eb078360	543	737	737	714	446	823	823
Zm00001eb078370	145	84	84	46	58	76	76
Zm00001eb078380	0	0	0	0	0	0	0
Zm00001eb078390	34	64	64	42	14	65	65
Zm00001eb078400	3	62	62	52	11	68	68
Zm00001eb078410	13	9	9	5	17	3	3
Zm00001eb078420	0	0	0	0	0	0	0
Zm00001eb078430	0	0	0	0	0	0	0
Zm00001eb078440	164260	199775	199775	177427	172469	205824	205824
Zm00001eb078450	323	0	0	0	54	1	1
Zm00001eb078460	1809	2324	2324	3067	1966	4019	4019
Zm00001eb078470	93	44	44	20	54	37	37
Zm00001eb078480	72	145	145	134	32	77	77
Zm00001eb078490	2013	633	633	885	1893	1033	1033
Zm00001eb078500	0	0	0	0	0	0	0
Zm00001eb078510	0	0	0	0	0	0	0
Zm00001eb078520	1190	1610	1610	1946	1055	2229	2229
Zm00001eb078530	332	0	0	3	329	4	4
Zm00001eb078540	0	1	1	0	1	0	0
Zm00001eb078550	0	0	0	0	0	0	0
Zm00001eb078560	990	363	363	809	745	787	787
Zm00001eb078570	469	436	436	145	358	235	235
Zm00001eb078580	171	200	200	48	58	140	140
Zm00001eb078590	1313	1036	1036	2007	1778	1539	1539
Zm00001eb078600	551	368	368	467	429	444	444
Zm00001eb078620	104	132	132	92	58	124	124
Zm00001eb078630	0	5	5	3	1	1	1
Zm00001eb078640	4392	2280	2280	2778	3591	3150	3150
Zm00001eb078650	170	121	121	81	118	88	88
Zm00001eb078660	624	23	23	6	639	21	21
Zm00001eb078670	25	66	66	34	43	75	75
Zm00001eb078680	112	34	34	9	54	10	10
Zm00001eb078690	0	2	2	6	0	2	2
Zm00001eb078700	2188	1402	1402	1579	4486	3498	3498
Zm00001eb078710	511	353	353	230	374	606	606
Zm00001eb078720	124	119	119	163	30	124	124
Zm00001eb078730	1777	2669	2669	2772	1430	3320	3320
Zm00001eb078740	174	183	183	51	35	54	54
Zm00001eb078750	0	0	0	0	0	0	0
Zm00001eb078760	81	85	85	70	45	76	76
Zm00001eb078770	2	2	2	1	4	1	1
Zm00001eb078780	154	178	178	218	81	208	208
Zm00001eb078790	369	135	135	146	481	261	261
Zm00001eb078800	804	589	589	698	673	737	737
Zm00001eb078810	819	777	777	554	767	788	788
Zm00001eb078820	22	26	26	34	19	30	30
Zm00001eb078830	971	1115	1115	1122	611	1099	1099
Zm00001eb078840	0	3	3	0	0	0	0
Zm00001eb078850	852	987	987	866	666	1003	1003
Zm00001eb078860	173	323	323	213	184	469	469
Zm00001eb078870	119	189	189	372	768	330	330
Zm00001eb078880	291	250	250	75	256	181	181
Zm00001eb078890	334	356	356	405	220	436	436
Zm00001eb078900	1367	914	914	1098	990	1225	1225
Zm00001eb078910	0	0	0	0	0	1	1
Zm00001eb078920	0	0	0	2	0	2	2
Zm00001eb078930	0	0	0	0	0	0	0
Zm00001eb078940	2136	1345	1345	2064	1698	2808	2808
Zm00001eb078950	1451	1287	1287	1454	1333	1528	1528
Zm00001eb078960	349	364	364	344	297	333	333
Zm00001eb078970	299	226	226	248	204	235	235
Zm00001eb078980	49	64	64	32	38	56	56
Zm00001eb078990	237	168	168	146	119	215	215
Zm00001eb079000	240	303	303	459	514	506	506
Zm00001eb079010	3	13	13	2	2	3	3
Zm00001eb079030	0	0	0	0	0	0	0
Zm00001eb079040	0	0	0	6	7	5	5
Zm00001eb079050	1	0	0	1	4	0	0
Zm00001eb079060	0	3	3	0	0	2	2
Zm00001eb079080	657	463	463	219	409	313	313
Zm00001eb079090	208	37	37	12	96	16	16
Zm00001eb079100	11	2	2	0	15	0	0
Zm00001eb079110	1189	802	802	1019	729	1022	1022
Zm00001eb079130	166	191	191	131	160	181	181
Zm00001eb079150	195	180	180	184	166	228	228
Zm00001eb079160	0	0	0	0	0	0	0
Zm00001eb079170	6781	3807	3807	4424	3995	6768	6768
Zm00001eb079180	678	882	882	1156	627	1455	1455
Zm00001eb079190	274	99	99	106	114	87	87
Zm00001eb079200	458	347	347	273	326	280	280
Zm00001eb079210	121	228	228	242	111	179	179
Zm00001eb079220	5228	5622	5622	6884	6081	8051	8051
Zm00001eb079230	832	902	902	1201	870	1405	1405
Zm00001eb079260	750	689	689	1187	1214	978	978
Zm00001eb079270	1634	1515	1515	2382	1620	2558	2558
Zm00001eb079280	604	713	713	581	297	707	707
Zm00001eb079290	368	449	449	577	334	542	542
Zm00001eb079300	311	248	248	196	254	249	249
Zm00001eb079310	1102	980	980	618	985	1034	1034
Zm00001eb079320	55	69	69	59	111	53	53
Zm00001eb079330	4026	4568	4568	4156	3979	5839	5839
Zm00001eb079340	235	151	151	119	110	133	133
Zm00001eb079360	1066	519	519	1133	949	1118	1118
Zm00001eb079370	32	4	4	7	24	10	10
Zm00001eb079380	1558	2046	2046	2637	1334	2781	2781
Zm00001eb079390	180	73	73	114	334	178	178
Zm00001eb079410	240	217	217	420	134	427	427
Zm00001eb079420	114	81	81	71	32	54	54
Zm00001eb079430	868	364	364	239	231	328	328
Zm00001eb079440	0	0	0	0	0	0	0
Zm00001eb079450	0	1	1	0	0	11	11
Zm00001eb079460	0	0	0	0	0	1	1
Zm00001eb079470	174	138	138	74	70	82	82
Zm00001eb079480	0	5	5	7	0	16	16
Zm00001eb079490	887	598	598	1047	1416	1196	1196
Zm00001eb079500	70	25	25	29	21	42	42
Zm00001eb079510	579	677	677	565	377	660	660
Zm00001eb079520	15	5	5	0	9	2	2
Zm00001eb079530	309	91	91	52	69	22	22
Zm00001eb079540	1936	1465	1465	3926	3430	2942	2942
Zm00001eb079550	0	14	14	27	0	18	18
Zm00001eb079560	0	1	1	0	0	0	0
Zm00001eb079570	4	0	0	0	0	0	0
Zm00001eb079580	0	0	0	0	0	0	0
Zm00001eb079590	391	242	242	285	375	287	287
Zm00001eb079610	232	355	355	419	268	412	412
Zm00001eb079620	0	0	0	0	0	0	0
Zm00001eb079630	8	4	4	11	10	12	12
Zm00001eb079640	68	30	30	29	22	49	49
Zm00001eb079650	0	0	0	0	0	0	0
Zm00001eb079660	0	0	0	0	1	0	0
Zm00001eb079670	0	0	0	0	0	0	0
Zm00001eb079680	6	0	0	0	6	1	1
Zm00001eb079690	0	0	0	1	3	0	0
Zm00001eb079700	2	0	0	0	0	1	1
Zm00001eb079710	0	2	2	0	0	1	1
Zm00001eb079720	90	46	46	184	75	103	103
Zm00001eb079730	3143	3166	3166	1216	1005	999	999
Zm00001eb079740	69	712	712	297	62	140	140
Zm00001eb079750	527	259	259	416	444	350	350
Zm00001eb079760	2270	2098	2098	1085	1813	1635	1635
Zm00001eb079770	0	0	0	0	0	0	0
Zm00001eb079780	2289	1654	1654	2207	1913	2785	2785
Zm00001eb079790	567	316	316	190	306	606	606
Zm00001eb079800	100	120	120	174	85	133	133
Zm00001eb079820	5	10	10	5	2	7	7
Zm00001eb079830	0	0	0	0	0	0	0
Zm00001eb079840	0	0	0	0	0	0	0
Zm00001eb079850	0	0	0	1	3	2	2
Zm00001eb079860	110	19	19	6	12	31	31
Zm00001eb079870	80	74	74	42	25	56	56
Zm00001eb079890	7	15	15	10	12	15	15
Zm00001eb079900	66	62	62	20	37	41	41
Zm00001eb079910	292	308	308	376	178	432	432
Zm00001eb079920	4	0	0	0	2	0	0
Zm00001eb079930	291	279	279	193	234	198	198
Zm00001eb079940	1078	852	852	1175	988	1000	1000
Zm00001eb079950	8	18	18	35	2	38	38
Zm00001eb079960	58	0	0	0	23	0	0
Zm00001eb079970	1144	1471	1471	2601	2325	2449	2449
Zm00001eb079980	150	233	233	90	71	189	189
Zm00001eb079990	0	2	2	0	0	0	0
Zm00001eb080010	0	0	0	0	2	0	0
Zm00001eb080020	0	1	1	0	0	0	0
Zm00001eb080030	0	0	0	0	0	0	0
Zm00001eb080050	0	2	2	0	0	0	0
Zm00001eb080060	0	0	0	0	3	0	0
Zm00001eb080070	262	262	262	334	237	284	284
Zm00001eb080080	669	330	330	1317	975	1134	1134
Zm00001eb080090	741	699	699	754	794	1061	1061
Zm00001eb080100	15	11	11	6	18	23	23
Zm00001eb080110	149	127	127	84	71	142	142
Zm00001eb080120	1007	818	818	882	892	1232	1232
Zm00001eb080130	0	17	17	18	6	13	13
Zm00001eb080140	0	1	1	2	0	0	0
Zm00001eb080150	0	2	2	0	0	0	0
Zm00001eb080160	52	40	40	9	66	21	21
Zm00001eb080170	0	0	0	0	3	0	0
Zm00001eb080180	2	8	8	0	4	3	3
Zm00001eb080210	4	4	4	4	8	27	27
Zm00001eb080220	4	1	1	0	7	6	6
Zm00001eb080230	8	21	21	3	3	37	37
Zm00001eb080240	0	0	0	1	0	2	2
Zm00001eb080250	0	0	0	0	0	1	1
Zm00001eb080260	814	451	451	608	377	702	702
Zm00001eb080270	43	14	14	10	12	15	15
Zm00001eb080280	1419	829	829	746	738	785	785
Zm00001eb080290	0	0	0	0	2	0	0
Zm00001eb080300	0	0	0	0	0	0	0
Zm00001eb080310	652	595	595	890	458	875	875
Zm00001eb080320	282	270	270	300	177	222	222
Zm00001eb080340	0	0	0	0	0	0	0
Zm00001eb080350	117	122	122	112	38	103	103
Zm00001eb080360	13	35	35	46	8	42	42
Zm00001eb080370	762	799	799	843	578	979	979
Zm00001eb080380	0	8	8	4	0	3	3
Zm00001eb080390	0	0	0	0	0	0	0
Zm00001eb080400	0	2	2	0	0	0	0
Zm00001eb080410	391	147	147	158	109	150	150
Zm00001eb080420	399	469	469	152	208	190	190
Zm00001eb080440	770	487	487	226	317	345	345
Zm00001eb080450	0	0	0	0	0	0	0
Zm00001eb080460	0	0	0	0	0	0	0
Zm00001eb080470	4	15	15	11	26	12	12
Zm00001eb080480	1928	1317	1317	1346	1734	1629	1629
Zm00001eb080490	710	912	912	1069	704	1014	1014
Zm00001eb080500	7	130	130	85	11	84	84
Zm00001eb080510	2153	3740	3740	2884	1681	3470	3470
Zm00001eb080520	0	17	17	5	3	7	7
Zm00001eb080530	0	0	0	0	0	0	0
Zm00001eb080540	134	180	180	536	242	392	392
Zm00001eb080550	240	267	267	257	212	370	370
Zm00001eb080560	83	132	132	72	38	127	127
Zm00001eb080570	18301	15426	15426	33895	28865	40580	40580
Zm00001eb080580	0	6	6	3	0	1	1
Zm00001eb080590	0	1	1	1	0	0	0
Zm00001eb080600	477	110	110	95	398	297	297
Zm00001eb080610	160	166	166	167	50	124	124
Zm00001eb080620	6	0	0	2	0	0	0
Zm00001eb080640	167	93	93	87	115	149	149
Zm00001eb080650	0	0	0	0	0	0	0
Zm00001eb080660	2	2	2	1	0	0	0
Zm00001eb080670	174	191	191	91	82	247	247
Zm00001eb080680	156	90	90	55	47	20	20
Zm00001eb080690	164	82	82	154	135	181	181
Zm00001eb080700	538	610	610	209	347	425	425
Zm00001eb080710	640	306	306	546	950	483	483
Zm00001eb080720	8	0	0	0	0	0	0
Zm00001eb080730	69	116	116	38	33	116	116
Zm00001eb080740	0	0	0	0	0	0	0
Zm00001eb080750	0	0	0	0	0	0	0
Zm00001eb080760	11	8	8	13	8	12	12
Zm00001eb080770	210	154	154	189	137	268	268
Zm00001eb080780	1307	834	834	1620	988	1548	1548
Zm00001eb080790	0	0	0	0	0	0	0
Zm00001eb080800	0	0	0	0	0	0	0
Zm00001eb080810	507	395	395	557	381	442	442
Zm00001eb080820	767	756	756	581	413	735	735
Zm00001eb080830	154	126	126	308	87	248	248
Zm00001eb080840	1338	386	386	259	304	93	93
Zm00001eb080850	82	113	113	81	51	101	101
Zm00001eb080860	26	21	21	24	9	26	26
Zm00001eb080870	48	130	130	45	105	110	110
Zm00001eb080880	0	0	0	0	0	0	0
Zm00001eb080890	1272	991	991	470	1264	1006	1006
Zm00001eb080910	70	18	18	24	38	24	24
Zm00001eb080920	1160	699	699	1412	1781	1844	1844
Zm00001eb080930	0	0	0	0	0	0	0
Zm00001eb080940	0	9	9	20	0	11	11
Zm00001eb080950	1264	1245	1245	728	1165	1081	1081
Zm00001eb080960	4	0	0	10	21	4	4
Zm00001eb080970	609	443	443	384	374	433	433
Zm00001eb080980	0	0	0	0	0	0	0
Zm00001eb080990	0	0	0	0	0	0	0
Zm00001eb081000	0	0	0	0	0	0	0
Zm00001eb081010	0	0	0	0	0	0	0
Zm00001eb081020	0	0	0	0	0	0	0
Zm00001eb081030	4193	3005	3005	784	1933	2038	2038
Zm00001eb081040	0	0	0	0	0	0	0
Zm00001eb081050	0	0	0	0	0	0	0
Zm00001eb081060	217	59	59	157	174	83	83
Zm00001eb081070	1766	1495	1495	2107	1839	2517	2517
Zm00001eb081080	0	0	0	0	0	0	0
Zm00001eb081090	410	653	653	597	493	721	721
Zm00001eb081100	5	1	1	20	52	16	16
Zm00001eb081110	2762	1576	1576	2101	2125	2643	2643
Zm00001eb081120	722	2125	2125	1585	345	1541	1541
Zm00001eb081130	120	38	38	64	125	87	87
Zm00001eb081140	1914	1689	1689	2018	2375	1748	1748
Zm00001eb081160	13	8	8	4	11	3	3
Zm00001eb081170	71	117	117	62	63	88	88
Zm00001eb081180	3	2	2	2	1	0	0
Zm00001eb081190	906	767	767	765	881	979	979
Zm00001eb081200	295	269	269	262	314	266	266
Zm00001eb081210	1	26	26	4	2	5	5
Zm00001eb081220	16	25	25	23	50	17	17
Zm00001eb081230	21	17	17	36	11	28	28
Zm00001eb081250	996	643	643	766	821	768	768
Zm00001eb081260	52	50	50	38	45	43	43
Zm00001eb081270	831	1288	1288	910	494	1876	1876
Zm00001eb081280	2755	620	620	724	2456	733	733
Zm00001eb081290	230	46	46	40	169	63	63
Zm00001eb081310	79	49	49	55	54	50	50
Zm00001eb081320	249	369	369	238	321	337	337
Zm00001eb081330	421	257	257	248	454	360	360
Zm00001eb081350	295	413	413	568	303	501	501
Zm00001eb081360	99	195	195	174	72	185	185
Zm00001eb081370	311	479	479	726	297	438	438
Zm00001eb081380	1888	1130	1130	1256	2021	2183	2183
Zm00001eb081390	118	110	110	217	263	237	237
Zm00001eb081400	0	2	2	0	0	3	3
Zm00001eb081410	2	7	7	7	2	5	5
Zm00001eb081420	553	304	304	455	912	547	547
Zm00001eb081430	1436	808	808	1167	1397	2001	2001
Zm00001eb081440	24	17	17	1	12	22	22
Zm00001eb081450	214	138	138	181	181	202	202
Zm00001eb081460	936	525	525	244	408	275	275
Zm00001eb081470	203	112	112	29	104	49	49
Zm00001eb081480	11	1	1	0	14	0	0
Zm00001eb081500	0	0	0	0	0	0	0
Zm00001eb081510	405	507	507	500	474	519	519
Zm00001eb081520	0	0	0	0	0	0	0
Zm00001eb081530	31	9	9	20	23	8	8
Zm00001eb081540	69	83	83	13	39	92	92
Zm00001eb081550	243	542	542	301	244	568	568
Zm00001eb081560	0	0	0	2	0	4	4
Zm00001eb081570	947	302	302	180	738	210	210
Zm00001eb081580	150	147	147	177	125	184	184
Zm00001eb081590	0	0	0	3	0	2	2
Zm00001eb081600	0	3	3	0	0	0	0
Zm00001eb081610	1201	961	961	1040	1626	2421	2421
Zm00001eb081620	0	1	1	0	4	8	8
Zm00001eb081630	134	138	138	257	166	191	191
Zm00001eb081640	55	43	43	21	31	31	31
Zm00001eb081650	2898	1836	1836	3035	2468	3179	3179
Zm00001eb081660	670	314	314	305	445	329	329
Zm00001eb081670	0	4	4	0	0	2	2
Zm00001eb081680	49	52	52	26	16	25	25
