Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
Zm00001eb066320	-	chr2	-	1987686	1989377	0.000000	0.000000	0.000000
MSTRG.3806	-	chr2	+	1990152	1995022	0.470493	4.429307	5.027637
Zm00001eb066340	-	chr2	+	1995572	1997966	0.217119	2.328909	2.643508
MSTRG.3829	-	chr2	+	2043702	2049508	1.608844	15.145952	17.191931
MSTRG.3813	-	chr2	+	2081543	2088170	0.073799	0.694757	0.788608
MSTRG.3814	-	chr2	-	2087787	2116056	2.061291	19.405371	22.026730
Zm00001eb066380	-	chr2	-	2186716	2189510	0.358855	3.378327	3.834685
Zm00001eb066390	-	chr2	+	2187069	2189273	0.000000	0.000000	0.000000
MSTRG.3876	-	chr2	-	2197043	2201261	1.039117	10.711731	12.158716
MSTRG.3839	-	chr2	-	2244626	2248309	2.633614	24.793325	28.142511
MSTRG.3809	-	chr2	-	2292209	2293513	0.452282	4.257866	4.833036
Zm00001eb066490	-	chr2	-	2307902	2311624	0.439968	4.141939	4.701450
Zm00001eb066500	-	chr2	+	2308064	2311601	0.000000	0.000000	0.000000
MSTRG.3828	-	chr2	+	2314198	2320843	1.088759	10.458112	11.870838
MSTRG.3818	-	chr2	-	2321896	2325625	0.000000	0.000000	0.000000
MSTRG.3819	-	chr2	+	2325243	2331380	0.260727	5.221605	5.926961
Zm00001eb066540	-	chr2	+	2333843	2335960	0.071766	0.675618	0.766884
MSTRG.3817	-	chr2	+	2343617	2353673	0.305216	2.882642	3.272041
Zm00001eb066570	-	chr2	-	2355766	2357035	0.327559	3.083700	3.500260
MSTRG.3822	-	chr2	+	2378237	2384214	0.215535	2.713168	3.079674
MSTRG.3816	-	chr2	-	2385599	2388355	2.434806	23.095928	26.215824
MSTRG.3823	-	chr2	-	2395104	2397663	0.701354	7.028498	7.977936
MSTRG.3820	-	chr2	+	2402893	2405697	0.303226	2.959640	3.359441
Zm00001eb066630	-	chr2	+	2498208	2502214	0.327427	3.082458	3.498849
MSTRG.3825	-	chr2	+	2524918	2533246	2.609960	31.774986	36.067284
MSTRG.3835	-	chr2	+	2537714	2540011	3.316239	34.941013	39.660992
MSTRG.3830	-	chr2	+	2586814	2590348	1.262712	11.887403	13.493202
MSTRG.3821	-	chr2	-	2599459	2606943	1.771849	161.814529	183.673126
MSTRG.3886	-	chr2	+	2622083	2625798	2.819477	28.526670	32.380173
MSTRG.3837	-	chr2	+	2626000	2632047	1.574333	16.739632	19.000893
MSTRG.3833	-	chr2	-	2779440	2785235	2.555996	24.647253	27.976709
MSTRG.3826	-	chr2	-	2788015	2789859	4.438533	44.641441	50.671799
MSTRG.3836	-	chr2	+	2825553	2830197	0.185775	1.748920	1.985171
MSTRG.3831	-	chr2	-	2831755	2838745	2.284418	22.760727	25.835342
MSTRG.3832	-	chr2	+	2838265	2840296	2.769036	26.068213	29.589615
MSTRG.3856	-	chr2	+	2841408	2845016	1.774669	17.687716	20.077047
MSTRG.3861	-	chr2	-	2886268	2890822	2.309013	21.737471	24.673861
MSTRG.3834	-	chr2	+	2915350	2918621	0.365079	3.591671	4.076849
Zm00001eb066870	-	chr2	-	2919662	2922709	0.347635	3.272700	3.714790
MSTRG.3842	-	chr2	+	2965929	2966902	1.523614	14.343582	16.281172
MSTRG.3848	-	chr2	+	2967234	2971603	1.558732	14.674189	16.656439
MSTRG.3841	-	chr2	+	3041700	3045505	0.756687	7.908771	8.977120
MSTRG.3838	-	chr2	+	3062476	3065036	31.434950	295.934387	335.910431
MSTRG.3850	-	chr2	-	3066447	3071166	0.764853	7.200466	8.173136
Zm00001eb066960	-	chr2	-	3075300	3076727	0.664675	6.257372	7.102644
MSTRG.3840	-	chr2	+	3170359	3175414	1.187540	11.179720	12.689922
MSTRG.3849	-	chr2	+	3176554	3181867	1.049074	10.804460	12.263972
MSTRG.3875	-	chr2	+	3249953	3261488	0.813657	7.659915	8.694650
MSTRG.3845	-	chr2	+	3268089	3273396	0.733430	7.176384	8.145801
Zm00001eb067030	-	chr2	-	3285151	3285660	0.000000	0.000000	0.000000
Zm00001eb067040	-	chr2	+	3285398	3288154	0.337000	3.172580	3.601145
MSTRG.3868	-	chr2	+	3330434	3341636	0.880993	8.293830	9.414195
MSTRG.3843	-	chr2	+	3342370	3343068	2.477419	23.322876	26.473429
MSTRG.3853	-	chr2	+	3348965	3351879	4.037559	38.663788	43.886654
Zm00001eb067140	-	chr2	+	3354853	3355547	0.302158	2.844571	3.228827
MSTRG.3851	-	chr2	-	3355668	3359412	1.193133	11.232373	12.749688
MSTRG.3852	-	chr2	-	3359604	3364278	2.883765	27.148293	30.815598
MSTRG.3854	-	chr2	+	3368183	3374940	1.049783	9.882849	11.217866
MSTRG.3869	-	chr2	-	3382447	3386524	1.286613	12.112411	13.748606
MSTRG.3847	-	chr2	+	3454709	3458432	1.776267	16.722103	18.980995
MSTRG.3860	-	chr2	-	3460623	3463259	2.077699	19.559839	22.202065
MSTRG.3857	-	chr2	+	3463670	3467594	0.525913	8.321668	9.445793
Zm00001eb067240	-	chr2	-	3468891	3469346	0.000000	0.000000	0.000000
MSTRG.3867	-	chr2	+	3503079	3505630	0.489281	4.606181	5.228403
Zm00001eb067260	-	chr2	+	3507285	3510028	0.068890	0.648543	0.736151
MSTRG.3855	-	chr2	+	3630367	3636867	0.290036	2.904906	3.297313
MSTRG.3872	-	chr2	+	3660610	3664418	2.855162	26.879017	30.509949
Zm00001eb067310	-	chr2	+	3679307	3681157	0.451405	4.249609	4.823664
MSTRG.3858	-	chr2	-	3681300	3684965	0.000000	0.000000	0.000000
MSTRG.3859	-	chr2	+	3684795	3686481	1.100000	10.355601	11.754479
MSTRG.3864	-	chr2	+	3688358	3696793	0.263611	2.569526	2.916628
MSTRG.3862	-	chr2	-	3701279	3706867	1.881546	17.713219	20.105995
MSTRG.3866	-	chr2	+	3806463	3812678	1.973825	19.409901	22.031872
MSTRG.3865	-	chr2	+	3821277	3823550	0.257176	2.523971	2.864919
Zm00001eb067390	-	chr2	+	3829678	3830168	0.000000	0.000000	0.000000
Zm00001eb067400	-	chr2	-	3829704	3830752	0.000000	0.000000	0.000000
MSTRG.3881	-	chr2	+	3834824	3867453	3.866375	37.777180	42.880276
MSTRG.3882	-	chr2	+	3852710	3853485	0.000000	0.000000	0.000000
MSTRG.3883	-	chr2	-	3862803	3863760	0.939457	8.844220	10.038935
MSTRG.3884	-	chr2	-	3866647	3874582	4.899446	69.436752	78.816566
MSTRG.3885	-	chr2	+	3874151	3879742	1.641798	15.456187	17.544073
MSTRG.3870	-	chr2	+	3921681	3929603	0.826454	8.356076	9.484850
Zm00001eb067480	-	chr2	-	3981151	3982204	0.219769	2.068946	2.348428
MSTRG.3892	-	chr2	-	3990808	3994851	0.709158	6.676144	7.577985
MSTRG.3871	-	chr2	+	4020809	4025787	0.473079	4.453652	5.055270
MSTRG.3878	-	chr2	+	4060869	4086613	1.378059	20.398540	23.154058
MSTRG.3879	-	chr2	-	4069337	4070148	0.000000	0.000000	0.000000
MSTRG.3880	-	chr2	-	4086656	4089357	3.982232	43.575333	49.461674
MSTRG.3887	-	chr2	+	4138711	4143513	0.752994	7.132590	8.096090
MSTRG.3903	-	chr2	+	4154309	4154768	1.121739	10.560256	11.986780
MSTRG.3895	-	chr2	-	4202372	4213234	1.545455	14.549196	16.514563
Zm00001eb067600	-	chr2	-	4221315	4224942	0.000000	0.000000	0.000000
MSTRG.3873	-	chr2	+	4263315	4267702	1.794632	22.178497	25.174461
MSTRG.3889	-	chr2	-	4268093	4269451	6.386465	60.123352	68.245064
Zm00001eb067650	-	chr2	+	4336217	4338303	0.769046	7.239940	8.217941
MSTRG.3905	-	chr2	+	4382883	4389740	0.292300	2.751766	3.123486
MSTRG.3877	-	chr2	-	4400533	4405426	7.291922	82.506058	93.651314
MSTRG.3900	-	chr2	+	4412855	4417145	2.505919	23.605236	26.793930
MSTRG.3893	-	chr2	+	4429546	4436182	0.747207	7.666497	8.702119
MSTRG.3896	-	chr2	+	4439390	4443025	1.523769	14.345040	16.282829
MSTRG.3888	-	chr2	-	4540165	4547139	3.583672	49.632534	56.337105
MSTRG.3894	-	chr2	-	4588368	4598962	0.725176	6.891596	7.822542
Zm00001eb067900	-	chr2	-	4742135	4744158	0.126951	1.260738	1.431044
MSTRG.3907	-	chr2	+	4801613	4802460	1.270047	11.956455	13.571583
MSTRG.3909	-	chr2	+	4806179	4815225	0.671304	7.615208	8.643903
MSTRG.3899	-	chr2	+	4855857	4868903	4.743045	53.695103	60.948463
Zm00001eb067980	-	chr2	+	4892377	4897638	0.185841	1.801150	2.044457
MSTRG.3890	-	chr2	-	4898267	4903547	0.000000	0.000000	0.000000
MSTRG.3891	-	chr2	+	4901603	4908717	0.905145	10.161396	11.534040
MSTRG.3910	-	chr2	+	4919285	4924076	3.511081	33.053959	37.519028
MSTRG.3911	-	chr2	-	4921185	4922006	0.000000	0.000000	0.000000
MSTRG.3924	-	chr2	+	4925777	4928552	17.455917	164.333206	186.532028
MSTRG.3912	-	chr2	-	4928914	4932716	1.895082	23.031733	26.142956
MSTRG.3922	-	chr2	+	5064333	5068050	0.388489	8.981733	10.195024
MSTRG.3897	-	chr2	+	5069992	5072345	0.685801	6.456256	7.328394
MSTRG.3898	-	chr2	-	5072534	5077073	4.554918	45.729565	51.906906
MSTRG.3921	-	chr2	-	5083602	5086546	6.598773	83.381927	94.645508
MSTRG.3906	-	chr2	+	5109992	5114497	0.234190	2.283683	2.592173
Zm00001eb068160	-	chr2	+	5124123	5128764	0.000000	0.000000	0.000000
Zm00001eb068170	-	chr2	-	5128532	5132655	0.068251	0.865709	0.982653
MSTRG.3918	-	chr2	-	5193401	5198628	0.000000	0.000000	0.000000
MSTRG.3919	-	chr2	+	5198476	5207987	0.632794	6.126788	6.954420
MSTRG.3904	-	chr2	-	5276473	5279529	3.341850	31.460789	35.710644
Zm00001eb068280	-	chr2	-	5280848	5283996	0.000000	0.000000	0.000000
MSTRG.3901	-	chr2	+	5294319	5299347	0.634632	5.976585	6.783927
MSTRG.3902	-	chr2	-	5299155	5301965	0.379589	3.573520	4.056246
MSTRG.3908	-	chr2	-	5306055	5310297	0.269210	2.534392	2.876749
Zm00001eb068340	-	chr2	+	5310926	5319323	0.296469	3.843227	4.362387
MSTRG.3947	-	chr2	-	5320702	5330537	2.227692	20.971899	23.804873
MSTRG.3942	-	chr2	+	5359855	5360814	1.485369	13.983536	15.872491
MSTRG.3949	-	chr2	+	5438902	5443679	0.164569	1.886047	2.140822
MSTRG.3950	-	chr2	-	5438961	5440097	0.310466	2.922784	3.317606
MSTRG.3933	-	chr2	+	5454352	5458511	0.707050	7.011420	7.958552
MSTRG.3915	-	chr2	+	5495785	5499845	18.536749	178.517105	202.631927
Zm00001eb068410	-	chr2	-	5529723	5531676	0.418117	3.936230	4.467952
Zm00001eb068420	-	chr2	-	5532422	5551926	0.240110	2.260439	2.565789
Zm00001eb068430	-	chr2	+	5551332	5551926	0.000000	0.000000	0.000000
Zm00001eb068440	-	chr2	+	5576701	5582910	0.159114	1.497928	1.700275
Zm00001eb068460	-	chr2	+	5626938	5627462	5.811111	54.706863	62.096897
Zm00001eb068470	-	chr2	+	5668648	5675187	0.645022	6.072355	6.892634
MSTRG.3913	-	chr2	-	5718909	5722821	0.701532	6.611760	7.504904
MSTRG.3914	-	chr2	+	5767267	5769005	0.670500	6.982782	7.926045
MSTRG.3917	-	chr2	-	5770048	5777741	0.962878	9.064710	10.289208
Zm00001eb068550	-	chr2	-	5893895	5900903	0.214286	2.017328	2.289837
MSTRG.3931	-	chr2	+	5973892	5977963	0.376947	3.623133	4.112561
MSTRG.3930	-	chr2	+	6027648	6031578	1.869885	17.603439	19.981386
Zm00001eb068590	-	chr2	+	6033910	6038042	0.169163	1.640487	1.862091
MSTRG.3934	-	chr2	+	6039859	6044069	0.746924	7.329299	8.319372
Zm00001eb068610	-	chr2	+	6047087	6047964	0.375854	3.538358	4.016335
MSTRG.3916	-	chr2	-	6049798	6063389	0.340937	3.209643	3.643215
MSTRG.3946	-	chr2	-	6069618	6077606	0.841970	20.011398	22.714624
MSTRG.3920	-	chr2	-	6108815	6115505	0.361453	3.470896	3.939759
MSTRG.3925	-	chr2	+	6134997	6136220	3.379902	31.819016	36.117264
MSTRG.3937	-	chr2	-	6136221	6140916	0.222431	2.094006	2.376873
MSTRG.3926	-	chr2	-	6224824	6242096	0.639333	6.666550	7.567096
MSTRG.3927	-	chr2	-	6225755	6228738	0.000000	0.000000	0.000000
MSTRG.3928	-	chr2	+	6231431	6243883	0.000000	0.000000	0.000000
MSTRG.3929	-	chr2	-	6242835	6243880	0.000000	0.000000	0.000000
MSTRG.3941	-	chr2	-	6244333	6252354	0.566245	5.468972	6.207744
MSTRG.3923	-	chr2	+	6256399	6261275	1.303885	12.425198	14.103644
MSTRG.3932	-	chr2	-	6261538	6266019	5.154676	52.458294	59.544582
MSTRG.3935	-	chr2	-	6302096	6309079	0.000000	0.000000	0.000000
Zm00001eb068830	-	chr2	+	6309520	6314522	0.000000	0.000000	0.000000
MSTRG.3963	-	chr2	-	6360537	6364503	2.837976	33.150711	37.628845
MSTRG.3955	-	chr2	+	6388344	6395347	0.602221	5.682297	6.449886
MSTRG.3956	-	chr2	+	6413586	6418199	3.313318	35.046925	39.781208
MSTRG.3943	-	chr2	-	6553257	6565633	1.196679	11.265756	12.787580
MSTRG.3944	-	chr2	+	6553988	6554566	0.000000	0.000000	0.000000
MSTRG.3936	-	chr2	-	6571690	6577708	0.390264	12.009354	13.631627
MSTRG.3938	-	chr2	+	6672361	6675839	1.539237	15.181538	17.232323
MSTRG.3939	-	chr2	-	6674765	6684979	0.333847	4.101505	4.655554
MSTRG.3969	-	chr2	-	6699887	6700205	6.705883	63.130413	71.658333
Zm00001eb069060	-	chr2	-	6710493	6710948	0.182018	1.713551	1.945024
MSTRG.3940	-	chr2	-	6711805	6717890	1.231457	12.244349	13.898369
Zm00001eb069080	-	chr2	-	6759772	6761340	0.238368	2.244040	2.547174
Zm00001eb069090	-	chr2	+	6771378	6772485	0.133900	1.276846	1.449327
Zm00001eb069100	-	chr2	-	6812956	6814899	0.000000	0.000000	0.000000
Zm00001eb069110	-	chr2	+	6813049	6814994	0.153680	1.446772	1.642208
Zm00001eb069120	-	chr2	-	6818797	6822708	0.281709	3.012539	3.419485
MSTRG.3945	-	chr2	-	6826979	6837305	0.657258	34.987068	39.713268
MSTRG.3959	-	chr2	+	6899841	6905677	0.261708	3.100759	3.519622
MSTRG.3952	-	chr2	+	7004561	7010509	2.181328	20.535423	23.309433
MSTRG.3961	-	chr2	+	7040782	7044366	0.140733	1.324886	1.503857
MSTRG.3948	-	chr2	+	7077409	7086629	0.407517	12.951619	14.701178
Zm00001eb069220	-	chr2	-	7088037	7090619	0.515152	4.849735	5.504858
Zm00001eb069230	-	chr2	+	7119917	7120370	0.281938	2.654216	3.012758
MSTRG.3966	-	chr2	-	7132297	7137455	0.576613	12.744884	14.466516
MSTRG.3951	-	chr2	+	7137885	7140459	17.162624	161.572083	183.397919
MSTRG.3967	-	chr2	+	7141311	7144214	2.474738	23.297636	26.444778
MSTRG.3995	-	chr2	+	7152074	7152775	0.400285	3.768356	4.277401
MSTRG.3958	-	chr2	+	7156800	7157042	19.646091	184.951904	209.935989
MSTRG.3957	-	chr2	-	7221940	7228281	0.424754	4.096855	4.650275
Zm00001eb069360	-	chr2	+	7265351	7267011	0.573807	5.401924	6.131639
Zm00001eb069380	-	chr2	+	7275256	7276068	0.516275	7.528710	8.545720
MSTRG.3984	-	chr2	+	7321183	7329390	1.925680	18.209412	20.669216
MSTRG.4009	-	chr2	+	7346959	7349538	0.000000	0.000000	0.000000
Zm00001eb069410	-	chr2	-	7351565	7355742	0.000000	0.000000	0.000000
MSTRG.3962	-	chr2	+	7356896	7363498	1.698656	19.560215	22.202492
Zm00001eb069450	-	chr2	-	7378262	7382880	0.000000	0.000000	0.000000
Zm00001eb069460	-	chr2	+	7378281	7382025	0.000000	0.000000	0.000000
Zm00001eb069500	-	chr2	-	7527615	7531876	0.203763	2.015059	2.287261
Zm00001eb069520	-	chr2	+	7552259	7555502	0.267045	6.759186	7.672245
MSTRG.3970	-	chr2	+	7662383	7666944	0.058053	0.546522	0.620348
MSTRG.3975	-	chr2	+	7801188	7809642	0.277995	4.139915	4.699152
MSTRG.3976	-	chr2	-	7808909	7813658	0.581904	5.489919	6.231520
MSTRG.3960	-	chr2	+	7872651	7878101	2.194215	20.656744	23.447142
MSTRG.3965	-	chr2	+	7912743	7917905	0.479414	5.787623	6.569440
Zm00001eb069630	-	chr2	+	7919187	7922105	0.132400	1.246438	1.414812
MSTRG.3985	-	chr2	+	7996379	7998404	2.003872	22.799192	25.879004
Zm00001eb069650	-	chr2	-	8017520	8018027	0.085630	0.806136	0.915033
MSTRG.3983	-	chr2	+	8407382	8410729	0.840488	7.912508	8.981362
MSTRG.3982	-	chr2	+	8726215	8732576	0.238340	3.163203	3.590502
MSTRG.3992	-	chr2	-	8732670	8739468	0.617231	6.515594	7.395748
MSTRG.3986	-	chr2	+	8941776	8944427	2.113789	19.899597	22.587717
MSTRG.3971	-	chr2	+	8945002	8948446	0.487987	6.133801	6.962381
MSTRG.3974	-	chr2	-	8988064	8993282	1.286969	12.115762	13.752410
MSTRG.3972	-	chr2	-	9018164	9022465	8.849586	100.789909	114.405037
MSTRG.3979	-	chr2	+	9165604	9173285	2.661696	60.221428	68.356392
MSTRG.3973	-	chr2	+	9228502	9241764	0.500468	4.711497	5.347947
MSTRG.3978	-	chr2	+	9244793	9249447	0.279960	3.993365	4.532805
MSTRG.3981	-	chr2	-	9250862	9251772	9.152579	86.164062	97.803459
Zm00001eb070220	-	chr2	+	9309119	9310141	0.179863	1.693263	1.921996
MSTRG.3991	-	chr2	+	9317725	9328657	0.074662	0.702882	0.797830
MSTRG.3977	-	chr2	+	9335340	9338299	3.761374	43.218731	49.056904
MSTRG.4003	-	chr2	-	9343742	9346810	3.421372	32.209423	36.560406
MSTRG.3987	-	chr2	-	9347873	9351267	10.180233	95.838577	108.784859
MSTRG.4040	-	chr2	-	9352213	9355778	0.000000	0.000000	0.000000
MSTRG.4002	-	chr2	-	9356706	9360966	6.491001	63.021507	71.534714
MSTRG.4020	-	chr2	+	9429781	9435001	1.990513	26.823851	30.447329
Zm00001eb070320	-	chr2	+	9436920	9439187	0.270992	2.551168	2.895791
Zm00001eb070340	-	chr2	+	9446150	9447205	0.000000	0.000000	0.000000
MSTRG.3990	-	chr2	-	9451510	9460941	3.111522	61.779400	70.124825
MSTRG.3988	-	chr2	-	9537038	9540782	0.924883	8.707018	9.883199
MSTRG.4019	-	chr2	+	9565132	9579223	8.055669	87.403778	99.210648
MSTRG.3997	-	chr2	-	9580444	9585378	0.072754	1.632871	1.853446
MSTRG.3989	-	chr2	-	9692256	9693734	12.018726	120.494659	136.771591
Zm00001eb070450	-	chr2	+	9759532	9763627	0.487799	4.718389	5.355769
MSTRG.3996	-	chr2	-	9810244	9814460	1.641633	27.483078	31.195608
Zm00001eb070500	-	chr2	-	9871059	9872524	0.208670	1.964458	2.229825
MSTRG.4007	-	chr2	-	9934642	9938854	2.815368	26.504389	30.084715
MSTRG.4028	-	chr2	+	9987244	9988576	0.000000	0.000000	0.000000
MSTRG.4029	-	chr2	-	9988564	9992916	1.302713	13.899458	15.777055
Zm00001eb070600	-	chr2	+	10034629	10035918	0.202658	1.907860	2.165581
MSTRG.4001	-	chr2	-	10060289	10061683	1.758772	16.557402	18.794044
MSTRG.4015	-	chr2	+	10373674	10394680	0.395400	3.883925	4.408582
MSTRG.3994	-	chr2	+	10410646	10413453	1.038434	13.400638	15.210853
MSTRG.3999	-	chr2	+	10415518	10420008	0.310026	7.550467	8.570415
MSTRG.4000	-	chr2	-	10419739	10427346	0.254612	2.396964	2.720756
MSTRG.3998	-	chr2	-	10434418	10441107	0.267089	2.517089	2.857108
MSTRG.4004	-	chr2	-	10447449	10456396	0.811972	10.705461	12.151599
MSTRG.4005	-	chr2	+	10451322	10452524	0.000000	0.000000	0.000000
MSTRG.4006	-	chr2	+	10452857	10454442	0.000000	0.000000	0.000000
MSTRG.4011	-	chr2	-	10486991	10493173	0.936736	8.866409	10.064121
MSTRG.4022	-	chr2	-	10591682	10600792	5.133611	57.549767	65.323830
MSTRG.4008	-	chr2	-	10606155	10611276	6.975758	69.001099	78.322067
Zm00001eb070880	-	chr2	-	10725320	10725748	0.662005	6.232236	7.074113
Zm00001eb070890	-	chr2	-	10764746	10767489	0.092105	0.878146	0.996769
MSTRG.4013	-	chr2	-	10768354	10772071	0.392167	4.513894	5.123650
MSTRG.4038	-	chr2	+	10777189	10782330	0.578380	5.444975	6.180505
MSTRG.4041	-	chr2	+	10784082	10788101	1.374491	12.939710	14.687660
MSTRG.4053	-	chr2	+	10865664	10870719	0.921122	9.561496	10.853104
MSTRG.4010	-	chr2	-	10871290	10873920	35.370968	332.988770	377.970306
MSTRG.4027	-	chr2	+	10874164	10879379	1.334847	12.566494	14.264029
Zm00001eb070970	-	chr2	+	10882589	10885183	0.449486	4.231544	4.803158
MSTRG.4014	-	chr2	-	10888929	10891978	0.681625	10.412924	11.819546
MSTRG.4012	-	chr2	-	10910219	10911631	1.819647	26.784811	30.403015
Zm00001eb071040	-	chr2	-	10925155	10929339	0.122889	1.278248	1.450920
Zm00001eb071060	-	chr2	+	10947358	10949952	0.000000	0.000000	0.000000
MSTRG.4017	-	chr2	-	10950151	10955332	0.549814	5.176050	5.875252
MSTRG.4018	-	chr2	+	10962182	10966238	0.963129	10.039209	11.395349
MSTRG.4023	-	chr2	-	11002411	11004079	3.346361	31.503254	35.758846
MSTRG.4016	-	chr2	-	11019291	11022327	2.541449	25.228806	28.636818
Zm00001eb071120	-	chr2	+	11041429	11043734	0.689327	6.489450	7.366073
MSTRG.4030	-	chr2	-	11044019	11049101	0.156830	9.815236	11.141120
MSTRG.4031	-	chr2	-	11057294	11061519	2.278766	21.452719	24.350643
MSTRG.4033	-	chr2	+	11064248	11069500	0.845115	9.088933	10.316704
MSTRG.4026	-	chr2	+	11172889	11179487	0.224451	2.117005	2.402979
MSTRG.4021	-	chr2	-	11182201	11183511	0.392067	3.690990	4.189585
MSTRG.4024	-	chr2	-	11238776	11248239	8.693182	82.779884	93.962135
MSTRG.4035	-	chr2	+	11409181	11413754	0.241758	2.275954	2.583400
MSTRG.4025	-	chr2	-	11422654	11426382	2.681871	25.247623	28.658180
MSTRG.4047	-	chr2	+	11563544	11568791	1.106299	10.795894	12.254248
MSTRG.4048	-	chr2	-	11567050	11571807	0.000000	0.000000	0.000000
MSTRG.4064	-	chr2	+	11576124	11583835	2.657468	25.017893	28.397411
Zm00001eb071350	-	chr2	+	11664720	11667608	0.055331	0.520896	0.591261
MSTRG.4042	-	chr2	+	11668743	11674545	1.086737	18.813803	21.355249
Zm00001eb071380	-	chr2	+	11779209	11780718	0.444921	4.188568	4.754377
MSTRG.4034	-	chr2	-	11780917	11813439	1.165853	10.975554	12.458178
MSTRG.4037	-	chr2	+	11873849	11878017	0.899292	8.466099	9.609735
MSTRG.4052	-	chr2	+	11882017	11884010	0.569900	5.365143	6.089889
MSTRG.4043	-	chr2	+	11884259	11886673	0.351557	3.543715	4.022415
MSTRG.4044	-	chr2	-	11886744	11894148	3.266487	30.751305	34.905323
MSTRG.4045	-	chr2	+	11894156	11898501	0.243602	2.293314	2.603104
MSTRG.4067	-	chr2	-	11901516	11911943	3.460335	37.963181	43.091408
MSTRG.4036	-	chr2	-	11913362	11936797	0.718839	6.767282	7.681435
MSTRG.4056	-	chr2	-	12054788	12060024	1.499437	16.779245	19.045858
Zm00001eb071530	-	chr2	+	12103843	12104064	0.639640	6.021688	6.835123
MSTRG.4060	-	chr2	-	12111516	12114385	7.468476	75.090027	85.233505
MSTRG.4069	-	chr2	+	12163096	12182343	0.704456	13.690981	15.540416
Zm00001eb071580	-	chr2	-	12247573	12249066	1.088457	10.246933	11.631132
MSTRG.4046	-	chr2	-	12267363	12269118	0.332386	3.129143	3.551840
Zm00001eb071600	-	chr2	+	12275847	12277673	0.936508	8.816458	10.007421
MSTRG.4039	-	chr2	-	12333485	12336079	1.118856	10.533114	11.955973
MSTRG.4059	-	chr2	+	12342310	12344082	3.769933	44.927704	50.996723
Zm00001eb071710	-	chr2	+	12495522	12499762	0.000000	0.000000	0.000000
MSTRG.4051	-	chr2	+	12502403	12513490	1.114325	15.252107	17.312426
MSTRG.4065	-	chr2	-	12514681	12524281	0.221577	2.109436	2.394387
MSTRG.4063	-	chr2	+	12525407	12528155	0.963914	9.074463	10.300280
Zm00001eb071750	-	chr2	-	12528210	12531358	0.078120	0.735436	0.834782
MSTRG.4057	-	chr2	-	12535897	12539632	0.123371	1.197861	1.359673
MSTRG.4082	-	chr2	+	12579332	12583193	0.635240	6.346232	7.203508
MSTRG.4049	-	chr2	+	12612564	12614614	0.395904	16.118748	18.296137
MSTRG.4050	-	chr2	-	12614407	12620113	0.725195	6.885082	7.815147
MSTRG.4061	-	chr2	+	12628913	12630267	5.928654	55.813438	63.352947
MSTRG.4055	-	chr2	+	12700395	12704773	0.426405	4.098342	4.651964
Zm00001eb071850	-	chr2	+	12757870	12765616	0.213172	2.006840	2.277933
MSTRG.4054	-	chr2	+	12767897	12772775	0.819293	7.712974	8.754875
MSTRG.4058	-	chr2	+	12774034	12775577	0.186747	1.758070	1.995558
MSTRG.4062	-	chr2	+	12846196	12848979	0.381977	3.596001	4.081764
MSTRG.4078	-	chr2	-	12859936	12865932	3.063108	37.525631	42.594749
Zm00001eb071940	-	chr2	-	12953745	12967696	0.081741	0.769525	0.873475
Zm00001eb071990	-	chr2	-	13157708	13164476	0.136407	2.200518	2.497773
MSTRG.4070	-	chr2	-	13199666	13202237	12.594369	118.565689	134.582047
MSTRG.4093	-	chr2	.	13207749	13208359	12.114566	114.048744	129.454926
Zm00001eb072020	-	chr2	-	13315755	13319662	0.453351	4.267929	4.844459
MSTRG.4124	-	chr2	+	13537034	13538953	2.079470	19.576511	22.220987
MSTRG.4096	-	chr2	+	13545761	13557703	0.179276	1.781502	2.022155
MSTRG.4097	-	chr2	+	13551497	13554949	0.000000	0.000000	0.000000
Zm00001eb072120	-	chr2	+	13563246	13565373	0.218000	2.052292	2.329524
Zm00001eb072130	-	chr2	-	13639115	13641687	0.000000	0.000000	0.000000
MSTRG.4079	-	chr2	+	13774699	13776978	0.133014	1.312507	1.489805
Zm00001eb072180	-	chr2	+	13817823	13819978	0.120874	1.137930	1.291646
MSTRG.4073	-	chr2	+	13820197	13823599	0.653197	7.987982	9.067032
MSTRG.4072	-	chr2	+	13838408	13840151	1.020156	9.603935	10.901276
MSTRG.4068	-	chr2	-	13843152	13849793	1.271991	12.067872	13.698050
Zm00001eb072240	-	chr2	+	13872834	13878827	0.178599	1.681364	1.908489
MSTRG.4071	-	chr2	+	13878875	13880453	0.000000	0.000000	0.000000
Zm00001eb072270	-	chr2	+	13887347	13893705	0.278757	2.636875	2.993075
MSTRG.4110	-	chr2	+	13922176	13925125	0.916213	8.625397	9.790552
MSTRG.4090	-	chr2	-	13944158	13947269	0.417621	3.931561	4.462652
Zm00001eb072330	-	chr2	-	14002094	14005231	0.444254	4.182289	4.747250
Zm00001eb072350	-	chr2	-	14021710	14022438	0.735254	6.921816	7.856844
MSTRG.4075	-	chr2	+	14097531	14099852	1.612760	16.217455	18.408178
MSTRG.4081	-	chr2	+	14146013	14149312	0.131057	2.328947	2.643550
Zm00001eb072380	-	chr2	-	14167502	14169291	0.094210	0.886910	1.006718
Zm00001eb072390	-	chr2	+	14167584	14170162	0.214565	2.019954	2.292818
