Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
Zm00001eb100660	-	chr2	-	190812442	190815637	0.000000	0.000000	0.000000
Zm00001eb100720	-	chr2	+	191246662	191250636	0.176176	1.680305	1.551192
Zm00001eb100730	-	chr2	+	191256668	191259776	0.000000	0.000000	0.000000
Zm00001eb100750	-	chr2	+	191288293	191291180	0.398990	4.785250	4.417559
Zm00001eb100770	-	chr2	+	191312216	191316228	0.637296	5.869769	5.418745
MSTRG.5063	-	chr2	+	191557956	191560764	1.500481	14.489459	13.376110
MSTRG.5041	-	chr2	+	191582877	191583509	2.120063	19.526690	18.026287
Zm00001eb100860	-	chr2	-	191651871	191653018	0.000000	0.000000	0.000000
MSTRG.5059	-	chr2	+	191744743	191745746	0.822300	7.573735	6.991781
MSTRG.5071	-	chr2	+	191747566	191756398	1.064591	21.501825	19.849659
MSTRG.5052	-	chr2	+	191790294	191814082	1.570897	15.140388	13.977023
Zm00001eb100940	-	chr2	+	191938768	191941240	0.229681	2.115460	1.952911
MSTRG.5042	-	chr2	+	191981881	191983417	1.729343	15.927990	14.704106
Zm00001eb100960	-	chr2	-	191983790	191985001	0.335809	3.092945	2.855288
MSTRG.5075	-	chr2	+	192064781	192069688	0.581838	5.358977	4.947201
MSTRG.5064	-	chr2	+	192221331	192225444	0.166952	1.556875	1.437248
MSTRG.5045	-	chr2	+	192294715	192295919	0.000000	0.000000	0.000000
MSTRG.5046	-	chr2	-	192295801	192300264	0.000000	0.000000	0.000000
Zm00001eb101060	-	chr2	-	192453288	192455426	0.036466	0.335867	0.310060
Zm00001eb101070	-	chr2	+	192453576	192455426	0.042139	0.388118	0.358296
MSTRG.5047	-	chr2	+	192522376	192524875	0.000000	0.000000	0.000000
MSTRG.5048	-	chr2	-	192524874	192530968	2.540141	24.992968	23.072544
MSTRG.5060	-	chr2	-	192534335	192541992	1.034415	9.527405	8.795334
MSTRG.5062	-	chr2	+	192624947	192627498	0.000000	0.000000	0.000000
Zm00001eb101170	-	chr2	-	192841318	192850666	0.335801	3.200200	2.954302
Zm00001eb101200	-	chr2	-	192979523	192982231	0.634503	6.895903	6.366032
MSTRG.5051	-	chr2	+	193035051	193037339	3.564532	32.830864	30.308191
MSTRG.5068	-	chr2	+	193039743	193040551	2.731768	25.160751	23.227438
MSTRG.5076	-	chr2	+	193250275	193255562	0.184854	1.702585	1.571760
Zm00001eb101280	-	chr2	+	193261360	193263645	0.894271	8.976207	8.286489
MSTRG.5054	-	chr2	-	193347746	193353596	1.024889	9.439667	8.714336
MSTRG.5056	-	chr2	+	193544887	193549343	0.513977	6.761559	6.242012
MSTRG.5061	-	chr2	+	193591081	193594129	0.197460	1.818691	1.678946
MSTRG.5106	-	chr2	-	193602025	193606582	1.079184	9.939747	9.175991
MSTRG.5143	-	chr2	+	193787134	193793299	2.073509	24.545626	22.659576
Zm00001eb101420	-	chr2	+	193795034	193796605	0.402036	3.702924	3.418397
MSTRG.5073	-	chr2	-	194021443	194023857	1.216521	13.864807	12.799457
MSTRG.5079	-	chr2	+	194049063	194052990	2.856158	34.756794	32.086136
MSTRG.5066	-	chr2	-	194077003	194078090	3.713235	34.200485	31.572571
Zm00001eb101530	-	chr2	-	194125843	194130613	0.163006	1.697694	1.567245
Zm00001eb101560	-	chr2	-	194331268	194334993	0.128587	1.184341	1.093338
MSTRG.5084	-	chr2	+	194438463	194444950	0.707003	6.898657	6.368574
Zm00001eb101660	-	chr2	+	194445540	194446451	0.304825	2.807569	2.591839
MSTRG.5070	-	chr2	-	194465633	194468764	1.816867	16.734123	15.448298
MSTRG.5067	-	chr2	-	194468997	194470693	3.021513	30.487806	28.145170
MSTRG.5078	-	chr2	-	194543903	194548073	1.199630	21.654388	19.990498
MSTRG.5088	-	chr2	-	194568849	194570112	0.838235	9.715611	8.969078
MSTRG.5077	-	chr2	+	194675915	194679753	11.350735	104.545128	96.512039
Zm00001eb101760	-	chr2	-	194714553	194716546	0.387203	3.566305	3.292276
MSTRG.5074	-	chr2	+	194725578	194727043	42.230034	484.060852	446.866364
Zm00001eb101780	-	chr2	-	194727843	194743269	0.548804	5.054719	4.666323
MSTRG.5112	-	chr2	+	194778844	194791103	0.300678	14.450886	13.340501
MSTRG.5095	-	chr2	+	194795444	194795929	10.390946	95.705070	88.351227
MSTRG.5082	-	chr2	.	194822544	194822859	4.841772	44.594795	41.168198
MSTRG.5091	-	chr2	+	194854038	194858872	0.089200	1.784723	1.647588
MSTRG.5108	-	chr2	+	194921921	194925372	2.046137	18.845798	17.397717
Zm00001eb101900	-	chr2	-	194942285	194944536	0.108675	1.000943	0.924032
Zm00001eb101930	-	chr2	-	195164653	195165826	0.786121	8.500461	7.847298
MSTRG.5096	-	chr2	+	195193765	195199189	1.032946	10.620139	9.804104
Zm00001eb101960	-	chr2	+	195296072	195304063	0.041926	0.386156	0.356485
Zm00001eb101970	-	chr2	+	195296807	195297980	0.000000	0.000000	0.000000
MSTRG.5081	-	chr2	-	195304931	195309381	2.247746	22.913042	21.152437
MSTRG.5083	-	chr2	-	195378095	195381449	3.726715	34.324642	31.687187
MSTRG.5086	-	chr2	+	195626683	195631356	1.808585	16.657843	15.377878
MSTRG.5097	-	chr2	+	195635724	195642641	0.716452	6.672172	6.159492
MSTRG.5087	-	chr2	-	195866019	195888110	2.503219	38.337475	35.391682
MSTRG.5093	-	chr2	+	196762795	196772454	2.022926	18.632015	17.200359
MSTRG.5094	-	chr2	-	196771490	196773469	0.000000	0.000000	0.000000
MSTRG.5089	-	chr2	-	196785362	196788794	0.792422	7.334798	6.771204
MSTRG.5090	-	chr2	+	196788966	196795164	1.869625	17.347012	16.014093
Zm00001eb102160	-	chr2	-	196795311	196797514	0.119978	1.105049	1.020139
MSTRG.5129	-	chr2	+	196874121	196879627	0.091124	1.083579	1.000319
Zm00001eb102190	-	chr2	+	196908445	196909327	0.000000	0.000000	0.000000
MSTRG.5117	-	chr2	-	196910610	196913918	4.104027	37.799843	34.895359
MSTRG.5092	-	chr2	-	197014644	197016213	2.141044	19.719931	18.204681
MSTRG.5107	-	chr2	-	197100115	197103763	0.160939	1.528434	1.410991
MSTRG.5123	-	chr2	+	197247850	197253869	0.063480	0.584678	0.539752
MSTRG.5102	-	chr2	+	197317021	197318863	4.055823	37.490879	34.610138
MSTRG.5101	-	chr2	-	197344563	197347240	0.504114	5.161745	4.765124
MSTRG.5136	-	chr2	+	197625312	197627064	0.541791	4.990128	4.606693
MSTRG.5098	-	chr2	-	197628067	197631324	1.426048	15.398012	14.214852
MSTRG.5099	-	chr2	+	197630706	197633461	0.998378	14.709755	13.579478
Zm00001eb102320	-	chr2	+	197647672	197661005	0.285251	3.001918	2.771255
Zm00001eb102330	-	chr2	+	197755294	197757259	0.210326	1.937193	1.788342
Zm00001eb102340	-	chr2	-	197756015	197756969	0.432984	3.987968	3.681539
Zm00001eb102350	-	chr2	-	197757952	197764664	0.289694	2.668206	2.463185
MSTRG.5104	-	chr2	-	197788392	197792108	0.940977	8.666800	8.000857
MSTRG.5111	-	chr2	-	197922476	197930569	4.081539	37.592724	34.704155
MSTRG.5100	-	chr2	-	197962255	197966396	8.740642	80.505051	74.319168
MSTRG.5103	-	chr2	+	198051325	198066235	0.345509	3.198782	2.952992
MSTRG.5109	-	chr2	+	198078674	198083761	0.456640	4.205850	3.882679
Zm00001eb102440	-	chr2	+	198112103	198117286	0.089603	1.641252	1.515141
MSTRG.5105	-	chr2	+	198178732	198186981	0.472166	4.348851	4.014692
MSTRG.5121	-	chr2	+	198303719	198306156	7.116550	65.546471	60.509979
MSTRG.5113	-	chr2	-	198332668	198352234	1.888757	20.091692	18.547876
MSTRG.5114	-	chr2	+	198351357	198362205	2.448805	30.948992	28.570917
MSTRG.5115	-	chr2	-	198370652	198373084	2.476191	34.513435	31.861475
MSTRG.5110	-	chr2	-	198375562	198376687	0.611012	5.627682	5.195260
Zm00001eb102520	-	chr2	-	198379385	198385432	0.395754	4.007752	3.699802
Zm00001eb102530	-	chr2	+	198390635	198392886	0.242956	2.237729	2.065785
MSTRG.5164	-	chr2	+	198528135	198534542	1.210184	11.354183	10.481745
MSTRG.5149	-	chr2	+	198549589	198556976	1.552178	14.309403	13.209891
MSTRG.5116	-	chr2	.	198647653	198647902	5.640000	51.946815	47.955299
MSTRG.5156	-	chr2	-	198727761	198731081	0.270284	2.984547	2.755219
MSTRG.5130	-	chr2	-	198834784	198835658	20.913143	192.619003	177.818451
MSTRG.5122	-	chr2	+	198913168	198918256	0.548606	5.364153	4.951980
MSTRG.5134	-	chr2	+	199008047	199031872	0.293228	2.700755	2.493233
MSTRG.5135	-	chr2	-	199196183	199207743	0.165185	1.521425	1.404521
MSTRG.5124	-	chr2	+	199358207	199362238	0.750292	9.820656	9.066051
MSTRG.5120	-	chr2	-	199388407	199391784	2.442045	25.772408	23.792095
MSTRG.5119	-	chr2	+	199460839	199465913	1.802390	16.600784	15.325204
MSTRG.5125	-	chr2	-	199468769	199471830	2.715170	49.578415	45.768887
MSTRG.5126	-	chr2	+	199471403	199474713	1.109992	10.263282	9.474667
MSTRG.5131	-	chr2	-	199474759	199480086	0.435833	8.126232	7.501824
MSTRG.5132	-	chr2	-	199549411	199554888	0.738875	7.315245	6.753152
Zm00001eb102800	-	chr2	-	199600020	199605838	0.251124	2.318578	2.140422
Zm00001eb102810	-	chr2	+	199600233	199601751	0.000000	0.000000	0.000000
MSTRG.5153	-	chr2	-	199609581	199619759	2.434010	22.418276	20.695688
Zm00001eb102840	-	chr2	+	199676530	199680174	0.090331	0.831987	0.768059
MSTRG.5128	-	chr2	.	199684180	199684480	2.192691	20.195625	18.643822
MSTRG.5127	-	chr2	-	199702820	199708433	1.210176	11.990043	11.068747
MSTRG.5141	-	chr2	+	199873895	199888451	0.000000	0.000000	0.000000
MSTRG.5142	-	chr2	-	199882222	199883887	0.420468	3.872690	3.575119
MSTRG.5140	-	chr2	+	199900443	199904659	1.307391	12.096359	11.166893
Zm00001eb102930	-	chr2	+	199906809	199914192	0.775408	11.213421	10.351798
MSTRG.5133	-	chr2	-	199917575	199919578	0.349052	3.214918	2.967889
MSTRG.5161	-	chr2	+	200118969	200124118	0.812261	7.481271	6.906422
Zm00001eb102980	-	chr2	+	200124544	200127686	0.101829	1.012687	0.934873
MSTRG.5139	-	chr2	-	200233001	200234305	9.562759	88.077103	81.309395
MSTRG.5154	-	chr2	-	200258977	200260774	0.434524	4.895830	4.519642
MSTRG.5155	-	chr2	+	200260529	200265458	2.486097	22.898020	21.138569
Zm00001eb103050	-	chr2	+	200375250	200399396	0.266110	3.792209	3.500822
Zm00001eb103060	-	chr2	-	200449284	200450691	0.340909	3.139918	2.898651
MSTRG.5138	-	chr2	+	200451957	200455856	2.053580	19.765808	18.247034
MSTRG.5173	-	chr2	-	200478492	200484199	1.508256	13.956802	12.884381
Zm00001eb103090	-	chr2	+	200536633	200541366	0.150094	1.382430	1.276206
Zm00001eb103140	-	chr2	-	200694871	200703240	0.000000	0.000000	0.000000
MSTRG.5137	-	chr2	+	200854940	200858142	0.000000	0.000000	0.000000
MSTRG.5145	-	chr2	-	200906329	200911270	0.367100	3.674298	3.391970
MSTRG.5179	-	chr2	-	200914551	200924983	0.164467	1.917887	1.770520
MSTRG.5146	-	chr2	-	200962123	200966091	0.282692	2.603714	2.403649
MSTRG.5150	-	chr2	-	201069934	201071451	0.554018	5.102744	4.710656
MSTRG.5148	-	chr2	+	201094243	201097259	0.521790	5.099851	4.707986
MSTRG.5144	-	chr2	+	201152040	201156909	0.137002	1.261847	1.164889
MSTRG.5147	-	chr2	+	201176116	201179396	7.591136	71.009682	65.553406
MSTRG.5163	-	chr2	+	201299510	201305297	1.124392	11.122254	10.267638
MSTRG.5151	-	chr2	+	201445576	201451423	1.318436	12.143360	11.210282
MSTRG.5170	-	chr2	-	201454119	201456108	0.668954	6.161353	5.687924
Zm00001eb103340	-	chr2	-	201457144	201459454	2.543982	23.431164	21.630749
MSTRG.5160	-	chr2	+	201572022	201579595	0.561753	5.173985	4.776424
Zm00001eb103380	-	chr2	+	201685182	201687063	1.745501	16.076813	14.841494
Zm00001eb103390	-	chr2	+	201849999	201852078	0.812089	7.479688	6.904960
MSTRG.5166	-	chr2	+	201945915	201948521	2.781277	25.616751	23.648399
MSTRG.5152	-	chr2	+	201951403	201955348	0.242676	2.323321	2.144801
Zm00001eb103470	-	chr2	-	202084976	202090257	0.000000	0.000000	0.000000
MSTRG.5159	-	chr2	-	202135801	202142554	0.347323	3.317882	3.062941
MSTRG.5167	-	chr2	-	202148921	202149788	23.944700	229.210190	211.598022
MSTRG.5158	-	chr2	-	202171842	202186943	2.243726	20.739876	19.146255
MSTRG.5176	-	chr2	-	202187325	202188568	1.639197	15.097706	13.937621
MSTRG.5157	-	chr2	-	202259497	202264153	0.153762	1.416214	1.307394
MSTRG.5165	-	chr2	+	202341754	202345587	2.130464	21.867123	20.186886
MSTRG.5189	-	chr2	+	202346975	202351278	1.430790	13.178187	12.165596
MSTRG.5171	-	chr2	-	202352910	202356740	3.586181	33.030262	30.492268
MSTRG.5175	-	chr2	+	202491657	202499899	1.511084	16.518885	15.249599
MSTRG.5162	-	chr2	+	202529145	202535759	0.684840	7.905614	7.298159
Zm00001eb103680	-	chr2	-	202577074	202579212	0.000000	0.000000	0.000000
Zm00001eb103700	-	chr2	+	202581097	202584936	0.197917	1.822900	1.682831
MSTRG.5172	-	chr2	+	202659855	202663139	3.553655	33.116959	30.572302
MSTRG.5188	-	chr2	-	202730800	202732191	3.609495	33.244995	30.690498
MSTRG.5168	-	chr2	-	202735646	202739432	0.000000	0.000000	0.000000
MSTRG.5169	-	chr2	+	202739191	202742045	0.535971	4.936522	4.557208
MSTRG.5211	-	chr2	-	202766278	202773397	2.898754	27.735611	25.604448
MSTRG.5178	-	chr2	-	202796570	202800809	2.565789	26.113571	24.107044
Zm00001eb103810	-	chr2	+	202814856	202820752	0.129313	1.191028	1.099511
Zm00001eb103880	-	chr2	-	202988524	202991331	0.304930	2.808536	2.592732
Zm00001eb103890	-	chr2	-	202995115	202998647	0.330429	3.220380	2.972931
MSTRG.5174	-	chr2	-	202999907	203002875	4.600534	42.372887	39.117020
Zm00001eb103940	-	chr2	+	203046042	203049292	0.293756	2.705619	2.497723
Zm00001eb103950	-	chr2	-	203046661	203049650	0.000000	0.000000	0.000000
MSTRG.5215	-	chr2	+	203054268	203055682	1.009187	9.295045	8.580827
MSTRG.5193	-	chr2	+	203060870	203067851	0.196378	1.808725	1.669746
MSTRG.5180	-	chr2	+	203392556	203401752	1.180986	10.877386	10.041585
Zm00001eb104050	-	chr2	-	203402775	203403998	0.635231	5.850750	5.401186
MSTRG.5184	-	chr2	-	203405080	203408547	0.460826	4.244405	3.918271
MSTRG.5185	-	chr2	-	203430949	203439768	2.537587	23.720491	21.897844
MSTRG.5191	-	chr2	-	203513183	203513632	0.566667	5.219246	4.818207
Zm00001eb104110	-	chr2	+	203518487	203519955	0.569095	5.241609	4.838851
MSTRG.5200	-	chr2	-	203520643	203521496	1.786885	16.457975	15.193370
Zm00001eb104130	-	chr2	+	203522450	203523227	0.524422	4.830151	4.459010
MSTRG.5182	-	chr2	+	203604817	203605807	1.383451	12.742176	11.763086
MSTRG.5183	-	chr2	-	203604930	203605379	0.000000	0.000000	0.000000
MSTRG.5177	-	chr2	+	203606690	203607491	1.521197	14.010875	12.934301
Zm00001eb104170	-	chr2	-	203608137	203608960	0.313107	2.883850	2.662259
Zm00001eb104180	-	chr2	+	203608240	203608932	0.372294	3.428987	3.165509
MSTRG.5194	-	chr2	-	203671302	203672063	1.190289	10.963072	10.120686
Zm00001eb104210	-	chr2	+	203750855	203756543	0.346320	3.189755	2.944659
MSTRG.5181	-	chr2	+	203760331	203761790	16.428572	151.314178	139.687424
MSTRG.5214	-	chr2	+	203905547	203907912	0.166961	1.646170	1.519681
Zm00001eb104260	-	chr2	+	203976777	203982225	0.093863	0.880204	0.812570
Zm00001eb104270	-	chr2	-	203983944	203985038	0.588128	5.416911	5.000683
MSTRG.5199	-	chr2	-	204051052	204056314	0.100457	0.930557	0.859055
MSTRG.5195	-	chr2	+	204113507	204127375	1.958723	18.040676	16.654459
MSTRG.5196	-	chr2	-	204127311	204130859	0.000000	0.000000	0.000000
Zm00001eb104350	-	chr2	+	204237196	204239361	0.226475	2.446925	2.258907
Zm00001eb104380	-	chr2	-	204345304	204348709	0.125919	1.219516	1.125810
MSTRG.5207	-	chr2	+	204367023	204373029	6.528564	60.130871	55.510506
MSTRG.5190	-	chr2	-	204375123	204378921	0.675850	6.475760	5.978172
MSTRG.5222	-	chr2	+	204379636	204384009	0.686831	6.326007	5.839927
MSTRG.5249	-	chr2	-	204384100	204386408	0.945789	11.305644	10.436935
MSTRG.5217	-	chr2	-	204431422	204434645	0.166969	6.435639	5.941134
MSTRG.5192	-	chr2	-	204443116	204449401	0.695867	11.460131	10.579552
MSTRG.5208	-	chr2	-	204605713	204609298	1.230548	12.782840	11.800626
MSTRG.5227	-	chr2	-	204639491	204645673	0.797521	7.345510	6.781092
MSTRG.5202	-	chr2	+	204711696	204730404	1.209562	11.140584	10.284558
MSTRG.5203	-	chr2	-	204729919	204731673	0.000000	0.000000	0.000000
MSTRG.5206	-	chr2	+	204934187	204938405	1.193529	13.548824	12.507754
MSTRG.5205	-	chr2	+	205006265	205007763	4.502500	52.576794	48.536877
Zm00001eb104630	-	chr2	+	205009173	205011465	0.419538	3.864125	3.567211
Zm00001eb104640	-	chr2	+	205018739	205021237	0.060555	0.575652	0.531420
MSTRG.5197	-	chr2	+	205057399	205061500	0.514375	6.921803	6.389942
Zm00001eb104670	-	chr2	+	205061650	205066550	0.179195	1.676906	1.548055
MSTRG.5198	-	chr2	-	205069930	205080256	14.845529	136.733673	126.227264
MSTRG.5201	-	chr2	-	205081572	205091709	3.645418	33.575859	30.995941
MSTRG.5204	-	chr2	+	205133648	205137073	1.555331	14.383492	13.278287
MSTRG.5210	-	chr2	+	205184086	205188184	0.000000	0.000000	0.000000
MSTRG.5218	-	chr2	+	205188767	205195129	2.683936	24.720200	22.820736
MSTRG.5219	-	chr2	-	205194668	205198199	0.163797	1.608601	1.484999
MSTRG.5213	-	chr2	-	205200211	205206061	0.956969	14.794361	13.657584
MSTRG.5216	-	chr2	-	205275627	205284512	0.308972	3.639381	3.359736
MSTRG.5240	-	chr2	+	205342350	205346343	1.642045	19.696980	18.183493
Zm00001eb104790	-	chr2	-	205347503	205349860	0.642603	6.189251	5.713678
MSTRG.5224	-	chr2	+	205426380	205431970	0.807428	7.436758	6.865328
MSTRG.5228	-	chr2	+	205523047	205528647	0.119807	1.103474	1.018685
Zm00001eb104840	-	chr2	-	205529455	205533722	0.096862	0.972400	0.897682
MSTRG.5209	-	chr2	-	205556290	205560932	0.480417	4.626509	4.271015
MSTRG.5212	-	chr2	+	205747118	205774508	0.106818	1.554462	1.435020
MSTRG.5225	-	chr2	-	205786333	205788973	1.876337	21.030033	19.414116
Zm00001eb104900	-	chr2	-	205793260	205795466	0.550157	5.067182	4.677827
MSTRG.5267	-	chr2	-	205822988	205824645	3.408819	31.396683	28.984209
MSTRG.5236	-	chr2	+	205898825	205902539	2.587677	24.494680	22.612547
MSTRG.5229	-	chr2	-	205904172	205908600	1.901662	30.496584	28.153273
Zm00001eb104970	-	chr2	-	205955751	205958612	0.000000	0.000000	0.000000
Zm00001eb104980	-	chr2	-	205980379	206000247	0.139499	1.296340	1.196731
MSTRG.5266	-	chr2	+	206048509	206050790	2.142439	20.362150	18.797550
MSTRG.5223	-	chr2	-	206056207	206062009	2.774144	25.551054	23.587749
Zm00001eb105010	-	chr2	+	206083396	206084459	0.318605	2.934488	2.709007
MSTRG.5235	-	chr2	-	206085161	206102896	0.751760	9.160360	8.456492
MSTRG.5220	-	chr2	+	206146263	206149915	4.103040	39.669960	36.621780
Zm00001eb105040	-	chr2	+	206151869	206158010	0.000000	0.000000	0.000000
MSTRG.5221	-	chr2	-	206164655	206187296	0.570470	6.052209	5.587166
Zm00001eb105070	-	chr2	+	206251501	206303314	0.035884	0.340813	0.314626
Zm00001eb105100	-	chr2	+	206429696	206431545	0.166667	1.535074	1.417122
MSTRG.5231	-	chr2	+	206482280	206484213	9.648786	88.869446	82.040855
Zm00001eb105130	-	chr2	+	206486158	206492069	0.000000	0.000000	0.000000
Zm00001eb105150	-	chr2	+	206597224	206599338	0.897849	8.269574	7.634152
Zm00001eb105180	-	chr2	+	206674564	206676436	0.000000	0.000000	0.000000
Zm00001eb105190	-	chr2	-	206674564	206676436	0.272290	2.507907	2.315204
MSTRG.5255	-	chr2	-	206686826	206706409	0.136298	7.790272	7.191679
MSTRG.5256	-	chr2	-	206690625	206691564	0.000000	0.000000	0.000000
MSTRG.5257	-	chr2	-	206694636	206695248	0.000000	0.000000	0.000000
MSTRG.5258	-	chr2	-	206695764	206696169	0.056154	0.517202	0.477461
MSTRG.5259	-	chr2	+	206696927	206698054	0.010195	0.093900	0.086685
MSTRG.5230	-	chr2	+	207013999	207021599	0.540064	4.974221	4.592009
MSTRG.5226	-	chr2	-	207022244	207031892	0.893170	14.030475	12.952394
MSTRG.5233	-	chr2	-	207060433	207066648	1.563905	14.601044	13.479121
MSTRG.5232	-	chr2	+	207346399	207356118	0.832888	10.727164	9.902905
Zm00001eb105350	-	chr2	+	207360827	207362176	0.000000	0.000000	0.000000
Zm00001eb105360	-	chr2	-	207362117	207374061	0.089252	0.852876	0.787343
MSTRG.5241	-	chr2	-	207419766	207423880	0.117889	1.172828	1.082710
Zm00001eb105400	-	chr2	+	207517453	207522139	0.160714	1.480245	1.366505
MSTRG.5246	-	chr2	-	207523247	207534447	5.156749	57.613827	53.186867
MSTRG.5260	-	chr2	-	207536763	207555883	1.178862	13.111984	12.104479
Zm00001eb105480	-	chr2	+	207809306	207814557	0.583243	5.371918	4.959147
MSTRG.5254	-	chr2	-	207845355	207850050	0.697460	10.252892	9.465075
MSTRG.5234	-	chr2	+	208050189	208060275	3.559685	32.786221	30.266979
MSTRG.5242	-	chr2	+	208242742	208268781	1.212102	11.164319	10.306470
MSTRG.5238	-	chr2	+	208310474	208313940	1.863436	19.221813	17.744839
MSTRG.5243	-	chr2	-	208317550	208321689	2.338639	29.590822	27.317108
MSTRG.5244	-	chr2	-	208529035	208530699	4.840708	44.584988	41.159149
Zm00001eb105590	-	chr2	+	208549019	208551497	0.000000	0.000000	0.000000
MSTRG.5271	-	chr2	+	208610550	208612222	2.453078	22.593899	20.857817
MSTRG.5239	-	chr2	-	208778359	208785269	0.000000	0.000000	0.000000
MSTRG.5248	-	chr2	-	208820207	208824927	1.122426	10.366871	9.570296
MSTRG.5250	-	chr2	-	208921302	208927367	0.317093	3.019132	2.787147
MSTRG.5245	-	chr2	-	208930744	208946289	0.182108	1.709253	1.577916
Zm00001eb105740	-	chr2	+	208952325	208957444	0.165880	2.624880	2.423188
MSTRG.5265	-	chr2	-	208958243	208963509	0.495157	4.560608	4.210178
Zm00001eb105790	-	chr2	-	209096588	209097916	0.145222	1.337557	1.234781
MSTRG.5252	-	chr2	-	209182240	209185565	0.255878	2.356746	2.175657
MSTRG.5247	-	chr2	+	209280128	209286684	0.400490	3.956321	3.652323
Zm00001eb105820	-	chr2	-	209287145	209290014	0.091986	0.847230	0.782131
MSTRG.5275	-	chr2	+	209373011	209380690	0.947242	9.843396	9.087045
MSTRG.5263	-	chr2	-	209381638	209386028	0.360473	3.351601	3.094069
MSTRG.5251	-	chr2	-	209391626	209393845	4.745370	46.793991	43.198414
MSTRG.5261	-	chr2	+	209561646	209567792	0.267028	2.459442	2.270462
MSTRG.5253	-	chr2	-	209612986	209617233	2.365881	24.741383	22.840294
MSTRG.5326	-	chr2	-	209691880	209697785	2.273102	28.828753	26.613592
MSTRG.5264	-	chr2	+	209697924	209703801	0.145747	1.572377	1.451558
MSTRG.5270	-	chr2	+	209807591	209814550	0.398422	4.890553	4.514771
Zm00001eb105970	-	chr2	-	209827868	209828840	0.917595	8.451443	7.802047
MSTRG.5286	-	chr2	+	209871616	209874522	1.313565	13.169329	12.157416
MSTRG.5291	-	chr2	+	209876436	209879573	0.215555	2.581563	2.383200
MSTRG.5262	-	chr2	+	209887371	209892172	0.282062	2.756433	2.544632
MSTRG.5333	-	chr2	-	209919623	209923313	0.517395	4.765429	4.399261
MSTRG.5316	-	chr2	+	210077227	210083434	0.220554	2.416328	2.230661
MSTRG.5274	-	chr2	.	210135727	210135998	66.334557	610.969666	564.023682
MSTRG.5272	-	chr2	+	210139519	210144445	2.142647	19.734697	18.218311
MSTRG.5273	-	chr2	+	210139828	210140688	0.000000	0.000000	0.000000
MSTRG.5268	-	chr2	+	210145707	210147665	0.000000	0.000000	0.000000
MSTRG.5269	-	chr2	-	210146873	210156358	0.200303	2.397659	2.213426
MSTRG.5276	-	chr2	-	210211850	210221730	0.438758	4.044612	3.733830
MSTRG.5281	-	chr2	+	210222260	210227060	1.019040	12.215625	11.276995
MSTRG.5293	-	chr2	+	210244996	210248897	1.369128	12.610254	11.641302
MSTRG.5278	-	chr2	+	210250896	210252908	15.021496	165.042145	152.360550
MSTRG.5279	-	chr2	+	210334405	210343924	1.003895	31.648579	29.216749
Zm00001eb106210	-	chr2	-	210389868	210390748	0.237230	2.184990	2.017098
Zm00001eb106230	-	chr2	+	210397061	210401911	0.182408	1.684919	1.555452
MSTRG.5289	-	chr2	+	210448461	210451587	0.442297	4.073745	3.760724
Zm00001eb106290	-	chr2	+	210544418	210545275	0.272727	2.511933	2.318919
Zm00001eb106300	-	chr2	-	210546971	210548587	0.320965	2.956225	2.729073
Zm00001eb106330	-	chr2	+	210613233	210613820	0.196078	1.805962	1.667195
MSTRG.5280	-	chr2	+	210634514	210645250	0.897605	11.748887	10.846120
MSTRG.5290	-	chr2	+	210673379	210675367	1.167544	10.753581	9.927291
Zm00001eb106390	-	chr2	-	210715315	210718192	0.000000	0.000000	0.000000
MSTRG.5306	-	chr2	+	210753875	210755385	2.531934	24.793728	22.888615
MSTRG.5307	-	chr2	-	210755153	210758473	0.339049	3.361281	3.103005
MSTRG.5287	-	chr2	+	210824361	210825670	5.590805	51.493710	47.537010
MSTRG.5284	-	chr2	+	210827140	210828222	3.076642	28.337191	26.159803
Zm00001eb106470	-	chr2	-	210828889	210835136	0.065373	0.602113	0.555848
Zm00001eb106480	-	chr2	-	210850089	210850583	0.000000	0.000000	0.000000
Zm00001eb106490	-	chr2	+	210870227	210874817	0.246581	2.271117	2.096607
MSTRG.5302	-	chr2	+	210891336	210899686	0.808170	10.370462	9.573612
Zm00001eb106510	-	chr2	+	210902060	210906498	0.184191	2.000404	1.846696
Zm00001eb106520	-	chr2	+	210913354	210914634	0.000000	0.000000	0.000000
MSTRG.5298	-	chr2	-	210916210	210917792	12.267527	126.826782	117.081596
MSTRG.5288	-	chr2	+	210963920	210966832	3.063320	28.214487	26.046530
MSTRG.5285	-	chr2	-	211005091	211007822	0.499608	4.601604	4.248024
MSTRG.5310	-	chr2	+	211048149	211055551	4.278763	40.820026	37.683479
MSTRG.5304	-	chr2	+	211063596	211067826	2.064787	19.017572	17.556290
Zm00001eb106650	-	chr2	-	211154555	211162308	0.231379	2.441988	2.254350
MSTRG.5297	-	chr2	-	211228315	211236127	1.516820	15.185113	14.018312
MSTRG.5308	-	chr2	+	211277516	211286528	2.242594	21.987106	20.297649
MSTRG.5294	-	chr2	-	211395400	211398593	0.986319	11.061145	10.211223
MSTRG.5292	-	chr2	+	211481119	211489202	0.557595	5.135689	4.741070
Zm00001eb106750	-	chr2	-	211490605	211493133	0.000000	0.000000	0.000000
Zm00001eb106760	-	chr2	+	211490605	211493497	0.742035	6.834459	6.309310
