	Dim.1	Dim.2	Dim.3	Dim.4	Dim.5
Zm00001eb287190	0.00824774062121293	0.000660287077120856	0.000800906909111835	0.00805212456585412	0.000342158113096913
Zm00001eb151690	0.00613056890005002	0.000245424791116509	0.00344227254267453	0.00271852510155367	0.000142815165320015
Zm00001eb065940	0.00370037110336834	0.000861787577297511	0.00303899534107316	1.39971275193271e-05	0.0017414707467376
Zm00001eb376120	0.00112381480224944	0.0103566674342499	0.00469221751856052	0.00103329817314888	1.98977142553143e-06
Zm00001eb079180	0.0079267158423145	0.00190763699916208	0.000811593774852587	0.00241891983143763	0.00405612894858623
Zm00001eb124940	0.00631348027369294	0.00254497408203863	0.0028336976721305	0.000907367952884049	0.000783505746136832
Zm00001eb165440	0.00153292446542217	0.0110969962913002	0.00337313823996984	0.000182386942049797	0.000159210127548194
Zm00001eb037170	0.000807334052920701	0.0089962372937599	0.0046229316169905	0.00528719617458979	0.00059271164790597
Zm00001eb202390	0.00723532892949768	0.00348276960992223	0.00247214122345936	0.000794881232605999	0.00068394219963005
Zm00001eb075050	0.00441690225980885	0.00034139493995208	2.80850095004221e-05	0.0171317002590009	0.00903588937519811
Zm00001eb433710	0.00322928600867383	0.00775731617229017	0.00168119810306848	0.000667450945632401	0.00104692298049296
Zm00001eb010140	0.00552903875033637	0.00280707359055555	0.00237384618033877	0.00315454706880901	0.00553442967845811
Zm00001eb289710	0.00156069514441324	0.0125207347338285	0.00103636719616206	1.80446340304196e-05	6.99515113042677e-06
Zm00001eb226390	0.00681610436912168	0.0032095090814512	0.00027529090094335	0.0010978383399072	0.000979537824001983
Zm00001eb105680	0.00699950986380597	0.00271325963003795	0.00304975906194274	0.000590934149894696	0.00416157358569351
Zm00001eb410020	0.000209885110883044	0.00932488272388431	0.00488398055350598	0.00254481270406036	0.00295912099402291
Zm00001eb368840	0.00857527222724085	0.000489175534918326	0.00165755690564614	1.95386193563101e-05	0.00398746172266038
Zm00001eb277360	0.00278565774460629	0.00791488899979101	0.00481760989035012	0.00181799454786205	0.000301772306606093
Zm00001eb107480	0.00154914808836853	0.00145567086312711	0.00092663290743796	0.000808510757527803	0.000521420840131813
Zm00001eb272560	0.0041446553730706	0.00733363562898882	0.00104198696033911	0.00452103357997772	0.000647982043686215
Zm00001eb352840	0.00799649415726917	3.09477594927015e-05	0.00263935104816973	0.00790759219885934	0.000146848429032154
Zm00001eb045570	0.00730361838460834	0.000544507183742204	0.00156117058685013	0.000122141394050175	0.00639117313509544
Zm00001eb096890	0.00609999896103825	0.00161252518554064	0.00316260852545827	0.000734226590532086	0.00162251529846047
Zm00001eb317100	0.00215867793185528	0.0115528859605773	0.000251377378905572	0.000339605034915504	0.000804640019627102
Zm00001eb151650	0.00180824708529818	0.00597840414607968	0.00412674767899881	0.00913893333286865	0.000121970437484252
Zm00001eb176770	0.00931922360717833	0.00114295831652778	6.22567809171976e-05	0.00297229258999927	0.00199294658932497
Zm00001eb246940	0.000340901092703991	0.0088460742578665	0.00565442197082686	0.00627405916555098	0.000663704155682413
Zm00001eb159250	0.00853408529639082	0.000104809757957401	5.29516693339761e-05	2.92566067806699e-05	0.00432127690660244
Zm00001eb198490	5.44950601458314e-05	0.00465228083347147	0.0178946751583175	0.000796605637588632	0.000703865800423573
Zm00001eb331400	0.00806793623162341	0.00152761286093521	0.00103565188152187	0.0014288098662882	7.16004375574402e-05
Zm00001eb326020	0.00192396675211786	0.00191848475900686	0.0118462216186971	0.000788882787332613	0.00169021021676521
Zm00001eb385490	0.00191625453374134	0.0123061400751474	2.30184962822279e-05	0.000415616494245412	1.55155530917271e-05
Zm00001eb387360	0.00181301407357217	0.0115534052648714	0.000261001405426169	0.000609061750092021	0.000689420302004192
Zm00001eb285400	0.000165486927787914	0.0131214992535758	0.000139186050886824	1.15239712938379e-08	0.00237291314212637
Zm00001eb328500	0.0110729593024259	1.53700094271259e-06	3.90623814156153e-05	1.11384565746365e-06	0.000456132517365898
Zm00001eb079260	0.000151485414447462	0.011553594908102	0.00209693934682469	0.00494903556818658	0.0016820521361569
Zm00001eb193090	0.00437384915665099	0.0021214732196783	0.00468304807639735	0.000866279072455417	0.0138505660691429
Zm00001eb390720	0.00833483150966971	0.000448727531216149	0.00292861545879206	0.00423592119477319	0.000115945714088397
Zm00001eb234160	0.000592504433212323	0.00279096140916161	0.0156225133444166	0.00177517193726194	0.00456482820368844
Zm00001eb015880	0.00951160170817092	6.60798305595469e-05	0.000209282966444849	0.00108474539661153	0.00074229401476676
Zm00001eb217890	0.00553878448308379	9.65391712082735e-05	5.09881122741517e-05	0.00256592578677504	0.0086873000878456
Zm00001eb075800	0.00947953110166803	0.00177148249974011	0.000710749518035856	4.51275996984937e-06	0.000121331082958198
Zm00001eb251920	0.0107602637641633	0.000906699183790852	2.19267875580418e-05	0.000118520992189154	0.000167365490948955
Zm00001eb212960	0.00693095491293737	0.00193414840739071	0.00130870882065959	0.00215065872332278	0.000150670449571756
Zm00001eb232720	0.000925579018803774	0.00782316541388435	0.00599855009690812	0.00135159924282129	4.35115058849285e-05
Zm00001eb392910	0.000158751946781171	5.93833547638129e-05	0.0147912730069562	0.000479701826442386	0.00484067039615188
Zm00001eb398840	0.000129048512300535	0.0118787453526824	0.00274037289795444	0.00263830470129267	0.00178272478773406
Zm00001eb157410	0.00912380238818726	0.00131828873077292	0.000185212681900733	0.00169149854687463	0.00234628098234802
Zm00001eb358970	0.00367972754763765	0.00679920547930688	0.00084958011582719	0.00587192395490397	0.000300028942539908
Zm00001eb039420	2.81957040410033e-05	0.00308010913274798	0.0102286748911129	0.0035155941398143	0.000812827057630023
Zm00001eb321470	2.50803564987904e-05	0.00172359974160878	0.00518270867328282	0.00799287151695777	0.000468626830144746
Zm00001eb022830	0.000925359629715232	3.6951035273063e-05	0.000324924950752159	0.00559494318062562	0.0230241911655077
Zm00001eb052940	0.000541382038204738	0.0128167030121372	0.00013737353501886	0.00174642704131091	0.00382389528332368
Zm00001eb365940	0.000332361091915662	0.0134774744694308	8.08564905191189e-06	0.00195227231119396	0.00208812111045638
Zm00001eb146250	0.000958327715195241	7.99712843607394e-06	0.00284827501319458	0.00377401535462843	0.00243079534540714
Zm00001eb193590	9.91472800841945e-06	0.0039523745906017	0.0134833742328858	0.00491239421311452	0.000821948209017576
Zm00001eb394230	0.00636125279972402	0.00327015224035707	0.00312013471164838	0.000372868232377367	0.00541096502307466
Zm00001eb175980	0.000895034150656848	0.00818635573623605	0.00515784495787972	0.00704919258317155	6.80757905973514e-05
Zm00001eb026990	0.00432635549530659	0.000882828979971658	0.0129844656161199	0.000689090406905226	0.00162437008584612
Zm00001eb324670	0.010151036631444	0.000322941623925466	0.000978299244915222	9.24263744574222e-08	0.00330078438947024
Zm00001eb275240	0.00762256597239767	0.00430086749216291	0.00124375517904889	0.000128035033681236	0.000360739808553196
Zm00001eb123220	0.00017407539747289	0.00704131563299234	0.00321858174378273	6.15027426550318e-05	0.00368927379639856
Zm00001eb191720	0.00365085312006076	0.00912633424080187	0.00192588691730051	7.02279122871392e-07	0.000455405283822007
Zm00001eb093580	0.0108137864971338	0.000367037734097005	0.000156431742750164	0.000813392563003066	0.000417881204070557
Zm00001eb408800	0.0100099072343659	8.12639741770682e-05	4.78315736735294e-07	0.000737719014836698	0.00143102985765153
Zm00001eb181100	2.28318646627161e-06	0.00304049178948585	0.00673021240996651	0.0220266737131333	4.15219193626101e-06
Zm00001eb222210	0.00386116643697032	0.00864025103011684	0.000738146297055152	0.000139145018838915	0.00261271163650445
Zm00001eb401140	0.0104675421859793	0.000683201490605295	0.000200417545464676	0.000991577601022039	0.000263964433241575
Zm00001eb413950	0.0079871500331619	0.00208309989173953	0.00147262945452709	0.00186401538025628	0.000206929117856571
Zm00001eb049890	0.00698629160698107	2.42986976759851e-06	0.00251519139606913	0.00190091002374456	0.00886579348314326
Zm00001eb146510	0.000373937996769854	0.00287948005363008	0.0123300327828813	0.0102813873339214	0.00199269998405999
Zm00001eb153880	0.00162029067150344	0.00994438814782788	0.00387397480171654	0.000186603934240148	0.000813110087158749
Zm00001eb236410	0.00818206868475541	0.00243750724297346	0.00191990484495698	0.00117964364799475	0.000604652719443913
Zm00001eb160330	0.000557691586559275	1.05208984598819e-05	0.0155789942104104	0.00480594153696013	3.68781823369305e-05
Zm00001eb295610	1.04463568728853e-05	0.00494042104062431	0.00879620861845995	0.00827844683164126	0.00174113513011465
Zm00001eb221310	0.000281594503460024	0.00477408153084739	0.00830018660039038	0.0133878035192118	4.63942173527464e-05
Zm00001eb427640	0.00280933341033375	0.00415385632725822	0.00544107819568438	0.000829613688998851	0.0026723725111801
Zm00001eb123050	0.000937082180721965	0.0102313035384713	0.000500244008865604	0.00369119130483765	5.5225882259426e-05
Zm00001eb280000	0.00136679611372635	0.0119056801318558	0.000972464362396192	0.000484366049030508	3.73532703141312e-06
Zm00001eb316080	0.000216092628815335	0.0136003711398022	0.00126971084393638	0.00108989879052284	0.000820279845965448
Zm00001eb060800	0.00237019052739691	0.00229063137342256	0.00980505245445587	0.001285389624892	0.00226295403416323
Zm00001eb135500	0.00635537612976479	0.0031653044415816	5.67155448835818e-05	0.00562293438265129	0.00237508919301361
Zm00001eb396350	0.00347053749762529	0.00987176857623544	4.94387931843302e-05	0.000345600841484167	0.00218698529785065
Zm00001eb109820	0.0104734291002857	0.000567345500555766	0.000174444190036062	0.00031648766022238	0.000162680325271901
Zm00001eb066260	0.00228905189443562	0.000927645658969801	0.00840226907945334	0.0141290280104712	0.00285120556993996
Zm00001eb082290	0.00274699371892647	0.00323446803743005	0.00430983979677397	3.10802289368739e-05	0.0117628003407809
Zm00001eb274180	0.000127425633824226	0.00489966924039558	0.00948522929688339	0.00294475899908431	0.00445216669203665
Zm00001eb211450	6.41073195469329e-06	0.013608842314502	0.00240262105247077	0.00109847230642998	1.08716975480527e-06
Zm00001eb061250	0.00124758693627259	0.00804609680935017	0.006270806194929	0.000612447957867716	0.00148442219070889
Zm00001eb252880	0.00610476382269828	0.00343017075593984	0.00627467029958794	0.000186023664463306	0.000493863959349302
Zm00001eb061180	3.62401070439882e-05	0.00958986537216978	8.21645166700891e-05	0.00170533691109502	0.000673516364303618
Zm00001eb219190	0.00661954405325521	0.00257911401557273	0.000677638463722241	7.48295691158901e-05	0.0047937990102112
Zm00001eb310970	0.00294113840623625	0.00282763518861932	0.00714504707693018	0.00310861404980004	0.00751150082569284
Zm00001eb323520	0.00533736168312534	0.00412173766146344	0.00477563379743565	0.00168489638073153	0.000414545911058551
Zm00001eb356920	0.000679059510301121	0.00761988292812398	0.00296745898370966	0.000384902389800465	0.00974969757364877
Zm00001eb108890	0.00324991101115066	0.00266757675343037	0.000126286200528349	0.00255481915725935	0.000675718061332425
Zm00001eb298200	0.0096134853948699	0.00108236045752412	0.0015682913996944	0.000901872405791397	0.00097650026142869
Zm00001eb299860	0.00533614379662828	0.00159166867814195	0.00260601401989436	0.00706629034618914	0.0056118134380337
Zm00001eb387110	0.00275158950976562	0.00298380205006197	0.00282379208014029	0.00240187570185841	0.000420033221750952
Zm00001eb340320	0.00112231479946324	0.000142426493164993	0.0131916737440824	0.012169255919775	7.24457779477846e-05
Zm00001eb041430	0.00310132870772894	5.04413988486183e-05	0.00248121314835887	0.0200283875887793	0.00471529792249045
Zm00001eb328070	0.00560956267485231	0.00552077583261147	0.00147496095778571	0.00345344157755262	4.40553114922532e-05
Zm00001eb024230	0.00147033692612116	9.20573469787515e-05	0.00545275715177383	0.0109626607453598	0.00662900961875716
Zm00001eb183580	0.00194640103956012	0.0100539232463814	1.52633033055499e-05	0.00158075730029064	0.00345903235650067
Zm00001eb295890	0.000372763916661249	5.76497826990555e-05	0.0176362051092078	0.0055808366618113	0.00180705851034241
Zm00001eb075700	0.0063964713124676	0.00150612666415635	0.00762226591106362	1.03491487196253e-05	0.000542067048179017
Zm00001eb344850	0.00965113521100359	0.000723643619733188	0.000416500567582829	4.72016516607951e-06	0.00507277689949719
Zm00001eb360330	0.00596522156630633	0.000255809623160974	0.00230090151472812	0.0108971356416669	0.00370834270835925
Zm00001eb325580	0.00361188715910845	0.00686768168627035	0.00544294048361203	0.000617141647865535	0.000364482001305959
Zm00001eb368950	0.0043668024622701	0.00684593644325016	8.08869163764615e-09	0.000518751475112506	0.00210230611869234
Zm00001eb148670	0.000482133344334955	0.00951950566497717	0.0043939078387262	0.00397724010979482	0.00403437934324179
Zm00001eb371900	0.00390620158284596	0.00269786286601295	0.00144895898794564	0.00787453015491127	0.00223591688106035
Zm00001eb145100	0.0109812174673104	1.40654541816374e-05	0.00024211965958728	0.000717562274456212	0.0001228829948224
Zm00001eb391600	0.00291827741118208	0.002250234462621	6.22192609982705e-05	0.000130635448208187	0.0316752285753339
Zm00001eb248840	0.00251722626250601	0.00466280661320884	0.00151809641756845	0.00295430612498831	0.0078308345194966
Zm00001eb338220	0.00506310852674929	0.000325928564067527	0.0073515190973604	0.00550972880751998	0.0011174738086789
Zm00001eb306530	0.00164689436883708	0.00652487138522525	0.00899498732811458	0.000172943831066194	0.000703114355602108
Zm00001eb426690	0.00178075780984412	0.00635627822814535	0.000515094721606204	0.00955819108906628	0.0076543312027532
Zm00001eb362170	0.00751544936680803	0.000344070734063313	0.00548743514575244	0.0016462949590463	0.000281516009143044
Zm00001eb347460	1.0018131181648e-07	0.00393547475050161	0.00113503447963662	0.0178957597831208	0.000312481147854852
Zm00001eb352390	0.00408953396649972	0.00508250914994181	0.00108568264384135	0.00127876776582235	0.00844750546269988
Zm00001eb197370	0.000146372307944259	0.00307770855229226	0.000215508582671761	0.0290972899217694	0.00142801298558806
Zm00001eb311470	0.000117036517721228	0.010060580876958	1.66397033813541e-08	0.00104021096594134	0.0117229976262781
Zm00001eb311840	1.02267274022875e-06	0.0051747053292986	0.00450736463751611	0.00194645346902658	0.000293990707291626
Zm00001eb409680	0.00537470635505805	0.00358527692752654	0.00607228550296567	1.55834504366102e-06	0.00205240048175598
Zm00001eb424700	0.00146558963212333	0.00972471389837469	0.00228854078182993	0.00150845097415949	0.000165505441371269
Zm00001eb323600	0.00468351324920338	0.0022294821910103	0.000398536841756704	0.00895518604402008	0.00390223027581411
Zm00001eb431600	2.27010607744966e-05	0.0100473780113861	4.10546110502943e-05	0.00817773158322429	0.00230771887010563
Zm00001eb068240	0.000308775655681137	0.0105189807975211	0.00406033929423716	0.00162474265351734	0.00272463956228622
Zm00001eb268500	0.00221139190376477	0.00525003502494761	0.0123292185853838	6.59667330766153e-05	0.000309373558758896
Zm00001eb285600	0.0010286960849284	0.0106556657083021	1.07382632666169e-05	0.000350612592830941	0.0101382254896276
Zm00001eb099480	0.00860900717122829	0.00288546851265256	0.000808206933804842	0.000505385590573769	0.000981973385325069
Zm00001eb005820	0.00052709940077957	0.00932543672098131	8.887502478067e-06	0.0109678337563561	0.00178713878753438
Zm00001eb044740	0.00516094672560382	0.00301062178764451	0.00813295030208864	0.00116502426603252	1.70412122245112e-05
Zm00001eb238120	0.0110184229891941	0.00048545620459843	0.000106867960868477	7.89528753259658e-06	0.000612589151803084
Zm00001eb291070	0.00268617830112645	1.08022080908674e-06	0.00844851883134803	0.00670934396481871	0.00901907491716115
Zm00001eb011590	0.00211944759088671	0.000752810812301002	0.00698232708881418	0.0104843359552524	0.00150643407211074
Zm00001eb250030	0.000265688480576812	0.0033821790694666	0.00917479769123553	0.0053962958871954	0.0107121172012936
Zm00001eb137610	0.0109897885272815	0.000205509335688721	0.000120827661385408	0.00012561971326342	5.22861690566043e-05
Zm00001eb131030	0.00259278697062373	0.00198514380595898	0.00723731803541378	0.0122532720697852	0.0013333362893083
Zm00001eb138610	0.000683582191043717	0.0121505213225693	0.000448868825249514	0.00352222826671184	0.000139233581292627
Zm00001eb415400	0.0104857250849764	0.000408667588148314	0.000570603594008718	0.000611144270695176	0.000770151094687273
Zm00001eb337980	0.0110313471331456	5.53306891383528e-05	0.000268019477097396	0.000391132319601117	8.71662938120644e-05
Zm00001eb208790	0.0036269128037222	0.00211380196754906	0.00726376362011596	0.000324634400169015	0.0088003078385893
Zm00001eb245760	0.00163938530350485	0.0124915668602442	1.28265968191463e-05	0.000298047974269017	0.0011145251213429
Zm00001eb092870	0.00380460383987813	0.00239374875664231	0.00707943134745086	0.00149761988390487	0.0026694588208949
Zm00001eb249960	1.65828404702908e-07	0.00433833256038149	0.000800775027162126	0.0188063375910546	0.000153794224929558
Zm00001eb060660	0.00468963445026955	0.000187645973714182	0.0058412213601194	0.000552593929557449	0.00898910084761187
Zm00001eb194450	1.59182169951889e-05	0.0026786660709088	0.0149207619886678	0.00252098893598566	4.47481487476969e-05
Zm00001eb379410	0.00485106513499613	0.00345147704861559	0.000748009677812571	0.00660792300622488	0.00297894079308314
Zm00001eb137680	0.00119947319604694	0.00113225820712063	0.0146699180256072	0.00168978543085536	0.00032477263165357
Zm00001eb246410	0.000992948857345477	9.51628244561323e-05	0.00070564979111515	0.00512551553945997	0.00756994402272798
Zm00001eb002610	0.00834883930633471	0.000100671543597571	0.00477361589391999	0.00286607315343158	0.000623452190645307
Zm00001eb105480	0.000275173576021324	0.0117347474240772	0.000206814358397832	0.00477948413194686	0.000457084759285891
Zm00001eb020600	3.0071145138137e-05	0.00481522591022237	0.000496481883063098	0.0103594093623079	0.00248343349176281
Zm00001eb202140	0.00315328923579364	1.59923671599802e-05	0.0160931248400585	0.00436292477595002	0.00119312280370308
Zm00001eb252650	0.00130457894419118	0.0016475578736665	0.00174872468366115	0.0100710725704291	0.0226204119811146
Zm00001eb138300	0.0110175392345351	4.24165499269139e-05	0.00025459738263809	0.000483074459990017	4.69052026572369e-05
Zm00001eb404720	0.000719225951675587	0.00116276306745361	7.12526912714591e-06	0.00124129898587303	0.00127569735160496
Zm00001eb200720	0.00260163473133524	0.00604975477078662	4.55156237799298e-06	0.0141108079462016	0.00152183507911939
Zm00001eb205540	0.00136384799634884	0.00109758243380974	0.00391139117089647	0.00384613460698128	0.00905458113673312
Zm00001eb212250	0.00378230906781215	0.000613286831903348	0.00662133607813256	0.011021385558374	0.00394610864798619
Zm00001eb421850	0.000195450854476863	0.00863790223181202	0.000231736838993206	0.00539539349274373	0.00912826581883698
Zm00001eb106130	0.00726014826194299	0.00288758446544751	8.48680548012694e-05	0.000601964112422168	0.00224756215339302
Zm00001eb157340	6.54450614792049e-06	0.000483446570030119	0.000127290176016719	0.0364114085963705	0.00264261447269229
Zm00001eb388180	0.000249882199608682	0.0128503699281618	0.00111032728343925	0.00349898921175088	0.000594437350803781
Zm00001eb278760	0.00141388513850203	0.00195005374264262	0.00162611208023868	0.00121308127486017	0.00863623851604304
Zm00001eb198600	0.000924359957487948	0.000626453911395599	0.00409575750475299	0.0261603066366805	0.000434059862525122
Zm00001eb182090	0.00181255992093787	0.00717791729825189	0.00017161078985971	0.00750040294173448	0.000152409293489164
Zm00001eb205630	0.00966743826606831	0.00100154160559362	0.0016858865516813	7.55835489306233e-05	0.000341771475487949
Zm00001eb008200	0.00335881158744603	0.000111846107866774	0.0120030909397736	0.00107842526413892	0.0107163420524133
Zm00001eb021300	0.00874458544905427	0.00331517514583607	4.20926907860891e-05	0.000957872308626218	2.77010063970366e-05
Zm00001eb081190	0.00539872893330216	0.00308299486815286	0.00244436016664001	0.000784718827322276	0.00313082615352544
Zm00001eb192340	0.00103243346512782	0.000940979542659984	0.00741758780096049	0.021524145113946	0.00213090608321296
Zm00001eb244960	2.93558841395355e-05	0.00046872682170148	0.0134723091654274	0.00926221751278817	0.0126422638285305
Zm00001eb130760	0.0084884175642566	0.000677560391783969	0.000913934717686674	0.00583808966213687	3.27712105231811e-05
Zm00001eb424380	0.00343628389654522	0.00378559021830202	0.00039933929258861	0.000338544927601953	0.00740111454028658
Zm00001eb166260	0.00122052500726609	0.0125547641586034	0.00019593453714524	0.000227846085462321	0.000265784407258325
Zm00001eb411540	0.0111895086470141	0.000139105923294895	0.000579692314913238	1.41719437195128e-05	9.4526453670971e-05
Zm00001eb408850	0.000553186003595767	0.00516314589072879	0.0075500540941211	0.00177672389082268	0.00174962298245363
Zm00001eb051080	0.00246474001988502	0.00849878214402111	0.000215550939222709	0.00260699818312991	0.00235827838528693
Zm00001eb237890	0.00363038153096017	0.00100960853960339	0.0004971189566113	0.0160015969382886	9.63827212287358e-06
Zm00001eb270630	7.99024778599998e-06	0.00645166341781124	0.00980525081283798	0.000887457289080135	0.00875858578497366
Zm00001eb370050	0.000342813242961951	0.0052290204123219	0.00244474610708289	0.0205508118650012	0.000989803215154603
Zm00001eb019470	0.00335391058664922	0.00696963794146721	0.00267806936790448	0.00539947634500191	0.00016135638566961
Zm00001eb267470	0.00461918860154903	0.00779299432091661	0.000163241801226838	0.000385827585070833	0.000620986441728938
Zm00001eb069160	0.00249092124169693	0.0117307452088362	0.0003304172647167	3.02560437993874e-06	3.16496243104401e-06
Zm00001eb422950	0.00667844746234731	0.00440677997597344	0.00199559318486917	0.000833212994013243	0.000297316658400943
Zm00001eb160380	0.00179713482504869	0.00489078848121115	0.00590489033021316	5.66024377164312e-06	0.00740105127029074
Zm00001eb399900	0.0028383398729319	0.00968504690995979	0.00174218843160789	0.000945743451521639	0.00125473451507369
Zm00001eb415960	0.000160696509705292	0.00085212865456935	0.0163602786346549	0.00075243693205144	0.0112760007825974
Zm00001eb024180	0.00496063540998054	0.00514571050985695	0.00343189304872892	0.0017364035335155	0.00157458089742392
Zm00001eb008810	0.00636725988604457	1.72679192369388e-06	0.00656495960173091	0.000295760502456005	0.00208275742994546
Zm00001eb023140	0.00520573133632741	1.85861306775601e-05	0.00922713775590364	0.000903280213890498	0.00717580215751179
Zm00001eb300510	0.000643084473853372	7.83294196338295e-06	0.000919959228633283	0.00790239353125436	3.07004317272703e-06
Zm00001eb095930	0.00182233677298444	9.15897966882508e-05	0.000408145636443422	0.023125409468458	0.00240052834667455
Zm00001eb143140	0.00324409102623794	0.00324592932063297	0.00515981469801174	0.00972657587643115	0.000159489245489652
Zm00001eb424940	0.00534908469776336	5.60620892360425e-05	0.0123842855715543	1.26382136102987e-05	0.000385657624381852
Zm00001eb175850	0.000160899458275897	0.011116504851841	0.00419651332990586	0.00379491339113396	0.000318352417452653
Zm00001eb234980	0.000376055304249147	4.32994912546986e-05	0.000750645084002013	0.0170815565628491	0.0165933709175589
Zm00001eb395640	0.000173305301687087	0.000279327436370482	0.00131505189517347	0.00513812702251048	0.00982944609817493
Zm00001eb162240	0.00421877274841069	0.00130187884471486	0.00307314597632465	0.0101459905481779	0.000165676523149311
Zm00001eb007600	0.00415931945199079	0.00351519982721264	0.00696433376659863	0.000377442748121255	0.00603055857479495
Zm00001eb174010	0.00553505057865676	0.000685515828253342	0.00308659221203649	0.0143912460803533	1.01172863452934e-05
Zm00001eb229190	0.00418036038152036	0.00234478308978573	0.00236080536259263	0.0105816586964633	0.000358431401552867
Zm00001eb376780	0.00488947280283262	1.4457462959794e-05	1.71561968643093e-05	0.0206711894747585	9.35250108598592e-05
Zm00001eb003480	0.00134711464658405	0.0111900159054072	0.00331809463411761	0.000551480009479012	1.52395103098353e-05
Zm00001eb037080	0.0112021463798508	0.000284171685586981	1.71605278124103e-06	5.86828383489383e-05	2.44674292326695e-05
Zm00001eb152860	0.0103459520852606	0.000983460037361327	0.000507745752759269	0.000552691466180713	5.99068712488877e-05
Zm00001eb355360	0.00113635158138255	0.0123252844439559	2.18419517211411e-05	0.00207588862300709	9.35997266601969e-05
Zm00001eb329030	1.71724581753508e-05	0.000108345405236459	0.0225221149024422	0.000830292615550244	0.000778193462860039
Zm00001eb204180	0.00390814454611193	0.000334151714654373	0.0152260126633324	0.00162883657536105	4.1019695162532e-05
Zm00001eb392730	0.0103940288709882	0.000278860935439371	2.03574779550704e-05	0.000426609344982706	0.00287248332887773
Zm00001eb149740	0.00364088107417104	0.00631460621494134	0.0010943381155815	0.0058567791415253	0.00268909967014711
Zm00001eb327260	0.010160143571701	0.000990838841192594	0.00104241136700487	0.000312392823687631	9.59877734436287e-05
Zm00001eb111630	0.00108485355668619	0.0122190347765679	0.00027734694989395	0.000997568262005569	0.000381223741146621
Zm00001eb393140	0.0096191450847624	8.83375187564416e-05	0.00334725866220538	5.00523415560031e-05	0.00114318676255409
Zm00001eb121060	0.00330473708202697	0.00134902395952903	0.0155882847852428	0.000108416847685381	1.24892186926565e-05
Zm00001eb018320	0.000740581381977671	0.00421026834699786	0.00798066333877651	0.00776348999194298	0.00882936785535197
Zm00001eb356550	0.00227307220070254	0.00023442491640444	0.00190717213931411	0.0260220443470039	1.97196201056043e-06
Zm00001eb152180	3.87634372129735e-06	0.0121242276066594	0.00477938502902275	0.000233909620378783	0.000384099124774893
Zm00001eb148640	0.00258857357087831	0.000342413762798365	0.0121552196337429	0.00237514233575377	0.000160198140969915
Zm00001eb376100	0.00234440040422046	0.00779815772594101	0.00161672796742854	0.00486954518784744	0.000312619353825322
Zm00001eb055020	0.00663580913370345	0.000478150195366381	0.0082868585017128	5.90340150009141e-05	1.30820938208159e-05
Zm00001eb369340	0.00151260627559159	0.000584178585621506	0.0209520926148857	2.71141958064537e-05	0.00178575282274759
Zm00001eb347730	0.00758928894181408	0.00395259895056098	0.000311827998568309	0.000952772818812231	0.00143288230367903
Zm00001eb122290	0.00121850535933184	0.0117278898292608	0.00263423064429681	0.000437814660828093	0.000245019470952907
Zm00001eb190830	0.000587733091767212	0.0088584717916308	0.00906181466409393	8.00769035897291e-05	3.54333775737245e-05
Zm00001eb381600	0.00119042221830208	0.010191821384209	0.000414039362178625	3.1683977585921e-05	0.00809379127913171
Zm00001eb288910	0.00774561626030875	0.00280779750529572	3.13599866367224e-06	0.00187323481428385	0.00248709958588432
Zm00001eb053470	0.000110733993478373	0.00591777894856749	0.00071895365077989	2.43934457604555e-05	0.0200324466261117
Zm00001eb014470	0.00897322551083333	0.000959637155740619	6.20230143355075e-05	0.000315374491556642	0.00162176573139379
Zm00001eb284630	0.00327838267717935	0.00870146898425768	0.00102498621050847	0.000157518246374496	0.00305812996907735
Zm00001eb349140	0.00671917354575179	0.00402781776735033	0.000614125628191321	0.000377329685033279	0.0045424731765582
Zm00001eb428210	0.000318850967925049	0.00190705824783419	0.00493951901585602	0.0230292384234621	0.000595621331176951
Zm00001eb287450	0.000128821631412362	8.17950352194687e-06	0.00794082750838938	0.0249550754012909	0.000567342847109413
Zm00001eb015750	0.00149014051601762	0.00206765486626499	0.00535024407738799	0.0120205229751481	2.55286344197995e-05
Zm00001eb033230	0.00171365089251779	0.0112979388019605	0.000351355619159068	5.24805094706385e-05	0.00383675666858312
Zm00001eb122680	2.9934444527408e-05	0.00515296440204486	0.000415966186569034	0.0233113392787794	0.00133818274269158
Zm00001eb208110	0.00505966197782635	0.00665093283082758	1.30573291831756e-05	0.000543655520722559	0.000936143167863932
Zm00001eb212120	0.00639492377625955	0.00357284298775203	0.000292420691967585	4.58780681877331e-05	0.00672085579428814
Zm00001eb402720	4.28676319692303e-05	0.00757347677339748	0.00214347803868301	0.00438077858174854	0.0108216324579092
Zm00001eb421550	7.31526299847325e-08	0.00186691582401366	0.00140552087678811	5.14631545842683e-06	0.0014389525672471
Zm00001eb433400	0.00382464639784571	0.000378126224897509	0.0124362435575117	0.00155672674788158	0.00429951441231172
Zm00001eb243400	0.000328190155212391	0.0102176241881989	0.00116176576656234	0.00640232709977529	3.30263819566878e-05
Zm00001eb207980	0.00402616557449913	0.000188216435609099	0.0116152440637517	0.00732588069944672	0.000846956329490647
Zm00001eb353110	0.00130366717859955	0.00634505938213223	0.00417614609415465	0.000957105697897539	0.0155487553613731
Zm00001eb387730	0.000149068369732965	0.00362396998376321	0.0188246412505367	0.000221615340864938	0.000956915702236337
