ENSEMBL_GeneID	T_6_Susc	T_6_Tol
Zm00001eb431140	1712	1626
Zm00001eb222300	1528	1210
Zm00001eb289530	1758	1767
Zm00001eb099710	995	1256
Zm00001eb008570	1899	1332
Zm00001eb161690	1663	1524
Zm00001eb053160	1385	1657
Zm00001eb143950	1773	1543
Zm00001eb131620	1795	1088
Zm00001eb179470	1687	1547
Zm00001eb198300	1832	1446
Zm00001eb207760	1974	1609
Zm00001eb395520	2948	1816
Zm00001eb057840	1699	1517
Zm00001eb205670	1311	1957
Zm00001eb205250	1918	1458
Zm00001eb159540	1248	1159
Zm00001eb027840	1893	1737
Zm00001eb375500	1866	1918
Zm00001eb211130	1713	1969
Zm00001eb184070	1944	1809
Zm00001eb192490	2398	1873
Zm00001eb016320	1648	1459
Zm00001eb135380	1547	1682
Zm00001eb182070	1827	1878
Zm00001eb347590	1862	1961
Zm00001eb073900	1904	1384
Zm00001eb245410	1691	1530
Zm00001eb342730	1682	1741
Zm00001eb345290	1661	1390
Zm00001eb138100	1494	1810
Zm00001eb260720	1543	1635
Zm00001eb078490	2552	1033
Zm00001eb001870	2185	806
Zm00001eb244560	1743	1296
Zm00001eb320590	1812	1518
Zm00001eb015960	1418	1204
Zm00001eb132450	2307	1440
Zm00001eb016450	1453	1295
Zm00001eb035350	2065	1744
Zm00001eb139270	1763	1792
Zm00001eb169130	2373	1415
Zm00001eb158740	1786	1520
Zm00001eb054460	1587	1586
Zm00001eb017520	1268	1789
Zm00001eb042920	1442	1422
Zm00001eb366580	1536	1415
Zm00001eb046120	1485	1507
Zm00001eb110520	2086	1780
Zm00001eb259320	1998	976
Zm00001eb228300	1761	1530
Zm00001eb387750	1826	1935
Zm00001eb062800	1436	1582
Zm00001eb091260	1540	1433
Zm00001eb003690	1584	1830
Zm00001eb238230	1655	1797
Zm00001eb177530	1611	1646
Zm00001eb252260	1774	1474
Zm00001eb030300	1513	1392
Zm00001eb303280	1710	1566
Zm00001eb136860	1387	1604
Zm00001eb369780	1776	1585
Zm00001eb240400	1868	1579
Zm00001eb419810	1695	1573
Zm00001eb101640	2901	1361
Zm00001eb174360	1966	1459
Zm00001eb063220	1054	2210
Zm00001eb246210	1450	1595
Zm00001eb209440	1177	1867
Zm00001eb258960	1633	1957
Zm00001eb040960	1619	1789
Zm00001eb273020	1384	1749
Zm00001eb294050	2272	1272
Zm00001eb378600	1737	1748
Zm00001eb081610	2404	2421
Zm00001eb269130	2278	1993
Zm00001eb325930	1406	980
Zm00001eb383830	1021	452
Zm00001eb299790	1621	952
Zm00001eb339340	1711	1720
Zm00001eb174060	1641	1834
Zm00001eb320900	1440	1623
Zm00001eb096970	1574	1983
Zm00001eb128260	1677	1748
Zm00001eb376650	1065	839
Zm00001eb366360	1621	1763
Zm00001eb375690	1722	1304
Zm00001eb156690	1670	1406
Zm00001eb249380	1280	1836
Zm00001eb400380	1477	1901
Zm00001eb409740	1708	2105
Zm00001eb222860	1449	1485
Zm00001eb432020	1168	1060
Zm00001eb020040	1582	1447
Zm00001eb124810	1636	1474
Zm00001eb168880	1774	1559
Zm00001eb301590	3354	2028
Zm00001eb028750	1482	1179
Zm00001eb216870	1873	1565
Zm00001eb104480	1741	1693
Zm00001eb143850	1301	1507
Zm00001eb427560	1146	1480
Zm00001eb343490	1539	1666
Zm00001eb320650	1926	2189
Zm00001eb391450	1671	2781
Zm00001eb005430	1752	1408
Zm00001eb195380	1649	1487
Zm00001eb032780	1473	1800
Zm00001eb405290	767	2603
Zm00001eb403940	1704	1952
Zm00001eb327720	1695	1625
Zm00001eb398510	1625	1653
Zm00001eb330440	1570	1962
Zm00001eb117740	1670	1397
Zm00001eb433460	1781	1680
Zm00001eb208530	1598	1401
Zm00001eb085200	1647	1333
Zm00001eb185390	1281	1265
Zm00001eb152500	1237	1495
Zm00001eb401800	1458	1711
Zm00001eb362570	1485	1668
Zm00001eb014160	2248	1115
Zm00001eb042400	1053	1196
Zm00001eb105560	1435	1459
Zm00001eb257750	1895	1927
Zm00001eb348540	1725	1614
Zm00001eb377910	1324	826
Zm00001eb247210	2223	1229
Zm00001eb207370	1011	1364
Zm00001eb126710	2187	1408
Zm00001eb076340	1825	1671
Zm00001eb122280	1812	1421
Zm00001eb229540	1531	1588
Zm00001eb268880	1749	1497
Zm00001eb015320	2323	2995
Zm00001eb094580	1570	1665
Zm00001eb307860	1591	1499
Zm00001eb128530	1975	1906
Zm00001eb178620	1749	1787
Zm00001eb411760	1771	2072
Zm00001eb075990	1886	1437
Zm00001eb210980	1863	1425
Zm00001eb233540	1429	1286
Zm00001eb053880	1721	1707
Zm00001eb366860	1150	1048
Zm00001eb225410	2390	1513
Zm00001eb122750	1578	1739
Zm00001eb050350	1566	1165
Zm00001eb347450	1584	1684
Zm00001eb042990	1173	1246
Zm00001eb340790	1393	1801
Zm00001eb030950	1585	1425
Zm00001eb243010	1494	1436
Zm00001eb360490	1756	1717
Zm00001eb011880	819	498
Zm00001eb224710	1876	1719
Zm00001eb000700	1641	1655
Zm00001eb314050	1602	1836
Zm00001eb152080	1821	1427
Zm00001eb226900	1379	1809
Zm00001eb317860	1661	1588
Zm00001eb136130	1618	1344
Zm00001eb246850	1477	1756
Zm00001eb296070	1668	1853
Zm00001eb217120	1251	1494
Zm00001eb416360	1584	1501
Zm00001eb127930	1576	1545
Zm00001eb011750	1549	1602
Zm00001eb348080	1740	1558
Zm00001eb330610	1823	791
Zm00001eb037260	1498	1420
Zm00001eb131230	1806	1545
Zm00001eb126140	1320	1306
Zm00001eb036720	1665	1733
Zm00001eb231820	1845	1394
Zm00001eb428910	1517	1424
Zm00001eb336490	1146	1606
Zm00001eb000670	1340	1424
Zm00001eb329040	2047	1150
Zm00001eb411740	1887	1489
Zm00001eb039740	1806	1572
Zm00001eb324250	1549	1534
Zm00001eb198120	1510	823
Zm00001eb192050	1566	1749
Zm00001eb028690	1839	1623
Zm00001eb287070	1518	1405
Zm00001eb355670	1519	1393
Zm00001eb401210	1566	1435
Zm00001eb170540	2250	1798
Zm00001eb141610	896	1327
Zm00001eb098460	1693	1336
Zm00001eb008480	1493	1701
Zm00001eb301630	1664	1734
Zm00001eb317430	950	1474
Zm00001eb169640	1557	1783
Zm00001eb388050	1121	1332
Zm00001eb130940	1672	1310
Zm00001eb072220	1902	1343
Zm00001eb374200	1654	1668
Zm00001eb136200	1574	1567
Zm00001eb225360	997	840
Zm00001eb433770	1881	1531
Zm00001eb271490	1717	1726
Zm00001eb271450	1798	1388
Zm00001eb007250	2442	1920
Zm00001eb318030	1677	1873
Zm00001eb081430	1989	2001
Zm00001eb235700	1632	1525
Zm00001eb000800	1576	1745
Zm00001eb235980	1777	1767
Zm00001eb004370	1411	1394
Zm00001eb231020	1821	1720
Zm00001eb017800	1521	1399
Zm00001eb231050	1686	1606
Zm00001eb143520	1697	1268
Zm00001eb232140	1868	1386
Zm00001eb023110	1230	1401
Zm00001eb424610	1579	1899
Zm00001eb190200	1089	1975
Zm00001eb076570	2122	897
Zm00001eb145690	1457	1518
Zm00001eb180350	1836	1634
Zm00001eb302660	1455	1902
Zm00001eb015930	1793	1660
Zm00001eb117100	1472	1605
Zm00001eb097360	1801	1339
Zm00001eb165310	600	1187
Zm00001eb329190	1680	1767
Zm00001eb009100	1538	1472
Zm00001eb148220	1637	1514
Zm00001eb257860	1547	1513
Zm00001eb333450	2130	1741
Zm00001eb144220	1388	1748
Zm00001eb148400	1433	1345
Zm00001eb053420	1429	1702
Zm00001eb295940	1185	1486
Zm00001eb416110	1436	1800
Zm00001eb420470	1643	1731
Zm00001eb084750	1284	1720
Zm00001eb163140	1687	1525
Zm00001eb269310	1603	1358
Zm00001eb388510	140	292
Zm00001eb311860	1226	1168
Zm00001eb119240	1519	1500
Zm00001eb152950	2051	1621
Zm00001eb422640	2107	1402
Zm00001eb296310	1697	2071
Zm00001eb192700	1272	1221
Zm00001eb136840	1663	1229
Zm00001eb424720	2064	1334
Zm00001eb016180	1214	958
Zm00001eb068460	999	1208
Zm00001eb193030	1710	1453
Zm00001eb198690	1593	1384
Zm00001eb246340	967	1403
Zm00001eb332830	2278	1201
Zm00001eb273430	1198	1915
Zm00001eb249210	819	1704
Zm00001eb054510	1678	1733
Zm00001eb429310	1351	1536
Zm00001eb147480	1401	1279
Zm00001eb176300	1529	1530
Zm00001eb058490	1156	2191
Zm00001eb212500	2784	2763
Zm00001eb227790	1574	1617
Zm00001eb400320	1794	1443
Zm00001eb119170	1591	1390
Zm00001eb104690	1762	1468
Zm00001eb014740	980	1997
Zm00001eb237160	1737	1737
Zm00001eb278060	1357	1728
Zm00001eb237750	1667	986
Zm00001eb423540	1214	1879
Zm00001eb181150	1990	1727
Zm00001eb221600	2852	1731
Zm00001eb140970	1708	1465
Zm00001eb313310	1491	1367
Zm00001eb224990	1542	1482
Zm00001eb188180	1606	1708
Zm00001eb232230	1552	1689
Zm00001eb012980	1611	1565
Zm00001eb194330	1529	1721
Zm00001eb349520	1684	976
Zm00001eb412490	1588	1712
Zm00001eb343930	2152	1036
Zm00001eb344900	1732	1373
Zm00001eb330830	1552	978
Zm00001eb379050	1606	1916
Zm00001eb118920	1369	1758
Zm00001eb292750	1467	1662
Zm00001eb339010	2157	1107
Zm00001eb365010	1899	1178
Zm00001eb051780	1481	1225
Zm00001eb151560	2204	1473
Zm00001eb428130	1739	1814
Zm00001eb228690	1491	1218
Zm00001eb159620	1687	1125
Zm00001eb000690	1806	1377
Zm00001eb317920	1684	1431
Zm00001eb054660	1771	1100
Zm00001eb090670	1402	1431
Zm00001eb096870	243	438
Zm00001eb252120	1685	1933
Zm00001eb354620	1472	1529
Zm00001eb091850	1650	1393
Zm00001eb066190	1855	1449
Zm00001eb184560	1611	1576
Zm00001eb062350	1483	1216
Zm00001eb382070	1653	1670
Zm00001eb014830	1666	1736
Zm00001eb320460	1388	1425
Zm00001eb344490	1441	1591
Zm00001eb137580	2018	1672
Zm00001eb192690	1558	1441
Zm00001eb244510	1824	1799
Zm00001eb411490	1064	1159
Zm00001eb130080	1747	1640
Zm00001eb358910	1803	1330
Zm00001eb224850	1640	1347
Zm00001eb391410	1844	2025
Zm00001eb160680	1423	1393
Zm00001eb339100	1506	1712
Zm00001eb076560	1585	1745
Zm00001eb334840	1469	1780
Zm00001eb386830	1352	1608
Zm00001eb384660	2139	1444
Zm00001eb060380	1453	1186
Zm00001eb065380	1804	1824
Zm00001eb243470	1797	1869
Zm00001eb102250	1577	1825
Zm00001eb122320	1636	1370
Zm00001eb151750	194	420
Zm00001eb296410	1191	2285
Zm00001eb348960	1025	2433
Zm00001eb036350	1453	1409
Zm00001eb113290	1731	1640
Zm00001eb097880	1664	342
Zm00001eb204590	1299	1072
Zm00001eb336590	1340	1621
Zm00001eb190750	1691	1070
Zm00001eb064300	1720	1024
Zm00001eb027860	1174	738
Zm00001eb085850	1183	906
Zm00001eb159400	1674	1386
Zm00001eb311950	1103	1467
Zm00001eb330690	1317	1430
Zm00001eb038710	1181	1103
Zm00001eb111290	1396	2136
Zm00001eb370220	1348	1590
Zm00001eb256910	1376	1689
Zm00001eb012760	1668	1525
Zm00001eb189090	1628	1548
Zm00001eb053330	1617	1778
Zm00001eb005840	1374	2138
Zm00001eb206110	1735	1633
Zm00001eb227830	544	1077
Zm00001eb428470	1205	1412
Zm00001eb173190	1569	1420
Zm00001eb259650	1116	1473
Zm00001eb287530	1681	1443
Zm00001eb217740	1210	1420
Zm00001eb331350	1753	1498
Zm00001eb206020	1056	1531
Zm00001eb320790	2407	2396
Zm00001eb040860	1648	1627
Zm00001eb123380	1447	2304
Zm00001eb309580	2178	1637
Zm00001eb289800	1378	1698
Zm00001eb374160	1548	1477
Zm00001eb349780	1519	1466
Zm00001eb192480	1419	2321
Zm00001eb298570	1319	1106
Zm00001eb371770	1431	1364
Zm00001eb432390	1399	1334
Zm00001eb245310	1903	1701
Zm00001eb139700	1750	1455
Zm00001eb358420	1619	1421
Zm00001eb242630	1553	1430
Zm00001eb302190	1307	1396
Zm00001eb300930	1513	1994
Zm00001eb189180	2046	1789
Zm00001eb273610	1649	1500
Zm00001eb351010	1468	1306
Zm00001eb301060	1518	1086
Zm00001eb222190	1776	1474
Zm00001eb026120	1301	1468
Zm00001eb170340	1500	1554
Zm00001eb178040	1803	1327
Zm00001eb318630	1451	1288
Zm00001eb185310	1711	1564
Zm00001eb238370	628	1011
Zm00001eb342930	1579	1401
Zm00001eb308990	1519	1194
Zm00001eb078010	895	1369
Zm00001eb335090	2145	1022
Zm00001eb015700	1278	1186
Zm00001eb359840	1414	1368
Zm00001eb158300	1369	1004
Zm00001eb248580	1623	1354
Zm00001eb057460	1808	1403
Zm00001eb219090	1753	1576
Zm00001eb386390	2149	1441
Zm00001eb088020	42	263
Zm00001eb260410	794	1667
Zm00001eb374100	1199	1923
Zm00001eb366170	1424	1604
Zm00001eb387510	1373	1488
Zm00001eb112600	1686	1175
Zm00001eb338370	1096	876
Zm00001eb245580	1874	1398
Zm00001eb266890	1678	1655
Zm00001eb157470	1557	1416
Zm00001eb001110	1649	1532
Zm00001eb221890	1735	1440
Zm00001eb039810	944	1724
Zm00001eb298440	1381	1237
Zm00001eb287080	921	1167
Zm00001eb104610	2045	977
Zm00001eb102120	1591	1526
Zm00001eb399890	945	1144
Zm00001eb265410	1561	1245
Zm00001eb060480	858	1745
Zm00001eb105420	1593	1466
Zm00001eb295820	1764	1406
Zm00001eb374380	1494	1732
Zm00001eb369390	1528	1320
Zm00001eb121180	1571	1604
Zm00001eb102460	1486	1134
Zm00001eb030210	993	1648
Zm00001eb059850	2005	1418
Zm00001eb386680	972	1006
Zm00001eb008170	1905	989
Zm00001eb051150	1657	1340
Zm00001eb370580	1551	1600
Zm00001eb117190	1335	2452
Zm00001eb319630	1536	1272
Zm00001eb340440	1292	2450
Zm00001eb360160	1697	1428
Zm00001eb374460	1490	1376
Zm00001eb016440	1640	1514
Zm00001eb291530	1547	1426
Zm00001eb057100	1364	1428
Zm00001eb107710	1480	1420
Zm00001eb210790	1723	1421
Zm00001eb341650	1607	1294
Zm00001eb023910	1557	1423
Zm00001eb354910	1476	1231
Zm00001eb178690	1379	1555
Zm00001eb417890	1399	1553
Zm00001eb171200	1375	1304
Zm00001eb312820	1340	1423
Zm00001eb332950	1632	1715
Zm00001eb325360	1711	1532
Zm00001eb216880	803	1957
Zm00001eb402260	1033	1126
Zm00001eb107980	1617	1422
Zm00001eb281990	1377	1624
Zm00001eb120110	1740	1553
Zm00001eb395090	1900	1548
Zm00001eb414640	1635	1352
Zm00001eb217270	1573	1424
Zm00001eb172590	4623	991
Zm00001eb225260	1515	1335
Zm00001eb115000	2673	1193
Zm00001eb136920	1564	1580
Zm00001eb398330	1367	1472
Zm00001eb169580	1753	1235
Zm00001eb331410	1675	1307
Zm00001eb418020	1192	1823
Zm00001eb028740	1444	1780
Zm00001eb425990	1433	1392
Zm00001eb206810	1592	1627
Zm00001eb128780	1935	1365
Zm00001eb157870	1652	1296
Zm00001eb066590	1602	1409
Zm00001eb243600	1673	1255
Zm00001eb236910	1527	1415
Zm00001eb295170	1743	1117
Zm00001eb331760	1638	957
Zm00001eb164590	1268	1098
Zm00001eb261270	1338	1461
Zm00001eb233420	1471	1220
Zm00001eb247190	1768	1572
Zm00001eb216780	1860	1736
Zm00001eb153890	1514	1552
Zm00001eb214180	1729	1357
Zm00001eb016960	1495	1046
Zm00001eb112680	825	1803
Zm00001eb155150	1562	1502
Zm00001eb418370	1856	1431
Zm00001eb207920	1931	1191
Zm00001eb242020	1792	1379
Zm00001eb376530	842	879
Zm00001eb066840	1704	1665
Zm00001eb021310	1044	1295
Zm00001eb379300	1885	1582
Zm00001eb140380	1511	1392
Zm00001eb373080	1457	1577
Zm00001eb080920	1913	1844
Zm00001eb166990	1706	1491
Zm00001eb260970	1374	1753
Zm00001eb407650	1581	1416
Zm00001eb023810	1029	1499
Zm00001eb025210	1510	1343
Zm00001eb124510	1697	1175
Zm00001eb196640	1161	938
Zm00001eb118540	1705	1393
Zm00001eb395490	1676	1555
Zm00001eb000970	2107	1390
Zm00001eb066650	1630	1437
Zm00001eb268420	931	1341
Zm00001eb333460	1823	1385
Zm00001eb380200	1362	1570
Zm00001eb421690	2130	2572
Zm00001eb336850	1433	2117
Zm00001eb358310	1541	658
Zm00001eb427610	1690	1122
Zm00001eb433410	1375	1680
Zm00001eb353510	1643	1373
Zm00001eb286340	1709	1440
Zm00001eb181530	1321	1274
Zm00001eb423440	1261	1082
Zm00001eb062460	1281	1358
Zm00001eb425570	1330	1182
Zm00001eb312630	1670	1496
Zm00001eb176340	1641	1334
Zm00001eb010620	1517	1334
Zm00001eb280080	2372	2454
Zm00001eb077230	835	1555
Zm00001eb062530	1447	1528
Zm00001eb346590	1642	1611
Zm00001eb020370	1678	1414
Zm00001eb055430	866	600
Zm00001eb215010	1076	1822
Zm00001eb089670	778	700
Zm00001eb153800	1726	1267
Zm00001eb060430	1598	1575
Zm00001eb251010	1629	1959
Zm00001eb032500	1339	2089
Zm00001eb211400	1266	1040
Zm00001eb083310	770	1638
Zm00001eb105610	1019	845
Zm00001eb050870	1385	1221
Zm00001eb226740	1587	1502
Zm00001eb041730	1490	1745
Zm00001eb327160	1008	1117
Zm00001eb349170	1234	1818
Zm00001eb211150	1423	1818
Zm00001eb348580	1177	1456
Zm00001eb393720	992	1553
Zm00001eb343470	1722	804
Zm00001eb229050	1477	1265
Zm00001eb284320	1511	1264
Zm00001eb318800	1833	1375
Zm00001eb346380	1585	1469
Zm00001eb279450	1480	1456
Zm00001eb254540	1192	1680
Zm00001eb073200	1342	1414
Zm00001eb382730	1416	1448
Zm00001eb190990	1968	1405
Zm00001eb315240	2146	921
Zm00001eb063500	1189	1412
Zm00001eb127990	1545	1432
Zm00001eb128690	1352	1409
Zm00001eb042050	1335	1371
Zm00001eb102210	1257	1112
Zm00001eb286120	1251	1563
Zm00001eb411420	1650	1517
Zm00001eb254410	1542	1282
Zm00001eb277940	1504	1194
Zm00001eb433050	1451	1330
Zm00001eb226230	1370	1578
Zm00001eb319000	992	1422
Zm00001eb312810	1504	1595
Zm00001eb324720	2159	1530
Zm00001eb005020	1316	1070
Zm00001eb138270	1593	1320
Zm00001eb370460	1550	1467
Zm00001eb128990	1529	1476
Zm00001eb185610	1418	1412
Zm00001eb427430	1238	1747
Zm00001eb290550	2564	1362
Zm00001eb249250	1581	1341
Zm00001eb053780	819	1615
Zm00001eb082680	1516	1613
Zm00001eb082720	2220	1565
Zm00001eb259360	932	1040
Zm00001eb216550	1660	830
Zm00001eb050460	1495	1125
Zm00001eb130810	1601	1428
Zm00001eb236140	1186	1209
Zm00001eb214720	1328	1364
Zm00001eb331790	1332	1718
Zm00001eb278400	822	1097
Zm00001eb289580	817	1721
Zm00001eb147550	898	1260
Zm00001eb209950	1366	1365
Zm00001eb252100	1468	1830
Zm00001eb203960	1411	1646
Zm00001eb206240	1668	1507
Zm00001eb416800	1350	1533
Zm00001eb143670	1650	1286
Zm00001eb200130	1182	1541
Zm00001eb233640	1378	1700
Zm00001eb102970	1449	1110
Zm00001eb246620	1569	1512
Zm00001eb065630	1428	893
Zm00001eb363840	797	2116
Zm00001eb346580	1443	1379
Zm00001eb251100	1724	1486
Zm00001eb155350	1875	1993
Zm00001eb058100	1241	1551
Zm00001eb031400	1069	1507
Zm00001eb101100	1316	1790
Zm00001eb066690	1389	1456
Zm00001eb006920	1671	1475
Zm00001eb038920	1377	1137
Zm00001eb071140	1197	1044
Zm00001eb293660	1046	1371
Zm00001eb175490	1624	1533
Zm00001eb095270	1372	1319
Zm00001eb103730	1388	1822
Zm00001eb327010	1410	1342
Zm00001eb064450	1358	2066
Zm00001eb110250	1208	873
Zm00001eb200590	1526	785
Zm00001eb253030	795	1185
Zm00001eb122410	2239	1898
Zm00001eb162890	880	1977
Zm00001eb019420	1599	1323
Zm00001eb434400	1475	1352
Zm00001eb394360	1793	1423
Zm00001eb113490	270	338
Zm00001eb244130	1421	1355
Zm00001eb376730	1412	1437
Zm00001eb434370	1260	1615
Zm00001eb073880	1622	1354
Zm00001eb146660	1432	1243
Zm00001eb013130	1571	1643
Zm00001eb210120	1634	1581
Zm00001eb384030	1547	1539
Zm00001eb092840	1638	1259
Zm00001eb423600	2150	1197
Zm00001eb430250	1504	1326
Zm00001eb186240	1831	1225
Zm00001eb183320	1644	1466
Zm00001eb080780	1431	1548
Zm00001eb427480	1362	1579
Zm00001eb016250	2052	1015
Zm00001eb157580	1392	1324
Zm00001eb026680	1622	833
Zm00001eb091620	1421	1287
Zm00001eb103560	1686	1277
Zm00001eb225500	1564	1700
Zm00001eb091640	1837	1958
Zm00001eb161420	1465	1015
Zm00001eb012040	2570	1687
Zm00001eb067180	1161	1722
Zm00001eb214950	1279	1828
Zm00001eb358100	1549	1276
Zm00001eb421340	1870	996
Zm00001eb232660	1740	1269
Zm00001eb291660	1427	1394
Zm00001eb027880	1482	1364
Zm00001eb273690	1452	1408
Zm00001eb004090	1665	1290
Zm00001eb217550	1426	1412
Zm00001eb102740	1567	1331
Zm00001eb294570	1433	1381
Zm00001eb434470	1815	1485
Zm00001eb306680	1612	1339
Zm00001eb201260	1472	1369
Zm00001eb260870	1033	1422
Zm00001eb334910	1061	1175
Zm00001eb023420	419	1219
Zm00001eb042700	1048	1846
Zm00001eb162030	1342	1316
Zm00001eb015900	1384	1616
Zm00001eb155280	1747	1401
Zm00001eb254590	1552	1532
Zm00001eb032800	1083	956
Zm00001eb221860	1482	1434
Zm00001eb096510	950	1336
Zm00001eb357250	1633	1468
Zm00001eb320810	1617	1355
Zm00001eb157540	1191	1688
Zm00001eb239170	1187	1089
Zm00001eb127490	2354	1198
Zm00001eb179940	1362	1658
Zm00001eb309160	1583	1439
Zm00001eb244770	1088	1248
Zm00001eb298230	1916	932
Zm00001eb393660	1486	1404
Zm00001eb421930	1002	1389
Zm00001eb081120	458	1541
Zm00001eb385980	1476	1469
Zm00001eb169360	1088	1201
Zm00001eb185340	1547	1180
Zm00001eb208190	1517	1494
Zm00001eb398220	1314	1104
Zm00001eb409630	1373	1425
Zm00001eb399270	1455	1461
Zm00001eb363590	1499	1351
Zm00001eb015840	1219	1536
Zm00001eb199150	1136	1283
Zm00001eb167230	1141	1159
Zm00001eb077870	1399	1408
Zm00001eb334260	1663	1228
Zm00001eb407860	528	1337
Zm00001eb146730	1427	1507
Zm00001eb377000	2171	1716
Zm00001eb405650	1457	1224
Zm00001eb224360	1267	1475
Zm00001eb403710	1718	1095
Zm00001eb205580	1538	1231
Zm00001eb389830	1067	1510
Zm00001eb012890	1467	1205
Zm00001eb015920	1708	1471
Zm00001eb045200	1578	1508
Zm00001eb013240	1683	1230
Zm00001eb137760	1481	1268
Zm00001eb269870	1497	1556
Zm00001eb051040	1090	1073
Zm00001eb389650	1450	1689
Zm00001eb339190	1477	1208
Zm00001eb003840	1357	1476
Zm00001eb398070	1430	1347
Zm00001eb221740	3306	82
Zm00001eb327250	1228	1382
Zm00001eb136890	1079	2019
Zm00001eb186330	1393	1614
Zm00001eb042300	1535	1281
Zm00001eb284200	1526	1091
Zm00001eb418860	1134	1788
Zm00001eb426420	1492	1535
Zm00001eb194220	1925	1326
Zm00001eb369950	1614	1310
Zm00001eb058970	1314	1736
Zm00001eb408640	1466	1369
Zm00001eb054950	1206	1578
Zm00001eb281490	1253	1573
Zm00001eb102050	1394	1396
Zm00001eb053520	1189	1517
Zm00001eb003540	1533	1453
Zm00001eb215000	1412	1566
Zm00001eb207060	1242	1494
Zm00001eb046100	1287	1144
Zm00001eb209490	1510	1444
Zm00001eb292060	1451	1664
Zm00001eb085760	1672	1579
Zm00001eb159670	1642	1346
Zm00001eb226040	1502	1288
Zm00001eb017000	1675	1263
Zm00001eb132300	1621	1522
Zm00001eb205140	1311	1495
Zm00001eb112630	1105	1706
Zm00001eb149610	1574	1285
Zm00001eb386550	1656	1713
Zm00001eb222060	1504	1600
Zm00001eb264910	1682	1353
Zm00001eb216610	1523	1770
Zm00001eb143700	1159	1472
Zm00001eb385870	1453	1686
Zm00001eb382900	1449	1480
Zm00001eb314840	1810	1173
Zm00001eb394430	1148	1291
Zm00001eb397650	1036	1327
Zm00001eb229410	1446	1083
Zm00001eb009510	1276	1230
Zm00001eb393280	1479	1470
Zm00001eb115010	1544	1426
Zm00001eb023020	1487	1511
Zm00001eb225620	1338	1259
Zm00001eb276520	1558	1717
Zm00001eb151630	1511	1264
Zm00001eb282290	1279	1132
Zm00001eb425660	817	1817
Zm00001eb355540	1246	1244
Zm00001eb332710	1425	1645
Zm00001eb187000	1377	854
Zm00001eb189860	1412	1823
Zm00001eb427720	1523	1633
Zm00001eb353700	1287	1472
Zm00001eb301140	507	1548
Zm00001eb163130	1472	1367
Zm00001eb242230	1650	1537
Zm00001eb289870	1622	1585
Zm00001eb006180	1383	1515
Zm00001eb075730	1302	1450
Zm00001eb402460	1457	1301
Zm00001eb368030	1375	1698
Zm00001eb091420	1369	2055
Zm00001eb287110	1443	1603
Zm00001eb319350	673	410
Zm00001eb361410	1528	1166
Zm00001eb271220	1520	1530
Zm00001eb093590	1511	1108
Zm00001eb110020	1512	940
Zm00001eb210860	1601	1277
Zm00001eb145970	1853	1724
Zm00001eb239070	1343	1495
Zm00001eb111960	1466	1265
Zm00001eb238660	1673	984
Zm00001eb207120	1351	1534
Zm00001eb324640	1537	1419
Zm00001eb013870	2216	521
Zm00001eb200070	1458	1520
Zm00001eb084180	881	1559
Zm00001eb318150	1038	1717
Zm00001eb109190	1392	1052
Zm00001eb103300	1405	1436
Zm00001eb144740	1554	1519
Zm00001eb064920	1220	1836
Zm00001eb145640	1539	1522
Zm00001eb212720	1684	1303
Zm00001eb331000	2234	1653
Zm00001eb198280	1809	1454
Zm00001eb189190	1472	1271
Zm00001eb160600	1566	1428
Zm00001eb234920	1140	1718
Zm00001eb149520	1364	1168
Zm00001eb195420	2465	2314
Zm00001eb386640	1374	1343
Zm00001eb167300	1244	1285
Zm00001eb129710	1270	1282
Zm00001eb198720	1377	1126
Zm00001eb082860	1360	1346
Zm00001eb085680	1169	939
Zm00001eb238080	1436	1509
Zm00001eb352890	1480	1241
Zm00001eb173360	1066	1303
Zm00001eb190620	1443	1129
Zm00001eb042120	1326	1765
Zm00001eb052740	1510	1252
Zm00001eb030640	1503	1251
Zm00001eb227090	1387	1524
Zm00001eb174310	1337	1417
Zm00001eb041240	1361	1487
Zm00001eb128220	1278	1294
Zm00001eb424420	1509	1389
Zm00001eb108310	1378	1401
Zm00001eb402550	965	1544
Zm00001eb284910	1744	1463
Zm00001eb049140	1710	1092
Zm00001eb080950	1517	1081
Zm00001eb353840	1374	1586
Zm00001eb389190	2693	3524
Zm00001eb156060	1201	1739
Zm00001eb224940	2354	2263
Zm00001eb256880	1329	1352
Zm00001eb064140	1590	1308
Zm00001eb363960	1531	1006
Zm00001eb101380	842	839
Zm00001eb331520	1567	1373
Zm00001eb276870	1491	1036
Zm00001eb210630	1106	1555
Zm00001eb199160	1291	1404
Zm00001eb129960	1607	1314
Zm00001eb172580	1271	1535
Zm00001eb001880	1301	859
Zm00001eb071490	1465	1282
Zm00001eb307290	1536	903
Zm00001eb006880	1754	944
Zm00001eb326330	1106	1558
Zm00001eb230300	1540	1451
Zm00001eb350910	1010	2102
Zm00001eb433440	1196	1808
Zm00001eb028280	1102	1343
Zm00001eb225020	1424	1046
Zm00001eb063890	1784	2111
Zm00001eb044090	1294	1147
Zm00001eb380180	1320	1348
Zm00001eb398120	1519	1315
Zm00001eb109660	1519	1480
Zm00001eb226730	1401	1363
Zm00001eb329410	1809	1342
Zm00001eb227950	1450	1285
Zm00001eb151770	1709	1327
Zm00001eb408280	1797	1187
Zm00001eb044710	1567	1288
