GeneID	C_6_Susc	T_6_Susc	C_24_Susc	T_24_Susc	C_6_Tol	T_6_Tol	C_24_Tol	T_24_Tol
Zm00001eb207290	2240	2886	3071	2112	880	1831	1886	1302
Zm00001eb207300	254	248	208	186	0	1	6	8
Zm00001eb207310	118	92	52	87	115	95	112	55
Zm00001eb207360	309	207	306	180	316	330	432	224
Zm00001eb207370	994	1011	1519	852	1338	1364	2744	1796
Zm00001eb207380	194	471	296	346	219	493	519	498
Zm00001eb207390	4433	6237	5267	4160	5524	7112	8137	6497
Zm00001eb207400	16	2	14	8	19	23	15	15
Zm00001eb207410	628	533	475	472	714	932	844	860
Zm00001eb207420	22	34	39	15	35	23	26	26
Zm00001eb207430	157	81	104	37	154	90	108	37
Zm00001eb207450	1072	1232	1248	1134	1199	938	1129	1974
Zm00001eb207490	1666	1743	1765	1462	1606	1854	1966	1270
Zm00001eb207510	3	5	8	6	10	21	15	13
Zm00001eb207520	91	257	189	81	90	179	198	80
Zm00001eb207530	1564	1166	1416	999	1218	729	1406	613
Zm00001eb207540	4511	4897	4058	2542	5164	4193	5596	3472
Zm00001eb207550	236	149	489	141	30	31	129	67
Zm00001eb207560	202	470	426	505	215	514	389	685
Zm00001eb207570	54	25	42	21	11	10	9	2
Zm00001eb207620	0	0	0	0	2	12	2	8
Zm00001eb207640	294	498	334	332	212	437	407	247
Zm00001eb207650	1697	1997	1880	1674	1324	1738	1987	1634
Zm00001eb207660	189	60	185	55	330	92	292	53
Zm00001eb207670	42	9	9	176	35	12	11	50
Zm00001eb207690	342	378	272	345	251	337	296	294
Zm00001eb207720	1008	1397	1050	1261	794	820	906	742
Zm00001eb207730	113	157	104	100	0	0	0	4
Zm00001eb207740	3	29	4	10	10	2	28	1
Zm00001eb207750	171	71	121	45	172	65	248	80
Zm00001eb207760	971	1974	1691	1535	807	1609	1648	1666
Zm00001eb207770	728	367	465	401	622	454	503	273
Zm00001eb207780	2372	5513	3616	4015	3120	5195	4586	5629
Zm00001eb207790	916	1438	1077	926	839	1465	1090	948
Zm00001eb207820	426	516	576	332	350	410	730	578
Zm00001eb207830	28	33	33	37	67	95	75	79
Zm00001eb207840	3731	4807	5687	3620	3510	5794	6018	5163
Zm00001eb207850	1538	2808	2175	1893	2331	4631	4394	4048
Zm00001eb207870	135	40	52	76	208	82	151	68
Zm00001eb207880	27	7	11	3	27	9	19	26
Zm00001eb207890	322	346	182	243	145	265	144	128
Zm00001eb207900	390	262	478	272	253	171	580	254
Zm00001eb207920	1270	1931	1420	993	1123	1191	1779	1103
Zm00001eb207930	134	227	184	95	185	189	247	155
Zm00001eb207940	383	325	273	221	581	684	842	651
Zm00001eb207950	944	1184	1141	767	887	1262	1574	1165
Zm00001eb207960	16	16	10	9	11	10	8	7
Zm00001eb207970	321	272	241	220	591	635	593	265
Zm00001eb207980	995	1072	870	860	860	989	942	721
Zm00001eb207990	8	6	0	28	2	2	1	0
Zm00001eb208010	1504	2330	2052	2773	1008	1832	2075	2120
Zm00001eb208020	147	318	201	211	174	166	259	165
Zm00001eb208030	5811	3500	7495	3811	5454	4018	8270	3787
Zm00001eb208040	342	356	226	171	470	633	765	428
Zm00001eb208050	7003	9527	7391	7997	6407	8931	9064	8182
Zm00001eb208060	1156	1537	1030	1372	1041	1023	1158	1094
Zm00001eb208070	80	31	31	46	85	33	48	45
Zm00001eb208090	42	11	27	58	94	28	67	40
Zm00001eb208100	244	373	427	460	226	302	518	512
Zm00001eb208110	1516	912	1056	720	792	744	1067	515
Zm00001eb208120	934	633	654	625	839	770	833	723
Zm00001eb208130	0	0	0	0	128	162	169	155
Zm00001eb208140	2638	3673	3197	2982	2632	3466	4419	3470
Zm00001eb208150	120	137	81	85	71	151	143	79
Zm00001eb208170	150	247	185	123	197	248	342	197
Zm00001eb208180	412	506	447	325	543	472	733	432
Zm00001eb208190	941	1517	1095	855	1314	1494	1926	1290
Zm00001eb208200	0	4	2	1	12	11	10	9
Zm00001eb208220	437	284	574	333	345	406	630	259
Zm00001eb208230	2161	1878	1664	1931	1868	1729	1763	1121
Zm00001eb208240	387	313	233	246	415	256	403	346
Zm00001eb208250	455	609	458	340	534	566	759	551
Zm00001eb208270	31	22	7	15	21	26	22	21
Zm00001eb208310	2099	3719	3135	3020	2952	4892	5725	4876
Zm00001eb208320	741	761	675	439	681	870	998	656
Zm00001eb208330	98	129	154	92	132	194	247	157
Zm00001eb208350	366	308	196	281	507	338	367	834
Zm00001eb208370	132	117	118	123	114	108	125	113
Zm00001eb208380	42	0	3	6	20	47	18	1
Zm00001eb208390	489	358	445	288	506	400	617	311
Zm00001eb208420	2098	2217	2289	1613	1596	2190	2269	2214
Zm00001eb208430	1283	1970	2266	2293	987	1502	1888	1678
Zm00001eb208440	209	185	162	106	229	179	251	141
Zm00001eb208480	1890	1683	1213	1738	863	526	656	721
Zm00001eb208490	185	145	128	75	97	96	211	88
Zm00001eb208500	388	322	403	279	324	503	638	537
Zm00001eb208510	272	241	172	183	184	167	251	149
Zm00001eb208520	766	938	837	749	759	857	813	733
Zm00001eb208530	1295	1598	1524	1508	1020	1401	1686	1622
Zm00001eb208540	14116	11120	12112	12582	5914	5990	7377	6301
Zm00001eb208570	3724	5111	4237	3233	3653	3792	4472	2810
Zm00001eb208580	1605	769	1235	818	1194	1006	1444	905
Zm00001eb208590	14	52	31	53	41	20	32	19
Zm00001eb208650	59	104	87	75	0	0	0	1
Zm00001eb208670	0	0	0	0	0	0	0	17
Zm00001eb208690	156	131	191	115	191	318	251	218
Zm00001eb208700	63	173	332	196	130	170	241	276
Zm00001eb208710	272	256	197	181	191	142	130	99
Zm00001eb208720	100	91	54	32	2	4	4	0
Zm00001eb208730	18	25	25	19	6	1	0	3
Zm00001eb208740	281	270	278	157	230	239	381	237
Zm00001eb208760	809	929	761	726	819	713	977	914
Zm00001eb208780	301	302	366	205	352	343	569	293
Zm00001eb208790	821	945	1030	663	682	1120	1178	998
Zm00001eb208800	640	952	777	1439	421	604	400	535
Zm00001eb208810	349	359	363	438	361	566	759	753
Zm00001eb208820	754	727	669	851	575	759	686	881
Zm00001eb208830	491	298	530	438	329	320	557	508
Zm00001eb208840	954	1376	1210	981	1031	1354	1619	1439
Zm00001eb208860	573	438	368	383	429	360	500	398
Zm00001eb208870	3	1	2	3	21	15	26	34
Zm00001eb208880	127	261	152	215	104	232	272	195
Zm00001eb208890	8	5	7	6	6	4	13	7
Zm00001eb208900	61	51	88	59	51	51	132	66
Zm00001eb208910	567	472	417	265	342	325	520	248
Zm00001eb208920	1016	1102	1047	965	677	708	780	577
Zm00001eb208930	3	6	2	0	2	6	10	7
Zm00001eb208940	63	26	90	79	39	28	80	65
Zm00001eb208960	2622	4328	3851	2931	1675	2838	2854	2992
Zm00001eb208970	318	328	272	172	330	274	262	220
Zm00001eb208980	140	194	207	123	54	42	39	14
Zm00001eb209000	6281	8104	6699	6857	5900	8752	6789	6623
Zm00001eb209010	386	337	367	224	297	292	462	252
Zm00001eb209020	45	57	31	28	59	26	58	47
Zm00001eb209030	120	98	61	44	89	64	91	52
Zm00001eb209040	940	1300	1401	1192	602	744	1229	1005
Zm00001eb209050	0	0	1	0	8	2	10	5
Zm00001eb209070	46	46	20	57	58	50	107	80
Zm00001eb209080	1471	1405	1218	840	920	951	1098	1188
Zm00001eb209090	116	74	81	82	78	79	65	34
Zm00001eb209100	2870	4262	3017	4031	2260	4115	3015	3726
Zm00001eb209110	192	193	195	170	171	246	168	178
Zm00001eb209120	95	125	107	67	36	44	77	44
Zm00001eb209140	24	69	52	98	13	6	15	13
Zm00001eb209150	253	152	179	144	158	151	102	148
Zm00001eb209160	1208	1110	797	597	800	748	1125	561
Zm00001eb209170	423	1214	462	672	437	726	538	665
Zm00001eb209190	416	324	330	281	202	219	219	105
Zm00001eb209200	194	177	185	113	174	161	265	102
Zm00001eb209210	571	824	702	441	313	523	575	494
Zm00001eb209220	364	567	464	392	539	827	807	797
Zm00001eb209230	1129	1177	835	823	1454	1030	1064	835
Zm00001eb209240	20	12	11	3	13	26	23	9
Zm00001eb209250	353	370	354	251	114	184	209	160
Zm00001eb209260	587	698	589	512	571	737	844	635
Zm00001eb209270	688	658	780	538	769	787	1067	699
Zm00001eb209280	161	85	75	55	116	109	198	113
Zm00001eb209310	437	491	495	412	354	451	502	397
Zm00001eb209330	258	231	147	151	208	123	165	148
Zm00001eb209340	459	654	529	479	582	1076	1044	1129
Zm00001eb209350	446	267	459	358	362	274	456	239
Zm00001eb209360	34	19	61	17	34	43	91	38
Zm00001eb209370	569	540	505	448	932	964	1254	815
Zm00001eb209380	861	1374	1086	1167	866	1456	1454	1309
Zm00001eb209390	867	976	1263	618	700	802	1165	520
Zm00001eb209420	136	96	80	96	174	139	133	126
Zm00001eb209430	558	334	304	298	153	82	105	84
Zm00001eb209440	990	1177	1216	1005	1380	1867	2197	1913
Zm00001eb209450	539	743	785	433	417	432	859	365
Zm00001eb209470	357	551	475	360	444	593	642	452
Zm00001eb209480	770	931	962	959	619	850	998	973
Zm00001eb209490	1304	1510	1392	923	1001	1444	1510	1272
Zm00001eb209500	0	2	4	10	4	2	0	0
Zm00001eb209550	1494	2869	2109	1567	2095	2203	3472	2296
Zm00001eb209610	1383	2534	1617	2062	1028	1886	2064	2030
Zm00001eb209620	50	86	91	64	17	13	31	7
Zm00001eb209630	189	104	163	102	0	0	0	0
Zm00001eb209640	147	157	119	72	132	109	191	99
Zm00001eb209650	101	138	107	57	80	84	155	54
Zm00001eb209660	254	337	229	231	357	328	395	160
Zm00001eb209700	3	1	0	1	30	11	34	12
Zm00001eb209740	2074	4127	3648	2820	2573	4744	4595	3859
Zm00001eb209760	7582	4864	1817	7173	4766	4535	2620	6461
Zm00001eb209770	1830	1554	1191	1641	1382	2034	2271	1390
Zm00001eb209780	2692	2910	2868	2041	2661	3248	3872	2838
Zm00001eb209800	118	179	161	133	97	136	166	174
Zm00001eb209820	90	84	194	50	211	256	383	105
Zm00001eb209830	5	2	10	2	2	1	2	5
Zm00001eb209850	1197	1426	1199	915	1114	1115	1426	1143
Zm00001eb209860	356	285	290	220	158	215	258	164
Zm00001eb209870	2180	2426	2382	1995	1807	2192	2166	1775
Zm00001eb209880	726	614	519	602	673	747	1143	900
Zm00001eb209890	122	145	69	188	154	340	180	118
Zm00001eb209910	3017	3206	3738	2053	2597	3554	4830	3183
Zm00001eb209920	11	36	26	42	27	92	87	121
Zm00001eb209930	12	0	1	0	0	2	0	0
Zm00001eb209940	101	16	48	7	39	21	55	33
Zm00001eb209950	1349	1366	1311	1005	1433	1365	1635	1150
Zm00001eb209960	3642	5645	5519	4552	4386	6361	7191	5418
Zm00001eb209990	533	332	1663	105	7	12	19	17
Zm00001eb210000	459	343	521	309	526	395	592	475
Zm00001eb210030	44	108	17	41	9	6	27	10
Zm00001eb210100	173	303	236	138	265	284	316	241
Zm00001eb210110	170	166	157	74	220	118	257	95
Zm00001eb210120	1071	1634	1281	1071	1187	1581	1607	1097
Zm00001eb210140	1069	1166	1130	805	1264	1412	1300	921
Zm00001eb210150	2964	2954	3423	2339	2226	2361	3385	2054
Zm00001eb210160	0	2	1	1	142	166	193	131
Zm00001eb210180	65	37	37	39	33	10	36	10
Zm00001eb210200	509	493	561	305	268	294	562	244
Zm00001eb210210	93	63	53	40	86	66	110	69
Zm00001eb210240	231	201	266	130	0	0	0	0
Zm00001eb210260	0	2	2	0	9	17	27	22
Zm00001eb210280	631	755	782	539	372	345	571	323
Zm00001eb210290	325	471	254	423	0	0	0	0
Zm00001eb210320	813	688	895	461	0	0	0	5
Zm00001eb210350	1426	912	1009	1861	1061	953	1966	721
Zm00001eb210360	276	344	338	446	282	336	461	376
Zm00001eb210370	187	172	423	208	222	221	857	669
Zm00001eb210380	267	225	194	128	269	206	257	171
Zm00001eb210390	9	18	10	14	22	21	20	17
Zm00001eb210410	241	164	143	112	209	136	359	172
Zm00001eb210420	64	56	30	20	92	41	42	35
Zm00001eb210430	1929	1744	1210	1477	1777	2189	1360	1294
Zm00001eb210440	74	42	70	43	43	63	53	21
Zm00001eb210450	2200	3081	2483	1958	2137	2662	2827	2188
Zm00001eb210460	849	1002	671	786	551	924	790	720
Zm00001eb210470	461	460	306	375	412	405	573	520
Zm00001eb210480	16	11	21	11	6	7	25	2
Zm00001eb210490	1085	899	874	999	295	567	458	288
Zm00001eb210500	514	391	566	351	406	345	464	293
Zm00001eb210510	729	757	555	1047	693	761	946	919
Zm00001eb210520	648	634	650	328	843	748	1144	639
Zm00001eb210530	788	850	606	1085	646	938	1032	1103
Zm00001eb210550	793	1038	795	1099	505	899	945	938
Zm00001eb210560	80	49	57	51	72	79	159	71
Zm00001eb210570	2271	2534	1693	2419	1549	1764	1666	1440
Zm00001eb210590	333	350	360	310	564	764	907	584
Zm00001eb210600	344	421	386	320	302	208	341	199
Zm00001eb210610	219	168	250	133	65	44	105	61
Zm00001eb210620	451	940	782	625	586	1096	1079	1045
Zm00001eb210630	1017	1106	1129	868	1144	1555	1967	1370
Zm00001eb210650	153	100	128	147	158	151	205	148
Zm00001eb210660	2067	3985	4021	2241	4752	3769	6609	3788
Zm00001eb210680	2988	4083	3343	4400	1850	2870	3068	3298
Zm00001eb210690	641	801	552	983	818	1104	845	958
Zm00001eb210700	8	18	2	3	11	6	1	5
Zm00001eb210720	5515	8302	7170	7583	4452	8188	7544	7692
Zm00001eb210730	704	684	661	500	556	477	630	414
Zm00001eb210740	932	1247	1134	731	906	1304	1518	1030
Zm00001eb210750	686	237	353	257	378	191	464	270
Zm00001eb210760	74	50	59	42	36	47	42	40
Zm00001eb210770	126	160	107	136	106	95	143	95
Zm00001eb210780	670	438	386	413	330	311	262	188
Zm00001eb210790	1384	1723	1504	1202	1200	1421	1386	1091
Zm00001eb210800	583	451	455	274	451	389	582	301
Zm00001eb210810	139	192	166	98	162	170	276	158
Zm00001eb210820	962	1061	1158	859	710	1072	1135	839
Zm00001eb210830	737	826	619	523	561	707	730	518
Zm00001eb210840	67	94	76	113	100	91	106	83
Zm00001eb210850	1084	1230	1056	937	990	1429	1381	1261
Zm00001eb210860	1413	1601	1508	1068	1061	1277	1384	961
Zm00001eb210870	1	3	1	1	47	32	63	21
Zm00001eb210890	376	381	380	231	289	368	398	293
Zm00001eb210900	836	729	673	429	751	713	968	614
Zm00001eb210930	2476	3434	3105	3406	2058	3337	4460	4192
Zm00001eb210940	922	1053	956	833	676	1069	1168	982
Zm00001eb210950	222	268	242	188	115	235	288	247
Zm00001eb210970	481	308	378	143	7	7	8	5
Zm00001eb210980	1434	1863	1681	1214	1227	1425	1803	951
Zm00001eb210990	2	5	10	8	1	0	0	0
Zm00001eb211000	1106	1509	1336	1140	704	1105	1039	787
Zm00001eb211010	8123	12952	12037	10701	9736	18157	17517	16991
Zm00001eb211020	166	226	148	174	153	179	302	237
Zm00001eb211030	561	233	306	176	623	321	396	303
Zm00001eb211040	393	409	340	298	217	205	378	266
Zm00001eb211050	207	410	225	226	71	104	125	71
Zm00001eb211070	668	1024	789	1002	417	669	637	652
Zm00001eb211090	3981	7889	7008	5418	4164	8156	7521	7017
Zm00001eb211100	1286	934	1002	701	1909	2277	2580	1521
Zm00001eb211110	192	211	233	121	149	127	148	95
Zm00001eb211120	94	88	79	75	87	140	150	50
Zm00001eb211130	760	1713	1221	1387	948	1969	1830	2048
Zm00001eb211140	113	199	155	92	88	76	123	79
Zm00001eb211150	971	1423	1141	843	1305	1818	1815	1384
Zm00001eb211170	301	434	328	276	302	494	679	424
Zm00001eb211180	51	36	58	28	595	422	523	327
Zm00001eb211190	245	318	302	281	343	318	348	287
Zm00001eb211200	600	720	716	446	477	645	851	616
Zm00001eb211210	118	183	129	112	0	4	3	2
Zm00001eb211220	178	381	278	283	279	397	517	500
Zm00001eb211260	116	203	145	134	40	49	53	18
Zm00001eb211300	1301	1777	1493	1940	1008	1998	1362	1495
Zm00001eb211320	987	1901	1514	1369	1451	2536	2332	2393
Zm00001eb211330	2162	2629	2760	2510	1571	2320	2523	2407
Zm00001eb211340	240	226	214	154	183	165	170	123
Zm00001eb211350	839	859	683	826	642	682	698	628
Zm00001eb211360	201	142	126	124	73	79	86	39
Zm00001eb211370	363	316	277	250	193	199	276	175
Zm00001eb211390	1462	1807	1502	1974	949	1682	1562	1506
Zm00001eb211400	1103	1266	1615	1162	1244	1040	1918	1373
Zm00001eb211410	1243	605	738	471	962	494	588	270
Zm00001eb211430	39	34	47	6	28	25	44	10
Zm00001eb211440	338	294	315	157	219	335	445	272
Zm00001eb211450	604	1208	1038	1049	422	1024	1053	1118
Zm00001eb211460	392	792	519	631	466	980	955	951
Zm00001eb211470	1125	994	1113	837	1142	1407	1827	1482
Zm00001eb211480	1228	1362	1311	1160	892	1119	1647	1195
Zm00001eb211490	199	548	442	313	120	204	302	233
Zm00001eb211500	487	593	633	450	298	554	626	523
Zm00001eb211510	84	57	80	17	60	87	98	27
Zm00001eb211520	337	370	389	192	489	451	632	379
Zm00001eb211530	91	67	143	88	83	73	130	71
Zm00001eb211580	117	162	117	126	77	81	68	101
Zm00001eb211600	35	57	84	28	33	38	42	6
Zm00001eb211610	1112	1757	1040	1319	732	1385	1038	847
Zm00001eb211620	127	215	200	172	77	156	228	260
Zm00001eb211640	19	66	113	24	4	3	8	3
Zm00001eb211650	898	653	539	1097	319	675	833	1054
Zm00001eb211660	387	422	359	277	228	336	405	332
Zm00001eb211670	0	1	3	0	6	8	15	5
Zm00001eb211680	23	11	16	10	11	19	39	12
Zm00001eb211690	219	134	131	125	132	142	120	80
Zm00001eb211700	159	237	186	232	203	228	362	277
Zm00001eb211720	1093	966	854	675	455	385	517	271
Zm00001eb211730	463	811	719	828	178	326	338	375
Zm00001eb211740	11846	11410	11603	10008	8242	10098	10235	7320
Zm00001eb211750	8	30	20	24	19	24	38	24
Zm00001eb211760	115	124	88	116	36	43	58	38
Zm00001eb211770	810	1014	937	650	460	404	604	333
Zm00001eb211780	1878	2631	2412	2045	1422	2422	2372	2197
Zm00001eb211790	478	483	421	356	266	416	359	350
Zm00001eb211850	7	15	19	7	1	4	4	1
Zm00001eb211870	773	766	673	453	672	594	813	592
Zm00001eb211880	6	11	9	6	1	0	0	0
Zm00001eb211890	17	14	34	11	1	0	1	0
Zm00001eb211900	1628	3283	3246	2362	1777	3302	3459	2783
Zm00001eb211910	315	465	546	483	345	576	584	666
Zm00001eb211920	325	314	245	203	217	196	345	177
Zm00001eb211930	154	127	113	65	139	133	145	116
Zm00001eb211940	3	17	9	7	31	20	70	22
Zm00001eb211950	35	46	43	23	14	2	8	22
Zm00001eb211960	1614	1543	2158	1023	2962	3389	4852	4439
Zm00001eb211970	912	335	775	238	903	664	1291	1121
Zm00001eb211980	315	278	273	261	117	262	243	106
Zm00001eb211990	991	871	880	752	838	884	1157	808
Zm00001eb212010	35	42	20	16	61	61	105	71
Zm00001eb212020	715	812	845	573	551	760	919	652
Zm00001eb212030	4021	8024	6805	6260	4010	8548	8866	8118
Zm00001eb212040	311	238	359	176	261	191	317	203
Zm00001eb212050	9	39	5	8	3	2	1	1
Zm00001eb212060	224	397	164	195	357	616	492	335
Zm00001eb212070	0	2	1	0	87	105	170	84
Zm00001eb212080	383	391	676	372	395	348	677	426
Zm00001eb212090	11	5	4	4	8	10	7	10
Zm00001eb212120	597	868	790	647	809	1372	976	1260
Zm00001eb212150	934	1677	1393	1829	608	832	891	1039
Zm00001eb212160	1528	3167	2852	1953	1898	2753	3907	3329
Zm00001eb212170	6619	9443	8186	8365	5801	9101	8817	8140
Zm00001eb212180	955	1321	1249	1085	791	1294	1482	1300
Zm00001eb212190	585	727	874	721	275	347	451	438
Zm00001eb212200	723	795	1024	597	565	621	956	532
Zm00001eb212220	86	84	43	25	27	86	88	41
Zm00001eb212230	154	139	139	112	248	147	280	174
Zm00001eb212240	73	131	114	233	148	375	293	830
Zm00001eb212250	642	721	1118	648	900	697	1675	1015
Zm00001eb212260	130	77	98	45	96	63	157	70
Zm00001eb212290	38	56	46	47	1	0	0	3
Zm00001eb212300	3050	5121	3667	3837	3180	4817	4531	4376
Zm00001eb212310	0	0	0	0	5	2	2	12
Zm00001eb212330	143	172	180	159	149	213	285	230
Zm00001eb212340	146	147	146	100	40	40	78	43
Zm00001eb212350	26	22	25	22	38	31	44	37
Zm00001eb212360	324	145	116	165	587	397	553	511
Zm00001eb212370	642	689	580	398	560	544	584	461
Zm00001eb212380	171	117	131	119	77	104	114	109
Zm00001eb212390	113	148	139	123	100	146	166	156
Zm00001eb212400	511	620	470	725	530	489	687	669
Zm00001eb212410	123	152	159	90	144	112	110	86
Zm00001eb212420	54	54	45	22	64	34	58	61
Zm00001eb212430	404	291	251	368	259	210	233	264
Zm00001eb212440	571	843	805	683	403	571	697	591
Zm00001eb212450	1	0	14	0	23	25	21	4
Zm00001eb212460	39	327	229	229	56	1144	501	513
Zm00001eb212470	7713	13153	11517	10687	8729	15758	15148	15079
Zm00001eb212480	347	169	284	193	189	360	483	335
Zm00001eb212500	1391	2784	1201	1116	664	2763	572	851
Zm00001eb212510	501	363	325	341	221	180	248	116
Zm00001eb212520	132	17	131	63	240	22	566	81
Zm00001eb212530	553	567	530	590	319	351	477	375
Zm00001eb212540	280	185	264	153	359	294	419	234
Zm00001eb212550	1795	3522	2650	3005	2554	4567	3793	3370
Zm00001eb212580	628	524	679	530	371	417	607	305
Zm00001eb212590	138	89	159	64	252	428	476	372
Zm00001eb212610	158	106	223	85	294	245	335	218
Zm00001eb212620	1423	2278	1850	1927	1251	1744	2201	1553
Zm00001eb212630	1295	1803	1414	954	1379	1895	2216	1477
Zm00001eb212640	699	555	754	361	671	456	751	393
Zm00001eb212650	0	0	0	0	16	15	29	11
Zm00001eb212660	434	292	377	252	364	466	627	437
Zm00001eb212670	17	3	5	2	7	13	18	16
Zm00001eb212680	25	26	24	25	7	5	17	14
Zm00001eb212690	445	514	448	476	136	162	216	116
Zm00001eb212700	221	402	331	217	461	474	589	480
Zm00001eb212710	40	27	25	32	150	49	107	37
Zm00001eb212720	897	1684	1217	1267	851	1303	1511	1509
Zm00001eb212730	0	0	0	0	22	17	26	6
Zm00001eb212740	2244	2524	2199	1489	2149	2292	2886	1739
Zm00001eb212750	685	792	565	651	534	690	742	741
Zm00001eb212760	474	611	562	596	352	495	457	421
Zm00001eb212770	372	409	418	259	318	339	586	316
Zm00001eb212800	4	11	10	2	9	52	30	53
Zm00001eb212810	594	1116	757	934	702	1010	1124	985
Zm00001eb212820	2805	2325	3708	1153	3599	1912	2580	1127
Zm00001eb212840	1901	1815	2141	720	2381	1542	1637	990
Zm00001eb212870	176	321	213	279	140	226	212	143
Zm00001eb212880	21	27	12	25	2	6	18	10
Zm00001eb212890	30	134	52	53	31	167	78	60
Zm00001eb212900	1669	2417	2012	2156	1296	2365	2200	2484
Zm00001eb212930	283	269	237	304	161	235	277	225
Zm00001eb212940	690	479	420	531	423	426	374	426
Zm00001eb212950	737	914	654	556	668	722	991	588
Zm00001eb212960	672	1060	968	723	903	1105	1182	952
Zm00001eb212970	130	67	108	57	95	57	115	36
Zm00001eb212980	127	163	170	146	195	327	406	377
Zm00001eb212990	159	294	273	251	317	523	603	488
Zm00001eb213000	454	497	673	321	718	837	1000	763
Zm00001eb213010	465	244	150	429	522	501	382	428
Zm00001eb213020	72	47	49	41	95	55	131	90
Zm00001eb213050	76	40	76	46	88	143	149	169
Zm00001eb213060	1495	2040	1395	1573	1362	1814	1822	1610
Zm00001eb213080	6243	12899	11699	10029	8149	15221	13424	12143
Zm00001eb213090	222	83	91	227	156	117	88	114
Zm00001eb213110	1378	841	903	1527	2219	2235	1587	1412
Zm00001eb213120	283	387	234	290	191	296	442	273
Zm00001eb213130	1	2	1	0	4	11	20	5
Zm00001eb213140	1013	1012	1135	934	721	976	1090	997
Zm00001eb213150	402	276	308	221	441	318	489	379
Zm00001eb213160	716	905	798	948	588	752	585	843
Zm00001eb213170	213	400	337	285	234	246	391	178
Zm00001eb213180	361	390	274	207	524	687	936	383
Zm00001eb213190	992	1533	766	837	1468	1945	1195	1020
Zm00001eb213200	518	323	432	519	356	429	500	369
Zm00001eb213210	41	51	41	25	473	539	579	579
Zm00001eb213230	22	0	1	1	7	1	0	1
Zm00001eb213250	595	229	347	152	375	221	386	249
Zm00001eb213260	7704	5304	3932	6935	5689	4694	5924	3481
Zm00001eb213280	478	414	480	256	634	517	530	218
Zm00001eb213300	16	13	5	8	5	7	20	5
Zm00001eb213310	205	311	1266	468	2	6	2	3
Zm00001eb213320	609	669	895	450	217	183	365	210
Zm00001eb213330	392	452	607	375	284	393	363	169
Zm00001eb213370	2	0	3	0	42	27	28	17
Zm00001eb213380	1015	1254	1049	951	960	983	953	1030
Zm00001eb213420	196	123	113	146	423	405	244	465
Zm00001eb213430	174	185	201	167	257	217	240	254
Zm00001eb213450	71	40	63	37	86	51	69	34
Zm00001eb213480	407	440	453	259	324	392	617	316
Zm00001eb213500	320	323	274	237	305	211	385	268
Zm00001eb213510	754	998	789	747	566	815	786	804
Zm00001eb213530	206	170	176	177	441	391	453	294
Zm00001eb213540	127	165	172	160	94	182	191	161
Zm00001eb213550	91	25	28	64	69	16	97	74
Zm00001eb213560	37	40	31	33	326	215	145	365
Zm00001eb213570	172	357	330	339	108	271	227	384
Zm00001eb213580	91	81	48	40	88	79	81	59
Zm00001eb213600	118	179	135	77	130	127	156	78
Zm00001eb213610	1029	1175	1120	1058	1019	1151	1234	807
Zm00001eb213620	14	8	9	6	8	12	13	16
Zm00001eb213630	2999	3845	3811	3779	3044	5188	4791	4608
Zm00001eb213640	4	19	15	2	1	6	8	3
Zm00001eb213650	68	122	177	83	108	238	322	184
Zm00001eb213670	1085	238	2013	460	1298	252	1873	602
Zm00001eb213680	747	1278	891	1104	543	749	739	739
Zm00001eb213700	287	484	435	264	200	408	498	408
Zm00001eb213710	7	14	17	14	17	17	48	15
Zm00001eb213720	45	4	6	9	36	20	10	12
Zm00001eb213730	941	532	754	1420	922	805	1073	647
Zm00001eb213750	4153	4853	4351	4054	3640	4976	4169	4338
Zm00001eb213760	21516	33023	26069	28776	13021	25301	26568	25512
Zm00001eb213770	222	157	141	108	291	212	274	201
Zm00001eb213780	439	668	532	575	551	1375	1350	1500
Zm00001eb213800	125	40	76	80	99	83	99	34
Zm00001eb213810	0	1	0	0	55	69	91	47
Zm00001eb213820	97	47	71	51	71	42	76	63
Zm00001eb213830	234	472	354	325	275	298	480	214
Zm00001eb213840	3	16	8	8	4	10	14	10
Zm00001eb213870	5	1	0	6	11	8	9	8
Zm00001eb213880	3	19	18	9	0	10	9	8
Zm00001eb213890	253	174	152	208	97	65	101	41
Zm00001eb213920	141	123	129	82	157	133	173	138
Zm00001eb213930	285	292	184	312	150	140	257	52
Zm00001eb213950	302	717	328	418	139	171	144	267
Zm00001eb213960	738	907	581	748	964	1306	1297	1202
Zm00001eb213970	1379	1420	1709	1326	1099	1934	1951	1336
Zm00001eb213990	747	693	726	412	448	796	928	543
Zm00001eb214000	1108	410	514	286	1030	666	507	268
Zm00001eb214010	28	18	24	15	22	28	46	24
Zm00001eb214020	25	22	16	24	12	17	37	12
Zm00001eb214030	55	33	77	46	19	57	75	29
Zm00001eb214040	99	136	88	73	565	1300	1100	1151
Zm00001eb214070	146	73	254	116	274	115	439	188
Zm00001eb214080	120	40	297	51	177	47	396	98
Zm00001eb214090	231	153	204	124	214	149	143	142
Zm00001eb214110	1094	303	274	591	560	210	287	714
Zm00001eb214120	735	621	387	506	759	738	523	666
Zm00001eb214130	1061	895	950	753	880	1026	1322	1023
Zm00001eb214150	38	44	40	26	4	4	1	3
Zm00001eb214170	9	7	1	9	1	8	24	23
Zm00001eb214180	1549	1729	1341	1465	956	1357	1236	1191
