GeneID	C_6_Susc	T_6_Susc	C_24_Susc	T_24_Susc	C_6_Tol	T_6_Tol	C_24_Tol	T_24_Tol
Zm00001eb090230	103	41	30	28	4901	7450	11293	4861
Zm00001eb042070	103	7	74	11	90	19	167	13
Zm00001eb335050	103	115	114	81	0	0	0	0
Zm00001eb115920	103	71	71	56	1	0	0	0
Zm00001eb401100	103	6	23	10	26	21	31	27
Zm00001eb413480	103	41	36	13	0	0	0	0
Zm00001eb314330	102	42	156	74	36	35	75	2
Zm00001eb090610	101	101	96	70	0	0	2	3
Zm00001eb362670	101	52	90	19	0	0	0	5
Zm00001eb068470	100	230	62	501	29	108	20	292
Zm00001eb208720	100	91	54	32	2	4	4	0
Zm00001eb135430	100	4	4	16	19	3	3	3
Zm00001eb214040	99	136	88	73	565	1300	1100	1151
Zm00001eb131090	99	385	1020	91	119	601	1030	259
Zm00001eb415520	99	198	79	30	53	760	105	11
Zm00001eb167700	99	29	124	7	257	143	181	111
Zm00001eb161390	99	30	185	20	12	6	124	3
Zm00001eb006840	99	34	63	14	0	0	0	0
Zm00001eb007540	98	108	74	104	1	0	0	0
Zm00001eb255510	97	79	855	51	57	25	314	21
Zm00001eb296500	97	65	49	76	0	3	0	0
Zm00001eb087980	96	3	105	137	114	11	123	111
Zm00001eb345190	96	137	121	111	2	3	5	3
Zm00001eb365220	96	5	91	9	77	24	145	6
Zm00001eb145030	96	75	116	27	3	0	0	0
Zm00001eb353770	96	29	61	6	0	2	1	1
Zm00001eb123230	95	76	119	78	1	2	0	1
Zm00001eb349500	95	61	105	52	2	0	0	0
Zm00001eb302850	94	60	112	98	3	1	3	1
Zm00001eb175510	94	31	54	23	3	0	0	2
Zm00001eb369380	92	89	100	48	7	0	2	0
Zm00001eb098190	92	14	43	20	2	1	0	3
Zm00001eb159120	91	32	56	16	692	593	1207	628
Zm00001eb412960	91	41	290	41	125	543	218	371
Zm00001eb040640	91	82	75	52	2	0	0	1
Zm00001eb423150	91	46	42	21	0	0	0	0
Zm00001eb375120	90	87	59	192	69	831	537	2053
Zm00001eb193990	90	167	155	106	0	4	4	2
Zm00001eb135760	90	65	163	37	0	0	0	0
Zm00001eb103520	90	16	46	29	0	0	0	0
Zm00001eb078320	89	20	36	34	496	273	505	80
Zm00001eb368870	89	121	94	54	3	0	0	0
Zm00001eb416290	89	84	108	49	3	10	6	7
Zm00001eb016230	88	92	176	112	864	1516	1723	883
Zm00001eb195920	88	164	87	219	13	23	30	9
Zm00001eb173810	88	56	26	25	0	0	0	0
Zm00001eb183820	88	21	41	20	1	2	0	4
Zm00001eb120300	87	91	149	82	0	0	0	0
Zm00001eb341750	87	103	93	49	2	0	0	0
Zm00001eb150500	86	4	13	33	142	44	66	93
Zm00001eb270260	86	105	125	105	2	1	1	3
Zm00001eb017610	86	57	52	24	0	0	0	0
Zm00001eb325290	85	5	24	3	21	2	7	3
Zm00001eb134900	84	145	114	120	0	1	0	0
Zm00001eb019880	84	3	1	2	183	23	81	17
Zm00001eb383350	84	91	83	88	0	0	1	0
Zm00001eb413180	84	128	48	38	2	6	9	1
Zm00001eb390700	84	51	85	57	1	0	0	0
Zm00001eb238740	83	37	13	11	0	0	3	0
Zm00001eb070880	82	97	74	117	3	2	3	1
Zm00001eb239180	81	137	87	82	1	4	2	18
Zm00001eb040620	81	105	145	52	0	1	0	0
Zm00001eb277740	81	35	47	20	0	0	0	0
Zm00001eb022810	81	4	13	0	30	3	27	2
Zm00001eb012570	81	2	18	4	3	19	6	1
Zm00001eb322810	81	3	0	12	23	0	6	4
Zm00001eb020240	80	127	114	90	0	4	1	1
Zm00001eb396190	80	70	51	38	0	0	0	0
Zm00001eb412730	80	61	63	22	0	0	0	0
Zm00001eb416000	79	158	135	168	0	0	0	1
Zm00001eb030670	79	92	83	125	0	0	0	1
Zm00001eb202380	78	22	33	16	288	292	574	284
Zm00001eb290180	78	125	136	94	1	2	4	1
Zm00001eb244630	78	108	111	66	0	4	3	4
Zm00001eb183920	78	69	74	54	0	0	0	0
Zm00001eb265380	78	93	39	42	0	1	2	0
Zm00001eb183790	78	45	68	28	3	2	0	3
Zm00001eb272040	78	0	13	1	14	4	13	0
Zm00001eb063860	77	81	69	90	1385	2411	2482	2405
Zm00001eb223620	77	334	59	38	7	167	19	9
Zm00001eb270580	77	45	219	16	36	69	22	45
Zm00001eb217360	77	128	99	71	5	5	8	4
Zm00001eb326240	77	58	50	15	0	0	0	0
Zm00001eb340920	77	41	64	16	0	1	0	0
Zm00001eb420790	77	41	41	36	0	0	0	0
Zm00001eb275400	76	148	69	666	43	123	67	536
Zm00001eb363620	76	160	100	99	3	5	6	1
Zm00001eb122490	76	67	132	121	1	3	9	0
Zm00001eb010720	76	117	116	58	6	0	7	3
Zm00001eb350190	76	78	75	79	0	0	0	0
Zm00001eb353120	76	38	67	51	0	0	3	0
Zm00001eb337790	76	65	48	34	0	0	0	0
Zm00001eb434040	76	36	44	31	1	2	1	6
Zm00001eb400190	75	53	419	23	16	3	5	6
Zm00001eb093020	75	112	77	89	1	0	0	0
Zm00001eb106670	74	105	45	98	6	2	3	3
Zm00001eb314610	73	309	116	210	100	1489	469	1386
Zm00001eb147750	73	26	447	16	275	103	1122	168
Zm00001eb350060	73	93	77	64	0	0	1	0
Zm00001eb007100	73	41	151	23	0	0	2	0
Zm00001eb218360	73	95	40	53	1	1	5	7
Zm00001eb009040	73	50	37	41	0	0	0	0
Zm00001eb087350	72	62	493	38	0	0	0	0
Zm00001eb040580	72	53	7	178	14	33	10	43
Zm00001eb161090	71	101	79	35	7	3	15	6
Zm00001eb187100	71	82	38	77	4	1	2	4
Zm00001eb113310	70	83	59	35	852	997	1002	855
Zm00001eb214780	70	59	142	4	433	612	649	111
Zm00001eb376040	70	99	177	60	5	0	5	3
Zm00001eb387580	70	84	68	51	1	4	0	1
Zm00001eb049380	70	49	58	24	0	0	0	0
Zm00001eb317650	69	24	49	23	399	349	653	282
Zm00001eb250450	69	59	109	41	0	0	0	0
Zm00001eb389390	69	39	78	44	2	0	0	0
Zm00001eb049400	69	55	46	47	2	0	0	0
Zm00001eb407490	68	159	89	105	2	1	2	0
Zm00001eb113720	67	52	64	44	0	1	0	3
Zm00001eb381190	67	58	50	51	0	0	0	0
Zm00001eb180830	66	112	230	7	67	131	296	18
Zm00001eb007740	65	4	99	7	156	104	140	16
Zm00001eb065190	65	63	59	81	0	4	0	0
Zm00001eb163480	64	115	63	32	442	678	875	602
Zm00001eb331680	64	18	49	39	2	5	0	2
Zm00001eb396530	64	31	63	16	0	0	0	0
Zm00001eb160670	64	18	49	9	0	1	0	0
Zm00001eb167120	63	43	20	13	467	773	3268	1000
Zm00001eb318100	63	130	30	104	11	8	4	1
Zm00001eb378770	63	82	61	44	0	1	3	0
Zm00001eb089990	63	16	30	10	0	0	0	0
Zm00001eb368740	62	6	21	139	1492	2334	1227	1258
Zm00001eb380070	62	71	61	64	0	0	0	0
Zm00001eb399150	62	14	123	7	4	0	8	0
Zm00001eb094660	62	53	47	52	0	0	0	0
Zm00001eb349940	62	10	30	11	0	0	0	0
Zm00001eb011200	61	98	61	39	597	784	838	658
Zm00001eb084980	61	100	30	342	116	158	118	105
Zm00001eb046090	61	65	76	46	3	3	2	3
Zm00001eb377600	61	55	39	50	0	0	1	0
Zm00001eb273450	61	41	52	27	0	0	0	3
Zm00001eb057850	61	24	61	36	0	0	0	0
Zm00001eb265340	60	74	70	38	810	830	1482	832
Zm00001eb004280	60	117	193	29	14	5	14	2
Zm00001eb311150	59	31	148	66	163	440	558	161
Zm00001eb016390	59	41	115	18	202	240	596	307
Zm00001eb171520	59	165	79	113	4	5	7	5
Zm00001eb034960	59	115	111	98	0	2	1	1
Zm00001eb208650	59	104	87	75	0	0	0	1
Zm00001eb408030	59	32	44	25	1	0	0	0
Zm00001eb367770	58	908	197	271	133	1327	292	352
Zm00001eb385400	58	42	76	18	2	0	0	2
Zm00001eb039330	58	50	59	23	0	0	0	0
Zm00001eb096730	58	38	45	33	0	0	0	0
Zm00001eb262900	58	18	27	23	0	0	0	0
Zm00001eb429530	57	49	58	76	1361	2664	1376	785
Zm00001eb358860	57	14	46	28	580	953	1267	472
Zm00001eb409750	57	44	0	213	23	16	16	63
Zm00001eb135020	57	120	75	72	4	9	1	3
Zm00001eb006900	57	82	65	57	0	0	0	2
Zm00001eb290170	57	76	91	28	0	0	0	0
Zm00001eb237320	57	70	61	31	1	0	0	0
Zm00001eb389190	56	2693	711	708	229	3524	969	1281
Zm00001eb027960	56	278	7	210	23	127	12	387
Zm00001eb293270	56	40	68	31	43	58	87	1
Zm00001eb387880	56	91	103	96	1	2	1	1
Zm00001eb392550	56	78	43	69	0	2	0	1
Zm00001eb110240	55	10	1041	208	97	2	615	151
Zm00001eb183450	55	80	54	76	0	0	0	1
Zm00001eb108190	55	43	40	52	2	2	2	0
Zm00001eb292020	55	38	50	25	0	0	0	0
Zm00001eb317560	55	24	49	12	0	0	0	0
Zm00001eb238270	54	95	99	32	49	49	110	5
Zm00001eb037290	54	78	59	71	1	1	10	2
Zm00001eb016820	54	75	61	28	0	1	0	0
Zm00001eb304950	54	61	13	23	6	0	0	0
Zm00001eb342000	54	28	54	13	1	1	0	0
Zm00001eb373380	53	108	115	37	339	522	362	580
Zm00001eb341320	53	45	43	63	6	3	2	1
Zm00001eb337850	53	47	52	57	0	0	0	0
Zm00001eb378140	53	28	91	23	5	0	1	0
Zm00001eb030360	53	48	25	27	0	0	0	0
Zm00001eb387900	53	11	32	4	0	0	0	0
Zm00001eb397970	52	7	15	0	116	149	381	46
Zm00001eb372740	52	32	39	19	0	0	0	0
Zm00001eb033400	52	26	13	6	0	3	1	0
Zm00001eb121580	51	31	33	26	869	731	623	707
Zm00001eb048370	51	702	512	306	25	514	323	147
Zm00001eb211180	51	36	58	28	595	422	523	327
Zm00001eb063820	51	123	119	113	0	0	0	3
Zm00001eb238510	51	50	41	40	0	0	1	0
Zm00001eb034240	50	120	66	145	11	17	48	1
Zm00001eb224540	50	63	67	27	0	1	0	2
Zm00001eb324890	50	54	38	15	0	0	0	0
Zm00001eb246880	49	69	66	23	3	1	3	0
Zm00001eb047740	48	45	61	0	876	962	1150	858
Zm00001eb323740	48	57	44	22	0	0	1	2
Zm00001eb313920	47	22	114	6	37	31	170	5
Zm00001eb116890	47	65	81	30	1	3	1	1
Zm00001eb246980	47	56	52	36	0	0	0	0
Zm00001eb079960	47	61	58	23	0	0	0	0
Zm00001eb136210	47	59	48	27	0	0	0	0
Zm00001eb266830	47	39	45	22	4	0	0	0
Zm00001eb390960	46	55	59	26	519	618	820	528
Zm00001eb084850	46	40	37	13	184	163	237	216
Zm00001eb183680	46	131	17	4	2	0	4	2
Zm00001eb082360	46	74	52	19	0	0	0	3
Zm00001eb237830	46	37	56	28	0	0	0	0
Zm00001eb259920	46	31	55	25	4	1	0	1
Zm00001eb034050	45	24	1372	91	77	37	1113	393
Zm00001eb165030	45	588	152	174	18	219	95	123
Zm00001eb193710	45	96	50	161	20	14	23	8
Zm00001eb340250	45	74	39	100	0	0	0	0
Zm00001eb161380	45	81	72	59	0	0	0	0
Zm00001eb416070	45	23	139	22	0	0	0	0
Zm00001eb217280	45	101	31	47	0	0	0	1
Zm00001eb264950	45	43	45	45	0	0	0	0
Zm00001eb012550	44	74	108	65	237	601	396	1153
Zm00001eb050970	44	22	60	46	203	274	871	113
Zm00001eb334380	44	147	46	84	0	0	1	5
Zm00001eb001740	44	52	72	42	0	0	0	0
Zm00001eb205720	44	84	26	33	0	0	0	1
Zm00001eb164940	44	24	48	22	4	2	0	1
Zm00001eb017640	43	19	94	12	340	106	1128	250
Zm00001eb414810	43	206	162	223	15	216	160	312
Zm00001eb005580	43	159	151	133	10	26	21	2
Zm00001eb044990	43	67	78	134	0	3	0	1
Zm00001eb299040	43	56	51	27	5	0	7	5
Zm00001eb417070	43	49	52	43	0	0	0	0
Zm00001eb220190	42	33	42	6	1320	1614	2384	1507
Zm00001eb154780	42	45	62	32	795	471	1065	476
Zm00001eb339320	42	28	53	3	127	96	246	99
Zm00001eb207670	42	9	9	176	35	12	11	50
Zm00001eb208380	42	0	3	6	20	47	18	1
Zm00001eb213210	41	51	41	25	473	539	579	579
Zm00001eb244000	41	14	10	13	460	409	630	182
Zm00001eb342740	41	264	50	384	64	357	91	506
Zm00001eb288710	41	20	49	8	340	379	423	192
Zm00001eb370690	41	37	57	86	1	0	0	0
Zm00001eb250860	41	69	32	39	0	0	0	0
Zm00001eb348410	41	37	48	28	0	0	0	0
Zm00001eb116470	40	21	13	8	681	1269	486	205
Zm00001eb253630	40	37	48	16	0	0	0	0
Zm00001eb402830	39	100	69	76	740	1260	1329	1422
Zm00001eb326950	39	871	553	81	38	874	992	191
Zm00001eb212460	39	327	229	229	56	1144	501	513
Zm00001eb187450	39	652	775	178	10	208	311	140
Zm00001eb316780	39	74	60	79	0	0	0	0
Zm00001eb056110	39	44	49	0	28	15	23	11
Zm00001eb420260	39	33	45	20	0	0	0	0
Zm00001eb383440	39	0	6	0	16	2	12	0
Zm00001eb231110	38	400	171	394	110	705	293	411
Zm00001eb212290	38	56	46	47	1	0	0	3
Zm00001eb381850	38	65	32	37	0	0	1	0
Zm00001eb357190	38	55	23	30	0	0	0	0
Zm00001eb102370	38	11	70	2	5	2	7	1
Zm00001eb349800	37	25	36	12	309	346	454	257
Zm00001eb219210	37	22	54	9	53	100	109	241
Zm00001eb148040	37	15	143	7	0	4	21	0
Zm00001eb156390	37	44	49	27	0	0	0	0
Zm00001eb072870	36	1032	264	476	24	934	525	755
Zm00001eb430660	36	68	69	39	0	0	0	0
Zm00001eb417060	35	57	42	34	743	843	1151	1021
Zm00001eb151610	35	34	69	12	0	0	0	0
Zm00001eb155430	34	389	562	179	458	1121	695	1290
Zm00001eb350770	33	419	50	68	5	10	5	7
Zm00001eb012940	33	42	76	59	0	1	3	0
Zm00001eb179970	33	14	124	14	3	2	5	1
Zm00001eb312150	33	59	62	25	0	0	0	0
Zm00001eb431660	32	27	25	11	867	892	1424	816
Zm00001eb332560	32	952	197	295	55	1496	152	477
Zm00001eb215860	32	462	142	222	32	722	117	540
Zm00001eb371530	32	5	384	5	62	42	827	102
Zm00001eb405820	31	14	103	11	337	685	583	456
Zm00001eb037600	31	11	1023	67	17	12	292	28
Zm00001eb423710	31	33	23	10	129	452	222	139
Zm00001eb305140	31	91	56	77	0	2	3	0
Zm00001eb105040	31	53	21	44	1	0	6	3
Zm00001eb056010	30	10	588	19	79	74	657	274
Zm00001eb317670	30	4	2	2	212	124	633	196
Zm00001eb062000	30	65	94	46	4	1	2	3
Zm00001eb367130	29	18	26	8	566	791	911	906
Zm00001eb217080	29	19	29	10	280	180	302	175
Zm00001eb247830	29	42	100	4	9	59	11	4
Zm00001eb143800	29	55	16	24	0	0	0	0
Zm00001eb055610	29	18	53	6	0	0	0	3
Zm00001eb370140	28	10	7	1	693	1001	914	702
Zm00001eb164390	28	8	210	12	109	20	604	45
Zm00001eb156790	28	10	15	2	154	168	299	91
Zm00001eb222740	28	78	88	27	0	2	3	0
Zm00001eb093440	27	12	36	18	1375	2904	1960	3435
Zm00001eb335510	27	15	19	6	556	237	605	241
Zm00001eb034410	27	9	25	1	133	84	155	76
Zm00001eb186620	27	99	257	16	7	21	44	0
Zm00001eb109980	26	50	28	47	326	582	618	489
Zm00001eb132840	26	17	15	20	213	346	320	182
Zm00001eb410410	26	10	21	3	193	191	151	172
Zm00001eb423470	26	21	24	9	133	70	254	175
Zm00001eb291080	25	51	38	25	466	675	1134	529
Zm00001eb406490	25	13	1007	67	27	19	189	133
Zm00001eb260130	25	16	37	43	120	232	187	301
Zm00001eb194590	25	15	34	7	147	174	249	222
Zm00001eb242170	25	51	37	35	0	0	2	2
Zm00001eb126130	24	287	127	49	117	299	142	27
Zm00001eb155140	24	24	21	0	177	114	278	107
Zm00001eb394330	24	11	176	2	2	0	1	0
Zm00001eb018130	24	9	95	28	0	0	0	0
Zm00001eb218900	23	40	36	13	325	515	757	493
Zm00001eb377410	23	44	67	41	398	164	603	60
Zm00001eb317110	23	14	767	42	35	20	288	38
Zm00001eb215270	23	20	13	151	12	12	14	61
Zm00001eb367810	22	484	902	252	44	337	570	284
Zm00001eb410760	22	6	3	1	110	78	114	65
Zm00001eb032560	22	37	95	7	2	9	107	4
Zm00001eb291720	22	41	31	19	19	20	64	0
Zm00001eb412390	22	24	17	27	5	2	4	81
Zm00001eb103650	22	71	43	13	1	0	0	0
Zm00001eb113160	22	14	68	6	0	0	0	0
Zm00001eb057930	22	12	51	17	0	0	0	0
Zm00001eb335660	21	21	26	8	132	175	178	250
Zm00001eb339420	21	13	126	2	15	3	14	0
Zm00001eb004670	21	11	47	24	11	15	60	0
Zm00001eb014550	20	42	24	13	372	544	744	500
Zm00001eb111110	20	42	65	52	0	0	0	2
Zm00001eb171840	19	426	162	166	33	354	169	86
Zm00001eb160630	19	10	14	10	203	214	279	144
Zm00001eb301270	19	193	11	26	26	414	32	56
Zm00001eb141540	19	12	116	4	5	44	474	10
Zm00001eb169120	18	3	0	28	484	889	845	827
Zm00001eb274690	18	607	200	78	20	431	119	50
Zm00001eb153420	18	51	40	30	308	342	367	321
Zm00001eb155640	18	20	44	15	162	288	384	269
Zm00001eb233600	18	23	16	12	160	247	354	254
Zm00001eb238790	18	23	16	12	311	260	251	180
Zm00001eb426600	18	7	6	9	205	138	311	141
Zm00001eb422570	18	10	23	0	41	57	62	55
Zm00001eb017030	17	64	12	18	2052	1410	1004	582
Zm00001eb047650	17	16	13	26	172	305	288	94
Zm00001eb266190	17	0	5	0	267	99	129	356
Zm00001eb264870	17	5	11	0	71	84	234	65
Zm00001eb382460	17	28	44	15	0	0	0	2
Zm00001eb168900	16	0	0	35	564	539	1034	371
Zm00001eb233590	16	24	12	12	204	396	415	497
Zm00001eb374130	16	0	0	0	194	292	319	320
Zm00001eb104920	16	42	19	12	165	207	275	273
Zm00001eb285440	16	2	1	3	99	199	157	189
Zm00001eb047630	16	13	13	0	74	106	262	79
Zm00001eb057770	16	6	12	6	99	84	145	174
Zm00001eb408530	16	3	45	13	3	4	0	1
Zm00001eb250940	15	382	303	138	7	597	344	109
Zm00001eb310790	15	11	18	7	256	205	471	146
Zm00001eb169870	15	4	349	25	90	12	426	92
Zm00001eb205400	15	0	0	0	214	175	369	163
Zm00001eb221120	15	14	14	6	78	146	285	151
Zm00001eb144590	15	11	7	0	212	116	160	110
Zm00001eb242240	15	41	105	4	22	23	74	9
Zm00001eb033930	15	14	0	16	22	54	54	25
Zm00001eb238440	15	0	32	0	13	2	44	0
Zm00001eb134120	14	31	40	14	466	617	726	295
Zm00001eb384610	14	11	8	3	286	425	306	254
Zm00001eb381410	14	6	23	13	218	212	304	134
Zm00001eb430870	14	7	4	9	184	79	173	107
Zm00001eb382310	14	1	39	0	133	60	153	1
Zm00001eb338040	14	3	1	7	38	31	79	30
Zm00001eb106600	14	2	47	11	0	1	0	1
Zm00001eb119760	13	275	365	55	78	605	741	197
Zm00001eb170080	13	23	937	81	10	6	304	18
Zm00001eb093090	13	9	10	2	174	306	410	299
Zm00001eb175940	13	13	11	18	334	253	229	67
Zm00001eb423090	13	2	0	1	237	99	132	105
Zm00001eb320970	13	13	5	43	50	37	20	296
Zm00001eb405960	13	4	1	4	66	80	78	58
Zm00001eb369550	13	65	7	19	2	65	21	8
Zm00001eb218960	12	33	53	46	350	548	801	299
Zm00001eb428800	12	4	1331	78	22	1	430	44
Zm00001eb086470	12	11	20	2	140	170	224	180
Zm00001eb018630	12	2	1	1	200	45	314	106
Zm00001eb115410	12	2	0	2	123	112	237	98
Zm00001eb389760	12	2	3	3	138	132	221	63
Zm00001eb189370	11	12	7	25	173	236	311	88
Zm00001eb097980	11	9	3	1	129	110	201	122
Zm00001eb099160	11	0	7	1	93	93	86	17
Zm00001eb386040	11	4	203	7	10	0	60	3
Zm00001eb070780	10	1	0	0	612	1127	947	578
Zm00001eb335390	10	85	11	64	138	257	217	234
Zm00001eb154630	10	31	18	8	95	234	224	190
Zm00001eb415720	10	144	32	60	31	172	96	130
Zm00001eb349440	10	7	6	4	72	81	152	95
Zm00001eb397940	10	7	161	9	13	4	16	17
Zm00001eb188120	10	1	63	5	10	1	112	4
Zm00001eb246540	10	7	53	3	2	2	0	0
Zm00001eb272850	9	14	16	28	664	1059	1390	927
Zm00001eb281930	9	20	1	6	245	449	552	342
Zm00001eb323990	9	8	6	8	278	329	466	269
Zm00001eb058440	9	3	0	2	335	272	549	168
Zm00001eb159130	9	6	12	5	328	203	468	251
Zm00001eb395860	9	1	0	1	177	126	247	140
Zm00001eb045750	9	7	2	3	94	132	251	75
Zm00001eb386210	9	27	31	2	48	65	125	98
Zm00001eb068480	9	17	1	25	5	55	8	125
Zm00001eb022640	9	4	0	2	31	33	54	25
Zm00001eb128610	9	10	5	4	4	87	7	20
Zm00001eb264060	9	32	58	21	0	0	0	0
Zm00001eb231980	8	0	3	5	623	116	182	146
Zm00001eb187390	8	13	29	3	132	564	99	71
Zm00001eb410280	8	2	5	3	132	126	212	130
Zm00001eb066550	8	4	2	7	175	103	179	74
Zm00001eb424340	8	1	0	0	200	120	164	48
Zm00001eb051340	8	6	6	5	48	65	91	146
Zm00001eb215970	8	15	2	5	52	86	88	52
Zm00001eb054810	8	4	63	0	8	8	61	7
Zm00001eb099460	8	4	8	5	0	47	4	8
Zm00001eb330320	7	0	0	7	533	285	1522	428
Zm00001eb339700	7	4	0	0	415	523	656	517
Zm00001eb178570	7	0	4	13	426	454	693	405
Zm00001eb344730	7	261	475	204	15	404	452	135
Zm00001eb286610	7	3	4	3	204	218	419	176
Zm00001eb351560	7	1	2	2	178	257	299	243
Zm00001eb276120	7	1	13	0	224	202	390	148
Zm00001eb120240	7	7	8	7	219	180	236	127
Zm00001eb302650	7	2	0	2	175	194	228	133
Zm00001eb376710	7	6	5	13	41	258	66	295
Zm00001eb093950	7	8	4	3	165	173	151	179
Zm00001eb190090	7	7	15	10	131	80	320	59
Zm00001eb080500	7	12	7	11	130	84	183	85
Zm00001eb107320	7	9	6	2	154	90	119	25
Zm00001eb241570	7	3	11	0	42	101	113	64
Zm00001eb053150	7	19	39	0	13	91	56	19
Zm00001eb322270	7	0	1	1	40	33	97	27
Zm00001eb021500	7	22	3	85	5	14	26	14
Zm00001eb301130	6	14	6	8	1402	1780	2641	1971
Zm00001eb364020	6	8	5	1	541	575	714	622
Zm00001eb233980	6	10	8	3	455	380	333	330
Zm00001eb422450	6	2	0	0	135	301	280	366
Zm00001eb218970	6	19	16	6	125	323	349	169
Zm00001eb399090	6	10	2	4	156	232	276	225
Zm00001eb365130	6	9	15	7	186	188	287	161
Zm00001eb128310	6	148	219	46	10	127	178	26
Zm00001eb086870	6	7	43	7	89	178	141	251
Zm00001eb370950	6	0	0	0	119	161	220	208
Zm00001eb260620	6	41	7	12	57	74	163	180
Zm00001eb205390	6	3	7	5	82	68	186	101
Zm00001eb147140	6	3	5	4	43	215	74	28
Zm00001eb266010	6	0	0	0	85	60	155	50
Zm00001eb092500	6	14	18	2	59	59	67	100
Zm00001eb130790	6	30	4	31	5	127	38	79
Zm00001eb304180	6	1	0	0	30	133	14	126
Zm00001eb269890	6	3	2	1	109	35	85	30
Zm00001eb354650	5	16	5	3	630	710	944	892
Zm00001eb132370	5	5	16	5	236	328	491	340
Zm00001eb158070	5	21	5	6	242	412	305	251
Zm00001eb342280	5	38	30	19	90	389	496	62
Zm00001eb355800	5	15	6	16	92	278	208	311
Zm00001eb179400	5	12	2	5	205	169	226	234
Zm00001eb055660	5	4	4	1	95	199	161	195
Zm00001eb276110	5	0	2	0	144	84	278	70
Zm00001eb032430	5	4	6	0	92	106	177	146
Zm00001eb161880	5	10	7	11	79	92	162	100
Zm00001eb092510	5	1	1	5	63	147	122	108
Zm00001eb164240	5	11	3	11	115	62	108	55
Zm00001eb389970	5	7	10	1	67	160	42	55
Zm00001eb038690	5	3	2	0	77	75	96	41
Zm00001eb298650	5	3	7	1	31	89	81	79
Zm00001eb336010	5	2	2	1	50	75	60	72
Zm00001eb267040	5	0	1	0	58	67	79	52
Zm00001eb423890	5	0	2	5	49	41	93	31
Zm00001eb168300	5	0	0	2	31	37	76	60
Zm00001eb365170	4	13	4	2	650	403	1091	444
Zm00001eb232110	4	11	4	14	512	581	811	598
Zm00001eb433790	4	2	1	1	418	447	873	515
Zm00001eb059400	4	7	1	4	594	691	559	294
Zm00001eb058170	4	5	6	2	210	133	281	192
Zm00001eb378630	4	7	7	3	167	145	277	82
Zm00001eb266000	4	2	0	0	127	149	227	81
Zm00001eb431580	4	16	2	14	41	97	131	61
Zm00001eb223700	4	1	2	0	124	69	73	57
Zm00001eb171380	4	3	1	0	55	73	101	81
Zm00001eb072120	4	2	0	1	71	88	79	61
Zm00001eb356570	4	3	1	3	52	38	73	61
Zm00001eb385520	4	0	0	0	57	56	46	29
Zm00001eb196990	4	14	5	75	4	0	6	13
Zm00001eb274870	4	2	0	36	6	6	10	0
Zm00001eb044850	3	0	24	0	314	241	1560	675
Zm00001eb002910	3	41	1	8	485	724	679	637
Zm00001eb400520	3	31	2	5	512	686	560	679
Zm00001eb014670	3	7	4	12	277	336	505	409
Zm00001eb083010	3	5	1	2	312	229	344	569
Zm00001eb065970	3	1	6	5	243	272	376	167
Zm00001eb223960	3	14	25	4	150	206	283	196
Zm00001eb051280	3	1	0	0	199	224	253	183
Zm00001eb061020	3	0	0	0	114	242	235	244
Zm00001eb375000	3	14	17	0	222	394	155	25
Zm00001eb310430	3	2	0	5	148	168	216	136
Zm00001eb248860	3	16	5	9	114	116	222	145
Zm00001eb000070	3	0	2	3	155	88	220	91
Zm00001eb214550	3	36	18	212	4	46	25	193
Zm00001eb278960	3	0	1	0	98	138	129	55
Zm00001eb101870	3	0	1	0	61	158	92	65
Zm00001eb061670	3	6	2	0	63	13	196	58
Zm00001eb019070	3	2	1	0	49	71	109	46
Zm00001eb379200	3	7	1	2	35	57	89	80
Zm00001eb065820	3	0	1	1	92	51	28	63
Zm00001eb039440	3	0	0	1	52	39	74	69
Zm00001eb365500	3	1	0	0	55	69	74	35
Zm00001eb157250	3	9	0	0	39	75	43	55
Zm00001eb302170	3	5	0	1	34	78	62	30
Zm00001eb035600	3	0	132	5	2	0	60	2
Zm00001eb301710	3	2	1	0	41	22	75	43
Zm00001eb114840	3	1	0	1	39	31	68	25
Zm00001eb200910	3	3	18	1	2	13	73	1
Zm00001eb087860	3	2	0	0	1	66	0	0
Zm00001eb160010	2	797	14	7	12678	13394	17954	14551
Zm00001eb188570	2	11	3	5	4441	3112	7670	2547
Zm00001eb374980	2	2	0	0	706	762	1085	661
Zm00001eb345080	2	4	1	2	495	827	927	734
Zm00001eb395670	2	39	10	0	633	672	866	672
Zm00001eb234010	2	2	0	2	431	451	830	525
Zm00001eb281470	2	4	8	1	545	262	718	341
Zm00001eb423520	2	0	0	1	337	409	604	368
Zm00001eb140700	2	12	17	0	428	394	509	299
Zm00001eb385580	2	4	3	2	303	204	432	306
Zm00001eb280470	2	7	2	13	202	271	286	261
Zm00001eb346050	2	6	4	1	238	233	359	173
Zm00001eb256300	2	6	13	5	159	254	268	124
Zm00001eb201190	2	3	3	7	189	215	263	139
Zm00001eb309490	2	6	13	7	202	102	295	117
Zm00001eb355950	2	0	0	0	187	140	283	127
Zm00001eb056970	2	0	559	7	0	1	126	0
Zm00001eb268600	2	0	1	0	126	181	355	25
Zm00001eb306880	2	5	3	2	88	160	234	195
Zm00001eb390300	2	9	0	2	99	328	105	117
Zm00001eb149150	2	6	0	10	78	148	163	86
Zm00001eb191880	2	1	1	1	72	118	190	97
Zm00001eb280770	2	2	3	4	106	112	141	59
