Gene_ID	C_6_Susc	T_6_Susc	C_24_Susc	T_24_Susc	C_6_Tol	T_6_Tol	C_24_Tol	T_24_Tol
Zm00001eb175560	2893.52108178413	2633.99362150677	2764.50020559566	2848.57951375709	2593.04671425365	2980.90321343593	2515.8959884702	2791.04769577594
Zm00001eb315020	3640.04952088443	2318.5934354851	2232.97767046005	2232.22705623499	3746.36541788488	2709.21871844737	2662.49279248588	2463.40779515759
Zm00001eb214540	2836.61516717571	2083.60689462476	1902.59803253297	2801.70860443982	3859.39284554808	2739.72364420047	2936.03096310731	2987.63163614695
Zm00001eb287230	2792.24784392168	2482.10118064647	1989.07976128447	4373.05583930131	3285.47687789904	2788.34086961948	2175.20174003153	2505.61225693216
Zm00001eb043650	3520.45064950402	1994.25840000105	2920.94468120231	2309.56405660849	2788.37566691432	2470.89898600126	3595.30709289849	2110.22308872833
Zm00001eb087380	1988.81349021296	1761.95231397943	3473.84472232144	3962.93538277519	1418.8782909564	1655.84550103557	3085.08469679923	4990.12228297704
Zm00001eb282310	1736.11264907048	2785.88606236706	2644.98051305146	3003.25351450409	2182.63644293293	3127.70816862273	2765.68383888798	3809.50799702008
Zm00001eb306210	3608.22078898481	1479.61107096852	1736.436508752	2220.50932890567	4579.25685085929	2612.93754653914	3249.69898510734	2575.58281197947
Zm00001eb367170	2676.50700065032	2932.41759354994	2568.21583247428	2186.52791965065	2807.03067924708	2917.03352514037	2492.96464482529	3385.2420918126
Zm00001eb395780	2820.21854771226	2925.26971398004	2360.27100154371	3507.11578966474	2441.61190825831	2876.04253115964	2297.2292472848	2896.55885021236
Zm00001eb199970	3085.45798020914	4295.87562150765	2181.47731513612	3937.15638265069	1703.09289061433	2331.72026225273	1872.99938985395	2618.89791748494
Zm00001eb275230	2015.81968697628	2848.43000860366	2598.33868181469	3357.12887984948	2105.82168626863	3053.35241209955	2543.74119146759	3557.39187010359
Zm00001eb234680	2169.17630431084	2604.50861828095	2864.58580179122	3081.76228761051	2467.9483962575	2599.59164152216	3074.43800153552	3080.92570954336
Zm00001eb384890	2055.36447509399	2833.24076451763	3219.25806015411	2089.27078281732	2211.16763826539	3359.35494856035	3153.05975117522	2729.96229057591
Zm00001eb052290	2764.2771401311	2656.3307451627	2754.78315742134	2586.10242158038	2653.40116591847	2895.10810975533	2774.69258103419	2798.82220189231
Zm00001eb325650	3673.80726683858	3026.23351290483	2444.80932066035	3957.07651911053	2223.23852859835	2498.54407496501	2426.6275435668	1715.9445642554
Zm00001eb217190	3510.80557923141	2374.88298709803	2250.46835717383	4098.86101979528	2584.26788492059	2046.68986224718	2701.80366730572	2586.68924928856
Zm00001eb279060	2497.1086935797	2734.95742043155	2814.05715128472	2904.82460493782	2516.23195758935	3072.41799069524	2434.81730915426	3028.7254541906
Zm00001eb027590	2782.60277364907	2902.93259032412	3095.85154834017	2671.6418310844	2771.91536191482	2773.08840674292	2596.15569122739	2250.16419882294
Zm00001eb267680	3375.77459541482	2633.99362150677	3080.30427126125	3127.46142419485	2665.47205625143	2307.88828900812	2178.47764626651	2696.64297864862
Zm00001eb011920	1360.9194154658	1752.12397957082	1860.81472538337	1845.54205436751	2707.17149558348	3883.65835994179	3688.67042059563	4776.87868664238
Zm00001eb177310	2976.46868612861	2621.48483225945	2538.09298313387	2745.4635132591	3728.80775921875	2631.04984620504	2962.23821298721	1613.76534101171
Zm00001eb411100	3909.14698149036	1850.40732365689	2340.83690519506	3108.71306046794	4419.04321553088	2026.67100472171	2705.89855009946	1724.82971410268
Zm00001eb086700	2951.39150341981	3712.42995161487	1856.92790611364	5769.80893695596	1283.90378996055	2570.99327362862	974.582104908703	3425.22526612535
Zm00001eb299990	2030.2872923852	689.770378494988	4805.08032220406	1983.81123685346	2726.92386158287	844.60513178901	5571.49752915455	2775.4986835432
Zm00001eb404760	3663.19768953871	3960.81876666876	1962.84373121379	3191.9089245061	1952.19217294001	2904.64089905318	1959.81090508112	2204.62780585565
Zm00001eb130640	2764.2771401311	3546.24175161478	3158.04065665585	2825.14405909846	2477.82457925719	2661.55477195815	2165.37402132656	2204.62780585565
Zm00001eb193140	2728.59038012243	2673.3069591412	3301.85296963587	1965.06287312655	2820.19892324667	3042.86634387192	3254.61284445982	1713.72327679358
Zm00001eb241810	3663.19768953871	2759.97499892619	2749.92463333417	2786.47555891171	3262.43245089975	2231.62597462536	1776.36015592183	2871.01404440143
Zm00001eb067350	1755.40278961571	1884.3597516139	2423.43181467683	2461.89451188962	3124.165888904	3414.64512648785	3552.72031184366	3147.56433339794
Zm00001eb149980	2835.65066014845	2723.34211613047	2981.19037988313	2313.07937480728	2888.23485057792	3019.98764955709	2583.87104284618	2373.44565295391
Zm00001eb371020	2663.96840929592	2869.87364731335	2738.26417552498	2478.29933015066	3286.57423156568	2468.0391492119	2705.07957354071	2570.02959332492
Zm00001eb430580	2073.69010861196	3130.77125161456	2444.80932066035	2997.39465083943	2587.55994592049	2766.41545423443	2584.69001940493	3291.94801841619
Zm00001eb270920	1976.27489885856	2463.3379967755	2096.93899601949	2889.59155940971	2883.84543591139	3470.88858334513	2981.89365039713	3047.60639761607
Zm00001eb205990	2544.36953791551	2271.23873333453	2584.73481437064	2911.85524133541	2413.08071292585	3072.41799069524	2913.0996194624	3084.25764073609
Zm00001eb231800	1825.81180260579	1725.31943118371	3099.7383676099	2583.75887611452	2446.00132292484	2175.38251776808	3990.8727707732	3859.48696491102
Zm00001eb105540	2666.86193037771	3063.75988064678	2480.76239890535	2671.6418310844	3027.5987662403	2777.85480139185	2286.58255202109	2868.79275693961
Zm00001eb369520	2929.2078417928	4955.26751183058	2355.41247745655	5564.7487086929	1254.27524096146	1877.95949167534	1424.2002356607	1625.98242205172
Zm00001eb428350	303.819713587334	857.74554838755	1328.32048543032	921.013368084359	1519.83482828663	4499.47654858254	3269.35442251726	9478.23359958291
Zm00001eb252410	1964.70081453142	2768.90984838856	2781.01918749202	2472.440466486	2427.34631059208	2847.44416326611	3483.10730435018	2761.06031504138
Zm00001eb200320	2055.36447509399	3114.68852258229	2398.16748942358	2854.43837742175	2399.91246892626	3031.42699671451	2747.66635459555	3112.02373400883
Zm00001eb107870	3715.28106901082	1970.13430645265	2309.74235103722	2273.2391018876	4100.81065220732	2557.64736861164	2935.21198654857	1833.67279973182
Zm00001eb359400	2436.34475086224	3562.32448064705	2508.9418386109	3023.17365096393	2408.69129825932	2660.60149302836	2423.35163733181	2666.65559791406
Zm00001eb417150	2250.19489460079	1854.87474838808	3178.44645782194	2042.39987350005	3324.98160989783	2191.58825957442	3634.61796771834	3143.1217584743
Zm00001eb282750	2188.46644485606	2979.7722957005	2498.25308561914	3012.62769636754	2965.04960724222	2979.94993450615	2583.87104284618	2533.3783502049
Zm00001eb071930	2741.12897147683	3202.25004731352	2347.63883891709	3354.78533438361	2833.36716724627	2704.45232379844	2053.17423277825	2637.77886091041
Zm00001eb040040	1421.68335818327	2304.2976763453	2276.70438724451	2418.53892077114	2675.34823925113	3781.65751445486	3447.07233576532	3254.18613156526
Zm00001eb216070	1274.11378301228	3188.84777311997	2616.80107334591	3388.76674363863	2302.24799259592	3018.08109169752	2583.05206628744	3455.21264685991
Zm00001eb362260	2684.22305686841	2671.51998924872	2070.70296594881	3708.660699729	2402.10717625952	3304.06477063286	2686.24311268954	2217.95553062656
Zm00001eb176850	4615.16612544569	1968.34733656018	1602.34124394631	3708.660699729	2815.80950858014	2264.99073716782	1557.69341473643	3720.65649854731
Zm00001eb211960	1556.71434199986	1378.64727204374	2096.93899601949	1198.72350578918	3250.36156056679	3230.66229303945	3973.67426303952	4930.14752150792
Zm00001eb297290	2647.57178983248	2724.23560107671	2544.8949168559	2915.3705595342	2456.97485959117	2756.88266493659	2862.3230728201	2724.40907192136
Zm00001eb038310	2348.57461138145	2323.95434516252	2572.10265174401	2807.56746810448	2464.6563352576	3177.27867297152	2845.12456508642	3156.44948324521
Zm00001eb019210	2773.92221040372	2819.83849032407	2711.05644063687	3078.24696941172	2056.44077127014	2942.77205624455	2194.0382008827	3193.10072636523
Zm00001eb006530	3102.81910669985	3000.32244946395	3461.21255969482	2678.67246748199	1813.92561094426	2003.79231040688	3506.85762455384	1661.52302144083
Zm00001eb234400	2115.1639107842	3115.58200752853	2360.27100154371	3174.33233351212	2370.28391992717	2823.6121900215	2456.92967624043	3349.70149242349
Zm00001eb070200	1929.01405452275	2508.90572903358	2856.81216325176	2158.40537406029	2424.05424959218	3171.55899939282	3194.00857911256	3251.96484410344
Zm00001eb120820	1592.40110200853	2679.56135376486	2736.32076589012	2207.61982884342	2267.13267526367	3522.36564555349	3221.0348055512	3227.53068202343
Zm00001eb316630	2478.78306006174	2918.12183441015	2603.19720590186	3193.08069723903	2514.03725025608	2856.02367363417	2420.89470765557	2731.07293430682
Zm00001eb130200	616.31999042002	983.726925806972	1595.53931022428	1635.79473517273	1326.70058295923	3347.91560140294	2534.73244932138	10372.3018029652
Zm00001eb350120	1648.34250958969	4180.61606344307	3489.39199940036	3858.64760954427	1007.37066596905	2407.98257663549	1266.13775982257	4077.17313616931
Zm00001eb405390	5381.94921211848	1785.18292258159	2678.01847684416	2833.34646822898	3369.97311022978	1800.7438983628	1531.48616485653	2597.79568659766
Zm00001eb035370	2465.27996168008	2714.4072666681	1944.38133968257	2958.72615065268	3395.21224456234	2774.04168567271	2613.35419896107	2882.12048171053
Zm00001eb119320	2353.39714651776	3089.67094408766	2767.41532004796	4711.69815911858	2200.19410159906	2606.26459403065	1932.78467864247	2249.05355509203
Zm00001eb317480	2183.64390971976	2926.16319892628	2550.7251457605	3189.56537904023	2066.31695426984	3296.43853919458	2353.73862983833	3096.47472177609
Zm00001eb349830	2330.24897786349	3129.87776666832	2363.18611599601	2820.45696816673	2862.99571624536	2852.21055791503	2483.13692612033	2763.2816025032
Zm00001eb410660	2205.82757134677	2357.90677311953	2223.26062228572	2733.74578592978	3198.78593823504	3123.8950529036	2604.34545681485	3283.06286856891
Zm00001eb063690	2050.54193995769	3036.06184731343	2838.34977172054	3321.97569786152	1976.33395360594	2778.80808032163	2634.64758948849	2952.09103675784
Zm00001eb079540	1654.12955175326	3112.00806774358	1881.22052654946	4019.18047395592	1607.62312161727	2804.54661142581	2433.99833259552	4360.38728755127
Zm00001eb025410	3134.64783859947	2259.62342903345	2729.51883216809	2887.24801394384	2757.6497642486	2302.16861542941	2963.8761661047	2520.05062543399
Zm00001eb295830	2674.5779865958	2900.2521354854	2651.78244677348	2916.54233226714	2382.35481026013	3034.28683350386	1905.75845220383	3258.6287064889
Zm00001eb211900	1570.21744038152	2933.31107849618	3154.15383738612	2767.7271951848	1949.99746560675	3147.72702614821	2832.83991670521	3090.92150312154
Zm00001eb143170	2205.82757134677	3126.30382688337	2569.18753729172	3271.58947034546	2003.76779527176	2806.45316928538	2299.68617696104	3369.69307957986
Zm00001eb153830	2397.76446977178	2540.17770215188	2299.05359804546	2753.66592238962	2732.41062991604	3146.77374721842	2673.13948774959	3013.17644195787
Zm00001eb024200	1769.87039502463	2937.77850322736	2805.31180792783	3034.89137829324	2257.25649226397	2689.19986092189	2777.96848726918	3249.74355664162
Zm00001eb081650	2067.90306644839	3004.78987419514	2816.00056091959	2891.93510487557	2014.74133193809	3030.47371778472	2350.46272360334	3370.80372331077
Zm00001eb414360	3613.04332412112	3012.83123871127	2778.10407303972	2580.24355791572	2825.68569157984	2757.83594386637	2790.25313565038	806.327348640403
Zm00001eb419950	2084.29968591183	2998.53547957148	2805.31180792783	3053.63974202015	1886.35095294204	2784.52775390034	2362.74737198455	3602.92826307089
Zm00001eb220360	2623.45911415094	2824.30591505526	2595.4235673624	2276.7544200864	2668.76411725133	2618.65722011785	3166.16337611517	2473.40358873578
Zm00001eb168220	2448.88334221663	1885.25323656014	1867.6166591054	3106.36951500208	3377.65458589621	2426.09487630139	3421.68406244417	3040.94253523061
Zm00001eb378250	3266.78530133428	2136.32250645274	4033.5466971626	2027.16682797193	2604.02025091998	1950.40869033896	3076.89493121176	2124.66145723015
Zm00001eb020970	2621.53010009642	2153.29872043125	2077.50489967084	3620.77774475912	2559.02875058803	3093.39012715049	2264.47018493493	3385.2420918126
Zm00001eb335140	3474.15431219548	3622.18797204493	3426.23118626724	3092.3082422069	1528.6136576197	2284.05631576351	1792.73968709677	2156.87012542653
Zm00001eb030420	2447.91883518937	2939.56547311983	1858.87131574851	2903.65283220489	3976.8096878778	2664.4146087475	2094.12306071559	2824.36700770323
Zm00001eb270300	4178.24444209628	3798.20450645362	2839.32147653797	2745.4635132591	2519.52401858925	1854.12751843073	1809.93819483045	1588.22053520079
Zm00001eb401250	2604.16897360572	2644.71544086161	3048.23801228597	3617.26242656032	2068.51166160311	2301.21533649963	2460.20558247542	2809.9286392014
Zm00001eb328720	3911.07599554488	3465.82810645345	3474.81642713887	3460.24488034747	1739.30556161322	1846.50128699245	1712.47998433958	1820.34507496091
Zm00001eb337040	2252.12390865531	2713.51378172187	2754.78315742134	2433.77196629925	1833.67797694365	3058.11880674847	2719.00217503941	3586.26860710724
Zm00001eb210150	2858.79882880272	2639.35453118419	3326.14559007169	2740.77642232737	2442.70926192494	2250.69155322105	2772.23565135795	2281.26222328841
Zm00001eb361000	4503.28331028337	1514.45698387177	2533.23445904671	1838.51141796992	3360.09692723008	1928.48327495391	2803.35676059033	2952.09103675784
Zm00001eb042130	2434.41573680771	3073.58821505539	2647.89562750375	3223.54678829526	2683.02971491756	2566.2268789797	2138.34779488792	2788.82640831412
Zm00001eb403050	2061.15151725756	2735.85090537779	2507.97013379346	2897.79396854023	2286.88504126306	3190.62457798851	2525.72370717516	3237.52647560162
Zm00001eb228670	164.930701661695	2716.19423656058	6232.51469901251	2072.86596455627	165.700403661575	2501.40391175436	4680.45103323802	1991.38420952099
Zm00001eb062330	2467.2089757346	2844.85606881871	2667.32972385241	4111.75051985753	1793.07589127824	2580.52606292647	2019.59619386963	3177.5517141325
Zm00001eb253120	2209.68559945581	2822.51894516278	2539.06468795131	3055.98328748601	2239.69883359785	3240.1950823373	2318.52263781222	3023.17223553605
Zm00001eb273460	2993.82981261931	1973.7082462376	1983.24953237988	3359.47242531534	2931.0316435766	2358.41207228669	3548.62542904993	2176.86171258291
Zm00001eb051870	2107.44785456611	2740.31833010898	2018.23090580745	1984.98300958639	4146.89950620591	3015.22125490817	2725.55398750938	2614.45534256131
Zm00001eb237960	4879.4410509153	753.207809677818	3269.7867106606	515.580002489972	7209.61358977846	927.540398680256	2812.36550273654	1046.22639451689
Zm00001eb185510	2215.47264161938	2856.47137311979	2541.00809758617	3232.92097015871	2328.58448059511	2856.97695256395	2341.45398145713	3083.14699700518
Zm00001eb048660	2236.69179621913	3044.9966967758	2606.11232035415	3055.98328748601	2035.59105160412	2937.05238266585	2317.70366125347	3140.90047101248
Zm00001eb135720	1511.38251171858	2256.94297419474	1955.07009267433	2416.19537530528	2983.70461957498	3127.70816862273	2488.05078547281	4883.50048480971
Zm00001eb088500	2595.48841036036	2577.70406989384	2063.90103222678	3459.07310761454	2967.24431457549	3266.88689237126	2167.8309510028	2387.88402145574
Zm00001eb279840	2373.65179409025	2296.25631182917	2724.66030808093	2127.93928300407	2617.18849491958	3180.13850976088	2984.35058007337	2835.47344501232
Zm00001eb228320	1714.89349447073	3070.01427527044	2548.78173612563	3456.72956214867	1571.41045061838	3239.24180340751	2791.89108876787	2817.70314531777
Zm00001eb067530	2801.8929141943	2633.10013656053	2749.92463333417	2563.83873965468	3062.71408357256	2708.26543951758	2557.66379296629	2151.31690677198
Zm00001eb105850	2900.27263097496	2561.62134086157	2667.32972385241	3075.90342394585	2567.8075799211	2739.72364420047	2308.69491910726	2537.82092512854
Zm00001eb080510	2329.28447083622	1954.94506236663	2092.08047193232	1969.74996405828	4104.10271320722	3307.87788635199	2479.86101988534	3203.09651994342
Zm00001eb359640	2157.6022199837	2610.76301290461	2297.1101884106	3174.33233351212	2139.83964993425	2537.62851108617	2918.01347881488	3499.63839609629
Zm00001eb021040	1771.79940907915	2138.10947634522	2606.11232035415	1908.81778194583	2379.06274926023	3298.34509705415	3297.19962551466	3731.76293585641
Zm00001eb129760	3551.31487437639	2224.77751613021	2612.91425407618	2232.22705623499	2369.18656626053	2223.0464642573	3612.50560063218	2094.67407649559
Zm00001eb269840	2556.90812926991	2792.14045699072	2531.29104941185	2893.1068776085	2509.64783558955	2813.12612179387	2414.34289518559	2789.93705204503
Zm00001eb396060	3152.97347211744	2423.13117419483	3278.53205401749	2957.55437791975	2004.86514893839	2407.98257663549	2675.59641742583	2275.70900463386
Zm00001eb281500	2347.61010435419	1345.58832903297	2913.17104266285	1027.64468678115	3258.04303623322	2840.77121075762	3967.94142712829	3247.5222691798
Zm00001eb203620	2588.73686116953	2942.24592795855	1460.47234060115	4317.98252085351	1488.01157195428	3901.7706596077	1999.94075645971	2749.95387773228
Zm00001eb417810	1847.9954642328	4167.21378924952	2282.53461614911	3857.47583681133	1376.08149795772	2909.4072937021	1756.70471851191	3176.44107040159
Zm00001eb241690	2082.37067185731	3107.5406430124	2492.42285671454	3080.59051487758	1922.56362394092	3090.53029036114	2199.77103679393	3349.70149242349
Zm00001eb293360	2308.06531623647	1854.87474838808	1895.79609881094	2404.47764797596	3202.07799923494	3371.74757464755	2976.16081448591	3293.0586621471
Zm00001eb030660	2938.85291206541	2723.34211613047	2722.71689844606	1936.94032753619	3760.63101555111	2250.69155322105	2460.20558247542	2422.31397711394
Zm00001eb003420	1418.78983710148	3117.368977421	3059.89847009516	3502.42869873301	1696.50876861454	2925.61303550843	2511.80110567646	3037.61060403788
Zm00001eb393010	1856.67602747815	3123.62337204466	3080.30427126125	2903.65283220489	1661.39345128228	3104.82947430791	2561.75867576002	2822.14572024141
Zm00001eb194730	1901.04335073217	2880.59546666819	2246.5815379041	2717.34096766874	2923.35016791017	2715.89167095586	2710.81240945194	3174.21978293977
Zm00001eb232200	1849.92447828732	2932.41759354994	2560.44219393482	2576.72823971693	2559.02875058803	3059.07208567825	2646.93223786969	2994.2954985324
Zm00001eb065780	2394.87094869	2850.21697849613	2260.18540534816	2720.85628586753	2424.05424959218	2533.81539536703	2900.8149710812	3063.1554098488
Zm00001eb298250	2808.64446338513	2801.96879139933	2396.22407978872	4864.02861439971	2746.67622758227	2592.91868901367	1871.36143673646	1457.16457495345
Zm00001eb019730	1560.57237010891	2496.39693978627	2662.47119976524	2526.34201220086	1767.83675694568	3317.41067564984	2901.63394763995	3911.68722026377
Zm00001eb279780	2536.65348169742	2656.3307451627	1936.60770114311	3521.17706245992	2769.72065458156	2885.57532045749	2208.77977894015	2901.00142513599
Zm00001eb053790	2282.98813352768	2748.35969462511	2659.55608531295	3081.76228761051	1940.12128260705	2863.64990507245	2413.52391862685	3239.74776306344
Zm00001eb030390	4722.2264054717	1449.23258279647	2063.90103222678	2332.99951126712	3758.43630821784	2366.99158265475	2474.94716053286	2049.1376835283
Zm00001eb419550	2046.68391184864	2838.60167419505	2570.15924210915	3122.77433326312	2086.06932026923	2999.96879203162	2379.12690315948	3148.67497712884
Zm00001eb034840	3452.93515759573	2295.36282688293	2460.35659773927	3241.12337928923	3179.03357223565	2026.67100472171	2219.42647420385	2460.07586396486
Zm00001eb212160	1473.76673765538	2829.66682473268	2771.30213931769	2288.47214741572	2082.77725926933	2624.37689369655	3199.74141502379	3697.33298019821
Zm00001eb202180	2359.18418868133	2627.73922688311	2413.7147665025	3416.889289229	2216.65440659855	2739.72364420047	2188.30536497148	3359.69728600168
Zm00001eb252690	2223.18869783747	2588.42588924868	2616.80107334591	4063.70783780732	2081.6799056027	3117.22210039511	2011.40642828216	2652.21722941223
Zm00001eb355110	2097.80278429349	2315.91298064639	2179.53390550126	2417.36714803821	2787.27831324769	2792.15398533861	2931.93608031358	3606.26019426362
Zm00001eb287240	2729.5548871497	2608.97604301213	2945.23730163812	2568.5258305864	3188.90975523534	2076.2415090705	2662.49279248588	2287.92608567387
Zm00001eb352310	2342.78756921788	2854.68440322732	3149.29531329896	3675.85106320691	1516.54276728673	2307.88828900812	2379.12690315948	2950.98039302693
Zm00001eb111740	2142.17010754752	3027.12699785106	2684.82041056619	3222.37501556232	2316.51359026215	3023.80076527623	2240.71986473127	2448.96942665577
Zm00001eb367890	1528.74363820928	2059.48280107636	1716.03070758592	2405.64942070889	3269.01657289955	4257.34370041729	2504.43031664774	3480.75745267083
Zm00001eb079730	8392.17564420124	1418.85409462441	3054.06824119057	1177.63159659641	3474.22170855991	952.325650854651	1230.92176779645	1350.54277678613
Zm00001eb358890	2884.84051853878	2806.43621613052	2554.61196503023	3351.27001618482	2229.82265059815	2622.47033583698	2230.89214602631	2423.42462084485
Zm00001eb268970	2220.29517675569	2879.70198172195	1986.16464683217	3421.57638016072	2642.42762925214	3184.9049044098	2141.62370112291	2726.63035938318
Zm00001eb154010	2130.59602322038	2566.98225053899	2272.81756797478	4153.93433824307	2118.98993026822	2776.90152246206	2367.66123133703	2893.22691901963
Zm00001eb267430	2031.25179941246	2757.29454408748	2476.87557963562	2600.16369437556	2408.69129825932	2725.4244602537	2643.6563316347	3403.01239150715
Zm00001eb215920	1990.74250426748	2770.69681828104	4320.19961830521	1907.6460092129	2475.62987192393	2431.8145498801	2512.62008223521	2428.97783949939
Zm00001eb129730	2945.60446125624	1644.01230107614	2177.59049586639	1873.66459995787	2855.31424057893	2258.31778465933	4270.96275386461	2637.77886091041
Zm00001eb081030	4343.17514375798	2799.28833656062	4074.35829949477	2265.03669275708	3297.54776823201	1942.78245890068	1393.89810298707	870.744685033162
Zm00001eb218130	1822.918281524	2443.68132795828	2884.9916029573	2361.12205685748	2064.12224693657	3053.35241209955	2736.20068277309	3599.59633187816
Zm00001eb055050	2543.40503088825	2646.50241075409	2492.42285671454	2534.54442133138	3397.4069518956	2908.45401477231	1974.55248313856	2645.55336702678
Zm00001eb364200	2250.19489460079	1969.24082150642	3873.21540228623	2521.65492126913	1984.01542927237	1921.81032244542	2973.70388480967	3477.4255214781
Zm00001eb264960	5111.8872444853	3556.96357096962	4024.80135380571	4081.2844288013	1461.67508395509	797.894464229573	1147.38615880428	864.080822647704
Zm00001eb255720	1883.68222424147	2633.10013656053	2781.99089230945	2833.34646822898	2450.39073759137	2990.43600273378	2345.54886425086	3147.56433339794
Zm00001eb008060	2256.94644379162	2749.25317957135	2628.4615311551	2604.85078530729	2166.17613793344	2655.83509837944	2796.80494812035	3020.95094807424
Zm00001eb342550	1304.97800788464	2913.65440967896	1960.90032157893	2604.85078530729	1906.10331894143	3851.24687632912	2556.84481640754	3871.70404595102
Zm00001eb007650	3149.11544400839	4337.86941398079	2370.95975453547	4445.70574874307	2201.29145526569	2265.9440160976	1117.08402613065	1262.80192204427
Zm00001eb137100	2796.10587203073	2717.08772150681	2609.99913962388	2913.02701406834	2263.84061426377	2660.60149302836	2091.66613103935	3018.72966061242
Zm00001eb064400	3085.45798020914	2428.49208387225	2518.65888678522	1867.80573629322	2960.66019257569	3104.82947430791	2774.69258103419	1988.05227832827
Zm00001eb386980	1340.66476789331	3029.80745268977	2427.31863394656	2449.00501182737	1593.35752395104	3301.2049338435	2898.35804140496	3782.85254747825
Zm00001eb357670	1933.83658965906	3109.32761290487	2293.22336914087	3046.60910562256	1985.112782939	3136.28767899079	2264.47018493493	3220.86681963797
Zm00001eb309070	2314.8168654273	2937.77850322736	2698.42427801025	2494.7041484117	2088.2640276025	2682.5269084134	2529.81858996889	3118.68759639428
Zm00001eb032970	3255.21121700715	859.532518280024	2711.05644063687	2131.45460120286	4016.31441987659	1597.69548631871	3979.40709895075	2269.04514224841
Zm00001eb045250	2608.99150874202	3167.40413441028	2851.95363916459	3213.00083369887	2403.20452992615	2299.30877864006	1979.46634249104	2483.39938231397
Zm00001eb076610	2052.47095401221	2939.56547311983	2834.46295245081	2618.91205810247	2452.58544492464	2715.89167095586	2582.23308972869	2624.45113613949
Zm00001eb252780	2304.20728812743	2742.99878494769	2800.45328384067	3087.62115127517	2329.68183426175	2926.56631443822	2067.91581083569	2734.40486549955
Zm00001eb420400	2515.43432709767	2492.82300000132	2519.63059160265	2704.45146760649	2614.99378758631	2780.7146381812	2531.45654308639	2713.30263461226
Zm00001eb054250	1880.78870315968	2944.03289785102	2256.29858607843	3202.45487910248	1688.82729294811	2802.64005356624	2576.50025381746	3560.72380129632
Zm00001eb059090	2035.1098275215	2200.65342258181	2281.56291133167	2463.06628462255	2834.4645209129	3529.99187699177	2358.65248919081	3259.73935021981
Zm00001eb160610	2282.02362650042	2613.44346774332	2630.40494078997	2947.00842332336	2124.47669860139	2787.38759068969	2676.41539398457	2754.39645265592
Zm00001eb390440	2846.26023744832	2945.81986774349	2721.74519362863	3176.67587897799	2853.11953324566	1991.39968431969	1999.94075645971	2470.07165754305
Zm00001eb165060	1960.84278642238	2779.63166774341	2605.14061553672	3127.46142419485	2187.02585759946	2523.3293271394	2762.40793265299	2895.44820648145
Zm00001eb206010	2671.68446551401	2075.56553010862	2049.32545996529	1886.55410002012	3594.93061188954	2939.9122194552	3026.11838456946	2494.50581962306
Zm00001eb254260	1568.288426327	2024.63688817311	1927.86235778622	2547.43392139363	2452.58544492464	3513.78613518543	2606.80238649109	4384.82144963128
Zm00001eb381470	1997.49405345831	2907.4000150553	3460.24085487738	1885.38232728719	1912.68744094123	2840.77121075762	3109.65399356164	2314.5815352157
Zm00001eb259960	3032.41009370977	1675.28427419443	5720.42626022554	4432.81624868083	2239.69883359785	785.501838142375	2073.64864674692	1096.20536240782
Zm00001eb328770	529.514357966496	1239.26362043076	1738.37991838687	1059.28255057031	1451.79890095539	4382.22324021905	2466.75739494539	8335.38120047689
Zm00001eb101670	1808.45067611508	3126.30382688337	2010.45726726799	4569.91365843384	1426.55976662283	3073.37126962502	1391.44117331083	3873.92533341284
Zm00001eb362520	2638.89122658713	2833.24076451763	2452.58295919981	2969.27210524906	2176.05232093313	2820.75235323215	2210.41773205764	2697.75362237953
Zm00001eb058600	1938.65912479537	2877.91501182948	2643.03710341659	3252.84110661855	1835.87268427692	3025.7073231358	2368.48020789577	2847.69052605233
Zm00001eb355010	2500.96672168875	2810.9036408617	2210.6284596591	2658.75233102215	2719.24238591644	2501.40391175436	2389.77359842319	3013.17644195787
Zm00001eb145810	2695.79714119555	2314.12601075391	2112.48627309841	3012.62769636754	3952.66790721188	2192.5415385042	2373.39406724825	2309.02831656115
Zm00001eb246600	1749.61574745214	4006.38649892685	4216.22720283992	3010.28415090168	943.724153304335	3137.24095792058	1929.50877240748	1438.28363152799
Zm00001eb189980	3328.51375107901	2133.64205161403	2683.84870574876	1960.37578219482	3795.74633288336	2675.85395590491	2267.74609116992	1880.31983643003
Zm00001eb056540	2183.64390971976	2725.12908602295	2055.15568886989	1938.11210026912	3881.33991888073	2605.31131510086	2621.54396454854	2714.41327834317
Zm00001eb336890	2539.5470027792	3481.91083548571	2803.36839829297	3271.58947034546	2010.35191727156	2312.65468365704	1730.49746863201	2676.65139149225
Zm00001eb244680	1507.52448360953	2105.94401828068	2173.70367659666	2274.41087462053	2508.55048192292	3390.81315324324	2926.20324440235	3856.15503371829
Zm00001eb105900	2566.55319954252	2731.38348064661	2322.37451366384	2654.06524009042	2483.31134759036	2692.05969771125	2202.22796647017	3149.78562085975
Zm00001eb406760	2833.72164609392	2036.25219247419	2889.85012704446	2062.32000995989	3240.48537756709	2696.82609236017	2714.08831568693	2151.31690677198
Zm00001eb178180	2322.53292164539	2952.07426236715	2506.99842897603	3314.94506146393	2883.84543591139	2978.04337664658	1960.62988163986	1903.64335477913
Zm00001eb318770	2875.19544826616	3388.09491613082	2955.92605462988	2562.66696692175	1980.72336827247	2157.27021810218	2420.07573109682	2172.41913765927
