gene_id	C_24_Tol
Zm00001eb037560	0
Zm00001eb037570	3141
Zm00001eb037580	49.48
Zm00001eb037590	0
Zm00001eb037600	252
Zm00001eb037610	213.91
Zm00001eb037620	37.09
Zm00001eb037640	3879
Zm00001eb037660	46.56
Zm00001eb037670	285
Zm00001eb037680	5469
Zm00001eb037690	3606
Zm00001eb037700	661
Zm00001eb037710	75
Zm00001eb037720	0
Zm00001eb037730	198
Zm00001eb037740	616
Zm00001eb037750	0
Zm00001eb037790	0
Zm00001eb037820	515
Zm00001eb037840	166
Zm00001eb037850	0
Zm00001eb037860	45
Zm00001eb037870	0
Zm00001eb037880	7
Zm00001eb037890	16
Zm00001eb037900	0
Zm00001eb037910	0
Zm00001eb037920	22.85
Zm00001eb037930	327.15
Zm00001eb037940	2
Zm00001eb037950	3
Zm00001eb037960	0
Zm00001eb037970	65
Zm00001eb037980	377
Zm00001eb037990	11
Zm00001eb038000	0
Zm00001eb038010	457
Zm00001eb038020	1.8
Zm00001eb038030	103
Zm00001eb038040	202.69
Zm00001eb038060	0
Zm00001eb038070	1
Zm00001eb038090	66
Zm00001eb038100	1
Zm00001eb038110	524
Zm00001eb038130	1
Zm00001eb038140	31.32
Zm00001eb038150	274.68
Zm00001eb038160	525
Zm00001eb038170	0
Zm00001eb038180	149
Zm00001eb038190	140
Zm00001eb038200	279
Zm00001eb038210	62
Zm00001eb038220	154.55
Zm00001eb038230	911.45
Zm00001eb038240	8
Zm00001eb038250	16
Zm00001eb038260	0
Zm00001eb038270	24
Zm00001eb038280	404
Zm00001eb038290	177
Zm00001eb038300	107
Zm00001eb038310	2817
Zm00001eb038320	14
Zm00001eb038330	0
Zm00001eb038350	364.49
Zm00001eb038360	2649.51
Zm00001eb038370	7398
Zm00001eb038380	119
Zm00001eb038400	236
Zm00001eb038410	7845
Zm00001eb038420	0
Zm00001eb038430	37
Zm00001eb038440	0
Zm00001eb038450	19.65
Zm00001eb038460	45.35
Zm00001eb038470	240.97
Zm00001eb038480	0
Zm00001eb038490	2102
Zm00001eb038500	4
Zm00001eb038510	7156
Zm00001eb038530	129
Zm00001eb038540	284
Zm00001eb038560	229
Zm00001eb038570	0
Zm00001eb038580	398
Zm00001eb038600	652
Zm00001eb038610	0
Zm00001eb038620	175
Zm00001eb038630	0
Zm00001eb038640	45
Zm00001eb038650	573
Zm00001eb038660	3
Zm00001eb038670	1392
Zm00001eb038680	72
Zm00001eb038690	44
Zm00001eb038700	476
Zm00001eb038710	2001
Zm00001eb038720	991
Zm00001eb038730	0
Zm00001eb038740	32
Zm00001eb038750	0
Zm00001eb038760	0
Zm00001eb038770	0.5
Zm00001eb038780	32
Zm00001eb038800	8.29
Zm00001eb038810	1.71
Zm00001eb038820	193
Zm00001eb038830	507
Zm00001eb038850	0
Zm00001eb038860	75
Zm00001eb038870	11700.9
Zm00001eb038880	317
Zm00001eb038890	4249
Zm00001eb038900	1177
Zm00001eb038910	6
Zm00001eb038920	986
Zm00001eb038930	1183
Zm00001eb038940	0
Zm00001eb038950	403
Zm00001eb038960	0
Zm00001eb038980	0
Zm00001eb038990	0
Zm00001eb039000	1689
Zm00001eb039010	63214
Zm00001eb039020	173
Zm00001eb039040	1188
Zm00001eb039050	0
Zm00001eb039060	0
Zm00001eb039070	0
Zm00001eb039080	453.36
Zm00001eb039090	1805.7
Zm00001eb039100	5750.24
Zm00001eb039120	1805.7
Zm00001eb039130	13931
Zm00001eb039140	26684
Zm00001eb039150	65224.23
Zm00001eb039160	9489
Zm00001eb039170	15142.61
Zm00001eb039180	33370
Zm00001eb039190	19211.9
Zm00001eb039200	15881.6
Zm00001eb039210	37305.44
Zm00001eb039230	0
Zm00001eb039240	0
Zm00001eb039250	0
Zm00001eb039260	0
Zm00001eb039270	50
Zm00001eb039280	23
Zm00001eb039290	6.46
Zm00001eb039300	456
Zm00001eb039310	1866
Zm00001eb039320	0
Zm00001eb039330	0
Zm00001eb039340	1016
Zm00001eb039350	8
Zm00001eb039360	558
Zm00001eb039370	2080
Zm00001eb039380	4173
Zm00001eb039390	286
Zm00001eb039400	585
Zm00001eb039410	1509
Zm00001eb039420	1322.48
Zm00001eb039430	146.13
Zm00001eb039440	73
Zm00001eb039450	0
Zm00001eb039460	2.33
Zm00001eb039470	0
Zm00001eb039480	0
Zm00001eb039490	16
Zm00001eb039500	295.07
Zm00001eb039510	17
Zm00001eb039530	0
Zm00001eb039540	6
Zm00001eb039550	36926
Zm00001eb039560	2093
Zm00001eb039570	319
Zm00001eb039580	0
Zm00001eb039590	856
Zm00001eb039600	22
Zm00001eb039610	433.18
Zm00001eb039620	2537
Zm00001eb039630	1665
Zm00001eb039650	1940
Zm00001eb039660	795
Zm00001eb039670	2527
Zm00001eb039710	1374
Zm00001eb039720	375.13
Zm00001eb039730	54.89
Zm00001eb039740	1442
Zm00001eb039750	577
Zm00001eb039760	3265.36
Zm00001eb039770	3776.64
Zm00001eb039780	0
Zm00001eb039790	111
Zm00001eb039800	10
Zm00001eb039810	1668
Zm00001eb039820	128
Zm00001eb039830	136.97
Zm00001eb039840	674
Zm00001eb039850	413
Zm00001eb039860	21
Zm00001eb039870	182.04
Zm00001eb039880	64.96
Zm00001eb039890	63
Zm00001eb039900	51.5
Zm00001eb039910	127
Zm00001eb039920	306
Zm00001eb039930	0
Zm00001eb039940	11
Zm00001eb039960	0
Zm00001eb039970	3
Zm00001eb039980	1293
Zm00001eb040000	1
Zm00001eb040010	0
Zm00001eb040020	0
Zm00001eb040030	0
Zm00001eb040040	2826
Zm00001eb040050	13
Zm00001eb040060	0
Zm00001eb040070	21
Zm00001eb040080	0
Zm00001eb040090	0
Zm00001eb040100	65
Zm00001eb040120	13.93
Zm00001eb040130	110
Zm00001eb040140	198
Zm00001eb040150	683
Zm00001eb040160	31
Zm00001eb040180	61
Zm00001eb040190	363
Zm00001eb040220	20
Zm00001eb040230	0
Zm00001eb040240	54
Zm00001eb040250	576
Zm00001eb040260	123
Zm00001eb040280	298
Zm00001eb040290	6
Zm00001eb040300	0
Zm00001eb040310	316
Zm00001eb040320	0
Zm00001eb040330	0
Zm00001eb040340	0
Zm00001eb040350	25
Zm00001eb040360	73
Zm00001eb040370	0
Zm00001eb040380	48
Zm00001eb040390	0
Zm00001eb040400	588
Zm00001eb040410	0
Zm00001eb040420	10
Zm00001eb040430	0
Zm00001eb040440	44
Zm00001eb040450	183
Zm00001eb040460	12628
Zm00001eb040470	2
Zm00001eb040480	113
Zm00001eb040490	2064
Zm00001eb040510	303
Zm00001eb040520	31
Zm00001eb040530	0
Zm00001eb040540	222
Zm00001eb040550	724
Zm00001eb040560	15
Zm00001eb040570	9934
Zm00001eb040580	7
Zm00001eb040590	0
Zm00001eb040600	0
Zm00001eb040610	17
Zm00001eb040620	0
Zm00001eb040630	0
Zm00001eb040640	0
Zm00001eb040650	0
Zm00001eb040660	21
Zm00001eb040680	193
Zm00001eb040690	0
Zm00001eb040700	345
Zm00001eb040710	0
Zm00001eb040720	0
Zm00001eb040730	281
Zm00001eb040740	4152
Zm00001eb040760	4.24
Zm00001eb040770	536.76
Zm00001eb040790	28
Zm00001eb040800	35
Zm00001eb040810	0
Zm00001eb040830	1
Zm00001eb040840	0
Zm00001eb040850	0
Zm00001eb040860	1601
Zm00001eb040870	374
Zm00001eb040880	167
Zm00001eb040890	7653
Zm00001eb040900	22
Zm00001eb040910	0
Zm00001eb040920	198
Zm00001eb040930	19
Zm00001eb040940	1
Zm00001eb040960	1192
Zm00001eb040970	587
Zm00001eb040980	0
Zm00001eb040990	0
Zm00001eb041000	2
Zm00001eb041010	4.27
Zm00001eb041020	0
Zm00001eb041030	25
Zm00001eb041040	219
Zm00001eb041050	122
Zm00001eb041060	0
Zm00001eb041070	51
Zm00001eb041080	0
Zm00001eb041090	116
Zm00001eb041100	852
Zm00001eb041110	11.5
Zm00001eb041120	2853
Zm00001eb041130	665
Zm00001eb041140	4943
Zm00001eb041150	2361
Zm00001eb041160	1789
Zm00001eb041170	208
Zm00001eb041180	156
Zm00001eb041190	1853
Zm00001eb041200	4572
Zm00001eb041210	146
Zm00001eb041220	402
Zm00001eb041230	1233
Zm00001eb041240	694
Zm00001eb041250	753
Zm00001eb041260	11
Zm00001eb041270	707
Zm00001eb041280	0
Zm00001eb041290	53
Zm00001eb041300	0
Zm00001eb041310	1
Zm00001eb041320	0
Zm00001eb041330	0
Zm00001eb041340	931
Zm00001eb041350	1
Zm00001eb041360	264
Zm00001eb041370	579
Zm00001eb041380	83
Zm00001eb041390	702
Zm00001eb041400	1085
Zm00001eb041410	475
Zm00001eb041420	0
Zm00001eb041430	434
Zm00001eb041440	3
Zm00001eb041450	56
Zm00001eb041460	1581
Zm00001eb041470	1159
Zm00001eb041480	787
Zm00001eb041490	0
Zm00001eb041500	3
Zm00001eb041520	74
Zm00001eb041540	231
Zm00001eb041550	4
Zm00001eb041560	344
Zm00001eb041570	0
Zm00001eb041580	5
Zm00001eb041590	0
Zm00001eb041600	559
Zm00001eb041610	15
Zm00001eb041620	26
Zm00001eb041630	101
Zm00001eb041640	0
Zm00001eb041650	0
Zm00001eb041660	11
Zm00001eb041670	10
Zm00001eb041680	65.97
Zm00001eb041690	11
Zm00001eb041700	360
Zm00001eb041710	127
Zm00001eb041720	0
Zm00001eb041730	1427
Zm00001eb041740	84
Zm00001eb041750	387
Zm00001eb041760	474
Zm00001eb041770	0
Zm00001eb041780	7712
Zm00001eb041790	301
Zm00001eb041800	439
Zm00001eb041810	0
Zm00001eb041820	0
Zm00001eb041830	0
Zm00001eb041840	886
Zm00001eb041850	1694
Zm00001eb041860	0
Zm00001eb041870	0
Zm00001eb041880	483
Zm00001eb041890	254
Zm00001eb041900	301
Zm00001eb041910	70
Zm00001eb041920	6
Zm00001eb041930	3886
Zm00001eb041940	5
Zm00001eb041950	0
Zm00001eb041960	18
Zm00001eb041970	2025
Zm00001eb041980	58
Zm00001eb041990	1077
Zm00001eb042000	199
Zm00001eb042020	30
Zm00001eb042030	434
Zm00001eb042040	688
Zm00001eb042050	919
Zm00001eb042060	689
Zm00001eb042070	223.86
Zm00001eb042080	443.14
Zm00001eb042090	286
Zm00001eb042100	30
Zm00001eb042110	678
Zm00001eb042120	999
Zm00001eb042130	2199
Zm00001eb042150	669
Zm00001eb042160	435
Zm00001eb042170	138
Zm00001eb042180	0
Zm00001eb042190	10
Zm00001eb042200	59
Zm00001eb042210	0
Zm00001eb042220	765
Zm00001eb042230	2234
Zm00001eb042240	636
Zm00001eb042250	125
Zm00001eb042260	480
Zm00001eb042270	451
Zm00001eb042280	222
Zm00001eb042290	0
Zm00001eb042300	1388
Zm00001eb042310	265
Zm00001eb042320	63
Zm00001eb042340	529
Zm00001eb042350	388
Zm00001eb042360	0
Zm00001eb042370	303.98
Zm00001eb042380	0
Zm00001eb042390	688
Zm00001eb042400	2097
Zm00001eb042410	44
Zm00001eb042420	206
Zm00001eb042430	0
Zm00001eb042440	0
Zm00001eb042450	1108
Zm00001eb042460	22
Zm00001eb042470	1112.29
Zm00001eb042480	763.71
Zm00001eb042490	424
Zm00001eb042510	2.28
Zm00001eb042520	1163
Zm00001eb042530	38.86
Zm00001eb042540	243.14
Zm00001eb042550	150.48
Zm00001eb042560	10.52
Zm00001eb042570	557
Zm00001eb042590	1121
Zm00001eb042600	735
Zm00001eb042610	586
Zm00001eb042620	0
Zm00001eb042630	42
Zm00001eb042640	59
Zm00001eb042650	141
Zm00001eb042670	12080
Zm00001eb042680	0
Zm00001eb042700	1654
Zm00001eb042710	970
Zm00001eb042720	29
Zm00001eb042730	908
Zm00001eb042740	16
Zm00001eb042750	5123
Zm00001eb042760	1123
Zm00001eb042770	168
Zm00001eb042780	311
Zm00001eb042800	130
Zm00001eb042810	9
Zm00001eb042820	29
Zm00001eb042830	4758
Zm00001eb042840	0
Zm00001eb042850	277
Zm00001eb042860	322
Zm00001eb042870	56
Zm00001eb042880	40
Zm00001eb042890	360
Zm00001eb042900	235
Zm00001eb042910	0
Zm00001eb042920	1276
Zm00001eb042930	36
Zm00001eb042940	496
Zm00001eb042960	0
Zm00001eb042970	3425
Zm00001eb042980	546
Zm00001eb042990	2076
Zm00001eb043000	4891
Zm00001eb043010	0
Zm00001eb043020	0
Zm00001eb043030	87
Zm00001eb043040	0
Zm00001eb043050	1
Zm00001eb043060	586
Zm00001eb043070	198
Zm00001eb043080	27
Zm00001eb043090	1034
Zm00001eb043100	2145
Zm00001eb043110	0
Zm00001eb043120	449
Zm00001eb043140	23
Zm00001eb043150	392.83
Zm00001eb043160	19.17
Zm00001eb043170	17
Zm00001eb043180	0
Zm00001eb043190	0
Zm00001eb043200	0
Zm00001eb043210	0
Zm00001eb043220	45
Zm00001eb043230	483
Zm00001eb043240	781
Zm00001eb043250	0
Zm00001eb043270	44
Zm00001eb043280	0
Zm00001eb043290	0
Zm00001eb043300	653
Zm00001eb043310	2189
Zm00001eb043330	0
Zm00001eb043340	197
Zm00001eb043350	24
Zm00001eb043360	73
Zm00001eb043380	81
Zm00001eb043390	2067
Zm00001eb043400	476
Zm00001eb043410	118
Zm00001eb043420	1404
Zm00001eb043430	1243
Zm00001eb043440	2301
Zm00001eb043450	7158
Zm00001eb043460	288.61
Zm00001eb043470	3085
Zm00001eb043480	2503
Zm00001eb043490	1
Zm00001eb043500	0
Zm00001eb043510	0
Zm00001eb043520	0
Zm00001eb043530	0
Zm00001eb043540	1231.07
Zm00001eb043550	15
Zm00001eb043560	0
Zm00001eb043570	0
Zm00001eb043580	1743
Zm00001eb043590	1860
Zm00001eb043600	9.81
Zm00001eb043610	203.19
Zm00001eb043620	354
Zm00001eb043630	1230
Zm00001eb043640	1883
Zm00001eb043650	2918
Zm00001eb043660	6
Zm00001eb043670	10
Zm00001eb043680	2492
Zm00001eb043690	202
Zm00001eb043700	973
Zm00001eb043710	5
Zm00001eb043720	689
Zm00001eb043730	4047
Zm00001eb043750	385
Zm00001eb043760	38
Zm00001eb043770	2183
Zm00001eb043780	42.31
Zm00001eb043790	34.69
Zm00001eb043800	1400
Zm00001eb043810	15
Zm00001eb043820	548.87
Zm00001eb043830	0
Zm00001eb043840	1
Zm00001eb043850	315
Zm00001eb043860	0
Zm00001eb043870	0
Zm00001eb043880	4
Zm00001eb043890	0
Zm00001eb043900	86
Zm00001eb043910	2098
Zm00001eb043920	1115
Zm00001eb043930	718
Zm00001eb043940	9
Zm00001eb043950	553
Zm00001eb043960	537
Zm00001eb043970	1075
Zm00001eb043980	35
Zm00001eb043990	97
Zm00001eb044010	573
Zm00001eb044020	3
Zm00001eb044040	939
Zm00001eb044050	0
Zm00001eb044060	280
Zm00001eb044070	51
Zm00001eb044080	64
Zm00001eb044090	1010
Zm00001eb044100	2
Zm00001eb044110	3
Zm00001eb044120	0
Zm00001eb044130	1011
Zm00001eb044140	196
Zm00001eb044160	173.03
Zm00001eb044170	121
Zm00001eb044180	366
Zm00001eb044190	881
Zm00001eb044200	1297
Zm00001eb044210	564
Zm00001eb044220	103.51
Zm00001eb044230	6.49
Zm00001eb044240	75
Zm00001eb044250	11
Zm00001eb044260	1607
Zm00001eb044270	0
Zm00001eb044280	0
Zm00001eb044290	4
Zm00001eb044300	195.28
Zm00001eb044310	8
Zm00001eb044320	2
Zm00001eb044330	18.3
Zm00001eb044340	34.25
Zm00001eb044350	217
Zm00001eb044360	36
Zm00001eb044370	161.44
Zm00001eb044380	2344
Zm00001eb044390	481.9
Zm00001eb044400	79.61
Zm00001eb044410	249.59
Zm00001eb044420	702
Zm00001eb044430	59.84
Zm00001eb044440	272.06
Zm00001eb044450	1129.1
Zm00001eb044470	527.39
Zm00001eb044480	328.41
Zm00001eb044490	0
Zm00001eb044500	495
Zm00001eb044510	0
Zm00001eb044520	5
Zm00001eb044530	0
Zm00001eb044540	1608.88
Zm00001eb044550	681.12
Zm00001eb044560	2575
Zm00001eb044570	0
Zm00001eb044580	0
Zm00001eb044590	1768
Zm00001eb044600	1867
Zm00001eb044620	312
Zm00001eb044630	482
Zm00001eb044640	1634
Zm00001eb044650	354
Zm00001eb044660	466
Zm00001eb044680	5
Zm00001eb044690	1
Zm00001eb044700	198
Zm00001eb044710	1577
Zm00001eb044720	21
Zm00001eb044730	7
Zm00001eb044740	957
Zm00001eb044760	889
Zm00001eb044770	0
Zm00001eb044780	2921
Zm00001eb044790	981
Zm00001eb044800	400
Zm00001eb044810	214
Zm00001eb044820	988
Zm00001eb044830	460
Zm00001eb044840	2156
Zm00001eb044850	655.74
Zm00001eb044860	1372
Zm00001eb044870	308
Zm00001eb044880	1
Zm00001eb044890	0
Zm00001eb044900	764
Zm00001eb044910	5638
Zm00001eb044920	88
Zm00001eb044930	2.38
Zm00001eb044940	3.62
Zm00001eb044950	48
Zm00001eb044960	609
Zm00001eb044970	2307
Zm00001eb044980	448
Zm00001eb044990	0
Zm00001eb045000	0
Zm00001eb045010	1
Zm00001eb045020	0
Zm00001eb045030	0
Zm00001eb045040	0
Zm00001eb045050	0
Zm00001eb045060	0
Zm00001eb045070	0
Zm00001eb045080	0
Zm00001eb045090	0
Zm00001eb045100	0
Zm00001eb045110	0
Zm00001eb045120	0
Zm00001eb045130	0
Zm00001eb045140	0
Zm00001eb045150	0
Zm00001eb045160	0
Zm00001eb045170	0
Zm00001eb045180	0
Zm00001eb045190	146
Zm00001eb045200	1506
Zm00001eb045210	650
Zm00001eb045220	0
Zm00001eb045230	50.8
Zm00001eb045240	187.2
Zm00001eb045250	2020
Zm00001eb045260	0
Zm00001eb045270	109
Zm00001eb045280	196
Zm00001eb045300	49
Zm00001eb045310	0
Zm00001eb045320	709
Zm00001eb045330	61
Zm00001eb045340	526.08
Zm00001eb045350	795.92
Zm00001eb045360	18
Zm00001eb045370	62
Zm00001eb045380	225
Zm00001eb045390	151
Zm00001eb045420	684
Zm00001eb045450	112.9
Zm00001eb045460	1.1
Zm00001eb045470	371
Zm00001eb045480	0
Zm00001eb045490	97
Zm00001eb045500	0
Zm00001eb045510	337.32
Zm00001eb045520	1457
Zm00001eb045530	1548
Zm00001eb045540	100
Zm00001eb045560	254
Zm00001eb045570	719
Zm00001eb045580	33
Zm00001eb045590	0
Zm00001eb045600	0
Zm00001eb045610	0
Zm00001eb045620	544
Zm00001eb045630	230
Zm00001eb045640	308
Zm00001eb045660	626
Zm00001eb045670	997
Zm00001eb045680	195
Zm00001eb045690	57
Zm00001eb045700	0
Zm00001eb045710	0
Zm00001eb045730	536
Zm00001eb045740	5
Zm00001eb045750	198
Zm00001eb045760	119
Zm00001eb045770	47
Zm00001eb045780	204
Zm00001eb045790	11496
Zm00001eb045800	384
Zm00001eb045810	2079
Zm00001eb045840	0
Zm00001eb045860	2789.26
Zm00001eb045870	2915
Zm00001eb045880	322
Zm00001eb045890	1285
Zm00001eb045900	0
Zm00001eb045910	684
Zm00001eb045930	441
Zm00001eb045940	0
Zm00001eb045950	117
Zm00001eb045960	2604
Zm00001eb045970	134.32
Zm00001eb045980	0
Zm00001eb045990	18
Zm00001eb046010	18
Zm00001eb046020	40
Zm00001eb046030	0
Zm00001eb046040	1508
Zm00001eb046050	1195
Zm00001eb046060	0
Zm00001eb046070	0
Zm00001eb046080	126
Zm00001eb046090	2
Zm00001eb046100	1594
Zm00001eb046110	972
Zm00001eb046120	1508
Zm00001eb046130	1
Zm00001eb046150	0
Zm00001eb046160	984
Zm00001eb046170	38
Zm00001eb046180	0
Zm00001eb046190	0
Zm00001eb046200	55.39
Zm00001eb046210	375
Zm00001eb046220	9
Zm00001eb046230	0
Zm00001eb046240	0
Zm00001eb046250	0
Zm00001eb046260	1582
Zm00001eb046270	15.47
Zm00001eb046280	349
Zm00001eb046290	3
Zm00001eb046300	7
Zm00001eb046310	205
Zm00001eb046320	0
Zm00001eb046330	0
Zm00001eb046340	5591
Zm00001eb046350	385
Zm00001eb046360	1
Zm00001eb046370	1800
Zm00001eb046380	0
Zm00001eb046390	5
Zm00001eb046400	0
Zm00001eb046420	459
Zm00001eb046430	1959
Zm00001eb046440	2478
Zm00001eb046450	4.47
Zm00001eb046460	15.53
Zm00001eb046470	1
Zm00001eb046480	0
Zm00001eb046490	0
Zm00001eb046510	431
Zm00001eb046520	14
Zm00001eb046530	5.57
Zm00001eb046540	0
Zm00001eb046550	0
Zm00001eb046560	258
Zm00001eb046570	0
Zm00001eb046580	3153
Zm00001eb046590	524
Zm00001eb046600	6
Zm00001eb046610	73
Zm00001eb046620	85
Zm00001eb046630	30
Zm00001eb046640	0
Zm00001eb046650	1020
Zm00001eb046660	0
Zm00001eb046670	616.95
Zm00001eb046680	655.07
Zm00001eb046690	521
Zm00001eb046700	523
Zm00001eb046710	0
Zm00001eb046720	0
Zm00001eb046740	316
Zm00001eb046750	415.11
Zm00001eb046760	0
Zm00001eb046770	0
Zm00001eb046780	0
Zm00001eb046790	991
Zm00001eb046810	0
Zm00001eb046820	0.5
Zm00001eb046830	0
Zm00001eb046840	3073
Zm00001eb046850	505.59
Zm00001eb046860	1011.41
Zm00001eb046870	340
Zm00001eb046880	0
Zm00001eb046890	133
Zm00001eb046900	319
Zm00001eb046910	23
Zm00001eb046920	6
Zm00001eb046930	0
Zm00001eb046940	0
Zm00001eb046950	0
Zm00001eb046960	24
Zm00001eb046970	0
Zm00001eb046980	274
Zm00001eb046990	44
Zm00001eb047000	0
Zm00001eb047010	36
Zm00001eb047020	23
Zm00001eb047030	92
Zm00001eb047040	34.3
Zm00001eb047050	62.7
Zm00001eb047060	74
Zm00001eb047070	263
Zm00001eb047100	0
Zm00001eb047110	843
Zm00001eb047120	60
Zm00001eb047140	415
Zm00001eb047150	307
Zm00001eb047160	53
Zm00001eb047170	7720
Zm00001eb047190	0
Zm00001eb047200	802
Zm00001eb047210	0
Zm00001eb047230	2
Zm00001eb047240	345
Zm00001eb047250	3
Zm00001eb047260	225
Zm00001eb047270	53
Zm00001eb047280	224
Zm00001eb047290	0
Zm00001eb047300	0
Zm00001eb047310	832
Zm00001eb047320	0
Zm00001eb047330	94
Zm00001eb047350	0
Zm00001eb047360	43
Zm00001eb047370	337
Zm00001eb047390	30
Zm00001eb047400	70
Zm00001eb047410	95
Zm00001eb047420	151
Zm00001eb047430	137
Zm00001eb047450	1981
Zm00001eb047460	392
Zm00001eb047470	52
Zm00001eb047480	0
Zm00001eb047490	473
Zm00001eb047500	1848
Zm00001eb047510	464
Zm00001eb047520	751
Zm00001eb047530	0
Zm00001eb047540	0
Zm00001eb047550	60
Zm00001eb047560	425
Zm00001eb047570	92
Zm00001eb047580	159
Zm00001eb047590	0
Zm00001eb047600	0
Zm00001eb047610	1477
Zm00001eb047620	0
Zm00001eb047630	232
Zm00001eb047640	0
Zm00001eb047650	265
Zm00001eb047660	915
Zm00001eb047670	93
Zm00001eb047690	0
Zm00001eb047710	0
Zm00001eb047720	0
Zm00001eb047730	0
Zm00001eb047740	1046
Zm00001eb047750	53
Zm00001eb047760	390
Zm00001eb047770	5
Zm00001eb047780	300
Zm00001eb047790	0
Zm00001eb047800	0
Zm00001eb047810	429
Zm00001eb047820	814
Zm00001eb047830	2577
Zm00001eb047840	119
Zm00001eb047860	57
Zm00001eb047870	1
Zm00001eb047880	56
Zm00001eb047890	310
Zm00001eb047910	0
Zm00001eb047920	360
Zm00001eb047930	537
Zm00001eb047940	35
Zm00001eb047970	2672.04
Zm00001eb047980	4257
Zm00001eb047990	1570
Zm00001eb048000	2653
Zm00001eb048010	0
Zm00001eb048020	575
Zm00001eb048030	141
Zm00001eb048040	0
Zm00001eb048050	0
Zm00001eb048060	0
Zm00001eb048070	7
Zm00001eb048080	0
Zm00001eb048090	400.56
Zm00001eb048110	1944.44
Zm00001eb048120	80
Zm00001eb048130	58
Zm00001eb048140	1271
Zm00001eb048150	3156
Zm00001eb048160	415
Zm00001eb048180	0
Zm00001eb048190	15
Zm00001eb048200	0
Zm00001eb048210	181
Zm00001eb048220	2031
Zm00001eb048230	93
Zm00001eb048240	0
Zm00001eb048250	0
Zm00001eb048260	0
Zm00001eb048270	789
Zm00001eb048280	151
Zm00001eb048290	789
Zm00001eb048300	2
Zm00001eb048310	384
Zm00001eb048320	4
Zm00001eb048330	6
Zm00001eb048340	481
Zm00001eb048360	0
Zm00001eb048370	305
Zm00001eb048390	473
Zm00001eb048410	6
Zm00001eb048420	312
Zm00001eb048430	0
Zm00001eb048440	1133.52
Zm00001eb048460	0
Zm00001eb048470	2
Zm00001eb048480	327
Zm00001eb048490	8
Zm00001eb048500	7.16
Zm00001eb048510	426
Zm00001eb048520	4
Zm00001eb048530	0
Zm00001eb048540	183
Zm00001eb048550	365
Zm00001eb048560	54
Zm00001eb048580	176
Zm00001eb048600	2075
Zm00001eb048610	0
Zm00001eb048620	0
Zm00001eb048640	79
Zm00001eb048660	2408
Zm00001eb048670	480
Zm00001eb048680	2148
Zm00001eb048690	0
Zm00001eb048700	105
Zm00001eb048710	10691
Zm00001eb048720	1027.11
Zm00001eb048730	16.89
Zm00001eb048740	1
Zm00001eb048760	1
Zm00001eb048770	36
Zm00001eb048780	58
Zm00001eb048790	0
Zm00001eb048800	944
Zm00001eb048810	555
Zm00001eb048820	1255
Zm00001eb048830	127.8
Zm00001eb048840	921
Zm00001eb048850	287
Zm00001eb048860	135
Zm00001eb048870	95
Zm00001eb048880	0
Zm00001eb048890	97
Zm00001eb048900	0
Zm00001eb048910	0
Zm00001eb048920	42
Zm00001eb048930	6
Zm00001eb048940	0
Zm00001eb048950	3
Zm00001eb048960	6
Zm00001eb048970	0
Zm00001eb048990	2
Zm00001eb049000	11
Zm00001eb049010	19
Zm00001eb049020	0
Zm00001eb049030	2
Zm00001eb049040	4
Zm00001eb049060	1
Zm00001eb049070	374
Zm00001eb049080	111
Zm00001eb049090	0
Zm00001eb049100	1091
Zm00001eb049110	8
Zm00001eb049120	332
Zm00001eb049140	662
Zm00001eb049150	36
Zm00001eb049160	4
Zm00001eb049170	405
Zm00001eb049180	0
Zm00001eb049190	416.41
Zm00001eb049200	420.59
Zm00001eb049210	0
Zm00001eb049220	0
Zm00001eb049230	0
Zm00001eb049240	1703
Zm00001eb049250	1632.91
Zm00001eb049260	6
Zm00001eb049270	22
Zm00001eb049290	4288.74
Zm00001eb049300	443.26
Zm00001eb049310	303
Zm00001eb049320	430
Zm00001eb049330	1968
Zm00001eb049340	0
Zm00001eb049370	0
Zm00001eb049380	0
Zm00001eb049390	0
Zm00001eb049400	0
Zm00001eb049410	0
Zm00001eb049420	0
Zm00001eb049430	79
Zm00001eb049440	0
Zm00001eb049460	0
Zm00001eb049470	0
Zm00001eb049480	0
Zm00001eb049490	2
Zm00001eb049500	9.53
Zm00001eb049510	0
Zm00001eb049520	0
Zm00001eb049540	9
Zm00001eb049550	1
Zm00001eb049560	0
Zm00001eb049570	11013
Zm00001eb049580	29
Zm00001eb049590	23
Zm00001eb049600	28
Zm00001eb049610	1263
Zm00001eb049620	0
Zm00001eb049630	10.65
Zm00001eb049640	24027.35
Zm00001eb049650	44
Zm00001eb049660	70
Zm00001eb049670	0
Zm00001eb049680	0
Zm00001eb049690	0
Zm00001eb049700	1.96
Zm00001eb049710	0
Zm00001eb049720	8876
Zm00001eb049730	134.73
Zm00001eb049740	5.27
Zm00001eb049750	185
Zm00001eb049770	405
Zm00001eb049780	259
Zm00001eb049790	123
Zm00001eb049800	567
Zm00001eb049810	1056.38
Zm00001eb049820	24.62
Zm00001eb049830	453
Zm00001eb049840	366
Zm00001eb049850	277.38
Zm00001eb049860	55.62
Zm00001eb049870	0
Zm00001eb049880	58
Zm00001eb049890	792
Zm00001eb049910	632
Zm00001eb049920	120
Zm00001eb049930	152.89
Zm00001eb049940	250.5
Zm00001eb049950	387.61
Zm00001eb049960	16096.02
Zm00001eb049970	770.02
Zm00001eb049980	190
