gene_id	C_24_Susc
Zm00001eb050650	198
Zm00001eb050660	1656.01
Zm00001eb050670	1174.14
Zm00001eb050680	1649.86
Zm00001eb050690	0
Zm00001eb050700	883
Zm00001eb050710	684
Zm00001eb050720	0
Zm00001eb050730	7
Zm00001eb050740	523
Zm00001eb050760	561
Zm00001eb050770	1
Zm00001eb050780	0
Zm00001eb050790	301
Zm00001eb050810	1
Zm00001eb050830	0
Zm00001eb050840	649
Zm00001eb050850	443
Zm00001eb050860	17
Zm00001eb050870	1081
Zm00001eb050880	2868
Zm00001eb050890	37.5
Zm00001eb050900	37.5
Zm00001eb050910	408
Zm00001eb050930	80
Zm00001eb050950	29
Zm00001eb050970	84.75
Zm00001eb050980	1.25
Zm00001eb050990	321
Zm00001eb051000	24
Zm00001eb051010	0
Zm00001eb051020	0
Zm00001eb051030	597
Zm00001eb051040	1223
Zm00001eb051050	71
Zm00001eb051060	1649
Zm00001eb051070	705
Zm00001eb051080	770
Zm00001eb051090	250
Zm00001eb051100	235.44
Zm00001eb051110	970
Zm00001eb051120	556
Zm00001eb051130	1455
Zm00001eb051140	190
Zm00001eb051150	814
Zm00001eb051160	156
Zm00001eb051170	765
Zm00001eb051180	0
Zm00001eb051190	0
Zm00001eb051200	49
Zm00001eb051220	2409
Zm00001eb051230	0
Zm00001eb051240	23
Zm00001eb051250	0
Zm00001eb051260	0
Zm00001eb051280	0
Zm00001eb051290	99
Zm00001eb051300	2075
Zm00001eb051310	18
Zm00001eb051330	4
Zm00001eb051340	3
Zm00001eb051350	56
Zm00001eb051360	48
Zm00001eb051370	391
Zm00001eb051380	12
Zm00001eb051390	0
Zm00001eb051400	3
Zm00001eb051410	1331
Zm00001eb051420	0
Zm00001eb051430	0
Zm00001eb051440	0
Zm00001eb051450	4
Zm00001eb051460	174.26
Zm00001eb051470	531.74
Zm00001eb051480	21
Zm00001eb051490	216
Zm00001eb051500	662
Zm00001eb051510	495
Zm00001eb051520	6
Zm00001eb051530	0
Zm00001eb051540	0
Zm00001eb051550	0
Zm00001eb051560	0
Zm00001eb051570	0
Zm00001eb051580	95
Zm00001eb051590	0
Zm00001eb051600	1133
Zm00001eb051610	544
Zm00001eb051620	23
Zm00001eb051630	0
Zm00001eb051640	0
Zm00001eb051650	0
Zm00001eb051660	0
Zm00001eb051670	0
Zm00001eb051680	1
Zm00001eb051690	0
Zm00001eb051700	0
Zm00001eb051710	16.7
Zm00001eb051720	3
Zm00001eb051730	0
Zm00001eb051740	19
Zm00001eb051750	136.01
Zm00001eb051760	0
Zm00001eb051770	424
Zm00001eb051780	1403
Zm00001eb051790	2
Zm00001eb051800	4150
Zm00001eb051810	121
Zm00001eb051830	316
Zm00001eb051840	883
Zm00001eb051850	0
Zm00001eb051860	82
Zm00001eb051870	1818
Zm00001eb051880	2
Zm00001eb051890	28
Zm00001eb051900	1899
Zm00001eb051910	30
Zm00001eb051920	0
Zm00001eb051930	148
Zm00001eb051940	29
Zm00001eb051950	954
Zm00001eb051970	9
Zm00001eb051980	517
Zm00001eb051990	569
Zm00001eb052000	152
Zm00001eb052010	8
Zm00001eb052020	1314
Zm00001eb052030	0
Zm00001eb052040	0
Zm00001eb052050	8
Zm00001eb052070	130
Zm00001eb052080	270
Zm00001eb052100	456.34
Zm00001eb052110	94.66
Zm00001eb052120	1
Zm00001eb052130	1436
Zm00001eb052140	0
Zm00001eb052150	462
Zm00001eb052160	0
Zm00001eb052180	0
Zm00001eb052190	0
Zm00001eb052200	225
Zm00001eb052210	0
Zm00001eb052220	559
Zm00001eb052230	39
Zm00001eb052250	154
Zm00001eb052260	1263
Zm00001eb052270	1329
Zm00001eb052280	0
Zm00001eb052290	2590
Zm00001eb052300	1940
Zm00001eb052320	0
Zm00001eb052330	0
Zm00001eb052350	0
Zm00001eb052360	0
Zm00001eb052370	0
Zm00001eb052380	0
Zm00001eb052390	0
Zm00001eb052400	0
Zm00001eb052410	0
Zm00001eb052420	0
Zm00001eb052430	0
Zm00001eb052440	0
Zm00001eb052450	147
Zm00001eb052460	221
Zm00001eb052470	333
Zm00001eb052500	0
Zm00001eb052510	827
Zm00001eb052520	729
Zm00001eb052530	141
Zm00001eb052540	2643
Zm00001eb052550	11
Zm00001eb052570	0
Zm00001eb052580	0
Zm00001eb052590	16
Zm00001eb052600	3
Zm00001eb052610	262
Zm00001eb052620	0
Zm00001eb052630	256
Zm00001eb052640	939
Zm00001eb052650	133
Zm00001eb052660	0
Zm00001eb052670	22
Zm00001eb052680	200.32
Zm00001eb052690	515
Zm00001eb052700	64
Zm00001eb052720	380
Zm00001eb052730	331
Zm00001eb052740	815
Zm00001eb052750	7941.06
Zm00001eb052760	198.06
Zm00001eb052770	15.94
Zm00001eb052780	8.95
Zm00001eb052790	182.05
Zm00001eb052800	148
Zm00001eb052810	622
Zm00001eb052820	6
Zm00001eb052830	0
Zm00001eb052840	0
Zm00001eb052850	422
Zm00001eb052860	365
Zm00001eb052870	1435
Zm00001eb052880	50
Zm00001eb052890	53
Zm00001eb052900	0
Zm00001eb052910	72
Zm00001eb052920	0
Zm00001eb052930	0
Zm00001eb052940	546
Zm00001eb052950	216
Zm00001eb052960	245.45
Zm00001eb052970	500
Zm00001eb052980	11
Zm00001eb053000	0
Zm00001eb053010	516.09
Zm00001eb053020	109
Zm00001eb053030	0
Zm00001eb053040	145
Zm00001eb053050	683.35
Zm00001eb053060	69.65
Zm00001eb053070	1.61
Zm00001eb053090	772
Zm00001eb053110	48
Zm00001eb053120	0
Zm00001eb053130	0
Zm00001eb053140	0
Zm00001eb053150	31
Zm00001eb053160	946
Zm00001eb053170	90
Zm00001eb053180	0
Zm00001eb053190	526.44
Zm00001eb053200	217.56
Zm00001eb053210	388
Zm00001eb053220	2530.43
Zm00001eb053230	28.03
Zm00001eb053240	0
Zm00001eb053250	517
Zm00001eb053260	3
Zm00001eb053270	0
Zm00001eb053280	476
Zm00001eb053290	43
Zm00001eb053300	100
Zm00001eb053310	324
Zm00001eb053320	2120
Zm00001eb053330	109
Zm00001eb053340	586
Zm00001eb053350	116
Zm00001eb053360	34
Zm00001eb053370	66
Zm00001eb053390	239
Zm00001eb053400	0
Zm00001eb053410	705
Zm00001eb053420	920
Zm00001eb053440	427
Zm00001eb053450	0
Zm00001eb053460	197
Zm00001eb053470	914
Zm00001eb053480	6.11
Zm00001eb053490	623
Zm00001eb053500	1582
Zm00001eb053510	996
Zm00001eb053520	943
Zm00001eb053530	106
Zm00001eb053540	302
Zm00001eb053550	20
Zm00001eb053560	33.53
Zm00001eb053570	232
Zm00001eb053580	115
Zm00001eb053590	0
Zm00001eb053600	0
Zm00001eb053610	160
Zm00001eb053620	10
Zm00001eb053630	1062
Zm00001eb053650	746.32
Zm00001eb053660	14.68
Zm00001eb053670	84.45
Zm00001eb053680	106.55
Zm00001eb053690	0
Zm00001eb053700	8093
Zm00001eb053710	465
Zm00001eb053720	0
Zm00001eb053730	183
Zm00001eb053740	208
Zm00001eb053750	2883
Zm00001eb053760	43
Zm00001eb053770	178
Zm00001eb053780	480
Zm00001eb053790	2648
Zm00001eb053800	678
Zm00001eb053810	44
Zm00001eb053820	0
Zm00001eb053830	480
Zm00001eb053840	103
Zm00001eb053850	400
Zm00001eb053860	107
Zm00001eb053870	352
Zm00001eb053880	1516
Zm00001eb053890	197
Zm00001eb053900	0
Zm00001eb053910	4
Zm00001eb053920	0
Zm00001eb053930	44.45
Zm00001eb053940	184.49
Zm00001eb053960	2151.51
Zm00001eb053970	1
Zm00001eb053980	0
Zm00001eb053990	2
Zm00001eb054000	395
Zm00001eb054010	851
Zm00001eb054020	329
Zm00001eb054040	6919
Zm00001eb054050	700
Zm00001eb054060	494
Zm00001eb054090	508
Zm00001eb054100	1018
Zm00001eb054110	97
Zm00001eb054120	243
Zm00001eb054130	0
Zm00001eb054140	1664
Zm00001eb054150	486
Zm00001eb054160	637
Zm00001eb054170	1517.34
Zm00001eb054180	8
Zm00001eb054190	807
Zm00001eb054200	767
Zm00001eb054210	3120
Zm00001eb054220	415
Zm00001eb054230	21735
Zm00001eb054240	297
Zm00001eb054250	2096
Zm00001eb054260	482
Zm00001eb054270	0
Zm00001eb054280	92
Zm00001eb054290	286
Zm00001eb054300	0
Zm00001eb054310	15
Zm00001eb054320	440
Zm00001eb054330	442.17
Zm00001eb054340	0
Zm00001eb054350	0
Zm00001eb054360	0
Zm00001eb054370	451
Zm00001eb054380	1811
Zm00001eb054390	87
Zm00001eb054400	264
Zm00001eb054410	521
Zm00001eb054420	73
Zm00001eb054430	182
Zm00001eb054440	0
Zm00001eb054450	0
Zm00001eb054460	1251
Zm00001eb054470	548
Zm00001eb054480	3161
Zm00001eb054490	0
Zm00001eb054500	533
Zm00001eb054510	1070
Zm00001eb054520	690.2
Zm00001eb054540	0
Zm00001eb054550	0
Zm00001eb054560	0
Zm00001eb054570	0
Zm00001eb054580	0
Zm00001eb054590	0
Zm00001eb054600	0
Zm00001eb054610	0
Zm00001eb054620	0
Zm00001eb054630	0
Zm00001eb054640	0
Zm00001eb054650	866
Zm00001eb054660	1197
Zm00001eb054670	102
Zm00001eb054680	3280
Zm00001eb054690	466
Zm00001eb054700	47
Zm00001eb054710	137
Zm00001eb054730	341
Zm00001eb054740	0
Zm00001eb054750	3
Zm00001eb054760	73
Zm00001eb054780	0
Zm00001eb054790	466
Zm00001eb054800	259
Zm00001eb054810	48
Zm00001eb054820	0
Zm00001eb054830	2136
Zm00001eb054840	576
Zm00001eb054850	0
Zm00001eb054860	0
Zm00001eb054870	0
Zm00001eb054880	362
Zm00001eb054890	24
Zm00001eb054900	0
Zm00001eb054910	3289
Zm00001eb054920	147
Zm00001eb054930	0
Zm00001eb054940	496.88
Zm00001eb054950	816
Zm00001eb054960	799
Zm00001eb054970	0
Zm00001eb054980	7537
Zm00001eb054990	2498
Zm00001eb055000	0
Zm00001eb055010	16
Zm00001eb055020	916
Zm00001eb055030	1954
Zm00001eb055040	24
Zm00001eb055050	2120
Zm00001eb055060	0
Zm00001eb055070	0
Zm00001eb055080	978
Zm00001eb055090	3
Zm00001eb055100	0
Zm00001eb055110	742
Zm00001eb055120	978.08
Zm00001eb055130	0
Zm00001eb055140	0
Zm00001eb055150	0
Zm00001eb055160	0
Zm00001eb055170	1326
Zm00001eb055180	1592
Zm00001eb055200	205
Zm00001eb055210	1071
Zm00001eb055220	152
Zm00001eb055230	774
Zm00001eb055250	0
Zm00001eb055260	25
Zm00001eb055280	985
Zm00001eb055300	1.52
Zm00001eb055310	848.48
Zm00001eb055320	1562
Zm00001eb055330	5161
Zm00001eb055340	7.76
Zm00001eb055350	3.24
Zm00001eb055360	496
Zm00001eb055370	5
Zm00001eb055380	21
Zm00001eb055400	419.54
Zm00001eb055410	692.46
Zm00001eb055420	0
Zm00001eb055430	1844
Zm00001eb055440	0
Zm00001eb055450	448
Zm00001eb055460	3563.98
Zm00001eb055470	965
Zm00001eb055480	11.67
Zm00001eb055490	3249
Zm00001eb055500	0
Zm00001eb055510	0
Zm00001eb055530	0
Zm00001eb055540	50
Zm00001eb055550	4834
Zm00001eb055560	153
Zm00001eb055570	0
Zm00001eb055580	3
Zm00001eb055590	1814
Zm00001eb055600	0
Zm00001eb055610	57.82
Zm00001eb055620	365
Zm00001eb055630	0
Zm00001eb055640	752
Zm00001eb055650	703
Zm00001eb055660	0
Zm00001eb055670	0
Zm00001eb055680	2.06
Zm00001eb055690	0
Zm00001eb055700	88
Zm00001eb055710	7
Zm00001eb055720	401
Zm00001eb055730	389
Zm00001eb055750	285
Zm00001eb055770	22
Zm00001eb055780	0
Zm00001eb055800	348
Zm00001eb055810	5
Zm00001eb055820	1837.85
Zm00001eb055830	586
Zm00001eb055840	226.54
Zm00001eb055850	12726
Zm00001eb055860	177
Zm00001eb055870	515
Zm00001eb055880	3197
Zm00001eb055890	0
Zm00001eb055900	14
Zm00001eb055910	220
Zm00001eb055920	196
Zm00001eb055930	68
Zm00001eb055940	18
Zm00001eb055950	128
Zm00001eb055960	172
Zm00001eb055970	748
Zm00001eb055980	190
Zm00001eb055990	277
Zm00001eb056010	462
Zm00001eb056020	175
Zm00001eb056030	7
Zm00001eb056040	0
Zm00001eb056050	1093
Zm00001eb056060	8
Zm00001eb056070	38
Zm00001eb056080	585
Zm00001eb056090	0
Zm00001eb056100	0
Zm00001eb056110	21
Zm00001eb056120	11
Zm00001eb056130	670
Zm00001eb056150	2.72
Zm00001eb056170	0
Zm00001eb056180	968
Zm00001eb056190	13
Zm00001eb056200	293
Zm00001eb056210	29
Zm00001eb056220	1210
Zm00001eb056230	0
Zm00001eb056240	1508
Zm00001eb056250	0
Zm00001eb056260	233
Zm00001eb056280	1610
Zm00001eb056290	0
Zm00001eb056300	129
Zm00001eb056310	0
Zm00001eb056320	718
Zm00001eb056330	214
Zm00001eb056340	629
Zm00001eb056350	1230
Zm00001eb056360	166
Zm00001eb056370	0
Zm00001eb056380	3
Zm00001eb056390	4136
Zm00001eb056400	0
Zm00001eb056410	740
Zm00001eb056430	220
Zm00001eb056440	1290
Zm00001eb056450	8599
Zm00001eb056460	0
Zm00001eb056470	884
Zm00001eb056480	557
Zm00001eb056490	606
Zm00001eb056500	0
Zm00001eb056510	1028
Zm00001eb056520	640
Zm00001eb056530	441
Zm00001eb056540	1868
Zm00001eb056550	3545
Zm00001eb056560	0
Zm00001eb056570	0
Zm00001eb056580	177
Zm00001eb056600	41
Zm00001eb056610	37
Zm00001eb056620	1424.04
Zm00001eb056630	0
Zm00001eb056640	0
Zm00001eb056650	0
Zm00001eb056660	0
Zm00001eb056670	0
Zm00001eb056700	368
Zm00001eb056720	232
Zm00001eb056730	327
Zm00001eb056740	0
Zm00001eb056750	0
Zm00001eb056760	57
Zm00001eb056770	2.14
Zm00001eb056780	37
Zm00001eb056790	274
Zm00001eb056800	43
Zm00001eb056810	0
Zm00001eb056820	1208
Zm00001eb056840	47.4
Zm00001eb056850	0
Zm00001eb056860	288.25
Zm00001eb056870	3299
Zm00001eb056880	80
Zm00001eb056890	2429
Zm00001eb056900	162
Zm00001eb056910	2911.53
Zm00001eb056920	1597
Zm00001eb056930	6512
Zm00001eb056940	4260
Zm00001eb056950	8
Zm00001eb056960	1639
Zm00001eb056970	1411.91
Zm00001eb056980	721.09
Zm00001eb056990	2
Zm00001eb057000	1526
Zm00001eb057010	179
Zm00001eb057020	3
Zm00001eb057030	47
Zm00001eb057040	542
Zm00001eb057050	884
Zm00001eb057060	448
Zm00001eb057080	7
Zm00001eb057090	514
Zm00001eb057100	1333
Zm00001eb057110	518
Zm00001eb057120	43
Zm00001eb057130	14
Zm00001eb057140	1275
Zm00001eb057150	2248
Zm00001eb057160	153
Zm00001eb057170	68
Zm00001eb057180	245
Zm00001eb057190	113
Zm00001eb057200	138
Zm00001eb057210	245
Zm00001eb057220	19.24
Zm00001eb057230	13874
Zm00001eb057250	1202.96
Zm00001eb057260	389.86
Zm00001eb057270	422.14
Zm00001eb057280	126
Zm00001eb057290	207
Zm00001eb057300	204.18
Zm00001eb057310	0
Zm00001eb057320	229.88
Zm00001eb057330	70
Zm00001eb057350	97
Zm00001eb057360	582
Zm00001eb057370	615
Zm00001eb057390	66
Zm00001eb057400	5060
Zm00001eb057410	845
Zm00001eb057420	337
Zm00001eb057430	1020.64
Zm00001eb057440	358.36
Zm00001eb057460	1061
Zm00001eb057470	116.68
Zm00001eb057480	18.32
Zm00001eb057490	1347.58
Zm00001eb057500	498
Zm00001eb057510	75
Zm00001eb057520	0
Zm00001eb057530	457.99
Zm00001eb057540	3
Zm00001eb057560	0
Zm00001eb057570	201
Zm00001eb057580	3112
Zm00001eb057590	500
Zm00001eb057600	0
Zm00001eb057610	0
Zm00001eb057620	0.7
Zm00001eb057630	304
Zm00001eb057640	506
Zm00001eb057650	0
Zm00001eb057660	0
Zm00001eb057670	0
Zm00001eb057680	0
Zm00001eb057690	12327
Zm00001eb057700	403
Zm00001eb057710	553
Zm00001eb057720	1490
Zm00001eb057730	4
Zm00001eb057740	189
Zm00001eb057750	391.87
Zm00001eb057760	17.13
Zm00001eb057770	9
Zm00001eb057780	10.16
Zm00001eb057790	58.84
Zm00001eb057800	0
Zm00001eb057810	22544
Zm00001eb057820	81
Zm00001eb057830	0
Zm00001eb057840	1231
Zm00001eb057850	20
Zm00001eb057860	720
Zm00001eb057870	774
Zm00001eb057880	0
Zm00001eb057910	1554
Zm00001eb057920	210
Zm00001eb057930	20
Zm00001eb057960	3
Zm00001eb057970	102
Zm00001eb057980	0
Zm00001eb057990	0
Zm00001eb058000	268
Zm00001eb058010	470.61
Zm00001eb058020	10
Zm00001eb058040	2
Zm00001eb058050	375.26
Zm00001eb058060	1139.74
Zm00001eb058070	844
Zm00001eb058080	0
Zm00001eb058090	0
Zm00001eb058100	805
Zm00001eb058110	2670
Zm00001eb058120	2644
Zm00001eb058130	196
Zm00001eb058140	47
Zm00001eb058150	3645
Zm00001eb058160	3
Zm00001eb058170	7
Zm00001eb058180	0
Zm00001eb058190	70
Zm00001eb058200	0
Zm00001eb058220	324
Zm00001eb058230	2637
Zm00001eb058240	185
Zm00001eb058250	0
Zm00001eb058260	1372
Zm00001eb058270	0
Zm00001eb058280	230
Zm00001eb058290	0
Zm00001eb058300	104
Zm00001eb058320	300
Zm00001eb058330	2198
Zm00001eb058340	0
Zm00001eb058360	34
Zm00001eb058370	188
Zm00001eb058380	2.93
Zm00001eb058390	0
Zm00001eb058400	0
Zm00001eb058410	1471
Zm00001eb058420	0
Zm00001eb058440	0
Zm00001eb058450	102
Zm00001eb058460	363
Zm00001eb058470	962
Zm00001eb058480	38
Zm00001eb058490	1257
Zm00001eb058500	0
Zm00001eb058520	54
Zm00001eb058530	1
Zm00001eb058540	140.85
Zm00001eb058550	74
Zm00001eb058560	0
Zm00001eb058570	218
Zm00001eb058590	865
Zm00001eb058600	1874
Zm00001eb058610	4
Zm00001eb058620	0
Zm00001eb058630	621
Zm00001eb058640	90.94
Zm00001eb058670	138.06
Zm00001eb058690	10
Zm00001eb058700	972
Zm00001eb058720	10
Zm00001eb058740	392
Zm00001eb058750	391
Zm00001eb058760	601
Zm00001eb058770	55
Zm00001eb058780	0
Zm00001eb058790	219
Zm00001eb058800	164
Zm00001eb058810	197
Zm00001eb058820	6
Zm00001eb058830	0
Zm00001eb058840	0
Zm00001eb058850	67
Zm00001eb058860	654
Zm00001eb058870	158
Zm00001eb058880	113
Zm00001eb058890	34
Zm00001eb058900	0
Zm00001eb058910	0
Zm00001eb058920	3
Zm00001eb058930	82
Zm00001eb058940	463
Zm00001eb058950	1387
Zm00001eb058960	2
Zm00001eb058970	1067
Zm00001eb058980	160
Zm00001eb058990	4.79
Zm00001eb059000	0
Zm00001eb059010	10.02
Zm00001eb059020	4.12
Zm00001eb059030	138.88
Zm00001eb059040	395
Zm00001eb059050	621.88
Zm00001eb059070	668
Zm00001eb059080	0
Zm00001eb059090	1924
Zm00001eb059100	226
Zm00001eb059110	0
Zm00001eb059120	0
Zm00001eb059130	0
Zm00001eb059140	87
Zm00001eb059150	8
Zm00001eb059160	765
Zm00001eb059170	521
Zm00001eb059180	277
Zm00001eb059190	37
Zm00001eb059210	457
Zm00001eb059220	389
Zm00001eb059230	3894.62
Zm00001eb059240	301.38
Zm00001eb059250	0
Zm00001eb059260	0
Zm00001eb059270	184
Zm00001eb059300	0
Zm00001eb059310	44
Zm00001eb059320	0
Zm00001eb059330	0
Zm00001eb059340	0
Zm00001eb059350	6
Zm00001eb059360	104
Zm00001eb059370	1224
Zm00001eb059400	0
Zm00001eb059410	0
Zm00001eb059420	0
Zm00001eb059440	0
Zm00001eb059450	4
Zm00001eb059460	22
Zm00001eb059480	323.65
Zm00001eb059490	389.3
Zm00001eb059500	10
Zm00001eb059510	8
Zm00001eb059520	21
Zm00001eb059530	0
Zm00001eb059540	409.29
Zm00001eb059550	48
Zm00001eb059560	465
Zm00001eb059570	0
Zm00001eb059580	318.75
Zm00001eb059590	0
Zm00001eb059600	0
Zm00001eb059610	409
Zm00001eb059620	290
Zm00001eb059630	403
Zm00001eb059640	0
Zm00001eb059650	577.82
Zm00001eb059660	0
Zm00001eb059670	0
Zm00001eb059680	0
Zm00001eb059700	0
Zm00001eb059710	0
Zm00001eb059720	0
Zm00001eb059730	1.12
Zm00001eb059740	0
Zm00001eb059760	0
Zm00001eb059770	1567
Zm00001eb059780	415
Zm00001eb059790	64
Zm00001eb059800	154
Zm00001eb059810	316
Zm00001eb059820	0.21
Zm00001eb059830	356
Zm00001eb059840	259.57
Zm00001eb059850	1225
Zm00001eb059860	595
Zm00001eb059870	0
Zm00001eb059880	0
Zm00001eb059890	0
Zm00001eb059900	972
Zm00001eb059910	1632
Zm00001eb059920	160
Zm00001eb059930	17905
Zm00001eb059950	0
Zm00001eb059960	453
Zm00001eb059970	71
Zm00001eb059980	74
Zm00001eb059990	1342
Zm00001eb060000	0
Zm00001eb060010	2564
Zm00001eb060020	577
Zm00001eb060040	570
Zm00001eb060050	2715
Zm00001eb060060	8
Zm00001eb060070	121
Zm00001eb060080	0
Zm00001eb060090	814
Zm00001eb060100	8
Zm00001eb060110	258
Zm00001eb060130	2223.83
Zm00001eb060140	0
Zm00001eb060160	2
Zm00001eb060170	145
Zm00001eb060180	0
Zm00001eb060190	742
Zm00001eb060200	97
Zm00001eb060210	0
Zm00001eb060220	98.59
Zm00001eb060230	387
Zm00001eb060240	0
Zm00001eb060250	6196
Zm00001eb060260	3670
Zm00001eb060270	0
Zm00001eb060280	0
Zm00001eb060290	0
Zm00001eb060300	0
Zm00001eb060310	0
Zm00001eb060320	0
Zm00001eb060330	884.07
Zm00001eb060340	649.93
Zm00001eb060350	812
Zm00001eb060360	0
Zm00001eb060370	0
Zm00001eb060380	1622
Zm00001eb060390	761.45
Zm00001eb060410	1197
Zm00001eb060420	72
Zm00001eb060430	1132
Zm00001eb060440	143
Zm00001eb060450	0
Zm00001eb060460	163
Zm00001eb060470	2376
Zm00001eb060480	401
Zm00001eb060490	116
Zm00001eb060500	0
Zm00001eb060510	193
Zm00001eb060520	3377.77
Zm00001eb060530	13.23
Zm00001eb060540	10.88
Zm00001eb060550	6603
Zm00001eb060560	43
Zm00001eb060570	0
Zm00001eb060580	257
Zm00001eb060590	27
Zm00001eb060610	400.42
Zm00001eb060620	42.58
Zm00001eb060630	286
Zm00001eb060640	1816
Zm00001eb060650	3
Zm00001eb060660	823
Zm00001eb060670	725
Zm00001eb060680	215
Zm00001eb060690	0
Zm00001eb060700	42
Zm00001eb060710	0
Zm00001eb060720	30
Zm00001eb060730	1304
Zm00001eb060740	18.85
Zm00001eb060750	0
Zm00001eb060760	291
Zm00001eb060770	0
Zm00001eb060780	298
Zm00001eb060800	792.09
Zm00001eb060810	443
Zm00001eb060820	0
Zm00001eb060830	127.19
Zm00001eb060840	29.26
Zm00001eb060850	1.7
Zm00001eb060860	0
Zm00001eb060870	0
Zm00001eb060880	151.81
Zm00001eb060890	41.74
Zm00001eb060900	113.22
Zm00001eb060910	0
Zm00001eb060920	0
Zm00001eb060930	0
Zm00001eb060940	38
Zm00001eb060950	38.13
Zm00001eb060960	18.87
Zm00001eb060980	11
Zm00001eb060990	236
Zm00001eb061000	23.39
Zm00001eb061010	40.61
Zm00001eb061020	0
Zm00001eb061030	56
Zm00001eb061050	0
Zm00001eb061060	5100
Zm00001eb061070	1898
Zm00001eb061080	0
Zm00001eb061090	0
Zm00001eb061100	0
Zm00001eb061110	0
Zm00001eb061120	400
Zm00001eb061130	610
Zm00001eb061140	30
Zm00001eb061150	91
Zm00001eb061160	0
Zm00001eb061170	572
Zm00001eb061180	581
Zm00001eb061190	4090
Zm00001eb061200	442
Zm00001eb061210	122
Zm00001eb061240	40.1
Zm00001eb061250	250
Zm00001eb061260	416
Zm00001eb061270	0
Zm00001eb061280	280
Zm00001eb061290	405
Zm00001eb061300	673
Zm00001eb061310	4250
Zm00001eb061320	51
Zm00001eb061330	0
Zm00001eb061350	109
Zm00001eb061360	2100
Zm00001eb061370	1675.49
Zm00001eb061380	90
Zm00001eb061390	193
Zm00001eb061400	589
Zm00001eb061410	18
Zm00001eb061430	262
Zm00001eb061440	1400
Zm00001eb061450	1245
Zm00001eb061460	107
Zm00001eb061470	421
Zm00001eb061480	1580
Zm00001eb061490	256
Zm00001eb061500	351
Zm00001eb061510	388
Zm00001eb061520	452
Zm00001eb061530	1549
Zm00001eb061540	9
Zm00001eb061550	416
Zm00001eb061560	2957
Zm00001eb061570	2610
Zm00001eb061590	0
Zm00001eb061610	1500.36
Zm00001eb061630	601
Zm00001eb061640	387
Zm00001eb061650	35
Zm00001eb061660	1.97
Zm00001eb061670	3
Zm00001eb061680	3
Zm00001eb061690	0
Zm00001eb061700	12
Zm00001eb061710	0
Zm00001eb061720	0
Zm00001eb061730	2804.94
Zm00001eb061740	1033
Zm00001eb061750	1878
Zm00001eb061760	2267
Zm00001eb061770	4
Zm00001eb061780	0
Zm00001eb061800	4360
Zm00001eb061810	126
Zm00001eb061820	2585
Zm00001eb061830	28
Zm00001eb061840	99.84
Zm00001eb061850	196.16
Zm00001eb061860	479
Zm00001eb061870	1
Zm00001eb061880	280
Zm00001eb061890	550
Zm00001eb061900	0
Zm00001eb061910	940
Zm00001eb061920	431
Zm00001eb061930	11
Zm00001eb061940	25
Zm00001eb061950	0
Zm00001eb061960	996
Zm00001eb061990	382
Zm00001eb062000	88
Zm00001eb062010	977
Zm00001eb062020	191
Zm00001eb062030	46
Zm00001eb062040	406
Zm00001eb062050	292
Zm00001eb062060	0
Zm00001eb062070	2313
Zm00001eb062080	651
Zm00001eb062090	0
Zm00001eb062100	0
Zm00001eb062110	138
Zm00001eb062120	16
Zm00001eb062130	153
Zm00001eb062140	229
Zm00001eb062150	306
Zm00001eb062160	816
Zm00001eb062170	3516.73
Zm00001eb062180	24628
Zm00001eb062190	92
Zm00001eb062200	773
Zm00001eb062210	1682
Zm00001eb062220	972
Zm00001eb062230	1078
Zm00001eb062250	5937
Zm00001eb062270	799
Zm00001eb062280	12
Zm00001eb062290	0
Zm00001eb062300	231
Zm00001eb062310	1615
Zm00001eb062320	0
Zm00001eb062330	2209
Zm00001eb062340	38
Zm00001eb062350	1325
Zm00001eb062360	2558
Zm00001eb062390	7785.32
Zm00001eb062400	84.68
Zm00001eb062410	14.15
Zm00001eb062420	7849
Zm00001eb062440	554
Zm00001eb062450	2879
Zm00001eb062460	720
Zm00001eb062480	841
Zm00001eb062490	551
Zm00001eb062500	637
Zm00001eb062510	7731
Zm00001eb062520	196
Zm00001eb062530	1088
Zm00001eb062540	2
Zm00001eb062550	1752.96
Zm00001eb062560	20
Zm00001eb062570	0
Zm00001eb062580	65
Zm00001eb062590	0
Zm00001eb062600	9333
Zm00001eb062610	0
Zm00001eb062620	528
Zm00001eb062630	820
Zm00001eb062640	43
Zm00001eb062650	0
Zm00001eb062660	0
Zm00001eb062670	0
Zm00001eb062680	154
Zm00001eb062690	0
Zm00001eb062700	0
Zm00001eb062710	0
Zm00001eb062720	767
Zm00001eb062730	281
Zm00001eb062750	81
Zm00001eb062760	235
Zm00001eb062770	1218
Zm00001eb062790	378
Zm00001eb062800	1760
Zm00001eb062810	86
Zm00001eb062820	140
Zm00001eb062830	0
Zm00001eb062840	15
Zm00001eb062850	46
Zm00001eb062860	141
Zm00001eb062870	0
Zm00001eb062880	2
Zm00001eb062900	33
Zm00001eb062910	416
Zm00001eb062920	284.87
Zm00001eb062930	460
Zm00001eb062940	462
Zm00001eb062950	0
Zm00001eb062960	0
Zm00001eb062970	0
Zm00001eb062980	0
Zm00001eb062990	0
Zm00001eb063000	0
Zm00001eb063010	0
Zm00001eb063020	0
Zm00001eb063030	0
Zm00001eb063040	608
Zm00001eb063050	0
