gene_id	T_6_Susc
Zm00001eb029560	0
Zm00001eb029570	0
Zm00001eb029580	1958
Zm00001eb029590	213
Zm00001eb029610	141
Zm00001eb029630	0
Zm00001eb029640	477
Zm00001eb029660	69
Zm00001eb029680	308
Zm00001eb029690	412
Zm00001eb029700	0
Zm00001eb029710	1187
Zm00001eb029720	146
Zm00001eb029730	196
Zm00001eb029740	276
Zm00001eb029750	6.93
Zm00001eb029770	0
Zm00001eb029780	31
Zm00001eb029790	10.27
Zm00001eb029820	0
Zm00001eb029830	0
Zm00001eb029840	3
Zm00001eb029850	0
Zm00001eb029860	1
Zm00001eb029880	0
Zm00001eb029890	0
Zm00001eb029900	0
Zm00001eb029920	0
Zm00001eb029930	0
Zm00001eb029940	635.51
Zm00001eb029950	0
Zm00001eb029960	89
Zm00001eb029970	46
Zm00001eb029980	114
Zm00001eb029990	472
Zm00001eb030010	33
Zm00001eb030020	0
Zm00001eb030030	66.98
Zm00001eb030040	3.02
Zm00001eb030050	542
Zm00001eb030060	0
Zm00001eb030070	0
Zm00001eb030080	0
Zm00001eb030090	718
Zm00001eb030110	405
Zm00001eb030120	0
Zm00001eb030130	0
Zm00001eb030140	0
Zm00001eb030150	0
Zm00001eb030160	0
Zm00001eb030170	176
Zm00001eb030190	145
Zm00001eb030200	0
Zm00001eb030210	733
Zm00001eb030220	521
Zm00001eb030240	21
Zm00001eb030250	528
Zm00001eb030260	299
Zm00001eb030280	0
Zm00001eb030300	1236
Zm00001eb030310	0
Zm00001eb030320	0
Zm00001eb030330	0
Zm00001eb030340	66
Zm00001eb030350	0
Zm00001eb030360	1
Zm00001eb030380	0
Zm00001eb030390	1284
Zm00001eb030400	850
Zm00001eb030410	175
Zm00001eb030420	2958
Zm00001eb030430	180
Zm00001eb030440	2176
Zm00001eb030450	17
Zm00001eb030460	0
Zm00001eb030470	356
Zm00001eb030480	28
Zm00001eb030490	0
Zm00001eb030510	75
Zm00001eb030530	99
Zm00001eb030540	0
Zm00001eb030550	60
Zm00001eb030570	493
Zm00001eb030590	0
Zm00001eb030600	44.77
Zm00001eb030610	2
Zm00001eb030620	0
Zm00001eb030630	32.23
Zm00001eb030640	1234
Zm00001eb030650	300
Zm00001eb030660	2702
Zm00001eb030670	0
Zm00001eb030680	1860
Zm00001eb030690	130.63
Zm00001eb030700	3.37
Zm00001eb030710	1097
Zm00001eb030720	34
Zm00001eb030730	988
Zm00001eb030740	66
Zm00001eb030760	254
Zm00001eb030770	928.9
Zm00001eb030780	36.1
Zm00001eb030790	0
Zm00001eb030800	0
Zm00001eb030810	0
Zm00001eb030820	0
Zm00001eb030830	255.08
Zm00001eb030840	304
Zm00001eb030850	18
Zm00001eb030860	2
Zm00001eb030870	654
Zm00001eb030880	448
Zm00001eb030890	1055
Zm00001eb030900	7
Zm00001eb030910	0
Zm00001eb030920	0
Zm00001eb030930	50
Zm00001eb030940	0
Zm00001eb030950	1338
Zm00001eb030960	100
Zm00001eb030970	327
Zm00001eb030980	2969
Zm00001eb030990	54
Zm00001eb031010	0
Zm00001eb031020	0
Zm00001eb031030	0
Zm00001eb031040	6
Zm00001eb031050	0
Zm00001eb031060	0
Zm00001eb031070	0
Zm00001eb031090	3
Zm00001eb031100	27
Zm00001eb031110	83
Zm00001eb031120	0
Zm00001eb031130	133
Zm00001eb031140	0
Zm00001eb031150	3289.35
Zm00001eb031160	17
Zm00001eb031170	363
Zm00001eb031180	0
Zm00001eb031190	27
Zm00001eb031200	38.45
Zm00001eb031210	120
Zm00001eb031220	2575
Zm00001eb031240	168
Zm00001eb031250	50
Zm00001eb031270	1465
Zm00001eb031280	1939
Zm00001eb031290	1825.07
Zm00001eb031300	650
Zm00001eb031310	2009
Zm00001eb031320	0
Zm00001eb031330	1837
Zm00001eb031340	1104
Zm00001eb031350	1
Zm00001eb031360	514
Zm00001eb031370	0
Zm00001eb031390	75.14
Zm00001eb031400	1287.86
Zm00001eb031410	439
Zm00001eb031420	0
Zm00001eb031430	637
Zm00001eb031440	0
Zm00001eb031450	0
Zm00001eb031460	0
Zm00001eb031470	0
Zm00001eb031480	0
Zm00001eb031490	0
Zm00001eb031500	0
Zm00001eb031510	739
Zm00001eb031520	1917
Zm00001eb031530	0
Zm00001eb031540	0
Zm00001eb031550	0
Zm00001eb031560	3
Zm00001eb031570	0
Zm00001eb031580	62
Zm00001eb031590	112
Zm00001eb031600	800
Zm00001eb031610	140
Zm00001eb031620	1
Zm00001eb031630	1
Zm00001eb031640	483
Zm00001eb031650	919
Zm00001eb031660	68
Zm00001eb031670	542
Zm00001eb031680	215
Zm00001eb031690	168
Zm00001eb031700	1739
Zm00001eb031720	0
Zm00001eb031730	244
Zm00001eb031740	30
Zm00001eb031750	0
Zm00001eb031760	26
Zm00001eb031770	0
Zm00001eb031780	0
Zm00001eb031790	2007
Zm00001eb031800	505
Zm00001eb031810	775
Zm00001eb031820	261
Zm00001eb031830	0
Zm00001eb031840	5
Zm00001eb031850	274
Zm00001eb031860	0
Zm00001eb031870	185
Zm00001eb031880	5
Zm00001eb031890	96.12
Zm00001eb031900	4384
Zm00001eb031910	0
Zm00001eb031920	545
Zm00001eb031930	388
Zm00001eb031940	18
Zm00001eb031950	0
Zm00001eb031960	0
Zm00001eb031970	1211
Zm00001eb031980	2013
Zm00001eb031990	16
Zm00001eb032000	90
Zm00001eb032010	66.66
Zm00001eb032020	0
Zm00001eb032030	129
Zm00001eb032040	12
Zm00001eb032050	0
Zm00001eb032060	1884
Zm00001eb032070	0
Zm00001eb032100	1
Zm00001eb032110	94
Zm00001eb032130	0
Zm00001eb032150	0
Zm00001eb032160	102
Zm00001eb032170	0
Zm00001eb032180	0
Zm00001eb032190	0
Zm00001eb032200	1043
Zm00001eb032220	19
Zm00001eb032230	3269
Zm00001eb032240	11
Zm00001eb032250	0
Zm00001eb032260	0
Zm00001eb032270	0
Zm00001eb032280	25
Zm00001eb032290	51076
Zm00001eb032310	45
Zm00001eb032320	69
Zm00001eb032330	103
Zm00001eb032340	1514
Zm00001eb032360	46
Zm00001eb032370	52
Zm00001eb032380	15635
Zm00001eb032390	0
Zm00001eb032400	0
Zm00001eb032410	0
Zm00001eb032420	0
Zm00001eb032430	11
Zm00001eb032460	18
Zm00001eb032470	7
Zm00001eb032480	2
Zm00001eb032500	787
Zm00001eb032510	0
Zm00001eb032520	28
Zm00001eb032540	0
Zm00001eb032550	91.72
Zm00001eb032560	0
Zm00001eb032570	47.03
Zm00001eb032580	504.94
Zm00001eb032590	47.03
Zm00001eb032600	1057
Zm00001eb032620	0
Zm00001eb032630	637
Zm00001eb032640	226
Zm00001eb032650	0
Zm00001eb032660	0
Zm00001eb032670	252.98
Zm00001eb032680	578.02
Zm00001eb032690	16600
Zm00001eb032700	0
Zm00001eb032720	8
Zm00001eb032730	0
Zm00001eb032740	0
Zm00001eb032750	580
Zm00001eb032760	402
Zm00001eb032770	0
Zm00001eb032780	1359
Zm00001eb032790	1
Zm00001eb032800	837
Zm00001eb032810	0
Zm00001eb032820	105
Zm00001eb032840	0
Zm00001eb032850	1
Zm00001eb032860	109
Zm00001eb032870	20
Zm00001eb032880	0
Zm00001eb032890	9
Zm00001eb032900	0
Zm00001eb032920	11
Zm00001eb032930	273
Zm00001eb032940	67
Zm00001eb032960	1
Zm00001eb032970	551
Zm00001eb032990	50
Zm00001eb033000	577
Zm00001eb033010	0
Zm00001eb033030	13994
Zm00001eb033040	1064.21
Zm00001eb033050	76.79
Zm00001eb033060	3413
Zm00001eb033080	107
Zm00001eb033090	0
Zm00001eb033100	235.45
Zm00001eb033110	1804.55
Zm00001eb033120	48
Zm00001eb033130	30
Zm00001eb033140	280
Zm00001eb033150	251
Zm00001eb033160	51
Zm00001eb033180	1
Zm00001eb033190	135
Zm00001eb033200	13
Zm00001eb033220	50
Zm00001eb033230	489
Zm00001eb033240	837
Zm00001eb033290	42.19
Zm00001eb033310	9
Zm00001eb033320	8
Zm00001eb033330	14.81
Zm00001eb033340	0
Zm00001eb033360	0
Zm00001eb033370	0
Zm00001eb033380	0
Zm00001eb033390	387
Zm00001eb033400	8
Zm00001eb033410	1273
Zm00001eb033440	363
Zm00001eb033450	12.62
Zm00001eb033460	584.38
Zm00001eb033470	279
Zm00001eb033480	1176
Zm00001eb033490	0
Zm00001eb033500	17
Zm00001eb033510	0
Zm00001eb033520	0
Zm00001eb033530	0
Zm00001eb033540	6.81
Zm00001eb033550	152.19
Zm00001eb033570	226
Zm00001eb033580	1270
Zm00001eb033590	563
Zm00001eb033600	683
Zm00001eb033610	17
Zm00001eb033620	201
Zm00001eb033630	6
Zm00001eb033640	205
Zm00001eb033650	4346
Zm00001eb033660	1
Zm00001eb033670	1196
Zm00001eb033680	139
Zm00001eb033690	76
Zm00001eb033700	429
Zm00001eb033710	0
Zm00001eb033720	0
Zm00001eb033730	0
Zm00001eb033740	53
Zm00001eb033760	185
Zm00001eb033780	816.37
Zm00001eb033790	154
Zm00001eb033800	14
Zm00001eb033820	1501
Zm00001eb033830	0
Zm00001eb033840	0
Zm00001eb033850	0
Zm00001eb033860	0
Zm00001eb033870	53
Zm00001eb033880	0
Zm00001eb033890	0
Zm00001eb033900	893
Zm00001eb033910	96
Zm00001eb033920	156
Zm00001eb033930	12
Zm00001eb033950	401
Zm00001eb033960	566.41
Zm00001eb033990	0
Zm00001eb034000	1652
Zm00001eb034010	1927.64
Zm00001eb034020	6.36
Zm00001eb034030	163
Zm00001eb034040	703
Zm00001eb034050	10
Zm00001eb034060	849
Zm00001eb034080	588
Zm00001eb034090	185
Zm00001eb034100	348
Zm00001eb034110	0
Zm00001eb034120	58
Zm00001eb034130	3866
Zm00001eb034140	0
Zm00001eb034150	0
Zm00001eb034170	0
Zm00001eb034180	679
Zm00001eb034190	0
Zm00001eb034200	21
Zm00001eb034220	1810
Zm00001eb034230	0
Zm00001eb034240	5
Zm00001eb034250	0
Zm00001eb034260	27.08
Zm00001eb034280	0
Zm00001eb034290	38.85
Zm00001eb034300	0
Zm00001eb034310	2
Zm00001eb034320	20.76
Zm00001eb034330	0
Zm00001eb034350	13
Zm00001eb034360	0
Zm00001eb034370	22.47
Zm00001eb034390	0
Zm00001eb034400	0
Zm00001eb034410	14.53
Zm00001eb034420	0
Zm00001eb034430	0
Zm00001eb034440	0
Zm00001eb034460	16.52
Zm00001eb034470	0
Zm00001eb034480	13.1
Zm00001eb034490	0
Zm00001eb034500	0
Zm00001eb034510	0
Zm00001eb034520	31.84
Zm00001eb034530	0
Zm00001eb034540	1.47
Zm00001eb034550	0
Zm00001eb034560	0
Zm00001eb034570	27.16
Zm00001eb034590	0
Zm00001eb034600	2
Zm00001eb034610	54.21
Zm00001eb034620	0
Zm00001eb034640	1.38
Zm00001eb034650	121
Zm00001eb034660	0
Zm00001eb034670	0
Zm00001eb034680	0
Zm00001eb034690	869
Zm00001eb034700	108
Zm00001eb034710	300.98
Zm00001eb034720	12.02
Zm00001eb034730	305.02
Zm00001eb034740	12.98
Zm00001eb034750	247
Zm00001eb034760	475
Zm00001eb034770	0
Zm00001eb034780	141.9
Zm00001eb034790	191.1
Zm00001eb034800	127
Zm00001eb034810	84
Zm00001eb034820	228
Zm00001eb034830	6802
Zm00001eb034840	1743
Zm00001eb034850	151
Zm00001eb034870	1118
Zm00001eb034880	0
Zm00001eb034890	210
Zm00001eb034900	499
Zm00001eb034910	0
Zm00001eb034920	245
Zm00001eb034940	346
Zm00001eb034960	4
Zm00001eb034970	300
Zm00001eb034980	257
Zm00001eb034990	7134
Zm00001eb035010	4
Zm00001eb035020	29
Zm00001eb035030	134
Zm00001eb035040	325
Zm00001eb035050	321
Zm00001eb035070	0
Zm00001eb035080	212
Zm00001eb035110	0
Zm00001eb035120	6.66
Zm00001eb035130	111.34
Zm00001eb035140	0
Zm00001eb035150	0
Zm00001eb035160	0
Zm00001eb035170	0
Zm00001eb035180	1
Zm00001eb035190	10
Zm00001eb035200	0
Zm00001eb035220	0
Zm00001eb035230	962
Zm00001eb035240	30
Zm00001eb035260	2121
Zm00001eb035270	1
Zm00001eb035290	15
Zm00001eb035300	3
Zm00001eb035310	741
Zm00001eb035320	491
Zm00001eb035330	0
Zm00001eb035340	417
Zm00001eb035350	1860
Zm00001eb035360	790
Zm00001eb035370	2410
Zm00001eb035390	538.85
Zm00001eb035410	19.15
Zm00001eb035420	1989
Zm00001eb035430	0
Zm00001eb035440	69
Zm00001eb035450	85
Zm00001eb035460	0
Zm00001eb035470	0
Zm00001eb035480	0
Zm00001eb035490	0
Zm00001eb035500	457
Zm00001eb035510	7.22
Zm00001eb035520	1641.46
Zm00001eb035530	0
Zm00001eb035540	0
Zm00001eb035550	84
Zm00001eb035560	0
Zm00001eb035570	0
Zm00001eb035580	0
Zm00001eb035590	0
Zm00001eb035600	0
Zm00001eb035610	6
Zm00001eb035620	0
Zm00001eb035630	212
Zm00001eb035640	5195
Zm00001eb035650	27
Zm00001eb035660	1448
Zm00001eb035670	176
Zm00001eb035680	583
Zm00001eb035690	10
Zm00001eb035700	301
Zm00001eb035710	195.15
Zm00001eb035720	251
Zm00001eb035730	3032
Zm00001eb035740	75
Zm00001eb035750	2696
Zm00001eb035760	197
Zm00001eb035770	2420.1
Zm00001eb035780	55
Zm00001eb035790	974
Zm00001eb035800	602
Zm00001eb035810	0
Zm00001eb035820	626
Zm00001eb035830	3
Zm00001eb035840	1164.17
Zm00001eb035850	0
Zm00001eb035860	153
Zm00001eb035870	13
Zm00001eb035880	0
Zm00001eb035890	0
Zm00001eb035900	0
Zm00001eb035910	0
Zm00001eb035920	0
Zm00001eb035930	0
Zm00001eb035940	0
Zm00001eb035950	0
Zm00001eb035960	600
Zm00001eb035970	583
Zm00001eb035980	13.84
Zm00001eb035990	6709.16
Zm00001eb036000	0
Zm00001eb036010	18.62
Zm00001eb036020	1103
Zm00001eb036030	0
Zm00001eb036040	103
Zm00001eb036050	681
Zm00001eb036060	0
Zm00001eb036070	0
Zm00001eb036080	0
Zm00001eb036100	0
Zm00001eb036110	0
Zm00001eb036130	4081
Zm00001eb036140	1485
Zm00001eb036150	8
Zm00001eb036160	0
Zm00001eb036170	624
Zm00001eb036180	0
Zm00001eb036200	0
Zm00001eb036210	0
Zm00001eb036220	3
Zm00001eb036230	0
Zm00001eb036250	241.9
Zm00001eb036270	799
Zm00001eb036280	0.47
Zm00001eb036290	0.73
Zm00001eb036300	12
Zm00001eb036310	11
Zm00001eb036320	602
Zm00001eb036330	5
Zm00001eb036340	0
Zm00001eb036350	1102
Zm00001eb036360	2
Zm00001eb036370	1009
Zm00001eb036380	0
Zm00001eb036390	0
Zm00001eb036400	0
Zm00001eb036410	0
Zm00001eb036420	0
Zm00001eb036430	0
Zm00001eb036440	651
Zm00001eb036450	14
Zm00001eb036470	214
Zm00001eb036480	767
Zm00001eb036490	0
Zm00001eb036500	0
Zm00001eb036510	58
Zm00001eb036520	0
Zm00001eb036530	6804
Zm00001eb036540	0
Zm00001eb036550	88
Zm00001eb036560	727.02
Zm00001eb036570	167
Zm00001eb036580	252
Zm00001eb036590	0
Zm00001eb036600	0
Zm00001eb036610	2271
Zm00001eb036630	2
Zm00001eb036640	2478
Zm00001eb036650	0
Zm00001eb036660	0
Zm00001eb036670	15.3
Zm00001eb036680	0
Zm00001eb036690	0
Zm00001eb036700	13.14
Zm00001eb036710	440
Zm00001eb036720	1461
Zm00001eb036740	0
Zm00001eb036750	2802
Zm00001eb036760	350
Zm00001eb036770	1238
Zm00001eb036780	745
Zm00001eb036790	2798
Zm00001eb036800	180
Zm00001eb036820	0
Zm00001eb036830	3.5
Zm00001eb036840	72.99
Zm00001eb036850	64.39
Zm00001eb036860	31.61
Zm00001eb036870	0
Zm00001eb036880	58
Zm00001eb036890	1032
Zm00001eb036900	615
Zm00001eb036910	258
Zm00001eb036920	724
Zm00001eb036930	5505
Zm00001eb036940	4125
Zm00001eb036950	865
Zm00001eb036960	0
Zm00001eb036970	2746
Zm00001eb036990	155
Zm00001eb037000	279
Zm00001eb037010	1935
Zm00001eb037020	7
Zm00001eb037030	569
Zm00001eb037040	22
Zm00001eb037050	989.88
Zm00001eb037060	0
Zm00001eb037070	1
Zm00001eb037080	903
Zm00001eb037100	935.89
Zm00001eb037110	7819.11
Zm00001eb037120	1619
Zm00001eb037130	0
Zm00001eb037140	13.76
Zm00001eb037150	15
Zm00001eb037160	0
Zm00001eb037170	710
Zm00001eb037180	0
Zm00001eb037190	147.9
Zm00001eb037200	2109
Zm00001eb037210	1258
Zm00001eb037220	0
Zm00001eb037230	1113
Zm00001eb037240	0
Zm00001eb037250	0
Zm00001eb037260	1141.22
Zm00001eb037270	0
Zm00001eb037280	93
Zm00001eb037290	18
Zm00001eb037300	868
Zm00001eb037310	412
Zm00001eb037320	0
Zm00001eb037330	1901
Zm00001eb037340	2
Zm00001eb037350	4663
Zm00001eb037360	456.69
Zm00001eb037380	321
Zm00001eb037390	0
Zm00001eb037410	0
Zm00001eb037420	2403
Zm00001eb037430	0
Zm00001eb037440	64
Zm00001eb037450	86
Zm00001eb037460	232
Zm00001eb037470	133
Zm00001eb037480	731
Zm00001eb037490	1
Zm00001eb037500	483
Zm00001eb037510	0
Zm00001eb037520	1052
Zm00001eb037530	7
Zm00001eb037540	114
Zm00001eb037550	28
Zm00001eb037560	0
Zm00001eb037570	5136
Zm00001eb037580	0
Zm00001eb037590	6.01
Zm00001eb037600	8
Zm00001eb037610	473.53
Zm00001eb037620	70.47
Zm00001eb037640	1636
Zm00001eb037660	0
Zm00001eb037670	356
Zm00001eb037680	5433
Zm00001eb037690	1401
Zm00001eb037700	426
Zm00001eb037710	4
Zm00001eb037720	0
Zm00001eb037730	227
Zm00001eb037740	271
Zm00001eb037750	0
Zm00001eb037790	0
Zm00001eb037820	920
Zm00001eb037840	183
Zm00001eb037850	0
Zm00001eb037860	256.53
Zm00001eb037870	3
Zm00001eb037880	0
Zm00001eb037890	210
Zm00001eb037900	0
Zm00001eb037910	32
Zm00001eb037920	203.52
Zm00001eb037930	932.48
Zm00001eb037940	33
Zm00001eb037950	3
Zm00001eb037960	0
Zm00001eb037970	104
Zm00001eb037980	151
Zm00001eb037990	13
Zm00001eb038000	0
Zm00001eb038010	299
Zm00001eb038020	0
Zm00001eb038030	57
Zm00001eb038040	493
Zm00001eb038060	0
Zm00001eb038070	3
Zm00001eb038090	38
Zm00001eb038100	16
Zm00001eb038110	177
Zm00001eb038130	0
Zm00001eb038140	189.79
Zm00001eb038150	31.21
Zm00001eb038160	265
Zm00001eb038170	0
Zm00001eb038180	64
Zm00001eb038190	61
Zm00001eb038200	21
Zm00001eb038210	80
Zm00001eb038220	184.68
Zm00001eb038230	364.32
Zm00001eb038240	27
Zm00001eb038250	4
Zm00001eb038260	0
Zm00001eb038270	34
Zm00001eb038280	647
Zm00001eb038290	350
Zm00001eb038300	201
Zm00001eb038310	1974
Zm00001eb038320	0
Zm00001eb038330	0
Zm00001eb038350	112.2
Zm00001eb038360	1825.8
Zm00001eb038370	7572
Zm00001eb038380	103
Zm00001eb038400	472
Zm00001eb038410	5950
Zm00001eb038420	0
Zm00001eb038430	2
Zm00001eb038440	0
Zm00001eb038450	48.76
Zm00001eb038460	27.24
Zm00001eb038470	178.95
Zm00001eb038480	0
Zm00001eb038490	2346
Zm00001eb038500	0
Zm00001eb038510	5179
Zm00001eb038530	153
Zm00001eb038540	296
Zm00001eb038560	205
Zm00001eb038570	9
Zm00001eb038580	113
Zm00001eb038600	528
Zm00001eb038610	0
Zm00001eb038620	106
Zm00001eb038630	0
Zm00001eb038640	41
Zm00001eb038650	191
Zm00001eb038660	0
Zm00001eb038670	1146
Zm00001eb038680	78
Zm00001eb038690	2
Zm00001eb038700	453
Zm00001eb038710	976
Zm00001eb038720	736
Zm00001eb038730	20
Zm00001eb038740	0
Zm00001eb038750	17
Zm00001eb038760	0
Zm00001eb038770	4
Zm00001eb038780	6
Zm00001eb038800	4.17
Zm00001eb038810	1.83
Zm00001eb038820	130
Zm00001eb038830	453
Zm00001eb038850	0
Zm00001eb038860	30
Zm00001eb038870	8377.34
Zm00001eb038880	346
Zm00001eb038890	1668
Zm00001eb038900	813
Zm00001eb038910	5
Zm00001eb038920	1266
Zm00001eb038930	312
Zm00001eb038940	0
Zm00001eb038950	765
Zm00001eb038960	0
Zm00001eb038980	0
Zm00001eb038990	0
Zm00001eb039000	1610
Zm00001eb039010	14717
Zm00001eb039020	309
Zm00001eb039040	2297.72
Zm00001eb039050	0
Zm00001eb039060	0
Zm00001eb039070	0
Zm00001eb039080	233.15
Zm00001eb039090	956.45
Zm00001eb039100	2340.4
Zm00001eb039120	956.45
Zm00001eb039130	4997
Zm00001eb039140	9066
Zm00001eb039150	8611.42
Zm00001eb039160	3089.99
Zm00001eb039170	8109
Zm00001eb039180	10518
Zm00001eb039190	7915.08
Zm00001eb039200	8334.11
Zm00001eb039210	16837.02
Zm00001eb039230	0
Zm00001eb039240	0
Zm00001eb039250	0
Zm00001eb039260	4
Zm00001eb039270	20
Zm00001eb039280	13
Zm00001eb039290	1
Zm00001eb039300	244
Zm00001eb039310	1558
Zm00001eb039320	7
Zm00001eb039330	0
Zm00001eb039340	674
Zm00001eb039350	0
Zm00001eb039360	690
Zm00001eb039370	1752
Zm00001eb039380	2362
Zm00001eb039390	391
Zm00001eb039400	579
Zm00001eb039410	1248
Zm00001eb039420	1323.79
Zm00001eb039430	49.78
Zm00001eb039440	8.8
Zm00001eb039450	0
Zm00001eb039460	2.08
Zm00001eb039470	1.18
Zm00001eb039480	0
Zm00001eb039490	1
Zm00001eb039500	145.35
Zm00001eb039510	10.02
Zm00001eb039530	0
Zm00001eb039540	1
Zm00001eb039550	27731
Zm00001eb039560	4629
Zm00001eb039570	120
Zm00001eb039580	0
Zm00001eb039590	1562
Zm00001eb039600	31
Zm00001eb039610	665.95
Zm00001eb039620	2720
Zm00001eb039630	615
Zm00001eb039650	450
Zm00001eb039660	632
Zm00001eb039670	2623
Zm00001eb039710	407
Zm00001eb039720	93.96
Zm00001eb039730	18.12
Zm00001eb039740	1417
Zm00001eb039750	15
Zm00001eb039760	2586.72
Zm00001eb039770	3123.28
Zm00001eb039780	0
Zm00001eb039790	0
Zm00001eb039800	0
Zm00001eb039810	522
Zm00001eb039820	103
Zm00001eb039830	188.92
Zm00001eb039840	788
Zm00001eb039850	279
Zm00001eb039860	28
Zm00001eb039870	167.09
Zm00001eb039880	332.39
Zm00001eb039890	102
Zm00001eb039900	29.32
Zm00001eb039910	178.52
Zm00001eb039920	399
Zm00001eb039930	28
Zm00001eb039940	0
Zm00001eb039960	17
Zm00001eb039970	1
Zm00001eb039980	1645
Zm00001eb040000	2
Zm00001eb040010	5
Zm00001eb040020	1
Zm00001eb040030	0
Zm00001eb040040	2367
Zm00001eb040050	0
Zm00001eb040060	0
Zm00001eb040070	11
Zm00001eb040080	0
Zm00001eb040090	0
Zm00001eb040100	44
Zm00001eb040120	18
Zm00001eb040130	142
Zm00001eb040140	112
Zm00001eb040150	907
Zm00001eb040160	12
Zm00001eb040180	84
Zm00001eb040190	5185
Zm00001eb040220	11
Zm00001eb040230	0
Zm00001eb040240	26
Zm00001eb040250	705
Zm00001eb040260	31
Zm00001eb040280	172
Zm00001eb040290	0
Zm00001eb040300	0
Zm00001eb040310	405
Zm00001eb040320	6
Zm00001eb040330	0
Zm00001eb040340	0
Zm00001eb040350	207
Zm00001eb040360	90
Zm00001eb040370	0
Zm00001eb040380	44
Zm00001eb040390	0
Zm00001eb040400	567
Zm00001eb040410	0
Zm00001eb040420	66
Zm00001eb040430	0
Zm00001eb040440	0
Zm00001eb040450	294
Zm00001eb040460	11841
Zm00001eb040470	1
Zm00001eb040480	51
Zm00001eb040490	2413
Zm00001eb040510	303.46
Zm00001eb040520	81
Zm00001eb040530	0
Zm00001eb040540	166
Zm00001eb040550	387
Zm00001eb040560	106
Zm00001eb040570	8009
Zm00001eb040580	39
Zm00001eb040590	0
Zm00001eb040600	0
Zm00001eb040610	15
Zm00001eb040620	11
Zm00001eb040630	0
Zm00001eb040640	0
Zm00001eb040650	0
Zm00001eb040660	7
Zm00001eb040680	255
Zm00001eb040690	0
Zm00001eb040700	376
Zm00001eb040710	0
Zm00001eb040720	0
Zm00001eb040730	168
Zm00001eb040740	4125
Zm00001eb040760	2
Zm00001eb040770	552
Zm00001eb040790	10
Zm00001eb040800	1
Zm00001eb040810	0
Zm00001eb040830	0
Zm00001eb040840	0
Zm00001eb040850	0
Zm00001eb040860	1577
Zm00001eb040870	346
Zm00001eb040880	172
Zm00001eb040890	6506
Zm00001eb040900	21
Zm00001eb040910	0
Zm00001eb040920	145
Zm00001eb040930	6
Zm00001eb040940	0
Zm00001eb040960	1184
Zm00001eb040970	349
Zm00001eb040980	0
Zm00001eb040990	0
Zm00001eb041000	2
Zm00001eb041010	36
Zm00001eb041020	0
Zm00001eb041030	17
Zm00001eb041040	118
Zm00001eb041050	92
Zm00001eb041060	0
Zm00001eb041070	58
Zm00001eb041080	0
Zm00001eb041090	58
Zm00001eb041100	156
Zm00001eb041110	0
Zm00001eb041120	1938
Zm00001eb041130	539
Zm00001eb041140	4847
Zm00001eb041150	2079
Zm00001eb041160	1363
Zm00001eb041170	213
Zm00001eb041180	260
Zm00001eb041190	1486
Zm00001eb041200	8010
Zm00001eb041210	246
Zm00001eb041220	875
Zm00001eb041230	726
Zm00001eb041240	767
Zm00001eb041250	852
Zm00001eb041260	24
Zm00001eb041270	624
Zm00001eb041280	0
Zm00001eb041290	28
Zm00001eb041300	0
Zm00001eb041310	4
Zm00001eb041320	0
Zm00001eb041330	1
Zm00001eb041340	578
Zm00001eb041350	1
Zm00001eb041360	79
Zm00001eb041370	533
Zm00001eb041380	65
Zm00001eb041390	891
Zm00001eb041400	1510
Zm00001eb041410	717
Zm00001eb041420	0
Zm00001eb041430	380
Zm00001eb041440	0
Zm00001eb041450	64
Zm00001eb041460	707
Zm00001eb041470	2162
Zm00001eb041480	453
Zm00001eb041490	0
Zm00001eb041500	0
Zm00001eb041520	4
Zm00001eb041540	45
Zm00001eb041550	7
Zm00001eb041560	395
Zm00001eb041570	0
Zm00001eb041580	0
Zm00001eb041590	0
Zm00001eb041600	71
Zm00001eb041610	7
Zm00001eb041620	7.99
Zm00001eb041630	99
Zm00001eb041640	0
Zm00001eb041650	2
Zm00001eb041660	5
Zm00001eb041670	9
Zm00001eb041680	0
Zm00001eb041690	21
Zm00001eb041700	580
Zm00001eb041710	41
Zm00001eb041720	0
Zm00001eb041730	1308.85
Zm00001eb041740	46
Zm00001eb041750	364
Zm00001eb041760	510
Zm00001eb041770	1
Zm00001eb041780	7340.85
Zm00001eb041790	452
Zm00001eb041800	312
Zm00001eb041810	0
Zm00001eb041820	0
Zm00001eb041830	0
Zm00001eb041840	881
Zm00001eb041850	1922
Zm00001eb041860	10
Zm00001eb041870	0
Zm00001eb041880	752
Zm00001eb041890	107
Zm00001eb041900	309
Zm00001eb041910	69
Zm00001eb041920	1
Zm00001eb041930	3612
Zm00001eb041940	9
Zm00001eb041950	1
Zm00001eb041960	8
Zm00001eb041970	1522
Zm00001eb041980	64
Zm00001eb041990	700
Zm00001eb042000	173
Zm00001eb042020	22
Zm00001eb042030	368
Zm00001eb042040	667
Zm00001eb042050	1207
Zm00001eb042060	726
Zm00001eb042070	17.93
Zm00001eb042080	517.07
Zm00001eb042090	126
Zm00001eb042100	31
Zm00001eb042110	582
Zm00001eb042120	858
Zm00001eb042130	2964
Zm00001eb042150	227
Zm00001eb042160	216
Zm00001eb042170	81
Zm00001eb042180	0
Zm00001eb042190	12
Zm00001eb042200	36
Zm00001eb042210	0
Zm00001eb042220	296
Zm00001eb042230	2194
Zm00001eb042240	848
Zm00001eb042250	71
