gene_id	C_6_Tol
Zm00001eb106810	597.08
Zm00001eb106820	45.92
Zm00001eb106830	276
Zm00001eb106840	364
Zm00001eb106850	33.75
Zm00001eb106860	1.25
Zm00001eb106870	0
Zm00001eb106880	0
Zm00001eb106890	1063.21
Zm00001eb106900	82
Zm00001eb106910	155.98
Zm00001eb106920	44.87
Zm00001eb106930	8.13
Zm00001eb106940	325
Zm00001eb106950	14
Zm00001eb106960	1764.9
Zm00001eb106990	88.62
Zm00001eb107000	45.38
Zm00001eb107010	386
Zm00001eb107020	67
Zm00001eb107030	45
Zm00001eb107040	5582
Zm00001eb107050	246
Zm00001eb107060	0
Zm00001eb107070	0
Zm00001eb107080	226.13
Zm00001eb107090	121.87
Zm00001eb107100	66
Zm00001eb107110	2489.77
Zm00001eb107120	9
Zm00001eb107130	204
Zm00001eb107140	0
Zm00001eb107150	0
Zm00001eb107160	27
Zm00001eb107170	565
Zm00001eb107180	333
Zm00001eb107190	329
Zm00001eb107210	43
Zm00001eb107220	1101
Zm00001eb107230	1458
Zm00001eb107240	2
Zm00001eb107250	2213
Zm00001eb107270	339
Zm00001eb107280	177
Zm00001eb107290	332
Zm00001eb107300	0
Zm00001eb107310	1
Zm00001eb107320	116
Zm00001eb107340	0
Zm00001eb107350	415
Zm00001eb107360	3
Zm00001eb107370	316
Zm00001eb107380	6.29
Zm00001eb107400	845
Zm00001eb107420	289
Zm00001eb107430	137
Zm00001eb107440	121.93
Zm00001eb107450	5
Zm00001eb107460	0
Zm00001eb107470	0
Zm00001eb107480	3066
Zm00001eb107490	3697
Zm00001eb107500	2
Zm00001eb107510	0
Zm00001eb107520	224
Zm00001eb107530	373
Zm00001eb107540	205
Zm00001eb107550	210
Zm00001eb107560	618
Zm00001eb107570	0
Zm00001eb107580	0
Zm00001eb107590	3989
Zm00001eb107600	0
Zm00001eb107610	2
Zm00001eb107620	344
Zm00001eb107630	1
Zm00001eb107640	177
Zm00001eb107650	0
Zm00001eb107660	988
Zm00001eb107670	720.97
Zm00001eb107690	530
Zm00001eb107700	1727
Zm00001eb107710	948
Zm00001eb107720	886
Zm00001eb107730	360.73
Zm00001eb107740	59.27
Zm00001eb107750	1258
Zm00001eb107760	660
Zm00001eb107770	16
Zm00001eb107790	0
Zm00001eb107800	5
Zm00001eb107810	1259
Zm00001eb107820	0
Zm00001eb107830	0
Zm00001eb107840	0
Zm00001eb107850	1.58
Zm00001eb107860	0
Zm00001eb107870	3521
Zm00001eb107890	34
Zm00001eb107900	263
Zm00001eb107910	224.55
Zm00001eb107920	1236.68
Zm00001eb107930	1227
Zm00001eb107940	94
Zm00001eb107950	0
Zm00001eb107960	0
Zm00001eb107970	1195
Zm00001eb107980	759
Zm00001eb107990	1638
Zm00001eb108000	0
Zm00001eb108010	11
Zm00001eb108020	0
Zm00001eb108030	820
Zm00001eb108040	15
Zm00001eb108050	0
Zm00001eb108060	627
Zm00001eb108070	23
Zm00001eb108090	60
Zm00001eb108100	226
Zm00001eb108110	0
Zm00001eb108120	7121
Zm00001eb108140	0
Zm00001eb108150	0
Zm00001eb108160	0
Zm00001eb108170	290
Zm00001eb108180	0
Zm00001eb108190	2
Zm00001eb108200	0
Zm00001eb108210	3
Zm00001eb108220	625
Zm00001eb108230	84
Zm00001eb108240	18
Zm00001eb108250	39
Zm00001eb108260	0
Zm00001eb108270	7
Zm00001eb108280	257
Zm00001eb108290	299
Zm00001eb108300	76
Zm00001eb108310	977
Zm00001eb108320	209
Zm00001eb108330	141
Zm00001eb108340	0
Zm00001eb108350	78
Zm00001eb108360	477
Zm00001eb108370	134
Zm00001eb108390	588
Zm00001eb108400	272
Zm00001eb108410	17940
Zm00001eb108420	119
Zm00001eb108430	1991
Zm00001eb108440	267
Zm00001eb108450	0
Zm00001eb108460	36
Zm00001eb108470	573
Zm00001eb108490	778.41
Zm00001eb108500	58.59
Zm00001eb108510	1998
Zm00001eb108520	383
Zm00001eb108530	240.92
Zm00001eb108540	1.08
Zm00001eb108550	1321
Zm00001eb108560	0
Zm00001eb108570	1898
Zm00001eb108580	0
Zm00001eb108590	15
Zm00001eb108600	194
Zm00001eb108610	676
Zm00001eb108620	1045
Zm00001eb108630	0
Zm00001eb108640	37
Zm00001eb108650	102
Zm00001eb108660	151
Zm00001eb108670	121
Zm00001eb108680	267
Zm00001eb108690	598
Zm00001eb108700	0
Zm00001eb108710	0
Zm00001eb108720	717
Zm00001eb108730	5
Zm00001eb108740	0
Zm00001eb108760	30
Zm00001eb108780	124
Zm00001eb108790	29
Zm00001eb108800	0
Zm00001eb108820	381
Zm00001eb108830	50
Zm00001eb108840	293
Zm00001eb108850	285
Zm00001eb108870	1
Zm00001eb108880	1
Zm00001eb108890	672
Zm00001eb108910	5
Zm00001eb108920	220
Zm00001eb108930	127
Zm00001eb108940	1092
Zm00001eb108950	153
Zm00001eb108960	256
Zm00001eb108970	389
Zm00001eb108990	0
Zm00001eb109000	0.5
Zm00001eb109010	0
Zm00001eb109020	63
Zm00001eb109030	3212
Zm00001eb109040	124
Zm00001eb109050	1.86
Zm00001eb109060	0
Zm00001eb109070	1.63
Zm00001eb109080	0
Zm00001eb109090	0
Zm00001eb109100	0
Zm00001eb109110	88
Zm00001eb109130	54
Zm00001eb109140	342
Zm00001eb109150	20
Zm00001eb109160	0
Zm00001eb109170	1
Zm00001eb109180	0
Zm00001eb109190	1055
Zm00001eb109200	8
Zm00001eb109210	0
Zm00001eb109220	0
Zm00001eb109230	0
Zm00001eb109250	0
Zm00001eb109260	0
Zm00001eb109270	1009
Zm00001eb109280	0
Zm00001eb109290	2039
Zm00001eb109300	538
Zm00001eb109330	5161
Zm00001eb109340	32
Zm00001eb109360	119
Zm00001eb109370	3519
Zm00001eb109380	2.92
Zm00001eb109390	0
Zm00001eb109400	488
Zm00001eb109410	0
Zm00001eb109420	0
Zm00001eb109430	7
Zm00001eb109440	343
Zm00001eb109450	30.21
Zm00001eb109460	1.79
Zm00001eb109480	178
Zm00001eb109490	175
Zm00001eb109500	629
Zm00001eb109510	509
Zm00001eb109520	547
Zm00001eb109530	0
Zm00001eb109540	0
Zm00001eb109550	11
Zm00001eb109560	111
Zm00001eb109570	578
Zm00001eb109580	0
Zm00001eb109590	0
Zm00001eb109600	0
Zm00001eb109610	9946
Zm00001eb109620	7415
Zm00001eb109640	134
Zm00001eb109660	307
Zm00001eb109670	215
Zm00001eb109680	301
Zm00001eb109690	541
Zm00001eb109700	0
Zm00001eb109710	464
Zm00001eb109720	0
Zm00001eb109730	5
Zm00001eb109740	3
Zm00001eb109750	107
Zm00001eb109760	0
Zm00001eb109770	388
Zm00001eb109780	542
Zm00001eb109790	607
Zm00001eb109800	269
Zm00001eb109810	244
Zm00001eb109820	580
Zm00001eb109830	1676
Zm00001eb109850	1.44
Zm00001eb109860	59
Zm00001eb109870	292.96
Zm00001eb109880	1730
Zm00001eb109890	370
Zm00001eb109900	133
Zm00001eb109910	111
Zm00001eb109920	0
Zm00001eb109930	0
Zm00001eb109950	450.25
Zm00001eb109960	1000.75
Zm00001eb109970	194
Zm00001eb109980	266
Zm00001eb109990	138.71
Zm00001eb110000	509.29
Zm00001eb110010	37.33
Zm00001eb110020	734.67
Zm00001eb110030	79
Zm00001eb110040	41.63
Zm00001eb110050	19.37
Zm00001eb110060	78
Zm00001eb110070	781
Zm00001eb110080	893
Zm00001eb110100	1840
Zm00001eb110110	0
Zm00001eb110130	73
Zm00001eb110140	179
Zm00001eb110150	0
Zm00001eb110160	438
Zm00001eb110200	0
Zm00001eb110210	3.34
Zm00001eb110220	0
Zm00001eb110230	10
Zm00001eb110240	50
Zm00001eb110250	1133
Zm00001eb110260	0
Zm00001eb110270	138
Zm00001eb110280	544
Zm00001eb110290	2
Zm00001eb110300	2897
Zm00001eb110320	120
Zm00001eb110330	536
Zm00001eb110340	815
Zm00001eb110350	291.43
Zm00001eb110360	0
Zm00001eb110370	940
Zm00001eb110380	658
Zm00001eb110390	469
Zm00001eb110400	2676
Zm00001eb110410	2
Zm00001eb110420	5
Zm00001eb110430	1663
Zm00001eb110440	0
Zm00001eb110450	194
Zm00001eb110460	242
Zm00001eb110470	0
Zm00001eb110480	0
Zm00001eb110490	0
Zm00001eb110500	6
Zm00001eb110510	793
Zm00001eb110520	1003
Zm00001eb110530	502
Zm00001eb110540	591.42
Zm00001eb110550	0
Zm00001eb110560	1698
Zm00001eb110570	1
Zm00001eb110580	737
Zm00001eb110590	602
Zm00001eb110600	115
Zm00001eb110610	430
Zm00001eb110620	0
Zm00001eb110630	313
Zm00001eb110640	749.7
Zm00001eb110650	4933.99
Zm00001eb110660	291.8
Zm00001eb110670	7.2
Zm00001eb110680	398
Zm00001eb110690	0
Zm00001eb110710	638
Zm00001eb110720	255
Zm00001eb110730	68
Zm00001eb110740	0
Zm00001eb110750	1969
Zm00001eb110760	86
Zm00001eb110770	326
Zm00001eb110780	209
Zm00001eb110790	0
Zm00001eb110800	187
Zm00001eb110810	1068
Zm00001eb110820	1054.97
Zm00001eb110830	95.03
Zm00001eb110840	309
Zm00001eb110850	2
Zm00001eb110860	0
Zm00001eb110870	1066.45
Zm00001eb110880	106.55
Zm00001eb110890	5
Zm00001eb110900	0
Zm00001eb110910	202
Zm00001eb110920	319
Zm00001eb110930	96
Zm00001eb110940	11
Zm00001eb110950	1
Zm00001eb110960	57.99
Zm00001eb110970	37.01
Zm00001eb110980	136
Zm00001eb110990	9
Zm00001eb111000	545.6
Zm00001eb111010	1
Zm00001eb111020	2932
Zm00001eb111030	0
Zm00001eb111040	3.2
Zm00001eb111050	252
Zm00001eb111070	591
Zm00001eb111080	10
Zm00001eb111090	0
Zm00001eb111100	1128
Zm00001eb111110	0
Zm00001eb111120	53.29
Zm00001eb111130	163.56
Zm00001eb111140	0
Zm00001eb111150	67.15
Zm00001eb111160	44
Zm00001eb111170	0
Zm00001eb111180	1392
Zm00001eb111190	0
Zm00001eb111200	7
Zm00001eb111210	0
Zm00001eb111230	1289
Zm00001eb111240	0
Zm00001eb111250	34
Zm00001eb111260	0
Zm00001eb111270	14
Zm00001eb111280	277
Zm00001eb111290	801
Zm00001eb111300	243
Zm00001eb111310	98.84
Zm00001eb111320	0
Zm00001eb111330	37
Zm00001eb111340	75
Zm00001eb111350	279
Zm00001eb111360	2486
Zm00001eb111370	35
Zm00001eb111380	83
Zm00001eb111390	35
Zm00001eb111400	2564
Zm00001eb111410	0
Zm00001eb111420	5670
Zm00001eb111430	1228
Zm00001eb111440	36.7
Zm00001eb111460	0
Zm00001eb111470	0
Zm00001eb111480	0
Zm00001eb111490	67
Zm00001eb111500	12
Zm00001eb111510	0
Zm00001eb111520	92
Zm00001eb111540	1
Zm00001eb111550	1
Zm00001eb111560	73
Zm00001eb111570	764
Zm00001eb111590	46
Zm00001eb111600	405
Zm00001eb111610	237
Zm00001eb111620	41
Zm00001eb111630	859
Zm00001eb111640	964
Zm00001eb111650	333
Zm00001eb111660	726
Zm00001eb111670	595
Zm00001eb111680	199
Zm00001eb111690	86
Zm00001eb111700	1
Zm00001eb111710	30
Zm00001eb111720	2620
Zm00001eb111730	875
Zm00001eb111740	1710
Zm00001eb111750	8.57
Zm00001eb111760	493.43
Zm00001eb111770	0
Zm00001eb111780	14
Zm00001eb111790	101
Zm00001eb111800	5
Zm00001eb111810	770
Zm00001eb111820	120
Zm00001eb111830	267.66
Zm00001eb111850	55.34
Zm00001eb111860	445.9
Zm00001eb111890	342
Zm00001eb111900	531
Zm00001eb111910	6082
Zm00001eb111920	124
Zm00001eb111930	3
Zm00001eb111940	1
Zm00001eb111950	0
Zm00001eb111960	994
Zm00001eb111970	101
Zm00001eb111980	97.58
Zm00001eb111990	1135.42
Zm00001eb112000	518
Zm00001eb112020	453
Zm00001eb112030	221
Zm00001eb112040	2432
Zm00001eb112050	0
Zm00001eb112060	0
Zm00001eb112070	0
Zm00001eb112080	9
Zm00001eb112090	348
Zm00001eb112100	0
Zm00001eb112110	0
Zm00001eb112120	0
Zm00001eb112130	4
Zm00001eb112140	0
Zm00001eb112150	544
Zm00001eb112170	195
Zm00001eb112180	253
Zm00001eb112190	5.25
Zm00001eb112200	85
Zm00001eb112210	334
Zm00001eb112220	544
Zm00001eb112230	5.91
Zm00001eb112240	0
Zm00001eb112250	5
Zm00001eb112260	676
Zm00001eb112270	0
Zm00001eb112280	38
Zm00001eb112290	0
Zm00001eb112300	0
Zm00001eb112310	1130
Zm00001eb112330	1
Zm00001eb112340	0
Zm00001eb112350	0
Zm00001eb112360	2813.2
Zm00001eb112370	0
Zm00001eb112380	1062
Zm00001eb112390	0
Zm00001eb112400	709
Zm00001eb112420	0
Zm00001eb112430	35
Zm00001eb112440	0
Zm00001eb112450	0
Zm00001eb112460	1
Zm00001eb112470	10
Zm00001eb112480	1496
Zm00001eb112490	0
Zm00001eb112510	23
Zm00001eb112520	0
Zm00001eb112530	0
Zm00001eb112540	198
Zm00001eb112550	1267
Zm00001eb112560	432
Zm00001eb112570	0
Zm00001eb112580	201
Zm00001eb112590	1145
Zm00001eb112600	705
Zm00001eb112610	21
Zm00001eb112620	88.09
Zm00001eb112630	1192.91
Zm00001eb112640	0
Zm00001eb112650	7
Zm00001eb112660	352
Zm00001eb112670	28
Zm00001eb112680	1013
Zm00001eb112690	478
Zm00001eb112700	297
Zm00001eb112710	0
Zm00001eb112720	1067
Zm00001eb112740	1463.82
Zm00001eb112750	780
Zm00001eb112760	145
Zm00001eb112770	0
Zm00001eb112790	0
Zm00001eb112800	0
Zm00001eb112810	0
Zm00001eb112820	685
Zm00001eb112830	228
Zm00001eb112840	0
Zm00001eb112850	314
Zm00001eb112860	0
Zm00001eb112870	3
Zm00001eb112880	0
Zm00001eb112890	10
Zm00001eb112900	219
Zm00001eb112910	1
Zm00001eb112920	0
Zm00001eb112930	191
Zm00001eb112940	0
Zm00001eb112950	2169
Zm00001eb112960	31
Zm00001eb112970	1
Zm00001eb112980	0
Zm00001eb112990	2293
Zm00001eb113010	448.84
Zm00001eb113020	0
Zm00001eb113030	486.12
Zm00001eb113040	43.88
Zm00001eb113050	308
Zm00001eb113060	0
Zm00001eb113070	254
Zm00001eb113080	4
Zm00001eb113090	140
Zm00001eb113100	0
Zm00001eb113110	0
Zm00001eb113120	0
Zm00001eb113130	0
Zm00001eb113140	581.48
Zm00001eb113150	6.48
Zm00001eb113160	0
Zm00001eb113170	261
Zm00001eb113180	0
Zm00001eb113190	1
Zm00001eb113200	226
Zm00001eb113210	0
Zm00001eb113220	72
Zm00001eb113240	7219
Zm00001eb113250	0
Zm00001eb113260	0
Zm00001eb113280	72
Zm00001eb113290	1298
Zm00001eb113300	0
Zm00001eb113310	223
Zm00001eb113320	2
Zm00001eb113330	114
Zm00001eb113350	230
Zm00001eb113360	594
Zm00001eb113370	7
Zm00001eb113380	98
Zm00001eb113390	0
Zm00001eb113400	0
Zm00001eb113410	147
Zm00001eb113430	2
Zm00001eb113460	0
Zm00001eb113470	1017
Zm00001eb113480	5
Zm00001eb113490	77
Zm00001eb113500	0
Zm00001eb113510	0
Zm00001eb113520	0
Zm00001eb113530	227
Zm00001eb113540	0
Zm00001eb113550	12
Zm00001eb113570	3
Zm00001eb113580	87
Zm00001eb113590	1
Zm00001eb113600	3417
Zm00001eb113610	0
Zm00001eb113620	0
Zm00001eb113630	2
Zm00001eb113640	0
Zm00001eb113650	102
Zm00001eb113660	131
Zm00001eb113670	0
Zm00001eb113680	146
Zm00001eb113690	113
Zm00001eb113700	544
Zm00001eb113710	69
Zm00001eb113720	0
Zm00001eb113730	2374
Zm00001eb113740	114
Zm00001eb113750	0
Zm00001eb113760	0
Zm00001eb113770	0
Zm00001eb113780	549
Zm00001eb113790	2079.99
Zm00001eb113800	15.88
Zm00001eb113810	0
Zm00001eb113820	65
Zm00001eb113830	0
Zm00001eb113840	0
Zm00001eb113850	0
Zm00001eb113870	237
Zm00001eb113880	711
Zm00001eb113900	14.75
Zm00001eb113910	0
Zm00001eb113920	35
Zm00001eb113930	0
Zm00001eb113940	0
Zm00001eb113950	284
Zm00001eb113960	0
Zm00001eb113970	135
Zm00001eb113980	0
Zm00001eb113990	0
Zm00001eb114000	0
Zm00001eb114020	2
Zm00001eb114030	64
Zm00001eb114050	420
Zm00001eb114060	158
Zm00001eb114070	228
Zm00001eb114080	0
Zm00001eb114090	99
Zm00001eb114100	50.2
Zm00001eb114110	30
Zm00001eb114120	117
Zm00001eb114130	820
Zm00001eb114140	103
Zm00001eb114150	295
Zm00001eb114160	9
Zm00001eb114170	57
Zm00001eb114180	0
Zm00001eb114200	1624
Zm00001eb114210	0
Zm00001eb114220	0
Zm00001eb114230	0
Zm00001eb114240	760
Zm00001eb114250	2
Zm00001eb114260	182
Zm00001eb114270	141
Zm00001eb114280	166
Zm00001eb114290	1
Zm00001eb114300	0
Zm00001eb114310	79
Zm00001eb114320	1439
Zm00001eb114330	40
Zm00001eb114340	0
Zm00001eb114350	0
Zm00001eb114360	367
Zm00001eb114370	97
Zm00001eb114380	5
Zm00001eb114390	25
Zm00001eb114410	0
Zm00001eb114430	1357
Zm00001eb114440	0
Zm00001eb114450	0
Zm00001eb114460	0
Zm00001eb114470	0
Zm00001eb114480	212
Zm00001eb114490	45.52
Zm00001eb114500	127.97
Zm00001eb114510	0
Zm00001eb114520	49.18
Zm00001eb114530	0
Zm00001eb114540	17.12
Zm00001eb114550	0
Zm00001eb114560	1
Zm00001eb114570	0
Zm00001eb114580	24
Zm00001eb114590	0
Zm00001eb114600	258.74
Zm00001eb114610	23.07
Zm00001eb114620	2
Zm00001eb114640	0
Zm00001eb114650	0
Zm00001eb114660	14.19
Zm00001eb114680	0
Zm00001eb114690	9.92
Zm00001eb114700	4.93
Zm00001eb114710	13
Zm00001eb114720	0
Zm00001eb114730	97
Zm00001eb114740	202.81
Zm00001eb114760	2
Zm00001eb114770	374
Zm00001eb114780	142
Zm00001eb114790	561
Zm00001eb114800	0
Zm00001eb114810	1
Zm00001eb114820	23
Zm00001eb114830	412
Zm00001eb114840	6
Zm00001eb114860	234
Zm00001eb114870	0
Zm00001eb114880	546
Zm00001eb114890	0
Zm00001eb114900	0
Zm00001eb114910	0
Zm00001eb114920	4
Zm00001eb114930	0
Zm00001eb114940	0
Zm00001eb114950	30
Zm00001eb114960	1
Zm00001eb114970	1045.98
Zm00001eb114980	0
Zm00001eb114990	107
Zm00001eb115000	362
Zm00001eb115010	465
Zm00001eb115030	18
Zm00001eb115040	0
Zm00001eb115050	161
Zm00001eb115060	72.84
Zm00001eb115070	0
Zm00001eb115090	82.97
Zm00001eb115100	460.03
Zm00001eb115110	1028
Zm00001eb115120	272
Zm00001eb115140	0
Zm00001eb115150	44.87
Zm00001eb115160	24.29
Zm00001eb115180	0
Zm00001eb115200	232
Zm00001eb115210	0
Zm00001eb115220	138
Zm00001eb115230	125
Zm00001eb115240	456
Zm00001eb115250	101
Zm00001eb115270	2181
Zm00001eb115290	593
Zm00001eb115300	600
Zm00001eb115310	3
Zm00001eb115320	0
Zm00001eb115330	0
Zm00001eb115340	47
Zm00001eb115350	0
Zm00001eb115360	1
Zm00001eb115370	3191
Zm00001eb115380	0
Zm00001eb115390	23
Zm00001eb115400	0
Zm00001eb115410	1
Zm00001eb115420	3
Zm00001eb115430	0
Zm00001eb115440	41.47
Zm00001eb115450	1
Zm00001eb115470	0
Zm00001eb115480	0
Zm00001eb115490	286
Zm00001eb115500	0.29
Zm00001eb115510	0
Zm00001eb115520	0.29
Zm00001eb115530	0
Zm00001eb115540	0.29
Zm00001eb115550	0
Zm00001eb115560	0
Zm00001eb115570	0.29
Zm00001eb115580	0
Zm00001eb115590	0.29
Zm00001eb115600	316
Zm00001eb115610	0.29
Zm00001eb115620	0
Zm00001eb115630	0.29
Zm00001eb115650	1836
Zm00001eb115660	0
Zm00001eb115670	0
Zm00001eb115680	179
Zm00001eb115720	0
Zm00001eb115730	0
Zm00001eb115740	11.97
Zm00001eb115750	2227
Zm00001eb115760	0
Zm00001eb115770	0
Zm00001eb115790	0
Zm00001eb115800	1226
Zm00001eb115810	0
Zm00001eb115820	0
Zm00001eb115830	2016.49
Zm00001eb115840	679
Zm00001eb115850	0
Zm00001eb115870	120
Zm00001eb115880	2
Zm00001eb115890	10
Zm00001eb115900	292
Zm00001eb115910	0
Zm00001eb115920	1
Zm00001eb115930	0
Zm00001eb115940	5
Zm00001eb115950	0
Zm00001eb115970	0
Zm00001eb115980	175
Zm00001eb115990	65
Zm00001eb116000	0
Zm00001eb116010	26286
Zm00001eb116020	654
Zm00001eb116030	0
Zm00001eb116040	0
Zm00001eb116050	0
Zm00001eb116060	2
Zm00001eb116070	0
Zm00001eb116080	0
Zm00001eb116090	0
Zm00001eb116100	3
Zm00001eb116120	0
Zm00001eb116130	0
Zm00001eb116140	0
Zm00001eb116150	17
Zm00001eb116160	311
Zm00001eb116170	0
Zm00001eb116180	0
Zm00001eb116200	0
Zm00001eb116210	0
Zm00001eb116230	8132
Zm00001eb116240	647
Zm00001eb116250	2021
Zm00001eb116260	0
Zm00001eb116270	1394
Zm00001eb116280	5873.46
Zm00001eb116290	17
Zm00001eb116310	565
Zm00001eb116330	3
Zm00001eb116340	103
Zm00001eb116350	349
Zm00001eb116370	227
Zm00001eb116380	22
Zm00001eb116390	243
Zm00001eb116400	1028
Zm00001eb116410	180
Zm00001eb116420	169
Zm00001eb116430	0
Zm00001eb116440	471
Zm00001eb116460	340
Zm00001eb116470	427
Zm00001eb116480	87
Zm00001eb116500	8
Zm00001eb116510	662
Zm00001eb116520	0
Zm00001eb116530	411
Zm00001eb116540	7
Zm00001eb116550	0
Zm00001eb116560	3
Zm00001eb116570	318
Zm00001eb116580	636
Zm00001eb116590	226.21
Zm00001eb116610	424
Zm00001eb116620	6
Zm00001eb116630	0
Zm00001eb116640	38
Zm00001eb116650	645
Zm00001eb116670	10.48
Zm00001eb116680	1
Zm00001eb116690	0
Zm00001eb116700	0
Zm00001eb116710	0
Zm00001eb116720	9.55
Zm00001eb116730	39
Zm00001eb116740	251
Zm00001eb116750	268
Zm00001eb116760	0
Zm00001eb116770	200
Zm00001eb116780	0
Zm00001eb116790	0
Zm00001eb116800	737
Zm00001eb116810	378
Zm00001eb116820	0
Zm00001eb116830	653.01
Zm00001eb116840	0
Zm00001eb116850	5895.99
Zm00001eb116860	0
Zm00001eb116880	252
Zm00001eb116890	0
Zm00001eb116910	50
Zm00001eb116920	808
Zm00001eb116930	5633
Zm00001eb116940	70
Zm00001eb116950	187
Zm00001eb116960	6626
Zm00001eb116970	159
Zm00001eb116980	0
Zm00001eb117000	4557
Zm00001eb117010	112
Zm00001eb117020	0
Zm00001eb117030	567
Zm00001eb117040	156
Zm00001eb117050	73
Zm00001eb117060	136
Zm00001eb117070	1105
Zm00001eb117080	1237
Zm00001eb117090	118
Zm00001eb117100	937
Zm00001eb117110	2
Zm00001eb117130	271
Zm00001eb117140	2195
Zm00001eb117150	632
Zm00001eb117160	1
Zm00001eb117170	457
Zm00001eb117180	36
Zm00001eb117190	637
Zm00001eb117200	0
Zm00001eb117210	1307
Zm00001eb117220	614
Zm00001eb117230	332
Zm00001eb117240	2
Zm00001eb117260	6
Zm00001eb117280	128
Zm00001eb117290	0
Zm00001eb117300	426
Zm00001eb117310	2
Zm00001eb117320	0
Zm00001eb117330	0
Zm00001eb117350	106
Zm00001eb117360	0
Zm00001eb117370	678
Zm00001eb117380	5
Zm00001eb117390	0
Zm00001eb117400	298
Zm00001eb117410	0
Zm00001eb117420	38
Zm00001eb117430	1483
Zm00001eb117440	1.86
Zm00001eb117450	0
Zm00001eb117460	325
Zm00001eb117470	142
Zm00001eb117480	6
Zm00001eb117490	0
Zm00001eb117500	278.75
Zm00001eb117510	203.25
Zm00001eb117520	208
Zm00001eb117530	201
Zm00001eb117540	11.77
Zm00001eb117550	125.23
Zm00001eb117560	61
Zm00001eb117580	0
Zm00001eb117590	2415
Zm00001eb117600	65
Zm00001eb117610	576.24
Zm00001eb117620	6.76
Zm00001eb117630	0
Zm00001eb117640	63
Zm00001eb117650	0
Zm00001eb117660	51.42
Zm00001eb117670	1007.58
Zm00001eb117680	0
Zm00001eb117690	80.56
Zm00001eb117700	210
Zm00001eb117720	740
Zm00001eb117730	0
Zm00001eb117740	996
Zm00001eb117750	0
Zm00001eb117760	0
Zm00001eb117770	161
Zm00001eb117790	6
Zm00001eb117800	100
Zm00001eb117810	0
Zm00001eb117820	112
Zm00001eb117830	99
Zm00001eb117840	0
Zm00001eb117850	407
Zm00001eb117860	60
Zm00001eb117870	599
Zm00001eb117890	9
Zm00001eb117900	349
Zm00001eb117910	332
Zm00001eb117920	31
Zm00001eb117930	1767.01
Zm00001eb117940	1
Zm00001eb117950	0
Zm00001eb117960	0
Zm00001eb117970	1843.16
Zm00001eb117980	71
Zm00001eb118010	240
Zm00001eb118020	144
Zm00001eb118030	3325
Zm00001eb118040	46
Zm00001eb118050	1
Zm00001eb118060	0
Zm00001eb118070	161
Zm00001eb118080	13
Zm00001eb118090	9
Zm00001eb118100	1091.62
Zm00001eb118110	0
Zm00001eb118120	0
Zm00001eb118130	0
Zm00001eb118140	337
Zm00001eb118150	1091.96
Zm00001eb118170	0
Zm00001eb118180	1177
Zm00001eb118200	1886
Zm00001eb118210	516
Zm00001eb118220	1498
Zm00001eb118230	3
Zm00001eb118240	303
Zm00001eb118250	356
Zm00001eb118270	0
Zm00001eb118280	42
Zm00001eb118290	580
Zm00001eb118300	105
Zm00001eb118310	0
Zm00001eb118320	10
Zm00001eb118330	1069.16
Zm00001eb118340	155
Zm00001eb118350	0
Zm00001eb118360	12
Zm00001eb118370	373
Zm00001eb118380	0
Zm00001eb118390	0
Zm00001eb118400	17
Zm00001eb118410	0
Zm00001eb118420	0
Zm00001eb118430	2
Zm00001eb118440	10
Zm00001eb118450	55
Zm00001eb118460	0
Zm00001eb118470	984.57
Zm00001eb118480	0
Zm00001eb118490	0
Zm00001eb118500	0
Zm00001eb118510	205.39
Zm00001eb118520	0
Zm00001eb118530	0
Zm00001eb118540	776.08
Zm00001eb118550	0
Zm00001eb118570	177.1
Zm00001eb118580	43
Zm00001eb118590	14.05
Zm00001eb118600	118.29
Zm00001eb118610	0
Zm00001eb118620	45.28
Zm00001eb118640	27.72
Zm00001eb118650	295.71
Zm00001eb118660	0
Zm00001eb118670	0
Zm00001eb118680	0
Zm00001eb118690	30
Zm00001eb118700	0
Zm00001eb118720	0
Zm00001eb118730	31
Zm00001eb118740	83
Zm00001eb118750	0
Zm00001eb118760	138
Zm00001eb118770	0
Zm00001eb118780	1
Zm00001eb118790	245
Zm00001eb118800	37.85
Zm00001eb118810	732.15
Zm00001eb118820	1806
Zm00001eb118830	394
Zm00001eb118840	0
Zm00001eb118850	356.36
Zm00001eb118860	386.64
Zm00001eb118870	1335.93
Zm00001eb118880	223.07
Zm00001eb118900	204
Zm00001eb118910	50
Zm00001eb118920	1144
Zm00001eb118930	697
Zm00001eb118940	94
Zm00001eb118950	1211
Zm00001eb118970	462
Zm00001eb118980	159
Zm00001eb118990	4
Zm00001eb119000	159
Zm00001eb119010	260.76
Zm00001eb119020	83.24
Zm00001eb119030	281
Zm00001eb119040	424.11
Zm00001eb119050	14.89
Zm00001eb119060	134
Zm00001eb119070	2022
Zm00001eb119080	164
Zm00001eb119100	1059.95
Zm00001eb119110	2
Zm00001eb119120	3
Zm00001eb119130	4267
Zm00001eb119140	3978
Zm00001eb119150	943
Zm00001eb119160	2
Zm00001eb119170	1353
Zm00001eb119180	1
Zm00001eb119190	2
Zm00001eb119200	29
Zm00001eb119210	167
Zm00001eb119220	139
Zm00001eb119240	971
Zm00001eb119250	235
Zm00001eb119260	802
Zm00001eb119270	196
Zm00001eb119280	1769
