gene_id	T_6_Tol
Zm00001eb134100	452
Zm00001eb134110	1101
Zm00001eb134120	549
Zm00001eb134130	102
Zm00001eb134140	28
Zm00001eb134170	0
Zm00001eb134200	553
Zm00001eb134210	1
Zm00001eb134240	25
Zm00001eb134260	0
Zm00001eb134270	0
Zm00001eb134280	0
Zm00001eb134290	655
Zm00001eb134310	8.45
Zm00001eb134320	0
Zm00001eb134330	2297
Zm00001eb134340	7351
Zm00001eb134350	2
Zm00001eb134390	258
Zm00001eb134400	93
Zm00001eb134410	0
Zm00001eb134430	152.73
Zm00001eb134440	0
Zm00001eb134450	1.19
Zm00001eb134460	0
Zm00001eb134470	691
Zm00001eb134480	1034
Zm00001eb134490	74
Zm00001eb134520	72
Zm00001eb134530	295
Zm00001eb134540	0
Zm00001eb134550	12.24
Zm00001eb134560	54
Zm00001eb134600	2161.33
Zm00001eb134610	76.67
Zm00001eb134620	3
Zm00001eb134630	0
Zm00001eb134640	0
Zm00001eb134650	18
Zm00001eb134670	66
Zm00001eb134680	2
Zm00001eb134690	1285
Zm00001eb134700	318.62
Zm00001eb134710	11.38
Zm00001eb134730	0
Zm00001eb134750	37.81
Zm00001eb134770	0
Zm00001eb134780	1200
Zm00001eb134790	136
Zm00001eb134800	101.46
Zm00001eb134810	5.54
Zm00001eb134820	42
Zm00001eb134830	0
Zm00001eb134840	0
Zm00001eb134850	137
Zm00001eb134860	0
Zm00001eb134870	58
Zm00001eb134890	800
Zm00001eb134900	0
Zm00001eb134910	188
Zm00001eb134920	0
Zm00001eb134930	0
Zm00001eb134940	0
Zm00001eb134950	0
Zm00001eb134960	0
Zm00001eb134970	714
Zm00001eb134980	0
Zm00001eb134990	473
Zm00001eb135000	244
Zm00001eb135010	0
Zm00001eb135020	3.02
Zm00001eb135030	0
Zm00001eb135040	253
Zm00001eb135050	4771
Zm00001eb135060	807
Zm00001eb135070	0
Zm00001eb135080	0
Zm00001eb135090	6
Zm00001eb135100	0
Zm00001eb135110	895
Zm00001eb135120	303
Zm00001eb135130	70
Zm00001eb135160	0
Zm00001eb135170	0
Zm00001eb135180	0
Zm00001eb135190	170
Zm00001eb135200	2
Zm00001eb135220	1459
Zm00001eb135230	0
Zm00001eb135240	48
Zm00001eb135250	55
Zm00001eb135270	11.27
Zm00001eb135280	4.73
Zm00001eb135290	224
Zm00001eb135300	6
Zm00001eb135310	0
Zm00001eb135320	206
Zm00001eb135330	0
Zm00001eb135340	0
Zm00001eb135350	30
Zm00001eb135370	370
Zm00001eb135380	1406.22
Zm00001eb135400	492.75
Zm00001eb135410	48.25
Zm00001eb135420	0
Zm00001eb135430	3
Zm00001eb135440	10
Zm00001eb135450	136
Zm00001eb135460	278
Zm00001eb135470	65
Zm00001eb135490	0
Zm00001eb135500	1118.75
Zm00001eb135510	4.25
Zm00001eb135520	3055
Zm00001eb135530	105
Zm00001eb135540	770
Zm00001eb135550	1770
Zm00001eb135560	0
Zm00001eb135570	1372
Zm00001eb135590	1945
Zm00001eb135600	0
Zm00001eb135610	1
Zm00001eb135620	0
Zm00001eb135650	639
Zm00001eb135660	0
Zm00001eb135670	4
Zm00001eb135680	7
Zm00001eb135690	0
Zm00001eb135700	42
Zm00001eb135710	118
Zm00001eb135720	2935
Zm00001eb135740	212
Zm00001eb135750	986
Zm00001eb135760	0
Zm00001eb135770	24
Zm00001eb135780	86.46
Zm00001eb135790	194.54
Zm00001eb135800	1180
Zm00001eb135810	3350
Zm00001eb135820	0
Zm00001eb135830	2144
Zm00001eb135840	0
Zm00001eb135850	14
Zm00001eb135860	23
Zm00001eb135870	1
Zm00001eb135880	134
Zm00001eb135900	270
Zm00001eb135910	37
Zm00001eb135920	784
Zm00001eb135930	265
Zm00001eb135940	89
Zm00001eb135950	0
Zm00001eb135960	693
Zm00001eb135970	45.96
Zm00001eb135980	339.04
Zm00001eb135990	92
Zm00001eb136000	1
Zm00001eb136010	92
Zm00001eb136020	0
Zm00001eb136030	0
Zm00001eb136040	944
Zm00001eb136060	1783
Zm00001eb136070	0
Zm00001eb136080	388
Zm00001eb136100	5
Zm00001eb136110	123
Zm00001eb136120	18
Zm00001eb136130	993
Zm00001eb136140	0
Zm00001eb136150	3
Zm00001eb136160	829
Zm00001eb136170	169
Zm00001eb136180	1
Zm00001eb136190	994
Zm00001eb136200	1364
Zm00001eb136210	0
Zm00001eb136220	76
Zm00001eb136230	104
Zm00001eb136250	301
Zm00001eb136260	0
Zm00001eb136270	7
Zm00001eb136280	193
Zm00001eb136290	0
Zm00001eb136300	218
Zm00001eb136320	0
Zm00001eb136330	45.56
Zm00001eb136340	74.44
Zm00001eb136350	130
Zm00001eb136360	81
Zm00001eb136370	6
Zm00001eb136380	0
Zm00001eb136390	54
Zm00001eb136420	0
Zm00001eb136430	64
Zm00001eb136440	0
Zm00001eb136450	529
Zm00001eb136460	77.35
Zm00001eb136470	16.65
Zm00001eb136480	0
Zm00001eb136490	30630
Zm00001eb136500	1842
Zm00001eb136510	0
Zm00001eb136520	0
Zm00001eb136530	135
Zm00001eb136540	1470
Zm00001eb136550	0
Zm00001eb136560	0
Zm00001eb136570	0
Zm00001eb136580	0
Zm00001eb136600	0
Zm00001eb136610	20
Zm00001eb136620	3596
Zm00001eb136630	3815
Zm00001eb136640	1
Zm00001eb136650	0
Zm00001eb136660	0
Zm00001eb136670	0
Zm00001eb136680	0
Zm00001eb136690	0
Zm00001eb136700	0
Zm00001eb136710	508
Zm00001eb136720	503
Zm00001eb136730	0
Zm00001eb136740	0
Zm00001eb136750	9272
Zm00001eb136760	1
Zm00001eb136770	1513
Zm00001eb136780	0
Zm00001eb136790	57
Zm00001eb136810	0
Zm00001eb136820	0
Zm00001eb136830	0
Zm00001eb136840	1065.2
Zm00001eb136860	1448
Zm00001eb136870	3
Zm00001eb136880	8084
Zm00001eb136890	1853
Zm00001eb136900	49
Zm00001eb136910	2
Zm00001eb136920	1197
Zm00001eb136930	0
Zm00001eb136940	471
Zm00001eb136950	0
Zm00001eb136960	618
Zm00001eb136970	736
Zm00001eb136980	355
Zm00001eb137000	915
Zm00001eb137010	70
Zm00001eb137020	205
Zm00001eb137030	387
Zm00001eb137040	113
Zm00001eb137050	997
Zm00001eb137060	2723
Zm00001eb137070	3
Zm00001eb137080	0
Zm00001eb137090	0
Zm00001eb137100	1785
Zm00001eb137110	33
Zm00001eb137120	128.6
Zm00001eb137130	6.4
Zm00001eb137140	235
Zm00001eb137150	2293
Zm00001eb137160	0
Zm00001eb137170	4004
Zm00001eb137180	122
Zm00001eb137200	821
Zm00001eb137210	0
Zm00001eb137220	0
Zm00001eb137230	0
Zm00001eb137240	2
Zm00001eb137250	0
Zm00001eb137260	0
Zm00001eb137270	0
Zm00001eb137280	0
Zm00001eb137290	516
Zm00001eb137300	0
Zm00001eb137310	0
Zm00001eb137320	26.61
Zm00001eb137340	450
Zm00001eb137350	0
Zm00001eb137360	0
Zm00001eb137370	4822.74
Zm00001eb137380	6940
Zm00001eb137390	60118.39
Zm00001eb137400	0
Zm00001eb137410	100608
Zm00001eb137420	310
Zm00001eb137430	14614.26
Zm00001eb137440	0
Zm00001eb137460	0
Zm00001eb137470	0
Zm00001eb137480	55750.61
Zm00001eb137490	0
Zm00001eb137500	1156
Zm00001eb137510	0
Zm00001eb137520	0
Zm00001eb137530	51.75
Zm00001eb137540	1246
Zm00001eb137550	2987
Zm00001eb137560	0
Zm00001eb137570	98.25
Zm00001eb137580	550
Zm00001eb137590	78
Zm00001eb137600	1291
Zm00001eb137610	1027
Zm00001eb137620	103
Zm00001eb137630	0
Zm00001eb137660	0
Zm00001eb137670	4.85
Zm00001eb137680	956
Zm00001eb137700	64
Zm00001eb137710	485
Zm00001eb137720	332
Zm00001eb137730	28
Zm00001eb137740	2164
Zm00001eb137750	125
Zm00001eb137760	1171.77
Zm00001eb137770	2
Zm00001eb137780	966
Zm00001eb137800	238
Zm00001eb137810	105
Zm00001eb137820	1416
Zm00001eb137840	6407
Zm00001eb137850	96
Zm00001eb137860	70
Zm00001eb137870	209
Zm00001eb137880	120
Zm00001eb137890	618
Zm00001eb137900	2616
Zm00001eb137910	0
Zm00001eb137920	310
Zm00001eb137930	19
Zm00001eb137950	0
Zm00001eb137960	296
Zm00001eb137980	2
Zm00001eb137990	144
Zm00001eb138000	14
Zm00001eb138020	0
Zm00001eb138030	5
Zm00001eb138040	273
Zm00001eb138050	90
Zm00001eb138060	0
Zm00001eb138070	104
Zm00001eb138080	335
Zm00001eb138090	0
Zm00001eb138100	1180
Zm00001eb138110	319
Zm00001eb138120	82
Zm00001eb138130	1
Zm00001eb138150	385
Zm00001eb138170	2
Zm00001eb138180	0
Zm00001eb138190	234
Zm00001eb138200	749
Zm00001eb138210	1010
Zm00001eb138230	12940
Zm00001eb138240	9
Zm00001eb138250	234
Zm00001eb138260	188
Zm00001eb138270	974
Zm00001eb138280	1
Zm00001eb138290	1886
Zm00001eb138300	1488
Zm00001eb138310	303
Zm00001eb138330	2507
Zm00001eb138340	55
Zm00001eb138350	33
Zm00001eb138360	488
Zm00001eb138370	147
Zm00001eb138380	0
Zm00001eb138390	102
Zm00001eb138400	0
Zm00001eb138410	7925
Zm00001eb138420	97
Zm00001eb138430	0
Zm00001eb138450	661
Zm00001eb138460	390
Zm00001eb138480	116.25
Zm00001eb138490	52.75
Zm00001eb138500	54
Zm00001eb138510	279
Zm00001eb138530	0
Zm00001eb138540	0
Zm00001eb138550	331
Zm00001eb138570	3
Zm00001eb138580	0
Zm00001eb138590	870
Zm00001eb138600	346
Zm00001eb138610	848.94
Zm00001eb138620	0
Zm00001eb138630	360
Zm00001eb138640	12
Zm00001eb138650	309
Zm00001eb138660	0
Zm00001eb138670	151.09
Zm00001eb138680	238.91
Zm00001eb138690	151
Zm00001eb138700	25
Zm00001eb138710	1119
Zm00001eb138720	9
Zm00001eb138730	1737
Zm00001eb138740	0
Zm00001eb138750	408
Zm00001eb138760	0
Zm00001eb138770	14
Zm00001eb138780	40
Zm00001eb138790	13.1
Zm00001eb138800	359
Zm00001eb138810	0
Zm00001eb138820	2
Zm00001eb138830	4
Zm00001eb138840	8
Zm00001eb138850	217
Zm00001eb138860	0
Zm00001eb138870	10
Zm00001eb138890	53
Zm00001eb138900	84
Zm00001eb138910	1941
Zm00001eb138920	247
Zm00001eb138930	769
Zm00001eb138940	154
Zm00001eb138950	28.3
Zm00001eb138960	103.7
Zm00001eb138970	540
Zm00001eb138980	62.27
Zm00001eb138990	0
Zm00001eb139000	0
Zm00001eb139010	1432
Zm00001eb139040	0
Zm00001eb139050	66
Zm00001eb139060	2178
Zm00001eb139070	234
Zm00001eb139090	13
Zm00001eb139110	337
Zm00001eb139120	0
Zm00001eb139130	7034
Zm00001eb139140	3441.9
Zm00001eb139160	166.11
Zm00001eb139170	48.89
Zm00001eb139180	397
Zm00001eb139200	26.22
Zm00001eb139210	21.59
Zm00001eb139220	4.94
Zm00001eb139230	0
Zm00001eb139240	0
Zm00001eb139250	1496
Zm00001eb139260	0
Zm00001eb139270	1679
Zm00001eb139280	17
Zm00001eb139290	10
Zm00001eb139300	0
Zm00001eb139320	0
Zm00001eb139330	0
Zm00001eb139340	0
Zm00001eb139350	133
Zm00001eb139370	0
Zm00001eb139380	15
Zm00001eb139390	0
Zm00001eb139400	973
Zm00001eb139410	1466
Zm00001eb139420	144
Zm00001eb139430	245
Zm00001eb139440	0
Zm00001eb139450	66.63
Zm00001eb139460	753.37
Zm00001eb139470	1
Zm00001eb139480	192
Zm00001eb139490	0
Zm00001eb139500	0
Zm00001eb139510	0
Zm00001eb139520	1131
Zm00001eb139550	0
Zm00001eb139560	19
Zm00001eb139570	204
Zm00001eb139590	21.02
Zm00001eb139600	3
Zm00001eb139610	0
Zm00001eb139620	0
Zm00001eb139630	27.75
Zm00001eb139640	73.25
Zm00001eb139650	239
Zm00001eb139660	178
Zm00001eb139670	0
Zm00001eb139680	1278
Zm00001eb139690	174
Zm00001eb139700	1130
Zm00001eb139710	299
Zm00001eb139720	214.89
Zm00001eb139730	8
Zm00001eb139740	247.11
Zm00001eb139750	947
Zm00001eb139760	382
Zm00001eb139770	53
Zm00001eb139780	100
Zm00001eb139790	66
Zm00001eb139800	22
Zm00001eb139810	197
Zm00001eb139820	0
Zm00001eb139830	61
Zm00001eb139840	472
Zm00001eb139850	452
Zm00001eb139860	6649
Zm00001eb139870	6
Zm00001eb139880	1072
Zm00001eb139890	329
Zm00001eb139900	5
Zm00001eb139910	0
Zm00001eb139920	356
Zm00001eb139930	735
Zm00001eb139940	3.3
Zm00001eb139950	0
Zm00001eb139960	215
Zm00001eb139970	2
Zm00001eb139980	278
Zm00001eb139990	94
Zm00001eb140000	162
Zm00001eb140010	34
Zm00001eb140020	47
Zm00001eb140030	275.92
Zm00001eb140040	86
Zm00001eb140050	567.8
Zm00001eb140060	12.2
Zm00001eb140070	842
Zm00001eb140080	946
Zm00001eb140090	609
Zm00001eb140100	2569
Zm00001eb140110	0
Zm00001eb140120	0
Zm00001eb140130	0
Zm00001eb140150	0
Zm00001eb140160	235
Zm00001eb140180	211
Zm00001eb140200	0
Zm00001eb140210	22
Zm00001eb140230	101
Zm00001eb140250	0
Zm00001eb140260	65
Zm00001eb140270	594
Zm00001eb140280	1191
Zm00001eb140290	9
Zm00001eb140300	0
Zm00001eb140310	0
Zm00001eb140320	2871
Zm00001eb140330	2372
Zm00001eb140340	368
Zm00001eb140360	4685
Zm00001eb140370	431
Zm00001eb140380	1084
Zm00001eb140390	3986
Zm00001eb140400	88
Zm00001eb140410	322
Zm00001eb140420	522.66
Zm00001eb140430	4036.87
Zm00001eb140440	34
Zm00001eb140450	533
Zm00001eb140460	4
Zm00001eb140470	263
Zm00001eb140480	497
Zm00001eb140490	591
Zm00001eb140500	737
Zm00001eb140510	0
Zm00001eb140520	58
Zm00001eb140530	183
Zm00001eb140540	98
Zm00001eb140550	0
Zm00001eb140560	148
Zm00001eb140570	685
Zm00001eb140580	361
Zm00001eb140590	464
Zm00001eb140600	96.44
Zm00001eb140610	10.56
Zm00001eb140620	446
Zm00001eb140630	448
Zm00001eb140640	2245
Zm00001eb140660	2003
Zm00001eb140670	1
Zm00001eb140680	10
Zm00001eb140690	1
Zm00001eb140700	192
Zm00001eb140710	0
Zm00001eb140720	4132
Zm00001eb140730	585
Zm00001eb140740	157
Zm00001eb140750	0
Zm00001eb140760	0
Zm00001eb140770	0
Zm00001eb140780	0
Zm00001eb140790	762
Zm00001eb140800	0
Zm00001eb140810	12
Zm00001eb140820	441.44
Zm00001eb140840	94.56
Zm00001eb140880	0
Zm00001eb140890	2828
Zm00001eb140910	74
Zm00001eb140930	994
Zm00001eb140940	194
Zm00001eb140970	1152
Zm00001eb140980	49
Zm00001eb140990	130.75
Zm00001eb141000	18.25
Zm00001eb141010	2895
Zm00001eb141020	570
Zm00001eb141030	0
Zm00001eb141040	249
Zm00001eb141050	0
Zm00001eb141060	607
Zm00001eb141080	2558
Zm00001eb141090	0
Zm00001eb141100	0
Zm00001eb141120	3029
Zm00001eb141130	783
Zm00001eb141150	0
Zm00001eb141160	341.41
Zm00001eb141180	0
Zm00001eb141190	0
Zm00001eb141200	0
Zm00001eb141210	286
Zm00001eb141220	970
Zm00001eb141230	1103
Zm00001eb141250	0
Zm00001eb141260	50.63
Zm00001eb141270	538.37
Zm00001eb141280	0
Zm00001eb141290	24
Zm00001eb141300	1
Zm00001eb141310	256
Zm00001eb141330	511
Zm00001eb141340	0
Zm00001eb141350	239
Zm00001eb141360	812
Zm00001eb141370	24
Zm00001eb141420	1846
Zm00001eb141430	3
Zm00001eb141440	0
Zm00001eb141450	287
Zm00001eb141460	741
Zm00001eb141470	42
Zm00001eb141480	90
Zm00001eb141490	0
Zm00001eb141500	363
Zm00001eb141510	61
Zm00001eb141520	0
Zm00001eb141530	76
Zm00001eb141540	41
Zm00001eb141550	9
Zm00001eb141560	384
Zm00001eb141570	56
Zm00001eb141580	0
Zm00001eb141590	0
Zm00001eb141600	0
Zm00001eb141610	1080
Zm00001eb141620	0
Zm00001eb141630	0
Zm00001eb141640	0
Zm00001eb141650	3
Zm00001eb141660	659.53
Zm00001eb141670	298
Zm00001eb141680	0
Zm00001eb141690	2
Zm00001eb141700	187
Zm00001eb141710	419
Zm00001eb141720	27
Zm00001eb141730	0
Zm00001eb141740	0
Zm00001eb141750	0
Zm00001eb141760	0
Zm00001eb141770	0
Zm00001eb141780	0
Zm00001eb141790	0
Zm00001eb141800	0
Zm00001eb141810	0
Zm00001eb141820	0
Zm00001eb141830	132.51
Zm00001eb141840	0
Zm00001eb141850	0
Zm00001eb141860	0
Zm00001eb141870	41.49
Zm00001eb141880	2285
Zm00001eb141890	1454
Zm00001eb141900	0
Zm00001eb141910	116
Zm00001eb141920	445
Zm00001eb141930	7477
Zm00001eb141940	706
Zm00001eb141950	0
Zm00001eb141960	0
Zm00001eb141970	10.06
Zm00001eb141980	2080
Zm00001eb141990	507
Zm00001eb142000	344
Zm00001eb142010	319
Zm00001eb142020	0
Zm00001eb142030	13
Zm00001eb142040	0
Zm00001eb142050	3
Zm00001eb142060	930
Zm00001eb142070	0
Zm00001eb142080	49
Zm00001eb142090	435
Zm00001eb142100	0
Zm00001eb142110	0
Zm00001eb142120	0
Zm00001eb142130	0
Zm00001eb142140	0
Zm00001eb142150	45
Zm00001eb142160	0
Zm00001eb142170	315
Zm00001eb142180	581
Zm00001eb142190	499
Zm00001eb142200	131
Zm00001eb142210	148
Zm00001eb142220	4909
Zm00001eb142230	137
Zm00001eb142240	0
Zm00001eb142250	169
Zm00001eb142260	0
Zm00001eb142270	0
Zm00001eb142280	0
Zm00001eb142290	0
Zm00001eb142300	415
Zm00001eb142310	623
Zm00001eb142330	0
Zm00001eb142340	124
Zm00001eb142350	365
Zm00001eb142360	1
Zm00001eb142370	135
Zm00001eb142400	1009
Zm00001eb142410	0
Zm00001eb142420	155
Zm00001eb142430	43.56
Zm00001eb142440	160.44
Zm00001eb142450	24.37
Zm00001eb142460	37.63
Zm00001eb142470	0
Zm00001eb142480	268.09
Zm00001eb142490	787
Zm00001eb142500	619
Zm00001eb142510	481
Zm00001eb142530	822
Zm00001eb142540	2946
Zm00001eb142560	52
Zm00001eb142570	189
Zm00001eb142580	114
Zm00001eb142600	21
Zm00001eb142610	227
Zm00001eb142620	310
Zm00001eb142630	828
Zm00001eb142640	688.58
Zm00001eb142650	1.6
Zm00001eb142660	100.82
Zm00001eb142670	0
Zm00001eb142680	0
Zm00001eb142690	0
Zm00001eb142700	0
Zm00001eb142710	1042
Zm00001eb142720	1159
Zm00001eb142730	3497
Zm00001eb142740	830.48
Zm00001eb142750	149.23
Zm00001eb142760	27.77
Zm00001eb142770	2283
Zm00001eb142790	87.18
Zm00001eb142800	28.82
Zm00001eb142810	285
Zm00001eb142820	405
Zm00001eb142830	109
Zm00001eb142840	0
Zm00001eb142850	12
Zm00001eb142870	1
Zm00001eb142880	0
Zm00001eb142890	0
Zm00001eb142900	0
Zm00001eb142910	0
Zm00001eb142930	0
Zm00001eb142940	649
Zm00001eb142950	1360
Zm00001eb142960	121
Zm00001eb142980	524
Zm00001eb142990	5
Zm00001eb143000	7862
Zm00001eb143020	2677
Zm00001eb143030	0
Zm00001eb143040	0
Zm00001eb143050	1137
Zm00001eb143060	577
Zm00001eb143070	1036
Zm00001eb143080	139
Zm00001eb143090	0
Zm00001eb143110	264
Zm00001eb143120	0
Zm00001eb143130	1
Zm00001eb143140	1024
Zm00001eb143150	1175
Zm00001eb143170	2066
Zm00001eb143180	2564
Zm00001eb143190	0
Zm00001eb143200	382
Zm00001eb143210	1708
Zm00001eb143220	0
Zm00001eb143230	508
Zm00001eb143240	1691
Zm00001eb143250	0
Zm00001eb143260	414
Zm00001eb143270	440
Zm00001eb143280	0
Zm00001eb143290	121
Zm00001eb143300	538
Zm00001eb143310	5
Zm00001eb143320	22
Zm00001eb143330	3
Zm00001eb143340	244
Zm00001eb143350	403
Zm00001eb143360	92
Zm00001eb143370	519
Zm00001eb143390	162
Zm00001eb143400	218
Zm00001eb143410	238
Zm00001eb143420	304
Zm00001eb143430	439.03
Zm00001eb143440	0
Zm00001eb143450	600
Zm00001eb143460	6296.89
Zm00001eb143470	0
Zm00001eb143480	1576
Zm00001eb143500	0
Zm00001eb143510	878
Zm00001eb143520	660
Zm00001eb143530	0
Zm00001eb143540	378
Zm00001eb143550	0
Zm00001eb143560	51
Zm00001eb143570	89
Zm00001eb143580	11
Zm00001eb143590	0
Zm00001eb143600	0
Zm00001eb143610	0
Zm00001eb143620	118
Zm00001eb143640	572
Zm00001eb143650	0
Zm00001eb143660	523
Zm00001eb143670	974
Zm00001eb143680	430
Zm00001eb143690	17
Zm00001eb143700	1095
Zm00001eb143710	4746
Zm00001eb143720	611.72
Zm00001eb143730	0
Zm00001eb143740	0
Zm00001eb143750	0
Zm00001eb143770	0
Zm00001eb143780	0
Zm00001eb143790	225.28
Zm00001eb143800	0
Zm00001eb143820	0
Zm00001eb143840	0
Zm00001eb143850	1038
Zm00001eb143860	0
Zm00001eb143870	0
Zm00001eb143880	166
Zm00001eb143890	929
Zm00001eb143900	0
Zm00001eb143910	688
Zm00001eb143920	12
Zm00001eb143930	836
Zm00001eb143940	0
Zm00001eb143950	1381
Zm00001eb143960	205
Zm00001eb143970	22
Zm00001eb143980	110
Zm00001eb143990	577
Zm00001eb144000	807.81
Zm00001eb144010	116.19
Zm00001eb144080	1150
Zm00001eb144100	204
Zm00001eb144120	459
Zm00001eb144130	0
Zm00001eb144140	4
Zm00001eb144160	0
Zm00001eb144170	43
Zm00001eb144180	4
Zm00001eb144210	395
Zm00001eb144220	1510
Zm00001eb144240	38277
Zm00001eb144250	868
Zm00001eb144260	301
Zm00001eb144270	0
Zm00001eb144280	430
Zm00001eb144290	533
Zm00001eb144300	288
Zm00001eb144310	881
Zm00001eb144320	163
Zm00001eb144330	264
Zm00001eb144340	2
Zm00001eb144350	863
Zm00001eb144360	72
Zm00001eb144370	415
Zm00001eb144400	20
Zm00001eb144410	297
Zm00001eb144420	147
Zm00001eb144430	2440
Zm00001eb144440	81
Zm00001eb144450	426
Zm00001eb144460	0
Zm00001eb144480	278
Zm00001eb144490	0
Zm00001eb144500	3057
Zm00001eb144510	43
Zm00001eb144520	166
Zm00001eb144530	553
Zm00001eb144540	54
Zm00001eb144560	8
Zm00001eb144570	88
Zm00001eb144580	223
Zm00001eb144590	16
Zm00001eb144600	4066
Zm00001eb144610	1085.99
Zm00001eb144620	24
Zm00001eb144630	646
Zm00001eb144640	1113
Zm00001eb144650	383
Zm00001eb144660	5
Zm00001eb144670	256
Zm00001eb144680	1956
Zm00001eb144690	2.02
Zm00001eb144700	0
Zm00001eb144710	0
Zm00001eb144720	531
Zm00001eb144730	721
Zm00001eb144740	1089
Zm00001eb144750	0
Zm00001eb144760	26158
Zm00001eb144770	155
Zm00001eb144790	2
Zm00001eb144800	140
Zm00001eb144810	472
Zm00001eb144820	0
Zm00001eb144840	440
Zm00001eb144850	0
Zm00001eb144860	0
Zm00001eb144870	0
Zm00001eb144880	221
Zm00001eb144890	102
Zm00001eb144900	1540
Zm00001eb144910	2741
Zm00001eb144920	0
Zm00001eb144930	14395.03
Zm00001eb144940	1060.07
Zm00001eb144950	0
Zm00001eb144960	40248.9
Zm00001eb144980	322
Zm00001eb144990	6
Zm00001eb145000	0
Zm00001eb145010	7.23
Zm00001eb145020	0
Zm00001eb145030	0
Zm00001eb145040	0
Zm00001eb145050	14
Zm00001eb145060	0
Zm00001eb145070	0
Zm00001eb145080	0
Zm00001eb145090	3
Zm00001eb145100	604
Zm00001eb145110	2
Zm00001eb145120	0
Zm00001eb145130	0
Zm00001eb145140	7
Zm00001eb145150	100
Zm00001eb145160	0
Zm00001eb145170	0
Zm00001eb145180	2
Zm00001eb145190	0
Zm00001eb145200	0
Zm00001eb145210	261
Zm00001eb145220	3
Zm00001eb145230	0
Zm00001eb145240	2735
Zm00001eb145270	31
Zm00001eb145290	7
Zm00001eb145310	2
Zm00001eb145320	167
Zm00001eb145330	33
Zm00001eb145340	88
Zm00001eb145350	8
Zm00001eb145370	218
Zm00001eb145380	137
Zm00001eb145390	152
Zm00001eb145400	2260
Zm00001eb145420	278
Zm00001eb145430	23
Zm00001eb145440	2441.95
Zm00001eb145450	493.05
Zm00001eb145460	0
Zm00001eb145470	0
Zm00001eb145480	0
Zm00001eb145490	630
Zm00001eb145500	1273
Zm00001eb145510	645
Zm00001eb145520	109
Zm00001eb145530	192
Zm00001eb145540	8
Zm00001eb145550	739
Zm00001eb145560	37
Zm00001eb145570	138
Zm00001eb145580	1694
Zm00001eb145600	122
Zm00001eb145610	0
Zm00001eb145630	87
Zm00001eb145640	1321
Zm00001eb145650	3
Zm00001eb145660	120
Zm00001eb145670	422
Zm00001eb145680	558
Zm00001eb145690	882
Zm00001eb145700	0
Zm00001eb145710	0
Zm00001eb145720	221
Zm00001eb145730	1279
Zm00001eb145740	367
Zm00001eb145750	745
Zm00001eb145760	0
Zm00001eb145770	71
Zm00001eb145780	0
Zm00001eb145790	343
Zm00001eb145800	37
Zm00001eb145810	1669.91
Zm00001eb145820	132
Zm00001eb145830	0
Zm00001eb145840	0
Zm00001eb145850	497
Zm00001eb145860	1
Zm00001eb145870	1246
Zm00001eb145880	203
Zm00001eb145890	732
Zm00001eb145900	23
Zm00001eb145910	0
Zm00001eb145920	597
Zm00001eb145940	11
Zm00001eb145950	2874
Zm00001eb145960	88
Zm00001eb145970	1630
Zm00001eb145980	0
Zm00001eb145990	0
Zm00001eb146000	150
Zm00001eb146010	0
Zm00001eb146020	0
Zm00001eb146030	0
Zm00001eb146040	2.09
Zm00001eb146050	1.91
Zm00001eb146060	10
Zm00001eb146070	394
Zm00001eb146080	1816
Zm00001eb146090	7
Zm00001eb146100	1
Zm00001eb146110	1
Zm00001eb146120	0
Zm00001eb146130	379
Zm00001eb146140	0
Zm00001eb146150	0
Zm00001eb146160	335
Zm00001eb146170	1872.47
Zm00001eb146180	1055
Zm00001eb146190	113
Zm00001eb146210	89.3
Zm00001eb146220	3348.81
Zm00001eb146230	162
Zm00001eb146240	0
Zm00001eb146250	659
Zm00001eb146260	0
Zm00001eb146270	570
Zm00001eb146280	908
Zm00001eb146300	0
Zm00001eb146310	261
Zm00001eb146320	0
Zm00001eb146330	591
Zm00001eb146340	1
Zm00001eb146350	0
Zm00001eb146370	36
Zm00001eb146380	8
Zm00001eb146390	628
Zm00001eb146400	1548
Zm00001eb146420	1633
Zm00001eb146430	2318
Zm00001eb146440	0
Zm00001eb146450	125
Zm00001eb146460	222.95
Zm00001eb146480	84.22
Zm00001eb146490	693
Zm00001eb146500	426
Zm00001eb146510	92
Zm00001eb146520	442
Zm00001eb146530	298
Zm00001eb146550	928
Zm00001eb146560	185
Zm00001eb146570	0
Zm00001eb146580	0
Zm00001eb146590	0
Zm00001eb146600	102
Zm00001eb146610	1478
Zm00001eb146620	164
Zm00001eb146630	0
Zm00001eb146640	0
Zm00001eb146650	45
Zm00001eb146660	674
Zm00001eb146670	191
Zm00001eb146680	499
Zm00001eb146690	242
Zm00001eb146700	255
Zm00001eb146710	4206
Zm00001eb146720	1490
Zm00001eb146730	1393
Zm00001eb146740	225
Zm00001eb146750	7
Zm00001eb146760	1872
Zm00001eb146770	3348
Zm00001eb146780	108
Zm00001eb146790	0
Zm00001eb146800	30
Zm00001eb146810	10
Zm00001eb146820	51.01
Zm00001eb146830	19
Zm00001eb146840	200.79
Zm00001eb146850	185
Zm00001eb146860	591.21
Zm00001eb146870	0
Zm00001eb146880	4448
Zm00001eb146890	3408
Zm00001eb146900	2
Zm00001eb146910	36
Zm00001eb146920	42
Zm00001eb146930	0
Zm00001eb146940	1.89
