gene_id	T_24_Susc
Zm00001eb064560	10
Zm00001eb064570	2826
Zm00001eb064580	1961
Zm00001eb064590	294
Zm00001eb064600	1048
Zm00001eb064610	39
Zm00001eb064620	1697
Zm00001eb064630	87
Zm00001eb064640	983
Zm00001eb064650	916
Zm00001eb064660	32
Zm00001eb064670	362
Zm00001eb064680	1675
Zm00001eb064690	1006
Zm00001eb064700	4
Zm00001eb064710	649
Zm00001eb064730	120
Zm00001eb064740	118
Zm00001eb064750	145
Zm00001eb064770	650
Zm00001eb064780	18
Zm00001eb064790	250
Zm00001eb064800	274
Zm00001eb064810	1747
Zm00001eb064820	10
Zm00001eb064830	1154
Zm00001eb064840	757
Zm00001eb064850	1158
Zm00001eb064860	3673
Zm00001eb064870	659
Zm00001eb064880	10
Zm00001eb064890	84
Zm00001eb064900	0
Zm00001eb064910	119
Zm00001eb064920	908
Zm00001eb064930	536
Zm00001eb064940	578.53
Zm00001eb064950	113
Zm00001eb064960	526.48
Zm00001eb064970	406.94
Zm00001eb064980	5.06
Zm00001eb064990	268
Zm00001eb065000	446
Zm00001eb065010	6
Zm00001eb065020	1
Zm00001eb065030	9
Zm00001eb065040	0
Zm00001eb065050	4
Zm00001eb065070	0
Zm00001eb065080	1303
Zm00001eb065090	568
Zm00001eb065100	76
Zm00001eb065120	195
Zm00001eb065130	93
Zm00001eb065140	101
Zm00001eb065150	0
Zm00001eb065160	1456
Zm00001eb065170	0
Zm00001eb065180	21
Zm00001eb065190	38.3
Zm00001eb065200	0
Zm00001eb065210	18
Zm00001eb065250	17
Zm00001eb065260	0
Zm00001eb065270	0
Zm00001eb065280	337
Zm00001eb065290	0
Zm00001eb065300	706
Zm00001eb065310	117.94
Zm00001eb065320	4.06
Zm00001eb065330	24.31
Zm00001eb065340	1097.18
Zm00001eb065350	0
Zm00001eb065360	580.49
Zm00001eb065370	0
Zm00001eb065380	1390
Zm00001eb065390	1248
Zm00001eb065400	10
Zm00001eb065410	0
Zm00001eb065420	163
Zm00001eb065430	0
Zm00001eb065440	0
Zm00001eb065450	33
Zm00001eb065460	753
Zm00001eb065470	0
Zm00001eb065490	0
Zm00001eb065500	0
Zm00001eb065510	668
Zm00001eb065520	1740
Zm00001eb065530	0
Zm00001eb065540	1.58
Zm00001eb065550	366
Zm00001eb065560	329
Zm00001eb065570	1845
Zm00001eb065580	294
Zm00001eb065590	0
Zm00001eb065610	159
Zm00001eb065620	101
Zm00001eb065630	1169
Zm00001eb065640	0
Zm00001eb065650	16.23
Zm00001eb065660	53.77
Zm00001eb065670	0
Zm00001eb065680	0
Zm00001eb065690	6
Zm00001eb065700	0
Zm00001eb065710	345
Zm00001eb065720	949
Zm00001eb065730	11
Zm00001eb065740	71
Zm00001eb065750	2883
Zm00001eb065760	214.76
Zm00001eb065770	549.17
Zm00001eb065780	1980
Zm00001eb065790	3187
Zm00001eb065800	1085.92
Zm00001eb065810	70
Zm00001eb065820	0
Zm00001eb065830	0
Zm00001eb065850	236
Zm00001eb065860	253
Zm00001eb065870	1781
Zm00001eb065890	2210
Zm00001eb065900	183.57
Zm00001eb065910	2.43
Zm00001eb065920	34
Zm00001eb065930	74
Zm00001eb065940	421
Zm00001eb065950	561
Zm00001eb065970	2
Zm00001eb065980	0
Zm00001eb066000	204
Zm00001eb066010	323.59
Zm00001eb066020	364.41
Zm00001eb066030	46
Zm00001eb066050	8
Zm00001eb066060	3085.07
Zm00001eb066070	80.93
Zm00001eb066080	0
Zm00001eb066090	0
Zm00001eb066100	22
Zm00001eb066110	404.61
Zm00001eb066120	3.39
Zm00001eb066130	79
Zm00001eb066140	173
Zm00001eb066150	1807
Zm00001eb066160	14
Zm00001eb066180	279
Zm00001eb066190	977.12
Zm00001eb066210	170
Zm00001eb066220	0
Zm00001eb066230	3249.9
Zm00001eb066250	61
Zm00001eb066260	994
Zm00001eb066270	2
Zm00001eb066290	0
Zm00001eb066300	0
Zm00001eb066310	14
Zm00001eb066320	174
Zm00001eb066330	349
Zm00001eb066340	17
Zm00001eb066350	979
Zm00001eb066360	102
Zm00001eb066370	7473
Zm00001eb066380	15.4
Zm00001eb066390	262.6
Zm00001eb066400	0
Zm00001eb066410	0
Zm00001eb066420	1108.84
Zm00001eb066430	0
Zm00001eb066440	11
Zm00001eb066460	79
Zm00001eb066470	376.16
Zm00001eb066480	205
Zm00001eb066490	119.48
Zm00001eb066500	409.52
Zm00001eb066510	1747
Zm00001eb066520	36.89
Zm00001eb066530	348.11
Zm00001eb066540	217
Zm00001eb066550	3
Zm00001eb066560	198
Zm00001eb066570	125
Zm00001eb066580	398
Zm00001eb066590	1449
Zm00001eb066600	25
Zm00001eb066610	339
Zm00001eb066620	17
Zm00001eb066630	200
Zm00001eb066640	1686.14
Zm00001eb066650	1161
Zm00001eb066660	948
Zm00001eb066670	3339.42
Zm00001eb066680	2857
Zm00001eb066690	558
Zm00001eb066700	4
Zm00001eb066710	0
Zm00001eb066720	0
Zm00001eb066730	23.03
Zm00001eb066740	0
Zm00001eb066750	0
Zm00001eb066760	0
Zm00001eb066770	4
Zm00001eb066780	1753
Zm00001eb066790	1675
Zm00001eb066800	127
Zm00001eb066810	1498.22
Zm00001eb066820	751.78
Zm00001eb066830	932
Zm00001eb066840	971
Zm00001eb066850	15
Zm00001eb066860	264
Zm00001eb066870	48
Zm00001eb066880	1
Zm00001eb066890	83
Zm00001eb066900	350
Zm00001eb066910	21
Zm00001eb066920	144
Zm00001eb066930	0
Zm00001eb066940	8917
Zm00001eb066950	308
Zm00001eb066960	246
Zm00001eb066970	43
Zm00001eb066980	668.52
Zm00001eb066990	902.35
Zm00001eb067000	760.69
Zm00001eb067010	253.44
Zm00001eb067030	0
Zm00001eb067040	74
Zm00001eb067060	0
Zm00001eb067080	548
Zm00001eb067090	41
Zm00001eb067110	1
Zm00001eb067120	0
Zm00001eb067130	1040
Zm00001eb067140	2
Zm00001eb067150	627
Zm00001eb067160	896
Zm00001eb067170	0
Zm00001eb067180	1226.81
Zm00001eb067190	44
Zm00001eb067200	276
Zm00001eb067210	583
Zm00001eb067220	737
Zm00001eb067230	578
Zm00001eb067240	0
Zm00001eb067250	169
Zm00001eb067260	34
Zm00001eb067270	85
Zm00001eb067280	618
Zm00001eb067290	129
Zm00001eb067310	1
Zm00001eb067320	172
Zm00001eb067330	0
Zm00001eb067340	546
Zm00001eb067350	1793
Zm00001eb067360	0
Zm00001eb067370	1783
Zm00001eb067380	66
Zm00001eb067390	0
Zm00001eb067400	0
Zm00001eb067410	2212
Zm00001eb067420	0
Zm00001eb067430	347
Zm00001eb067440	2801.64
Zm00001eb067450	361.36
Zm00001eb067460	317
Zm00001eb067470	0
Zm00001eb067480	19
Zm00001eb067490	224.18
Zm00001eb067500	237
Zm00001eb067510	3
Zm00001eb067520	0
Zm00001eb067530	2026
Zm00001eb067540	33
Zm00001eb067550	2851
Zm00001eb067560	350
Zm00001eb067570	31
Zm00001eb067580	536
Zm00001eb067590	155
Zm00001eb067600	42
Zm00001eb067610	925
Zm00001eb067620	404
Zm00001eb067630	2
Zm00001eb067640	0
Zm00001eb067650	325
Zm00001eb067660	189
Zm00001eb067680	0
Zm00001eb067690	118
Zm00001eb067700	3989
Zm00001eb067710	5134
Zm00001eb067720	1080
Zm00001eb067730	432
Zm00001eb067740	0
Zm00001eb067750	6918
Zm00001eb067760	0
Zm00001eb067770	0
Zm00001eb067780	0
Zm00001eb067790	0
Zm00001eb067800	15
Zm00001eb067810	262
Zm00001eb067820	18
Zm00001eb067840	41
Zm00001eb067850	71
Zm00001eb067860	0
Zm00001eb067870	15
Zm00001eb067880	1
Zm00001eb067890	38
Zm00001eb067900	67
Zm00001eb067910	599
Zm00001eb067920	649
Zm00001eb067930	0
Zm00001eb067940	0
Zm00001eb067950	0
Zm00001eb067960	4279
Zm00001eb067970	0
Zm00001eb067980	29
Zm00001eb067990	0
Zm00001eb068000	764
Zm00001eb068020	1589
Zm00001eb068030	0
Zm00001eb068040	2962
Zm00001eb068050	330
Zm00001eb068060	0
Zm00001eb068070	0
Zm00001eb068080	0
Zm00001eb068100	255
Zm00001eb068110	1008.24
Zm00001eb068120	2940
Zm00001eb068130	619.88
Zm00001eb068140	0
Zm00001eb068150	0
Zm00001eb068160	65
Zm00001eb068170	5
Zm00001eb068210	0
Zm00001eb068220	0
Zm00001eb068230	0
Zm00001eb068240	365
Zm00001eb068250	5.05
Zm00001eb068260	0
Zm00001eb068270	1841
Zm00001eb068280	151
Zm00001eb068290	212.15
Zm00001eb068300	68.85
Zm00001eb068310	0
Zm00001eb068320	0
Zm00001eb068330	130
Zm00001eb068340	285
Zm00001eb068350	157
Zm00001eb068360	163.07
Zm00001eb068370	251
Zm00001eb068380	0
Zm00001eb068390	657
Zm00001eb068400	9447.29
Zm00001eb068410	348.49
Zm00001eb068420	0
Zm00001eb068430	35.59
Zm00001eb068440	205
Zm00001eb068460	548
Zm00001eb068470	16
Zm00001eb068480	4
Zm00001eb068500	0
Zm00001eb068510	12
Zm00001eb068520	64
Zm00001eb068530	477
Zm00001eb068540	1297
Zm00001eb068550	132
Zm00001eb068560	21
Zm00001eb068570	120
Zm00001eb068580	1371
Zm00001eb068590	67
Zm00001eb068600	333
Zm00001eb068610	3
Zm00001eb068620	621
Zm00001eb068630	408
Zm00001eb068640	427
Zm00001eb068650	14
Zm00001eb068660	904
Zm00001eb068670	117
Zm00001eb068680	7
Zm00001eb068700	0
Zm00001eb068710	1001
Zm00001eb068720	17
Zm00001eb068730	15.79
Zm00001eb068750	2.21
Zm00001eb068760	375
Zm00001eb068770	858
Zm00001eb068780	2216
Zm00001eb068790	0
Zm00001eb068810	0
Zm00001eb068820	19
Zm00001eb068830	12.5
Zm00001eb068840	0
Zm00001eb068850	0
Zm00001eb068860	628
Zm00001eb068870	0
Zm00001eb068880	519
Zm00001eb068890	1
Zm00001eb068900	29
Zm00001eb068910	986
Zm00001eb068930	2
Zm00001eb068940	1
Zm00001eb068950	0
Zm00001eb068960	988.58
Zm00001eb068970	25.42
Zm00001eb068980	400
Zm00001eb068990	0
Zm00001eb069000	367.39
Zm00001eb069010	54.61
Zm00001eb069020	71
Zm00001eb069030	0
Zm00001eb069040	1
Zm00001eb069050	0
Zm00001eb069060	51
Zm00001eb069070	728
Zm00001eb069080	64
Zm00001eb069090	98
Zm00001eb069100	3.04
Zm00001eb069110	23.96
Zm00001eb069120	379
Zm00001eb069130	1477
Zm00001eb069140	287
Zm00001eb069150	5
Zm00001eb069160	854
Zm00001eb069180	44
Zm00001eb069190	47.78
Zm00001eb069200	803
Zm00001eb069210	75
Zm00001eb069220	609
Zm00001eb069230	0
Zm00001eb069240	0
Zm00001eb069250	0
Zm00001eb069260	378
Zm00001eb069270	162
Zm00001eb069280	2539
Zm00001eb069290	342
Zm00001eb069300	5
Zm00001eb069310	0
Zm00001eb069320	0
Zm00001eb069330	1
Zm00001eb069350	542
Zm00001eb069360	71.72
Zm00001eb069370	0
Zm00001eb069380	0
Zm00001eb069390	2231.54
Zm00001eb069400	36
Zm00001eb069410	74
Zm00001eb069420	2011.46
Zm00001eb069440	8
Zm00001eb069450	32.46
Zm00001eb069460	87.54
Zm00001eb069470	0
Zm00001eb069480	0
Zm00001eb069490	26
Zm00001eb069500	675
Zm00001eb069510	0
Zm00001eb069520	5
Zm00001eb069530	3
Zm00001eb069540	20
Zm00001eb069550	82
Zm00001eb069560	0
Zm00001eb069570	207
Zm00001eb069580	169
Zm00001eb069590	0
Zm00001eb069600	1800
Zm00001eb069610	14
Zm00001eb069620	382.98
Zm00001eb069630	92
Zm00001eb069640	482
Zm00001eb069650	0.68
Zm00001eb069670	7
Zm00001eb069680	0
Zm00001eb069690	0
Zm00001eb069700	595
Zm00001eb069710	0
Zm00001eb069720	0
Zm00001eb069730	0
Zm00001eb069740	0
Zm00001eb069750	0
Zm00001eb069770	0
Zm00001eb069780	0
Zm00001eb069790	0
Zm00001eb069800	0
Zm00001eb069810	0
Zm00001eb069820	1
Zm00001eb069840	0
Zm00001eb069850	0
Zm00001eb069860	0
Zm00001eb069870	0
Zm00001eb069880	1
Zm00001eb069890	0
Zm00001eb069900	1.5
Zm00001eb069910	0
Zm00001eb069920	0
Zm00001eb069930	0
Zm00001eb069940	0
Zm00001eb069950	0
Zm00001eb069960	0.93
Zm00001eb069970	1.5
Zm00001eb069980	0
Zm00001eb069990	0
Zm00001eb070000	0
Zm00001eb070010	0
Zm00001eb070020	0
Zm00001eb070030	1
Zm00001eb070040	3.07
Zm00001eb070050	358
Zm00001eb070060	353
Zm00001eb070070	0
Zm00001eb070080	0
Zm00001eb070100	610
Zm00001eb070110	349
Zm00001eb070120	485
Zm00001eb070130	5757.29
Zm00001eb070140	14
Zm00001eb070150	1939
Zm00001eb070160	0
Zm00001eb070170	4
Zm00001eb070180	1273
Zm00001eb070190	253
Zm00001eb070200	1815.32
Zm00001eb070220	14
Zm00001eb070230	288
Zm00001eb070240	827
Zm00001eb070250	2493
Zm00001eb070260	1494
Zm00001eb070270	6
Zm00001eb070280	1887
Zm00001eb070290	0
Zm00001eb070300	49.14
Zm00001eb070310	2520
Zm00001eb070320	166
Zm00001eb070330	0
Zm00001eb070340	0
Zm00001eb070350	0
Zm00001eb070360	1961
Zm00001eb070390	218
Zm00001eb070400	14654
Zm00001eb070410	81
Zm00001eb070420	1
Zm00001eb070430	915
Zm00001eb070440	0
Zm00001eb070450	220
Zm00001eb070460	45
Zm00001eb070480	1515
Zm00001eb070490	23
Zm00001eb070500	43
Zm00001eb070510	106
Zm00001eb070520	42
Zm00001eb070540	9134.3
Zm00001eb070550	1369
Zm00001eb070560	39
Zm00001eb070570	268
Zm00001eb070580	3.15
Zm00001eb070600	69
Zm00001eb070610	0
Zm00001eb070620	0
Zm00001eb070630	25
Zm00001eb070640	12
Zm00001eb070660	1
Zm00001eb070670	6.59
Zm00001eb070680	0
Zm00001eb070690	0
Zm00001eb070700	0
Zm00001eb070720	0
Zm00001eb070730	260
Zm00001eb070740	194
Zm00001eb070750	52.14
Zm00001eb070760	892.86
Zm00001eb070770	228
Zm00001eb070780	0
Zm00001eb070790	936
Zm00001eb070800	0
Zm00001eb070810	0
Zm00001eb070820	626
Zm00001eb070830	0
Zm00001eb070840	9297.15
Zm00001eb070860	3448
Zm00001eb070880	33
Zm00001eb070890	15
Zm00001eb070900	198
Zm00001eb070910	339
Zm00001eb070920	908
Zm00001eb070930	0
Zm00001eb070940	466.41
Zm00001eb070950	7156
Zm00001eb070960	600
Zm00001eb070970	203
Zm00001eb070980	1841
Zm00001eb071010	20
Zm00001eb071020	465
Zm00001eb071030	27
Zm00001eb071040	70
Zm00001eb071050	35
Zm00001eb071060	6
Zm00001eb071070	162
Zm00001eb071080	255
Zm00001eb071090	0
Zm00001eb071100	762
Zm00001eb071110	1096
Zm00001eb071120	187
Zm00001eb071130	77
Zm00001eb071140	733
Zm00001eb071150	838
Zm00001eb071160	10
Zm00001eb071170	154
Zm00001eb071180	0
Zm00001eb071190	52
Zm00001eb071200	0
Zm00001eb071210	2668
Zm00001eb071220	0
Zm00001eb071230	0
Zm00001eb071240	83
Zm00001eb071250	393
Zm00001eb071280	978.02
Zm00001eb071290	83.98
Zm00001eb071300	2740
Zm00001eb071310	11
Zm00001eb071320	0
Zm00001eb071330	1.06
Zm00001eb071340	0
Zm00001eb071350	0
Zm00001eb071360	323
Zm00001eb071370	8
Zm00001eb071380	0
Zm00001eb071390	556.29
Zm00001eb071400	220
Zm00001eb071410	3.66
Zm00001eb071420	7.34
Zm00001eb071430	202
Zm00001eb071440	67
Zm00001eb071460	1917
Zm00001eb071470	165
Zm00001eb071480	2337
Zm00001eb071490	650
Zm00001eb071500	1043
Zm00001eb071510	0
Zm00001eb071530	4
Zm00001eb071540	4733
Zm00001eb071550	326
Zm00001eb071570	43
Zm00001eb071580	171
Zm00001eb071590	240
Zm00001eb071600	604
Zm00001eb071610	0
Zm00001eb071620	0
Zm00001eb071630	127.44
Zm00001eb071640	35
Zm00001eb071650	1132
Zm00001eb071660	12
Zm00001eb071670	0
Zm00001eb071680	0
Zm00001eb071700	0
Zm00001eb071710	210
Zm00001eb071720	1646
Zm00001eb071730	203
Zm00001eb071740	189
Zm00001eb071750	38
Zm00001eb071760	167
Zm00001eb071770	98
Zm00001eb071780	2
Zm00001eb071790	1
Zm00001eb071800	461
Zm00001eb071810	0
Zm00001eb071820	904
Zm00001eb071830	170.85
Zm00001eb071850	25
Zm00001eb071860	1027
Zm00001eb071870	297
Zm00001eb071880	98
Zm00001eb071890	1401
Zm00001eb071900	0
Zm00001eb071910	0
Zm00001eb071920	2
Zm00001eb071930	2046
Zm00001eb071940	115
Zm00001eb071950	0
Zm00001eb071960	0
Zm00001eb071970	91
Zm00001eb071980	2
Zm00001eb071990	15
Zm00001eb072000	2528
Zm00001eb072020	265
Zm00001eb072030	0
Zm00001eb072040	0
Zm00001eb072050	0
Zm00001eb072060	0
Zm00001eb072070	0
Zm00001eb072080	99.09
Zm00001eb072090	1
Zm00001eb072100	297.14
Zm00001eb072110	80
Zm00001eb072120	0
Zm00001eb072130	150
Zm00001eb072140	0
Zm00001eb072150	0
Zm00001eb072160	0
Zm00001eb072170	119
Zm00001eb072180	32
Zm00001eb072190	290
Zm00001eb072200	388
Zm00001eb072210	13
Zm00001eb072220	1578
Zm00001eb072230	0
Zm00001eb072240	9
Zm00001eb072250	10
Zm00001eb072260	0
Zm00001eb072270	312
Zm00001eb072290	398
Zm00001eb072300	0
Zm00001eb072310	137.35
Zm00001eb072320	0
Zm00001eb072330	303.2
Zm00001eb072350	1
Zm00001eb072360	458
Zm00001eb072370	98
Zm00001eb072380	6.94
Zm00001eb072390	260.06
Zm00001eb072400	0
Zm00001eb072410	0
Zm00001eb072420	521
Zm00001eb072430	30
Zm00001eb072440	47
Zm00001eb072460	320
Zm00001eb072470	0
Zm00001eb072480	0
Zm00001eb072510	2927
Zm00001eb072520	226
Zm00001eb072530	0
Zm00001eb072540	0
Zm00001eb072550	0
Zm00001eb072560	187
Zm00001eb072570	94.19
Zm00001eb072580	78
Zm00001eb072590	0
Zm00001eb072600	141
Zm00001eb072610	0
Zm00001eb072620	0
Zm00001eb072630	0
Zm00001eb072640	68
Zm00001eb072650	45
Zm00001eb072660	224
Zm00001eb072670	59
Zm00001eb072680	475
Zm00001eb072690	13
Zm00001eb072700	269
Zm00001eb072710	52
Zm00001eb072720	116
Zm00001eb072730	85.54
Zm00001eb072740	307
Zm00001eb072750	164
Zm00001eb072760	17.69
Zm00001eb072770	50.31
Zm00001eb072780	212
Zm00001eb072790	723
Zm00001eb072800	139
Zm00001eb072810	680.37
Zm00001eb072820	210.12
Zm00001eb072830	2
Zm00001eb072840	642
Zm00001eb072850	935
Zm00001eb072860	98
Zm00001eb072870	331
Zm00001eb072880	1499
Zm00001eb072890	408
Zm00001eb072900	105
Zm00001eb072910	122
Zm00001eb072920	11.97
Zm00001eb072940	104.03
Zm00001eb072950	0
Zm00001eb072960	0
Zm00001eb072970	0
Zm00001eb072980	1
Zm00001eb072990	244
Zm00001eb073000	1.7
Zm00001eb073010	227
Zm00001eb073030	58
Zm00001eb073040	37
Zm00001eb073050	0
Zm00001eb073060	0
Zm00001eb073070	0
Zm00001eb073080	0
Zm00001eb073090	39
Zm00001eb073100	1
Zm00001eb073110	0
Zm00001eb073120	8
Zm00001eb073130	633
Zm00001eb073140	0
Zm00001eb073150	119
Zm00001eb073170	0
Zm00001eb073180	377
Zm00001eb073190	0
Zm00001eb073200	502
Zm00001eb073210	0
Zm00001eb073220	0
Zm00001eb073240	2348
Zm00001eb073250	134
Zm00001eb073260	18.88
Zm00001eb073270	3.12
Zm00001eb073280	17
Zm00001eb073290	18
Zm00001eb073300	350
Zm00001eb073310	20
Zm00001eb073330	28
Zm00001eb073340	15
Zm00001eb073350	486
Zm00001eb073360	1368
Zm00001eb073370	276
Zm00001eb073390	100
Zm00001eb073400	1826
Zm00001eb073410	116.27
Zm00001eb073420	4.73
Zm00001eb073430	195
Zm00001eb073440	80
Zm00001eb073460	0
Zm00001eb073470	29
Zm00001eb073480	218
Zm00001eb073490	600
Zm00001eb073500	41
Zm00001eb073510	1147
Zm00001eb073520	903
Zm00001eb073530	12
Zm00001eb073540	1112
Zm00001eb073550	6
Zm00001eb073560	26
Zm00001eb073580	55
Zm00001eb073590	84
Zm00001eb073600	0
Zm00001eb073610	0
Zm00001eb073620	203
Zm00001eb073630	145
Zm00001eb073640	0
Zm00001eb073650	102
Zm00001eb073660	2055
Zm00001eb073670	579
Zm00001eb073680	913
Zm00001eb073690	0
Zm00001eb073700	0
Zm00001eb073710	0
Zm00001eb073720	817
Zm00001eb073730	308
Zm00001eb073740	769
Zm00001eb073750	150.67
Zm00001eb073760	492
Zm00001eb073770	0
Zm00001eb073780	0
Zm00001eb073790	3
Zm00001eb073810	1888
Zm00001eb073820	1.21
Zm00001eb073830	1139.9
Zm00001eb073840	45.1
Zm00001eb073850	0
Zm00001eb073860	0
Zm00001eb073870	251
Zm00001eb073880	562
Zm00001eb073900	1078
Zm00001eb073910	210
Zm00001eb073920	310
Zm00001eb073930	692
Zm00001eb073940	0
Zm00001eb073960	0
Zm00001eb073970	0
Zm00001eb073980	616
Zm00001eb073990	25
Zm00001eb074000	0
Zm00001eb074010	4
Zm00001eb074020	10
Zm00001eb074030	196
Zm00001eb074040	59
Zm00001eb074050	2
Zm00001eb074060	336
Zm00001eb074070	435
Zm00001eb074080	1
Zm00001eb074090	0
Zm00001eb074100	96
Zm00001eb074110	0
Zm00001eb074120	272
Zm00001eb074130	1
Zm00001eb074140	16
Zm00001eb074150	83.03
Zm00001eb074160	4.97
Zm00001eb074170	1530
Zm00001eb074180	120
Zm00001eb074190	130
Zm00001eb074200	37
Zm00001eb074210	51810.33
Zm00001eb074220	224.67
Zm00001eb074230	0
Zm00001eb074240	251
Zm00001eb074270	2588.58
Zm00001eb074280	324.42
Zm00001eb074290	0
Zm00001eb074300	0
Zm00001eb074310	9
Zm00001eb074320	43
Zm00001eb074330	131.23
Zm00001eb074340	503
Zm00001eb074350	2400
Zm00001eb074360	86
Zm00001eb074370	397
Zm00001eb074380	24
Zm00001eb074390	0
Zm00001eb074400	7
Zm00001eb074410	210
Zm00001eb074420	20
Zm00001eb074430	2120
Zm00001eb074440	799
Zm00001eb074450	0
Zm00001eb074460	671
Zm00001eb074470	3
Zm00001eb074480	12
Zm00001eb074490	0
Zm00001eb074500	0
Zm00001eb074510	0
Zm00001eb074520	780
Zm00001eb074530	401
Zm00001eb074540	140
Zm00001eb074550	0
Zm00001eb074560	31
Zm00001eb074570	18
Zm00001eb074580	21
Zm00001eb074590	0
Zm00001eb074600	575
Zm00001eb074610	736
Zm00001eb074620	0
Zm00001eb074640	14
Zm00001eb074650	1353
Zm00001eb074660	75
Zm00001eb074680	178
Zm00001eb074690	16
Zm00001eb074700	4
Zm00001eb074710	103
Zm00001eb074720	2
Zm00001eb074730	56
Zm00001eb074740	0
Zm00001eb074750	2
Zm00001eb074760	79
Zm00001eb074770	0
Zm00001eb074780	0
Zm00001eb074790	0
Zm00001eb074810	0
Zm00001eb074820	107
Zm00001eb074830	53
Zm00001eb074840	13
Zm00001eb074850	110
Zm00001eb074870	64
Zm00001eb074880	81
Zm00001eb074890	292
Zm00001eb074900	2
Zm00001eb074910	32
Zm00001eb074930	332
Zm00001eb074940	426.29
Zm00001eb074950	13.71
Zm00001eb074960	0
Zm00001eb074970	0
Zm00001eb074980	0
Zm00001eb074990	26
Zm00001eb075000	70
Zm00001eb075010	1052
Zm00001eb075030	1798.03
Zm00001eb075040	28
Zm00001eb075050	532
Zm00001eb075060	610
Zm00001eb075070	88
Zm00001eb075080	114
Zm00001eb075090	0
Zm00001eb075100	5
Zm00001eb075110	0
Zm00001eb075120	276
Zm00001eb075130	63
Zm00001eb075140	222
Zm00001eb075150	542
Zm00001eb075160	259
Zm00001eb075170	18
Zm00001eb075190	303
Zm00001eb075200	116
Zm00001eb075210	147
Zm00001eb075230	8
Zm00001eb075240	1
Zm00001eb075250	316.75
Zm00001eb075270	328
Zm00001eb075290	0
Zm00001eb075300	149
Zm00001eb075310	667
Zm00001eb075320	457
Zm00001eb075330	96
Zm00001eb075340	0
Zm00001eb075350	13.13
Zm00001eb075360	33
Zm00001eb075370	79
Zm00001eb075380	24
Zm00001eb075390	183
Zm00001eb075400	127
Zm00001eb075410	2
Zm00001eb075420	648.87
Zm00001eb075450	260
Zm00001eb075460	556
Zm00001eb075470	43
Zm00001eb075480	0
Zm00001eb075490	2
Zm00001eb075500	317
Zm00001eb075510	101
Zm00001eb075520	8
Zm00001eb075530	698
Zm00001eb075540	218
Zm00001eb075550	19
Zm00001eb075560	583
Zm00001eb075570	42
Zm00001eb075580	171
Zm00001eb075590	0
Zm00001eb075600	0
Zm00001eb075610	10.18
Zm00001eb075620	0
Zm00001eb075630	1163
Zm00001eb075640	0
Zm00001eb075650	0
Zm00001eb075660	29
Zm00001eb075670	379
Zm00001eb075700	692
Zm00001eb075710	202
Zm00001eb075720	0
Zm00001eb075730	786
Zm00001eb075740	1180
Zm00001eb075750	0
Zm00001eb075760	301
Zm00001eb075770	1
Zm00001eb075780	153
Zm00001eb075800	914
Zm00001eb075810	173
Zm00001eb075820	0
Zm00001eb075830	40.45
Zm00001eb075840	389
Zm00001eb075850	1597
Zm00001eb075900	20
Zm00001eb075910	332
Zm00001eb075920	125
Zm00001eb075930	4
Zm00001eb075940	1446
Zm00001eb075960	329
Zm00001eb075970	0
Zm00001eb075980	264
Zm00001eb075990	1115
Zm00001eb076010	160
Zm00001eb076020	64
Zm00001eb076030	1436
Zm00001eb076040	61
Zm00001eb076050	87
Zm00001eb076060	0
Zm00001eb076070	10
Zm00001eb076080	0
Zm00001eb076090	0
Zm00001eb076100	0
Zm00001eb076110	0
Zm00001eb076120	6121
Zm00001eb076130	158.07
Zm00001eb076140	99.93
Zm00001eb076150	27
Zm00001eb076160	1443
Zm00001eb076170	3687
Zm00001eb076180	318
Zm00001eb076190	5426
Zm00001eb076200	58
Zm00001eb076210	0
Zm00001eb076220	4
Zm00001eb076230	142
Zm00001eb076240	661
Zm00001eb076250	0
Zm00001eb076260	0
Zm00001eb076270	0
Zm00001eb076280	0
Zm00001eb076290	0
Zm00001eb076300	0
Zm00001eb076310	0
Zm00001eb076320	0
Zm00001eb076340	1034
Zm00001eb076350	0
Zm00001eb076360	0
Zm00001eb076370	0
Zm00001eb076380	124
Zm00001eb076390	1511
Zm00001eb076400	16
Zm00001eb076410	677.13
Zm00001eb076420	26.87
Zm00001eb076440	0
Zm00001eb076450	36.43
Zm00001eb076460	196
Zm00001eb076470	34
Zm00001eb076480	0
Zm00001eb076490	1941
Zm00001eb076500	0
Zm00001eb076510	0
Zm00001eb076520	468
Zm00001eb076530	293
Zm00001eb076540	1134
Zm00001eb076550	1641.6
Zm00001eb076560	1576.38
Zm00001eb076570	1044
Zm00001eb076580	0
Zm00001eb076590	165
Zm00001eb076600	4891.01
Zm00001eb076610	2034
Zm00001eb076630	86
Zm00001eb076640	1472
Zm00001eb076650	720
Zm00001eb076660	0
Zm00001eb076670	287.64
Zm00001eb076680	90.36
Zm00001eb076690	37
Zm00001eb076700	203
Zm00001eb076710	25
Zm00001eb076720	0
Zm00001eb076730	940
Zm00001eb076740	187
Zm00001eb076750	66
Zm00001eb076760	40
Zm00001eb076770	596
Zm00001eb076780	1277
Zm00001eb076790	29.67
Zm00001eb076800	169.33
Zm00001eb076810	279
Zm00001eb076820	734
Zm00001eb076830	49
Zm00001eb076840	191
Zm00001eb076850	133
Zm00001eb076870	205
Zm00001eb076880	0
Zm00001eb076890	1.12
Zm00001eb076900	57
Zm00001eb076910	0
