ENSEMBL_GeneID	name_C_24_II	name_C_24_III	name_C_6_II	name_C_6_III	name_T_24_II	name_T_24_III	name_T_6_II	name_T_6_III
Zm00001eb060910	5	0	2	1	1	0	2	0
Zm00001eb060920	0	0	0	0	0	0	0	0
Zm00001eb060930	348	39	158	71	221	38	209	87
Zm00001eb060940	20	213	10	170	25	198	38	289
Zm00001eb060950	107	89	41	57	55	88	113	290
Zm00001eb060960	0	0	0	0	0	0	0	0
Zm00001eb060980	53	16	18	17	23	17	34	37
Zm00001eb060990	137	264	97	211	52	98	100	234
Zm00001eb061000	13	1	1	3	4	0	5	7
Zm00001eb061010	0	0	0	0	0	0	0	0
Zm00001eb061020	235	0	114	3	244	0	242	0
Zm00001eb061030	81	82	92	79	66	70	114	71
Zm00001eb061050	0	0	0	0	0	0	1	0
Zm00001eb061060	2878	7026	6764	8707	2491	3706	3984	6430
Zm00001eb061070	3002	2644	1600	2039	3060	2344	2728	2936
Zm00001eb061080	10	4	23	11	2	7	18	5
Zm00001eb061090	0	4	0	3	0	5	0	2
Zm00001eb061100	0	0	0	0	0	0	0	0
Zm00001eb061110	1	0	1	0	0	7	2	0
Zm00001eb061120	534	461	313	394	447	415	488	549
Zm00001eb061130	1366	752	776	575	682	378	633	436
Zm00001eb061140	44	236	23	327	28	177	27	261
Zm00001eb061150	62	29	34	51	17	28	32	51
Zm00001eb061160	26	0	28	2	2	2	7	0
Zm00001eb061170	853	752	575	679	612	574	641	710
Zm00001eb061180	1263	1039	912	1118	709	716	1005	750
Zm00001eb061190	5829	4712	4386	4765	4658	4004	6582	5995
Zm00001eb061200	393	579	287	438	519	617	464	638
Zm00001eb061210	146	150	176	233	114	199	161	212
Zm00001eb061240	164	49	124	76	122	36	115	86
Zm00001eb061250	1676	1427	1105	879	624	372	905	527
Zm00001eb061260	982	570	629	661	841	502	860	729
Zm00001eb061270	1	0	0	0	0	0	1	3
Zm00001eb061280	369	279	308	366	560	1211	613	526
Zm00001eb061290	532	502	436	478	449	348	496	496
Zm00001eb061300	1087	719	534	491	1234	678	1042	864
Zm00001eb061310	4144	4529	2761	4293	3347	3485	3924	4087
Zm00001eb061320	21	55	13	66	12	39	8	42
Zm00001eb061330	7	2	5	1	2	2	0	1
Zm00001eb061350	155	130	108	105	140	146	170	172
Zm00001eb061360	2260	2288	1319	1547	2372	2057	2469	2640
Zm00001eb061370	2204	1715	2638	1719	2516	1559	1850	2428
Zm00001eb061380	241	129	251	175	81	89	72	132
Zm00001eb061390	419	290	226	200	394	236	453	290
Zm00001eb061400	3182	1022	2721	3261	2502	3085	1744	1461
Zm00001eb061410	25	26	26	41	47	44	33	37
Zm00001eb061430	451	277	596	502	545	328	510	469
Zm00001eb061440	2613	2573	1845	2137	1824	1633	2447	2530
Zm00001eb061450	2703	2076	1503	1603	1871	1850	2152	2339
Zm00001eb061460	164	221	218	285	165	183	225	262
Zm00001eb061470	1623	585	1754	847	916	478	987	520
Zm00001eb061480	2749	2373	2133	2495	2317	2741	3303	2723
Zm00001eb061490	137	399	152	608	192	281	108	276
Zm00001eb061500	383	424	251	441	364	476	357	567
Zm00001eb061510	486	440	244	335	304	252	255	259
Zm00001eb061520	890	593	635	543	708	372	800	403
Zm00001eb061530	1756	1802	1391	2064	1983	1901	1804	1810
Zm00001eb061540	12	20	4	18	8	25	2	59
Zm00001eb061550	575	479	491	702	549	1163	436	611
Zm00001eb061560	2512	3319	1956	3180	2168	3478	2839	3954
Zm00001eb061570	3462	2911	2478	2633	3173	3024	4044	3668
Zm00001eb061590	0	1	0	0	0	0	0	0
Zm00001eb061610	1507	1696	990	1566	863	583	1245	1041
Zm00001eb061630	1132	723	674	905	720	526	610	832
Zm00001eb061640	522	522	345	416	464	369	530	649
Zm00001eb061650	98	35	48	67	12	83	48	95
Zm00001eb061660	13	2	7	6	3	1	5	0
Zm00001eb061670	196	2	63	3	58	0	13	6
Zm00001eb061680	0	7	0	2	0	6	0	0
Zm00001eb061690	0	0	0	0	0	0	0	0
Zm00001eb061700	0	17	0	10	0	4	0	3
Zm00001eb061710	0	0	0	0	0	1	0	0
Zm00001eb061720	0	0	0	0	0	0	0	0
Zm00001eb061730	6624	2833	2285	1220	1114	533	640	339
Zm00001eb061740	1871	1748	2201	2980	1212	2295	1960	2074
Zm00001eb061750	2614	2293	2472	1991	2089	1269	2434	2198
Zm00001eb061760	3981	3660	2000	2225	3137	3271	3460	4475
Zm00001eb061770	13	10	11	10	1	0	2	3
Zm00001eb061780	9	2	16	4	0	3	15	1
Zm00001eb061800	4654	4636	2966	4192	4635	4573	4504	6638
Zm00001eb061810	629	315	509	481	264	115	478	366
Zm00001eb061820	6304	8176	5897	7618	6434	9539	6423	6298
Zm00001eb061830	91	46	66	59	41	2	76	23
Zm00001eb061840	52	150	74	129	68	239	88	201
Zm00001eb061850	82	49	56	23	69	29	71	22
Zm00001eb061860	1058	743	1108	1213	988	1004	1141	747
Zm00001eb061870	0	1	1	2	3	0	0	3
Zm00001eb061880	668	346	593	217	862	158	480	76
Zm00001eb061890	988	659	583	562	780	596	777	815
Zm00001eb061900	1	5	0	0	0	0	1	0
Zm00001eb061910	1018	1033	628	889	1046	1570	1167	1376
Zm00001eb061920	384	544	560	1618	249	1059	294	1099
Zm00001eb061930	33	22	13	10	21	5	21	15
Zm00001eb061940	44	34	65	71	14	15	43	13
Zm00001eb061950	0	0	0	0	0	0	0	0
Zm00001eb061960	1713	1092	1098	1059	1321	1094	1393	1066
Zm00001eb061990	495	429	309	282	447	367	432	540
Zm00001eb062000	2	94	4	30	3	46	1	65
Zm00001eb062010	1107	1069	1302	1458	902	790	1075	1225
Zm00001eb062020	364	282	202	219	287	260	333	360
Zm00001eb062030	109	50	55	70	26	9	40	56
Zm00001eb062040	386	556	212	460	372	412	277	443
Zm00001eb062050	8	4	9	1	7	1	9	2
Zm00001eb062060	0	0	0	0	0	0	0	0
Zm00001eb062070	2387	2893	1893	2394	2182	2710	2561	3680
Zm00001eb062080	971	924	689	1111	662	863	819	1082
Zm00001eb062090	0	0	0	0	0	0	0	0
Zm00001eb062100	0	0	1	0	0	0	1	0
Zm00001eb062110	337	150	171	112	301	86	335	287
Zm00001eb062120	23	48	18	50	10	20	34	29
Zm00001eb062130	173	202	140	316	261	245	210	370
Zm00001eb062140	433	291	305	352	372	364	382	389
Zm00001eb062150	437	454	256	449	452	396	488	549
Zm00001eb062160	817	738	555	849	403	637	571	799
Zm00001eb062170	1148	1526	700	824	883	868	1506	1300
Zm00001eb062180	28039	23826	23002	26171	25904	24910	30794	30742
Zm00001eb062190	363	85	245	127	334	112	406	121
Zm00001eb062200	282	277	162	243	186	283	173	361
Zm00001eb062210	651	527	339	397	591	500	448	536
Zm00001eb062220	1034	1291	639	1122	783	887	837	1286
Zm00001eb062230	1757	1471	2143	2936	1770	1993	2549	2181
Zm00001eb062250	5210	6152	3027	3887	4361	5022	4987	6837
Zm00001eb062270	361	864	284	750	407	877	310	1086
Zm00001eb062280	65	58	47	50	27	54	75	56
Zm00001eb062290	18	8	3	8	19	21	10	10
Zm00001eb062300	278	378	262	551	111	221	204	312
Zm00001eb062310	2726	1720	2979	2230	2400	1350	2133	2163
Zm00001eb062320	0	0	0	0	0	0	0	0
Zm00001eb062330	2466	2745	1634	2558	2861	3509	2707	3184
Zm00001eb062340	67	76	42	88	75	119	90	90
Zm00001eb062350	1574	1661	1212	1700	1103	1280	1216	1483
Zm00001eb062360	3392	2724	2666	3238	2361	2938	3020	2778
Zm00001eb062390	3135	1928	1808	1569	1338	1313	2276	1663
Zm00001eb062400	11	30	4	20	3	21	13	19
Zm00001eb062410	43	22	24	30	38	24	21	49
Zm00001eb062420	9392	7438	6846	7901	6827	5452	7702	8530
Zm00001eb062440	771	632	535	514	590	394	602	557
Zm00001eb062450	3058	3041	2272	2197	3032	2270	3391	3232
Zm00001eb062460	1530	927	1391	1462	1548	1258	1358	1281
Zm00001eb062480	1274	969	1404	1298	1058	752	1058	1081
Zm00001eb062490	521	792	450	809	394	421	440	837
Zm00001eb062500	533	1371	209	613	515	895	338	958
Zm00001eb062510	9547	11398	4836	10141	6527	10980	7228	11254
Zm00001eb062520	443	305	285	278	241	189	432	295
Zm00001eb062530	1668	1395	1062	1156	1372	1112	1528	1447
Zm00001eb062540	55	9	28	6	48	8	37	22
Zm00001eb062550	1863	2158	1332	1743	1535	2004	1843	2525
Zm00001eb062560	120	100	67	101	315	190	263	125
Zm00001eb062570	19	9	21	6	10	10	20	12
Zm00001eb062580	208	139	112	80	168	63	162	73
Zm00001eb062590	0	0	0	0	0	0	0	0
Zm00001eb062600	17837	15469	15108	16543	14552	15169	19756	16406
Zm00001eb062610	0	0	0	0	0	0	0	0
Zm00001eb062620	824	987	409	797	658	771	624	841
Zm00001eb062630	1767	960	1274	1348	741	616	1256	1018
Zm00001eb062640	221	90	133	84	103	98	141	92
Zm00001eb062650	0	2	0	2	0	5	0	5
Zm00001eb062660	0	3	0	0	0	0	0	0
Zm00001eb062670	4	1	0	0	1	0	1	1
Zm00001eb062680	165	247	189	274	129	288	235	265
Zm00001eb062690	0	0	0	0	0	0	0	0
Zm00001eb062700	0	0	0	0	0	0	0	1
Zm00001eb062710	0	0	0	0	0	0	0	0
Zm00001eb062720	1192	945	765	931	1424	909	1363	1191
Zm00001eb062730	483	426	420	451	555	426	501	374
Zm00001eb062750	594	267	371	235	137	92	345	148
Zm00001eb062760	299	300	308	326	231	263	281	344
Zm00001eb062770	1878	1333	1102	1013	1073	825	849	548
Zm00001eb062790	263	360	140	191	332	299	304	423
Zm00001eb062800	2026	1904	940	1176	1560	1160	1582	1436
Zm00001eb062810	209	151	182	132	131	104	150	139
Zm00001eb062820	124	168	135	143	222	190	213	267
Zm00001eb062830	11	12	5	11	11	12	11	12
Zm00001eb062840	71	60	69	69	137	108	101	107
Zm00001eb062850	76	47	87	96	66	45	57	63
Zm00001eb062860	127	152	129	141	140	132	142	187
Zm00001eb062870	0	0	0	0	0	0	0	0
Zm00001eb062880	176	251	294	310	94	117	207	129
Zm00001eb062900	17	45	30	32	4	46	23	22
Zm00001eb062910	830	866	474	649	668	940	800	1048
Zm00001eb062920	673	503	466	336	522	322	544	608
Zm00001eb062930	583	532	391	363	439	429	579	449
Zm00001eb062940	552	551	461	551	545	571	615	779
Zm00001eb062950	0	0	0	0	0	0	0	0
Zm00001eb062960	0	0	0	0	0	0	0	0
Zm00001eb062970	0	8	0	1	0	3	0	12
Zm00001eb062980	4	0	5	0	6	0	11	0
Zm00001eb062990	0	0	0	0	0	0	0	0
Zm00001eb063000	0	0	0	0	0	0	0	0
Zm00001eb063010	0	0	0	0	0	0	0	0
Zm00001eb063020	0	0	0	0	0	0	0	0
Zm00001eb063030	0	0	0	0	0	0	0	0
Zm00001eb063040	704	682	480	475	713	790	845	1062
Zm00001eb063050	0	0	0	0	1	1	0	0
Zm00001eb063060	0	1	0	16	0	3	1	10
Zm00001eb063070	5	0	4	0	5	0	5	0
Zm00001eb063080	0	0	0	0	0	1	0	0
Zm00001eb063090	995	1072	525	596	1135	1065	1120	1206
Zm00001eb063100	538	291	327	180	277	132	220	164
Zm00001eb063110	1075	1259	814	999	821	695	1009	1059
Zm00001eb063120	0	0	0	0	0	2	0	0
Zm00001eb063130	3719	3037	2336	2412	3545	2879	3495	3723
Zm00001eb063140	99	53	52	12	35	35	35	66
Zm00001eb063150	67	29	32	9	20	8	48	20
Zm00001eb063160	695	528	491	381	334	273	1596	1004
Zm00001eb063170	26	72	27	35	3	23	31	80
Zm00001eb063180	0	13	3	13	3	6	1	23
Zm00001eb063190	389	238	438	298	202	93	218	148
Zm00001eb063200	52	79	54	62	35	56	47	95
Zm00001eb063210	408	38	335	47	89	24	167	50
Zm00001eb063220	1093	726	2149	1447	2383	688	2210	1054
Zm00001eb063230	2059	1456	3768	2455	2148	1826	2301	1964
Zm00001eb063250	294	485	193	335	160	167	144	156
Zm00001eb063260	0	135	1	258	1	143	4	131
Zm00001eb063270	730	492	321	488	633	434	676	508
Zm00001eb063280	535	550	591	864	563	922	709	913
Zm00001eb063290	1301	1071	998	1084	1046	1249	1175	1221
Zm00001eb063300	5502	2916	2440	1920	4532	2918	2588	2750
Zm00001eb063310	192	70	196	38	95	92	159	108
Zm00001eb063320	38	0	29	0	19	1	49	2
Zm00001eb063340	2600	2410	1613	1253	2070	1289	1470	1281
Zm00001eb063350	9	366	7	241	19	266	12	306
Zm00001eb063360	1450	1074	458	659	1306	1164	1438	1191
Zm00001eb063370	498	491	322	358	332	251	314	458
Zm00001eb063380	279	164	180	227	97	152	153	136
Zm00001eb063390	2009	1686	1718	1864	1505	1801	1710	2223
Zm00001eb063400	11	9	10	12	6	7	33	31
Zm00001eb063410	0	0	0	0	0	0	0	0
Zm00001eb063420	73	34	101	309	41	29	80	60
Zm00001eb063430	1318	1326	1306	1547	1100	911	1188	1247
Zm00001eb063450	281	234	175	147	185	149	144	321
Zm00001eb063460	0	0	1	5	0	0	0	0
Zm00001eb063470	598	395	354	396	457	204	387	369
Zm00001eb063480	0	0	0	0	1	0	4	1
Zm00001eb063490	240	406	300	457	344	394	352	425
Zm00001eb063500	1798	1300	1237	1910	976	860	1412	1189
Zm00001eb063510	783	384	706	465	409	245	650	303
Zm00001eb063520	0	0	1	0	0	4	0	0
Zm00001eb063530	639	118	445	197	268	123	567	105
Zm00001eb063540	0	12	0	0	0	5	0	2
Zm00001eb063550	0	0	0	0	0	0	0	0
Zm00001eb063560	0	0	0	0	0	0	0	0
Zm00001eb063570	0	0	0	0	0	0	0	0
Zm00001eb063580	8	2	3	13	1	7	8	2
Zm00001eb063600	3705	716	2050	527	2709	662	2563	951
Zm00001eb063610	6011	3889	2319	2772	3845	2363	3505	3462
Zm00001eb063620	625	377	315	338	483	385	468	480
Zm00001eb063630	6	7	2	7	7	3	3	10
Zm00001eb063640	108	99	76	183	69	74	201	155
Zm00001eb063650	469	264	387	268	337	517	1047	577
Zm00001eb063660	906	504	431	557	817	708	988	1031
Zm00001eb063670	1778	2198	712	1084	2407	3072	1154	1747
Zm00001eb063680	1599	753	1131	1050	1707	810	1689	735
Zm00001eb063690	3217	2921	1801	2126	2658	2835	2915	3398
Zm00001eb063700	775	778	813	823	435	312	690	659
Zm00001eb063710	9698	11050	6741	9809	5988	6384	7040	7026
Zm00001eb063720	10889	8711	7804	7741	8694	9596	13977	12247
Zm00001eb063730	124	182	111	310	88	146	119	153
Zm00001eb063750	1448	1244	781	931	1285	859	969	1020
Zm00001eb063760	0	1	0	5	1	0	0	4
Zm00001eb063770	272	249	325	247	414	346	290	428
Zm00001eb063780	94	18	60	45	27	14	50	31
Zm00001eb063800	9406	5575	7753	7182	5255	4762	6384	5625
Zm00001eb063810	4779	1034	2988	1275	3693	680	3777	1057
Zm00001eb063820	0	119	0	51	3	113	0	123
Zm00001eb063830	0	173	0	239	0	73	0	162
Zm00001eb063840	73	112	29	71	40	134	33	202
Zm00001eb063850	0	0	0	0	0	0	0	0
Zm00001eb063860	2482	69	1385	77	2405	90	2411	81
Zm00001eb063870	1837	2176	1104	1837	1354	1152	1515	1841
Zm00001eb063880	70	32	49	14	49	18	48	28
Zm00001eb063890	1528	1177	839	1202	754	733	2111	1784
Zm00001eb063900	385	387	596	806	301	361	504	370
Zm00001eb063910	616	774	600	1387	462	911	952	919
Zm00001eb063920	0	0	0	0	0	0	0	0
Zm00001eb063930	57	29	78	122	78	73	122	43
Zm00001eb063940	36	44	16	33	27	18	25	35
Zm00001eb063950	0	3	1	0	0	0	0	3
Zm00001eb063960	14	10	11	7	2	10	14	13
Zm00001eb063970	207	149	85	230	233	83	154	172
Zm00001eb063980	17773	11775	11100	7869	20707	11737	20043	14111
Zm00001eb063990	845	802	686	711	1007	962	1138	1051
Zm00001eb064000	3260	2919	1884	1756	3455	2517	3531	3571
Zm00001eb064010	116	143	94	128	136	150	149	207
Zm00001eb064020	324	351	228	339	294	331	309	530
Zm00001eb064030	853	811	456	566	474	384	610	749
Zm00001eb064040	285	252	194	367	124	208	165	306
Zm00001eb064060	0	0	0	0	0	0	0	0
Zm00001eb064080	14	14	13	15	6	23	9	14
Zm00001eb064090	238	186	117	220	142	90	193	229
Zm00001eb064100	2683	2677	1434	2309	1926	1810	2358	2535
Zm00001eb064110	56	0	14	0	29	0	16	0
Zm00001eb064120	5155	8264	6394	10665	4833	8242	6204	10799
Zm00001eb064130	177	235	145	144	176	99	135	116
Zm00001eb064140	1634	1315	782	1016	1311	1209	1308	1590
Zm00001eb064160	0	10	2	16	0	16	0	4
Zm00001eb064170	19	145	6	177	6	110	9	164
Zm00001eb064180	239	311	230	356	203	259	201	366
Zm00001eb064190	321	532	422	794	265	394	351	655
Zm00001eb064200	1	4	2	0	5	0	3	0
Zm00001eb064210	1266	1184	1039	1217	1132	1384	1166	1288
Zm00001eb064230	588	271	155	372	196	166	155	206
Zm00001eb064240	0	0	0	0	0	0	0	0
Zm00001eb064260	1	0	0	0	0	0	0	0
Zm00001eb064270	459	362	355	337	345	215	424	306
Zm00001eb064300	1303	2003	940	1975	875	1327	1024	1720
Zm00001eb064310	4127	3018	2250	2231	4055	3129	4199	4296
Zm00001eb064320	0	0	0	0	1	0	0	0
Zm00001eb064330	0	1	0	1	0	0	4	0
Zm00001eb064340	597	617	349	374	575	533	396	479
Zm00001eb064350	301	140	308	227	54	77	129	117
Zm00001eb064360	2	6	2	5	0	4	4	8
Zm00001eb064370	3	27	5	17	6	11	15	4
Zm00001eb064380	463	597	355	439	474	568	611	820
Zm00001eb064390	1840	2052	1676	1765	1668	1773	2105	2130
Zm00001eb064400	3388	2592	2698	3199	1790	1594	3257	2718
Zm00001eb064410	218	193	219	251	225	269	226	271
Zm00001eb064420	1195	674	600	872	323	1176	698	819
Zm00001eb064430	0	1	0	0	0	0	0	0
Zm00001eb064440	245	139	130	95	115	63	103	103
Zm00001eb064450	1726	725	1506	1181	1372	625	2066	1358
Zm00001eb064460	515	353	282	197	440	301	472	445
Zm00001eb064470	591	469	285	564	242	234	393	420
Zm00001eb064480	357	673	374	582	239	625	256	852
Zm00001eb064490	0	0	0	0	0	0	0	0
Zm00001eb064500	0	0	0	0	0	0	0	0
Zm00001eb064510	82	14	50	3	29	4	26	6
Zm00001eb064520	455	359	294	410	280	276	280	309
Zm00001eb064530	1828	922	840	787	1208	591	1256	1055
Zm00001eb064540	520	262	556	550	453	312	353	296
Zm00001eb064550	521	408	647	526	437	341	428	352
Zm00001eb064560	27	26	17	20	5	16	7	29
Zm00001eb064570	3740	4098	2131	2738	3267	3261	3805	4489
Zm00001eb064580	5133	3135	3022	1871	4401	2749	4878	4000
Zm00001eb064590	723	440	407	375	605	321	592	363
Zm00001eb064600	1876	1547	1205	1108	1564	1440	1778	1912
Zm00001eb064610	45	28	37	54	60	48	31	50
Zm00001eb064620	2123	2197	1945	2418	1434	1789	1855	2409
Zm00001eb064630	266	275	487	322	154	143	252	266
Zm00001eb064640	793	1883	709	2774	370	1174	482	1236
Zm00001eb064650	4300	2584	1784	1546	2154	1812	1600	1038
Zm00001eb064660	71	55	75	52	36	37	37	44
Zm00001eb064670	376	639	342	747	156	500	338	750
Zm00001eb064680	3565	2496	2384	2938	2888	2848	3005	2508
Zm00001eb064690	1152	1655	583	1594	666	1361	329	1128
Zm00001eb064700	5	11	10	11	10	6	4	17
Zm00001eb064710	1180	1239	727	970	861	800	913	996
Zm00001eb064730	278	199	152	180	156	127	145	188
Zm00001eb064740	255	246	362	225	120	295	260	243
Zm00001eb064750	199	96	132	104	72	172	116	128
Zm00001eb064770	1533	1023	889	692	1395	754	1325	1158
Zm00001eb064780	150	140	94	178	117	115	155	189
Zm00001eb064790	790	403	462	382	721	339	642	421
Zm00001eb064800	384	385	440	462	298	344	272	463
Zm00001eb064810	2048	1808	975	1294	1667	1783	1952	2296
Zm00001eb064820	30	20	15	30	5	11	9	20
Zm00001eb064830	2348	2103	1341	1530	2132	1575	2628	2392
Zm00001eb064840	1026	991	480	868	830	1050	833	1088
Zm00001eb064850	2001	1427	1556	1347	1552	1631	2014	2104
Zm00001eb064860	2160	2040	1383	1990	2537	3697	2296	2806
Zm00001eb064870	977	839	888	1058	812	822	838	890
Zm00001eb064880	20	18	16	14	12	12	11	25
Zm00001eb064890	213	245	263	310	187	199	166	213
Zm00001eb064900	0	0	0	3	0	0	0	0
Zm00001eb064910	281	151	239	140	246	136	122	175
Zm00001eb064920	1584	1114	1180	1138	1211	959	1836	1220
Zm00001eb064930	912	785	670	715	832	682	854	1044
Zm00001eb064940	511	491	664	640	617	585	595	700
Zm00001eb064950	0	0	0	0	0	0	0	1
Zm00001eb064960	0	0	0	0	0	0	0	0
Zm00001eb064970	0	0	0	1	0	1	0	3
Zm00001eb064980	0	0	0	0	0	0	0	0
Zm00001eb064990	248	328	183	248	275	397	201	350
Zm00001eb065000	618	632	330	429	422	469	422	766
Zm00001eb065010	53	48	50	47	32	43	44	60
Zm00001eb065020	16	7	13	8	14	7	9	12
Zm00001eb065030	130	7	74	17	120	26	101	21
Zm00001eb065040	0	0	0	0	0	0	0	0
Zm00001eb065050	2	4	4	9	1	1	0	3
Zm00001eb065070	26	3	16	20	14	17	16	3
Zm00001eb065080	4079	2385	3068	2070	3181	1963	3316	2880
Zm00001eb065090	628	894	616	821	570	634	743	875
Zm00001eb065100	119	108	84	104	37	87	43	71
Zm00001eb065120	876	723	946	1592	343	306	164	185
Zm00001eb065130	444	282	274	255	197	132	307	160
Zm00001eb065140	130	127	128	109	110	87	146	159
Zm00001eb065150	5	0	3	0	5	1	6	0
Zm00001eb065160	2843	2218	1716	1309	1680	1521	1354	1494
Zm00001eb065170	0	0	0	0	0	0	0	0
Zm00001eb065180	0	0	0	0	0	0	0	0
Zm00001eb065190	0	59	0	65	0	81	4	63
Zm00001eb065200	0	0	0	2	0	0	0	0
Zm00001eb065210	731	16	811	341	610	24	33	1
Zm00001eb065250	156	91	126	120	93	45	121	127
Zm00001eb065260	11	0	10	0	8	0	9	0
Zm00001eb065270	4	0	2	0	2	0	1	0
Zm00001eb065280	941	665	872	789	661	488	951	657
Zm00001eb065290	10	0	4	2	7	0	12	0
Zm00001eb065300	2806	1509	2674	1599	1898	1068	2500	1664
Zm00001eb065310	282	179	203	204	181	244	168	230
Zm00001eb065320	37	21	51	29	17	8	33	30
Zm00001eb065330	51	5	35	15	50	24	70	14
Zm00001eb065340	1329	1270	1286	1273	921	999	912	1176
Zm00001eb065350	0	0	0	0	0	0	0	0
Zm00001eb065360	332	309	300	369	281	285	358	327
Zm00001eb065370	0	0	0	0	0	0	0	0
Zm00001eb065380	1428	1090	1226	1085	1023	1706	1824	1804
Zm00001eb065390	2686	2198	1758	1986	1911	1609	2622	1851
Zm00001eb065400	5	9	5	10	1	11	7	17
Zm00001eb065410	0	0	2	0	0	0	0	3
Zm00001eb065420	94	123	138	190	180	134	170	167
Zm00001eb065430	0	0	0	0	0	0	0	0
Zm00001eb065440	0	0	0	2	0	0	0	7
Zm00001eb065450	161	56	137	97	91	64	129	57
Zm00001eb065460	1020	928	831	895	638	763	966	913
Zm00001eb065470	0	0	0	0	0	0	0	0
Zm00001eb065490	1	0	0	0	0	0	0	0
Zm00001eb065500	0	0	1	0	0	0	0	0
Zm00001eb065510	767	643	681	704	785	828	825	957
Zm00001eb065520	1622	1937	1282	1757	1364	1952	1615	1834
Zm00001eb065530	0	2	0	8	0	3	0	9
Zm00001eb065540	5	3	16	6	2	5	4	6
Zm00001eb065550	792	454	537	518	575	396	511	435
Zm00001eb065560	381	269	330	448	262	346	323	328
Zm00001eb065570	1911	2438	1822	2891	1183	2047	1856	2895
Zm00001eb065580	331	339	642	598	382	385	749	508
Zm00001eb065590	0	0	0	0	0	0	0	0
Zm00001eb065610	415	246	229	233	355	174	266	216
Zm00001eb065620	34	24	68	97	67	153	38	84
Zm00001eb065630	1153	1614	1172	2071	1061	1204	893	1428
Zm00001eb065640	0	0	0	0	0	0	0	0
Zm00001eb065650	19	25	30	18	17	14	21	31
Zm00001eb065660	11	19	33	35	10	26	9	20
Zm00001eb065670	0	0	0	0	0	1	0	0
Zm00001eb065680	1	0	0	1	2	0	0	0
Zm00001eb065690	0	0	0	0	0	0	0	0
Zm00001eb065700	0	1	0	0	0	2	0	0
Zm00001eb065710	513	258	388	396	165	366	623	270
Zm00001eb065720	1932	1649	1650	1721	1586	1212	2143	1849
Zm00001eb065730	56	35	64	61	44	13	57	34
Zm00001eb065740	55	55	116	215	130	85	43	58
Zm00001eb065750	4853	4083	2788	3168	4069	3190	4214	5150
Zm00001eb065760	873	416	606	541	381	284	529	418
Zm00001eb065770	1493	1455	1000	1006	1073	884	1363	1397
Zm00001eb065780	3542	2326	2209	2483	2758	2322	2658	3190
Zm00001eb065790	2505	3653	1843	2723	1838	3489	2738	4390
Zm00001eb065800	1128	1002	940	1100	977	1229	1191	1194
Zm00001eb065810	283	159	188	171	108	79	135	95
Zm00001eb065820	28	1	92	3	63	1	51	0
Zm00001eb065830	0	1	0	3	0	0	0	0
Zm00001eb065850	643	754	399	748	434	337	606	812
Zm00001eb065860	730	417	297	301	500	321	568	544
Zm00001eb065870	1774	1909	1338	2368	1508	1991	1438	2087
Zm00001eb065890	3545	3985	2421	4461	2794	2995	3052	3957
Zm00001eb065900	195	137	151	196	194	179	161	244
Zm00001eb065910	6	3	1	2	8	12	8	4
Zm00001eb065920	149	83	127	97	157	66	100	50
Zm00001eb065930	253	318	211	254	183	158	227	275
Zm00001eb065940	1436	848	879	903	961	553	852	1185
Zm00001eb065950	1021	1386	1113	1624	577	829	782	1262
Zm00001eb065970	376	6	243	3	167	5	272	1
Zm00001eb065980	0	0	0	0	0	0	0	0
Zm00001eb066000	798	404	398	537	385	220	296	264
Zm00001eb066010	236	399	297	541	183	425	320	445
Zm00001eb066020	203	204	243	214	227	210	256	331
Zm00001eb066030	55	71	48	98	63	82	102	106
Zm00001eb066050	81	28	28	45	33	18	26	36
Zm00001eb066060	0	0	0	0	0	0	0	0
Zm00001eb066070	0	0	0	0	0	0	0	0
Zm00001eb066080	0	0	2	0	0	0	0	0
Zm00001eb066090	4	1	2	2	1	7	1	2
Zm00001eb066100	121	131	20	112	24	41	59	58
Zm00001eb066110	449	341	314	316	307	304	478	378
Zm00001eb066120	0	0	1	0	0	0	1	1
Zm00001eb066130	120	516	168	551	113	326	108	374
Zm00001eb066140	666	383	542	410	257	264	428	300
Zm00001eb066150	2474	2604	2534	3269	1730	2470	2248	2793
Zm00001eb066160	46	46	25	30	183	15	19	4
Zm00001eb066180	510	405	369	446	503	380	518	517
Zm00001eb066190	1276	1406	1363	1389	1090	1406	1449	1855
Zm00001eb066210	187	329	193	172	222	382	187	322
Zm00001eb066220	1	3	2	1	1	0	0	1
Zm00001eb066230	3746	3773	2546	3723	3024	3022	3481	3947
Zm00001eb066250	278	140	187	142	75	85	254	108
Zm00001eb066260	823	918	805	1207	998	1034	863	872
Zm00001eb066270	214	129	134	150	94	87	141	161
Zm00001eb066290	0	0	0	3	0	0	0	0
Zm00001eb066300	0	0	0	0	0	0	0	0
Zm00001eb066310	24	19	22	22	14	13	20	9
Zm00001eb066320	283	327	158	203	188	205	119	131
Zm00001eb066330	672	545	504	461	538	415	585	717
Zm00001eb066340	43	35	23	60	27	18	21	38
Zm00001eb066350	1382	1477	1663	1277	1489	1047	1871	2017
Zm00001eb066360	424	270	233	220	278	175	232	258
Zm00001eb066370	11287	10303	11456	12304	6551	7856	9379	13203
Zm00001eb066380	0	0	3	0	0	0	1	0
Zm00001eb066390	0	0	0	0	0	0	0	0
Zm00001eb066400	19	0	10	1	23	0	11	0
Zm00001eb066410	1	0	2	0	9	0	6	0
Zm00001eb066420	1696	1027	1103	1078	1794	1110	1211	851
